,Quatum,Super Fast,Favs Flyer,Winds Of War,Dynamic Artist,Victory For Us,Whits End,Line Of Kings,Sirianni,Nanna Knuckey,Explosive Girl,Right Bower,Tiny Tiara
07-01-2023 16:47:05.241271,"(2.6, 2.98, 2.868)","(3.6, 5.3, 5.023076923076923)","(51.0, 130.0, 87.5)","(10.0, 17.0, 13.833333333333334)","(14.0, 19.5, 19.0)","(7.0, 9.8, 9.5)","(41.0, 150.0, 113.33333333333334)","(26.0, 44.0, 37.2)","(8.5, 13.0, 12.583333333333334)","(41.0, 150.0, 100.0)","(51.0, 140.0, 109.0)","(21.0, 48.0, 44.83333333333333)","(31.0, 110.0, 79.0)"
07-01-2023 16:47:06.905661,"(2.6, 2.98, 2.868)","(3.6, 5.3, 5.023076923076923)","(51.0, 120.0, 73.57142857142857)","(10.0, 16.5, 13.0)","(14.0, 19.5, 19.0)","(7.0, 9.8, 9.5)","(41.0, 140.0, 120.0)","(26.0, 44.0, 37.2)","(8.5, 13.0, 12.583333333333334)","(41.0, 140.0, 82.5)","(51.0, 120.0, 85.0)","(21.0, 48.0, 44.83333333333333)","(31.0, 110.0, 70.28571428571428)"
07-01-2023 16:47:08.528347,"(2.6, 2.98, 2.868)","(3.6, 5.3, 5.023076923076923)","(51.0, 120.0, 73.57142857142857)","(10.0, 16.5, 14.25)","(14.0, 19.5, 18.625)","(7.0, 9.8, 9.5)","(41.0, 150.0, 120.0)","(26.0, 44.0, 39.75)","(8.5, 13.0, 12.0)","(41.0, 150.0, 82.5)","(51.0, 120.0, 93.0)","(21.0, 48.0, 44.83333333333333)","(31.0, 100.0, 70.28571428571428)"
07-01-2023 16:47:10.072283,"(2.6, 2.98, 2.868)","(3.6, 5.3, 5.023076923076923)","(51.0, 120.0, 73.57142857142857)","(10.0, 16.0, 14.25)","(14.0, 19.5, 19.0)","(7.0, 9.8, 9.5)","(41.0, 150.0, 120.0)","(26.0, 44.0, 39.75)","(8.5, 13.0, 12.0)","(41.0, 150.0, 82.5)","(51.0, 100.0, 85.0)","(21.0, 48.0, 42.85714285714286)","(31.0, 100.0, 70.83333333333334)"
07-01-2023 16:47:11.718642,"(2.6, 2.98, 2.868)","(3.6, 5.3, 5.023076923076923)","(51.0, 120.0, 73.57142857142857)","(10.0, 16.0, 13.083333333333334)","(14.0, 19.5, 19.0)","(7.0, 9.8, 9.5)","(41.0, 150.0, 120.0)","(26.0, 44.0, 39.75)","(8.5, 13.0, 12.0)","(41.0, 150.0, 82.5)","(51.0, 95.0, 78.33333333333333)","(21.0, 48.0, 43.5)","(31.0, 90.0, 78.57142857142857)"
07-01-2023 16:47:13.365218,"(2.6, 2.98, 2.868)","(3.6, 5.3, 5.023076923076923)","(51.0, 120.0, 73.57142857142857)","(10.0, 16.0, 12.791666666666666)","(14.0, 19.5, 19.0)","(7.0, 9.8, 9.5)","(41.0, 150.0, 120.0)","(26.0, 44.0, 39.75)","(8.5, 13.0, 12.0)","(41.0, 150.0, 82.5)","(51.0, 95.0, 75.0)","(21.0, 48.0, 44.4)","(31.0, 90.0, 75.0)"
07-01-2023 16:47:14.899503,"(2.6, 2.98, 2.868)","(3.6, 5.3, 5.023076923076923)","(51.0, 120.0, 73.57142857142857)","(10.0, 16.0, 12.791666666666666)","(14.0, 19.5, 19.0)","(7.0, 9.8, 9.5)","(41.0, 150.0, 120.0)","(26.0, 44.0, 39.75)","(8.5, 13.0, 12.0)","(41.0, 150.0, 82.5)","(51.0, 95.0, 76.25)","(21.0, 48.0, 44.4)","(31.0, 85.0, 71.42857142857143)"
07-01-2023 16:47:16.380885,"(2.6, 2.98, 2.868)","(3.7, 5.3, 5.023076923076923)","(51.0, 120.0, 73.57142857142857)","(10.0, 16.0, 12.791666666666666)","(14.0, 19.5, 19.0)","(7.0, 9.8, 9.5)","(41.0, 150.0, 120.0)","(26.0, 44.0, 39.75)","(9.0, 13.0, 12.0)","(41.0, 150.0, 82.5)","(51.0, 95.0, 78.33333333333333)","(21.0, 48.0, 44.4)","(31.0, 80.0, 66.66666666666667)"
07-01-2023 16:47:17.803682,"(2.6, 2.98, 2.868)","(3.7, 5.3, 5.023076923076923)","(51.0, 120.0, 73.57142857142857)","(10.0, 16.0, 13.5)","(14.0, 19.5, 19.0)","(7.0, 9.8, 9.379999999999999)","(41.0, 150.0, 120.0)","(26.0, 44.0, 39.75)","(9.0, 13.0, 12.0)","(41.0, 150.0, 82.5)","(51.0, 95.0, 78.33333333333333)","(21.0, 48.0, 44.4)","(31.0, 75.0, 67.85714285714286)"
07-01-2023 16:47:19.209794,"(2.6, 2.98, 2.868)","(3.7, 5.3, 5.023076923076923)","(51.0, 120.0, 73.57142857142857)","(10.0, 15.5, 13.5)","(14.0, 19.5, 19.0)","(7.0, 9.8, 9.379999999999999)","(41.0, 150.0, 120.0)","(26.0, 44.0, 39.75)","(9.0, 13.0, 12.0)","(41.0, 150.0, 82.5)","(51.0, 95.0, 78.33333333333333)","(21.0, 48.0, 44.4)","(31.0, 75.0, 67.85714285714286)"
07-01-2023 16:47:20.627123,"(2.6, 2.98, 2.868)","(3.7, 5.3, 5.023076923076923)","(51.0, 120.0, 73.57142857142857)","(10.0, 15.5, 12.833333333333334)","(14.0, 19.5, 19.0)","(7.0, 9.8, 9.379999999999999)","(41.0, 150.0, 120.0)","(26.0, 44.0, 39.75)","(9.0, 13.0, 12.0)","(41.0, 150.0, 82.5)","(51.0, 95.0, 78.33333333333333)","(21.0, 48.0, 44.4)","(31.0, 75.0, 64.28571428571429)"
07-01-2023 16:47:22.049255,"(2.6, 2.98, 2.868)","(3.7, 5.3, 5.023076923076923)","(51.0, 120.0, 71.25)","(10.0, 15.5, 12.833333333333334)","(14.0, 19.5, 19.0)","(7.0, 9.8, 9.379999999999999)","(41.0, 150.0, 120.0)","(26.0, 44.0, 39.75)","(9.0, 13.0, 12.0)","(41.0, 150.0, 82.5)","(51.0, 95.0, 76.25)","(21.0, 48.0, 44.4)","(31.0, 70.0, 64.28571428571429)"
07-01-2023 16:47:23.496995,"(2.6, 2.98, 2.868)","(3.7, 5.3, 5.023076923076923)","(51.0, 120.0, 82.5)","(10.0, 15.5, 13.75)","(14.0, 19.5, 19.0)","(7.0, 9.8, 9.379999999999999)","(41.0, 150.0, 120.0)","(26.0, 44.0, 39.75)","(9.0, 13.0, 12.0)","(41.0, 150.0, 82.5)","(51.0, 95.0, 76.25)","(21.0, 48.0, 44.4)","(31.0, 70.0, 59.09090909090909)"
07-01-2023 16:47:25.028178,"(2.6, 2.98, 2.868)","(3.7, 5.3, 5.023076923076923)","(51.0, 110.0, 88.0)","(10.0, 15.0, 13.75)","(14.0, 19.5, 19.0)","(7.0, 9.8, 9.379999999999999)","(41.0, 150.0, 120.0)","(26.0, 44.0, 39.75)","(9.0, 13.0, 12.0)","(41.0, 150.0, 96.0)","(51.0, 95.0, 76.25)","(21.0, 48.0, 44.4)","(31.0, 70.0, 59.09090909090909)"
07-01-2023 16:47:26.398472,"(2.6, 2.98, 2.868)","(3.7, 5.3, 5.023076923076923)","(51.0, 110.0, 77.5)","(10.0, 15.0, 13.75)","(14.0, 19.5, 19.0)","(7.0, 9.8, 9.379999999999999)","(41.0, 150.0, 120.0)","(26.0, 44.0, 39.75)","(9.0, 13.0, 12.0)","(41.0, 150.0, 96.0)","(51.0, 95.0, 76.25)","(21.0, 48.0, 44.72727272727273)","(31.0, 70.0, 59.333333333333336)"
07-01-2023 16:47:27.795809,"(2.6, 2.98, 2.868)","(3.7, 5.3, 5.023076923076923)","(51.0, 100.0, 85.0)","(10.0, 15.0, 13.75)","(14.0, 19.5, 19.0)","(7.0, 9.8, 9.379999999999999)","(41.0, 150.0, 120.0)","(26.0, 44.0, 39.75)","(9.0, 13.0, 12.0)","(41.0, 150.0, 96.0)","(51.0, 95.0, 76.25)","(21.0, 48.0, 44.72727272727273)","(31.0, 65.0, 52.888888888888886)"
07-01-2023 16:47:29.226330,"(2.6, 2.98, 2.868)","(3.7, 5.3, 5.336363636363637)","(51.0, 95.0, 88.75)","(10.0, 15.0, 13.75)","(14.0, 19.5, 19.0)","(7.0, 9.8, 9.379999999999999)","(41.0, 150.0, 120.0)","(26.0, 44.0, 39.75)","(9.0, 13.0, 12.0)","(41.0, 150.0, 96.0)","(51.0, 95.0, 76.25)","(21.0, 48.0, 44.72727272727273)","(31.0, 70.0, 52.888888888888886)"
07-01-2023 16:47:30.623912,"(2.6, 2.98, 2.868)","(3.7, 5.4, 5.283333333333333)","(51.0, 100.0, 76.0)","(10.0, 15.0, 13.75)","(14.0, 19.5, 19.0)","(7.0, 9.8, 9.379999999999999)","(41.0, 150.0, 120.0)","(26.0, 44.0, 35.5)","(9.0, 13.0, 12.0)","(41.0, 150.0, 96.0)","(51.0, 95.0, 76.25)","(21.0, 48.0, 44.72727272727273)","(31.0, 70.0, 52.888888888888886)"
07-01-2023 16:47:32.077932,"(2.6, 2.98, 2.868)","(3.7, 5.4, 5.22)","(51.0, 90.0, 70.0)","(10.0, 15.0, 13.75)","(14.0, 19.5, 19.0)","(7.0, 9.8, 9.5)","(41.0, 150.0, 120.0)","(26.0, 44.0, 39.75)","(9.0, 13.0, 12.0)","(41.0, 150.0, 96.0)","(51.0, 95.0, 76.25)","(21.0, 48.0, 44.72727272727273)","(31.0, 70.0, 52.888888888888886)"
07-01-2023 16:47:33.457657,"(2.6, 2.98, 2.868)","(3.7, 5.5, 5.22)","(51.0, 90.0, 77.5)","(10.0, 15.0, 13.75)","(14.0, 19.5, 19.0)","(7.0, 9.8, 9.5)","(41.0, 150.0, 120.0)","(26.0, 44.0, 39.75)","(9.0, 13.0, 12.0)","(41.0, 150.0, 96.0)","(51.0, 95.0, 76.25)","(21.0, 48.0, 44.72727272727273)","(31.0, 70.0, 52.888888888888886)"
07-01-2023 16:47:34.846258,"(2.6, 2.98, 2.868)","(3.7, 5.5, 5.372727272727273)","(51.0, 85.0, 77.5)","(10.0, 15.0, 13.75)","(14.0, 19.5, 19.0)","(7.0, 9.8, 9.5)","(41.0, 150.0, 120.0)","(26.0, 44.0, 39.75)","(9.0, 13.0, 12.0)","(41.0, 150.0, 96.0)","(51.0, 95.0, 76.25)","(21.0, 48.0, 44.72727272727273)","(31.0, 70.0, 52.888888888888886)"
07-01-2023 16:47:36.229752,"(2.6, 2.98, 2.868)","(3.7, 5.4, 4.9)","(51.0, 85.0, 77.5)","(10.0, 15.0, 13.75)","(14.0, 19.5, 19.0)","(7.0, 9.8, 9.6)","(41.0, 150.0, 120.0)","(26.0, 44.0, 39.75)","(9.0, 13.0, 12.0)","(41.0, 150.0, 96.0)","(51.0, 95.0, 76.25)","(21.0, 48.0, 44.72727272727273)","(31.0, 70.0, 52.888888888888886)"
07-01-2023 16:47:37.657060,"(2.6, 2.98, 2.868)","(3.7, 5.4, 4.9)","(51.0, 85.0, 77.5)","(10.0, 15.0, 13.75)","(14.0, 19.5, 19.0)","(7.0, 9.8, 9.5)","(41.0, 150.0, 120.0)","(26.0, 44.0, 39.75)","(9.0, 13.0, 12.0)","(41.0, 150.0, 96.0)","(51.0, 95.0, 76.25)","(21.0, 48.0, 44.72727272727273)","(31.0, 70.0, 52.888888888888886)"
07-01-2023 16:47:39.046709,"(2.6, 2.98, 2.868)","(3.7, 5.4, 4.9)","(51.0, 85.0, 77.5)","(10.0, 15.0, 13.75)","(14.0, 19.5, 19.0)","(7.0, 9.8, 9.5)","(41.0, 150.0, 120.0)","(26.0, 44.0, 39.75)","(9.0, 13.0, 12.0)","(41.0, 150.0, 96.0)","(51.0, 95.0, 76.25)","(21.0, 48.0, 44.72727272727273)","(31.0, 70.0, 52.888888888888886)"
07-01-2023 16:47:40.458815,"(2.6, 2.98, 2.868)","(3.7, 5.4, 4.9)","(51.0, 85.0, 77.5)","(10.0, 15.0, 13.75)","(14.0, 19.5, 19.0)","(7.0, 9.8, 9.5)","(41.0, 150.0, 120.0)","(26.0, 44.0, 39.75)","(9.0, 13.0, 12.0)","(41.0, 150.0, 96.0)","(51.0, 95.0, 76.25)","(21.0, 48.0, 44.72727272727273)","(31.0, 70.0, 52.888888888888886)"
07-01-2023 16:47:41.836560,"(2.6, 2.98, 2.868)","(3.8, 5.4, 5.108333333333333)","(51.0, 85.0, 73.0)","(10.0, 15.0, 13.75)","(14.0, 19.5, 18.625)","(7.0, 9.8, 9.5)","(41.0, 150.0, 120.0)","(26.0, 44.0, 40.6)","(9.0, 13.0, 12.0)","(41.0, 150.0, 96.0)","(51.0, 95.0, 76.25)","(21.0, 48.0, 44.72727272727273)","(31.0, 70.0, 52.888888888888886)"
07-01-2023 16:47:43.164052,"(2.6, 2.98, 2.868)","(3.8, 5.4, 5.108333333333333)","(51.0, 85.0, 73.0)","(10.0, 15.0, 13.75)","(14.0, 19.5, 18.625)","(7.0, 9.8, 9.5)","(41.0, 150.0, 120.0)","(26.0, 44.0, 40.6)","(9.0, 13.0, 12.0)","(41.0, 150.0, 96.0)","(51.0, 95.0, 76.25)","(21.0, 48.0, 44.72727272727273)","(31.0, 70.0, 52.888888888888886)"
07-01-2023 16:47:44.591787,"(2.6, 2.98, 2.868)","(3.8, 5.4, 5.108333333333333)","(51.0, 80.0, 70.0)","(10.0, 15.0, 13.681818181818182)","(14.0, 19.5, 18.625)","(7.0, 9.8, 9.6)","(41.0, 150.0, 120.0)","(26.0, 44.0, 40.6)","(9.0, 13.0, 12.0)","(41.0, 150.0, 96.0)","(51.0, 95.0, 76.25)","(21.0, 48.0, 44.72727272727273)","(31.0, 70.0, 52.888888888888886)"
07-01-2023 16:47:46.039854,"(2.6, 2.98, 2.868)","(3.8, 5.4, 5.108333333333333)","(51.0, 80.0, 70.0)","(10.0, 15.5, 13.681818181818182)","(14.0, 19.5, 18.625)","(7.0, 9.8, 9.6)","(41.0, 150.0, 120.0)","(26.0, 44.0, 40.6)","(9.0, 13.0, 12.0)","(41.0, 150.0, 96.0)","(51.0, 95.0, 76.25)","(21.0, 48.0, 44.72727272727273)","(31.0, 70.0, 52.857142857142854)"
07-01-2023 16:47:47.441651,"(2.6, 2.98, 2.868)","(3.8, 5.4, 5.108333333333333)","(51.0, 80.0, 70.0)","(10.0, 15.5, 13.681818181818182)","(14.0, 19.5, 18.625)","(7.5, 9.8, 9.6)","(41.0, 150.0, 120.0)","(26.0, 44.0, 40.6)","(9.0, 13.0, 12.0)","(41.0, 150.0, 96.0)","(51.0, 95.0, 76.25)","(21.0, 48.0, 44.72727272727273)","(31.0, 65.0, 52.857142857142854)"
07-01-2023 16:47:48.805048,"(2.6, 2.98, 2.868)","(3.8, 5.4, 5.108333333333333)","(51.0, 80.0, 70.0)","(10.0, 15.5, 13.681818181818182)","(14.0, 19.5, 18.625)","(7.5, 9.8, 9.6)","(41.0, 150.0, 120.0)","(26.0, 44.0, 40.6)","(9.0, 13.0, 12.0)","(41.0, 150.0, 96.0)","(51.0, 95.0, 76.25)","(21.0, 48.0, 44.72727272727273)","(31.0, 65.0, 50.266666666666666)"
07-01-2023 16:47:50.142251,"(2.6, 2.98, 2.868)","(3.8, 5.6, 4.933333333333334)","(51.0, 80.0, 70.0)","(10.0, 15.5, 13.681818181818182)","(14.0, 19.5, 18.625)","(7.5, 9.8, 9.6)","(41.0, 150.0, 120.0)","(26.0, 44.0, 40.6)","(9.0, 13.0, 10.916666666666666)","(41.0, 150.0, 96.0)","(51.0, 95.0, 76.25)","(21.0, 48.0, 44.72727272727273)","(31.0, 65.0, 50.266666666666666)"
07-01-2023 16:47:51.516982,"(2.6, 2.98, 2.868)","(3.8, 5.5, 5.2375)","(51.0, 80.0, 70.0)","(10.0, 15.5, 13.681818181818182)","(14.0, 19.5, 18.625)","(7.5, 9.8, 9.6)","(41.0, 150.0, 120.0)","(26.0, 44.0, 40.6)","(9.0, 13.0, 10.647058823529411)","(41.0, 150.0, 96.0)","(51.0, 95.0, 76.25)","(21.0, 48.0, 44.72727272727273)","(31.0, 65.0, 50.266666666666666)"
07-01-2023 16:47:52.963831,"(2.6, 2.98, 2.868)","(3.8, 5.5, 5.091666666666667)","(51.0, 80.0, 70.0)","(10.0, 15.5, 13.681818181818182)","(14.0, 19.5, 18.625)","(7.5, 9.8, 9.6)","(41.0, 150.0, 120.0)","(26.0, 44.0, 40.6)","(9.0, 13.0, 10.647058823529411)","(41.0, 150.0, 96.0)","(51.0, 95.0, 76.25)","(21.0, 48.0, 44.72727272727273)","(31.0, 65.0, 50.266666666666666)"
07-01-2023 16:47:54.420376,"(2.6, 2.98, 2.868)","(3.8, 5.5, 5.091666666666667)","(51.0, 80.0, 70.0)","(10.0, 15.5, 14.0)","(14.0, 19.5, 18.625)","(7.5, 9.8, 9.6)","(41.0, 150.0, 120.0)","(26.0, 44.0, 40.6)","(9.0, 13.0, 11.166666666666666)","(41.0, 150.0, 96.0)","(51.0, 95.0, 76.25)","(21.0, 48.0, 44.72727272727273)","(31.0, 65.0, 50.266666666666666)"
07-01-2023 16:47:55.908438,"(2.6, 2.98, 2.868)","(3.8, 5.5, 5.091666666666667)","(51.0, 80.0, 70.0)","(10.0, 15.5, 14.0)","(14.0, 19.5, 18.625)","(7.5, 9.8, 9.6)","(41.0, 150.0, 120.0)","(26.0, 44.0, 36.714285714285715)","(9.0, 12.5, 10.75)","(41.0, 150.0, 96.0)","(51.0, 95.0, 76.25)","(21.0, 48.0, 44.72727272727273)","(31.0, 65.0, 50.266666666666666)"
07-01-2023 16:47:57.428021,"(2.6, 2.98, 2.868)","(3.8, 5.5, 5.211764705882353)","(51.0, 80.0, 70.0)","(10.0, 15.5, 14.0)","(14.0, 19.5, 18.625)","(7.5, 9.8, 9.6)","(41.0, 150.0, 120.0)","(26.0, 44.0, 36.714285714285715)","(9.0, 12.5, 10.61111111111111)","(41.0, 150.0, 96.0)","(51.0, 95.0, 85.0)","(21.0, 48.0, 44.72727272727273)","(31.0, 65.0, 50.266666666666666)"
07-01-2023 16:47:58.865505,"(2.6, 2.98, 2.868)","(3.8, 5.5, 5.211764705882353)","(51.0, 80.0, 70.0)","(10.0, 15.5, 14.0)","(14.0, 19.5, 18.625)","(7.5, 9.8, 9.6)","(41.0, 150.0, 120.0)","(26.0, 44.0, 36.714285714285715)","(9.0, 12.5, 10.633333333333333)","(41.0, 150.0, 96.0)","(51.0, 95.0, 85.0)","(21.0, 48.0, 44.72727272727273)","(31.0, 65.0, 50.266666666666666)"
07-01-2023 16:48:00.574649,"(2.6, 2.98, 2.868)","(3.8, 5.5, 5.211764705882353)","(51.0, 80.0, 70.0)","(10.0, 15.5, 14.0)","(14.0, 19.5, 18.625)","(7.5, 9.8, 9.6)","(41.0, 150.0, 120.0)","(26.0, 44.0, 36.714285714285715)","(9.0, 12.5, 10.633333333333333)","(41.0, 150.0, 96.0)","(51.0, 95.0, 85.0)","(21.0, 48.0, 44.72727272727273)","(31.0, 65.0, 50.266666666666666)"
07-01-2023 16:48:01.959137,"(2.6, 2.98, 2.868)","(3.8, 5.5, 5.211764705882353)","(51.0, 80.0, 70.0)","(10.0, 15.5, 14.0)","(14.0, 19.5, 18.625)","(7.5, 9.8, 9.6)","(41.0, 150.0, 120.0)","(26.0, 44.0, 36.714285714285715)","(9.0, 12.5, 10.633333333333333)","(41.0, 150.0, 96.0)","(51.0, 95.0, 85.0)","(21.0, 48.0, 44.72727272727273)","(31.0, 65.0, 50.266666666666666)"
07-01-2023 16:48:03.509139,"(2.6, 2.98, 2.868)","(3.8, 5.5, 5.211764705882353)","(51.0, 80.0, 70.0)","(10.0, 15.5, 14.0)","(14.0, 19.5, 18.625)","(7.5, 9.8, 9.5)","(41.0, 150.0, 120.0)","(26.0, 44.0, 36.714285714285715)","(9.0, 12.5, 10.633333333333333)","(41.0, 150.0, 96.0)","(51.0, 95.0, 85.0)","(21.0, 48.0, 44.72727272727273)","(31.0, 65.0, 50.266666666666666)"
07-01-2023 16:48:05.045359,"(2.6, 2.98, 2.868)","(3.8, 5.5, 5.211764705882353)","(51.0, 80.0, 70.0)","(10.0, 15.5, 14.0)","(14.0, 19.5, 18.625)","(7.5, 9.8, 9.5)","(41.0, 150.0, 120.0)","(26.0, 44.0, 36.714285714285715)","(9.0, 12.5, 10.633333333333333)","(41.0, 150.0, 96.0)","(51.0, 95.0, 85.0)","(21.0, 48.0, 44.72727272727273)","(31.0, 65.0, 52.0)"
07-01-2023 16:48:06.553956,"(2.6, 2.98, 2.868)","(3.8, 5.5, 5.211764705882353)","(51.0, 80.0, 67.5)","(10.0, 15.5, 14.0)","(14.0, 19.5, 18.625)","(7.5, 9.8, 10.2)","(41.0, 150.0, 120.0)","(26.0, 44.0, 36.714285714285715)","(9.0, 12.5, 10.633333333333333)","(41.0, 150.0, 96.0)","(51.0, 95.0, 85.0)","(21.0, 48.0, 44.72727272727273)","(31.0, 60.0, 51.0)"
07-01-2023 16:48:07.994493,"(2.6, 2.98, 2.868)","(3.8, 5.5, 5.211764705882353)","(51.0, 80.0, 67.5)","(10.0, 15.5, 14.0)","(14.0, 19.5, 18.625)","(7.5, 10.5, 10.2)","(41.0, 150.0, 120.0)","(26.0, 44.0, 35.0)","(9.0, 12.5, 10.633333333333333)","(41.0, 150.0, 96.0)","(51.0, 95.0, 71.66666666666667)","(21.0, 48.0, 40.0)","(31.0, 60.0, 49.5)"
07-01-2023 16:48:09.688143,"(2.6, 2.98, 2.844)","(3.8, 5.5, 5.211764705882353)","(51.0, 80.0, 67.5)","(10.0, 15.5, 14.0)","(14.0, 19.5, 19.25)","(7.5, 10.5, 10.41)","(41.0, 150.0, 120.0)","(26.0, 42.0, 36.0)","(9.0, 12.5, 10.61111111111111)","(41.0, 150.0, 96.0)","(51.0, 95.0, 71.66666666666667)","(21.0, 48.0, 39.0)","(31.0, 60.0, 47.55555555555556)"
07-01-2023 16:48:11.169419,"(2.6, 2.94, 2.844)","(3.8, 5.5, 5.211764705882353)","(51.0, 80.0, 67.5)","(10.0, 15.5, 14.0)","(14.0, 19.5, 19.25)","(7.5, 10.5, 10.41)","(41.0, 150.0, 120.0)","(26.0, 40.0, 33.333333333333336)","(9.0, 12.5, 10.61111111111111)","(41.0, 150.0, 96.0)","(51.0, 95.0, 71.66666666666667)","(21.0, 46.0, 36.8)","(31.0, 60.0, 47.55555555555556)"
07-01-2023 16:48:12.796310,"(2.6, 2.94, 2.844)","(3.8, 5.5, 5.211764705882353)","(51.0, 80.0, 67.5)","(10.0, 15.5, 14.0)","(14.0, 19.5, 19.3)","(7.5, 10.5, 10.41)","(41.0, 150.0, 120.0)","(26.0, 36.0, 35.2)","(9.0, 12.5, 10.61111111111111)","(41.0, 150.0, 96.0)","(51.0, 95.0, 71.66666666666667)","(21.0, 42.0, 36.44444444444444)","(31.0, 60.0, 47.55555555555556)"
07-01-2023 16:48:14.396990,"(2.6, 2.94, 2.802857142857143)","(3.8, 5.5, 5.211764705882353)","(51.0, 80.0, 67.5)","(10.0, 15.5, 14.0)","(14.0, 19.5, 19.3)","(7.5, 10.5, 10.41)","(41.0, 150.0, 120.0)","(26.0, 40.0, 35.2)","(9.0, 12.5, 10.61111111111111)","(41.0, 150.0, 96.0)","(51.0, 95.0, 71.66666666666667)","(21.0, 42.0, 36.44444444444444)","(31.0, 60.0, 47.55555555555556)"
07-01-2023 16:48:16.034051,"(2.6, 2.94, 2.802857142857143)","(3.8, 5.5, 5.211764705882353)","(51.0, 80.0, 67.5)","(10.0, 15.5, 14.0)","(14.0, 19.5, 19.3)","(7.5, 10.5, 10.41)","(41.0, 150.0, 120.0)","(26.0, 40.0, 35.2)","(9.0, 12.5, 10.61111111111111)","(41.0, 150.0, 96.0)","(51.0, 95.0, 71.66666666666667)","(21.0, 42.0, 36.44444444444444)","(31.0, 60.0, 47.55555555555556)"
07-01-2023 16:48:17.606209,"(2.6, 2.94, 2.802857142857143)","(3.8, 5.5, 5.211764705882353)","(51.0, 80.0, 67.5)","(10.0, 15.5, 14.0)","(14.0, 19.5, 19.3)","(7.5, 10.5, 10.41)","(41.0, 150.0, 120.0)","(26.0, 40.0, 35.2)","(9.0, 12.5, 10.61111111111111)","(41.0, 150.0, 96.0)","(51.0, 95.0, 71.66666666666667)","(21.0, 42.0, 36.44444444444444)","(31.0, 60.0, 47.0)"
07-01-2023 16:48:19.138308,"(2.6, 2.94, 2.802857142857143)","(3.8, 5.5, 5.211764705882353)","(51.0, 80.0, 67.5)","(10.0, 15.5, 14.0)","(14.0, 19.5, 19.3)","(7.5, 10.5, 11.26153846153846)","(41.0, 150.0, 120.0)","(26.0, 40.0, 35.2)","(9.0, 12.5, 10.61111111111111)","(41.0, 150.0, 96.0)","(51.0, 95.0, 71.66666666666667)","(21.0, 42.0, 36.44444444444444)","(31.0, 60.0, 47.0)"
07-01-2023 16:48:20.650205,"(2.6, 2.94, 2.802857142857143)","(3.8, 5.5, 5.211764705882353)","(51.0, 80.0, 67.5)","(10.0, 15.5, 14.0)","(14.0, 19.5, 19.3)","(7.5, 12.0, 11.26153846153846)","(41.0, 150.0, 120.0)","(26.0, 40.0, 35.2)","(9.0, 12.5, 10.8)","(41.0, 150.0, 96.0)","(51.0, 95.0, 86.25)","(21.0, 42.0, 36.44444444444444)","(31.0, 60.0, 47.0)"
07-01-2023 16:48:22.087221,"(2.6, 2.94, 2.802857142857143)","(3.8, 5.5, 5.211764705882353)","(51.0, 80.0, 67.5)","(10.0, 15.5, 14.0)","(14.0, 19.5, 19.3)","(7.5, 12.0, 11.26153846153846)","(41.0, 150.0, 120.0)","(26.0, 40.0, 31.75)","(9.0, 12.0, 10.666666666666666)","(41.0, 150.0, 96.0)","(51.0, 95.0, 86.25)","(21.0, 42.0, 36.44444444444444)","(31.0, 60.0, 48.8)"
07-01-2023 16:48:23.503580,"(2.6, 2.94, 2.802857142857143)","(3.8, 5.5, 5.211764705882353)","(51.0, 80.0, 65.0)","(10.0, 15.5, 14.0)","(14.0, 19.5, 19.3)","(7.5, 12.0, 11.26153846153846)","(41.0, 150.0, 120.0)","(26.0, 38.0, 32.44444444444444)","(9.0, 12.0, 10.6)","(41.0, 150.0, 96.0)","(51.0, 95.0, 86.25)","(21.0, 42.0, 36.44444444444444)","(31.0, 60.0, 48.8)"
07-01-2023 16:48:24.885324,"(2.6, 2.94, 2.802857142857143)","(3.8, 5.5, 5.211764705882353)","(51.0, 80.0, 65.0)","(10.0, 15.5, 14.0)","(14.0, 19.5, 19.3)","(7.5, 12.0, 11.26153846153846)","(41.0, 150.0, 120.0)","(26.0, 38.0, 37.333333333333336)","(9.0, 12.0, 10.6)","(41.0, 150.0, 96.0)","(51.0, 95.0, 86.25)","(21.0, 42.0, 38.666666666666664)","(31.0, 60.0, 48.8)"
07-01-2023 16:48:26.251351,"(2.6, 2.66, 2.6037037037037036)","(3.8, 5.5, 5.338461538461538)","(51.0, 80.0, 65.0)","(10.0, 15.5, 14.0)","(14.0, 19.5, 19.3)","(7.5, 12.0, 11.26153846153846)","(41.0, 150.0, 120.0)","(26.0, 42.0, 37.333333333333336)","(9.0, 12.0, 10.6)","(41.0, 150.0, 96.0)","(51.0, 95.0, 86.25)","(21.0, 42.0, 38.666666666666664)","(31.0, 60.0, 48.8)"
07-01-2023 16:48:27.594718,"(2.6, 2.66, 2.6022556390977445)","(3.8, 5.5, 5.338461538461538)","(51.0, 80.0, 65.0)","(10.0, 15.5, 14.0)","(14.0, 19.5, 19.3)","(7.5, 12.0, 11.26153846153846)","(41.0, 150.0, 120.0)","(26.0, 42.0, 37.333333333333336)","(9.0, 12.0, 10.6)","(41.0, 150.0, 96.0)","(51.0, 95.0, 86.25)","(21.0, 42.0, 38.666666666666664)","(31.0, 60.0, 48.8)"
