,Ill Be Gone,Rudibatootie,Drake Passage,Regal Duke,Tactfull,Fournaise,Belluna,Jahbath,White Heath,Parisian Veil,Socialite Miss,Bostock Raider
07-01-2023 15:28:43.143629,"(31.0, 140.0, 116.0)","(26.0, 42.0, 41.6)","(7.0, 9.6, 9.314285714285713)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.7, 2.677391304347826)","(31.0, 55.0, 50.45)","(6.5, 9.6, 9.458823529411765)","(16.0, 27.0, 26.75)","(61.0, 190.0, 175.0)","(14.0, 18.0, 17.90909090909091)","(8.0, 9.8, 9.5)","(9.0, 11.5, 10.727272727272727)"
07-01-2023 15:28:44.932592,"(31.0, 140.0, 116.0)","(26.0, 42.0, 41.6)","(7.0, 9.6, 9.314285714285713)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.7, 2.677391304347826)","(31.0, 55.0, 50.45)","(6.5, 9.6, 9.458823529411765)","(16.0, 27.0, 26.75)","(61.0, 190.0, 175.0)","(14.0, 19.5, 18.916666666666668)","(8.0, 9.8, 9.5)","(9.0, 11.5, 10.727272727272727)"
07-01-2023 15:28:46.682368,"(31.0, 140.0, 116.0)","(26.0, 42.0, 41.6)","(7.0, 9.6, 9.314285714285713)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.7, 2.677391304347826)","(31.0, 55.0, 50.45)","(6.5, 9.6, 9.458823529411765)","(16.0, 27.0, 26.75)","(61.0, 190.0, 175.0)","(14.0, 19.5, 18.916666666666668)","(8.0, 9.8, 9.5)","(9.0, 11.5, 10.727272727272727)"
07-01-2023 15:28:48.449063,"(31.0, 140.0, 116.0)","(26.0, 42.0, 41.6)","(7.0, 9.6, 9.314285714285713)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.7, 2.677391304347826)","(31.0, 55.0, 50.45)","(6.5, 9.6, 9.458823529411765)","(16.0, 27.0, 26.75)","(61.0, 190.0, 175.0)","(14.0, 19.0, 18.94871794871795)","(8.0, 9.8, 9.5)","(9.0, 11.5, 10.727272727272727)"
07-01-2023 15:28:50.248065,"(31.0, 140.0, 116.0)","(26.0, 42.0, 41.6)","(7.0, 9.6, 9.314285714285713)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.7, 2.668888888888889)","(31.0, 55.0, 50.45)","(6.5, 9.6, 9.39)","(16.0, 27.0, 26.75)","(61.0, 190.0, 175.0)","(14.0, 19.0, 18.92105263157895)","(8.0, 9.8, 9.5)","(9.0, 11.5, 10.727272727272727)"
07-01-2023 15:28:52.125683,"(31.0, 140.0, 116.0)","(26.0, 42.0, 41.6)","(7.0, 9.6, 9.314285714285713)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.7, 2.670769230769231)","(31.0, 55.0, 48.583333333333336)","(6.5, 9.6, 9.39)","(16.0, 27.0, 26.823529411764707)","(61.0, 190.0, 165.0)","(14.0, 19.0, 19.353658536585368)","(8.0, 9.8, 9.5)","(9.0, 11.5, 9.894444444444446)"
07-01-2023 15:28:53.926558,"(31.0, 140.0, 110.0)","(26.0, 42.0, 41.6)","(7.0, 9.6, 9.36)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.68, 2.670769230769231)","(31.0, 55.0, 48.583333333333336)","(6.5, 9.6, 9.345454545454546)","(16.0, 27.0, 27.285714285714285)","(61.0, 190.0, 165.0)","(14.0, 19.5, 19.214285714285715)","(8.0, 9.8, 9.5)","(9.0, 11.0, 10.5)"
07-01-2023 15:28:55.950616,"(31.0, 130.0, 104.61538461538461)","(26.0, 42.0, 41.6)","(7.0, 9.6, 9.399999999999999)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.68, 2.670769230769231)","(31.0, 55.0, 49.86666666666667)","(6.5, 9.6, 9.345454545454546)","(16.0, 29.0, 26.77777777777778)","(61.0, 190.0, 155.0)","(14.0, 19.5, 19.214285714285715)","(8.0, 9.8, 9.5)","(9.0, 11.0, 10.884615384615385)"
07-01-2023 15:28:57.638466,"(31.0, 120.0, 110.76923076923077)","(26.0, 42.0, 41.6)","(7.0, 9.6, 9.56)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.68, 2.670769230769231)","(31.0, 55.0, 49.86666666666667)","(6.5, 9.6, 9.330434782608696)","(16.0, 29.0, 27.666666666666668)","(61.0, 190.0, 155.0)","(14.0, 19.5, 19.333333333333332)","(8.0, 9.8, 9.5)","(9.0, 11.0, 10.884615384615385)"
07-01-2023 15:28:59.271687,"(31.0, 120.0, 90.0)","(26.0, 42.0, 41.6)","(7.0, 9.8, 9.56)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.68, 2.670769230769231)","(31.0, 55.0, 49.86666666666667)","(6.5, 9.4, 9.330434782608696)","(16.0, 29.0, 26.77777777777778)","(61.0, 190.0, 155.0)","(14.0, 19.5, 19.333333333333332)","(8.0, 9.8, 9.5)","(9.0, 11.0, 10.884615384615385)"
07-01-2023 15:29:00.921208,"(31.0, 120.0, 93.75)","(26.0, 42.0, 41.6)","(7.0, 9.8, 9.545454545454547)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.68, 2.670769230769231)","(31.0, 55.0, 49.86666666666667)","(6.5, 9.4, 9.330434782608696)","(16.0, 29.0, 26.77777777777778)","(61.0, 190.0, 155.0)","(14.0, 19.5, 19.333333333333332)","(8.0, 9.8, 9.5)","(9.0, 11.0, 10.884615384615385)"
07-01-2023 15:29:02.574673,"(31.0, 120.0, 93.75)","(26.0, 42.0, 41.6)","(7.0, 9.8, 9.545454545454547)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.68, 2.670769230769231)","(31.0, 55.0, 47.3)","(6.5, 9.4, 9.330434782608696)","(16.0, 29.0, 27.666666666666668)","(61.0, 190.0, 155.0)","(14.0, 19.5, 19.333333333333332)","(8.0, 9.8, 9.146666666666667)","(9.0, 11.0, 10.884615384615385)"
07-01-2023 15:29:04.454830,"(31.0, 120.0, 111.66666666666666)","(26.0, 42.0, 41.88235294117647)","(7.0, 9.8, 10.25)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.68, 2.6202649006622516)","(31.0, 55.0, 45.2)","(6.5, 9.4, 9.108333333333333)","(16.0, 29.0, 28.272727272727273)","(61.0, 190.0, 181.66666666666669)","(14.0, 19.5, 18.8)","(8.0, 9.2, 9.1)","(9.0, 11.5, 10.82258064516129)"
07-01-2023 15:29:06.174157,"(31.0, 120.0, 112.5)","(26.0, 42.0, 46.73684210526316)","(7.0, 10.5, 10.277777777777779)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.64, 2.6204)","(31.0, 50.0, 44.9)","(6.5, 9.2, 9.108333333333333)","(16.0, 29.0, 27.57142857142857)","(61.0, 190.0, 181.66666666666669)","(14.0, 19.0, 18.8)","(8.0, 9.2, 9.1)","(9.0, 11.5, 10.932432432432432)"
07-01-2023 15:29:07.875963,"(31.0, 120.0, 112.5)","(26.0, 48.0, 46.73684210526316)","(7.0, 10.5, 10.325)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.64, 2.6204)","(31.0, 50.0, 45.05882352941177)","(6.5, 9.2, 9.108333333333333)","(16.0, 29.0, 28.272727272727273)","(61.0, 190.0, 181.66666666666669)","(14.0, 19.0, 18.8)","(8.0, 9.2, 8.971428571428572)","(9.0, 11.5, 10.932432432432432)"
07-01-2023 15:29:09.570012,"(31.0, 120.0, 112.5)","(26.0, 48.0, 46.73684210526316)","(7.0, 10.5, 10.208333333333334)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.64, 2.6204)","(31.0, 50.0, 45.05882352941177)","(6.5, 9.2, 9.108333333333333)","(16.0, 29.0, 28.272727272727273)","(61.0, 190.0, 181.66666666666669)","(14.0, 19.0, 18.8)","(8.0, 9.2, 8.971428571428572)","(9.0, 11.5, 10.932432432432432)"
07-01-2023 15:29:11.315889,"(31.0, 120.0, 105.0)","(26.0, 48.0, 46.0)","(7.0, 10.5, 10.19375)","(12.0, 17.0, 16.704545454545453)","(2.5, 2.64, 2.6345945945945948)","(31.0, 50.0, 44.4)","(6.5, 9.2, 9.108333333333333)","(16.0, 29.0, 28.272727272727273)","(61.0, 190.0, 181.66666666666669)","(14.0, 19.0, 18.8)","(8.0, 9.2, 9.076923076923077)","(9.0, 11.5, 10.932432432432432)"
07-01-2023 15:29:13.131907,"(31.0, 120.0, 107.14285714285714)","(26.0, 48.0, 46.61538461538461)","(7.0, 10.5, 10.19375)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.64, 2.6345945945945948)","(31.0, 50.0, 44.4)","(6.5, 9.2, 9.077777777777778)","(16.0, 29.0, 28.529411764705884)","(61.0, 190.0, 182.85714285714286)","(14.0, 19.0, 18.8)","(8.0, 9.2, 9.105882352941176)","(9.0, 11.5, 10.932432432432432)"
07-01-2023 15:29:14.652673,"(31.0, 150.0, 107.14285714285714)","(26.0, 48.0, 46.15384615384615)","(7.0, 10.5, 10.255)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.64, 2.6494736842105264)","(31.0, 50.0, 46.0)","(6.5, 9.2, 9.028571428571428)","(16.0, 29.0, 28.529411764705884)","(61.0, 190.0, 182.85714285714286)","(14.0, 19.0, 18.8)","(8.0, 9.2, 9.057142857142857)","(9.0, 11.5, 10.932432432432432)"
07-01-2023 15:29:16.297617,"(31.0, 150.0, 107.14285714285714)","(26.0, 48.0, 46.666666666666664)","(7.0, 10.5, 10.255)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.66, 2.6494736842105264)","(31.0, 48.0, 45.0)","(6.5, 9.2, 9.028571428571428)","(16.0, 29.0, 27.0)","(61.0, 190.0, 182.85714285714286)","(14.0, 19.0, 18.8)","(8.0, 9.2, 9.057142857142857)","(9.0, 11.5, 10.932432432432432)"
07-01-2023 15:29:17.977919,"(31.0, 150.0, 112.5)","(26.0, 48.0, 46.666666666666664)","(7.0, 10.5, 10.255)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.66, 2.6494736842105264)","(31.0, 48.0, 45.0)","(6.5, 9.2, 9.028571428571428)","(16.0, 29.0, 27.0)","(61.0, 190.0, 182.85714285714286)","(14.0, 19.0, 18.8)","(8.0, 9.2, 9.057142857142857)","(9.0, 11.5, 10.932432432432432)"
07-01-2023 15:29:19.544493,"(31.0, 150.0, 112.5)","(26.0, 48.0, 46.666666666666664)","(7.0, 10.5, 10.255)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.66, 2.6494736842105264)","(31.0, 48.0, 45.0)","(6.5, 9.2, 9.028571428571428)","(16.0, 29.0, 27.0)","(61.0, 190.0, 187.05882352941177)","(14.0, 19.0, 18.666666666666668)","(8.0, 9.2, 9.057142857142857)","(9.0, 11.5, 10.932432432432432)"
07-01-2023 15:29:21.158157,"(31.0, 150.0, 112.5)","(26.0, 48.0, 46.666666666666664)","(7.0, 10.5, 10.214814814814815)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.66, 2.659607843137255)","(31.0, 48.0, 45.0)","(6.5, 9.2, 9.028571428571428)","(16.0, 29.0, 27.0)","(61.0, 190.0, 170.0)","(14.0, 19.0, 18.666666666666668)","(8.0, 9.2, 9.057142857142857)","(9.0, 11.5, 10.932432432432432)"
07-01-2023 15:29:22.896785,"(31.0, 150.0, 112.5)","(26.0, 48.0, 46.666666666666664)","(7.0, 10.5, 10.214814814814815)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.68, 2.68468085106383)","(31.0, 48.0, 45.0)","(6.5, 9.2, 9.028571428571428)","(16.0, 29.0, 27.0)","(61.0, 190.0, 170.0)","(14.0, 19.0, 18.333333333333332)","(8.0, 9.2, 9.057142857142857)","(9.0, 11.5, 10.863636363636363)"
07-01-2023 15:29:24.756611,"(31.0, 150.0, 112.5)","(26.0, 48.0, 46.666666666666664)","(7.0, 10.5, 10.214814814814815)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.7, 2.682439024390244)","(31.0, 48.0, 45.0)","(6.5, 9.2, 9.028571428571428)","(16.0, 29.0, 27.0)","(61.0, 190.0, 170.0)","(14.0, 18.5, 18.333333333333332)","(8.0, 9.2, 9.057142857142857)","(9.0, 11.5, 10.863636363636363)"
07-01-2023 15:29:26.835124,"(31.0, 150.0, 112.5)","(26.0, 48.0, 46.666666666666664)","(7.0, 10.5, 10.214814814814815)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.7, 2.6758620689655173)","(31.0, 48.0, 45.0)","(6.5, 9.2, 9.028571428571428)","(16.0, 29.0, 27.5)","(61.0, 190.0, 170.0)","(14.0, 18.5, 18.333333333333332)","(8.0, 9.2, 9.057142857142857)","(9.0, 11.5, 10.863636363636363)"
07-01-2023 15:29:28.758799,"(31.0, 150.0, 107.14285714285714)","(26.0, 48.0, 46.666666666666664)","(7.0, 10.5, 10.214814814814815)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.7, 2.6758620689655173)","(31.0, 48.0, 45.0)","(6.5, 9.2, 8.951724137931034)","(16.0, 29.0, 28.142857142857142)","(61.0, 190.0, 170.0)","(14.0, 18.5, 18.333333333333332)","(8.0, 9.2, 9.057142857142857)","(9.0, 11.5, 10.863636363636363)"
07-01-2023 15:29:30.519701,"(31.0, 150.0, 107.14285714285714)","(26.0, 48.0, 46.666666666666664)","(7.0, 10.5, 10.214814814814815)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.7, 2.6758620689655173)","(31.0, 48.0, 45.0)","(6.5, 9.2, 9.032558139534883)","(16.0, 29.0, 28.53846153846154)","(61.0, 190.0, 170.0)","(14.0, 18.5, 18.333333333333332)","(8.0, 9.2, 9.057142857142857)","(9.0, 11.5, 10.863636363636363)"
07-01-2023 15:29:32.182324,"(31.0, 150.0, 107.14285714285714)","(26.0, 48.0, 46.666666666666664)","(7.0, 10.5, 10.214814814814815)","(12.0, 17.0, 16.72093023255814)","(2.5, 2.7, 2.6855555555555557)","(31.0, 48.0, 45.0)","(6.5, 9.2, 9.032558139534883)","(16.0, 29.0, 28.53846153846154)","(61.0, 190.0, 170.0)","(14.0, 18.5, 18.235294117647058)","(8.0, 9.2, 9.057142857142857)","(9.0, 11.5, 10.863636363636363)"
07-01-2023 15:29:33.719836,"(31.0, 150.0, 107.14285714285714)","(26.0, 48.0, 46.666666666666664)","(7.0, 10.5, 10.214814814814815)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.7, 2.6855555555555557)","(31.0, 48.0, 45.0)","(6.5, 9.2, 9.032558139534883)","(16.0, 29.0, 28.53846153846154)","(61.0, 190.0, 170.0)","(14.0, 18.5, 18.235294117647058)","(8.0, 9.2, 9.057142857142857)","(9.0, 11.5, 10.863636363636363)"
07-01-2023 15:29:35.359365,"(31.0, 150.0, 107.14285714285714)","(26.0, 48.0, 44.8)","(7.0, 10.5, 10.214814814814815)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.7, 2.6855555555555557)","(31.0, 48.0, 45.0)","(6.5, 9.2, 9.032558139534883)","(16.0, 29.0, 28.53846153846154)","(61.0, 190.0, 170.0)","(14.0, 18.5, 18.235294117647058)","(8.0, 9.2, 9.057142857142857)","(9.0, 11.5, 10.863636363636363)"
07-01-2023 15:29:36.854383,"(31.0, 150.0, 107.14285714285714)","(26.0, 48.0, 44.8)","(7.0, 10.5, 10.214814814814815)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.7, 2.6855555555555557)","(31.0, 48.0, 45.0)","(6.5, 9.2, 9.032558139534883)","(16.0, 29.0, 28.53846153846154)","(61.0, 190.0, 170.0)","(14.0, 18.5, 18.235294117647058)","(8.0, 9.2, 9.057142857142857)","(9.0, 11.5, 10.863636363636363)"
07-01-2023 15:29:38.423310,"(31.0, 150.0, 116.66666666666667)","(26.0, 48.0, 44.8)","(7.0, 10.5, 10.214814814814815)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.7, 2.6855555555555557)","(31.0, 48.0, 45.0)","(6.5, 9.2, 9.032558139534883)","(16.0, 29.0, 28.53846153846154)","(61.0, 190.0, 170.0)","(14.0, 18.5, 18.235294117647058)","(8.0, 9.2, 9.057142857142857)","(9.0, 11.5, 10.863636363636363)"
07-01-2023 15:29:39.908301,"(31.0, 140.0, 113.33333333333333)","(26.0, 48.0, 44.8)","(7.0, 10.5, 10.214814814814815)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.7, 2.6855555555555557)","(31.0, 48.0, 45.0)","(6.5, 9.2, 9.032558139534883)","(16.0, 29.0, 28.53846153846154)","(61.0, 190.0, 170.0)","(14.0, 18.5, 18.235294117647058)","(8.0, 9.2, 9.057142857142857)","(9.0, 11.5, 10.863636363636363)"
07-01-2023 15:29:41.401721,"(31.0, 140.0, 113.33333333333333)","(26.0, 48.0, 44.8)","(7.0, 10.5, 10.214814814814815)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.7, 2.691724137931035)","(31.0, 48.0, 45.0)","(6.5, 9.2, 9.148717948717948)","(16.0, 29.0, 28.53846153846154)","(61.0, 190.0, 170.0)","(14.0, 18.5, 18.235294117647058)","(8.0, 9.2, 9.057142857142857)","(9.0, 11.5, 10.875)"
07-01-2023 15:29:42.949862,"(31.0, 140.0, 113.33333333333333)","(26.0, 48.0, 44.8)","(7.0, 10.5, 10.186206896551724)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.7, 2.691724137931035)","(31.0, 48.0, 45.0)","(6.5, 9.2, 9.466666666666667)","(16.0, 29.0, 28.53846153846154)","(61.0, 190.0, 170.0)","(14.0, 18.5, 18.235294117647058)","(8.0, 9.2, 9.057142857142857)","(9.0, 11.0, 10.875)"
07-01-2023 15:29:44.430938,"(31.0, 140.0, 113.33333333333333)","(26.0, 48.0, 44.8)","(7.0, 10.5, 10.186206896551724)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.7, 2.7090909090909094)","(31.0, 48.0, 45.0)","(6.5, 9.6, 9.466666666666667)","(16.0, 29.0, 28.0625)","(61.0, 190.0, 170.0)","(14.0, 18.5, 17.857142857142858)","(8.0, 9.2, 8.942857142857143)","(9.0, 11.0, 10.875)"
07-01-2023 15:29:46.024701,"(31.0, 140.0, 113.33333333333333)","(26.0, 48.0, 44.8)","(7.0, 10.5, 10.186206896551724)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.72, 2.7090909090909094)","(31.0, 48.0, 45.0)","(6.5, 9.6, 9.581818181818182)","(16.0, 29.0, 28.53846153846154)","(61.0, 190.0, 187.05882352941177)","(14.0, 18.0, 17.454545454545453)","(8.0, 9.2, 8.942857142857143)","(9.0, 11.0, 10.875)"
07-01-2023 15:29:47.554147,"(31.0, 140.0, 113.33333333333333)","(26.0, 48.0, 44.8)","(7.0, 10.5, 10.186206896551724)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.72, 2.7090909090909094)","(31.0, 48.0, 44.57142857142857)","(6.5, 9.8, 9.514285714285714)","(16.0, 29.0, 28.53846153846154)","(61.0, 190.0, 187.05882352941177)","(14.0, 17.5, 17.454545454545453)","(8.0, 9.2, 8.942857142857143)","(9.0, 11.0, 10.875)"
07-01-2023 15:29:49.179902,"(31.0, 140.0, 113.33333333333333)","(26.0, 48.0, 44.8)","(7.0, 10.5, 10.13939393939394)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.72, 2.755238095238095)","(31.0, 48.0, 44.57142857142857)","(6.5, 10.0, 9.496)","(16.0, 29.0, 28.53846153846154)","(61.0, 190.0, 187.05882352941177)","(14.0, 17.5, 17.454545454545453)","(8.0, 9.2, 8.733333333333333)","(9.0, 11.0, 10.875)"
07-01-2023 15:29:50.870047,"(31.0, 140.0, 113.33333333333333)","(26.0, 48.0, 44.8)","(7.0, 10.5, 10.173333333333334)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.76, 2.7528)","(31.0, 48.0, 44.57142857142857)","(6.5, 10.0, 9.514285714285714)","(16.0, 29.0, 27.636363636363637)","(61.0, 190.0, 187.05882352941177)","(14.0, 17.5, 16.83783783783784)","(8.0, 9.2, 8.719999999999999)","(9.0, 11.0, 10.875)"
07-01-2023 15:29:52.536502,"(31.0, 140.0, 108.0)","(26.0, 48.0, 44.8)","(7.0, 10.5, 10.186206896551724)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.76, 2.7857142857142856)","(31.0, 48.0, 44.57142857142857)","(6.5, 10.0, 9.56)","(16.0, 29.0, 27.636363636363637)","(61.0, 190.0, 185.83333333333334)","(14.0, 17.0, 16.36111111111111)","(8.0, 9.2, 8.741176470588234)","(9.0, 11.0, 10.875)"
07-01-2023 15:29:54.277671,"(31.0, 140.0, 108.0)","(26.0, 48.0, 44.8)","(7.0, 10.5, 10.186206896551724)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.8, 2.7666666666666666)","(31.0, 48.0, 44.57142857142857)","(6.5, 9.8, 9.56)","(16.0, 29.0, 26.77777777777778)","(61.0, 190.0, 185.83333333333334)","(14.0, 16.0, 15.942857142857143)","(8.0, 9.2, 8.741176470588234)","(9.0, 11.0, 10.875)"
07-01-2023 15:29:55.894984,"(31.0, 140.0, 108.0)","(26.0, 48.0, 44.8)","(7.0, 10.5, 10.186206896551724)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.78, 2.7666666666666666)","(31.0, 48.0, 44.57142857142857)","(6.5, 9.8, 9.56)","(16.0, 29.0, 26.77777777777778)","(61.0, 190.0, 185.83333333333334)","(14.0, 16.0, 15.942857142857143)","(8.0, 9.2, 8.741176470588234)","(9.0, 11.0, 10.875)"
07-01-2023 15:29:57.418836,"(31.0, 140.0, 108.0)","(26.0, 48.0, 44.8)","(7.0, 10.5, 10.186206896551724)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.78, 2.7857142857142856)","(31.0, 48.0, 44.57142857142857)","(6.5, 9.8, 9.56)","(16.0, 29.0, 26.77777777777778)","(61.0, 190.0, 186.875)","(14.0, 16.0, 15.933333333333334)","(8.0, 9.2, 8.741176470588234)","(9.0, 11.0, 10.875)"
07-01-2023 15:29:59.170057,"(31.0, 140.0, 108.0)","(26.0, 48.0, 44.8)","(7.0, 10.5, 10.186206896551724)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.8, 2.772)","(31.0, 48.0, 44.57142857142857)","(6.5, 9.8, 9.56)","(16.0, 29.0, 26.77777777777778)","(61.0, 190.0, 185.83333333333334)","(14.0, 16.0, 15.933333333333334)","(8.0, 9.2, 8.741176470588234)","(9.0, 11.0, 10.875)"
07-01-2023 15:30:00.904929,"(31.0, 140.0, 108.0)","(26.0, 48.0, 44.8)","(7.0, 10.5, 10.196666666666667)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.78, 2.767826086956522)","(31.0, 48.0, 44.57142857142857)","(6.5, 9.8, 9.658823529411766)","(16.0, 29.0, 27.0)","(61.0, 190.0, 185.83333333333334)","(14.0, 16.0, 15.931034482758621)","(8.0, 9.2, 8.741176470588234)","(9.0, 11.0, 10.875)"
07-01-2023 15:30:02.428566,"(31.0, 140.0, 108.0)","(26.0, 48.0, 44.8)","(7.0, 10.5, 10.196666666666667)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.78, 2.767826086956522)","(31.0, 48.0, 44.57142857142857)","(6.5, 9.8, 9.658823529411766)","(16.0, 28.0, 27.0)","(61.0, 190.0, 185.83333333333334)","(14.0, 16.0, 15.931034482758621)","(8.0, 9.2, 8.741176470588234)","(9.0, 11.0, 10.875)"
07-01-2023 15:30:03.915498,"(31.0, 140.0, 100.625)","(26.0, 48.0, 45.6)","(7.0, 10.5, 10.348837209302326)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.78, 2.767826086956522)","(31.0, 48.0, 44.57142857142857)","(6.5, 9.8, 9.399999999999999)","(16.0, 28.0, 27.0)","(61.0, 190.0, 186.875)","(14.0, 16.0, 15.794117647058824)","(8.0, 9.2, 8.741176470588234)","(9.0, 11.0, 10.875)"
07-01-2023 15:30:05.525347,"(31.0, 140.0, 107.5)","(26.0, 48.0, 45.333333333333336)","(7.0, 10.5, 10.348837209302326)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.78, 2.772)","(31.0, 48.0, 44.57142857142857)","(6.5, 9.6, 9.392)","(16.0, 28.0, 27.0)","(61.0, 190.0, 186.875)","(14.0, 16.0, 15.794117647058824)","(8.0, 9.2, 8.741176470588234)","(9.0, 11.0, 10.875)"
07-01-2023 15:30:07.165567,"(31.0, 130.0, 107.5)","(26.0, 48.0, 45.333333333333336)","(7.0, 10.5, 10.348837209302326)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.78, 2.772)","(31.0, 48.0, 44.57142857142857)","(6.5, 9.6, 9.377142857142857)","(16.0, 28.0, 27.0)","(61.0, 190.0, 186.875)","(14.0, 16.0, 15.794117647058824)","(8.0, 9.2, 8.741176470588234)","(9.0, 11.0, 10.875)"
07-01-2023 15:30:08.872030,"(31.0, 130.0, 107.5)","(26.0, 48.0, 45.333333333333336)","(7.0, 10.5, 10.348837209302326)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.78, 2.772)","(31.0, 48.0, 44.57142857142857)","(6.5, 9.6, 9.377142857142857)","(16.0, 28.0, 27.0)","(61.0, 190.0, 185.83333333333334)","(14.0, 16.0, 15.794117647058824)","(8.0, 9.2, 8.741176470588234)","(9.0, 11.0, 10.875)"
07-01-2023 15:30:10.696491,"(31.0, 130.0, 107.5)","(26.0, 48.0, 45.333333333333336)","(7.0, 10.5, 10.348837209302326)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.78, 2.772)","(31.0, 48.0, 44.57142857142857)","(6.5, 9.6, 9.377142857142857)","(16.0, 28.0, 27.0)","(61.0, 190.0, 186.875)","(14.0, 16.0, 15.840909090909092)","(8.0, 9.2, 8.741176470588234)","(9.0, 11.0, 10.875)"
07-01-2023 15:30:12.184155,"(31.0, 130.0, 107.5)","(26.0, 48.0, 45.333333333333336)","(7.0, 10.5, 10.348837209302326)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.78, 2.772)","(31.0, 48.0, 44.57142857142857)","(6.5, 9.6, 9.377142857142857)","(16.0, 28.0, 27.0)","(61.0, 190.0, 186.875)","(14.0, 16.0, 15.840909090909092)","(8.0, 9.2, 8.741176470588234)","(9.0, 11.0, 10.875)"
07-01-2023 15:30:13.986787,"(31.0, 130.0, 96.66666666666667)","(26.0, 48.0, 45.333333333333336)","(7.0, 10.5, 10.364583333333334)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.78, 2.772)","(31.0, 48.0, 44.57142857142857)","(6.5, 9.6, 9.377142857142857)","(16.0, 28.0, 27.0)","(61.0, 190.0, 185.83333333333334)","(14.0, 16.0, 15.840909090909092)","(8.0, 9.2, 8.741176470588234)","(9.0, 11.0, 10.875)"
07-01-2023 15:30:15.884506,"(31.0, 120.0, 90.0)","(26.0, 48.0, 47.0)","(7.0, 10.5, 10.364583333333334)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.78, 2.772)","(31.0, 48.0, 44.57142857142857)","(6.5, 9.4, 9.377142857142857)","(16.0, 28.0, 27.0)","(61.0, 190.0, 185.83333333333334)","(14.0, 17.0, 16.08888888888889)","(8.0, 9.2, 8.88)","(9.0, 11.0, 10.875)"
07-01-2023 15:30:17.517166,"(31.0, 120.0, 90.0)","(26.0, 48.0, 47.0)","(7.0, 10.5, 10.364583333333334)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.78, 2.772)","(31.0, 48.0, 44.57142857142857)","(6.5, 9.4, 9.386206896551725)","(16.0, 28.0, 26.0)","(61.0, 190.0, 185.83333333333334)","(14.0, 17.0, 16.033333333333335)","(8.0, 9.2, 9.036363636363637)","(9.0, 11.0, 10.875)"
