,Golden Scotch,Kanji Uganda,Lacey Star,Aston Michigan,Just Enough,Jellybean Jam
11-01-2023 17:52:26.088455,"(18.0, 23.0, 21.764705882352942)","(2.45, 2.92, 2.896271186440678)","(2.0, 2.3, 2.2935055350553504)","(6.5, 8.0, 7.976190476190476)","(81.0, 150.0, 120.0)","(12.0, 25.0, 24.428571428571427)"
11-01-2023 17:52:27.201643,"(18.0, 23.0, 21.764705882352942)","(2.45, 2.92, 2.895)","(2.0, 2.3, 2.2913432835820893)","(6.5, 8.2, 7.964444444444444)","(81.0, 150.0, 116.0)","(12.0, 25.0, 24.384615384615383)"
11-01-2023 17:52:28.440899,"(18.0, 23.0, 21.894736842105264)","(2.45, 2.92, 2.9)","(2.0, 2.3, 2.28375)","(6.5, 8.0, 7.954285714285715)","(81.0, 140.0, 108.88888888888889)","(12.0, 25.0, 24.384615384615383)"
11-01-2023 17:52:29.641845,"(18.0, 23.0, 21.894736842105264)","(2.45, 2.92, 2.8987499999999997)","(2.0, 2.3, 2.295806451612903)","(6.5, 8.0, 8.122033898305084)","(81.0, 140.0, 112.0)","(12.0, 25.0, 24.384615384615383)"
11-01-2023 17:52:30.744052,"(18.0, 23.0, 21.894736842105264)","(2.45, 2.9, 2.8857142857142857)","(2.0, 2.3, 2.2904166666666663)","(6.5, 8.2, 8.135849056603773)","(81.0, 130.0, 106.66666666666667)","(12.0, 25.0, 23.94736842105263)"
11-01-2023 17:52:31.799916,"(18.0, 23.0, 21.894736842105264)","(2.45, 2.9, 2.8825)","(2.0, 2.3, 2.2926881720430106)","(6.5, 8.4, 8.313924050632911)","(81.0, 130.0, 106.66666666666667)","(12.0, 24.0, 23.95)"
11-01-2023 17:52:32.971701,"(18.0, 23.0, 21.923076923076923)","(2.45, 2.86, 2.8480701754385964)","(2.0, 2.3, 2.3098076923076922)","(6.5, 8.4, 8.15128205128205)","(81.0, 130.0, 110.0)","(12.0, 24.0, 24.3)"
11-01-2023 17:52:34.097361,"(18.0, 23.0, 22.032258064516128)","(2.45, 2.86, 2.8442424242424242)","(2.0, 2.32, 2.315)","(6.5, 8.2, 8.15128205128205)","(81.0, 120.0, 110.0)","(12.0, 25.0, 24.3)"
11-01-2023 17:52:35.043552,"(18.0, 22.0, 21.95)","(2.45, 2.86, 2.8457534246575342)","(2.0, 2.32, 2.315)","(6.5, 8.2, 8.15128205128205)","(81.0, 120.0, 116.36363636363636)","(12.0, 25.0, 24.31578947368421)"
11-01-2023 17:52:36.042839,"(18.0, 23.0, 22.096774193548388)","(2.45, 2.86, 2.8587096774193546)","(2.0, 2.3, 2.2887272727272725)","(6.5, 8.4, 8.26)","(81.0, 160.0, 118.75)","(12.0, 26.0, 23.733333333333334)"
11-01-2023 17:52:37.058878,"(18.0, 23.0, 22.066666666666666)","(2.45, 2.88, 2.862608695652174)","(2.0, 2.3, 2.2951162790697675)","(6.5, 8.4, 8.3125)","(81.0, 150.0, 118.75)","(12.0, 24.0, 23.636363636363637)"
11-01-2023 17:52:38.158848,"(18.0, 23.0, 22.066666666666666)","(2.45, 2.86, 2.8489655172413793)","(2.0, 2.3, 2.300132450331126)","(6.5, 8.4, 8.303225806451612)","(81.0, 150.0, 112.0)","(12.0, 24.0, 23.636363636363637)"
11-01-2023 17:52:39.167076,"(18.0, 23.0, 22.066666666666666)","(2.45, 2.86, 2.842089552238806)","(2.0, 2.32, 2.3007692307692307)","(6.5, 8.6, 8.305785123966942)","(81.0, 140.0, 112.0)","(12.0, 24.0, 23.636363636363637)"
11-01-2023 17:52:40.061109,"(18.0, 23.0, 22.73076923076923)","(2.45, 2.84, 2.8235294117647056)","(2.0, 2.32, 2.303478260869565)","(6.5, 8.6, 8.310569105691057)","(81.0, 140.0, 112.0)","(12.0, 24.0, 23.636363636363637)"
11-01-2023 17:52:41.097150,"(18.0, 24.0, 23.6)","(2.45, 2.86, 2.8455555555555554)","(2.0, 2.28, 2.278921568627451)","(6.5, 8.6, 8.317460317460316)","(81.0, 140.0, 107.5)","(12.0, 24.0, 23.636363636363637)"
11-01-2023 17:52:42.213480,"(18.0, 24.0, 23.714285714285715)","(2.45, 2.86, 2.844927536231884)","(2.0, 2.28, 2.2832941176470585)","(6.5, 8.6, 8.309677419354838)","(81.0, 130.0, 112.5)","(12.0, 24.0, 23.636363636363637)"
11-01-2023 17:52:43.278773,"(18.0, 24.0, 23.833333333333332)","(2.45, 2.86, 2.844927536231884)","(2.0, 2.3, 2.282222222222222)","(6.5, 8.6, 8.309677419354838)","(81.0, 130.0, 88.88888888888889)","(12.0, 24.0, 23.53846153846154)"
11-01-2023 17:52:44.153318,"(18.0, 25.0, 23.9375)","(2.45, 2.86, 2.844927536231884)","(2.0, 2.3, 2.282222222222222)","(6.5, 8.6, 8.309677419354838)","(81.0, 100.0, 88.57142857142857)","(12.0, 24.0, 23.583333333333332)"
11-01-2023 17:52:45.179216,"(18.0, 25.0, 23.88888888888889)","(2.45, 2.88, 2.846153846153846)","(2.0, 2.3, 2.282068965517241)","(6.5, 8.6, 8.322033898305085)","(81.0, 95.0, 86.92307692307692)","(12.0, 24.0, 23.41176470588235)"
11-01-2023 17:52:46.251675,"(18.0, 24.0, 23.9375)","(2.45, 2.86, 2.84695652173913)","(2.0, 2.3, 2.281694915254237)","(6.5, 8.6, 8.333333333333332)","(81.0, 95.0, 90.0)","(13.0, 24.0, 23.41176470588235)"
11-01-2023 17:52:47.338236,"(18.0, 24.0, 23.9375)","(2.45, 2.86, 2.84695652173913)","(2.0, 2.3, 2.28188679245283)","(6.5, 8.6, 8.333333333333332)","(81.0, 95.0, 92.85714285714286)","(13.0, 24.0, 23.41176470588235)"
11-01-2023 17:52:48.273366,"(18.0, 24.0, 23.9375)","(2.45, 2.86, 2.8484615384615384)","(2.0, 2.3, 2.28188679245283)","(6.5, 8.6, 8.333333333333332)","(81.0, 95.0, 92.85714285714286)","(13.0, 24.0, 23.23076923076923)"
11-01-2023 17:52:49.186546,"(18.0, 24.0, 23.9375)","(2.45, 2.82, 2.8066666666666666)","(2.0, 2.34, 2.3277272727272726)","(6.5, 8.6, 8.559999999999999)","(81.0, 95.0, 90.38461538461539)","(13.0, 24.0, 23.23076923076923)"
11-01-2023 17:52:50.252048,"(18.0, 24.0, 23.9375)","(2.45, 2.82, 2.8048888888888888)","(2.0, 2.34, 2.3280672268907563)","(6.5, 8.8, 8.67142857142857)","(71.0, 95.0, 92.85714285714286)","(13.0, 24.0, 23.23076923076923)"
11-01-2023 17:52:51.563247,"(18.0, 24.0, 24.9375)","(2.45, 2.82, 2.804186046511628)","(2.0, 2.34, 2.2954471544715447)","(6.5, 8.8, 8.711111111111112)","(71.0, 100.0, 90.38461538461539)","(13.0, 24.0, 22.842105263157894)"
11-01-2023 17:52:52.716606,"(18.0, 25.0, 24.9375)","(2.45, 2.82, 2.804186046511628)","(2.0, 2.3, 2.2954471544715447)","(6.5, 8.8, 8.783999999999999)","(71.0, 95.0, 91.0)","(13.0, 23.0, 22.842105263157894)"
11-01-2023 17:52:53.713764,"(18.0, 25.0, 24.52173913043478)","(2.45, 2.82, 2.8196363636363633)","(2.0, 2.32, 2.3028985507246373)","(6.5, 9.0, 8.783999999999999)","(71.0, 95.0, 116.66666666666667)","(13.0, 23.0, 22.842105263157894)"
11-01-2023 17:52:54.696685,"(18.0, 24.0, 23.944444444444443)","(2.45, 2.84, 2.831055900621118)","(2.0, 2.32, 2.2991549295774645)","(6.5, 9.0, 8.91864406779661)","(71.0, 140.0, 106.47058823529412)","(13.0, 23.0, 24.25)"
11-01-2023 17:52:55.708718,"(18.0, 26.0, 25.857142857142858)","(2.45, 2.78, 2.7765714285714282)","(2.0, 2.32, 2.3035555555555556)","(6.5, 9.0, 8.96)","(71.0, 130.0, 101.875)","(13.0, 25.0, 23.142857142857142)"
11-01-2023 17:52:56.710784,"(18.0, 26.0, 25.692307692307693)","(2.45, 2.78, 2.754117647058824)","(2.0, 2.34, 2.3153333333333332)","(6.5, 9.0, 8.919354838709678)","(71.0, 130.0, 98.42105263157895)","(13.0, 24.0, 23.11111111111111)"
11-01-2023 17:52:57.697790,"(18.0, 28.0, 27.333333333333332)","(2.45, 2.74, 2.7366355140186918)","(2.0, 2.32, 2.3167272727272725)","(6.5, 9.0, 8.87956989247312)","(71.0, 130.0, 115.0)","(13.0, 24.0, 22.26086956521739)"
11-01-2023 17:52:58.600458,"(18.0, 28.0, 27.043478260869566)","(2.45, 2.74, 2.7351219512195124)","(2.0, 2.32, 2.304561403508772)","(6.5, 9.0, 8.865060240963857)","(71.0, 120.0, 115.0)","(13.0, 23.0, 22.285714285714285)"
11-01-2023 17:52:59.634652,"(18.0, 28.0, 27.41176470588235)","(2.45, 2.74, 2.72)","(2.0, 2.32, 2.2982142857142853)","(6.5, 9.0, 8.864615384615385)","(71.0, 130.0, 105.71428571428572)","(13.0, 23.0, 22.681818181818183)"
11-01-2023 17:53:00.712718,"(18.0, 29.0, 28.625)","(2.45, 2.72, 2.7094736842105265)","(2.0, 2.3, 2.2982142857142853)","(6.5, 9.0, 8.480519480519481)","(71.0, 120.0, 110.0)","(13.0, 23.0, 24.733333333333334)"
11-01-2023 17:53:01.768233,"(18.0, 34.0, 29.555555555555557)","(2.45, 2.74, 2.722666666666667)","(2.0, 2.3, 2.2856603773584903)","(6.5, 8.6, 8.480519480519481)","(71.0, 120.0, 107.14285714285714)","(13.0, 25.0, 24.666666666666668)"
11-01-2023 17:53:02.663475,"(18.0, 32.0, 31.333333333333332)","(2.45, 2.76, 2.7259893048128343)","(2.0, 2.28, 2.2699999999999996)","(6.5, 8.8, 8.62857142857143)","(71.0, 120.0, 107.14285714285714)","(13.0, 25.0, 24.666666666666668)"
11-01-2023 17:53:03.689769,"(18.0, 32.0, 31.1)","(2.45, 2.78, 2.779328436516264)","(2.0, 2.28, 2.256315789473684)","(6.5, 8.8, 8.589473684210526)","(71.0, 110.0, 100.45454545454545)","(13.0, 25.0, 24.545454545454547)"
11-01-2023 17:53:04.818981,"(18.0, 32.0, 30.105263157894736)","(2.45, 2.8, 2.8010526315789472)","(2.0, 2.26, 2.247067669172932)","(6.5, 8.8, 8.566666666666666)","(71.0, 110.0, 103.57142857142857)","(13.0, 25.0, 24.555555555555557)"
11-01-2023 17:53:05.963459,"(18.0, 32.0, 30.105263157894736)","(2.45, 2.82, 2.806)","(2.0, 2.26, 2.2436521739130435)","(6.5, 8.8, 8.566666666666666)","(71.0, 110.0, 103.57142857142857)","(13.0, 25.0, 25.263157894736842)"
11-01-2023 17:53:06.903587,"(18.0, 32.0, 30.105263157894736)","(2.45, 2.82, 2.807272727272727)","(2.0, 2.26, 2.2436521739130435)","(6.5, 8.8, 8.569491525423729)","(71.0, 110.0, 103.57142857142857)","(13.0, 26.0, 25.263157894736842)"
11-01-2023 17:53:07.915347,"(18.0, 32.0, 30.105263157894736)","(2.45, 2.82, 2.8053658536585364)","(2.0, 2.26, 2.240983606557377)","(6.5, 8.8, 8.44888888888889)","(71.0, 110.0, 105.5)","(13.0, 26.0, 24.967741935483872)"
11-01-2023 17:53:09.011315,"(19.0, 32.0, 30.227272727272727)","(2.45, 2.84, 2.8370666666666664)","(2.0, 2.26, 2.2374149659863947)","(6.5, 8.8, 8.378723404255318)","(71.0, 110.0, 98.75)","(13.0, 26.0, 24.967741935483872)"
11-01-2023 17:53:10.107135,"(19.0, 32.0, 30.142857142857142)","(2.45, 2.84, 2.838070175438596)","(2.0, 2.26, 2.2374149659863947)","(6.5, 8.6, 8.388235294117646)","(71.0, 110.0, 98.75)","(13.0, 26.0, 25.071428571428573)"
11-01-2023 17:53:11.316135,"(20.0, 32.0, 30.227272727272727)","(2.4, 2.84, 2.8388990825688074)","(1.95, 2.26, 2.2356521739130435)","(6.5, 8.6, 8.388235294117646)","(71.0, 110.0, 98.75)","(13.0, 26.0, 24.933333333333334)"
11-01-2023 17:53:12.339494,"(20.0, 34.0, 31.066666666666666)","(2.4, 2.84, 2.8398181818181816)","(1.95, 2.26, 2.2283870967741937)","(6.5, 8.6, 8.328301886792453)","(71.0, 110.0, 98.75)","(13.0, 25.0, 25.133333333333333)"
11-01-2023 17:53:13.480369,"(20.0, 34.0, 31.565217391304348)","(2.4, 2.84, 2.8319444444444444)","(1.95, 2.24, 2.291413612565445)","(6.5, 8.6, 8.281632653061225)","(71.0, 110.0, 97.5)","(13.0, 26.0, 24.727272727272727)"
11-01-2023 17:53:14.599303,"(20.0, 32.0, 31.565217391304348)","(2.4, 2.84, 2.8359259259259257)","(1.95, 2.3, 2.2527659574468086)","(6.5, 8.4, 8.313157894736843)","(71.0, 110.0, 95.71428571428571)","(13.0, 25.0, 24.666666666666668)"
11-01-2023 17:53:15.780771,"(20.0, 34.0, 30.666666666666668)","(2.4, 2.84, 2.821818181818182)","(1.95, 2.28, 2.2546456692913384)","(6.5, 8.4, 8.26)","(71.0, 110.0, 86.53846153846153)","(13.0, 25.0, 24.555555555555557)"
11-01-2023 17:53:16.661107,"(20.0, 34.0, 31.11111111111111)","(2.4, 2.86, 2.837142857142857)","(1.95, 2.26, 2.2546456692913384)","(6.5, 8.4, 8.26)","(71.0, 90.0, 86.53846153846153)","(13.0, 25.0, 24.555555555555557)"
11-01-2023 17:53:17.945706,"(20.0, 34.0, 31.21212121212121)","(2.4, 2.84, 2.831)","(1.95, 2.26, 2.2581249999999997)","(6.5, 8.4, 8.3)","(71.0, 90.0, 84.375)","(13.0, 24.0, 24.157894736842106)"
11-01-2023 17:53:19.069410,"(20.0, 34.0, 31.21212121212121)","(2.4, 2.84, 2.831)","(1.95, 2.26, 2.2581249999999997)","(6.5, 8.4, 8.252830188679244)","(71.0, 90.0, 84.375)","(13.0, 25.0, 24.157894736842106)"
11-01-2023 17:53:20.111141,"(20.0, 34.0, 31.21212121212121)","(2.4, 2.84, 2.8327999999999998)","(1.95, 2.26, 2.2548717948717947)","(6.5, 8.4, 8.301234567901234)","(71.0, 90.0, 84.375)","(13.0, 25.0, 24.22222222222222)"
11-01-2023 17:53:21.085016,"(20.0, 34.0, 31.53846153846154)","(2.4, 2.86, 2.838260869565217)","(1.95, 2.26, 2.2562962962962962)","(6.5, 8.4, 8.301234567901234)","(71.0, 90.0, 84.375)","(13.0, 25.0, 24.333333333333332)"
11-01-2023 17:53:22.193418,"(20.0, 34.0, 31.53846153846154)","(2.4, 2.86, 2.8366666666666664)","(1.95, 2.26, 2.2649315068493148)","(6.5, 8.4, 8.295652173913044)","(71.0, 90.0, 84.375)","(13.0, 25.0, 24.391304347826086)"
11-01-2023 17:53:23.326841,"(20.0, 34.0, 31.53846153846154)","(2.4, 2.86, 2.8376923076923077)","(1.95, 2.28, 2.254210526315789)","(6.5, 8.4, 8.323809523809524)","(71.0, 90.0, 86.53846153846153)","(13.0, 25.0, 24.523809523809526)"
11-01-2023 17:53:24.415312,"(20.0, 34.0, 31.53846153846154)","(2.4, 2.86, 2.8376923076923077)","(1.95, 2.26, 2.2496428571428573)","(6.5, 8.4, 8.295652173913044)","(71.0, 90.0, 86.66666666666667)","(13.0, 25.0, 24.28)"
11-01-2023 17:53:25.588199,"(20.0, 34.0, 31.53846153846154)","(2.4, 2.86, 2.8355294117647056)","(1.95, 2.26, 2.231181102362205)","(6.5, 8.4, 8.33469387755102)","(71.0, 90.0, 86.81818181818181)","(13.0, 25.0, 24.454545454545453)"
11-01-2023 17:53:26.529136,"(20.0, 34.0, 33.76)","(2.4, 2.88, 2.8460377358490563)","(1.95, 2.24, 2.231181102362205)","(6.5, 8.4, 8.33469387755102)","(71.0, 90.0, 86.81818181818181)","(13.0, 25.0, 24.4)"
11-01-2023 17:53:27.592165,"(20.0, 36.0, 34.666666666666664)","(2.4, 2.88, 2.8517647058823528)","(1.95, 2.24, 2.2222784810126583)","(6.5, 8.4, 8.328275862068965)","(71.0, 90.0, 86.81818181818181)","(13.0, 25.0, 24.53846153846154)"
11-01-2023 17:53:28.715738,"(20.0, 36.0, 34.84615384615385)","(2.4, 2.88, 2.848333333333333)","(1.95, 2.24, 2.2222784810126583)","(6.5, 8.4, 8.347445255474453)","(71.0, 90.0, 86.81818181818181)","(13.0, 25.0, 24.454545454545453)"
11-01-2023 17:53:29.724958,"(20.0, 36.0, 34.84615384615385)","(2.4, 2.88, 2.8491666666666666)","(1.95, 2.24, 2.2222784810126583)","(6.5, 8.4, 8.347445255474453)","(71.0, 90.0, 86.81818181818181)","(13.0, 25.0, 24.454545454545453)"
11-01-2023 17:53:30.683188,"(20.0, 36.0, 34.84615384615385)","(2.4, 2.88, 2.848510638297872)","(1.95, 2.24, 2.223783783783784)","(6.5, 8.4, 8.328275862068965)","(71.0, 90.0, 86.81818181818181)","(13.0, 25.0, 24.454545454545453)"
11-01-2023 17:53:31.774325,"(20.0, 36.0, 34.84615384615385)","(2.4, 2.88, 2.8498245614035085)","(1.95, 2.24, 2.230839694656489)","(6.5, 8.2, 8.071698113207546)","(71.0, 90.0, 86.81818181818181)","(13.0, 25.0, 24.833333333333332)"
11-01-2023 17:53:32.916103,"(20.0, 36.0, 34.84615384615385)","(2.4, 2.88, 2.857142857142857)","(1.95, 2.24, 2.212558139534884)","(6.5, 8.2, 8.027848101265823)","(71.0, 90.0, 81.25)","(13.0, 25.0, 24.866666666666667)"
11-01-2023 17:53:34.056865,"(20.0, 36.0, 34.84615384615385)","(2.4, 2.88, 2.8685714285714283)","(1.95, 2.24, 2.2181818181818183)","(6.5, 8.2, 7.9311475409836065)","(71.0, 90.0, 80.45454545454545)","(13.0, 25.0, 25.0)"
11-01-2023 17:53:35.103054,"(20.0, 38.0, 37.82608695652174)","(2.4, 2.88, 2.869333333333333)","(1.95, 2.24, 2.2220000000000004)","(6.5, 8.2, 7.896296296296296)","(71.0, 90.0, 83.57142857142857)","(13.0, 26.0, 24.333333333333332)"
11-01-2023 17:53:36.124897,"(21.0, 38.0, 37.88)","(2.4, 2.88, 2.864126984126984)","(1.95, 2.24, 2.2391044776119404)","(6.5, 8.2, 9998.5)","(71.0, 90.0, 9998.5)","(13.0, 26.0, 9998.5)"
11-01-2023 17:53:37.202126,"(21.0, 99998, 9998.5)","(2.4, 99998, 9998.5)","(1.95, 99998, 9998.5)","(6.5, 99998, 9998.5)","(71.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
11-01-2023 17:53:38.235966,"(21.0, 99998, 9998.5)","(2.4, 99998, 9998.5)","(1.95, 99998, 9998.5)","(6.5, 99998, 9998.5)","(71.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
11-01-2023 17:53:39.147281,"(21.0, 99998, 9998.5)","(2.4, 99998, 9998.5)","(1.95, 99998, 9998.5)","(6.5, 99998, 9998.5)","(71.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
11-01-2023 17:53:40.126728,"(21.0, 99998, 9998.5)","(2.4, 99998, 9998.5)","(1.95, 99998, 9998.5)","(6.5, 99998, 9998.5)","(71.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
11-01-2023 17:53:41.188845,"(21.0, 99998, 9998.5)","(2.4, 99998, 9998.5)","(1.95, 99998, 9998.5)","(6.5, 99998, 9998.5)","(71.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
11-01-2023 17:53:42.222686,"(21.0, 99998, 9998.5)","(2.4, 99998, 9998.5)","(1.95, 99998, 9998.5)","(6.5, 99998, 9998.5)","(71.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
11-01-2023 17:53:43.291226,"(21.0, 99998, 9998.5)","(2.4, 99998, 9998.5)","(1.95, 99998, 9998.5)","(6.5, 99998, 9998.5)","(71.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
11-01-2023 17:53:44.321707,"(21.0, 99998, 9998.5)","(2.4, 99998, 9998.5)","(1.95, 99998, 9998.5)","(6.5, 99998, 9998.5)","(71.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
11-01-2023 17:53:45.412432,"(21.0, 99998, 9998.5)","(2.4, 99998, 9998.5)","(1.95, 99998, 9998.5)","(6.5, 99998, 9998.5)","(71.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
11-01-2023 17:53:46.501043,"(21.0, 99998, 9998.5)","(2.4, 99998, 9998.5)","(1.95, 99998, 9998.5)","(6.5, 99998, 9998.5)","(71.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
11-01-2023 17:53:47.478737,"(21.0, 99998, 9998.5)","(2.4, 99998, 9998.5)","(1.95, 99998, 9998.5)","(6.5, 99998, 9998.5)","(71.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
