,Golden Scotch,Kanji Uganda,Lacey Star,Aston Michigan,Just Enough,Jellybean Jam
11-01-2023 17:45:22.109173,"(21.0, 75.0, 51.0)","(3.3, 5.3, 4.85)","(1.8, 1.99, 1.94)","(4.2, 5.5, 5.266666666666667)","(31.0, 170.0, 80.66666666666666)","(11.0, 19.5, 14.916666666666666)"
11-01-2023 17:45:23.071615,"(21.0, 75.0, 51.0)","(3.3, 5.4, 5.2)","(1.8, 1.99, 1.9434482758620688)","(4.2, 5.5, 5.371428571428572)","(31.0, 170.0, 80.66666666666666)","(11.0, 19.5, 14.916666666666666)"
11-01-2023 17:45:23.917795,"(21.0, 75.0, 51.0)","(3.3, 5.4, 5.0)","(1.8, 1.99, 1.9434482758620688)","(4.2, 5.5, 5.3090909090909095)","(31.0, 170.0, 80.66666666666666)","(11.0, 19.5, 14.916666666666666)"
11-01-2023 17:45:24.952719,"(21.0, 75.0, 51.0)","(3.3, 5.4, 4.666666666666667)","(1.8, 1.99, 1.9434482758620688)","(4.2, 5.5, 5.3090909090909095)","(31.0, 110.0, 60.66666666666667)","(11.0, 19.5, 14.916666666666666)"
11-01-2023 17:45:26.047273,"(21.0, 75.0, 51.0)","(3.3, 5.4, 5.142857142857143)","(1.8, 1.99, 1.9434482758620688)","(4.2, 5.5, 5.376470588235295)","(31.0, 110.0, 60.66666666666667)","(11.0, 19.5, 14.916666666666666)"
11-01-2023 17:45:26.969864,"(21.0, 75.0, 51.0)","(3.3, 5.4, 4.714285714285714)","(1.8, 1.99, 1.926842105263158)","(4.2, 5.5, 5.2)","(31.0, 110.0, 60.66666666666667)","(11.0, 19.5, 17.5)"
11-01-2023 17:45:27.904996,"(21.0, 75.0, 51.0)","(3.3, 5.4, 4.963636363636364)","(1.8, 1.99, 1.9328571428571428)","(4.2, 5.5, 5.111111111111111)","(31.0, 110.0, 60.66666666666667)","(11.0, 21.0, 17.5)"
11-01-2023 17:45:28.893922,"(21.0, 75.0, 51.0)","(3.3, 5.4, 4.963636363636364)","(1.8, 1.99, 1.9328571428571428)","(4.2, 5.5, 5.111111111111111)","(31.0, 110.0, 60.66666666666667)","(11.0, 23.0, 19.6)"
11-01-2023 17:45:29.902013,"(21.0, 75.0, 51.0)","(3.3, 5.4, 4.963636363636364)","(1.8, 1.99, 1.926842105263158)","(4.2, 5.5, 5.111111111111111)","(31.0, 110.0, 60.66666666666667)","(11.0, 23.0, 17.57142857142857)"
11-01-2023 17:45:30.935140,"(21.0, 75.0, 51.0)","(3.3, 5.4, 4.963636363636364)","(1.8, 1.99, 1.9214285714285713)","(4.2, 5.5, 5.111111111111111)","(31.0, 110.0, 60.66666666666667)","(11.0, 21.0, 18.0)"
11-01-2023 17:45:31.857213,"(21.0, 75.0, 51.0)","(3.3, 5.4, 4.963636363636364)","(1.8, 1.99, 1.9214285714285713)","(4.2, 5.5, 5.111111111111111)","(31.0, 110.0, 60.66666666666667)","(11.0, 21.0, 18.0)"
11-01-2023 17:45:32.815041,"(21.0, 75.0, 51.0)","(3.3, 5.4, 4.963636363636364)","(1.8, 1.99, 1.915)","(4.2, 5.5, 5.3125)","(31.0, 110.0, 60.66666666666667)","(11.0, 21.0, 16.2)"
11-01-2023 17:45:33.679609,"(21.0, 75.0, 51.0)","(3.3, 5.4, 4.593333333333334)","(1.8, 1.99, 1.9434482758620688)","(4.2, 5.5, 5.3125)","(31.0, 110.0, 60.66666666666667)","(11.0, 21.0, 17.0)"
11-01-2023 17:45:34.584523,"(21.0, 75.0, 51.0)","(3.3, 5.4, 4.483333333333333)","(1.8, 1.99, 1.9434482758620688)","(4.2, 5.5, 5.405263157894737)","(31.0, 110.0, 184.0)","(11.0, 21.0, 17.0)"
11-01-2023 17:45:35.652881,"(21.0, 75.0, 51.0)","(3.3, 5.2, 5.025)","(1.8, 1.99, 1.94)","(4.2, 5.5, 5.418181818181818)","(31.0, 480.0, 74.0)","(11.0, 21.0, 17.0)"
11-01-2023 17:45:36.587795,"(21.0, 75.0, 51.0)","(3.3, 5.2, 4.95)","(1.8, 1.99, 1.94)","(4.2, 5.5, 5.395652173913043)","(31.0, 150.0, 74.0)","(11.0, 21.0, 17.0)"
11-01-2023 17:45:37.719733,"(21.0, 75.0, 51.0)","(3.3, 5.2, 4.699999999999999)","(1.8, 1.99, 1.94)","(4.2, 5.5, 5.38)","(31.0, 150.0, 74.0)","(11.0, 21.0, 17.0)"
11-01-2023 17:45:38.704482,"(21.0, 75.0, 51.0)","(3.3, 5.2, 4.699999999999999)","(1.8, 1.99, 1.94)","(4.2, 5.5, 5.317391304347826)","(31.0, 150.0, 74.0)","(11.0, 21.0, 17.0)"
11-01-2023 17:45:39.603006,"(21.0, 75.0, 51.0)","(3.3, 5.2, 4.699999999999999)","(1.8, 1.99, 1.915)","(4.2, 5.5, 5.317391304347826)","(31.0, 150.0, 74.0)","(11.0, 21.0, 17.0)"
11-01-2023 17:45:40.565159,"(21.0, 75.0, 51.0)","(3.3, 5.2, 4.699999999999999)","(1.8, 1.99, 1.915)","(4.2, 5.5, 5.317391304347826)","(31.0, 150.0, 55.0)","(11.0, 21.0, 17.0)"
11-01-2023 17:45:41.669900,"(21.0, 75.0, 51.0)","(3.3, 5.2, 4.699999999999999)","(1.8, 1.99, 1.939090909090909)","(4.2, 5.5, 5.08)","(31.0, 150.0, 55.0)","(11.0, 21.0, 17.0)"
11-01-2023 17:45:42.564687,"(21.0, 75.0, 51.0)","(3.3, 5.2, 4.699999999999999)","(1.8, 1.95, 1.939090909090909)","(4.2, 5.5, 5.08)","(31.0, 150.0, 55.0)","(11.0, 21.0, 17.0)"
11-01-2023 17:45:43.517860,"(21.0, 75.0, 51.0)","(3.3, 5.2, 4.699999999999999)","(1.8, 1.94, 1.9373684210526316)","(4.2, 5.5, 5.1571428571428575)","(31.0, 150.0, 55.0)","(11.0, 21.0, 17.0)"
11-01-2023 17:45:44.504701,"(21.0, 75.0, 51.0)","(3.3, 5.2, 4.699999999999999)","(1.8, 1.94, 1.935)","(4.2, 5.5, 5.08)","(31.0, 150.0, 55.0)","(11.0, 21.0, 17.0)"
11-01-2023 17:45:45.378831,"(21.0, 75.0, 51.0)","(3.3, 5.2, 4.699999999999999)","(1.8, 1.94, 1.935)","(4.2, 5.5, 5.08)","(31.0, 150.0, 55.0)","(11.0, 21.0, 17.0)"
11-01-2023 17:45:46.329204,"(21.0, 75.0, 51.0)","(3.3, 5.2, 4.699999999999999)","(1.8, 1.95, 1.9454545454545453)","(4.2, 5.5, 5.08)","(31.0, 150.0, 55.0)","(11.0, 21.0, 17.0)"
11-01-2023 17:45:47.305717,"(21.0, 75.0, 51.0)","(3.3, 5.2, 4.699999999999999)","(1.8, 1.95, 1.9454545454545453)","(4.2, 5.5, 5.08)","(31.0, 150.0, 74.0)","(11.0, 21.0, 17.0)"
11-01-2023 17:45:48.450683,"(21.0, 75.0, 51.0)","(3.3, 5.2, 4.699999999999999)","(1.8, 1.95, 1.9124999999999999)","(4.2, 5.5, 5.08)","(31.0, 110.0, 60.66666666666667)","(11.0, 21.0, 17.0)"
11-01-2023 17:45:49.396388,"(21.0, 75.0, 51.0)","(3.3, 5.2, 4.699999999999999)","(1.8, 1.95, 1.9124999999999999)","(4.2, 5.5, 5.08)","(31.0, 110.0, 60.66666666666667)","(11.0, 21.0, 17.5)"
11-01-2023 17:45:50.394814,"(21.0, 75.0, 51.0)","(3.3, 5.2, 4.699999999999999)","(1.8, 1.95, 1.9124999999999999)","(4.2, 5.5, 5.08)","(31.0, 110.0, 60.66666666666667)","(11.0, 20.0, 17.5)"
11-01-2023 17:45:51.461367,"(21.0, 75.0, 51.0)","(3.3, 5.2, 4.699999999999999)","(1.8, 1.95, 1.919230769230769)","(4.2, 5.5, 5.08)","(31.0, 110.0, 60.66666666666667)","(10.0, 20.0, 17.5)"
11-01-2023 17:45:52.512048,"(21.0, 75.0, 51.0)","(3.3, 5.2, 4.699999999999999)","(1.8, 1.95, 1.9214285714285713)","(4.2, 5.5, 5.08)","(31.0, 110.0, 60.66666666666667)","(10.0, 20.0, 17.5)"
11-01-2023 17:45:53.586081,"(21.0, 75.0, 51.0)","(3.3, 5.2, 4.699999999999999)","(1.8, 1.95, 1.9214285714285713)","(4.2, 5.5, 5.08)","(31.0, 110.0, 60.66666666666667)","(10.0, 20.0, 17.5)"
11-01-2023 17:45:54.530574,"(21.0, 75.0, 51.0)","(3.3, 5.2, 4.699999999999999)","(1.8, 1.95, 1.9214285714285713)","(4.2, 5.5, 5.08)","(31.0, 110.0, 60.66666666666667)","(10.0, 20.0, 17.5)"
11-01-2023 17:45:55.532558,"(21.0, 75.0, 51.0)","(3.3, 5.2, 4.699999999999999)","(1.8, 1.95, 1.9214285714285713)","(4.2, 5.5, 5.08)","(31.0, 110.0, 60.66666666666667)","(10.0, 20.0, 17.5)"
11-01-2023 17:45:56.516276,"(21.0, 75.0, 51.0)","(3.3, 5.2, 4.699999999999999)","(1.8, 1.95, 1.9214285714285713)","(4.2, 5.5, 5.08)","(31.0, 110.0, 60.66666666666667)","(10.0, 20.0, 17.333333333333332)"
11-01-2023 17:45:57.666947,"(21.0, 75.0, 51.0)","(3.3, 5.2, 4.699999999999999)","(1.8, 1.95, 1.9136363636363636)","(4.2, 5.5, 5.08)","(31.0, 110.0, 60.66666666666667)","(10.0, 22.0, 17.333333333333332)"
11-01-2023 17:45:58.561999,"(21.0, 75.0, 51.0)","(3.3, 5.2, 4.699999999999999)","(1.8, 1.95, 1.9136363636363636)","(4.2, 5.5, 5.08)","(31.0, 110.0, 60.66666666666667)","(10.0, 22.0, 17.333333333333332)"
11-01-2023 17:45:59.630081,"(21.0, 75.0, 51.0)","(3.3, 5.2, 4.699999999999999)","(1.8, 1.95, 1.9233333333333333)","(4.2, 5.5, 5.427272727272728)","(31.0, 110.0, 60.66666666666667)","(10.0, 22.0, 17.333333333333332)"
11-01-2023 17:46:00.622181,"(21.0, 75.0, 51.0)","(3.3, 5.2, 4.699999999999999)","(1.8, 1.96, 1.957142857142857)","(4.2, 5.5, 5.427272727272728)","(31.0, 110.0, 60.66666666666667)","(10.0, 22.0, 17.333333333333332)"
11-01-2023 17:46:01.562268,"(26.0, 75.0, 51.0)","(3.4, 5.2, 4.699999999999999)","(1.8, 1.96, 1.9570588235294117)","(4.2, 5.5, 5.383333333333334)","(31.0, 110.0, 60.66666666666667)","(10.0, 22.0, 17.333333333333332)"
11-01-2023 17:46:02.654293,"(26.0, 75.0, 51.0)","(3.4, 5.2, 4.699999999999999)","(1.8, 1.96, 1.9570588235294117)","(4.2, 5.5, 5.427272727272728)","(31.0, 110.0, 47.4)","(10.0, 22.0, 17.333333333333332)"
11-01-2023 17:46:03.875642,"(26.0, 75.0, 51.0)","(3.4, 5.2, 4.699999999999999)","(1.8, 2.0, 1.9772727272727273)","(4.2, 5.5, 4.779999999999999)","(31.0, 150.0, 70.66666666666666)","(10.0, 22.0, 17.333333333333332)"
11-01-2023 17:46:04.782715,"(26.0, 75.0, 51.0)","(3.4, 5.2, 4.699999999999999)","(1.8, 2.0, 1.9772727272727273)","(4.2, 5.5, 4.779999999999999)","(31.0, 140.0, 70.66666666666666)","(10.0, 22.0, 17.333333333333332)"
11-01-2023 17:46:05.755888,"(26.0, 75.0, 51.0)","(3.4, 5.2, 4.615384615384615)","(1.8, 2.0, 1.9807692307692308)","(4.2, 5.4, 5.15)","(31.0, 140.0, 70.66666666666666)","(10.0, 22.0, 17.333333333333332)"
11-01-2023 17:46:06.697563,"(26.0, 75.0, 51.0)","(3.4, 5.0, 4.633333333333333)","(1.8, 2.0, 1.9807692307692308)","(4.2, 5.4, 5.15)","(31.0, 140.0, 70.66666666666666)","(10.0, 22.0, 17.333333333333332)"
11-01-2023 17:46:07.573811,"(26.0, 75.0, 51.0)","(3.4, 5.0, 4.625)","(1.8, 2.0, 1.9772727272727273)","(4.2, 5.4, 5.15)","(31.0, 140.0, 70.66666666666666)","(10.0, 22.0, 17.333333333333332)"
11-01-2023 17:46:08.522251,"(26.0, 75.0, 51.0)","(3.4, 5.0, 4.625)","(1.8, 2.0, 1.9772727272727273)","(4.2, 5.4, 5.276923076923077)","(31.0, 140.0, 70.66666666666666)","(10.0, 22.0, 17.333333333333332)"
11-01-2023 17:46:09.419608,"(26.0, 75.0, 51.0)","(3.4, 5.0, 4.625)","(1.8, 2.0, 1.9772727272727273)","(4.2, 5.4, 5.276923076923077)","(31.0, 140.0, 70.66666666666666)","(10.0, 22.0, 17.333333333333332)"
11-01-2023 17:46:10.396850,"(26.0, 75.0, 51.0)","(3.4, 5.0, 4.625)","(1.8, 2.0, 1.9772727272727273)","(4.2, 5.4, 5.272727272727273)","(31.0, 140.0, 70.66666666666666)","(10.0, 22.0, 17.333333333333332)"
11-01-2023 17:46:11.412321,"(26.0, 75.0, 51.0)","(3.4, 5.0, 4.625)","(1.8, 2.0, 1.9772727272727273)","(4.2, 5.4, 5.272727272727273)","(31.0, 140.0, 70.66666666666666)","(10.0, 22.0, 17.333333333333332)"
11-01-2023 17:46:12.337018,"(26.0, 75.0, 51.0)","(3.4, 5.0, 4.625)","(1.8, 2.0, 1.9772727272727273)","(4.2, 5.4, 5.300000000000001)","(31.0, 140.0, 70.66666666666666)","(10.0, 22.0, 17.333333333333332)"
11-01-2023 17:46:13.337559,"(26.0, 75.0, 51.0)","(3.4, 5.0, 4.625)","(1.8, 2.0, 1.9772727272727273)","(4.2, 5.4, 5.300000000000001)","(31.0, 140.0, 70.66666666666666)","(10.0, 22.0, 17.333333333333332)"
11-01-2023 17:46:14.232872,"(26.0, 75.0, 51.0)","(3.4, 5.0, 4.625)","(1.8, 2.0, 1.9772727272727273)","(4.2, 5.4, 5.300000000000001)","(31.0, 140.0, 70.66666666666666)","(10.0, 22.0, 17.333333333333332)"
11-01-2023 17:46:15.065511,"(26.0, 75.0, 51.0)","(3.4, 5.0, 4.625)","(1.8, 2.0, 1.9772727272727273)","(4.2, 5.4, 5.300000000000001)","(31.0, 140.0, 70.66666666666666)","(10.0, 22.0, 17.333333333333332)"
11-01-2023 17:46:15.907160,"(26.0, 75.0, 51.0)","(3.4, 5.0, 4.625)","(1.8, 2.0, 1.9772727272727273)","(4.2, 5.4, 5.300000000000001)","(31.0, 140.0, 70.66666666666666)","(10.0, 22.0, 17.333333333333332)"
11-01-2023 17:46:16.871374,"(26.0, 75.0, 51.0)","(3.4, 4.9, 4.66)","(1.8, 2.1, 2.098717948717949)","(4.2, 5.4, 5.194117647058824)","(31.0, 140.0, 70.66666666666666)","(10.0, 22.0, 20.333333333333336)"
11-01-2023 17:46:17.856176,"(26.0, 75.0, 51.0)","(3.4, 4.9, 4.637499999999999)","(1.8, 2.1, 2.06)","(4.2, 5.4, 5.194117647058824)","(31.0, 140.0, 70.66666666666666)","(10.0, 22.0, 18.291666666666668)"
11-01-2023 17:46:18.722500,"(26.0, 75.0, 51.0)","(3.4, 4.9, 4.637499999999999)","(1.8, 2.1, 2.098717948717949)","(4.2, 5.4, 5.194117647058824)","(31.0, 140.0, 70.66666666666666)","(10.0, 21.0, 19.272727272727273)"
11-01-2023 17:46:19.597880,"(26.0, 75.0, 51.0)","(3.4, 4.9, 4.637499999999999)","(1.8, 2.1, 2.095061728395062)","(4.2, 5.4, 5.194117647058824)","(31.0, 150.0, 93.0)","(10.0, 22.0, 19.272727272727273)"
11-01-2023 17:46:21.097672,"(26.0, 75.0, 51.0)","(3.4, 4.9, 4.637499999999999)","(1.8, 2.1, 2.09746835443038)","(4.2, 5.4, 5.265384615384615)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:22.104142,"(26.0, 75.0, 51.0)","(3.4, 4.9, 4.637499999999999)","(1.8, 2.1, 2.09746835443038)","(4.2, 5.4, 5.265384615384615)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:23.102958,"(26.0, 75.0, 51.0)","(3.4, 4.9, 4.637499999999999)","(1.8, 2.1, 2.0972602739726027)","(4.2, 5.4, 5.265384615384615)","(31.0, 170.0, 80.66666666666666)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:24.066830,"(26.0, 75.0, 51.0)","(3.4, 4.9, 4.637499999999999)","(1.8, 2.1, 2.0972602739726027)","(4.2, 5.4, 5.265384615384615)","(31.0, 170.0, 55.14285714285714)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:25.187086,"(26.0, 75.0, 51.0)","(3.4, 4.9, 4.637499999999999)","(1.8, 2.1, 2.0972602739726027)","(4.2, 5.4, 5.339130434782609)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:26.194075,"(26.0, 75.0, 51.0)","(3.4, 4.9, 4.637499999999999)","(1.8, 2.1, 2.0972602739726027)","(4.2, 5.4, 5.339130434782609)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:27.201948,"(26.0, 75.0, 51.0)","(3.4, 4.9, 4.637499999999999)","(1.8, 2.1, 2.0972602739726027)","(4.2, 5.4, 5.265384615384615)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:28.220551,"(26.0, 75.0, 51.0)","(3.4, 4.9, 4.637499999999999)","(1.8, 2.1, 2.0972602739726027)","(4.2, 5.4, 5.205555555555556)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:29.149347,"(26.0, 75.0, 51.0)","(3.4, 4.9, 4.637499999999999)","(1.8, 2.1, 2.0972602739726027)","(4.2, 5.4, 5.205555555555556)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:30.005784,"(26.0, 75.0, 51.0)","(3.4, 4.9, 4.637499999999999)","(1.8, 2.1, 2.0972602739726027)","(4.2, 5.4, 5.205555555555556)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:30.894617,"(26.0, 75.0, 51.0)","(3.4, 4.8, 4.699999999999999)","(1.8, 2.1, 2.0972602739726027)","(4.2, 5.4, 5.205555555555556)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:31.854136,"(26.0, 75.0, 51.0)","(3.4, 4.8, 4.666666666666666)","(1.8, 2.1, 2.0972602739726027)","(4.2, 5.4, 5.205555555555556)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:32.766770,"(26.0, 75.0, 51.0)","(3.4, 4.8, 4.633333333333333)","(1.8, 2.1, 2.0972602739726027)","(4.2, 5.4, 5.205555555555556)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:33.670093,"(26.0, 75.0, 51.0)","(3.4, 4.8, 4.633333333333333)","(1.8, 2.1, 2.0972602739726027)","(4.2, 5.4, 5.205555555555556)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:34.540594,"(26.0, 75.0, 51.0)","(3.4, 4.8, 4.633333333333333)","(1.8, 2.1, 2.0972602739726027)","(4.2, 5.4, 5.205555555555556)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:35.398500,"(26.0, 75.0, 51.0)","(3.4, 4.8, 4.633333333333333)","(1.8, 2.1, 2.0972602739726027)","(4.2, 5.4, 5.205555555555556)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:36.303527,"(26.0, 75.0, 51.0)","(3.4, 4.8, 4.633333333333333)","(1.8, 2.1, 2.0972602739726027)","(4.2, 5.4, 5.205555555555556)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:37.452357,"(26.0, 75.0, 51.0)","(3.4, 4.8, 4.633333333333333)","(1.8, 2.1, 2.0972602739726027)","(4.2, 5.4, 5.205555555555556)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:38.416687,"(26.0, 75.0, 51.0)","(3.4, 4.8, 4.633333333333333)","(1.8, 2.1, 2.0972602739726027)","(4.2, 5.4, 5.205555555555556)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:39.468560,"(26.0, 75.0, 51.0)","(3.4, 4.8, 4.633333333333333)","(1.8, 2.1, 2.0972602739726027)","(4.2, 5.4, 5.205555555555556)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:40.406988,"(26.0, 75.0, 51.0)","(3.4, 4.8, 4.633333333333333)","(1.8, 2.1, 2.0972602739726027)","(4.2, 5.4, 5.205555555555556)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:41.386535,"(26.0, 75.0, 51.0)","(3.4, 4.8, 4.633333333333333)","(1.8, 2.1, 2.0972602739726027)","(4.2, 5.4, 4.9625)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:42.328438,"(26.0, 75.0, 68.28571428571428)","(3.4, 4.8, 4.633333333333333)","(1.8, 2.1, 2.0972602739726027)","(4.2, 5.4, 4.9)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:43.297280,"(26.0, 75.0, 52.0)","(3.4, 4.8, 4.666666666666666)","(1.8, 2.1, 2.094666666666667)","(4.2, 5.3, 4.88421052631579)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:44.182555,"(26.0, 75.0, 52.0)","(3.4, 4.8, 4.666666666666666)","(1.8, 2.1, 2.0947368421052635)","(4.2, 5.2, 4.88421052631579)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:45.100530,"(26.0, 75.0, 52.0)","(3.4, 4.8, 4.6)","(1.8, 2.1, 2.0944444444444446)","(4.2, 5.2, 4.375)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:46.039030,"(26.0, 75.0, 52.0)","(3.4, 4.8, 4.6)","(1.8, 2.1, 2.0985507246376813)","(4.2, 5.2, 4.75)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:46.987111,"(26.0, 75.0, 52.0)","(3.4, 4.8, 4.6)","(1.8, 2.1, 2.0984848484848486)","(4.2, 5.2, 4.825)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:47.941166,"(26.0, 75.0, 52.0)","(3.4, 4.8, 4.6)","(1.8, 2.1, 2.0984848484848486)","(4.2, 5.2, 4.825)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:48.883414,"(26.0, 75.0, 52.0)","(3.4, 4.8, 4.6)","(1.8, 2.1, 2.0984848484848486)","(4.2, 5.2, 4.825)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:49.893904,"(26.0, 75.0, 52.0)","(3.4, 4.8, 4.6)","(1.8, 2.1, 2.0984126984126985)","(4.2, 5.2, 4.825)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:50.848706,"(26.0, 75.0, 52.0)","(3.4, 4.8, 4.6)","(1.8, 2.1, 2.0984126984126985)","(4.2, 5.2, 4.825)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:51.835272,"(26.0, 75.0, 52.0)","(3.4, 4.8, 4.6)","(1.8, 2.1, 2.0983333333333336)","(4.2, 5.2, 4.825)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:52.754154,"(26.0, 75.0, 52.0)","(3.4, 4.8, 4.6)","(1.8, 2.1, 2.0983333333333336)","(4.2, 5.2, 4.825)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:53.661145,"(26.0, 75.0, 52.0)","(3.4, 4.8, 4.6)","(1.8, 2.1, 2.0983333333333336)","(4.2, 5.2, 4.825)","(31.0, 150.0, 93.0)","(10.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:54.596249,"(26.0, 75.0, 52.0)","(3.4, 4.8, 4.6)","(1.8, 2.1, 2.0983333333333336)","(4.2, 5.2, 4.825)","(31.0, 150.0, 93.0)","(11.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:55.515538,"(26.0, 75.0, 52.0)","(3.4, 4.8, 4.6)","(1.8, 2.1, 2.0983333333333336)","(4.2, 5.2, 4.808695652173913)","(31.0, 150.0, 93.0)","(11.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:56.393139,"(26.0, 75.0, 52.0)","(3.4, 4.8, 4.6)","(1.8, 2.1, 2.0983333333333336)","(4.2, 5.2, 4.808695652173913)","(31.0, 150.0, 93.0)","(11.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:57.293973,"(26.0, 75.0, 52.0)","(3.4, 4.8, 4.6)","(1.8, 2.1, 2.0983333333333336)","(4.2, 5.2, 4.808695652173913)","(31.0, 150.0, 93.0)","(11.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:58.230701,"(26.0, 75.0, 52.0)","(3.4, 4.8, 4.6)","(1.8, 2.1, 2.0933333333333333)","(4.2, 5.2, 4.95)","(31.0, 150.0, 93.0)","(11.0, 21.0, 19.555555555555557)"
11-01-2023 17:46:59.509383,"(26.0, 75.0, 52.0)","(3.4, 4.8, 4.6)","(1.8, 2.1, 2.1789473684210527)","(4.2, 5.2, 5.160352422907489)","(31.0, 150.0, 93.0)","(11.0, 21.0, 19.555555555555557)"
11-01-2023 17:47:00.677128,"(26.0, 75.0, 52.0)","(3.4, 4.8, 4.55)","(1.8, 2.18, 2.1749152542372885)","(4.2, 5.2, 4.821052631578947)","(31.0, 150.0, 93.0)","(11.0, 21.0, 19.555555555555557)"
11-01-2023 17:47:01.679612,"(26.0, 75.0, 52.0)","(3.4, 4.8, 4.55)","(1.8, 2.18, 2.1749152542372885)","(4.2, 5.2, 4.821052631578947)","(31.0, 150.0, 93.0)","(11.0, 21.0, 19.555555555555557)"
11-01-2023 17:47:02.560809,"(26.0, 75.0, 52.0)","(3.4, 4.8, 4.55)","(1.8, 2.18, 2.1749152542372885)","(4.2, 5.2, 4.821052631578947)","(31.0, 150.0, 93.0)","(11.0, 21.0, 19.555555555555557)"
11-01-2023 17:47:03.702731,"(26.0, 75.0, 52.0)","(3.4, 4.8, 4.55)","(1.8, 2.18, 2.178846153846154)","(4.2, 5.2, 4.886956521739131)","(31.0, 150.0, 93.0)","(11.0, 21.0, 18.333333333333332)"
11-01-2023 17:47:04.815372,"(26.0, 75.0, 56.599999999999994)","(3.4, 4.8, 4.55)","(1.8, 2.18, 2.178846153846154)","(4.2, 5.2, 4.886956521739131)","(31.0, 150.0, 64.5)","(11.0, 20.0, 17.0)"
11-01-2023 17:47:05.791810,"(26.0, 75.0, 56.599999999999994)","(3.4, 4.8, 4.55)","(1.8, 2.18, 2.178846153846154)","(4.2, 5.2, 4.886956521739131)","(31.0, 150.0, 64.5)","(11.0, 21.0, 18.875)"
11-01-2023 17:47:06.792077,"(26.0, 75.0, 56.599999999999994)","(3.4, 4.8, 4.55)","(1.8, 2.18, 2.178775510204082)","(4.2, 5.2, 4.886956521739131)","(31.0, 150.0, 64.5)","(11.0, 20.0, 19.8)"
