,Goldstar Austin,Goofy Adobe,Grande Vue Ace,Calculated Risk,Opawa Barrel,Replica Rebel,Goldstar Tanner,Got Faith
16-12-2022 10:29:33.569062,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:29:34.556098,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:29:35.557980,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:29:36.545781,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:29:37.576626,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:29:38.603528,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:29:39.637973,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:29:40.655144,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:29:41.667747,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:29:42.716949,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:29:43.695146,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:29:44.703245,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:29:45.679219,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:29:46.662137,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:29:47.603540,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:29:48.596790,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:29:49.571703,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:29:50.597977,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:29:51.654939,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:29:52.683438,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:29:53.720737,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:29:54.805126,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:29:55.854079,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:29:56.906533,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:29:57.963921,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:29:59.008433,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:00.031031,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:01.082253,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:02.048256,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:03.043041,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:04.013295,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:05.018289,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:06.023332,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:07.023056,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:08.012474,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:09.047227,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:10.011595,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:11.024809,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:12.076758,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:13.205305,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:14.286730,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:15.367606,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:16.450134,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:17.521104,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:18.629839,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:19.662565,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:20.696724,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:21.702335,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:22.704720,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:23.690368,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:24.663441,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:25.677068,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:26.721045,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:27.731055,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:28.722950,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:29.774861,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:30.782581,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:31.894348,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:32.945263,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:33.967758,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:34.963747,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:35.976852,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.259259259259259)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:37.016343,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.1384615384615384)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:38.018722,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.1384615384615384)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:39.067288,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.1384615384615384)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:40.064368,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.1384615384615384)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:41.039699,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.1384615384615384)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:42.043276,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.1384615384615384)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:42.991999,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.1384615384615384)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:43.936854,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.1384615384615384)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:44.944405,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.1384615384615384)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:45.917674,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.1384615384615384)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:46.966073,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.1384615384615384)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:48.049901,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.1384615384615384)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:49.120817,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.1384615384615384)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:50.136154,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.1384615384615384)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:51.156593,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.1384615384615384)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:52.158567,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.1384615384615384)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:53.160307,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.1384615384615384)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:54.124404,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.1384615384615384)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:30:55.113917,"(3.7, 6.0, 4.680769230769231)","(10.0, 44.0, 30.692307692307693)","(4.2, 6.8, 5.24)","(2.9, 3.3, 3.1384615384615384)","(4.4, 13.0, 9.314285714285713)","(31.0, 340.0, 187.0)","(11.0, 23.0, 21.53333333333333)","(41.0, 390.0, 137.14285714285714)"
