,Dont Change,Rich Glow,Favashem,Fields Of France,Padstow Polly,Recurrence,Desert Fun,Fortunate Gal,Soos Lavan,Vienna Vixen
06-01-2023 12:19:16.838727,"(3.0, 3.65, 3.6053191489361702)","(2.3, 2.52, 2.5023529411764707)","(61.0, 120.0, 111.66666666666667)","(26.0, 32.0, 28.88888888888889)","(81.0, 440.0, 394.0)","(41.0, 190.0, 156.66666666666669)","(14.0, 19.5, 18.794117647058822)","(31.0, 110.0, 100.0)","(10.0, 21.0, 19.5)","(5.5, 8.0, 7.577777777777778)"
06-01-2023 12:19:18.315809,"(3.0, 3.65, 3.6053191489361702)","(2.3, 2.52, 2.5023529411764707)","(61.0, 120.0, 111.66666666666667)","(26.0, 32.0, 28.88888888888889)","(81.0, 440.0, 394.0)","(41.0, 190.0, 156.66666666666669)","(14.0, 19.5, 18.794117647058822)","(31.0, 110.0, 100.0)","(10.0, 21.0, 19.5)","(5.5, 8.0, 7.577777777777778)"
06-01-2023 12:19:19.757613,"(3.0, 3.65, 3.6053191489361702)","(2.3, 2.52, 2.5023529411764707)","(61.0, 120.0, 111.66666666666667)","(26.0, 32.0, 28.88888888888889)","(81.0, 440.0, 394.0)","(41.0, 190.0, 156.66666666666669)","(14.0, 19.5, 18.794117647058822)","(31.0, 110.0, 100.0)","(10.0, 21.0, 19.5)","(5.5, 8.0, 7.577777777777778)"
06-01-2023 12:19:21.044287,"(3.0, 3.65, 3.6053191489361702)","(2.3, 2.52, 2.486666666666667)","(61.0, 120.0, 111.66666666666667)","(26.0, 32.0, 28.88888888888889)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 156.66666666666669)","(14.0, 19.5, 18.794117647058822)","(31.0, 110.0, 100.0)","(10.0, 21.0, 19.5)","(5.5, 8.0, 7.577777777777778)"
06-01-2023 12:19:22.518132,"(3.0, 3.65, 3.6053191489361702)","(2.3, 2.52, 2.486666666666667)","(61.0, 120.0, 111.66666666666667)","(26.0, 32.0, 28.88888888888889)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 156.66666666666669)","(14.0, 19.5, 18.794117647058822)","(31.0, 110.0, 100.0)","(10.0, 21.0, 19.5)","(5.5, 8.0, 7.5600000000000005)"
06-01-2023 12:19:23.910756,"(3.0, 3.65, 3.6053191489361702)","(2.3, 2.52, 2.486666666666667)","(61.0, 120.0, 111.66666666666667)","(26.0, 32.0, 28.88888888888889)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 156.66666666666669)","(14.0, 19.5, 18.794117647058822)","(31.0, 110.0, 100.0)","(10.0, 21.0, 19.5)","(5.5, 8.0, 7.5600000000000005)"
06-01-2023 12:19:25.305949,"(3.0, 3.65, 3.6053191489361702)","(2.3, 2.52, 2.486666666666667)","(61.0, 120.0, 111.66666666666667)","(26.0, 32.0, 28.88888888888889)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 156.66666666666669)","(14.0, 19.5, 18.794117647058822)","(31.0, 110.0, 100.0)","(10.0, 21.0, 19.5)","(5.5, 8.0, 7.5600000000000005)"
06-01-2023 12:19:26.623318,"(3.0, 3.65, 3.6053191489361702)","(2.3, 2.52, 2.486666666666667)","(61.0, 120.0, 111.66666666666667)","(26.0, 32.0, 29.0)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 156.66666666666669)","(14.0, 19.5, 18.794117647058822)","(31.0, 110.0, 100.0)","(10.0, 21.0, 19.5)","(5.5, 8.0, 7.5600000000000005)"
06-01-2023 12:19:28.026440,"(3.0, 3.65, 3.6053191489361702)","(2.3, 2.52, 2.486666666666667)","(61.0, 120.0, 118.33333333333333)","(26.0, 30.0, 29.0)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 156.66666666666669)","(14.0, 19.5, 18.794117647058822)","(31.0, 110.0, 100.0)","(10.0, 20.0, 19.5)","(5.5, 8.0, 7.5600000000000005)"
06-01-2023 12:19:29.358270,"(3.0, 3.55, 3.544736842105263)","(2.3, 2.52, 2.486666666666667)","(61.0, 130.0, 118.33333333333333)","(26.0, 30.0, 29.0)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 156.66666666666669)","(14.0, 19.5, 18.794117647058822)","(31.0, 110.0, 100.0)","(10.0, 20.0, 19.5)","(5.5, 8.0, 7.5600000000000005)"
06-01-2023 12:19:30.649541,"(3.0, 3.55, 3.544736842105263)","(2.3, 2.52, 2.486666666666667)","(61.0, 130.0, 118.33333333333333)","(26.0, 30.0, 29.0)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 156.66666666666669)","(14.0, 19.5, 18.794117647058822)","(31.0, 110.0, 100.0)","(10.0, 20.0, 19.5)","(5.5, 8.0, 7.5600000000000005)"
06-01-2023 12:19:31.957807,"(3.0, 3.55, 3.544736842105263)","(2.3, 2.52, 2.486666666666667)","(61.0, 130.0, 118.33333333333333)","(26.0, 30.0, 29.0)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 156.66666666666669)","(14.0, 19.5, 18.794117647058822)","(31.0, 110.0, 100.0)","(10.0, 20.0, 19.5)","(5.5, 8.0, 7.5600000000000005)"
06-01-2023 12:19:33.260935,"(3.0, 3.55, 3.544736842105263)","(2.3, 2.52, 2.486666666666667)","(61.0, 130.0, 126.36363636363636)","(26.0, 30.0, 28.5)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 140.0)","(14.0, 19.5, 18.794117647058822)","(31.0, 110.0, 100.0)","(10.0, 20.0, 19.5)","(5.5, 8.0, 7.5600000000000005)"
06-01-2023 12:19:34.681456,"(3.0, 3.55, 3.544736842105263)","(2.3, 2.52, 2.486666666666667)","(61.0, 130.0, 126.36363636363636)","(26.0, 30.0, 28.5)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 140.0)","(14.0, 19.5, 18.794117647058822)","(31.0, 110.0, 100.0)","(10.0, 20.0, 19.5)","(5.5, 8.0, 7.5600000000000005)"
06-01-2023 12:19:36.029634,"(3.0, 3.55, 3.544736842105263)","(2.3, 2.52, 2.486666666666667)","(61.0, 130.0, 122.0)","(26.0, 30.0, 28.5)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 140.0)","(14.0, 19.5, 18.794117647058822)","(31.0, 110.0, 100.0)","(10.0, 20.0, 19.5)","(5.5, 8.0, 7.5600000000000005)"
06-01-2023 12:19:37.390445,"(3.0, 3.55, 3.544736842105263)","(2.3, 2.52, 2.486666666666667)","(61.0, 130.0, 122.0)","(26.0, 30.0, 28.5)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 140.0)","(14.0, 19.5, 18.794117647058822)","(31.0, 110.0, 100.0)","(10.0, 20.0, 19.5)","(5.5, 8.0, 7.5600000000000005)"
06-01-2023 12:19:38.640798,"(3.0, 3.55, 3.544736842105263)","(2.3, 2.52, 2.486666666666667)","(61.0, 130.0, 122.0)","(26.0, 30.0, 28.5)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 140.0)","(14.0, 19.5, 18.794117647058822)","(31.0, 110.0, 100.0)","(10.0, 20.0, 19.5)","(5.5, 8.0, 7.5600000000000005)"
06-01-2023 12:19:39.967452,"(3.0, 3.55, 3.544736842105263)","(2.3, 2.52, 2.486666666666667)","(61.0, 130.0, 122.0)","(26.0, 30.0, 28.5)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 140.0)","(14.0, 19.5, 18.794117647058822)","(31.0, 110.0, 100.0)","(10.0, 20.0, 19.5)","(5.5, 8.0, 7.5600000000000005)"
06-01-2023 12:19:41.339870,"(3.0, 3.55, 3.544736842105263)","(2.3, 2.52, 2.490212765957447)","(61.0, 130.0, 122.0)","(26.0, 30.0, 28.5)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 140.0)","(14.0, 19.5, 18.794117647058822)","(31.0, 110.0, 100.0)","(10.0, 20.0, 19.5)","(5.5, 8.0, 7.5600000000000005)"
06-01-2023 12:19:42.684225,"(3.0, 3.55, 3.544736842105263)","(2.3, 2.52, 2.490212765957447)","(61.0, 130.0, 122.0)","(21.0, 30.0, 28.5)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 140.0)","(14.0, 19.5, 18.794117647058822)","(31.0, 110.0, 100.0)","(10.0, 20.0, 19.5)","(5.5, 8.0, 7.5600000000000005)"
06-01-2023 12:19:44.015395,"(3.0, 3.55, 3.544736842105263)","(2.3, 2.52, 2.484390243902439)","(61.0, 130.0, 122.0)","(21.0, 30.0, 28.5)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 140.0)","(14.0, 19.5, 18.794117647058822)","(31.0, 110.0, 100.0)","(10.0, 20.0, 19.5)","(5.5, 8.0, 7.5600000000000005)"
06-01-2023 12:19:45.308240,"(3.0, 3.55, 3.5227272727272725)","(2.3, 2.5, 2.484390243902439)","(61.0, 130.0, 122.0)","(21.0, 30.0, 28.5)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 140.0)","(14.0, 19.5, 18.794117647058822)","(31.0, 110.0, 100.0)","(10.0, 20.0, 19.5)","(5.5, 8.0, 7.5600000000000005)"
06-01-2023 12:19:46.620127,"(3.0, 3.55, 3.5166666666666666)","(2.3, 2.5, 2.484390243902439)","(61.0, 130.0, 122.0)","(21.0, 30.0, 28.5)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 140.0)","(14.0, 19.5, 18.794117647058822)","(31.0, 110.0, 88.75)","(10.0, 20.0, 19.5)","(5.5, 8.0, 7.5600000000000005)"
06-01-2023 12:19:48.179958,"(3.0, 3.55, 3.5166666666666666)","(2.3, 2.5, 2.484390243902439)","(61.0, 130.0, 122.0)","(21.0, 30.0, 28.5)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 140.0)","(14.0, 19.5, 18.6)","(31.0, 95.0, 88.75)","(10.0, 20.0, 19.5)","(5.5, 8.0, 7.8)"
06-01-2023 12:19:49.582187,"(3.0, 3.55, 3.5166666666666666)","(2.3, 2.5, 2.48)","(61.0, 130.0, 122.0)","(21.0, 30.0, 28.5)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 140.0)","(14.0, 20.0, 18.6)","(31.0, 95.0, 91.42857142857143)","(10.0, 20.0, 19.5)","(5.5, 8.0, 7.8)"
06-01-2023 12:19:50.958096,"(3.0, 3.55, 3.5166666666666666)","(2.3, 2.5, 2.48)","(61.0, 130.0, 122.0)","(21.0, 30.0, 28.0)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 140.0)","(14.0, 20.0, 18.6)","(31.0, 95.0, 91.42857142857143)","(10.0, 20.0, 20.57142857142857)","(5.5, 8.0, 7.8)"
06-01-2023 12:19:52.328783,"(3.0, 3.55, 3.52)","(2.3, 2.5, 2.48)","(61.0, 130.0, 127.14285714285714)","(21.0, 29.0, 28.0)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 140.0)","(14.0, 20.0, 18.6)","(31.0, 95.0, 91.42857142857143)","(10.0, 21.0, 20.57142857142857)","(5.5, 8.0, 7.8)"
06-01-2023 12:19:53.708742,"(3.0, 3.55, 3.466666666666667)","(2.3, 2.5, 2.484390243902439)","(61.0, 130.0, 126.66666666666667)","(21.0, 29.0, 28.0)","(81.0, 440.0, 394.0)","(41.0, 190.0, 140.0)","(14.0, 20.0, 18.6)","(31.0, 95.0, 91.42857142857143)","(10.0, 21.0, 20.57142857142857)","(5.5, 8.0, 7.8)"
06-01-2023 12:19:55.029883,"(3.0, 3.5, 3.466666666666667)","(2.3, 2.5, 2.484390243902439)","(61.0, 130.0, 126.66666666666667)","(21.0, 29.0, 28.0)","(81.0, 440.0, 394.0)","(41.0, 190.0, 140.0)","(14.0, 20.0, 18.6)","(31.0, 95.0, 91.42857142857143)","(10.0, 21.0, 20.57142857142857)","(5.5, 8.0, 7.8)"
06-01-2023 12:19:56.382614,"(3.0, 3.5, 3.466666666666667)","(2.3, 2.5, 2.484390243902439)","(61.0, 130.0, 126.66666666666667)","(21.0, 29.0, 28.0)","(81.0, 440.0, 394.0)","(41.0, 190.0, 140.0)","(14.0, 20.0, 18.6)","(31.0, 95.0, 91.42857142857143)","(10.0, 21.0, 20.57142857142857)","(5.5, 8.0, 7.8)"
06-01-2023 12:19:57.724811,"(3.0, 3.5, 3.466666666666667)","(2.3, 2.5, 2.484390243902439)","(61.0, 130.0, 126.66666666666667)","(21.0, 29.0, 28.0)","(81.0, 440.0, 394.0)","(41.0, 190.0, 140.0)","(14.0, 20.0, 18.6)","(31.0, 95.0, 91.42857142857143)","(10.0, 21.0, 19.142857142857142)","(5.5, 8.0, 7.8)"
06-01-2023 12:19:59.077647,"(3.0, 3.5, 3.466666666666667)","(2.3, 2.5, 2.484390243902439)","(61.0, 130.0, 126.66666666666667)","(21.0, 29.0, 28.0)","(81.0, 440.0, 394.0)","(41.0, 190.0, 140.0)","(14.0, 20.0, 18.6)","(31.0, 95.0, 91.42857142857143)","(10.0, 22.0, 19.142857142857142)","(5.5, 8.0, 7.8)"
06-01-2023 12:20:00.465637,"(3.0, 3.5, 3.466666666666667)","(2.3, 2.5, 2.497132616487455)","(61.0, 130.0, 126.66666666666667)","(21.0, 29.0, 28.77777777777778)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 140.0)","(13.0, 20.0, 18.6)","(31.0, 95.0, 91.42857142857143)","(9.0, 22.0, 19.142857142857142)","(5.5, 8.0, 7.8)"
06-01-2023 12:20:01.769824,"(3.0, 3.5, 3.466666666666667)","(2.3, 2.5, 2.497132616487455)","(61.0, 130.0, 126.66666666666667)","(21.0, 29.0, 28.77777777777778)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 140.0)","(13.0, 20.0, 18.6)","(31.0, 95.0, 91.42857142857143)","(9.0, 22.0, 19.142857142857142)","(5.5, 8.0, 7.8)"
06-01-2023 12:20:03.121910,"(3.0, 3.5, 3.466666666666667)","(2.3, 2.5, 2.4970260223048326)","(61.0, 130.0, 126.66666666666667)","(21.0, 29.0, 28.77777777777778)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 140.0)","(13.0, 20.0, 18.6)","(31.0, 95.0, 91.42857142857143)","(9.0, 22.0, 19.142857142857142)","(5.5, 8.0, 7.8)"
06-01-2023 12:20:04.491283,"(3.0, 3.5, 3.466666666666667)","(2.3, 2.5, 2.4970260223048326)","(51.0, 130.0, 126.66666666666667)","(21.0, 29.0, 28.77777777777778)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 150.0)","(13.0, 20.0, 19.5)","(31.0, 95.0, 91.42857142857143)","(9.0, 22.0, 19.142857142857142)","(5.5, 8.2, 7.8)"
06-01-2023 12:20:05.894765,"(3.0, 3.5, 3.466666666666667)","(2.3, 2.5, 2.4988372093023257)","(51.0, 130.0, 126.66666666666667)","(21.0, 29.0, 28.875)","(81.0, 440.0, 363.33333333333337)","(41.0, 180.0, 165.0)","(13.0, 20.0, 19.5)","(31.0, 95.0, 91.5909090909091)","(9.0, 22.0, 19.142857142857142)","(5.5, 8.2, 7.844444444444444)"
06-01-2023 12:20:07.258602,"(3.0, 3.5, 3.466666666666667)","(2.3, 2.5, 2.4988505747126437)","(51.0, 130.0, 126.66666666666667)","(21.0, 29.0, 28.875)","(81.0, 440.0, 363.33333333333337)","(41.0, 190.0, 165.0)","(13.0, 20.0, 19.5)","(31.0, 95.0, 91.5909090909091)","(9.0, 22.0, 19.142857142857142)","(5.5, 8.2, 8.066666666666666)"
06-01-2023 12:20:08.643173,"(3.0, 3.5, 3.466666666666667)","(2.3, 2.5, 2.4988505747126437)","(51.0, 130.0, 126.66666666666667)","(21.0, 29.0, 28.875)","(81.0, 440.0, 356.66666666666663)","(41.0, 190.0, 165.0)","(13.0, 20.0, 19.5)","(31.0, 95.0, 91.5909090909091)","(9.0, 22.0, 19.142857142857142)","(5.5, 8.2, 8.066666666666666)"
06-01-2023 12:20:09.988007,"(3.0, 3.5, 3.4285714285714284)","(2.3, 2.5, 2.4699999999999998)","(51.0, 130.0, 126.66666666666667)","(21.0, 29.0, 35.77777777777778)","(81.0, 430.0, 356.66666666666663)","(41.0, 190.0, 165.0)","(13.0, 20.0, 19.59090909090909)","(31.0, 95.0, 80.0)","(9.0, 22.0, 19.142857142857142)","(5.5, 8.2, 7.8)"
06-01-2023 12:20:11.286333,"(3.0, 3.5, 3.4285714285714284)","(2.3, 2.5, 2.498876404494382)","(51.0, 130.0, 126.66666666666667)","(21.0, 38.0, 37.33333333333333)","(81.0, 430.0, 356.66666666666663)","(41.0, 190.0, 165.0)","(13.0, 20.0, 19.59090909090909)","(31.0, 95.0, 80.0)","(9.0, 22.0, 19.142857142857142)","(5.5, 8.2, 7.815384615384615)"
06-01-2023 12:20:12.571078,"(3.0, 3.5, 3.4285714285714284)","(2.3, 2.5, 2.498876404494382)","(51.0, 130.0, 126.66666666666667)","(21.0, 40.0, 37.33333333333333)","(81.0, 430.0, 356.66666666666663)","(41.0, 190.0, 165.0)","(13.0, 20.0, 19.59090909090909)","(31.0, 95.0, 80.0)","(9.0, 22.0, 19.142857142857142)","(5.5, 8.2, 7.815384615384615)"
06-01-2023 12:20:13.881442,"(3.0, 3.5, 3.4285714285714284)","(2.3, 2.5, 2.4873684210526315)","(51.0, 130.0, 126.66666666666667)","(21.0, 40.0, 35.77777777777778)","(81.0, 430.0, 356.66666666666663)","(41.0, 190.0, 165.0)","(13.0, 20.0, 19.59090909090909)","(31.0, 95.0, 80.0)","(9.0, 22.0, 20.25)","(5.5, 8.2, 7.815384615384615)"
06-01-2023 12:20:15.269536,"(3.0, 3.5, 3.4285714285714284)","(2.3, 2.5, 2.4873684210526315)","(51.0, 130.0, 126.66666666666667)","(21.0, 38.0, 35.77777777777778)","(81.0, 430.0, 356.66666666666663)","(41.0, 190.0, 165.0)","(13.0, 20.0, 19.59090909090909)","(31.0, 95.0, 80.0)","(9.0, 21.0, 20.25)","(5.5, 8.2, 7.815384615384615)"
06-01-2023 12:20:16.649496,"(3.0, 3.5, 3.4285714285714284)","(2.3, 2.5, 2.473333333333333)","(51.0, 130.0, 126.92307692307693)","(21.0, 38.0, 35.77777777777778)","(81.0, 430.0, 272.5)","(41.0, 190.0, 142.5)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 78.33333333333333)","(9.0, 21.0, 19.2)","(5.5, 8.2, 7.8428571428571425)"
06-01-2023 12:20:18.051666,"(3.0, 3.5, 3.4285714285714284)","(2.3, 2.52, 2.473333333333333)","(51.0, 130.0, 126.92307692307693)","(21.0, 38.0, 35.77777777777778)","(81.0, 430.0, 272.5)","(41.0, 190.0, 166.25)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 78.33333333333333)","(9.0, 21.0, 19.2)","(5.5, 8.2, 7.8428571428571425)"
06-01-2023 12:20:19.393279,"(3.0, 3.5, 3.4285714285714284)","(2.3, 2.52, 2.473333333333333)","(51.0, 130.0, 126.92307692307693)","(21.0, 38.0, 35.77777777777778)","(81.0, 430.0, 272.5)","(41.0, 190.0, 166.25)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 78.33333333333333)","(9.0, 21.0, 19.2)","(5.5, 8.2, 7.8428571428571425)"
06-01-2023 12:20:20.780873,"(3.0, 3.5, 3.4285714285714284)","(2.3, 2.52, 2.473333333333333)","(51.0, 130.0, 126.92307692307693)","(21.0, 38.0, 35.77777777777778)","(81.0, 430.0, 272.5)","(41.0, 190.0, 166.25)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 78.33333333333333)","(9.0, 21.0, 19.2)","(5.5, 8.2, 7.8428571428571425)"
06-01-2023 12:20:22.120025,"(3.0, 3.5, 3.4285714285714284)","(2.3, 2.52, 2.4513725490196077)","(51.0, 130.0, 126.92307692307693)","(21.0, 38.0, 35.77777777777778)","(81.0, 430.0, 272.5)","(41.0, 190.0, 166.25)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(9.0, 21.0, 19.2)","(5.5, 8.2, 7.8428571428571425)"
06-01-2023 12:20:23.425921,"(3.0, 3.5, 3.45)","(2.3, 2.52, 2.4513725490196077)","(51.0, 130.0, 126.92307692307693)","(21.0, 38.0, 35.77777777777778)","(81.0, 430.0, 272.5)","(41.0, 190.0, 166.25)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(9.0, 21.0, 19.2)","(5.5, 8.2, 7.8428571428571425)"
06-01-2023 12:20:24.794955,"(3.0, 3.5, 3.45)","(2.3, 2.52, 2.4496296296296296)","(51.0, 130.0, 126.92307692307693)","(21.0, 38.0, 30.5)","(81.0, 430.0, 290.0)","(41.0, 190.0, 145.0)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(9.0, 21.0, 19.2)","(5.5, 8.2, 7.8428571428571425)"
06-01-2023 12:20:26.091144,"(3.0, 3.5, 3.45)","(2.3, 2.52, 2.4496296296296296)","(51.0, 130.0, 126.92307692307693)","(21.0, 36.0, 30.5)","(81.0, 430.0, 290.0)","(41.0, 190.0, 145.0)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(9.0, 21.0, 19.2)","(5.5, 8.2, 7.8428571428571425)"
06-01-2023 12:20:27.414723,"(3.0, 3.5, 3.45)","(2.3, 2.52, 2.4496296296296296)","(51.0, 130.0, 126.92307692307693)","(21.0, 36.0, 29.5)","(81.0, 430.0, 290.0)","(41.0, 190.0, 160.0)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(9.0, 21.0, 19.5)","(5.5, 8.2, 7.8428571428571425)"
06-01-2023 12:20:28.768439,"(3.0, 3.5, 3.45)","(2.3, 2.52, 2.4496296296296296)","(51.0, 130.0, 126.92307692307693)","(21.0, 34.0, 29.5)","(81.0, 430.0, 272.5)","(41.0, 190.0, 160.0)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(9.0, 20.0, 19.5)","(5.5, 8.2, 7.8428571428571425)"
06-01-2023 12:20:30.224257,"(3.0, 3.55, 3.4299999999999997)","(2.3, 2.52, 2.4496296296296296)","(51.0, 130.0, 126.92307692307693)","(21.0, 34.0, 29.5)","(81.0, 430.0, 272.5)","(41.0, 190.0, 160.0)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(9.0, 20.0, 18.857142857142858)","(5.5, 8.2, 7.8428571428571425)"
06-01-2023 12:20:31.712116,"(2.9, 3.55, 3.4299999999999997)","(2.3, 2.52, 2.4496296296296296)","(51.0, 130.0, 126.92307692307693)","(21.0, 34.0, 29.5)","(81.0, 430.0, 272.5)","(41.0, 190.0, 160.0)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(9.0, 20.0, 18.857142857142858)","(5.5, 8.2, 7.8428571428571425)"
06-01-2023 12:20:33.139947,"(2.9, 3.55, 3.4299999999999997)","(2.3, 2.52, 2.4496296296296296)","(51.0, 130.0, 126.92307692307693)","(21.0, 34.0, 29.5)","(81.0, 430.0, 272.5)","(41.0, 190.0, 160.0)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(9.0, 20.0, 18.857142857142858)","(5.5, 8.2, 7.8428571428571425)"
06-01-2023 12:20:34.544948,"(2.9, 3.55, 3.4299999999999997)","(2.3, 2.52, 2.4496296296296296)","(51.0, 130.0, 126.92307692307693)","(21.0, 34.0, 29.5)","(81.0, 430.0, 272.5)","(41.0, 190.0, 160.0)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(9.0, 20.0, 18.857142857142858)","(5.5, 8.2, 7.8428571428571425)"
06-01-2023 12:20:35.978814,"(2.9, 3.55, 3.4299999999999997)","(2.3, 2.52, 2.4540425531914893)","(51.0, 130.0, 126.92307692307693)","(21.0, 34.0, 27.666666666666668)","(81.0, 430.0, 272.5)","(41.0, 190.0, 166.66666666666669)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(9.0, 20.0, 18.857142857142858)","(5.5, 8.2, 7.392857142857143)"
06-01-2023 12:20:37.269166,"(2.9, 3.55, 3.4299999999999997)","(2.3, 2.52, 2.4540425531914893)","(51.0, 130.0, 126.92307692307693)","(21.0, 29.0, 27.666666666666668)","(81.0, 430.0, 272.5)","(41.0, 200.0, 145.0)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(9.0, 20.0, 18.857142857142858)","(5.5, 7.8, 7.392857142857143)"
06-01-2023 12:20:38.545124,"(2.9, 3.55, 3.4299999999999997)","(2.3, 2.52, 2.4540425531914893)","(51.0, 130.0, 126.92307692307693)","(21.0, 29.0, 27.666666666666668)","(81.0, 430.0, 272.5)","(41.0, 190.0, 145.0)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(9.0, 20.0, 19.5)","(5.5, 7.8, 7.392857142857143)"
06-01-2023 12:20:39.949830,"(2.9, 3.55, 3.4299999999999997)","(2.3, 2.52, 2.4540425531914893)","(51.0, 130.0, 126.92307692307693)","(21.0, 29.0, 27.666666666666668)","(81.0, 430.0, 272.5)","(41.0, 190.0, 166.66666666666669)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(9.0, 21.0, 20.25)","(5.5, 7.8, 7.392857142857143)"
06-01-2023 12:20:41.342535,"(2.9, 3.55, 3.4299999999999997)","(2.3, 2.52, 2.4540425531914893)","(51.0, 130.0, 126.92307692307693)","(21.0, 29.0, 27.666666666666668)","(81.0, 430.0, 272.5)","(41.0, 200.0, 166.66666666666669)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(9.0, 21.0, 20.25)","(5.5, 7.8, 7.392857142857143)"
06-01-2023 12:20:42.866489,"(2.9, 3.55, 3.4299999999999997)","(2.3, 2.52, 2.4540425531914893)","(51.0, 130.0, 126.92307692307693)","(21.0, 29.0, 26.5)","(81.0, 430.0, 272.5)","(41.0, 200.0, 166.66666666666669)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(9.0, 21.0, 20.25)","(5.5, 7.8, 7.392857142857143)"
06-01-2023 12:20:44.325664,"(2.9, 3.55, 3.4288461538461537)","(2.3, 2.52, 2.4540425531914893)","(51.0, 130.0, 126.92307692307693)","(21.0, 28.0, 26.5)","(81.0, 430.0, 290.0)","(41.0, 200.0, 166.66666666666669)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(9.0, 21.0, 20.25)","(5.5, 7.8, 7.392857142857143)"
06-01-2023 12:20:45.762739,"(2.9, 3.55, 3.4288461538461537)","(2.3, 2.52, 2.4540425531914893)","(51.0, 130.0, 126.92307692307693)","(21.0, 28.0, 26.5)","(81.0, 430.0, 290.0)","(41.0, 200.0, 166.66666666666669)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(9.0, 21.0, 20.25)","(5.5, 7.8, 7.392857142857143)"
06-01-2023 12:20:47.162679,"(2.9, 3.55, 3.4288461538461537)","(2.3, 2.52, 2.4540425531914893)","(51.0, 130.0, 126.92307692307693)","(21.0, 28.0, 26.5)","(81.0, 430.0, 272.5)","(41.0, 200.0, 166.66666666666669)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(9.0, 21.0, 20.25)","(5.5, 7.8, 7.392857142857143)"
