,Splash Some Cash,Run For Glory,Heir Of Tavistock,Tubby Two Tracks,Grinzinger Allee,Midnight Brawler,Metro Legend,Annika,Obi,Star Espresso,Enbarr,Fox Dor
07-01-2023 16:05:48.010552,"(17.0, 26.0, 25.0)","(17.0, 25.0, 24.333333333333332)","(7.5, 8.6, 8.531531531531531)","(11.0, 14.5, 14.24)","(31.0, 42.0, 40.46153846153846)","(61.0, 100.0, 97.5)","(3.2, 3.95, 3.89)","(8.0, 9.2, 8.858333333333334)","(7.5, 8.4, 8.128301886792453)","(7.5, 9.0, 8.87)","(101.0, 170.0, 149.23076923076923)","(10.0, 13.0, 12.816326530612244)"
07-01-2023 16:05:49.574326,"(17.0, 26.0, 25.0)","(17.0, 26.0, 23.923076923076923)","(7.5, 8.6, 8.531531531531531)","(11.0, 14.5, 14.24)","(31.0, 42.0, 40.46153846153846)","(61.0, 100.0, 97.5)","(3.2, 3.95, 3.915)","(8.0, 9.2, 8.858333333333334)","(7.5, 8.4, 8.13076923076923)","(7.5, 9.0, 8.87)","(101.0, 170.0, 157.14285714285714)","(10.0, 13.0, 12.816326530612244)"
07-01-2023 16:05:51.114202,"(17.0, 26.0, 25.0)","(17.0, 26.0, 23.923076923076923)","(7.5, 8.6, 8.531531531531531)","(11.0, 14.5, 14.24)","(31.0, 42.0, 40.46153846153846)","(61.0, 100.0, 97.5)","(3.2, 3.95, 3.915)","(8.0, 9.2, 8.858333333333334)","(7.5, 8.4, 8.13076923076923)","(7.5, 9.0, 8.87)","(101.0, 170.0, 157.14285714285714)","(10.0, 13.0, 12.816326530612244)"
07-01-2023 16:05:52.509203,"(17.0, 26.0, 24.666666666666668)","(17.0, 25.0, 24.333333333333332)","(7.5, 8.4, 8.276190476190475)","(11.0, 14.5, 14.24)","(31.0, 42.0, 40.46153846153846)","(61.0, 100.0, 97.5)","(3.2, 3.95, 3.918181818181818)","(8.0, 9.2, 8.858333333333334)","(7.5, 8.4, 8.13076923076923)","(7.5, 9.0, 8.87)","(101.0, 170.0, 157.14285714285714)","(10.0, 12.5, 12.452830188679245)"
07-01-2023 16:05:54.225772,"(17.0, 26.0, 24.2)","(17.0, 25.0, 24.333333333333332)","(7.5, 8.4, 8.337931034482759)","(11.0, 14.5, 14.24)","(31.0, 40.0, 39.333333333333336)","(61.0, 100.0, 97.5)","(3.2, 3.95, 3.962280701754386)","(8.0, 9.2, 8.858333333333334)","(7.5, 8.2, 8.131578947368421)","(7.5, 9.0, 8.87)","(101.0, 170.0, 157.14285714285714)","(10.0, 13.0, 12.774193548387096)"
07-01-2023 16:05:55.888462,"(17.0, 26.0, 24.2)","(17.0, 25.0, 24.333333333333332)","(7.5, 8.4, 8.336842105263157)","(11.0, 14.5, 14.24)","(31.0, 40.0, 39.333333333333336)","(61.0, 100.0, 97.5)","(3.2, 4.0, 3.962280701754386)","(8.0, 9.2, 8.858333333333334)","(7.5, 8.2, 8.131578947368421)","(7.5, 9.0, 8.87)","(101.0, 170.0, 157.14285714285714)","(10.0, 13.0, 12.745454545454546)"
07-01-2023 16:05:57.443929,"(17.0, 26.0, 24.2)","(17.0, 25.0, 24.333333333333332)","(7.5, 8.4, 8.328205128205129)","(11.0, 14.5, 14.24)","(31.0, 40.0, 39.333333333333336)","(61.0, 100.0, 97.5)","(3.2, 4.0, 3.9655555555555555)","(8.0, 9.2, 8.76470588235294)","(7.5, 8.2, 8.158730158730158)","(7.5, 9.0, 8.87)","(101.0, 170.0, 157.14285714285714)","(10.0, 13.0, 12.793103448275861)"
07-01-2023 16:05:59.102249,"(17.0, 26.0, 24.2)","(17.0, 25.0, 24.333333333333332)","(7.5, 8.4, 8.328205128205129)","(11.0, 14.5, 13.950980392156863)","(31.0, 40.0, 39.333333333333336)","(61.0, 100.0, 97.5)","(3.2, 4.0, 3.9655555555555555)","(8.0, 9.0, 8.76470588235294)","(7.5, 8.4, 8.158730158730158)","(7.5, 9.0, 8.847058823529412)","(101.0, 170.0, 157.14285714285714)","(10.0, 13.0, 12.793103448275861)"
07-01-2023 16:06:00.609186,"(17.0, 26.0, 24.2)","(17.0, 25.0, 24.333333333333332)","(7.5, 8.4, 8.328205128205129)","(11.0, 14.0, 13.950980392156863)","(31.0, 40.0, 39.333333333333336)","(61.0, 100.0, 97.5)","(3.2, 4.0, 3.9655555555555555)","(8.0, 9.0, 8.76470588235294)","(7.5, 8.4, 8.293706293706293)","(7.5, 9.0, 8.870967741935484)","(101.0, 170.0, 157.14285714285714)","(10.0, 13.0, 12.73913043478261)"
07-01-2023 16:06:02.319029,"(17.0, 26.0, 24.2)","(17.0, 25.0, 24.333333333333332)","(7.5, 8.4, 8.328205128205129)","(11.0, 14.0, 13.950980392156863)","(31.0, 40.0, 39.333333333333336)","(61.0, 100.0, 97.5)","(3.2, 4.0, 3.9655555555555555)","(8.0, 9.0, 9.117647058823529)","(7.5, 8.4, 8.233333333333333)","(7.5, 9.0, 8.870967741935484)","(101.0, 170.0, 157.14285714285714)","(10.0, 13.0, 12.39655172413793)"
07-01-2023 16:06:03.894289,"(17.0, 26.0, 24.2)","(17.0, 25.0, 23.923076923076923)","(7.5, 8.2, 8.152777777777777)","(11.0, 14.0, 13.950980392156863)","(31.0, 40.0, 39.333333333333336)","(61.0, 100.0, 97.5)","(3.2, 4.0, 3.9655555555555555)","(8.0, 9.4, 9.117647058823529)","(7.5, 8.4, 8.233333333333333)","(7.5, 9.0, 8.870967741935484)","(101.0, 170.0, 157.14285714285714)","(10.0, 12.5, 12.375)"
07-01-2023 16:06:05.575209,"(17.0, 26.0, 25.5)","(17.0, 26.0, 24.928571428571427)","(7.5, 8.2, 7.763636363636364)","(11.0, 14.0, 13.772727272727273)","(31.0, 40.0, 38.0)","(61.0, 100.0, 97.5)","(3.2, 4.0, 4.081818181818181)","(8.0, 9.4, 9.166666666666666)","(7.5, 8.4, 8.233333333333333)","(7.5, 9.0, 8.666666666666666)","(101.0, 170.0, 157.14285714285714)","(10.0, 12.5, 12.393333333333333)"
07-01-2023 16:06:07.089503,"(17.0, 26.0, 25.5)","(17.0, 26.0, 24.928571428571427)","(7.5, 7.8, 7.7749999999999995)","(11.0, 14.0, 13.708333333333334)","(31.0, 40.0, 38.0)","(61.0, 100.0, 97.5)","(3.2, 4.1, 4.078378378378378)","(8.0, 9.4, 9.166666666666666)","(7.5, 8.4, 8.293129770992367)","(7.5, 8.8, 8.684444444444445)","(101.0, 170.0, 157.14285714285714)","(10.0, 12.5, 12.393333333333333)"
07-01-2023 16:06:08.786888,"(17.0, 26.0, 25.5)","(17.0, 26.0, 24.636363636363637)","(7.5, 7.8, 7.776470588235294)","(11.0, 14.0, 13.401960784313726)","(31.0, 40.0, 39.857142857142854)","(61.0, 100.0, 97.5)","(3.2, 4.1, 4.038571428571428)","(8.0, 9.4, 9.344000000000001)","(7.5, 8.4, 8.31812865497076)","(7.5, 8.8, 8.682608695652174)","(101.0, 170.0, 157.14285714285714)","(10.0, 12.5, 12.807692307692308)"
07-01-2023 16:06:10.268391,"(17.0, 26.0, 25.5)","(17.0, 25.0, 24.636363636363637)","(7.5, 8.0, 7.776470588235294)","(11.0, 13.5, 13.401960784313726)","(31.0, 42.0, 39.857142857142854)","(61.0, 100.0, 97.5)","(3.2, 4.2, 4.038571428571428)","(8.0, 9.4, 9.344000000000001)","(7.5, 8.4, 8.31812865497076)","(7.5, 8.8, 8.682608695652174)","(101.0, 170.0, 157.14285714285714)","(10.0, 13.0, 12.807692307692308)"
07-01-2023 16:06:11.755313,"(17.0, 26.0, 25.5)","(17.0, 25.0, 24.636363636363637)","(7.5, 8.0, 7.792)","(11.0, 13.0, 12.9375)","(31.0, 42.0, 39.81818181818182)","(61.0, 100.0, 97.5)","(3.2, 4.1, 4.09)","(8.0, 9.8, 9.545454545454547)","(7.5, 8.4, 8.335185185185185)","(7.5, 8.8, 8.665)","(101.0, 170.0, 157.14285714285714)","(10.0, 12.5, 12.307692307692308)"
07-01-2023 16:06:13.259749,"(17.0, 26.0, 25.5)","(17.0, 25.0, 24.636363636363637)","(7.5, 8.0, 7.792)","(11.0, 13.0, 12.9375)","(31.0, 42.0, 39.81818181818182)","(61.0, 100.0, 97.5)","(3.2, 4.1, 4.09)","(8.0, 9.8, 9.545454545454547)","(7.5, 8.4, 8.411764705882353)","(7.5, 8.8, 8.665)","(101.0, 170.0, 157.14285714285714)","(10.0, 12.5, 12.307692307692308)"
07-01-2023 16:06:14.914716,"(17.0, 26.0, 25.5)","(17.0, 26.0, 24.928571428571427)","(7.5, 7.8, 7.72)","(11.0, 13.0, 12.9375)","(31.0, 42.0, 38.57142857142857)","(61.0, 150.0, 110.0)","(3.2, 4.1, 4.094736842105263)","(8.0, 9.8, 9.545454545454547)","(7.5, 8.6, 8.411764705882353)","(7.5, 8.8, 8.665)","(101.0, 170.0, 157.14285714285714)","(10.0, 12.5, 12.25)"
07-01-2023 16:06:16.580312,"(18.0, 26.0, 25.5)","(18.0, 25.0, 24.636363636363637)","(7.5, 7.8, 7.72)","(11.0, 13.0, 12.89622641509434)","(31.0, 42.0, 38.57142857142857)","(61.0, 140.0, 103.75)","(3.3, 4.1, 4.094736842105263)","(8.0, 9.8, 9.545454545454547)","(7.5, 8.6, 8.411764705882353)","(7.5, 8.8, 8.665)","(101.0, 170.0, 157.14285714285714)","(10.0, 12.5, 12.25)"
07-01-2023 16:06:18.101461,"(18.0, 26.0, 25.5)","(18.0, 25.0, 24.636363636363637)","(7.5, 7.8, 7.72)","(11.0, 13.0, 12.89622641509434)","(31.0, 42.0, 38.57142857142857)","(61.0, 130.0, 100.0)","(3.3, 4.1, 4.094736842105263)","(8.0, 9.8, 9.545454545454547)","(7.5, 8.6, 8.411764705882353)","(7.5, 8.8, 8.665)","(101.0, 170.0, 157.14285714285714)","(10.0, 12.5, 12.25)"
07-01-2023 16:06:19.784003,"(18.0, 26.0, 25.5)","(18.0, 25.0, 24.636363636363637)","(7.5, 7.8, 7.828571428571428)","(11.0, 13.0, 12.89622641509434)","(31.0, 42.0, 38.57142857142857)","(61.0, 130.0, 100.0)","(3.3, 4.1, 4.094736842105263)","(8.0, 9.8, 9.545454545454547)","(7.5, 8.6, 8.411764705882353)","(7.5, 8.8, 8.665)","(101.0, 170.0, 157.14285714285714)","(10.0, 12.5, 12.25)"
07-01-2023 16:06:21.795959,"(18.0, 26.0, 25.5)","(18.0, 25.0, 24.928571428571427)","(7.5, 8.0, 7.792)","(11.0, 13.0, 12.89622641509434)","(31.0, 42.0, 38.57142857142857)","(61.0, 130.0, 100.0)","(3.3, 4.1, 4.073831775700934)","(8.0, 9.8, 9.545454545454547)","(7.5, 8.6, 8.411764705882353)","(7.5, 8.8, 8.665)","(101.0, 170.0, 157.14285714285714)","(10.0, 12.5, 12.25)"
07-01-2023 16:06:23.222177,"(18.0, 26.0, 25.5)","(18.0, 26.0, 24.928571428571427)","(7.5, 8.0, 7.792)","(11.0, 13.0, 12.885416666666666)","(31.0, 42.0, 38.57142857142857)","(61.0, 130.0, 100.0)","(3.3, 4.1, 4.073831775700934)","(8.0, 9.8, 9.545454545454547)","(7.5, 8.6, 8.411764705882353)","(7.5, 8.8, 8.665)","(101.0, 170.0, 157.14285714285714)","(10.0, 12.5, 12.25)"
07-01-2023 16:06:24.640453,"(18.0, 26.0, 25.5)","(18.0, 26.0, 24.5)","(7.5, 8.0, 7.91764705882353)","(11.0, 13.0, 12.862745098039216)","(31.0, 42.0, 38.57142857142857)","(61.0, 130.0, 100.0)","(3.3, 4.1, 4.074999999999999)","(8.0, 9.8, 9.545454545454547)","(7.5, 8.6, 8.40952380952381)","(7.5, 8.8, 8.665)","(101.0, 170.0, 157.14285714285714)","(10.0, 12.5, 12.166666666666666)"
07-01-2023 16:06:26.126542,"(18.0, 26.0, 25.5)","(18.0, 26.0, 24.82608695652174)","(7.5, 8.0, 7.91764705882353)","(11.0, 13.0, 12.862745098039216)","(31.0, 42.0, 39.473684210526315)","(61.0, 130.0, 100.0)","(3.3, 4.1, 4.074647887323944)","(8.0, 9.8, 9.545454545454547)","(7.5, 8.6, 8.608695652173912)","(7.5, 8.8, 8.665)","(101.0, 170.0, 157.14285714285714)","(10.0, 12.5, 11.954545454545455)"
07-01-2023 16:06:27.623893,"(18.0, 26.0, 25.5)","(18.0, 25.0, 24.75)","(7.5, 8.0, 7.91764705882353)","(11.0, 13.0, 12.862745098039216)","(31.0, 42.0, 39.1764705882353)","(61.0, 130.0, 100.0)","(3.3, 4.1, 4.045714285714285)","(8.0, 9.8, 9.545454545454547)","(7.5, 8.8, 8.603333333333333)","(7.5, 8.8, 8.665)","(101.0, 170.0, 157.14285714285714)","(10.0, 12.0, 11.950617283950617)"
07-01-2023 16:06:29.105753,"(18.0, 26.0, 25.5)","(18.0, 25.0, 24.75)","(7.5, 8.0, 7.91764705882353)","(11.0, 13.0, 12.862745098039216)","(31.0, 42.0, 39.1764705882353)","(61.0, 130.0, 100.0)","(3.3, 4.1, 4.045714285714285)","(8.0, 9.8, 9.545454545454547)","(7.5, 8.8, 8.603333333333333)","(7.5, 8.8, 8.665)","(101.0, 170.0, 157.14285714285714)","(10.0, 12.0, 11.950617283950617)"
07-01-2023 16:06:30.458332,"(18.0, 26.0, 25.53488372093023)","(18.0, 25.0, 24.75)","(7.5, 8.2, 8.037037037037036)","(11.0, 13.0, 12.862745098039216)","(31.0, 42.0, 38.0)","(61.0, 130.0, 100.0)","(3.3, 4.1, 4.045)","(8.0, 9.8, 9.545454545454547)","(7.5, 8.6, 8.573333333333332)","(7.5, 8.8, 8.665)","(101.0, 170.0, 157.14285714285714)","(10.0, 12.0, 11.950617283950617)"
07-01-2023 16:06:31.773604,"(18.0, 26.0, 25.53488372093023)","(18.0, 25.0, 24.75)","(7.5, 8.2, 8.037037037037036)","(11.0, 13.0, 12.862745098039216)","(31.0, 42.0, 38.0)","(61.0, 130.0, 100.0)","(3.3, 4.1, 4.045)","(8.0, 9.8, 9.545454545454547)","(7.5, 8.6, 8.573333333333332)","(7.5, 8.8, 8.665)","(101.0, 170.0, 157.14285714285714)","(10.0, 12.0, 11.950617283950617)"
07-01-2023 16:06:33.147923,"(18.0, 26.0, 25.53488372093023)","(18.0, 25.0, 24.75)","(7.5, 8.2, 8.037037037037036)","(11.0, 13.0, 12.862745098039216)","(31.0, 42.0, 38.0)","(61.0, 130.0, 100.0)","(3.3, 4.1, 4.0562499999999995)","(8.0, 9.8, 9.545454545454547)","(7.5, 8.6, 8.463414634146341)","(7.5, 8.8, 8.685106382978724)","(101.0, 170.0, 157.14285714285714)","(10.0, 12.0, 11.940298507462687)"
07-01-2023 16:06:34.576082,"(18.0, 26.0, 25.53488372093023)","(18.0, 25.0, 24.75)","(7.5, 8.2, 8.037037037037036)","(11.0, 13.0, 12.862745098039216)","(31.0, 42.0, 38.0)","(61.0, 130.0, 100.0)","(3.3, 4.1, 4.0562499999999995)","(8.0, 9.8, 9.533333333333333)","(7.5, 8.6, 8.406896551724138)","(7.5, 8.8, 8.685106382978724)","(101.0, 170.0, 157.14285714285714)","(10.0, 12.0, 11.940298507462687)"
07-01-2023 16:06:35.961049,"(18.0, 26.0, 25.53488372093023)","(18.0, 25.0, 24.75)","(7.5, 8.2, 8.050980392156863)","(11.0, 13.0, 12.772727272727273)","(31.0, 42.0, 38.0)","(61.0, 130.0, 100.0)","(3.3, 4.1, 4.050877192982456)","(8.0, 9.8, 9.533333333333333)","(7.5, 8.6, 8.406896551724138)","(7.5, 8.8, 8.665)","(101.0, 170.0, 157.14285714285714)","(10.0, 12.0, 11.940298507462687)"
07-01-2023 16:06:37.419288,"(18.0, 26.0, 25.53488372093023)","(18.0, 25.0, 25.210526315789473)","(7.5, 8.2, 8.050980392156863)","(11.0, 13.0, 12.772727272727273)","(31.0, 42.0, 37.411764705882355)","(61.0, 130.0, 100.0)","(3.3, 4.1, 4.050877192982456)","(8.0, 9.8, 9.533333333333333)","(7.5, 8.6, 8.406896551724138)","(7.5, 8.8, 8.665)","(101.0, 170.0, 157.14285714285714)","(10.0, 12.0, 11.940298507462687)"
07-01-2023 16:06:38.805777,"(18.0, 26.0, 25.434782608695652)","(18.0, 26.0, 25.210526315789473)","(7.5, 8.2, 8.050980392156863)","(11.0, 13.0, 12.772727272727273)","(31.0, 42.0, 37.411764705882355)","(61.0, 130.0, 100.0)","(3.3, 4.1, 4.039428571428571)","(8.0, 9.8, 9.533333333333333)","(7.5, 8.6, 8.406896551724138)","(7.5, 8.8, 8.685106382978724)","(101.0, 170.0, 157.14285714285714)","(10.0, 12.0, 11.940298507462687)"
07-01-2023 16:06:40.270298,"(18.0, 26.0, 25.434782608695652)","(18.0, 26.0, 25.210526315789473)","(7.5, 8.2, 8.113636363636363)","(11.0, 13.0, 12.772727272727273)","(31.0, 42.0, 37.411764705882355)","(61.0, 130.0, 100.0)","(3.3, 4.1, 4.039428571428571)","(8.0, 9.8, 9.533333333333333)","(7.5, 8.6, 8.406896551724138)","(7.5, 8.8, 8.685106382978724)","(101.0, 170.0, 157.14285714285714)","(10.0, 12.0, 11.940298507462687)"
07-01-2023 16:06:41.668835,"(18.0, 26.0, 25.434782608695652)","(18.0, 26.0, 25.210526315789473)","(7.5, 8.2, 8.16470588235294)","(11.0, 13.0, 12.923076923076923)","(31.0, 42.0, 40.23529411764706)","(61.0, 130.0, 100.0)","(3.3, 4.1, 4.039428571428571)","(8.0, 9.8, 9.533333333333333)","(7.5, 8.6, 8.406896551724138)","(7.5, 8.8, 8.643243243243242)","(101.0, 170.0, 157.14285714285714)","(10.0, 12.0, 11.940298507462687)"
07-01-2023 16:06:43.040559,"(18.0, 26.0, 25.434782608695652)","(18.0, 26.0, 24.75)","(7.5, 8.2, 8.172839506172838)","(11.0, 13.0, 12.911111111111111)","(31.0, 42.0, 37.95918367346939)","(61.0, 130.0, 100.0)","(3.3, 4.1, 4.042073170731707)","(8.0, 9.8, 9.533333333333333)","(7.5, 8.6, 8.664285714285715)","(7.5, 8.8, 8.643243243243242)","(101.0, 170.0, 157.14285714285714)","(10.0, 12.0, 11.940298507462687)"
07-01-2023 16:06:44.385151,"(18.0, 26.0, 25.434782608695652)","(18.0, 25.0, 24.75)","(7.5, 8.2, 8.172839506172838)","(11.0, 13.0, 12.911111111111111)","(31.0, 44.0, 37.95918367346939)","(61.0, 130.0, 100.0)","(3.3, 4.1, 4.042073170731707)","(8.0, 9.8, 9.644444444444446)","(7.5, 8.8, 8.535849056603775)","(7.5, 8.8, 8.643243243243242)","(101.0, 170.0, 155.0)","(10.0, 12.0, 11.835227272727273)"
07-01-2023 16:06:45.750082,"(18.0, 26.0, 25.434782608695652)","(18.0, 25.0, 24.714285714285715)","(7.5, 8.4, 8.294117647058824)","(11.0, 13.0, 12.911111111111111)","(31.0, 44.0, 38.983050847457626)","(61.0, 130.0, 109.23076923076923)","(3.3, 4.1, 4.039873417721519)","(8.0, 9.8, 9.644444444444446)","(7.5, 8.8, 8.535849056603775)","(7.5, 8.8, 8.643243243243242)","(101.0, 170.0, 155.0)","(10.0, 12.0, 11.851190476190476)"
07-01-2023 16:06:47.147553,"(18.0, 26.0, 25.434782608695652)","(18.0, 25.0, 24.75)","(7.5, 8.4, 8.444444444444445)","(11.0, 13.0, 12.86046511627907)","(31.0, 44.0, 38.61818181818182)","(61.0, 130.0, 107.5)","(3.3, 4.1, 4.025373134328358)","(8.0, 9.8, 9.644444444444446)","(7.5, 8.8, 8.388235294117647)","(7.5, 8.8, 8.694117647058823)","(101.0, 170.0, 155.0)","(10.0, 12.0, 12.068965517241379)"
07-01-2023 16:06:48.562019,"(18.0, 26.0, 24.470588235294116)","(18.0, 25.0, 24.75)","(7.5, 8.6, 8.444444444444445)","(11.0, 13.0, 12.86046511627907)","(31.0, 44.0, 38.61818181818182)","(61.0, 130.0, 107.5)","(3.3, 4.1, 4.025373134328358)","(8.0, 9.8, 9.644444444444446)","(7.5, 8.4, 8.388235294117647)","(7.5, 8.8, 8.694117647058823)","(101.0, 170.0, 155.0)","(10.0, 12.5, 12.055555555555555)"
07-01-2023 16:06:49.937859,"(18.0, 25.0, 23.615384615384617)","(18.0, 26.0, 25.09090909090909)","(7.5, 8.6, 8.545762711864407)","(11.0, 13.0, 12.837837837837839)","(31.0, 42.0, 39.2)","(61.0, 130.0, 107.5)","(3.3, 4.1, 4.020634920634921)","(8.0, 9.8, 9.644444444444446)","(7.5, 8.6, 8.542105263157895)","(7.5, 8.8, 8.725)","(101.0, 170.0, 155.0)","(10.0, 12.5, 11.996062992125985)"
07-01-2023 16:06:51.356604,"(18.0, 25.0, 23.615384615384617)","(18.0, 26.0, 25.09090909090909)","(7.5, 8.6, 8.545762711864407)","(11.0, 13.0, 12.818181818181818)","(31.0, 40.0, 40.8)","(61.0, 130.0, 109.23076923076923)","(3.3, 4.1, 3.998901098901099)","(8.0, 9.8, 9.644444444444446)","(7.5, 8.6, 8.545679012345678)","(7.5, 8.8, 8.725)","(101.0, 170.0, 155.0)","(10.0, 12.5, 12.01639344262295)"
07-01-2023 16:06:52.791074,"(18.0, 25.0, 23.615384615384617)","(18.0, 26.0, 25.09090909090909)","(7.5, 8.6, 8.545762711864407)","(11.0, 13.0, 12.818181818181818)","(31.0, 42.0, 40.8)","(61.0, 130.0, 109.23076923076923)","(3.3, 4.0, 4.027007299270073)","(8.0, 9.8, 9.644444444444446)","(7.5, 8.6, 8.545679012345678)","(7.5, 8.8, 8.725)","(101.0, 170.0, 155.0)","(10.0, 12.5, 12.01639344262295)"
07-01-2023 16:06:54.240341,"(18.0, 25.0, 23.615384615384617)","(18.0, 26.0, 25.0)","(7.5, 8.6, 8.511864406779662)","(11.0, 13.0, 12.42)","(31.0, 42.0, 40.8)","(61.0, 130.0, 115.625)","(3.3, 4.1, 4.027007299270073)","(8.0, 9.8, 9.644444444444446)","(7.5, 8.6, 8.545679012345678)","(7.5, 8.8, 8.7)","(101.0, 170.0, 155.0)","(10.0, 12.5, 12.01639344262295)"
07-01-2023 16:06:55.695780,"(18.0, 25.0, 23.071428571428573)","(18.0, 26.0, 25.0)","(7.5, 8.6, 8.67142857142857)","(11.0, 12.5, 12.477272727272727)","(31.0, 42.0, 40.8)","(61.0, 120.0, 116.5)","(3.3, 4.1, 4.027536231884058)","(8.0, 9.8, 9.52)","(7.5, 8.6, 8.545679012345678)","(7.5, 8.8, 8.729411764705883)","(101.0, 200.0, 175.0)","(10.0, 12.5, 12.01639344262295)"
07-01-2023 16:06:57.098054,"(18.0, 25.0, 23.071428571428573)","(18.0, 26.0, 25.0)","(7.5, 8.8, 8.671186440677968)","(11.0, 12.5, 12.477272727272727)","(31.0, 42.0, 40.8)","(61.0, 120.0, 116.5)","(3.3, 4.1, 4.020212765957447)","(8.0, 9.8, 9.584615384615384)","(7.5, 8.6, 8.545679012345678)","(7.5, 8.8, 8.729411764705883)","(101.0, 200.0, 180.0)","(10.0, 12.5, 11.873333333333333)"
07-01-2023 16:06:58.600467,"(18.0, 25.0, 23.071428571428573)","(18.0, 26.0, 25.0)","(7.5, 8.8, 8.671186440677968)","(11.0, 12.5, 12.477272727272727)","(31.0, 42.0, 40.8)","(61.0, 120.0, 116.5)","(3.3, 4.1, 4.020212765957447)","(8.0, 9.8, 9.584615384615384)","(7.5, 8.6, 8.545679012345678)","(7.5, 8.8, 8.580582524271845)","(101.0, 200.0, 196.42857142857144)","(10.0, 12.0, 11.846666666666668)"
07-01-2023 16:07:00.002129,"(18.0, 25.0, 22.833333333333332)","(18.0, 26.0, 25.0)","(7.5, 8.8, 8.726530612244899)","(11.0, 12.5, 12.357142857142858)","(31.0, 42.0, 38.666666666666664)","(61.0, 120.0, 116.5)","(3.3, 4.1, 4.020212765957447)","(8.0, 9.8, 9.584615384615384)","(7.5, 8.6, 8.545679012345678)","(7.5, 8.6, 8.771717171717173)","(101.0, 200.0, 196.55172413793105)","(10.0, 12.0, 11.866197183098592)"
07-01-2023 16:07:01.386061,"(18.0, 25.0, 22.833333333333332)","(18.0, 26.0, 25.0)","(7.5, 8.8, 8.726530612244899)","(11.0, 12.5, 12.166666666666666)","(31.0, 40.0, 38.666666666666664)","(61.0, 120.0, 116.5)","(3.3, 4.1, 4.020212765957447)","(8.0, 9.8, 9.584615384615384)","(7.5, 8.6, 8.545679012345678)","(7.5, 8.8, 8.57391304347826)","(101.0, 200.0, 196.55172413793105)","(10.0, 12.0, 11.85135135135135)"
07-01-2023 16:07:02.721913,"(18.0, 25.0, 22.833333333333332)","(18.0, 26.0, 25.0)","(7.5, 8.8, 8.544444444444444)","(11.0, 12.5, 12.133333333333333)","(31.0, 40.0, 38.666666666666664)","(61.0, 120.0, 116.5)","(3.3, 4.1, 4.017431192660551)","(8.0, 9.8, 10.258536585365853)","(7.5, 8.6, 8.572727272727274)","(7.5, 8.6, 8.553846153846154)","(101.0, 200.0, 196.55172413793105)","(10.0, 12.0, 11.806666666666667)"
07-01-2023 16:07:04.126094,"(18.0, 25.0, 22.833333333333332)","(18.0, 26.0, 25.333333333333332)","(7.5, 8.6, 8.544444444444444)","(11.0, 12.5, 12.133333333333333)","(31.0, 40.0, 38.666666666666664)","(61.0, 120.0, 116.5)","(3.3, 4.1, 3.9757225433526013)","(8.0, 10.5, 9.85)","(7.5, 8.8, 8.558333333333334)","(7.5, 8.6, 8.553846153846154)","(101.0, 200.0, 196.55172413793105)","(10.0, 12.0, 11.786764705882353)"
07-01-2023 16:07:05.579785,"(18.0, 25.0, 22.833333333333332)","(18.0, 26.0, 25.333333333333332)","(7.5, 8.6, 8.501369863013698)","(11.0, 12.5, 12.104651162790697)","(31.0, 40.0, 41.707317073170735)","(61.0, 120.0, 117.85714285714286)","(3.3, 4.0, 3.9842307692307695)","(8.0, 10.5, 10.032)","(7.5, 8.8, 8.451351351351352)","(7.5, 8.6, 8.318367346938775)","(101.0, 200.0, 190.0)","(10.0, 12.0, 11.213483146067416)"
07-01-2023 16:07:06.969631,"(18.0, 25.0, 24.511111111111113)","(18.0, 26.0, 25.333333333333332)","(7.5, 8.8, 8.717241379310346)","(11.0, 12.5, 11.7)","(31.0, 42.0, 41.707317073170735)","(61.0, 120.0, 117.85714285714286)","(3.3, 4.0, 4.026553672316384)","(8.0, 10.5, 10.032)","(7.5, 8.6, 8.416666666666668)","(7.5, 8.4, 8.185263157894736)","(101.0, 200.0, 201.8181818181818)","(10.0, 11.5, 11.171686746987952)"
07-01-2023 16:07:08.451753,"(18.0, 25.0, 24.83783783783784)","(18.0, 26.0, 25.333333333333332)","(7.5, 8.8, 8.76198347107438)","(11.0, 12.5, 12.029411764705882)","(31.0, 42.0, 41.707317073170735)","(61.0, 120.0, 117.85714285714286)","(3.3, 4.1, 4.026553672316384)","(8.0, 10.5, 10.032)","(7.5, 8.6, 8.416666666666668)","(7.5, 8.2, 8.184615384615384)","(101.0, 220.0, 225.0)","(10.0, 11.5, 11.220125786163521)"
07-01-2023 16:07:09.935881,"(18.0, 25.0, 24.83783783783784)","(18.0, 26.0, 25.333333333333332)","(7.5, 8.8, 8.76198347107438)","(11.0, 12.5, 12.029411764705882)","(31.0, 42.0, 41.707317073170735)","(61.0, 120.0, 117.85714285714286)","(3.3, 4.1, 4.026553672316384)","(8.0, 10.5, 9.93125)","(7.5, 8.6, 8.416666666666668)","(7.5, 8.2, 8.184615384615384)","(101.0, 230.0, 225.0)","(10.0, 11.5, 11.207236842105264)"
