,Splash Some Cash,Run For Glory,Heir Of Tavistock,Tubby Two Tracks,Grinzinger Allee,Midnight Brawler,Metro Legend,Annika,Obi,Star Espresso,Enbarr,Fox Dor
07-01-2023 15:58:23.682211,"(17.0, 23.0, 22.565217391304348)","(17.0, 24.0, 22.666666666666668)","(7.5, 10.5, 10.15)","(11.0, 15.0, 14.263157894736842)","(31.0, 50.0, 48.0)","(41.0, 70.0, 63.333333333333336)","(2.9, 3.7, 3.6907894736842106)","(8.0, 12.0, 10.588235294117647)","(7.5, 9.0, 8.377777777777776)","(7.5, 9.0, 8.921739130434782)","(91.0, 160.0, 150.0)","(10.0, 12.5, 12.19047619047619)"
07-01-2023 15:58:25.163743,"(17.0, 23.0, 22.565217391304348)","(17.0, 24.0, 22.666666666666668)","(7.5, 10.5, 10.15)","(11.0, 15.0, 14.263157894736842)","(31.0, 50.0, 48.0)","(41.0, 70.0, 63.333333333333336)","(2.9, 3.7, 3.6907894736842106)","(8.0, 12.0, 10.588235294117647)","(7.5, 9.0, 8.377777777777776)","(7.5, 9.0, 8.921739130434782)","(91.0, 160.0, 150.0)","(10.0, 12.5, 12.19047619047619)"
07-01-2023 15:58:26.630678,"(17.0, 22.0, 21.94736842105263)","(17.0, 24.0, 22.666666666666668)","(7.5, 10.5, 10.15)","(11.0, 15.0, 14.263157894736842)","(31.0, 50.0, 48.0)","(41.0, 70.0, 63.333333333333336)","(2.9, 3.7, 3.6907894736842106)","(8.0, 12.0, 10.588235294117647)","(7.5, 9.0, 8.377777777777776)","(7.5, 9.0, 8.921739130434782)","(91.0, 160.0, 150.0)","(10.0, 12.5, 12.19047619047619)"
07-01-2023 15:58:28.042777,"(17.0, 22.0, 21.94736842105263)","(17.0, 24.0, 22.666666666666668)","(7.5, 10.5, 10.392307692307693)","(11.0, 15.0, 14.263157894736842)","(31.0, 50.0, 48.0)","(41.0, 70.0, 63.333333333333336)","(2.9, 3.7, 3.6907894736842106)","(8.0, 12.0, 10.588235294117647)","(7.5, 9.0, 8.377777777777776)","(7.5, 9.0, 8.921739130434782)","(91.0, 160.0, 150.0)","(10.0, 12.5, 12.19047619047619)"
07-01-2023 15:58:29.452911,"(17.0, 22.0, 21.94736842105263)","(17.0, 24.0, 22.666666666666668)","(7.5, 10.5, 10.392307692307693)","(11.0, 15.0, 14.263157894736842)","(31.0, 50.0, 48.0)","(41.0, 70.0, 63.333333333333336)","(2.9, 3.7, 3.6907894736842106)","(8.0, 12.0, 10.588235294117647)","(7.5, 9.0, 8.377777777777776)","(7.5, 9.0, 8.921739130434782)","(91.0, 160.0, 150.0)","(10.0, 12.5, 12.19047619047619)"
07-01-2023 15:58:30.885945,"(17.0, 22.0, 21.94736842105263)","(17.0, 24.0, 22.666666666666668)","(7.5, 10.5, 10.392307692307693)","(11.0, 15.0, 14.263157894736842)","(31.0, 50.0, 48.0)","(41.0, 70.0, 63.333333333333336)","(2.9, 3.7, 3.687012987012987)","(8.0, 12.0, 10.588235294117647)","(7.5, 9.0, 8.377777777777776)","(7.5, 9.0, 8.921739130434782)","(91.0, 160.0, 145.71428571428572)","(10.0, 12.5, 12.19047619047619)"
07-01-2023 15:58:32.365450,"(17.0, 22.0, 21.94736842105263)","(17.0, 24.0, 21.5)","(7.5, 10.5, 10.392307692307693)","(11.0, 15.0, 14.263157894736842)","(31.0, 50.0, 48.0)","(41.0, 70.0, 63.333333333333336)","(2.9, 3.7, 3.687012987012987)","(8.0, 12.0, 10.166666666666668)","(7.5, 9.0, 8.377777777777776)","(7.5, 9.0, 8.921739130434782)","(91.0, 160.0, 145.71428571428572)","(10.0, 12.5, 12.19047619047619)"
07-01-2023 15:58:33.850614,"(17.0, 22.0, 21.94736842105263)","(17.0, 23.0, 21.5)","(7.5, 10.5, 10.392307692307693)","(11.0, 15.0, 14.263157894736842)","(31.0, 50.0, 48.0)","(41.0, 70.0, 63.333333333333336)","(2.9, 3.7, 3.687012987012987)","(8.0, 12.0, 10.166666666666668)","(7.5, 9.0, 8.377777777777776)","(7.5, 9.0, 8.921739130434782)","(91.0, 160.0, 145.71428571428572)","(10.0, 12.5, 12.19047619047619)"
07-01-2023 15:58:35.305669,"(17.0, 22.0, 21.94736842105263)","(17.0, 23.0, 20.857142857142858)","(7.5, 10.5, 10.392307692307693)","(11.0, 15.0, 14.263157894736842)","(31.0, 50.0, 48.0)","(41.0, 70.0, 63.333333333333336)","(2.9, 3.7, 3.687012987012987)","(8.0, 12.0, 10.842105263157896)","(7.5, 9.0, 8.377777777777776)","(7.5, 9.0, 8.921739130434782)","(91.0, 160.0, 145.71428571428572)","(10.0, 12.5, 12.19047619047619)"
07-01-2023 15:58:36.747756,"(17.0, 22.0, 21.94736842105263)","(17.0, 23.0, 20.857142857142858)","(7.5, 10.5, 10.392307692307693)","(11.0, 15.0, 14.263157894736842)","(31.0, 50.0, 48.0)","(41.0, 70.0, 63.333333333333336)","(2.9, 3.7, 3.687012987012987)","(8.0, 12.0, 10.842105263157896)","(7.5, 9.0, 8.84)","(7.5, 9.0, 8.921739130434782)","(91.0, 160.0, 145.71428571428572)","(10.0, 12.5, 12.19047619047619)"
07-01-2023 15:58:38.244374,"(17.0, 22.0, 21.94736842105263)","(17.0, 23.0, 20.857142857142858)","(7.5, 10.5, 10.392307692307693)","(11.0, 15.0, 14.263157894736842)","(31.0, 50.0, 48.0)","(41.0, 70.0, 63.333333333333336)","(2.9, 3.7, 3.7407488986784143)","(8.0, 12.0, 10.625)","(7.5, 9.8, 9.266666666666667)","(7.5, 9.0, 8.921739130434782)","(91.0, 160.0, 145.71428571428572)","(10.0, 12.5, 12.19047619047619)"
07-01-2023 15:58:39.704309,"(17.0, 22.0, 21.94736842105263)","(17.0, 23.0, 20.857142857142858)","(7.5, 10.5, 10.392307692307693)","(11.0, 15.0, 14.263157894736842)","(31.0, 50.0, 48.0)","(41.0, 70.0, 63.333333333333336)","(2.9, 3.75, 3.7407488986784143)","(8.0, 12.0, 10.625)","(7.5, 9.8, 9.266666666666667)","(7.5, 9.0, 8.921739130434782)","(91.0, 160.0, 145.71428571428572)","(10.0, 12.5, 12.19047619047619)"
07-01-2023 15:58:41.058022,"(17.0, 22.0, 21.94736842105263)","(17.0, 23.0, 20.857142857142858)","(7.5, 10.5, 10.392307692307693)","(11.0, 15.0, 14.263157894736842)","(31.0, 50.0, 48.0)","(41.0, 70.0, 63.333333333333336)","(2.9, 3.75, 3.7407488986784143)","(8.0, 12.0, 10.166666666666668)","(7.5, 9.8, 9.053333333333333)","(7.5, 9.0, 8.921739130434782)","(91.0, 160.0, 145.71428571428572)","(10.0, 12.5, 12.19047619047619)"
07-01-2023 15:58:42.448559,"(17.0, 22.0, 21.94736842105263)","(17.0, 23.0, 20.857142857142858)","(7.5, 10.5, 10.392307692307693)","(11.0, 15.0, 14.263157894736842)","(31.0, 50.0, 48.0)","(41.0, 70.0, 63.333333333333336)","(2.9, 3.75, 3.734848484848485)","(8.0, 12.0, 10.166666666666668)","(7.5, 9.8, 9.053333333333333)","(7.5, 9.0, 8.921739130434782)","(91.0, 160.0, 145.71428571428572)","(10.0, 12.5, 12.19047619047619)"
07-01-2023 15:58:43.886336,"(17.0, 22.0, 21.94736842105263)","(17.0, 23.0, 20.857142857142858)","(7.5, 10.5, 10.392307692307693)","(11.0, 15.0, 14.263157894736842)","(31.0, 50.0, 48.0)","(41.0, 70.0, 60.666666666666664)","(2.9, 3.75, 3.734848484848485)","(8.0, 12.0, 10.625)","(7.5, 9.8, 9.053333333333333)","(7.5, 9.0, 8.921739130434782)","(91.0, 160.0, 145.71428571428572)","(10.0, 12.5, 12.19047619047619)"
07-01-2023 15:58:45.413015,"(17.0, 22.0, 21.94736842105263)","(17.0, 23.0, 20.857142857142858)","(7.5, 10.5, 10.6)","(11.0, 15.0, 14.263157894736842)","(31.0, 50.0, 48.0)","(41.0, 70.0, 60.666666666666664)","(2.9, 3.75, 3.735042735042735)","(8.0, 12.0, 10.166666666666668)","(7.5, 9.8, 9.053333333333333)","(7.5, 9.0, 8.921739130434782)","(91.0, 160.0, 135.0)","(10.0, 12.5, 12.19047619047619)"
07-01-2023 15:58:46.916127,"(17.0, 22.0, 23.7)","(17.0, 23.0, 20.857142857142858)","(7.5, 11.0, 10.383333333333333)","(11.0, 15.0, 14.263157894736842)","(31.0, 50.0, 48.0)","(41.0, 70.0, 57.27272727272727)","(2.9, 3.75, 3.730801687763713)","(8.0, 12.0, 10.166666666666668)","(7.5, 9.8, 8.711111111111112)","(7.5, 9.0, 8.921739130434782)","(91.0, 160.0, 135.0)","(10.0, 12.5, 12.19047619047619)"
07-01-2023 15:58:48.433344,"(17.0, 24.0, 23.347826086956523)","(17.0, 23.0, 21.2)","(7.5, 10.5, 10.383333333333333)","(11.0, 15.0, 14.555555555555555)","(31.0, 50.0, 48.0)","(41.0, 70.0, 60.666666666666664)","(2.9, 3.75, 3.735042735042735)","(8.0, 12.0, 11.272727272727273)","(7.5, 9.8, 8.711111111111112)","(7.5, 9.0, 8.989473684210527)","(91.0, 160.0, 135.0)","(10.0, 12.5, 12.378787878787879)"
07-01-2023 15:58:49.908536,"(17.0, 24.0, 22.333333333333332)","(17.0, 23.0, 21.2)","(7.5, 10.5, 10.383333333333333)","(11.0, 15.0, 14.555555555555555)","(31.0, 50.0, 48.0)","(41.0, 70.0, 60.666666666666664)","(2.9, 3.75, 3.735042735042735)","(8.0, 12.0, 11.272727272727273)","(7.5, 9.8, 8.866666666666667)","(7.5, 9.0, 8.989473684210527)","(91.0, 160.0, 135.0)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:58:51.360468,"(17.0, 24.0, 23.047619047619047)","(17.0, 23.0, 22.325)","(7.5, 10.5, 10.383333333333333)","(11.0, 15.0, 14.555555555555555)","(31.0, 50.0, 51.529411764705884)","(41.0, 70.0, 58.333333333333336)","(2.9, 3.75, 3.7329588014981274)","(8.0, 12.0, 11.0)","(7.5, 9.8, 8.866666666666667)","(7.5, 9.0, 8.989473684210527)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:58:52.817845,"(17.0, 24.0, 23.047619047619047)","(17.0, 23.0, 22.325)","(7.5, 10.5, 10.383333333333333)","(11.0, 15.0, 14.555555555555555)","(31.0, 60.0, 51.529411764705884)","(41.0, 70.0, 62.22222222222222)","(2.9, 3.75, 3.7367424242424243)","(8.0, 12.0, 11.0)","(7.5, 9.8, 8.96)","(7.5, 9.0, 8.989473684210527)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:58:54.209909,"(17.0, 24.0, 23.047619047619047)","(17.0, 23.0, 20.6)","(7.5, 10.5, 10.383333333333333)","(11.0, 15.0, 14.555555555555555)","(31.0, 60.0, 51.529411764705884)","(41.0, 70.0, 62.22222222222222)","(2.9, 3.75, 3.7367424242424243)","(8.0, 12.0, 11.0)","(7.5, 9.8, 8.96)","(7.5, 9.0, 8.989473684210527)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:58:55.862319,"(17.0, 24.0, 23.047619047619047)","(17.0, 23.0, 21.0)","(7.5, 10.5, 10.383333333333333)","(11.0, 15.0, 14.555555555555555)","(31.0, 60.0, 51.529411764705884)","(41.0, 70.0, 62.22222222222222)","(2.9, 3.75, 3.7367424242424243)","(8.0, 12.0, 11.0)","(7.5, 9.8, 8.96)","(7.5, 9.0, 8.989473684210527)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:58:57.573496,"(17.0, 24.0, 23.047619047619047)","(17.0, 23.0, 22.15625)","(7.5, 10.5, 10.383333333333333)","(11.0, 15.0, 14.555555555555555)","(31.0, 60.0, 51.529411764705884)","(41.0, 70.0, 62.22222222222222)","(2.9, 3.75, 3.7329588014981274)","(8.0, 12.0, 11.0)","(7.5, 9.8, 8.96)","(7.5, 9.0, 8.989473684210527)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:58:59.403313,"(17.0, 24.0, 23.047619047619047)","(17.0, 23.0, 22.289473684210527)","(7.5, 10.5, 10.383333333333333)","(11.0, 15.0, 14.555555555555555)","(31.0, 60.0, 51.529411764705884)","(41.0, 70.0, 62.22222222222222)","(2.9, 3.75, 3.6953488372093024)","(8.0, 12.0, 11.0)","(7.5, 9.8, 8.96)","(7.5, 9.0, 8.989473684210527)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:59:01.191623,"(17.0, 24.0, 23.047619047619047)","(17.0, 23.0, 22.289473684210527)","(7.5, 10.5, 10.383333333333333)","(11.0, 15.0, 14.555555555555555)","(31.0, 60.0, 51.529411764705884)","(41.0, 70.0, 62.22222222222222)","(2.9, 3.7, 3.6954198473282442)","(8.0, 12.0, 9.818181818181818)","(7.5, 9.8, 8.96)","(7.5, 9.0, 8.989473684210527)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:59:02.747840,"(17.0, 24.0, 22.0)","(17.0, 23.0, 20.09090909090909)","(7.5, 10.5, 10.723076923076924)","(11.0, 15.0, 14.555555555555555)","(31.0, 60.0, 50.5)","(41.0, 70.0, 62.22222222222222)","(2.9, 3.7, 3.6954198473282442)","(8.0, 12.0, 10.166666666666668)","(7.5, 9.8, 9.4)","(7.5, 9.0, 8.989473684210527)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:59:04.173184,"(17.0, 23.0, 22.0)","(17.0, 25.0, 20.764705882352942)","(7.5, 11.0, 10.505882352941176)","(11.0, 15.0, 14.555555555555555)","(31.0, 55.0, 50.5)","(41.0, 70.0, 62.22222222222222)","(2.9, 3.7, 3.6954198473282442)","(8.0, 12.0, 10.166666666666668)","(7.5, 9.8, 9.4)","(7.5, 9.0, 8.989473684210527)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:59:05.546874,"(17.0, 23.0, 22.0)","(17.0, 25.0, 20.764705882352942)","(7.5, 11.0, 10.505882352941176)","(11.0, 15.0, 14.555555555555555)","(31.0, 55.0, 50.5)","(41.0, 70.0, 62.22222222222222)","(2.9, 3.7, 3.6954198473282442)","(8.0, 12.0, 10.166666666666668)","(7.5, 9.8, 9.4)","(7.5, 9.0, 8.989473684210527)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:59:06.998615,"(17.0, 23.0, 22.0)","(17.0, 25.0, 20.764705882352942)","(7.5, 11.0, 10.505882352941176)","(11.0, 15.0, 14.555555555555555)","(31.0, 55.0, 50.5)","(41.0, 70.0, 62.22222222222222)","(2.9, 3.7, 3.6954198473282442)","(8.0, 12.0, 10.166666666666668)","(7.5, 9.8, 9.4)","(7.5, 9.0, 8.989473684210527)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:59:08.486001,"(17.0, 23.0, 22.0)","(17.0, 25.0, 22.571428571428573)","(7.5, 11.0, 10.383333333333333)","(11.0, 15.0, 14.555555555555555)","(31.0, 55.0, 50.5)","(41.0, 70.0, 62.22222222222222)","(2.9, 3.7, 3.6470472440944883)","(8.0, 12.0, 10.625)","(7.5, 9.8, 9.200000000000001)","(7.5, 9.0, 9.133333333333333)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:59:10.022737,"(17.0, 23.0, 22.0)","(17.0, 24.0, 21.727272727272727)","(7.5, 10.5, 10.181818181818182)","(11.0, 15.0, 14.555555555555555)","(31.0, 55.0, 50.5)","(41.0, 70.0, 62.22222222222222)","(2.9, 3.65, 3.6333333333333333)","(8.0, 12.0, 10.842105263157896)","(7.5, 9.8, 9.200000000000001)","(7.5, 9.2, 9.166666666666666)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:59:11.483931,"(17.0, 23.0, 22.0)","(17.0, 24.0, 21.727272727272727)","(7.5, 10.5, 10.181818181818182)","(11.0, 15.0, 14.555555555555555)","(31.0, 55.0, 50.5)","(41.0, 70.0, 62.22222222222222)","(2.9, 3.65, 3.6333333333333333)","(8.0, 12.0, 10.842105263157896)","(7.5, 9.8, 9.200000000000001)","(7.5, 9.2, 9.166666666666666)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:59:12.892534,"(17.0, 23.0, 22.0)","(17.0, 24.0, 21.727272727272727)","(7.5, 10.5, 10.181818181818182)","(11.0, 15.0, 14.555555555555555)","(31.0, 55.0, 50.5)","(41.0, 70.0, 62.22222222222222)","(2.9, 3.65, 3.6333333333333333)","(8.0, 12.0, 10.842105263157896)","(7.5, 9.8, 9.200000000000001)","(7.5, 9.2, 9.166666666666666)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:59:14.458877,"(17.0, 23.0, 22.0)","(17.0, 24.0, 21.727272727272727)","(7.5, 10.5, 10.181818181818182)","(11.0, 15.0, 14.555555555555555)","(31.0, 55.0, 50.5)","(41.0, 70.0, 62.22222222222222)","(2.9, 3.65, 3.6333333333333333)","(8.0, 12.0, 11.323076923076924)","(7.5, 9.8, 9.200000000000001)","(7.5, 9.2, 9.166666666666666)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:59:15.994018,"(17.0, 23.0, 22.0)","(17.0, 24.0, 21.727272727272727)","(7.5, 10.5, 10.181818181818182)","(11.0, 15.0, 14.555555555555555)","(31.0, 55.0, 50.5)","(41.0, 70.0, 62.22222222222222)","(2.9, 3.65, 3.6333333333333333)","(8.0, 12.0, 11.323076923076924)","(7.5, 9.8, 9.200000000000001)","(7.5, 9.2, 9.166666666666666)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:59:17.348508,"(17.0, 25.0, 24.705882352941178)","(17.0, 24.0, 20.875)","(7.5, 10.5, 10.181818181818182)","(11.0, 15.0, 14.555555555555555)","(31.0, 60.0, 51.529411764705884)","(41.0, 70.0, 62.22222222222222)","(2.9, 3.65, 3.6333333333333333)","(8.0, 12.0, 11.2)","(7.5, 9.8, 9.200000000000001)","(7.5, 9.2, 9.166666666666666)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:59:18.747591,"(17.0, 25.0, 24.705882352941178)","(17.0, 24.0, 20.875)","(7.5, 10.5, 10.05)","(11.0, 15.0, 14.555555555555555)","(31.0, 60.0, 53.84615384615385)","(41.0, 70.0, 62.22222222222222)","(2.9, 3.65, 3.6333333333333333)","(8.0, 12.0, 11.413333333333334)","(7.5, 9.8, 9.200000000000001)","(7.5, 9.2, 9.166666666666666)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:59:20.135767,"(17.0, 25.0, 24.705882352941178)","(17.0, 24.0, 20.875)","(7.5, 10.5, 10.05)","(11.0, 15.0, 14.555555555555555)","(31.0, 60.0, 53.84615384615385)","(41.0, 70.0, 62.22222222222222)","(2.9, 3.65, 3.6333333333333333)","(8.0, 12.0, 11.413333333333334)","(7.5, 9.8, 9.200000000000001)","(7.5, 9.2, 9.166666666666666)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:59:21.573487,"(17.0, 25.0, 24.705882352941178)","(17.0, 24.0, 20.875)","(7.5, 10.5, 10.05)","(11.0, 15.0, 14.555555555555555)","(31.0, 60.0, 53.84615384615385)","(41.0, 70.0, 62.22222222222222)","(2.9, 3.65, 3.6333333333333333)","(8.0, 12.0, 11.413333333333334)","(7.5, 9.8, 9.200000000000001)","(7.5, 9.2, 9.166666666666666)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:59:23.180459,"(17.0, 25.0, 24.705882352941178)","(17.0, 24.0, 20.875)","(7.5, 10.5, 10.05)","(11.0, 15.0, 14.555555555555555)","(31.0, 60.0, 51.529411764705884)","(41.0, 70.0, 62.22222222222222)","(2.9, 3.65, 3.6333333333333333)","(8.0, 12.0, 11.413333333333334)","(7.5, 9.8, 9.200000000000001)","(7.5, 9.2, 9.166666666666666)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:59:24.713694,"(17.0, 25.0, 24.705882352941178)","(17.0, 24.0, 20.875)","(7.5, 10.5, 10.05)","(11.0, 15.0, 14.555555555555555)","(31.0, 60.0, 50.30769230769231)","(41.0, 70.0, 62.22222222222222)","(2.9, 3.65, 3.6333333333333333)","(8.0, 12.0, 11.536842105263158)","(7.5, 9.8, 9.200000000000001)","(7.5, 9.2, 9.166666666666666)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:59:26.237238,"(17.0, 25.0, 24.705882352941178)","(17.0, 24.0, 20.875)","(7.5, 10.5, 10.05)","(11.0, 15.0, 14.555555555555555)","(31.0, 60.0, 52.22222222222222)","(41.0, 70.0, 62.22222222222222)","(2.9, 3.65, 3.6333333333333333)","(8.0, 12.0, 10.857142857142858)","(7.5, 9.8, 9.200000000000001)","(7.5, 9.2, 9.600000000000001)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:59:27.862263,"(17.0, 25.0, 24.705882352941178)","(17.0, 24.0, 20.875)","(7.5, 10.5, 10.21875)","(11.0, 15.0, 14.555555555555555)","(31.0, 60.0, 50.30769230769231)","(41.0, 70.0, 62.22222222222222)","(2.9, 3.65, 3.6333333333333333)","(8.0, 12.0, 11.5)","(7.5, 9.8, 9.200000000000001)","(7.5, 9.8, 9.466666666666667)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:59:29.353989,"(17.0, 25.0, 24.705882352941178)","(17.0, 24.0, 20.875)","(7.5, 10.5, 10.21875)","(11.0, 15.0, 14.555555555555555)","(31.0, 60.0, 50.30769230769231)","(41.0, 70.0, 62.22222222222222)","(2.9, 3.65, 3.6464454976303315)","(8.0, 12.0, 11.5)","(7.5, 9.8, 9.200000000000001)","(7.5, 9.8, 9.600000000000001)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:59:30.837694,"(17.0, 25.0, 24.705882352941178)","(17.0, 24.0, 20.875)","(7.5, 10.5, 10.21875)","(11.0, 15.0, 14.555555555555555)","(31.0, 60.0, 50.30769230769231)","(41.0, 70.0, 62.22222222222222)","(2.9, 3.65, 3.617573221757322)","(8.0, 12.0, 11.5)","(7.5, 9.8, 9.200000000000001)","(7.5, 9.8, 9.642105263157895)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:59:32.325816,"(17.0, 25.0, 24.705882352941178)","(17.0, 24.0, 20.875)","(7.5, 10.5, 10.21875)","(11.0, 15.0, 14.416666666666666)","(31.0, 60.0, 50.30769230769231)","(41.0, 70.0, 62.22222222222222)","(2.9, 3.65, 3.5971563981042656)","(8.0, 12.0, 11.5)","(7.5, 9.8, 9.200000000000001)","(7.5, 9.8, 9.600000000000001)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 12.466666666666667)"
07-01-2023 15:59:33.901897,"(17.0, 25.0, 24.705882352941178)","(17.0, 24.0, 20.875)","(7.5, 10.5, 10.361538461538462)","(11.0, 15.5, 14.142857142857142)","(31.0, 60.0, 54.54545454545455)","(41.0, 70.0, 67.5)","(2.9, 3.6, 3.594392523364486)","(8.0, 12.0, 11.421052631578947)","(7.5, 9.8, 8.533333333333333)","(7.5, 9.8, 8.967441860465117)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.5, 11.719696969696969)"
07-01-2023 15:59:35.512596,"(17.0, 25.0, 24.733333333333334)","(17.0, 24.0, 20.875)","(7.5, 10.5, 10.357142857142858)","(11.0, 14.5, 14.142857142857142)","(31.0, 60.0, 54.54545454545455)","(41.0, 70.0, 67.5)","(2.9, 3.6, 3.5971563981042656)","(8.0, 12.0, 11.421052631578947)","(7.5, 9.0, 8.533333333333333)","(7.5, 9.4, 8.967441860465117)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.0, 11.719696969696969)"
07-01-2023 15:59:37.081181,"(17.0, 25.0, 24.733333333333334)","(17.0, 24.0, 20.875)","(7.5, 10.5, 10.357142857142858)","(11.0, 14.5, 14.142857142857142)","(31.0, 60.0, 54.54545454545455)","(41.0, 70.0, 109.0)","(2.9, 3.6, 3.5971563981042656)","(8.0, 12.0, 11.214285714285715)","(7.5, 9.0, 8.533333333333333)","(7.5, 9.4, 8.967441860465117)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.0, 11.390625)"
07-01-2023 15:59:38.586773,"(17.0, 25.0, 24.733333333333334)","(17.0, 24.0, 20.875)","(7.5, 10.5, 10.357142857142858)","(11.0, 14.5, 14.045454545454545)","(31.0, 60.0, 55.714285714285715)","(41.0, 120.0, 89.0)","(2.9, 3.6, 3.5971563981042656)","(8.0, 12.0, 11.214285714285715)","(7.5, 9.0, 8.533333333333333)","(7.5, 9.4, 8.967441860465117)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.0, 11.390625)"
07-01-2023 15:59:40.100964,"(17.0, 25.0, 24.789473684210527)","(17.0, 24.0, 20.875)","(7.5, 10.5, 10.423076923076923)","(11.0, 14.5, 14.045454545454545)","(31.0, 60.0, 55.714285714285715)","(41.0, 95.0, 89.0)","(2.9, 3.6, 3.5971563981042656)","(8.0, 12.0, 11.214285714285715)","(7.5, 9.0, 8.533333333333333)","(7.5, 9.4, 8.967441860465117)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.0, 11.472972972972974)"
07-01-2023 15:59:41.667185,"(17.0, 25.0, 24.789473684210527)","(17.0, 24.0, 20.875)","(7.5, 10.5, 10.423076923076923)","(11.0, 14.5, 14.045454545454545)","(31.0, 60.0, 55.714285714285715)","(41.0, 95.0, 89.0)","(2.9, 3.6, 3.5972093023255813)","(8.0, 12.0, 11.214285714285715)","(7.5, 9.0, 8.533333333333333)","(7.5, 9.4, 8.967441860465117)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.0, 11.472972972972974)"
07-01-2023 15:59:43.166681,"(17.0, 25.0, 23.7)","(17.0, 24.0, 20.5)","(7.5, 10.5, 10.423076923076923)","(11.0, 14.5, 14.045454545454545)","(31.0, 60.0, 53.72727272727273)","(41.0, 95.0, 89.0)","(2.9, 3.6, 3.5972093023255813)","(8.0, 12.0, 11.190909090909091)","(7.5, 9.0, 8.533333333333333)","(7.5, 9.4, 8.967441860465117)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.0, 11.472972972972974)"
07-01-2023 15:59:44.621076,"(17.0, 24.0, 23.7)","(17.0, 23.0, 20.5)","(7.5, 10.5, 10.423076923076923)","(11.0, 14.5, 14.045454545454545)","(31.0, 55.0, 53.72727272727273)","(41.0, 95.0, 89.0)","(2.9, 3.6, 3.5972093023255813)","(8.0, 11.5, 11.190909090909091)","(7.5, 9.0, 8.533333333333333)","(7.5, 9.4, 8.967441860465117)","(91.0, 160.0, 126.66666666666667)","(10.0, 12.0, 11.472972972972974)"
