,Semeco,Dyerville,Cable Dancer,Alchian,Hostile Takeover,Orrong Road,Sheeza Tilly
16-12-2022 15:08:16.817349,"(2.9, 3.3, 3.287943262411347)","(3.8, 4.5, 4.413978494623656)","(13.0, 21.0, 19.833333333333332)","(9.0, 11.5, 11.011363636363637)","(15.0, 17.5, 17.28030303030303)","(4.2, 4.8, 4.739864864864865)","(14.0, 18.0, 17.685483870967744)"
16-12-2022 15:08:17.798234,"(2.9, 3.3, 3.2859504132231403)","(3.8, 4.5, 4.413978494623656)","(13.0, 21.0, 19.833333333333332)","(9.0, 11.5, 11.011363636363637)","(15.0, 17.5, 17.292857142857144)","(4.2, 4.8, 4.739864864864865)","(14.0, 18.0, 17.685483870967744)"
16-12-2022 15:08:18.772768,"(2.9, 3.3, 3.2859504132231403)","(3.8, 4.5, 4.416666666666667)","(13.0, 21.0, 19.833333333333332)","(9.0, 11.5, 11.011363636363637)","(15.0, 17.5, 17.292857142857144)","(4.2, 4.8, 4.739864864864865)","(14.0, 18.0, 17.685483870967744)"
16-12-2022 15:08:19.731108,"(2.9, 3.35, 3.309090909090909)","(3.8, 4.5, 4.416666666666667)","(13.0, 21.0, 19.75)","(9.0, 11.5, 11.011363636363637)","(15.0, 17.5, 17.292857142857144)","(4.2, 4.8, 4.775)","(14.0, 18.0, 17.685483870967744)"
16-12-2022 15:08:20.735334,"(2.9, 3.3, 3.276190476190476)","(3.8, 4.5, 4.408571428571428)","(13.0, 21.0, 19.923076923076923)","(9.0, 11.5, 10.895973154362416)","(15.0, 17.5, 17.28358208955224)","(4.2, 4.8, 4.770526315789474)","(14.0, 18.0, 17.685483870967744)"
16-12-2022 15:08:21.698869,"(2.9, 3.3, 3.276190476190476)","(3.8, 4.5, 4.408571428571428)","(13.0, 21.0, 19.923076923076923)","(9.0, 11.5, 10.895973154362416)","(15.0, 17.5, 17.28358208955224)","(4.2, 4.8, 4.770526315789474)","(14.0, 18.0, 17.685483870967744)"
16-12-2022 15:08:22.739544,"(2.9, 3.3, 3.276190476190476)","(3.8, 4.5, 4.408571428571428)","(13.0, 21.0, 20.045454545454547)","(9.0, 11.5, 10.906896551724138)","(15.0, 17.5, 17.25423728813559)","(4.2, 4.8, 4.770526315789474)","(14.0, 18.0, 17.685483870967744)"
16-12-2022 15:08:23.682706,"(2.9, 3.3, 3.272222222222222)","(3.8, 4.5, 4.408571428571428)","(13.0, 21.0, 20.045454545454547)","(9.0, 11.5, 10.906896551724138)","(15.0, 17.5, 17.25423728813559)","(4.2, 4.8, 4.770526315789474)","(14.0, 18.0, 17.685483870967744)"
16-12-2022 15:08:24.686125,"(2.9, 3.3, 3.272222222222222)","(3.8, 4.5, 4.408571428571428)","(13.0, 21.0, 20.045454545454547)","(9.0, 11.5, 10.906896551724138)","(15.0, 18.0, 17.458333333333332)","(4.2, 4.8, 4.776543209876543)","(14.0, 18.0, 17.685483870967744)"
16-12-2022 15:08:25.652439,"(2.9, 3.3, 3.272222222222222)","(3.8, 4.5, 4.408571428571428)","(13.0, 21.0, 20.045454545454547)","(9.0, 11.5, 10.906896551724138)","(15.0, 17.5, 17.463414634146343)","(4.2, 4.8, 4.776543209876543)","(14.0, 18.0, 17.685483870967744)"
16-12-2022 15:08:26.682873,"(2.9, 3.3, 3.272222222222222)","(3.8, 4.5, 4.408571428571428)","(13.0, 21.0, 20.045454545454547)","(9.0, 11.5, 10.906896551724138)","(15.0, 17.5, 17.463414634146343)","(4.2, 4.8, 4.7804123711340205)","(14.0, 18.0, 17.685483870967744)"
16-12-2022 15:08:27.692814,"(2.9, 3.3, 3.272222222222222)","(3.8, 4.5, 4.449044585987261)","(13.0, 21.0, 20.20754716981132)","(9.0, 11.5, 10.906896551724138)","(15.0, 17.5, 17.485294117647058)","(4.2, 4.8, 4.789655172413793)","(14.0, 18.0, 17.685483870967744)"
16-12-2022 15:08:28.732732,"(2.9, 3.3, 3.272222222222222)","(3.8, 4.5, 4.449044585987261)","(13.0, 21.0, 20.076923076923077)","(8.5, 11.5, 10.862962962962962)","(15.0, 17.5, 17.485294117647058)","(4.2, 4.8, 4.790697674418605)","(14.0, 18.0, 17.48)"
16-12-2022 15:08:29.755900,"(2.9, 3.3, 3.281954887218045)","(3.8, 4.5, 4.449044585987261)","(13.0, 21.0, 20.076923076923077)","(8.5, 11.5, 11.375)","(15.0, 17.5, 17.46323529411765)","(4.2, 4.9, 4.813157894736842)","(14.0, 17.5, 17.48)"
16-12-2022 15:08:30.771675,"(2.9, 3.3, 3.2733333333333334)","(3.8, 4.5, 4.4527397260273975)","(13.0, 21.0, 19.901960784313726)","(8.5, 11.0, 10.887096774193548)","(15.0, 17.5, 17.484615384615385)","(4.2, 4.9, 4.818803418803419)","(14.0, 17.5, 17.482758620689655)"
16-12-2022 15:08:31.756935,"(2.9, 3.25, 3.2486725663716816)","(3.8, 4.5, 4.4527397260273975)","(13.0, 22.0, 21.462962962962962)","(8.5, 11.0, 10.691489361702128)","(15.0, 17.5, 17.484615384615385)","(4.2, 4.9, 4.8171875)","(14.0, 17.5, 17.482758620689655)"
16-12-2022 15:08:32.740570,"(2.9, 3.25, 3.2434065934065934)","(3.8, 4.4, 4.381967213114755)","(13.0, 22.0, 21.04)","(8.5, 11.0, 10.607142857142858)","(15.0, 17.5, 17.4875)","(4.2, 4.9, 4.8275)","(14.0, 17.5, 17.482758620689655)"
16-12-2022 15:08:33.707150,"(2.9, 3.25, 3.2483870967741937)","(3.8, 4.4, 4.385470085470086)","(13.0, 22.0, 21.045454545454547)","(8.5, 11.0, 10.607142857142858)","(15.0, 17.5, 17.4875)","(4.2, 4.9, 4.852380952380953)","(14.0, 17.5, 17.482758620689655)"
16-12-2022 15:08:34.665120,"(2.9, 3.25, 3.2479289940828404)","(3.8, 4.4, 4.389285714285714)","(13.0, 22.0, 21.1)","(8.5, 11.0, 10.599173553719009)","(15.0, 17.5, 17.485915492957748)","(4.2, 4.9, 4.852380952380953)","(14.0, 17.5, 17.482758620689655)"
16-12-2022 15:08:35.632124,"(2.9, 3.25, 3.2476510067114095)","(3.8, 4.4, 4.3881188118811885)","(13.0, 22.0, 20.31578947368421)","(8.5, 11.0, 10.651079136690647)","(15.0, 17.5, 17.488372093023255)","(4.2, 4.9, 4.852380952380953)","(14.0, 17.5, 17.482758620689655)"
16-12-2022 15:08:36.594523,"(2.9, 3.25, 3.2476510067114095)","(3.8, 4.4, 4.386813186813187)","(13.0, 22.0, 21.0)","(8.5, 11.0, 10.651079136690647)","(15.0, 17.5, 17.488372093023255)","(4.2, 4.9, 4.852380952380953)","(14.0, 17.5, 17.482758620689655)"
16-12-2022 15:08:37.611286,"(2.9, 3.25, 3.2476510067114095)","(3.8, 4.4, 4.386813186813187)","(13.0, 22.0, 20.6)","(8.5, 11.0, 10.651079136690647)","(15.0, 17.5, 17.488372093023255)","(4.2, 4.9, 4.852380952380953)","(14.0, 17.5, 17.482758620689655)"
16-12-2022 15:08:38.592451,"(2.9, 3.25, 3.2473880597014926)","(3.8, 4.4, 4.386813186813187)","(13.0, 22.0, 20.6)","(8.5, 11.0, 10.651079136690647)","(15.0, 17.5, 17.48936170212766)","(4.2, 4.9, 4.852380952380953)","(14.0, 17.5, 17.482758620689655)"
16-12-2022 15:08:39.609822,"(2.9, 3.25, 3.2459302325581394)","(3.8, 4.4, 4.386813186813187)","(13.0, 22.0, 20.545454545454547)","(8.5, 11.0, 10.651079136690647)","(15.0, 17.5, 17.48936170212766)","(4.2, 4.9, 4.822564102564103)","(14.0, 17.5, 17.482758620689655)"
16-12-2022 15:08:40.635199,"(2.9, 3.25, 3.2459302325581394)","(3.8, 4.4, 4.386813186813187)","(13.0, 22.0, 20.545454545454547)","(8.5, 11.0, 10.788)","(15.0, 17.5, 17.473118279569892)","(4.2, 5.0, 4.82303664921466)","(14.0, 17.5, 17.482758620689655)"
16-12-2022 15:08:41.607215,"(2.9, 3.25, 3.243888888888889)","(3.8, 4.5, 4.43061224489796)","(13.0, 22.0, 20.545454545454547)","(8.5, 11.0, 10.788)","(15.0, 17.5, 17.47126436781609)","(4.2, 5.0, 4.82303664921466)","(14.0, 17.5, 17.166666666666668)"
16-12-2022 15:08:42.600395,"(2.9, 3.25, 3.2333333333333334)","(3.8, 4.5, 4.43061224489796)","(13.0, 22.0, 20.761904761904763)","(8.5, 11.0, 10.80451127819549)","(15.0, 17.5, 17.47972972972973)","(4.2, 5.0, 5.069230769230769)","(14.0, 17.5, 17.625)"
16-12-2022 15:08:43.544494,"(2.9, 3.15, 3.1375)","(3.8, 4.5, 4.406040268456376)","(13.0, 24.0, 22.153846153846153)","(8.5, 11.0, 10.80451127819549)","(15.0, 17.5, 17.47972972972973)","(4.2, 5.1, 5.069230769230769)","(14.0, 18.5, 17.76923076923077)"
16-12-2022 15:08:44.460257,"(2.9, 3.15, 3.1259493670886074)","(3.8, 4.4, 4.35625)","(13.0, 24.0, 22.263157894736842)","(8.5, 11.0, 10.74757281553398)","(15.0, 17.5, 17.47972972972973)","(4.2, 5.1, 5.081920903954802)","(14.0, 18.0, 17.6)"
16-12-2022 15:08:45.406891,"(2.9, 3.15, 3.120879120879121)","(3.8, 4.4, 4.367441860465116)","(13.0, 24.0, 22.281690140845072)","(8.5, 11.0, 10.74056603773585)","(15.0, 17.5, 17.47887323943662)","(4.2, 5.1, 5.161739130434783)","(14.0, 18.0, 17.4390243902439)"
16-12-2022 15:08:46.338278,"(2.9, 3.15, 3.114263322884012)","(3.8, 4.4, 4.345833333333333)","(13.0, 24.0, 22.27777777777778)","(8.5, 11.0, 10.652694610778443)","(15.0, 17.5, 17.419753086419753)","(4.2, 5.2, 5.194)","(14.0, 18.0, 17.37837837837838)"
16-12-2022 15:08:47.300806,"(2.9, 3.15, 3.1285478547854786)","(3.8, 4.4, 4.319148936170213)","(13.0, 24.0, 23.134328358208954)","(8.5, 11.0, 10.516666666666667)","(15.0, 17.5, 17.419753086419753)","(4.2, 5.2, 5.194)","(14.0, 18.0, 19.497991967871485)"
16-12-2022 15:08:48.257469,"(2.9, 3.1, 3.0660550458715594)","(3.8, 4.3, 4.298347107438016)","(13.0, 24.0, 23.236842105263158)","(8.5, 11.0, 10.631147540983607)","(15.0, 17.5, 17.419753086419753)","(4.2, 5.2, 5.263963963963964)","(14.0, 19.5, 19.953667953667953)"
16-12-2022 15:08:49.220414,"(2.9, 3.1, 3.064150943396226)","(3.8, 4.3, 4.288095238095238)","(13.0, 24.0, 23.428571428571427)","(8.5, 11.0, 10.697986577181208)","(15.0, 17.5, 17.410958904109588)","(4.2, 5.3, 5.244888888888888)","(14.0, 20.0, 19.96734693877551)"
16-12-2022 15:08:50.148502,"(2.9, 3.1, 3.0547619047619046)","(3.8, 4.3, 4.286666666666666)","(13.0, 24.0, 23.428571428571427)","(8.5, 11.0, 10.697986577181208)","(15.0, 17.5, 17.410958904109588)","(4.2, 5.3, 5.244394618834081)","(14.0, 20.0, 19.97530864197531)"
16-12-2022 15:08:51.113769,"(2.9, 3.1, 3.0715384615384616)","(3.8, 4.3, 4.286046511627907)","(13.0, 23.0, 22.833333333333332)","(8.5, 11.0, 10.685534591194969)","(15.0, 17.5, 17.3984375)","(4.2, 5.3, 5.244394618834081)","(14.0, 20.0, 19.571428571428573)"
16-12-2022 15:08:52.068446,"(2.9, 3.1, 3.0711009174311927)","(3.8, 4.3, 4.286046511627907)","(13.0, 24.0, 23.4)","(8.5, 11.0, 10.68944099378882)","(15.0, 17.5, 17.3984375)","(4.2, 5.3, 5.262666666666667)","(14.0, 20.0, 20.325)"
16-12-2022 15:08:53.042114,"(2.9, 3.1, 3.0773684210526318)","(3.8, 4.3, 4.286046511627907)","(13.0, 24.0, 23.4)","(8.5, 11.0, 10.68944099378882)","(15.0, 17.5, 17.408450704225352)","(4.2, 5.3, 5.288679245283019)","(14.0, 21.0, 20.416666666666668)"
16-12-2022 15:08:54.025827,"(2.9, 3.1, 3.0773684210526318)","(3.8, 4.3, 4.279908675799087)","(13.0, 24.0, 23.0)","(8.5, 11.0, 10.68944099378882)","(15.0, 17.5, 17.408450704225352)","(4.2, 5.3, 5.288679245283019)","(14.0, 21.0, 20.416666666666668)"
16-12-2022 15:08:55.005957,"(2.9, 3.1, 3.0776041666666667)","(3.8, 4.3, 4.279908675799087)","(13.0, 24.0, 23.0)","(8.5, 11.0, 10.68944099378882)","(15.0, 17.5, 17.402985074626866)","(4.2, 5.3, 5.291549295774648)","(14.0, 21.0, 20.416666666666668)"
16-12-2022 15:08:55.987473,"(2.9, 3.1, 3.0776041666666667)","(3.8, 4.3, 4.279908675799087)","(13.0, 23.0, 22.5)","(8.5, 11.0, 10.760683760683762)","(15.0, 17.5, 17.402985074626866)","(4.2, 5.3, 5.291549295774648)","(14.0, 21.0, 20.416666666666668)"
16-12-2022 15:08:56.983550,"(2.9, 3.1, 3.0776041666666667)","(3.8, 4.3, 4.279908675799087)","(13.0, 23.0, 22.884615384615383)","(8.5, 11.0, 10.760683760683762)","(15.0, 17.5, 17.402985074626866)","(4.2, 5.3, 5.291549295774648)","(14.0, 21.0, 20.416666666666668)"
16-12-2022 15:08:57.978042,"(2.9, 3.05, 3.0449115044247788)","(3.8, 4.3, 4.279908675799087)","(13.0, 23.0, 22.863636363636363)","(8.5, 11.0, 10.760683760683762)","(15.0, 17.5, 17.396825396825395)","(4.2, 5.3, 5.3225)","(14.0, 21.0, 20.416666666666668)"
16-12-2022 15:08:58.925848,"(2.9, 3.05, 3.0458154506437767)","(3.8, 4.3, 4.279908675799087)","(13.0, 24.0, 23.25)","(8.5, 11.0, 10.760683760683762)","(15.0, 17.5, 17.396825396825395)","(4.2, 5.4, 5.3580000000000005)","(14.0, 21.0, 20.142857142857142)"
16-12-2022 15:08:59.869994,"(2.9, 3.05, 3.0429347826086954)","(3.8, 4.3, 4.275107296137339)","(13.0, 24.0, 23.428571428571427)","(8.5, 11.0, 10.760683760683762)","(15.0, 17.5, 17.389830508474578)","(4.2, 5.4, 5.3580000000000005)","(14.0, 21.0, 20.142857142857142)"
16-12-2022 15:09:00.765726,"(2.9, 3.05, 3.0429347826086954)","(3.8, 4.3, 4.275107296137339)","(13.0, 24.0, 23.2)","(8.5, 11.0, 10.760683760683762)","(15.0, 17.5, 17.389830508474578)","(4.2, 5.4, 5.3580000000000005)","(14.0, 21.0, 20.881889763779526)"
16-12-2022 15:09:01.694456,"(2.9, 3.05, 3.0407975460122696)","(3.8, 4.3, 4.275187969924812)","(13.0, 24.0, 23.26086956521739)","(8.5, 11.0, 10.706703910614525)","(15.0, 18.0, 17.615384615384617)","(4.2, 5.3, 5.3801980198019805)","(14.0, 21.0, 20.881889763779526)"
16-12-2022 15:09:02.632474,"(2.9, 3.05, 3.0414712153518124)","(3.8, 4.3, 4.273705179282868)","(13.0, 24.0, 23.428571428571427)","(8.5, 11.0, 10.706703910614525)","(15.0, 18.0, 17.852941176470587)","(4.2, 5.4, 5.29009900990099)","(14.0, 21.0, 20.896825396825395)"
16-12-2022 15:09:03.569750,"(2.9, 3.05, 3.041382978723404)","(3.8, 4.3, 4.273705179282868)","(13.0, 24.0, 23.428571428571427)","(8.5, 11.0, 10.67878787878788)","(15.0, 18.0, 17.870689655172413)","(4.2, 5.3, 5.29009900990099)","(14.0, 21.0, 20.896825396825395)"
16-12-2022 15:09:04.508424,"(2.9, 3.05, 3.0403571428571428)","(3.8, 4.3, 4.273705179282868)","(13.0, 24.0, 23.428571428571427)","(8.5, 11.0, 10.67878787878788)","(15.0, 18.0, 17.870689655172413)","(4.2, 5.3, 5.29009900990099)","(14.0, 21.0, 20.8984375)"
16-12-2022 15:09:05.420313,"(2.8, 3.05, 3.0401658767772513)","(3.8, 4.3, 4.273705179282868)","(13.0, 24.0, 23.428571428571427)","(8.5, 11.0, 10.67878787878788)","(15.0, 18.0, 17.863636363636363)","(4.2, 5.3, 5.260264900662252)","(14.0, 21.0, 20.8984375)"
16-12-2022 15:09:06.345627,"(2.8, 3.05, 3.037919463087248)","(3.8, 4.3, 4.273705179282868)","(13.0, 24.0, 23.428571428571427)","(8.5, 11.0, 10.641891891891891)","(15.0, 18.0, 17.85)","(4.2, 5.4, 5.329268292682927)","(14.0, 21.0, 20.869230769230768)"
16-12-2022 15:09:07.257528,"(2.8, 3.05, 3.039975845410628)","(3.8, 4.3, 4.273705179282868)","(13.0, 24.0, 23.73913043478261)","(8.5, 11.0, 10.641891891891891)","(15.0, 18.0, 17.866071428571427)","(4.2, 5.4, 5.335555555555556)","(14.0, 21.0, 20.869230769230768)"
16-12-2022 15:09:08.167243,"(2.8, 3.05, 3.039975845410628)","(3.8, 4.3, 4.273705179282868)","(13.0, 24.0, 23.454545454545453)","(8.5, 11.0, 10.641891891891891)","(15.0, 18.0, 17.88095238095238)","(4.2, 5.4, 5.335555555555556)","(14.0, 21.0, 20.869230769230768)"
16-12-2022 15:09:09.099680,"(2.8, 3.05, 3.0402582159624414)","(3.8, 4.3, 4.273705179282868)","(15.0, 24.0, 23.454545454545453)","(8.5, 11.0, 10.701923076923077)","(15.0, 18.0, 17.88095238095238)","(4.2, 5.4, 5.325773195876289)","(14.0, 21.0, 20.869230769230768)"
16-12-2022 15:09:10.049154,"(2.8, 3.05, 3.043308080808081)","(3.8, 4.3, 4.273705179282868)","(15.0, 24.0, 23.454545454545453)","(8.5, 11.0, 10.701923076923077)","(15.0, 18.0, 17.872881355932204)","(4.2, 5.4, 5.273170731707317)","(14.0, 21.0, 20.869230769230768)"
16-12-2022 15:09:11.060005,"(2.8, 3.05, 3.0400284900284897)","(3.8, 4.3, 4.270403587443946)","(15.0, 24.0, 22.875)","(8.5, 11.0, 10.77037037037037)","(15.0, 18.0, 17.96875)","(4.2, 5.3, 5.273170731707317)","(14.0, 21.0, 20.869230769230768)"
16-12-2022 15:09:12.025373,"(2.8, 3.05, 3.044888178913738)","(3.8, 4.3, 4.262621359223301)","(15.0, 24.0, 22.666666666666668)","(8.5, 11.0, 10.776978417266188)","(15.0, 18.0, 17.96875)","(4.2, 5.3, 5.2662790697674415)","(14.0, 21.0, 20.869230769230768)"
16-12-2022 15:09:12.969590,"(2.8, 3.05, 3.047284345047923)","(3.8, 4.3, 4.275)","(15.0, 24.0, 22.666666666666668)","(8.5, 11.0, 10.776978417266188)","(15.0, 18.0, 17.96875)","(4.2, 5.3, 5.325)","(14.0, 21.0, 19.86)"
16-12-2022 15:09:13.923160,"(2.8, 3.05, 3.043230769230769)","(3.8, 4.3, 4.280952380952381)","(15.0, 24.0, 22.56)","(8.5, 11.0, 10.77037037037037)","(15.0, 18.0, 18.097560975609756)","(4.2, 5.5, 5.380000000000001)","(14.0, 21.0, 19.86)"
16-12-2022 15:09:14.820087,"(2.8, 3.05, 3.046989966555184)","(3.8, 4.3, 4.280952380952381)","(15.0, 24.0, 22.25)","(8.5, 11.0, 10.77037037037037)","(15.0, 18.5, 18.097560975609756)","(4.2, 5.4, 5.349295774647888)","(14.0, 21.0, 19.86)"
16-12-2022 15:09:15.779489,"(2.8, 3.05, 3.046989966555184)","(3.8, 4.3, 4.280952380952381)","(14.0, 23.0, 22.375)","(8.5, 11.0, 10.77037037037037)","(15.0, 18.5, 17.976190476190474)","(4.2, 5.4, 5.323076923076924)","(14.0, 21.0, 20.57777777777778)"
16-12-2022 15:09:16.718864,"(2.8, 3.05, 3.046989966555184)","(3.8, 4.3, 4.280952380952381)","(14.0, 23.0, 22.375)","(8.5, 11.0, 10.597402597402597)","(15.0, 18.5, 17.976190476190474)","(4.2, 5.4, 5.323076923076924)","(14.0, 21.0, 20.57777777777778)"
16-12-2022 15:09:17.696910,"(2.8, 3.05, 3.0441823899371068)","(3.8, 4.4, 4.332467532467533)","(14.0, 23.0, 22.705882352941178)","(8.5, 11.0, 10.584269662921349)","(15.0, 18.0, 17.973684210526315)","(4.2, 5.4, 5.3128205128205135)","(14.0, 21.0, 20.571428571428573)"
16-12-2022 15:09:18.655035,"(2.8, 3.05, 3.045661157024793)","(3.8, 4.4, 4.3160493827160495)","(14.0, 23.0, 22.705882352941178)","(8.5, 11.0, 10.62300319488818)","(15.0, 18.0, 17.704545454545453)","(4.2, 5.4, 5.3128205128205135)","(14.0, 21.0, 20.571428571428573)"
16-12-2022 15:09:19.591598,"(2.8, 3.05, 3.0464285714285713)","(3.8, 4.4, 4.322727272727273)","(14.0, 23.0, 22.705882352941178)","(8.5, 11.0, 10.631067961165048)","(15.0, 18.0, 17.704545454545453)","(4.2, 5.4, 5.3128205128205135)","(14.0, 21.0, 20.571428571428573)"
16-12-2022 15:09:20.513093,"(2.8, 3.05, 3.0468220338983047)","(3.8, 4.3, 4.290756302521008)","(14.0, 23.0, 22.705882352941178)","(8.5, 11.0, 10.679425837320574)","(15.0, 18.0, 17.5)","(4.2, 5.4, 5.3128205128205135)","(14.0, 21.0, 20.64516129032258)"
16-12-2022 15:09:21.430298,"(2.8, 3.05, 3.0467948717948716)","(3.8, 4.3, 4.290756302521008)","(14.0, 23.0, 22.5)","(8.5, 11.0, 10.679425837320574)","(15.0, 17.5, 17.227272727272727)","(4.2, 5.4, 5.349397590361446)","(14.0, 21.0, 21.36)"
16-12-2022 15:09:22.348937,"(2.8, 3.0, 2.9840625)","(3.8, 4.3, 4.265151515151515)","(14.0, 26.0, 25.555555555555557)","(8.5, 11.0, 10.707423580786026)","(15.0, 17.5, 17.166666666666668)","(4.2, 5.4, 5.241666666666667)","(14.0, 22.0, 21.22222222222222)"
16-12-2022 15:09:23.292645,"(2.8, 3.0, 2.985)","(3.8, 4.3, 4.2524390243902435)","(14.0, 27.0, 24.375)","(8.5, 11.0, 10.707423580786026)","(15.0, 17.5, 17.125)","(4.2, 5.4, 5.3500000000000005)","(14.0, 22.0, 21.26027397260274)"
16-12-2022 15:09:24.247652,"(2.8, 2.98, 2.966666666666667)","(3.8, 4.3, 4.25)","(14.0, 27.0, 26.458333333333332)","(8.5, 11.0, 10.706140350877194)","(15.0, 17.5, 17.142857142857142)","(4.2, 5.4, 5.3500000000000005)","(14.0, 22.0, 21.27027027027027)"
16-12-2022 15:09:25.231998,"(2.8, 2.98, 2.9759322033898306)","(3.8, 4.3, 4.25)","(14.0, 27.0, 26.571428571428573)","(8.5, 11.0, 10.706140350877194)","(15.0, 17.5, 16.984848484848484)","(4.2, 5.4, 5.324)","(14.0, 22.0, 20.982456140350877)"
16-12-2022 15:09:26.207557,"(2.8, 2.98, 2.977272727272727)","(3.8, 4.3, 4.250909090909091)","(14.0, 26.0, 25.6)","(8.5, 11.0, 10.706140350877194)","(15.0, 17.5, 16.984848484848484)","(4.2, 5.4, 5.373809523809524)","(14.0, 21.0, 20.982456140350877)"
16-12-2022 15:09:27.212236,"(2.8, 2.98, 2.977272727272727)","(3.8, 4.3, 4.250909090909091)","(14.0, 26.0, 25.41176470588235)","(8.5, 11.0, 10.706140350877194)","(15.0, 17.5, 16.892857142857142)","(4.2, 5.4, 5.373809523809524)","(14.0, 21.0, 20.983050847457626)"
16-12-2022 15:09:28.142389,"(2.7, 3.0, 2.974285714285714)","(3.8, 4.3, 4.249056603773585)","(14.0, 26.0, 25.5)","(8.5, 11.0, 10.706140350877194)","(15.0, 17.0, 16.892857142857142)","(4.2, 5.4, 5.373809523809524)","(14.0, 21.0, 20.983050847457626)"
16-12-2022 15:09:29.082868,"(2.7, 3.0, 2.9745454545454546)","(3.8, 4.3, 4.249056603773585)","(14.0, 26.0, 25.583333333333332)","(8.5, 11.0, 10.706140350877194)","(15.0, 17.0, 16.92105263157895)","(4.2, 5.4, 5.370270270270271)","(14.0, 21.0, 20.98148148148148)"
16-12-2022 15:09:30.009579,"(2.7, 3.0, 2.9745454545454546)","(3.8, 4.3, 4.233333333333333)","(14.0, 26.0, 25.772727272727273)","(8.5, 11.0, 10.704347826086957)","(15.0, 17.0, 16.92105263157895)","(4.2, 5.4, 5.377083333333333)","(14.0, 21.0, 20.98148148148148)"
16-12-2022 15:09:30.952253,"(2.7, 3.0, 2.9839080459770115)","(3.8, 4.3, 4.2368421052631575)","(14.0, 26.0, 25.333333333333332)","(8.5, 11.0, 10.704347826086957)","(15.0, 17.0, 16.92105263157895)","(4.2, 5.4, 5.374418604651163)","(14.0, 21.0, 20.982456140350877)"
16-12-2022 15:09:31.926908,"(2.7, 3.05, 2.9743362831858406)","(3.8, 4.3, 4.204)","(14.0, 26.0, 25.083333333333332)","(8.5, 11.0, 10.807531380753138)","(15.0, 17.0, 17.045454545454547)","(4.2, 5.4, 5.360714285714286)","(14.0, 21.0, 20.979591836734695)"
16-12-2022 15:09:32.902069,"(2.7, 3.05, 2.9820192307692306)","(3.8, 4.3, 4.2730659025787965)","(14.0, 26.0, 25.3125)","(8.5, 11.0, 10.807531380753138)","(15.0, 17.5, 17.03488372093023)","(4.2, 5.4, 5.490047393364929)","(14.0, 21.0, 20.975)"
16-12-2022 15:09:33.860184,"(2.7, 3.05, 3.025218658892128)","(3.8, 4.3, 4.226153846153846)","(14.0, 26.0, 25.38888888888889)","(8.5, 11.0, 10.807531380753138)","(15.0, 17.5, 17.03488372093023)","(4.2, 5.5, 5.503658536585366)","(14.0, 21.0, 20.829268292682926)"
16-12-2022 15:09:34.804095,"(2.7, 3.05, 3.0203389830508476)","(3.8, 4.2, 4.191401273885351)","(14.0, 26.0, 25.42105263157895)","(8.5, 11.0, 10.814102564102564)","(15.0, 17.5, 17.206521739130434)","(4.2, 5.6, 5.539273927392739)","(14.0, 21.0, 20.829268292682926)"
16-12-2022 15:09:35.729009,"(2.7, 3.05, 2.9953461538461537)","(3.8, 4.2, 4.184732824427481)","(14.0, 26.0, 24.952380952380953)","(8.5, 11.0, 10.55)","(15.0, 17.5, 17.206521739130434)","(4.2, 5.6, 5.5420875420875415)","(14.0, 21.0, 20.91891891891892)"
16-12-2022 15:09:36.666545,"(2.7, 3.05, 3.003393665158371)","(3.8, 4.2, 4.19327731092437)","(14.0, 26.0, 24.869565217391305)","(8.5, 11.0, 10.547511312217194)","(15.0, 17.5, 17.206521739130434)","(4.2, 5.6, 5.552029520295203)","(14.0, 21.0, 20.91891891891892)"
16-12-2022 15:09:37.639106,"(2.7, 3.05, 3.0064655172413794)","(3.8, 4.2, 4.193191489361702)","(14.0, 26.0, 24.555555555555557)","(8.5, 11.0, 10.529411764705882)","(15.0, 17.5, 17.206521739130434)","(4.2, 5.6, 5.581159420289855)","(14.0, 21.0, 20.863636363636363)"
16-12-2022 15:09:38.627186,"(2.7, 3.0, 2.9895652173913043)","(3.8, 4.2, 4.191324200913242)","(14.0, 26.0, 25.058823529411764)","(8.5, 11.0, 10.474358974358974)","(15.0, 17.5, 17.226190476190474)","(4.2, 5.6, 5.625581395348838)","(14.0, 21.0, 20.863636363636363)"
16-12-2022 15:09:39.611197,"(2.7, 3.0, 2.98469696969697)","(3.8, 4.2, 4.1875)","(14.0, 26.0, 25.272727272727273)","(8.5, 10.5, 10.474358974358974)","(15.0, 17.5, 17.21951219512195)","(4.2, 5.7, 5.608928571428571)","(14.0, 21.0, 20.75)"
16-12-2022 15:09:40.641627,"(2.7, 3.0, 2.980452488687783)","(3.8, 4.2, 4.184186046511628)","(14.0, 26.0, 25.529411764705884)","(8.5, 10.5, 10.43939393939394)","(15.0, 17.5, 17.3265306122449)","(4.2, 5.7, 5.596842105263158)","(14.0, 21.0, 19.95945945945946)"
16-12-2022 15:09:41.676306,"(2.7, 3.0, 2.980204081632653)","(3.8, 4.2, 4.176223776223776)","(14.0, 26.0, 25.83783783783784)","(8.5, 10.5, 10.42962962962963)","(15.0, 17.5, 17.3265306122449)","(4.2, 5.7, 5.610714285714286)","(14.0, 20.0, 19.858974358974358)"
