,Semeco,Dyerville,Cable Dancer,Alchian,Hostile Takeover,Orrong Road,Sheeza Tilly
16-12-2022 15:02:56.463953,"(3.0, 3.5, 3.4566666666666666)","(3.6, 4.2, 4.127536231884058)","(9.0, 12.5, 12.1)","(8.0, 10.5, 10.15)","(13.0, 22.0, 19.25)","(4.8, 5.8, 5.666666666666667)","(13.0, 18.5, 17.98148148148148)"
16-12-2022 15:02:57.665704,"(3.0, 3.5, 3.4566666666666666)","(3.6, 4.2, 4.127536231884058)","(9.0, 12.5, 12.1)","(8.0, 10.5, 10.15)","(13.0, 22.0, 19.25)","(4.8, 5.8, 5.666666666666667)","(13.0, 18.5, 17.98148148148148)"
16-12-2022 15:02:58.694340,"(3.0, 3.5, 3.4566666666666666)","(3.6, 4.2, 4.127536231884058)","(9.0, 12.5, 12.1)","(8.0, 10.5, 10.15)","(13.0, 22.0, 19.25)","(4.8, 5.8, 5.666666666666667)","(13.0, 18.5, 17.98148148148148)"
16-12-2022 15:02:59.771561,"(3.0, 3.5, 3.4566666666666666)","(3.6, 4.2, 4.127536231884058)","(9.0, 12.5, 12.1)","(8.0, 10.5, 10.15)","(13.0, 22.0, 19.25)","(4.8, 5.8, 5.666666666666667)","(13.0, 18.5, 17.98148148148148)"
16-12-2022 15:03:00.818591,"(3.0, 3.5, 3.4566666666666666)","(3.6, 4.2, 4.127536231884058)","(9.0, 12.5, 12.1)","(8.0, 10.5, 10.15)","(13.0, 22.0, 19.25)","(4.8, 5.8, 5.666666666666667)","(13.0, 18.5, 17.653846153846153)"
16-12-2022 15:03:01.904997,"(3.0, 3.5, 3.4566666666666666)","(3.6, 4.2, 4.127536231884058)","(9.0, 12.5, 12.1)","(8.0, 10.5, 10.15)","(13.0, 22.0, 19.25)","(4.8, 5.8, 5.666666666666667)","(13.0, 18.0, 17.653846153846153)"
16-12-2022 15:03:03.065822,"(3.0, 3.5, 3.4566666666666666)","(3.6, 4.2, 4.127536231884058)","(9.0, 12.5, 12.1)","(8.0, 10.5, 10.15)","(13.0, 22.0, 19.25)","(4.8, 5.8, 5.666666666666667)","(13.0, 18.0, 17.214285714285715)"
16-12-2022 15:03:04.227008,"(3.0, 3.5, 3.4566666666666666)","(3.6, 4.2, 4.127536231884058)","(9.0, 12.5, 12.403225806451612)","(8.0, 10.5, 10.15)","(13.0, 22.0, 19.25)","(4.8, 5.8, 5.666666666666667)","(13.0, 17.5, 17.189655172413794)"
16-12-2022 15:03:05.422349,"(3.0, 3.5, 3.45)","(3.6, 4.2, 4.127536231884058)","(9.0, 12.5, 12.403225806451612)","(8.0, 10.5, 10.15)","(13.0, 22.0, 19.25)","(4.8, 5.8, 5.666666666666667)","(13.0, 17.5, 17.189655172413794)"
16-12-2022 15:03:06.527387,"(3.0, 3.5, 3.45)","(3.6, 4.2, 4.127536231884058)","(9.0, 12.5, 12.403225806451612)","(8.0, 10.5, 10.15)","(13.0, 22.0, 19.4)","(4.8, 5.8, 5.666666666666667)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:07.585772,"(3.0, 3.5, 3.45)","(3.6, 4.2, 4.127536231884058)","(9.0, 12.5, 12.403225806451612)","(8.0, 10.5, 10.126666666666667)","(13.0, 21.0, 19.333333333333332)","(4.8, 5.8, 5.666666666666667)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:08.732495,"(3.0, 3.5, 3.4566666666666666)","(3.6, 4.2, 4.127536231884058)","(9.0, 12.5, 12.403225806451612)","(8.0, 10.5, 10.126666666666667)","(13.0, 21.0, 19.333333333333332)","(4.8, 5.8, 5.666666666666667)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:09.959003,"(3.0, 3.5, 3.4566666666666666)","(3.6, 4.2, 4.127536231884058)","(9.0, 12.5, 12.403225806451612)","(8.0, 10.5, 10.15)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.666666666666667)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:11.200656,"(3.0, 3.5, 3.4566666666666666)","(3.6, 4.2, 4.127536231884058)","(9.0, 12.5, 12.403225806451612)","(8.0, 10.5, 10.127906976744185)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.666666666666667)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:12.361869,"(3.0, 3.5, 3.45)","(3.6, 4.2, 4.127536231884058)","(9.0, 12.5, 12.403225806451612)","(8.0, 10.5, 10.127906976744185)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.666666666666667)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:13.460992,"(3.0, 3.5, 3.45)","(3.6, 4.2, 4.127536231884058)","(9.0, 12.5, 12.403225806451612)","(8.0, 10.5, 10.127906976744185)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.666666666666667)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:14.579898,"(3.0, 3.5, 3.45)","(3.6, 4.2, 4.127536231884058)","(9.0, 12.5, 12.403225806451612)","(8.0, 10.5, 10.127906976744185)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.666666666666667)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:15.834119,"(3.0, 3.5, 3.45)","(3.6, 4.2, 4.127536231884058)","(9.0, 12.5, 12.403225806451612)","(8.0, 10.5, 10.127906976744185)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.666666666666667)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:17.075320,"(3.0, 3.5, 3.45)","(3.6, 4.2, 4.127536231884058)","(9.0, 12.5, 12.403225806451612)","(8.0, 10.5, 10.127906976744185)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.666666666666667)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:18.244112,"(3.0, 3.5, 3.45)","(3.6, 4.2, 4.127536231884058)","(9.0, 12.5, 12.403225806451612)","(8.0, 10.5, 10.127906976744185)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.666666666666667)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:19.635675,"(3.0, 3.5, 3.45)","(3.6, 4.2, 4.127536231884058)","(9.0, 12.5, 12.403225806451612)","(8.0, 10.5, 10.127906976744185)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.615384615384615)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:20.839704,"(3.0, 3.5, 3.45)","(3.6, 4.2, 4.127536231884058)","(9.0, 12.5, 12.403225806451612)","(8.0, 10.5, 10.14102564102564)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.59375)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:22.073835,"(3.0, 3.5, 3.45)","(3.6, 4.2, 4.294871794871795)","(9.0, 12.5, 12.403225806451612)","(8.0, 10.5, 10.14102564102564)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.59375)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:23.359103,"(3.0, 3.5, 3.4314814814814816)","(3.6, 4.3, 4.294871794871795)","(9.0, 12.5, 12.403225806451612)","(8.0, 10.5, 10.14102564102564)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.525)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:24.605685,"(3.0, 3.5, 3.4314814814814816)","(3.6, 4.4, 4.266666666666667)","(9.0, 12.5, 12.403225806451612)","(8.0, 10.5, 10.14102564102564)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.525)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:26.005149,"(3.0, 3.5, 3.4314814814814816)","(3.6, 4.4, 4.279365079365079)","(9.0, 12.5, 12.403225806451612)","(8.0, 10.5, 10.14102564102564)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.525)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:27.297385,"(3.0, 3.5, 3.4314814814814816)","(3.6, 4.4, 4.262686567164179)","(9.0, 12.5, 12.125)","(8.0, 10.5, 10.257142857142858)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.525)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:28.594800,"(3.0, 3.45, 3.4369565217391305)","(3.6, 4.4, 4.262686567164179)","(9.0, 12.5, 12.125)","(8.0, 10.5, 10.257142857142858)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.525)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:30.520087,"(3.0, 3.45, 3.4369565217391305)","(3.6, 4.4, 4.275)","(9.0, 12.5, 12.125)","(8.0, 10.5, 10.257142857142858)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.525)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:31.779360,"(3.0, 3.45, 3.4369565217391305)","(3.6, 4.4, 4.275)","(9.0, 12.5, 12.125)","(8.0, 10.5, 10.257142857142858)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.525)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:33.030006,"(3.0, 3.45, 3.4369565217391305)","(3.6, 4.3, 4.142857142857142)","(9.0, 12.5, 12.125)","(8.0, 10.5, 10.257142857142858)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.525)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:34.286112,"(3.0, 3.5, 3.4314814814814816)","(3.6, 4.3, 4.175)","(9.0, 12.5, 12.125)","(8.0, 10.5, 10.257142857142858)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.525)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:35.490144,"(3.0, 3.5, 3.4314814814814816)","(3.6, 4.3, 4.173684210526315)","(9.0, 12.5, 12.125)","(8.0, 10.5, 10.257142857142858)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.525)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:36.778024,"(3.0, 3.5, 3.4314814814814816)","(3.6, 4.3, 4.199999999999999)","(9.0, 12.5, 12.125)","(8.0, 10.5, 10.257142857142858)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.525)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:38.116758,"(3.0, 3.5, 3.4314814814814816)","(3.6, 4.3, 4.199999999999999)","(9.0, 12.5, 12.125)","(8.0, 10.5, 10.257142857142858)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.525)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:39.414333,"(3.0, 3.5, 3.4314814814814816)","(3.6, 4.3, 4.199999999999999)","(9.0, 12.5, 12.125)","(8.0, 10.5, 10.257142857142858)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.517647058823529)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:40.807580,"(3.0, 3.5, 3.4314814814814816)","(3.6, 4.3, 4.199999999999999)","(9.0, 12.5, 12.125)","(8.0, 10.5, 10.257142857142858)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.517647058823529)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:42.149776,"(3.0, 3.5, 3.473913043478261)","(3.6, 4.3, 4.199999999999999)","(9.0, 12.5, 12.125)","(8.0, 10.5, 10.257142857142858)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.517647058823529)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:43.549020,"(3.0, 3.45, 3.4369565217391305)","(3.6, 4.3, 4.199999999999999)","(9.0, 12.5, 12.125)","(8.0, 10.5, 10.257142857142858)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.517647058823529)","(13.0, 17.5, 17.106060606060606)"
16-12-2022 15:03:44.905733,"(3.0, 3.45, 3.4369565217391305)","(3.6, 4.3, 4.173684210526315)","(8.5, 12.5, 12.125)","(8.0, 10.5, 10.257142857142858)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.517647058823529)","(13.0, 17.5, 17.106060606060606)"
16-12-2022 15:03:46.417716,"(3.0, 3.45, 3.4369565217391305)","(3.6, 4.3, 4.173684210526315)","(8.5, 12.5, 12.125)","(8.0, 10.5, 10.257142857142858)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.517647058823529)","(13.0, 17.5, 17.106060606060606)"
16-12-2022 15:03:47.847449,"(3.0, 3.5, 3.434)","(3.6, 4.3, 4.173684210526315)","(8.5, 12.5, 12.125)","(8.0, 10.5, 10.257142857142858)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.517647058823529)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:49.302484,"(3.0, 3.5, 3.470833333333333)","(3.6, 4.3, 4.160869565217391)","(8.5, 12.5, 12.125)","(8.0, 10.5, 10.257142857142858)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.517647058823529)","(13.0, 17.5, 17.166666666666668)"
16-12-2022 15:03:50.599434,"(3.0, 3.5, 3.4967289719626167)","(3.6, 4.3, 4.160869565217391)","(8.5, 12.5, 12.125)","(8.0, 10.5, 10.257142857142858)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.571428571428571)","(13.0, 17.5, 16.346153846153847)"
16-12-2022 15:03:51.810635,"(3.0, 3.5, 3.4166666666666665)","(3.6, 4.3, 4.173684210526315)","(8.5, 12.5, 11.961538461538462)","(8.0, 10.5, 10.257142857142858)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.571428571428571)","(13.0, 17.5, 17.125)"
16-12-2022 15:03:53.011085,"(3.0, 3.5, 3.407142857142857)","(3.6, 4.3, 4.173684210526315)","(8.5, 12.5, 11.961538461538462)","(8.0, 10.5, 10.257142857142858)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.571428571428571)","(13.0, 17.5, 17.125)"
16-12-2022 15:03:54.216648,"(3.0, 3.5, 3.407142857142857)","(3.6, 4.3, 4.173684210526315)","(8.5, 12.5, 11.961538461538462)","(8.0, 10.5, 10.271153846153846)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.8, 5.590909090909091)","(13.0, 17.5, 17.125)"
16-12-2022 15:03:55.419919,"(3.0, 3.4, 3.3642857142857143)","(3.6, 4.3, 4.173684210526315)","(8.5, 12.5, 11.961538461538462)","(8.0, 10.5, 10.257142857142858)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.7, 5.590909090909091)","(13.0, 17.5, 17.125)"
16-12-2022 15:03:56.610714,"(3.0, 3.45, 3.4000000000000004)","(3.6, 4.3, 4.173684210526315)","(8.5, 12.5, 11.961538461538462)","(8.0, 10.5, 10.257142857142858)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.7, 5.583333333333333)","(13.0, 17.5, 17.125)"
16-12-2022 15:03:57.823741,"(3.0, 3.45, 3.4000000000000004)","(3.6, 4.3, 4.173684210526315)","(8.5, 12.5, 11.961538461538462)","(8.0, 10.5, 10.229545454545455)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.7, 5.583333333333333)","(13.0, 17.5, 17.125)"
16-12-2022 15:03:59.009319,"(3.0, 3.45, 3.4000000000000004)","(3.6, 4.3, 4.173684210526315)","(8.5, 12.5, 11.961538461538462)","(8.0, 10.5, 10.19375)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.7, 5.583333333333333)","(13.0, 17.5, 17.125)"
16-12-2022 15:04:00.227151,"(3.0, 3.45, 3.43)","(3.6, 4.3, 4.173684210526315)","(8.5, 12.5, 11.961538461538462)","(8.0, 10.5, 10.229545454545455)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.7, 5.6475)","(13.0, 17.5, 17.0)"
16-12-2022 15:04:01.424498,"(3.0, 3.45, 3.435714285714286)","(3.6, 4.3, 4.173684210526315)","(8.5, 12.5, 11.961538461538462)","(8.0, 10.5, 10.229545454545455)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.7, 5.6475)","(13.0, 17.5, 15.846153846153847)"
16-12-2022 15:04:02.661823,"(3.0, 3.45, 3.435714285714286)","(3.6, 4.3, 4.173684210526315)","(8.5, 12.5, 12.1)","(8.0, 10.5, 10.229545454545455)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.7, 5.6475)","(13.0, 17.0, 16.166666666666668)"
16-12-2022 15:04:03.977360,"(3.0, 3.45, 3.435714285714286)","(3.6, 4.3, 4.173684210526315)","(8.5, 12.5, 12.456521739130435)","(8.0, 10.5, 9.938461538461539)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.7, 5.6475)","(13.0, 17.0, 16.166666666666668)"
16-12-2022 15:04:05.309631,"(3.0, 3.45, 3.435714285714286)","(3.6, 4.3, 4.166666666666666)","(8.5, 12.5, 13.211538461538462)","(8.0, 10.0, 9.931428571428572)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.7, 5.6475)","(13.0, 17.0, 16.166666666666668)"
16-12-2022 15:04:06.970808,"(3.0, 3.45, 3.435714285714286)","(3.6, 4.3, 4.128571428571428)","(8.5, 13.5, 12.916666666666666)","(8.0, 10.0, 9.931428571428572)","(13.0, 21.0, 19.166666666666668)","(4.6, 5.7, 5.6475)","(13.0, 17.0, 16.31578947368421)"
16-12-2022 15:04:08.268346,"(3.0, 3.45, 3.435714285714286)","(3.6, 4.3, 4.128571428571428)","(8.5, 13.0, 12.916666666666666)","(8.0, 10.0, 9.984)","(13.0, 21.0, 19.26923076923077)","(4.6, 5.7, 5.321428571428572)","(13.0, 17.0, 16.52)"
16-12-2022 15:04:09.497246,"(3.0, 3.5, 3.4406976744186046)","(3.6, 4.3, 4.188888888888888)","(8.5, 14.0, 13.419354838709678)","(8.0, 10.0, 10.125)","(13.0, 21.0, 19.26923076923077)","(4.6, 5.4, 5.155555555555556)","(13.0, 17.0, 16.515151515151516)"
16-12-2022 15:04:10.764254,"(3.0, 3.5, 3.4105263157894736)","(3.6, 4.3, 4.223076923076923)","(8.5, 14.0, 13.419354838709678)","(8.0, 10.5, 10.125)","(13.0, 21.0, 19.5)","(4.6, 5.4, 5.155555555555556)","(13.0, 17.0, 15.8)"
16-12-2022 15:04:12.021267,"(3.0, 3.5, 3.413333333333333)","(3.6, 4.3, 4.254545454545454)","(8.5, 14.0, 12.75)","(8.0, 10.5, 10.125)","(13.0, 21.0, 19.5)","(4.6, 5.4, 5.155555555555556)","(13.0, 17.0, 15.8)"
16-12-2022 15:04:13.310742,"(3.0, 3.5, 3.413333333333333)","(3.6, 4.3, 4.285714285714286)","(8.5, 14.0, 13.166666666666666)","(8.0, 10.5, 10.16)","(13.0, 21.0, 19.5)","(4.6, 5.4, 5.166666666666666)","(13.0, 17.0, 16.076923076923077)"
16-12-2022 15:04:14.877556,"(3.0, 3.45, 3.4125)","(3.6, 4.3, 4.285714285714286)","(8.5, 14.0, 13.166666666666666)","(8.0, 10.5, 10.16)","(13.0, 21.0, 19.636363636363637)","(4.6, 5.3, 5.166666666666666)","(13.0, 17.0, 16.2)"
16-12-2022 15:04:16.346380,"(3.0, 3.45, 3.4125)","(3.6, 4.3, 4.285714285714286)","(8.5, 14.0, 13.25)","(8.0, 10.5, 10.16)","(13.0, 21.0, 19.636363636363637)","(4.6, 5.3, 5.166666666666666)","(13.0, 17.0, 16.076923076923077)"
16-12-2022 15:04:17.571927,"(3.0, 3.45, 3.4125)","(3.6, 4.3, 4.285714285714286)","(8.5, 13.5, 13.25)","(8.0, 10.5, 10.16)","(13.0, 21.0, 19.636363636363637)","(4.6, 5.3, 5.278723404255319)","(13.0, 17.0, 16.076923076923077)"
16-12-2022 15:04:18.839203,"(3.0, 3.45, 3.4125)","(3.6, 4.3, 4.285714285714286)","(8.5, 13.5, 12.833333333333334)","(8.0, 10.5, 10.16)","(13.0, 21.0, 19.636363636363637)","(4.6, 5.3, 5.365263157894737)","(13.0, 17.0, 16.333333333333332)"
16-12-2022 15:04:20.173371,"(3.0, 3.5, 3.413333333333333)","(3.6, 4.3, 4.285714285714286)","(8.5, 13.5, 13.0)","(8.0, 10.5, 10.16)","(13.0, 21.0, 19.636363636363637)","(4.6, 5.4, 5.365263157894737)","(13.0, 17.0, 16.333333333333332)"
16-12-2022 15:04:21.456330,"(3.0, 3.5, 3.4105263157894736)","(3.6, 4.3, 4.285714285714286)","(8.5, 13.5, 13.0)","(8.0, 10.5, 10.16)","(13.0, 21.0, 19.636363636363637)","(4.6, 5.4, 5.365263157894737)","(13.0, 17.0, 16.333333333333332)"
16-12-2022 15:04:22.683208,"(3.0, 3.45, 3.404166666666667)","(3.6, 4.3, 4.285714285714286)","(8.5, 13.5, 13.0)","(8.0, 10.5, 10.16)","(13.0, 21.0, 19.636363636363637)","(4.6, 5.4, 5.366666666666667)","(13.0, 17.0, 16.47826086956522)"
16-12-2022 15:04:24.139207,"(3.0, 3.45, 3.404166666666667)","(3.6, 4.3, 4.285714285714286)","(8.5, 13.5, 13.0)","(8.0, 10.5, 10.16)","(13.0, 21.0, 19.636363636363637)","(4.6, 5.4, 5.366666666666667)","(13.0, 17.0, 16.47826086956522)"
16-12-2022 15:04:25.710735,"(3.0, 3.45, 3.404166666666667)","(3.6, 4.3, 4.285714285714286)","(8.5, 13.5, 13.0)","(8.0, 10.5, 10.16)","(13.0, 21.0, 19.636363636363637)","(4.6, 5.4, 5.057894736842105)","(13.0, 17.0, 16.47826086956522)"
16-12-2022 15:04:26.927597,"(3.0, 3.45, 3.404166666666667)","(3.6, 4.3, 4.285714285714286)","(8.5, 13.5, 13.5)","(8.0, 10.5, 10.16)","(13.0, 21.0, 20.0)","(4.6, 5.1, 5.24)","(13.0, 17.0, 16.47826086956522)"
16-12-2022 15:04:28.189994,"(3.0, 3.45, 3.404166666666667)","(3.6, 4.3, 4.292307692307692)","(8.5, 14.0, 13.605263157894736)","(8.0, 10.5, 10.16)","(13.0, 21.0, 20.0)","(4.6, 5.4, 5.24)","(13.0, 17.0, 16.47826086956522)"
16-12-2022 15:04:29.441216,"(3.0, 3.45, 3.404166666666667)","(3.6, 4.3, 4.292307692307692)","(8.5, 14.0, 13.48076923076923)","(8.0, 10.5, 10.16)","(13.0, 21.0, 20.0)","(4.6, 5.4, 5.24)","(13.0, 17.0, 16.47826086956522)"
16-12-2022 15:04:30.708468,"(3.0, 3.45, 3.404166666666667)","(3.6, 4.3, 4.292307692307692)","(8.5, 14.0, 13.48076923076923)","(8.0, 10.5, 10.2)","(13.0, 21.0, 20.0)","(4.6, 5.4, 5.24)","(13.0, 17.0, 16.47826086956522)"
16-12-2022 15:04:32.307001,"(3.0, 3.45, 3.404166666666667)","(3.6, 4.3, 4.292307692307692)","(8.5, 14.0, 13.48076923076923)","(8.0, 10.5, 10.2)","(13.0, 21.0, 20.0)","(4.6, 5.4, 5.24)","(13.0, 17.0, 16.47826086956522)"
16-12-2022 15:04:33.967390,"(3.0, 3.45, 3.404166666666667)","(3.6, 4.3, 4.292307692307692)","(8.5, 14.0, 13.48076923076923)","(8.0, 10.5, 10.2)","(13.0, 21.0, 20.0)","(4.6, 5.4, 5.24)","(13.0, 17.0, 16.47826086956522)"
16-12-2022 15:04:35.185740,"(3.0, 3.45, 3.404166666666667)","(3.6, 4.3, 4.292307692307692)","(8.5, 14.0, 13.48076923076923)","(8.0, 10.5, 10.2)","(13.0, 21.0, 20.0)","(4.6, 5.4, 5.24)","(13.0, 17.0, 16.47826086956522)"
16-12-2022 15:04:36.401299,"(3.0, 3.45, 3.404166666666667)","(3.6, 4.3, 4.292307692307692)","(8.5, 14.0, 13.48076923076923)","(8.0, 10.5, 10.2)","(13.0, 21.0, 20.0)","(4.6, 5.4, 5.24)","(13.0, 17.0, 16.47826086956522)"
16-12-2022 15:04:37.586560,"(3.0, 3.45, 3.404166666666667)","(3.6, 4.3, 4.292307692307692)","(8.5, 14.0, 13.48076923076923)","(8.0, 10.5, 10.2)","(13.0, 21.0, 20.0)","(4.6, 5.4, 5.24)","(13.0, 17.0, 16.47826086956522)"
16-12-2022 15:04:38.807350,"(3.0, 3.45, 3.4055555555555554)","(3.6, 4.3, 4.292307692307692)","(8.5, 14.0, 13.775)","(8.0, 10.5, 10.2)","(13.0, 21.0, 20.0)","(4.6, 5.4, 5.163636363636364)","(13.0, 17.0, 16.47826086956522)"
16-12-2022 15:04:40.022823,"(3.0, 3.45, 3.4055555555555554)","(3.6, 4.3, 4.292307692307692)","(8.5, 14.0, 13.775)","(8.0, 10.5, 10.25)","(13.0, 21.0, 20.0)","(4.6, 5.4, 5.094117647058823)","(13.0, 17.0, 16.47826086956522)"
16-12-2022 15:04:41.194433,"(3.0, 3.4, 3.375609756097561)","(3.6, 4.3, 4.292307692307692)","(8.5, 14.0, 15.05)","(8.0, 10.5, 10.340909090909092)","(13.0, 21.0, 20.0)","(4.6, 5.4, 4.801545253863135)","(13.0, 17.0, 16.571428571428573)"
16-12-2022 15:04:42.328638,"(3.0, 3.4, 3.3689655172413793)","(3.6, 4.4, 4.338461538461539)","(8.5, 15.5, 14.5)","(8.0, 10.5, 10.411764705882353)","(13.0, 21.0, 20.0)","(4.6, 4.9, 4.707234042553192)","(13.0, 17.0, 16.76923076923077)"
16-12-2022 15:04:43.489072,"(3.0, 3.45, 3.3833333333333333)","(3.6, 4.4, 4.307142857142858)","(8.5, 15.5, 14.441176470588236)","(8.0, 11.0, 10.411764705882353)","(13.0, 21.0, 20.0)","(4.6, 4.9, 4.7026143790849675)","(13.0, 17.0, 16.823529411764707)"
16-12-2022 15:04:44.684362,"(3.0, 3.45, 3.4266666666666667)","(3.6, 4.4, 4.3187500000000005)","(8.5, 15.5, 14.441176470588236)","(8.0, 11.0, 10.435897435897436)","(13.0, 21.0, 20.0)","(4.6, 4.9, 4.7026143790849675)","(13.0, 17.0, 16.823529411764707)"
16-12-2022 15:04:45.928051,"(3.0, 3.45, 3.4266666666666667)","(3.6, 4.4, 4.335)","(8.5, 15.5, 14.272727272727273)","(8.0, 11.0, 10.488372093023255)","(13.0, 21.0, 20.0)","(4.6, 4.9, 4.615529753265602)","(13.0, 17.0, 16.823529411764707)"
16-12-2022 15:04:47.135462,"(3.0, 3.45, 3.4266666666666667)","(3.6, 4.4, 4.335)","(9.0, 15.5, 14.428571428571429)","(8.0, 11.0, 10.38888888888889)","(14.0, 21.0, 20.0)","(4.6, 4.7, 4.613578680203045)","(13.0, 17.0, 16.823529411764707)"
16-12-2022 15:04:48.659006,"(3.0, 3.55, 3.483076923076923)","(3.6, 4.4, 4.3187500000000005)","(9.0, 15.5, 14.272727272727273)","(8.0, 11.0, 10.38888888888889)","(14.0, 21.0, 20.0)","(4.6, 4.7, 4.613459119496855)","(13.0, 17.0, 16.823529411764707)"
16-12-2022 15:04:50.445881,"(3.0, 3.55, 3.525581395348837)","(3.6, 4.4, 4.3187500000000005)","(9.0, 15.5, 14.083333333333334)","(8.0, 11.0, 10.435897435897436)","(14.0, 21.0, 20.0)","(4.6, 4.7, 4.613459119496855)","(13.0, 17.0, 16.823529411764707)"
16-12-2022 15:04:51.674627,"(3.0, 3.55, 3.525581395348837)","(3.6, 4.4, 4.3187500000000005)","(9.0, 15.5, 14.09375)","(8.0, 11.0, 10.45)","(14.0, 21.0, 20.0)","(4.6, 4.7, 4.440259740259741)","(13.0, 17.0, 16.823529411764707)"
16-12-2022 15:04:52.870829,"(3.0, 3.55, 3.526923076923077)","(3.6, 4.4, 4.325714285714286)","(9.0, 15.5, 14.1)","(8.0, 11.0, 10.472222222222221)","(14.0, 21.0, 20.107142857142858)","(4.6, 4.5, 4.442465753424658)","(13.0, 17.0, 18.666666666666668)"
