,Thats Not My Gait,Fling It Rainbow,Tripod Nz,Dels Destiny Nz,Megeve,Homonym Nz,Peakz Luck Nz,Whatwillbeewillbee Nz,Little Yankee
07-12-2022 20:27:50.248053,"(2.4, 2.96, 2.7266666666666666)","(16.0, 30.0, 25.846153846153847)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 32.0, 28.5)"
07-12-2022 20:27:51.690381,"(2.4, 2.96, 2.7266666666666666)","(16.0, 30.0, 25.846153846153847)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 32.0, 28.5)"
07-12-2022 20:27:53.059767,"(2.4, 2.96, 2.7266666666666666)","(16.0, 30.0, 25.846153846153847)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 32.0, 28.5)"
07-12-2022 20:27:54.437936,"(2.4, 2.96, 2.7266666666666666)","(16.0, 30.0, 25.846153846153847)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 32.0, 28.5)"
07-12-2022 20:27:55.830884,"(2.4, 2.96, 2.7266666666666666)","(16.0, 30.0, 25.846153846153847)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 32.0, 28.5)"
07-12-2022 20:27:57.229311,"(2.4, 2.96, 2.7266666666666666)","(16.0, 30.0, 25.846153846153847)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 32.0, 29.333333333333332)"
07-12-2022 20:27:58.569527,"(2.4, 2.96, 2.7266666666666666)","(16.0, 30.0, 25.846153846153847)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:27:59.965461,"(2.4, 2.96, 2.7266666666666666)","(16.0, 30.0, 25.846153846153847)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:01.591111,"(2.4, 2.96, 2.7266666666666666)","(16.0, 30.0, 25.846153846153847)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:03.018780,"(2.4, 2.96, 2.7266666666666666)","(16.0, 30.0, 25.846153846153847)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:04.548253,"(2.4, 2.96, 2.7266666666666666)","(16.0, 30.0, 25.846153846153847)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:05.905357,"(2.4, 2.96, 2.7266666666666666)","(16.0, 30.0, 25.846153846153847)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:07.244626,"(2.4, 2.96, 2.7266666666666666)","(16.0, 30.0, 25.846153846153847)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:08.504587,"(2.4, 2.96, 2.7266666666666666)","(16.0, 30.0, 25.846153846153847)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:09.819106,"(2.4, 2.96, 2.7266666666666666)","(16.0, 30.0, 25.846153846153847)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:11.039691,"(2.4, 2.96, 2.7266666666666666)","(16.0, 30.0, 25.846153846153847)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:12.259134,"(2.4, 2.96, 2.7266666666666666)","(16.0, 30.0, 26.142857142857142)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:13.480943,"(2.4, 2.96, 2.7266666666666666)","(16.0, 30.0, 26.142857142857142)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:14.746532,"(2.4, 2.96, 2.7266666666666666)","(16.0, 30.0, 26.142857142857142)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:16.094439,"(2.4, 2.96, 2.7266666666666666)","(16.0, 30.0, 26.142857142857142)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:17.450005,"(2.4, 2.96, 2.7266666666666666)","(16.0, 30.0, 28.2)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:19.068107,"(2.4, 2.96, 2.7800000000000002)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:20.483904,"(2.4, 2.96, 2.7800000000000002)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:22.313848,"(2.4, 2.96, 2.7800000000000002)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:23.780455,"(2.4, 2.96, 2.7800000000000002)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:25.191231,"(2.4, 2.96, 2.7800000000000002)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:26.612109,"(2.4, 2.96, 2.7800000000000002)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:28.147161,"(2.4, 2.96, 2.7800000000000002)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:29.543445,"(2.4, 2.96, 2.7800000000000002)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:30.958574,"(2.4, 2.96, 2.7800000000000002)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:32.201327,"(2.4, 2.96, 2.7800000000000002)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:33.457310,"(2.4, 2.96, 2.7800000000000002)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:34.892564,"(2.4, 2.96, 2.7800000000000002)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:36.285138,"(2.4, 2.96, 2.7800000000000002)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:37.596554,"(2.4, 2.96, 2.7800000000000002)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:38.951955,"(2.4, 2.96, 2.7800000000000002)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:40.256200,"(2.4, 2.96, 2.7800000000000002)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:41.563333,"(2.4, 2.96, 2.7800000000000002)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:42.843348,"(2.4, 2.96, 2.7800000000000002)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:44.143358,"(2.4, 2.96, 2.7800000000000002)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:45.463330,"(2.4, 2.96, 2.7800000000000002)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 29.333333333333332)"
07-12-2022 20:28:46.872185,"(2.4, 2.96, 2.7800000000000002)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 38.0, 27.75)"
07-12-2022 20:28:48.298470,"(2.4, 2.98, 2.7880000000000003)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 36.0, 27.75)"
07-12-2022 20:28:49.712414,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 36.0, 28.0)"
07-12-2022 20:28:50.984369,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:28:52.314764,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:28:53.602921,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:28:54.883376,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:28:56.261337,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:28:57.636992,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:28:59.000624,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:00.308020,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:01.808263,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:03.304851,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:04.594083,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:05.905404,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:07.205495,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:08.524363,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:09.884559,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:11.217839,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:12.491503,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:13.728421,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:15.164121,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:16.395205,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:17.625913,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:18.818418,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:19.977910,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:21.274242,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:22.468781,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:23.697977,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:24.949665,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:26.200360,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:27.513533,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:28.797695,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 16.11111111111111)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:30.003591,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 16.11111111111111)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:31.203781,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 16.11111111111111)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:32.320819,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 16.11111111111111)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:33.581638,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:34.781125,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 16.11111111111111)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:35.900571,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 16.11111111111111)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:37.068484,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 16.11111111111111)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:38.189463,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 16.11111111111111)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:39.387464,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:40.511612,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 16.11111111111111)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:41.646883,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 16.11111111111111)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
07-12-2022 20:29:42.818410,"(2.4, 2.98, 2.86)","(16.0, 30.0, 24.0)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 17.5, 15.416666666666666)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(12.0, 99999, 99990)","(20.0, 34.0, 28.0)"
