,Kooringa Magic,Bonbon Fire,Magic Charm,Blazing Bonus,Jimary Decoder,Miss Dudette,Spritely Olive,Chantelle Smells
15-12-2022 11:56:10.578539,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.875)","(19.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.6, 6.2, 4.706666666666666)","(3.6, 5.1, 4.96)","(41.0, 290.0, 152.75)","(31.0, 310.0, 194.6315789473684)"
15-12-2022 11:56:11.628637,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.875)","(19.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.6, 6.2, 4.706666666666666)","(3.6, 5.1, 4.96)","(41.0, 290.0, 152.75)","(31.0, 310.0, 194.6315789473684)"
15-12-2022 11:56:12.761409,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.875)","(19.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.6, 6.0, 5.066666666666666)","(3.6, 5.1, 4.96)","(41.0, 290.0, 152.75)","(31.0, 310.0, 194.6315789473684)"
15-12-2022 11:56:14.193426,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.875)","(19.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.6, 6.0, 5.694736842105263)","(3.6, 5.1, 4.96)","(41.0, 290.0, 152.75)","(31.0, 310.0, 194.6315789473684)"
15-12-2022 11:56:15.333269,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.875)","(19.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.6, 6.2, 5.694736842105263)","(3.6, 5.1, 4.96)","(41.0, 290.0, 152.75)","(31.0, 310.0, 194.6315789473684)"
15-12-2022 11:56:16.509066,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.875)","(19.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.6, 6.2, 5.86060606060606)","(3.6, 5.1, 4.96)","(41.0, 290.0, 152.75)","(31.0, 310.0, 194.6315789473684)"
15-12-2022 11:56:17.729158,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.875)","(19.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.6, 6.2, 5.694736842105263)","(3.6, 5.1, 4.96)","(41.0, 290.0, 152.75)","(31.0, 310.0, 194.6315789473684)"
15-12-2022 11:56:18.895823,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.875)","(19.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.6, 6.2, 5.694736842105263)","(3.6, 5.1, 4.96)","(41.0, 290.0, 152.75)","(31.0, 310.0, 194.6315789473684)"
15-12-2022 11:56:20.027547,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.875)","(19.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.6, 6.2, 5.694736842105263)","(3.6, 5.1, 4.96)","(41.0, 290.0, 152.75)","(31.0, 310.0, 194.6315789473684)"
15-12-2022 11:56:21.186105,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.875)","(19.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.6, 6.2, 5.694736842105263)","(3.6, 5.1, 4.96)","(41.0, 290.0, 152.75)","(31.0, 310.0, 194.6315789473684)"
15-12-2022 11:56:22.384810,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.875)","(19.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.6, 6.2, 5.86060606060606)","(3.6, 5.1, 4.96)","(41.0, 290.0, 152.75)","(31.0, 310.0, 194.6315789473684)"
15-12-2022 11:56:23.536879,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.875)","(19.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.6, 6.2, 5.86060606060606)","(3.6, 5.1, 4.96)","(41.0, 290.0, 152.75)","(31.0, 310.0, 194.6315789473684)"
15-12-2022 11:56:24.653204,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.875)","(19.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.6, 6.2, 5.86060606060606)","(3.6, 5.1, 4.96)","(41.0, 290.0, 152.75)","(31.0, 310.0, 194.6315789473684)"
15-12-2022 11:56:25.625646,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.875)","(19.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.6, 6.2, 5.86060606060606)","(3.6, 5.1, 4.96)","(41.0, 290.0, 152.75)","(31.0, 310.0, 194.6315789473684)"
15-12-2022 11:56:26.638977,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.875)","(19.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.6, 6.2, 5.86060606060606)","(3.6, 5.1, 4.96)","(41.0, 290.0, 152.75)","(31.0, 310.0, 194.6315789473684)"
15-12-2022 11:56:27.666440,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.875)","(19.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.6, 6.2, 5.86060606060606)","(3.6, 5.1, 4.96)","(41.0, 290.0, 152.75)","(31.0, 310.0, 194.6315789473684)"
15-12-2022 11:56:28.770612,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.875)","(19.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.6, 6.2, 5.86060606060606)","(3.6, 5.1, 4.96)","(41.0, 290.0, 152.75)","(31.0, 310.0, 194.6315789473684)"
15-12-2022 11:56:29.846694,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.875)","(19.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.6, 6.2, 5.86060606060606)","(3.6, 5.1, 4.96)","(41.0, 290.0, 152.75)","(31.0, 310.0, 194.6315789473684)"
15-12-2022 11:56:30.875123,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.875)","(19.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.6, 6.2, 5.694736842105263)","(3.6, 5.1, 4.96)","(41.0, 290.0, 152.75)","(31.0, 310.0, 194.6315789473684)"
15-12-2022 11:56:31.864133,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.875)","(19.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.6, 6.2, 5.694736842105263)","(3.6, 5.1, 4.96)","(41.0, 290.0, 152.75)","(31.0, 310.0, 194.6315789473684)"
15-12-2022 11:56:32.867823,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.875)","(19.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.6, 6.2, 5.694736842105263)","(3.6, 5.1, 4.96)","(41.0, 290.0, 152.75)","(31.0, 310.0, 183.05263157894737)"
15-12-2022 11:56:33.848295,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.875)","(19.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.6, 6.2, 5.86060606060606)","(3.6, 5.1, 4.96)","(41.0, 290.0, 152.75)","(31.0, 290.0, 183.05263157894737)"
15-12-2022 11:56:34.859012,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.875)","(20.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.8, 6.2, 5.86060606060606)","(3.7, 5.1, 4.96)","(41.0, 290.0, 152.75)","(31.0, 290.0, 183.05263157894737)"
15-12-2022 11:56:36.021150,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.875)","(20.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.8, 6.2, 5.694736842105263)","(3.7, 5.1, 4.96)","(41.0, 290.0, 152.75)","(31.0, 290.0, 183.05263157894737)"
15-12-2022 11:56:37.064921,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.875)","(20.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.8, 6.2, 5.694736842105263)","(3.7, 5.1, 4.96)","(41.0, 290.0, 152.75)","(31.0, 290.0, 183.05263157894737)"
15-12-2022 11:56:38.050147,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.875)","(20.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.8, 6.2, 5.694736842105263)","(3.7, 5.1, 4.96)","(41.0, 290.0, 152.75)","(31.0, 290.0, 183.05263157894737)"
15-12-2022 11:56:39.232768,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.8, 6.2, 5.7)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 152.75)","(31.0, 290.0, 183.05263157894737)"
15-12-2022 11:56:40.483734,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.8, 6.2, 5.7)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 152.75)","(31.0, 290.0, 183.05263157894737)"
15-12-2022 11:56:41.560026,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.8, 6.2, 5.7)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 152.75)","(31.0, 290.0, 183.05263157894737)"
15-12-2022 11:56:42.654158,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.8, 6.2, 5.507692307692308)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 290.0, 183.05263157894737)"
15-12-2022 11:56:43.997920,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.8, 6.2, 5.507692307692308)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 290.0, 183.05263157894737)"
15-12-2022 11:56:45.221769,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.8, 6.2, 5.507692307692308)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 290.0, 183.05263157894737)"
15-12-2022 11:56:46.478785,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.8, 6.2, 5.7)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 290.0, 183.05263157894737)"
15-12-2022 11:56:47.640742,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.8, 6.2, 5.507692307692308)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 290.0, 183.05263157894737)"
15-12-2022 11:56:48.701987,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.41025641025641)","(20.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.8, 6.2, 5.507692307692308)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 290.0, 183.05263157894737)"
15-12-2022 11:56:49.856747,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.41025641025641)","(20.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.8, 6.2, 5.507692307692308)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 290.0, 183.05263157894737)"
15-12-2022 11:56:50.866047,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.41025641025641)","(20.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.8, 6.2, 5.507692307692308)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 290.0, 183.05263157894737)"
15-12-2022 11:56:51.829085,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.41025641025641)","(20.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.8, 6.2, 5.507692307692308)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 290.0, 183.05263157894737)"
15-12-2022 11:56:52.844666,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.41025641025641)","(20.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.8, 6.2, 5.7)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 290.0, 183.05263157894737)"
15-12-2022 11:56:53.811988,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.41025641025641)","(20.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.8, 6.2, 5.7)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 290.0, 183.05263157894737)"
15-12-2022 11:56:54.784810,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.41025641025641)","(20.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.8, 6.2, 5.507692307692308)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 290.0, 183.05263157894737)"
15-12-2022 11:56:55.804736,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.41025641025641)","(20.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.8, 6.2, 5.507692307692308)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 290.0, 183.05263157894737)"
15-12-2022 11:56:56.791056,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.41025641025641)","(20.0, 65.0, 60.125)","(26.0, 110.0, 65.44999999999999)","(4.8, 6.2, 5.507692307692308)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 290.0, 183.05263157894737)"
15-12-2022 11:56:57.787831,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.41025641025641)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.507692307692308)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 290.0, 183.05263157894737)"
15-12-2022 11:56:58.760116,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.41025641025641)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.7)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 290.0, 183.05263157894737)"
15-12-2022 11:56:59.747969,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.41025641025641)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.507692307692308)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 290.0, 183.05263157894737)"
15-12-2022 11:57:00.816406,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.41025641025641)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.507692307692308)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 290.0, 183.05263157894737)"
15-12-2022 11:57:01.855865,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.41025641025641)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.507692307692308)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 290.0, 183.05263157894737)"
15-12-2022 11:57:02.866256,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.41025641025641)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.7)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 290.0, 225.53846153846152)"
15-12-2022 11:57:04.035012,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.41025641025641)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.7)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:05.137909,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.41025641025641)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.7)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:06.160195,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.41025641025641)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.7)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:07.113037,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.41025641025641)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.507692307692308)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:08.130843,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.41025641025641)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.507692307692308)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:09.093941,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.507692307692308)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:10.107843,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.7)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:11.081519,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.7)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:12.085910,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.7)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:13.074358,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.507692307692308)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:14.056578,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.507692307692308)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:15.200849,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.507692307692308)","(3.7, 5.1, 4.446666666666666)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:16.182937,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.507692307692308)","(3.7, 5.1, 4.448275862068965)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:17.137659,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 6.007843137254902)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:18.397820,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.744827586206897)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:19.432853,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.744827586206897)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:20.454357,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.744827586206897)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:21.642878,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:22.662351,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:23.674483,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:24.767641,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:25.818833,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:26.814981,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:27.776879,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:28.738185,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:29.744575,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:30.731028,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:31.707912,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:32.675757,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.5925925925925926)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:33.675702,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.388888888888889)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:34.672972,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.388888888888889)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:35.685137,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.388888888888889)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:36.745230,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.388888888888889)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 260.0, 225.53846153846152)"
15-12-2022 11:57:37.896881,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.388888888888889)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 260.0, 176.25)"
15-12-2022 11:57:39.071516,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.388888888888889)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 240.0, 176.25)"
15-12-2022 11:57:40.229230,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.388888888888889)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 240.0, 176.25)"
15-12-2022 11:57:41.535569,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.388888888888889)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 240.0, 176.25)"
