,This Skilled Cat,Buzz N Joe,Temoin Chaud,Onthetake,Nics Hero,Dunvegan,Gwennybegg,Invertational,Arachidi
05-01-2023 15:42:32.990931,"(8.0, 17.5, 16.61111111111111)","(4.6, 6.0, 5.85)","(14.0, 30.0, 28.0)","(41.0, 110.0, 88.57142857142857)","(14.0, 25.0, 21.25)","(15.0, 26.0, 23.4)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.269116719242902)","(4.4, 5.9, 5.561538461538461)"
05-01-2023 15:42:34.109702,"(8.0, 17.5, 16.61111111111111)","(4.6, 6.0, 5.85)","(14.0, 30.0, 28.0)","(41.0, 110.0, 88.57142857142857)","(14.0, 25.0, 21.25)","(15.0, 26.0, 23.4)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.269116719242902)","(4.4, 5.9, 5.561538461538461)"
05-01-2023 15:42:35.273639,"(8.0, 17.5, 16.61111111111111)","(4.6, 6.0, 5.85)","(14.0, 30.0, 28.0)","(41.0, 110.0, 88.57142857142857)","(14.0, 25.0, 21.25)","(15.0, 26.0, 21.25)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.561538461538461)"
05-01-2023 15:42:36.406486,"(8.0, 17.5, 16.61111111111111)","(4.6, 6.2, 6.136842105263158)","(14.0, 30.0, 28.666666666666668)","(41.0, 110.0, 88.57142857142857)","(14.0, 25.0, 21.05263157894737)","(15.0, 23.0, 21.25)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:42:37.551476,"(8.0, 17.5, 16.071428571428573)","(4.6, 6.2, 6.136842105263158)","(14.0, 30.0, 28.666666666666668)","(41.0, 110.0, 88.57142857142857)","(14.0, 25.0, 21.25)","(15.0, 23.0, 21.25)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.561538461538461)"
05-01-2023 15:42:38.740083,"(8.0, 17.5, 16.681818181818183)","(4.6, 6.2, 6.136842105263158)","(14.0, 30.0, 28.666666666666668)","(41.0, 110.0, 88.57142857142857)","(14.0, 25.0, 21.25)","(15.0, 23.0, 21.25)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.561538461538461)"
05-01-2023 15:42:39.889803,"(8.0, 17.5, 16.375)","(4.6, 6.2, 6.136842105263158)","(14.0, 30.0, 28.666666666666668)","(41.0, 110.0, 88.57142857142857)","(14.0, 25.0, 21.25)","(15.0, 23.0, 21.25)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.561538461538461)"
05-01-2023 15:42:41.082319,"(8.0, 17.5, 16.375)","(4.6, 6.2, 6.136842105263158)","(14.0, 30.0, 28.666666666666668)","(41.0, 110.0, 88.57142857142857)","(14.0, 25.0, 21.25)","(15.0, 23.0, 21.25)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.561538461538461)"
05-01-2023 15:42:42.268679,"(8.0, 17.5, 16.375)","(4.6, 6.2, 6.136842105263158)","(14.0, 30.0, 28.666666666666668)","(41.0, 110.0, 88.57142857142857)","(14.0, 25.0, 21.25)","(15.0, 23.0, 21.25)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.561538461538461)"
05-01-2023 15:42:43.467446,"(8.0, 17.5, 16.375)","(4.6, 6.2, 6.136842105263158)","(14.0, 30.0, 28.666666666666668)","(41.0, 110.0, 88.57142857142857)","(14.0, 25.0, 21.25)","(15.0, 23.0, 21.25)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.561538461538461)"
05-01-2023 15:42:44.734509,"(8.0, 17.5, 16.375)","(4.6, 6.2, 6.136842105263158)","(14.0, 30.0, 28.666666666666668)","(41.0, 110.0, 88.57142857142857)","(14.0, 25.0, 21.25)","(15.0, 23.0, 21.25)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.561538461538461)"
05-01-2023 15:42:45.993252,"(8.0, 17.5, 16.375)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 28.666666666666668)","(41.0, 110.0, 88.57142857142857)","(14.0, 25.0, 21.25)","(15.0, 23.0, 20.375)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.561538461538461)"
05-01-2023 15:42:47.252379,"(8.0, 17.5, 16.375)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 28.666666666666668)","(41.0, 110.0, 88.57142857142857)","(14.0, 25.0, 22.22222222222222)","(15.0, 23.0, 20.375)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.561538461538461)"
05-01-2023 15:42:48.437241,"(8.0, 17.5, 16.375)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 28.666666666666668)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.22222222222222)","(15.0, 23.0, 20.375)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.561538461538461)"
05-01-2023 15:42:49.627958,"(8.0, 17.5, 16.375)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 28.666666666666668)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.22222222222222)","(15.0, 23.0, 20.375)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.561538461538461)"
05-01-2023 15:42:50.791371,"(8.0, 17.5, 16.375)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 28.666666666666668)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.22222222222222)","(15.0, 23.0, 20.375)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.561538461538461)"
05-01-2023 15:42:51.986419,"(8.0, 17.5, 16.375)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 29.8)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.22222222222222)","(15.0, 23.0, 20.375)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.561538461538461)"
05-01-2023 15:42:53.133042,"(8.0, 17.5, 16.375)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 29.8)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.22222222222222)","(15.0, 23.0, 20.375)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.561538461538461)"
05-01-2023 15:42:54.272734,"(8.0, 17.5, 16.681818181818183)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 29.8)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.22222222222222)","(15.0, 23.0, 20.375)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.561538461538461)"
05-01-2023 15:42:55.416884,"(8.0, 17.5, 16.681818181818183)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 29.8)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.22222222222222)","(15.0, 23.0, 20.375)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.561538461538461)"
05-01-2023 15:42:56.528144,"(8.0, 17.5, 16.681818181818183)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 29.8)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.22222222222222)","(15.0, 23.0, 20.375)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.561538461538461)"
05-01-2023 15:42:57.679841,"(8.0, 17.5, 16.681818181818183)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 29.8)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.22222222222222)","(15.0, 23.0, 20.375)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.561538461538461)"
05-01-2023 15:42:58.807210,"(8.0, 17.5, 16.681818181818183)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 29.8)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.22222222222222)","(15.0, 23.0, 20.375)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.561538461538461)"
05-01-2023 15:43:00.018681,"(8.0, 17.5, 16.681818181818183)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 29.8)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.22222222222222)","(15.0, 23.0, 20.375)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.561538461538461)"
05-01-2023 15:43:01.183780,"(8.0, 17.5, 16.681818181818183)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 29.8)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.22222222222222)","(15.0, 23.0, 20.375)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.561538461538461)"
05-01-2023 15:43:02.345865,"(8.0, 17.5, 16.681818181818183)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 29.8)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.22222222222222)","(15.0, 23.0, 20.375)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.561538461538461)"
05-01-2023 15:43:03.502606,"(8.0, 17.5, 14.5)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 29.8)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.22222222222222)","(15.0, 23.0, 20.375)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:04.729229,"(8.0, 17.5, 14.5)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 29.8)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.22222222222222)","(15.0, 23.0, 20.375)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:05.938875,"(8.0, 17.5, 14.5)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 29.8)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.22222222222222)","(15.0, 23.0, 20.375)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:07.159839,"(8.0, 17.5, 14.5)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 29.8)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.22222222222222)","(15.0, 23.0, 20.375)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:08.378547,"(8.0, 17.5, 14.5)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 29.8)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.22222222222222)","(15.0, 23.0, 20.375)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:09.592726,"(8.0, 17.5, 14.5)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 29.8)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.22222222222222)","(15.0, 23.0, 20.375)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:10.793567,"(8.0, 17.5, 14.5)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 29.8)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.22222222222222)","(15.0, 23.0, 20.375)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:11.923095,"(8.0, 17.5, 14.5)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 29.8)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.22222222222222)","(15.0, 23.0, 20.375)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:13.061152,"(8.0, 17.5, 14.5)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 29.8)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.22222222222222)","(15.0, 23.0, 20.375)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:14.260710,"(8.0, 15.5, 12.8)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 29.8)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.0)","(15.0, 23.0, 20.375)","(61.0, 180.0, 146.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:15.394027,"(8.0, 15.0, 14.285714285714286)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 29.8)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.0)","(15.0, 23.0, 20.375)","(61.0, 180.0, 136.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:16.515492,"(8.0, 16.0, 15.0)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 29.8)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.0)","(15.0, 23.0, 20.375)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:17.646448,"(8.0, 16.0, 15.0)","(4.6, 6.4, 6.217391304347826)","(14.0, 30.0, 29.8)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.0)","(15.0, 23.0, 21.875)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:18.762879,"(8.0, 16.0, 15.0)","(4.6, 6.4, 6.0)","(14.0, 30.0, 29.791666666666668)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.0)","(15.0, 29.0, 22.05)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:19.891544,"(8.0, 16.0, 15.0)","(4.6, 6.4, 6.0)","(14.0, 30.0, 29.791666666666668)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.0)","(15.0, 28.0, 22.05)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:21.067554,"(8.0, 16.0, 15.0)","(4.6, 6.4, 5.905882352941177)","(14.0, 30.0, 29.791666666666668)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.0)","(15.0, 28.0, 22.05)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:22.273014,"(8.0, 16.0, 15.0)","(4.6, 6.4, 5.905882352941177)","(14.0, 30.0, 29.791666666666668)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.0)","(15.0, 28.0, 22.05)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:23.505463,"(8.0, 16.0, 15.0)","(4.6, 6.4, 5.855555555555556)","(14.0, 30.0, 29.791666666666668)","(41.0, 110.0, 88.57142857142857)","(14.0, 23.0, 22.0)","(15.0, 28.0, 22.05)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:24.782203,"(8.0, 16.0, 15.0)","(4.6, 6.4, 5.855555555555556)","(14.0, 30.0, 29.791666666666668)","(41.0, 110.0, 94.28571428571429)","(14.0, 23.0, 22.0)","(15.0, 28.0, 22.05)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:26.003532,"(8.0, 16.0, 15.0)","(4.6, 6.4, 5.855555555555556)","(14.0, 30.0, 29.791666666666668)","(41.0, 130.0, 92.5)","(14.0, 23.0, 22.0)","(15.0, 28.0, 22.05)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:27.164673,"(8.0, 16.0, 15.0)","(4.6, 6.4, 5.855555555555556)","(14.0, 30.0, 29.791666666666668)","(41.0, 130.0, 84.16666666666666)","(14.0, 23.0, 22.0)","(15.0, 28.0, 22.05)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:28.381405,"(8.0, 16.0, 15.0)","(4.6, 6.4, 5.833333333333334)","(14.0, 30.0, 29.791666666666668)","(41.0, 90.0, 84.16666666666666)","(14.0, 23.0, 22.0)","(15.0, 28.0, 22.05)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:29.577033,"(8.0, 16.0, 15.0)","(4.6, 6.4, 5.833333333333334)","(14.0, 30.0, 29.791666666666668)","(41.0, 90.0, 66.66666666666667)","(14.0, 23.0, 22.0)","(15.0, 28.0, 22.05)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:30.763083,"(8.0, 16.0, 15.0)","(4.6, 6.4, 5.833333333333334)","(14.0, 30.0, 29.791666666666668)","(41.0, 90.0, 66.66666666666667)","(14.0, 23.0, 22.0)","(15.0, 28.0, 24.0)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:31.934140,"(8.0, 16.0, 15.0)","(4.6, 6.4, 5.833333333333334)","(14.0, 30.0, 29.791666666666668)","(41.0, 90.0, 66.66666666666667)","(14.0, 23.0, 22.0)","(15.0, 27.0, 24.0)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:33.085318,"(8.0, 16.0, 15.0)","(4.6, 6.4, 5.833333333333334)","(14.0, 30.0, 29.791666666666668)","(41.0, 90.0, 73.75)","(14.0, 23.0, 22.0)","(15.0, 27.0, 23.4)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:34.283147,"(8.0, 16.0, 15.0)","(4.6, 6.4, 5.833333333333334)","(14.0, 30.0, 29.791666666666668)","(41.0, 85.0, 73.75)","(14.0, 23.0, 22.0)","(15.0, 26.0, 23.4)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:35.411023,"(8.0, 16.0, 15.0)","(4.6, 6.4, 5.833333333333334)","(14.0, 30.0, 29.791666666666668)","(41.0, 85.0, 73.75)","(14.0, 23.0, 22.0)","(15.0, 26.0, 23.0)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:36.538356,"(8.0, 16.0, 15.0)","(4.6, 6.4, 5.863157894736842)","(14.0, 30.0, 28.666666666666668)","(41.0, 80.0, 70.0)","(14.0, 23.0, 22.666666666666668)","(15.0, 26.0, 23.0)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:37.678594,"(8.0, 16.0, 15.0)","(4.6, 6.4, 5.863157894736842)","(14.0, 30.0, 28.666666666666668)","(41.0, 80.0, 70.0)","(14.0, 24.0, 22.666666666666668)","(15.0, 26.0, 23.0)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:38.779107,"(8.0, 16.0, 15.0)","(4.6, 6.4, 5.863157894736842)","(14.0, 30.0, 28.666666666666668)","(41.0, 80.0, 70.0)","(14.0, 24.0, 22.666666666666668)","(15.0, 26.0, 23.0)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:39.894987,"(8.0, 16.0, 15.0)","(4.6, 6.4, 5.863157894736842)","(14.0, 30.0, 28.666666666666668)","(41.0, 75.0, 67.5)","(14.0, 24.0, 22.666666666666668)","(15.0, 26.0, 23.0)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:41.012023,"(8.0, 16.0, 15.0)","(4.6, 6.4, 5.863157894736842)","(14.0, 30.0, 28.666666666666668)","(41.0, 75.0, 67.5)","(14.0, 24.0, 22.666666666666668)","(15.0, 26.0, 23.0)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:42.113627,"(8.0, 16.0, 15.0)","(4.6, 6.4, 5.863157894736842)","(14.0, 30.0, 28.666666666666668)","(41.0, 75.0, 67.5)","(14.0, 24.0, 22.666666666666668)","(15.0, 26.0, 23.0)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:43.257281,"(8.0, 16.0, 15.0)","(4.6, 6.4, 5.863157894736842)","(14.0, 30.0, 28.666666666666668)","(41.0, 75.0, 67.5)","(14.0, 24.0, 22.666666666666668)","(15.0, 26.0, 23.0)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:44.394549,"(8.0, 16.0, 15.0)","(4.6, 6.4, 5.863157894736842)","(14.0, 30.0, 28.666666666666668)","(41.0, 75.0, 67.5)","(14.0, 24.0, 22.666666666666668)","(15.0, 26.0, 23.0)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:45.504855,"(8.0, 16.0, 15.0)","(4.6, 6.4, 5.863157894736842)","(14.0, 30.0, 28.666666666666668)","(41.0, 75.0, 67.5)","(14.0, 24.0, 22.666666666666668)","(15.0, 26.0, 23.0)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.2685191347753744)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:46.656245,"(8.0, 16.0, 15.0)","(4.6, 6.4, 5.863157894736842)","(14.0, 30.0, 28.666666666666668)","(41.0, 75.0, 67.5)","(14.0, 24.0, 22.666666666666668)","(15.0, 26.0, 23.0)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.268225255972696)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:47.775851,"(8.0, 16.0, 15.0)","(4.6, 6.4, 5.863157894736842)","(14.0, 30.0, 28.666666666666668)","(41.0, 75.0, 67.5)","(14.0, 24.0, 22.666666666666668)","(15.0, 26.0, 23.0)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.268225255972696)","(4.4, 5.9, 5.690476190476191)"
05-01-2023 15:43:48.895207,"(8.0, 16.0, 15.0)","(4.6, 6.4, 5.863157894736842)","(14.0, 30.0, 28.666666666666668)","(41.0, 75.0, 67.5)","(14.0, 24.0, 22.666666666666668)","(15.0, 26.0, 23.0)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.268285229202037)","(4.4, 5.9, 5.7)"
05-01-2023 15:43:50.019281,"(8.0, 16.0, 15.125)","(4.6, 6.4, 5.89)","(14.0, 30.0, 28.666666666666668)","(41.0, 75.0, 69.0)","(14.0, 24.0, 22.666666666666668)","(15.0, 26.0, 23.0)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.268285229202037)","(4.4, 5.9, 5.7)"
05-01-2023 15:43:51.205528,"(8.0, 16.0, 15.125)","(4.6, 6.4, 5.89)","(14.0, 30.0, 28.666666666666668)","(41.0, 75.0, 69.0)","(14.0, 24.0, 22.666666666666668)","(15.0, 26.0, 23.0)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.268285229202037)","(4.4, 5.9, 5.7)"
05-01-2023 15:43:52.382115,"(8.0, 16.0, 15.125)","(4.6, 6.4, 5.89)","(14.0, 30.0, 28.666666666666668)","(41.0, 75.0, 69.0)","(14.0, 24.0, 22.666666666666668)","(15.0, 26.0, 23.0)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.268285229202037)","(4.4, 5.9, 5.7)"
05-01-2023 15:43:53.603861,"(8.0, 16.0, 15.125)","(4.6, 6.4, 5.89)","(14.0, 30.0, 28.666666666666668)","(41.0, 75.0, 69.0)","(14.0, 24.0, 22.666666666666668)","(15.0, 26.0, 23.0)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.268285229202037)","(4.4, 5.9, 5.7)"
05-01-2023 15:43:54.823482,"(8.0, 16.0, 15.125)","(4.6, 6.4, 5.89)","(14.0, 30.0, 28.666666666666668)","(41.0, 75.0, 69.0)","(14.0, 24.0, 22.666666666666668)","(15.0, 26.0, 23.0)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.268285229202037)","(4.4, 5.9, 5.7)"
05-01-2023 15:43:56.073259,"(8.0, 16.0, 15.125)","(4.6, 6.4, 5.89)","(14.0, 30.0, 28.666666666666668)","(41.0, 75.0, 69.0)","(14.0, 24.0, 22.666666666666668)","(15.0, 26.0, 23.0)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.268285229202037)","(4.4, 5.9, 5.7)"
05-01-2023 15:43:57.288222,"(8.0, 16.0, 15.125)","(4.6, 6.4, 5.89)","(14.0, 30.0, 28.666666666666668)","(41.0, 75.0, 69.0)","(14.0, 24.0, 22.666666666666668)","(15.0, 26.0, 23.0)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.268285229202037)","(4.4, 5.9, 5.7)"
05-01-2023 15:43:58.500052,"(8.0, 16.0, 15.125)","(4.6, 6.4, 5.89)","(14.0, 30.0, 28.666666666666668)","(41.0, 75.0, 69.0)","(14.0, 24.0, 22.666666666666668)","(15.0, 26.0, 23.0)","(61.0, 170.0, 136.66666666666666)","(2.15, 2.28, 2.268285229202037)","(4.4, 5.9, 5.7)"
