,Whiskey Diva,Nalani Bale,Mirabella Bale,Jacket Potato,Whitley Bale,Wobbly Boots,Spaghetti Legs,Xoie Bale
12-01-2023 18:04:53.871581,"(7.0, 13.0, 9.1)","(81.0, 480.0, 277.5)","(8.0, 18.5, 11.01)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 26.136363636363637)","(31.0, 210.0, 84.5)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:04:54.941995,"(7.0, 13.0, 11.615384615384617)","(81.0, 480.0, 277.5)","(8.0, 18.5, 11.01)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 26.136363636363637)","(31.0, 140.0, 84.5)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:04:55.953084,"(7.0, 13.0, 10.0)","(81.0, 480.0, 277.5)","(8.0, 18.5, 11.01)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 22.75)","(31.0, 140.0, 84.5)","(1.6, 2.42, 2.1547058823529412)"
12-01-2023 18:04:56.946585,"(7.0, 13.0, 9.1)","(81.0, 480.0, 413.33333333333337)","(8.0, 18.5, 11.01)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 22.75)","(31.0, 140.0, 84.5)","(1.6, 2.42, 1.7346153846153847)"
12-01-2023 18:04:58.057602,"(7.0, 13.0, 9.1)","(81.0, 480.0, 282.5)","(8.0, 18.5, 11.01)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 22.75)","(31.0, 140.0, 84.5)","(1.6, 2.42, 1.7346153846153847)"
12-01-2023 18:04:59.250249,"(7.0, 13.0, 9.1)","(81.0, 480.0, 282.5)","(8.0, 18.5, 11.01)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 22.75)","(31.0, 140.0, 84.5)","(1.6, 2.42, 1.7346153846153847)"
12-01-2023 18:05:00.324551,"(7.0, 13.0, 9.1)","(81.0, 480.0, 282.5)","(8.0, 18.5, 11.01)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 22.75)","(31.0, 140.0, 84.5)","(1.6, 2.42, 1.7346153846153847)"
12-01-2023 18:05:01.412357,"(7.0, 13.0, 9.1)","(81.0, 480.0, 282.5)","(8.0, 18.5, 10.333333333333334)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 22.75)","(31.0, 140.0, 84.5)","(1.6, 2.42, 1.7346153846153847)"
12-01-2023 18:05:02.447722,"(7.0, 13.0, 9.1)","(81.0, 480.0, 282.5)","(8.0, 18.5, 9.487499999999999)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 22.75)","(31.0, 140.0, 84.5)","(1.6, 2.42, 1.7346153846153847)"
12-01-2023 18:05:03.571521,"(7.0, 13.0, 9.1)","(81.0, 480.0, 282.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 22.75)","(31.0, 140.0, 84.5)","(1.6, 2.42, 1.7346153846153847)"
12-01-2023 18:05:04.770913,"(7.0, 13.0, 9.1)","(81.0, 480.0, 282.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 22.75)","(31.0, 140.0, 84.5)","(1.6, 2.42, 1.7346153846153847)"
12-01-2023 18:05:05.787588,"(7.0, 13.0, 9.1)","(81.0, 480.0, 282.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 22.75)","(31.0, 140.0, 84.5)","(1.6, 2.42, 1.7346153846153847)"
12-01-2023 18:05:06.766789,"(7.0, 13.0, 9.1)","(81.0, 480.0, 282.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 22.75)","(31.0, 140.0, 84.5)","(1.6, 2.42, 1.7346153846153847)"
12-01-2023 18:05:07.781115,"(7.0, 13.0, 9.1)","(81.0, 480.0, 282.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 22.75)","(31.0, 140.0, 84.5)","(1.6, 2.42, 1.7346153846153847)"
12-01-2023 18:05:08.801538,"(7.0, 13.0, 9.1)","(81.0, 480.0, 282.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 22.75)","(31.0, 140.0, 84.5)","(1.6, 2.42, 1.7346153846153847)"
12-01-2023 18:05:10.023897,"(7.0, 13.0, 9.1)","(81.0, 480.0, 282.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 22.75)","(31.0, 140.0, 84.5)","(1.6, 2.42, 1.7346153846153847)"
12-01-2023 18:05:11.131243,"(7.0, 13.0, 9.1)","(81.0, 580.0, 332.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 22.75)","(31.0, 140.0, 114.5)","(1.6, 2.42, 1.7346153846153847)"
12-01-2023 18:05:12.349752,"(7.0, 13.0, 9.1)","(81.0, 580.0, 332.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 22.75)","(31.0, 200.0, 114.5)","(1.6, 2.42, 1.7346153846153847)"
12-01-2023 18:05:13.531608,"(7.0, 13.0, 9.1)","(81.0, 580.0, 332.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 22.75)","(31.0, 200.0, 114.5)","(1.6, 2.42, 1.7346153846153847)"
12-01-2023 18:05:14.552695,"(7.0, 13.0, 9.1)","(81.0, 580.0, 332.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 22.75)","(31.0, 200.0, 114.5)","(1.6, 2.42, 1.7346153846153847)"
12-01-2023 18:05:15.634878,"(7.0, 13.0, 9.1)","(81.0, 580.0, 332.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 22.75)","(31.0, 200.0, 156.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:16.754579,"(7.0, 13.0, 10.1)","(81.0, 480.0, 282.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 22.75)","(31.0, 200.0, 85.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:17.834743,"(7.0, 13.0, 11.615384615384617)","(81.0, 480.0, 282.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 22.75)","(31.0, 140.0, 85.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:19.003971,"(7.0, 13.0, 11.615384615384617)","(81.0, 480.0, 282.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 140.0, 86.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:20.103523,"(7.0, 13.0, 8.8)","(81.0, 480.0, 282.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 140.0, 86.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:21.164466,"(7.0, 13.0, 8.8)","(81.0, 480.0, 282.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 140.0, 86.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:22.214612,"(7.0, 13.0, 8.8)","(81.0, 480.0, 282.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 140.0, 86.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:23.339961,"(7.0, 13.0, 8.8)","(81.0, 480.0, 282.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 140.0, 86.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:24.354285,"(7.0, 13.0, 8.8)","(81.0, 480.0, 282.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 140.0, 86.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:25.346972,"(7.0, 13.0, 8.8)","(81.0, 480.0, 282.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 140.0, 86.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:26.374303,"(7.0, 13.0, 8.8)","(81.0, 480.0, 282.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 140.0, 86.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:27.472998,"(7.0, 13.0, 8.8)","(81.0, 480.0, 282.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 140.0, 86.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:28.535675,"(7.0, 13.0, 8.8)","(81.0, 480.0, 282.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 140.0, 86.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:29.568728,"(7.0, 13.0, 8.8)","(81.0, 480.0, 282.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 140.0, 86.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:30.584727,"(7.0, 13.0, 8.8)","(81.0, 480.0, 282.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 140.0, 86.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:31.877839,"(7.0, 13.0, 8.8)","(81.0, 580.0, 184.0)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 140.0, 116.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:32.990123,"(7.0, 13.0, 8.8)","(81.0, 580.0, 332.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 200.0, 116.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:34.115693,"(7.0, 13.0, 8.8)","(81.0, 580.0, 332.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 200.0, 116.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:35.113413,"(7.0, 13.0, 8.8)","(81.0, 580.0, 332.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 200.0, 116.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:36.372406,"(7.0, 13.0, 8.8)","(81.0, 580.0, 332.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 200.0, 116.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:37.517038,"(7.0, 13.0, 8.8)","(81.0, 580.0, 337.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 200.0, 116.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:38.715728,"(7.0, 13.0, 8.8)","(81.0, 580.0, 337.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 200.0, 116.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:39.928206,"(7.0, 13.0, 8.8)","(81.0, 580.0, 337.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 200.0, 116.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:40.952097,"(7.0, 13.0, 8.8)","(81.0, 580.0, 337.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 200.0, 87.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:41.971051,"(7.0, 13.0, 11.615384615384617)","(81.0, 480.0, 287.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 140.0, 87.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:43.132090,"(7.0, 13.0, 8.65)","(81.0, 480.0, 287.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 140.0, 88.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:44.276563,"(7.0, 12.5, 11.175)","(81.0, 480.0, 287.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 140.0, 88.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:45.427359,"(7.0, 12.5, 11.175)","(81.0, 480.0, 287.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 140.0, 88.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:46.420279,"(7.0, 12.5, 11.175)","(81.0, 480.0, 287.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 140.0, 88.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:47.495909,"(7.0, 12.5, 11.175)","(81.0, 480.0, 287.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 140.0, 88.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:48.730270,"(7.0, 12.5, 11.175)","(81.0, 480.0, 287.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 140.0, 88.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:49.866953,"(7.0, 12.5, 11.175)","(81.0, 480.0, 287.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 140.0, 88.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:50.921829,"(7.0, 12.5, 11.175)","(81.0, 480.0, 287.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 140.0, 88.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:52.145790,"(7.0, 12.5, 11.175)","(81.0, 480.0, 287.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 140.0, 88.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:53.331581,"(7.0, 12.5, 11.175)","(81.0, 480.0, 287.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 140.0, 88.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:54.439070,"(7.0, 12.5, 11.175)","(81.0, 480.0, 287.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 140.0, 88.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:55.513482,"(7.0, 12.5, 11.175)","(81.0, 480.0, 287.5)","(8.0, 18.5, 11.29)","(7.5, 13.5, 12.025)","(6.0, 12.0, 10.475)","(10.0, 27.0, 23.0)","(31.0, 140.0, 88.0)","(1.6, 2.42, 1.6683333333333334)"
12-01-2023 18:05:56.688879,"(7.0, 12.5, 11.175)","(81.0, 480.0, 192.0)","(8.0, 18.5, 12.491666666666667)","(7.5, 13.5, 10.553846153846154)","(6.0, 12.0, 10.5)","(10.0, 27.0, 23.0)","(31.0, 140.0, 118.0)","(1.6, 2.42, 1.6341666666666668)"
12-01-2023 18:05:57.954971,"(7.0, 12.5, 11.225)","(81.0, 580.0, 192.0)","(8.0, 18.5, 12.491666666666667)","(7.5, 14.0, 10.553846153846154)","(6.0, 12.0, 10.84)","(10.0, 27.0, 23.0)","(31.0, 200.0, 118.0)","(1.6, 2.42, 1.6341666666666668)"
12-01-2023 18:05:59.137939,"(7.0, 12.5, 11.275)","(81.0, 480.0, 287.5)","(8.0, 18.5, 12.491666666666667)","(7.5, 14.0, 10.553846153846154)","(6.0, 12.0, 11.033333333333333)","(10.0, 27.0, 23.0)","(31.0, 200.0, 118.0)","(1.6, 2.42, 1.6341666666666668)"
12-01-2023 18:06:00.230126,"(7.0, 12.5, 11.375)","(81.0, 480.0, 287.5)","(8.0, 18.5, 9.8375)","(7.5, 14.0, 9.66)","(6.0, 12.0, 11.033333333333333)","(10.0, 27.0, 23.0)","(31.0, 200.0, 118.0)","(1.6, 2.42, 1.6341666666666668)"
12-01-2023 18:06:01.342056,"(7.0, 12.5, 11.857142857142858)","(81.0, 480.0, 287.5)","(8.0, 18.5, 9.8375)","(7.5, 14.0, 10.661538461538461)","(6.0, 12.0, 8.45)","(10.0, 27.0, 23.0)","(31.0, 200.0, 118.0)","(1.6, 2.42, 2.2666666666666666)"
12-01-2023 18:06:02.576759,"(7.0, 12.5, 11.783333333333333)","(81.0, 480.0, 287.5)","(8.0, 18.5, 15.314285714285715)","(7.5, 14.0, 12.125)","(6.0, 12.5, 11.066666666666666)","(10.0, 27.0, 23.0)","(31.0, 200.0, 63.33333333333333)","(1.6, 2.4, 1.75)"
12-01-2023 18:06:03.855952,"(7.0, 12.5, 11.783333333333333)","(81.0, 480.0, 287.5)","(8.0, 18.0, 15.314285714285715)","(7.5, 13.5, 12.125)","(6.0, 12.0, 11.066666666666666)","(10.0, 27.0, 23.0)","(31.0, 200.0, 63.33333333333333)","(1.6, 2.4, 1.7666666666666666)"
12-01-2023 18:06:05.011766,"(7.0, 12.5, 11.475)","(81.0, 480.0, 287.5)","(8.0, 18.0, 15.371428571428572)","(7.5, 13.5, 12.125)","(6.0, 12.0, 9.3)","(10.0, 27.0, 23.0)","(31.0, 200.0, 63.33333333333333)","(1.6, 2.4, 1.714)"
12-01-2023 18:06:06.049672,"(7.0, 12.5, 11.914285714285715)","(81.0, 480.0, 287.5)","(8.0, 18.0, 15.75)","(7.5, 13.5, 12.742857142857144)","(6.0, 12.0, 9.3)","(10.0, 27.0, 23.0)","(31.0, 200.0, 89.0)","(1.6, 2.38, 2.0)"
12-01-2023 18:06:07.160980,"(7.0, 12.5, 11.914285714285715)","(81.0, 460.0, 280.0)","(8.0, 18.0, 15.485714285714286)","(7.5, 13.5, 11.272727272727273)","(6.0, 12.0, 7.14)","(10.0, 27.0, 21.5)","(31.0, 140.0, 89.0)","(1.6, 2.36, 2.0)"
12-01-2023 18:06:08.352311,"(7.0, 12.5, 11.942857142857143)","(81.0, 470.0, 223.33333333333331)","(8.0, 18.0, 11.7)","(7.5, 13.5, 11.272727272727273)","(6.0, 12.0, 7.14)","(10.0, 24.0, 21.5)","(31.0, 140.0, 89.0)","(1.6, 2.36, 1.7599999999999998)"
12-01-2023 18:06:09.614255,"(7.0, 12.5, 11.575)","(81.0, 470.0, 223.33333333333331)","(8.0, 18.0, 12.875)","(7.5, 13.5, 11.272727272727273)","(6.0, 12.0, 7.14)","(10.0, 24.0, 21.5)","(31.0, 140.0, 89.0)","(1.6, 2.36, 1.815)"
12-01-2023 18:06:10.752631,"(7.0, 12.5, 11.971428571428572)","(81.0, 470.0, 223.33333333333331)","(8.0, 18.0, 12.875)","(7.5, 13.5, 11.272727272727273)","(6.0, 12.0, 7.14)","(10.0, 24.0, 21.5)","(31.0, 140.0, 121.5)","(1.6, 2.34, 2.0)"
12-01-2023 18:06:11.807836,"(7.0, 12.5, 11.971428571428572)","(81.0, 450.0, 275.0)","(8.0, 17.5, 14.0)","(7.5, 13.5, 11.272727272727273)","(6.0, 12.0, 7.14)","(10.0, 24.0, 21.5)","(31.0, 140.0, 90.0)","(1.6, 2.36, 1.6923076923076923)"
12-01-2023 18:06:12.899383,"(7.0, 12.5, 12.11111111111111)","(81.0, 470.0, 223.33333333333331)","(8.0, 16.5, 12.3)","(7.5, 13.5, 9.322222222222223)","(6.0, 12.0, 7.14)","(10.0, 24.0, 21.5)","(31.0, 140.0, 90.0)","(1.6, 2.32, 1.75)"
12-01-2023 18:06:14.130360,"(7.0, 12.5, 12.11111111111111)","(81.0, 470.0, 223.33333333333331)","(8.0, 15.0, 10.5)","(7.5, 13.5, 9.270000000000001)","(6.0, 12.0, 7.14)","(10.0, 24.0, 21.5)","(31.0, 140.0, 90.0)","(1.6, 2.3, 2.046153846153846)"
12-01-2023 18:06:15.342767,"(7.0, 12.5, 12.11111111111111)","(81.0, 470.0, 223.33333333333331)","(8.0, 15.0, 11.5)","(7.5, 13.5, 10.200000000000001)","(6.0, 12.0, 7.58)","(10.0, 24.0, 21.5)","(31.0, 140.0, 56.66666666666667)","(1.6, 2.3, 1.917894736842105)"
12-01-2023 18:06:16.484370,"(7.0, 12.0, 11.666666666666666)","(81.0, 470.0, 223.33333333333331)","(8.0, 14.5, 11.5)","(7.5, 13.0, 10.200000000000001)","(6.0, 11.5, 8.8)","(10.0, 24.0, 21.5)","(31.0, 140.0, 51.111111111111114)","(1.6, 2.3, 1.917894736842105)"
12-01-2023 18:06:17.596763,"(7.0, 13.0, 11.90909090909091)","(81.0, 470.0, 223.33333333333331)","(8.0, 14.5, 11.5)","(7.5, 13.0, 10.200000000000001)","(6.0, 11.0, 7.824999999999999)","(10.0, 24.0, 21.5)","(31.0, 140.0, 51.111111111111114)","(1.6, 2.3, 1.941176470588235)"
12-01-2023 18:06:18.732666,"(7.0, 12.5, 12.11111111111111)","(81.0, 470.0, 223.33333333333331)","(8.0, 14.5, 12.54)","(7.5, 13.0, 10.200000000000001)","(6.0, 11.5, 7.3)","(10.0, 24.0, 21.5)","(31.0, 140.0, 51.111111111111114)","(1.6, 2.28, 2.173333333333334)"
12-01-2023 18:06:19.907578,"(7.0, 13.0, 12.2)","(81.0, 470.0, 223.33333333333331)","(8.0, 14.5, 12.54)","(7.5, 13.0, 10.200000000000001)","(6.0, 11.5, 7.3)","(10.0, 24.0, 21.5)","(31.0, 140.0, 51.111111111111114)","(1.6, 2.24, 2.173333333333334)"
12-01-2023 18:06:21.083832,"(7.0, 13.0, 11.461538461538462)","(81.0, 470.0, 223.33333333333331)","(8.0, 12.0, 11.52)","(7.5, 13.0, 10.200000000000001)","(6.0, 11.5, 7.3)","(10.0, 24.0, 21.5)","(31.0, 140.0, 51.111111111111114)","(1.6, 2.24, 2.173333333333334)"
12-01-2023 18:06:22.214244,"(7.0, 13.0, 11.461538461538462)","(81.0, 470.0, 223.33333333333331)","(8.0, 12.0, 11.48)","(7.5, 13.0, 10.200000000000001)","(6.0, 11.5, 7.3)","(10.0, 24.0, 21.5)","(31.0, 140.0, 52.888888888888886)","(1.6, 2.24, 2.173333333333334)"
12-01-2023 18:06:23.410489,"(7.0, 13.0, 11.461538461538462)","(81.0, 470.0, 223.33333333333331)","(8.0, 12.0, 11.48)","(7.5, 13.0, 10.200000000000001)","(6.0, 11.5, 7.3)","(10.0, 24.0, 21.5)","(31.0, 140.0, 54.57142857142857)","(1.6, 2.24, 1.8800000000000001)"
12-01-2023 18:06:24.555190,"(7.0, 13.0, 11.461538461538462)","(81.0, 470.0, 223.33333333333331)","(8.0, 12.0, 11.48)","(7.5, 13.0, 10.200000000000001)","(6.0, 11.5, 7.3)","(10.0, 24.0, 21.5)","(31.0, 130.0, 53.6)","(1.6, 2.24, 1.996923076923077)"
12-01-2023 18:06:25.722153,"(7.0, 13.0, 11.461538461538462)","(81.0, 460.0, 220.0)","(8.0, 12.0, 11.7)","(7.5, 13.0, 11.4)","(6.0, 11.5, 8.366666666666667)","(10.0, 24.0, 21.5)","(31.0, 100.0, 58.0)","(1.6, 2.22, 2.181379310344828)"
12-01-2023 18:06:26.857016,"(7.0, 13.0, 10.75)","(81.0, 450.0, 216.66666666666669)","(8.0, 12.0, 11.7)","(7.5, 13.0, 11.4)","(6.0, 11.5, 8.936363636363637)","(10.0, 24.0, 21.5)","(31.0, 90.0, 58.0)","(1.6, 2.2, 1.9755555555555557)"
12-01-2023 18:06:27.943939,"(7.0, 13.0, 11.615384615384615)","(81.0, 450.0, 216.66666666666669)","(8.0, 12.0, 11.4)","(7.5, 13.0, 11.4)","(6.0, 11.5, 8.936363636363637)","(10.0, 24.0, 21.5)","(31.0, 90.0, 58.0)","(1.6, 2.22, 2.0983333333333336)"
12-01-2023 18:06:29.053363,"(7.0, 13.0, 11.615384615384615)","(81.0, 450.0, 216.66666666666669)","(8.0, 12.0, 11.48)","(7.5, 13.0, 12.0)","(6.0, 11.5, 8.936363636363637)","(10.0, 24.0, 21.5)","(31.0, 90.0, 58.0)","(1.6, 2.18, 1.8275000000000001)"
12-01-2023 18:06:30.260203,"(7.0, 13.0, 11.615384615384615)","(81.0, 450.0, 170.0)","(8.0, 12.0, 11.48)","(7.5, 13.0, 12.0)","(6.0, 11.5, 8.936363636363637)","(10.0, 24.0, 21.5)","(31.0, 90.0, 58.0)","(1.6, 2.18, 1.8275000000000001)"
12-01-2023 18:06:31.416046,"(7.0, 13.0, 11.615384615384615)","(81.0, 430.0, 210.0)","(8.0, 12.0, 11.3)","(7.5, 13.0, 12.0)","(6.0, 11.5, 8.936363636363637)","(10.0, 24.0, 21.5)","(31.0, 90.0, 58.0)","(1.6, 2.18, 1.8275000000000001)"
12-01-2023 18:06:32.484220,"(7.0, 13.0, 11.615384615384615)","(81.0, 430.0, 210.0)","(8.0, 12.0, 11.3)","(7.5, 13.0, 12.0)","(6.0, 11.5, 8.936363636363637)","(10.0, 24.0, 21.5)","(31.0, 90.0, 58.0)","(1.6, 2.18, 1.8275000000000001)"
