,To Infinitynbeyond,The Movement,Sals Last Blast,Caymangone,Melati Boy,Ease Up Moby,Iam The Joker,Remember Bubbles,Curveball,Mythos
15-12-2022 11:22:08.346681,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 39.5)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.9)","(61.0, 240.0, 222.72727272727275)","(71.0, 280.0, 217.14285714285714)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:09.541122,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 39.5)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.9)","(61.0, 240.0, 222.72727272727275)","(71.0, 280.0, 217.14285714285714)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:10.704818,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 39.5)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.9)","(61.0, 240.0, 222.72727272727275)","(71.0, 280.0, 217.14285714285714)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:11.912757,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 39.5)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.9)","(61.0, 240.0, 222.72727272727275)","(71.0, 280.0, 217.14285714285714)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:13.116225,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 39.5)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.9)","(61.0, 240.0, 222.72727272727275)","(71.0, 280.0, 217.14285714285714)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:14.404443,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 39.5)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.9)","(61.0, 240.0, 222.72727272727275)","(71.0, 280.0, 217.14285714285714)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:15.643222,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 39.5)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.9)","(61.0, 240.0, 222.72727272727275)","(71.0, 280.0, 217.14285714285714)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:16.918239,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 39.5)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 280.0, 217.14285714285714)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:18.151832,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 39.5)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 280.0, 217.14285714285714)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:19.430348,"(2.05, 2.82, 2.405)","(26.0, 80.0, 58.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 39.5)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 280.0, 241.81818181818184)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:20.766786,"(2.05, 2.82, 2.405)","(26.0, 80.0, 49.14285714285714)","(8.5, 22.0, 15.5)","(20.0, 50.0, 39.5)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 260.0, 218.33333333333334)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:22.095910,"(2.05, 2.82, 2.405)","(26.0, 80.0, 49.14285714285714)","(8.5, 22.0, 15.5)","(20.0, 50.0, 39.5)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 250.0, 218.33333333333334)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:23.306492,"(2.05, 2.82, 2.405)","(26.0, 80.0, 49.14285714285714)","(8.5, 22.0, 15.5)","(20.0, 50.0, 39.5)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 250.0, 186.66666666666666)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:24.537318,"(2.05, 2.82, 2.405)","(26.0, 80.0, 49.14285714285714)","(8.5, 22.0, 15.5)","(20.0, 50.0, 39.5)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 250.0, 223.63636363636363)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:25.874108,"(2.05, 2.82, 2.405)","(26.0, 80.0, 49.14285714285714)","(8.5, 22.0, 15.5)","(20.0, 50.0, 39.5)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 240.0, 201.66666666666666)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:27.274304,"(2.05, 2.82, 2.405)","(26.0, 80.0, 49.14285714285714)","(8.5, 22.0, 15.5)","(20.0, 50.0, 39.5)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 230.0, 201.66666666666666)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:28.634694,"(2.05, 2.82, 2.405)","(26.0, 80.0, 49.14285714285714)","(8.5, 22.0, 15.5)","(20.0, 50.0, 39.5)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 230.0, 173.33333333333334)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:29.935246,"(2.05, 2.82, 2.405)","(26.0, 80.0, 49.14285714285714)","(8.5, 22.0, 15.5)","(20.0, 50.0, 39.5)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 230.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:31.254442,"(2.05, 2.82, 2.405)","(26.0, 80.0, 49.14285714285714)","(8.5, 22.0, 15.5)","(20.0, 50.0, 39.5)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:32.545606,"(2.05, 2.82, 2.405)","(26.0, 80.0, 49.14285714285714)","(8.5, 22.0, 15.5)","(20.0, 50.0, 39.5)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:33.898790,"(2.05, 2.82, 2.405)","(26.0, 80.0, 49.14285714285714)","(8.5, 22.0, 15.5)","(20.0, 50.0, 39.5)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:35.283968,"(2.05, 2.82, 2.405)","(26.0, 80.0, 49.14285714285714)","(8.5, 22.0, 15.5)","(20.0, 50.0, 39.5)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:36.603926,"(2.05, 2.82, 2.405)","(26.0, 80.0, 49.14285714285714)","(8.5, 22.0, 15.5)","(20.0, 50.0, 39.5)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:37.907389,"(2.05, 2.82, 2.405)","(26.0, 80.0, 49.14285714285714)","(8.5, 22.0, 15.5)","(20.0, 50.0, 39.5)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:39.207439,"(2.05, 2.82, 2.405)","(26.0, 80.0, 49.14285714285714)","(8.5, 22.0, 15.5)","(20.0, 50.0, 39.5)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:40.517285,"(2.05, 2.82, 2.405)","(26.0, 80.0, 49.14285714285714)","(8.5, 22.0, 15.5)","(20.0, 50.0, 39.5)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:41.876957,"(2.05, 2.82, 2.405)","(26.0, 80.0, 49.14285714285714)","(8.5, 22.0, 15.5)","(20.0, 50.0, 39.5)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:43.244638,"(2.05, 2.82, 2.405)","(26.0, 80.0, 53.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:44.583825,"(2.05, 2.82, 2.405)","(26.0, 80.0, 53.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:45.890844,"(2.05, 2.82, 2.405)","(26.0, 80.0, 53.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:47.258577,"(2.05, 2.82, 2.405)","(26.0, 80.0, 53.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:48.595261,"(2.05, 2.82, 2.405)","(26.0, 80.0, 53.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:49.934421,"(2.05, 2.82, 2.405)","(26.0, 80.0, 53.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:51.268854,"(2.05, 2.82, 2.405)","(26.0, 80.0, 53.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:52.648818,"(2.05, 2.82, 2.405)","(26.0, 80.0, 53.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:53.979234,"(2.05, 2.82, 2.405)","(26.0, 80.0, 53.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:55.325657,"(2.05, 2.82, 2.405)","(26.0, 80.0, 53.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:56.674709,"(2.05, 2.82, 2.405)","(26.0, 80.0, 53.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:58.029715,"(2.05, 2.82, 2.405)","(26.0, 80.0, 53.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:22:59.412597,"(2.05, 2.82, 2.405)","(26.0, 80.0, 50.285714285714285)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:00.696122,"(2.05, 2.82, 2.405)","(26.0, 80.0, 50.285714285714285)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:02.001428,"(2.05, 2.82, 2.405)","(26.0, 80.0, 50.285714285714285)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:03.341645,"(2.05, 2.82, 2.405)","(26.0, 80.0, 50.285714285714285)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:04.720814,"(2.05, 2.82, 2.405)","(26.0, 80.0, 50.285714285714285)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:06.339372,"(2.05, 2.82, 2.405)","(26.0, 80.0, 50.285714285714285)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:07.858573,"(2.05, 2.82, 2.405)","(26.0, 80.0, 50.285714285714285)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:09.508206,"(2.05, 2.82, 2.405)","(26.0, 80.0, 50.285714285714285)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:11.160886,"(2.05, 2.82, 2.405)","(26.0, 80.0, 50.285714285714285)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:12.947427,"(2.05, 2.82, 2.405)","(26.0, 80.0, 54.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:14.880988,"(2.05, 2.82, 2.405)","(26.0, 80.0, 54.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:16.542666,"(2.05, 2.82, 2.405)","(26.0, 80.0, 54.0)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(61.0, 240.0, 222.72727272727275)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:18.124789,"(2.05, 2.82, 2.405)","(26.0, 80.0, 58.8)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 29.333333333333336)","(4.8, 8.0, 6.35)","(61.0, 240.0, 216.25)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:19.769764,"(2.05, 2.82, 2.405)","(26.0, 80.0, 42.66666666666667)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 29.333333333333336)","(4.8, 8.0, 6.35)","(61.0, 240.0, 213.33333333333331)","(71.0, 220.0, 260.0)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:21.385903,"(2.05, 2.82, 2.405)","(26.0, 80.0, 42.66666666666667)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 29.333333333333336)","(4.8, 8.0, 6.35)","(61.0, 260.0, 213.33333333333331)","(71.0, 300.0, 251.66666666666669)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:23.203668,"(2.05, 2.82, 2.405)","(26.0, 80.0, 42.66666666666667)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 29.333333333333336)","(4.8, 8.0, 6.35)","(61.0, 260.0, 213.33333333333331)","(71.0, 290.0, 251.66666666666669)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:24.959229,"(2.05, 2.82, 2.405)","(26.0, 80.0, 42.66666666666667)","(8.5, 22.0, 15.5)","(20.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 29.333333333333336)","(4.8, 8.0, 6.35)","(61.0, 260.0, 213.33333333333331)","(71.0, 290.0, 251.66666666666669)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:26.515840,"(2.05, 2.82, 2.405)","(26.0, 80.0, 42.66666666666667)","(8.5, 22.0, 15.5)","(21.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 29.333333333333336)","(4.8, 8.0, 6.35)","(71.0, 260.0, 213.33333333333331)","(71.0, 290.0, 251.66666666666669)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:27.964483,"(2.05, 2.82, 2.405)","(26.0, 80.0, 42.66666666666667)","(8.5, 22.0, 15.5)","(21.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 29.333333333333336)","(4.8, 8.0, 6.35)","(71.0, 260.0, 213.33333333333331)","(71.0, 290.0, 251.66666666666669)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:29.363338,"(2.05, 2.82, 2.405)","(26.0, 80.0, 42.66666666666667)","(8.5, 22.0, 15.5)","(21.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 29.333333333333336)","(4.8, 8.0, 6.35)","(71.0, 260.0, 222.72727272727275)","(71.0, 290.0, 260.0)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:30.796205,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.5)","(8.5, 22.0, 15.5)","(21.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(71.0, 240.0, 200.0)","(71.0, 280.0, 260.0)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:32.279830,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.5)","(8.5, 22.0, 15.5)","(21.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(71.0, 230.0, 200.0)","(71.0, 280.0, 260.0)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:33.695059,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.5)","(8.5, 22.0, 15.5)","(21.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(71.0, 230.0, 200.0)","(71.0, 280.0, 235.0)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:35.031482,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(21.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(71.0, 230.0, 204.54545454545456)","(71.0, 270.0, 241.81818181818184)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:36.480304,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(21.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(71.0, 220.0, 204.54545454545456)","(71.0, 260.0, 241.81818181818184)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:37.918053,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(21.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(71.0, 220.0, 183.33333333333334)","(71.0, 260.0, 218.33333333333334)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:39.390036,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(21.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(71.0, 210.0, 183.33333333333334)","(71.0, 250.0, 223.63636363636363)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:40.765102,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(21.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(71.0, 210.0, 183.33333333333334)","(71.0, 240.0, 223.63636363636363)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:42.218515,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(21.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(71.0, 210.0, 183.33333333333334)","(71.0, 240.0, 201.66666666666666)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:43.658330,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(21.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(71.0, 210.0, 183.33333333333334)","(71.0, 230.0, 201.66666666666666)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:45.038752,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(21.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(71.0, 210.0, 183.33333333333334)","(71.0, 230.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:46.378177,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(21.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(71.0, 210.0, 183.33333333333334)","(71.0, 220.0, 205.45454545454544)","(5.5, 10.0, 8.8)"
15-12-2022 11:23:47.596608,"(2.05, 2.82, 2.405)","(26.0, 80.0, 52.0)","(8.5, 22.0, 15.5)","(21.0, 50.0, 25.2)","(7.0, 12.5, 9.65)","(19.0, 50.0, 41.142857142857146)","(4.8, 8.0, 6.35)","(71.0, 210.0, 183.33333333333334)","(71.0, 220.0, 201.66666666666666)","(5.5, 10.0, 8.8)"
