,Always Broke,Go Katie Go,Lone Dancer,Sids Mate,Shouting Gunn,Trinity Ann
06-01-2023 14:44:02.364426,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 42.916666666666664)","(6.5, 11.5, 8.142857142857142)","(1.28, 1.57, 1.480952380952381)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:03.355009,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 42.916666666666664)","(6.5, 11.5, 8.142857142857142)","(1.28, 1.57, 1.480952380952381)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:04.387691,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 42.916666666666664)","(6.5, 11.5, 8.142857142857142)","(1.28, 1.57, 1.480952380952381)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:05.418706,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 42.916666666666664)","(6.5, 11.5, 8.142857142857142)","(1.28, 1.57, 1.480952380952381)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:06.283875,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 42.916666666666664)","(6.5, 11.5, 8.142857142857142)","(1.28, 1.57, 1.480952380952381)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:07.234660,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 42.916666666666664)","(6.5, 11.5, 8.142857142857142)","(1.28, 1.57, 1.480952380952381)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:08.227194,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 42.916666666666664)","(6.5, 11.5, 8.142857142857142)","(1.28, 1.57, 1.480952380952381)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:09.175458,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 42.916666666666664)","(6.5, 11.5, 8.142857142857142)","(1.28, 1.57, 1.480952380952381)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:10.093778,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 42.916666666666664)","(6.5, 11.5, 8.142857142857142)","(1.28, 1.57, 1.480952380952381)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:11.045974,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 42.916666666666664)","(6.5, 11.5, 8.6875)","(1.28, 1.57, 1.480952380952381)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:12.093317,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 42.916666666666664)","(6.5, 11.5, 8.6875)","(1.28, 1.57, 1.480952380952381)","(71.0, 570.0, 325.0)"
06-01-2023 14:44:13.135424,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 42.916666666666664)","(6.5, 11.5, 8.6875)","(1.28, 1.57, 1.480952380952381)","(71.0, 580.0, 325.0)"
06-01-2023 14:44:14.086634,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 43.125)","(6.5, 11.5, 8.6875)","(1.28, 1.57, 1.480952380952381)","(71.0, 580.0, 486.66666666666663)"
06-01-2023 14:44:14.972542,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 35.0)","(6.5, 11.5, 8.95)","(1.28, 1.57, 1.480952380952381)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:15.965125,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 35.0)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.480952380952381)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:16.950434,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 35.0)","(6.5, 11.5, 9.458333333333334)","(1.28, 1.57, 1.480952380952381)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:17.984464,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 43.125)","(6.5, 11.5, 8.5625)","(1.28, 1.57, 1.480952380952381)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:19.030177,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 42.5)","(6.5, 11.5, 8.5625)","(1.28, 1.57, 1.480952380952381)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:19.959924,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 42.5)","(6.5, 11.5, 8.5625)","(1.28, 1.57, 1.480952380952381)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:20.960445,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 40.90909090909091)","(6.5, 11.5, 8.95)","(1.28, 1.57, 1.5316279069767442)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:21.929739,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 42.5)","(6.5, 11.5, 8.95)","(1.28, 1.57, 1.5316279069767442)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:22.879970,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 34.0625)","(6.5, 11.5, 8.95)","(1.28, 1.57, 1.5316279069767442)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:23.966263,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 34.0625)","(6.5, 11.5, 8.95)","(1.28, 1.57, 1.5316279069767442)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:25.019749,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 34.0625)","(6.5, 11.5, 8.95)","(1.28, 1.57, 1.5316279069767442)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:26.124519,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 34.0625)","(6.5, 11.5, 8.777777777777779)","(1.28, 1.57, 1.4966666666666666)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:27.184515,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 34.375)","(6.5, 11.5, 8.5625)","(1.28, 1.57, 1.4966666666666666)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:28.180890,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 41.36363636363636)","(6.5, 11.5, 8.5625)","(1.28, 1.57, 1.4966666666666666)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:29.158022,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 41.36363636363636)","(6.5, 11.5, 8.5625)","(1.28, 1.57, 1.4966666666666666)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:30.115320,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 41.36363636363636)","(6.5, 11.5, 8.5625)","(1.28, 1.57, 1.4966666666666666)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:30.989403,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 41.36363636363636)","(6.5, 11.5, 8.5625)","(1.28, 1.57, 1.4966666666666666)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:32.024017,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 41.36363636363636)","(6.5, 11.5, 8.555555555555555)","(1.28, 1.57, 1.4966666666666666)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:33.000700,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 41.36363636363636)","(6.5, 11.5, 8.555555555555555)","(1.28, 1.57, 1.4966666666666666)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:34.009668,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 41.36363636363636)","(6.5, 11.5, 8.555555555555555)","(1.28, 1.57, 1.4966666666666666)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:34.996571,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 41.36363636363636)","(6.5, 11.5, 9.291666666666668)","(1.28, 1.57, 1.4966666666666666)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:35.998941,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 41.36363636363636)","(6.5, 11.5, 9.291666666666668)","(1.28, 1.57, 1.4966666666666666)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:37.031376,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 41.36363636363636)","(6.5, 11.5, 8.666666666666668)","(1.28, 1.57, 1.4966666666666666)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:38.189293,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 41.36363636363636)","(6.5, 11.5, 8.4375)","(1.28, 1.57, 1.4966666666666666)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:39.286545,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 41.36363636363636)","(6.5, 11.5, 8.4375)","(1.28, 1.57, 1.4966666666666666)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:40.308923,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 41.36363636363636)","(6.5, 11.5, 8.3125)","(1.28, 1.57, 1.4966666666666666)","(71.0, 570.0, 325.0)"
06-01-2023 14:44:41.460030,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 41.36363636363636)","(6.5, 11.5, 8.3125)","(1.28, 1.57, 1.4966666666666666)","(71.0, 580.0, 486.66666666666663)"
06-01-2023 14:44:42.554521,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 41.36363636363636)","(6.5, 11.5, 8.3125)","(1.28, 1.57, 1.4966666666666666)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:43.509249,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 41.36363636363636)","(6.5, 11.5, 8.3125)","(1.28, 1.57, 1.4966666666666666)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:44.549821,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 41.36363636363636)","(6.5, 11.5, 8.5625)","(1.28, 1.57, 1.4966666666666666)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:45.513000,"(7.5, 15.5, 10.1625)","(7.0, 9.6, 7.766666666666667)","(19.0, 60.0, 41.36363636363636)","(6.5, 11.5, 8.5625)","(1.28, 1.57, 1.4966666666666666)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:46.495208,"(7.5, 15.5, 10.1625)","(7.0, 9.6, 7.766666666666667)","(19.0, 60.0, 41.36363636363636)","(6.5, 11.5, 8.5625)","(1.28, 1.57, 1.4966666666666666)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:47.544932,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 41.36363636363636)","(6.5, 11.5, 8.3125)","(1.28, 1.57, 1.4966666666666666)","(71.0, 570.0, 325.0)"
06-01-2023 14:44:48.547197,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 41.36363636363636)","(6.5, 11.5, 8.3125)","(1.28, 1.57, 1.4966666666666666)","(71.0, 580.0, 486.66666666666663)"
06-01-2023 14:44:49.641536,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 41.36363636363636)","(6.5, 11.5, 8.5625)","(1.28, 1.57, 1.4966666666666666)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:50.729501,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 41.36363636363636)","(6.5, 11.5, 8.5625)","(1.28, 1.57, 1.4966666666666666)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:51.805442,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 41.36363636363636)","(6.5, 11.5, 8.5625)","(1.28, 1.57, 1.4947368421052631)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:52.906031,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 41.36363636363636)","(6.5, 11.5, 8.5625)","(1.28, 1.57, 1.5393023255813953)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:53.917567,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 41.36363636363636)","(6.5, 11.5, 8.5625)","(1.28, 1.57, 1.5393023255813953)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:54.893055,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 41.36363636363636)","(6.5, 11.5, 8.3125)","(1.28, 1.57, 1.5393023255813953)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:55.933078,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 41.59090909090909)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5393023255813953)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:56.958661,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 31.42857142857143)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5393023255813953)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:58.003944,"(7.5, 15.5, 12.559999999999999)","(7.0, 12.5, 8.25)","(19.0, 60.0, 35.0)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5123809523809524)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:44:58.996357,"(7.5, 15.5, 12.35)","(7.0, 12.5, 8.25)","(19.0, 60.0, 34.0625)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5123809523809524)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:00.000974,"(7.5, 15.5, 12.35)","(7.0, 12.5, 8.25)","(19.0, 60.0, 34.0625)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5123809523809524)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:01.040149,"(7.5, 15.5, 12.35)","(7.0, 12.5, 8.25)","(19.0, 60.0, 34.0625)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5123809523809524)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:02.234559,"(7.5, 15.5, 12.35)","(7.0, 12.5, 8.25)","(19.0, 60.0, 34.0625)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5123809523809524)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:03.476948,"(7.5, 15.5, 12.35)","(7.0, 12.5, 8.25)","(19.0, 60.0, 34.0625)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5123809523809524)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:04.577074,"(7.5, 15.5, 12.35)","(7.0, 12.5, 8.25)","(19.0, 60.0, 34.0625)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5123809523809524)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:05.715637,"(7.5, 15.5, 12.35)","(7.0, 12.5, 8.25)","(19.0, 60.0, 34.0625)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5123809523809524)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:06.867765,"(7.5, 15.5, 12.35)","(7.0, 12.5, 8.25)","(19.0, 60.0, 34.0625)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5123809523809524)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:07.913764,"(7.5, 15.5, 12.35)","(7.0, 12.5, 8.25)","(19.0, 60.0, 34.0625)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5123809523809524)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:08.949868,"(7.5, 15.5, 12.35)","(7.0, 12.5, 8.25)","(19.0, 60.0, 34.0625)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5123809523809524)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:10.058585,"(7.5, 15.5, 12.35)","(7.0, 12.5, 8.25)","(19.0, 60.0, 34.0625)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5123809523809524)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:11.153031,"(7.5, 15.5, 12.35)","(7.0, 12.5, 8.25)","(19.0, 60.0, 34.0625)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5123809523809524)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:12.275010,"(7.5, 15.5, 12.35)","(7.0, 12.5, 8.25)","(19.0, 60.0, 34.0625)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5123809523809524)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:13.384277,"(7.5, 15.5, 12.35)","(7.0, 12.5, 8.25)","(19.0, 60.0, 34.0625)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5123809523809524)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:14.335963,"(7.5, 15.5, 12.35)","(7.0, 12.5, 8.25)","(19.0, 60.0, 34.0625)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5123809523809524)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:15.347486,"(7.5, 15.5, 12.35)","(7.0, 12.5, 8.25)","(19.0, 60.0, 34.0625)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5123809523809524)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:16.377618,"(7.5, 15.5, 12.35)","(7.0, 12.5, 8.25)","(19.0, 60.0, 34.0625)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5123809523809524)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:17.459629,"(7.5, 15.5, 12.35)","(7.0, 12.5, 8.25)","(19.0, 60.0, 34.0625)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5123809523809524)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:18.560767,"(7.5, 15.5, 12.35)","(7.0, 12.5, 8.25)","(19.0, 60.0, 34.0625)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5123809523809524)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:19.568920,"(7.5, 15.5, 12.8)","(7.0, 12.5, 8.25)","(19.0, 60.0, 34.0625)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5123809523809524)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:20.670855,"(7.5, 15.5, 12.8)","(7.0, 12.5, 8.25)","(19.0, 60.0, 43.269230769230774)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5123809523809524)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:21.806719,"(7.5, 18.0, 14.228571428571428)","(7.0, 12.5, 8.25)","(19.0, 60.0, 43.269230769230774)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5123809523809524)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:22.931291,"(7.5, 18.0, 14.228571428571428)","(7.0, 12.5, 8.25)","(19.0, 60.0, 43.269230769230774)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5464285714285715)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:24.041775,"(7.5, 18.0, 14.228571428571428)","(7.0, 12.5, 8.25)","(19.0, 60.0, 43.269230769230774)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5464285714285715)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:25.130816,"(7.5, 18.0, 14.228571428571428)","(7.0, 12.5, 8.25)","(19.0, 60.0, 43.269230769230774)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5464285714285715)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:26.258818,"(7.5, 18.0, 14.228571428571428)","(7.0, 12.5, 8.25)","(19.0, 60.0, 43.269230769230774)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5464285714285715)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:27.426856,"(7.5, 18.0, 14.228571428571428)","(7.0, 12.5, 8.25)","(19.0, 60.0, 43.269230769230774)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5464285714285715)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:28.535874,"(7.5, 18.0, 14.228571428571428)","(7.0, 12.5, 8.25)","(19.0, 60.0, 43.269230769230774)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5464285714285715)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:29.602207,"(7.5, 18.0, 14.228571428571428)","(7.0, 12.5, 8.25)","(19.0, 60.0, 43.269230769230774)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5464285714285715)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:30.581005,"(7.5, 18.0, 14.228571428571428)","(7.0, 12.5, 8.25)","(19.0, 60.0, 43.269230769230774)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.5280952380952382)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:31.652061,"(7.5, 18.0, 14.228571428571428)","(7.0, 12.5, 8.25)","(19.0, 60.0, 43.269230769230774)","(6.5, 11.5, 8.0)","(1.28, 1.57, 1.505)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:32.826226,"(7.5, 18.0, 14.228571428571428)","(7.0, 12.5, 8.428571428571429)","(19.0, 60.0, 43.269230769230774)","(6.5, 11.5, 9.272727272727273)","(1.28, 1.58, 1.505)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:34.008848,"(7.5, 18.0, 10.628571428571428)","(7.0, 12.5, 8.428571428571429)","(19.0, 60.0, 43.269230769230774)","(6.5, 11.5, 9.272727272727273)","(1.28, 1.58, 1.505)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:35.115680,"(7.5, 18.0, 14.228571428571428)","(7.0, 12.5, 8.428571428571429)","(19.0, 60.0, 43.269230769230774)","(6.5, 11.5, 8.3125)","(1.28, 1.58, 1.505)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:36.247589,"(7.5, 18.0, 14.228571428571428)","(7.0, 12.5, 8.428571428571429)","(19.0, 60.0, 43.269230769230774)","(6.5, 11.5, 8.3125)","(1.28, 1.58, 1.505)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:37.544848,"(7.5, 18.0, 14.228571428571428)","(7.0, 12.5, 8.428571428571429)","(19.0, 60.0, 43.269230769230774)","(6.5, 11.5, 8.0)","(1.28, 1.58, 1.505)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:38.727178,"(7.5, 18.0, 14.48)","(7.0, 12.5, 8.428571428571429)","(19.0, 60.0, 43.269230769230774)","(6.5, 11.5, 8.0)","(1.28, 1.58, 1.505)","(71.0, 570.0, 411.66666666666663)"
06-01-2023 14:45:40.037634,"(7.5, 18.0, 14.48)","(7.0, 12.5, 8.428571428571429)","(19.0, 60.0, 43.269230769230774)","(6.5, 11.5, 8.0)","(1.28, 1.58, 1.505)","(71.0, 480.0, 411.66666666666663)"
06-01-2023 14:45:41.168981,"(7.5, 18.0, 14.48)","(7.0, 12.5, 8.428571428571429)","(19.0, 60.0, 29.9)","(6.5, 11.5, 8.0)","(1.28, 1.58, 1.505)","(71.0, 480.0, 411.66666666666663)"
06-01-2023 14:45:42.288044,"(7.5, 18.0, 14.48)","(7.0, 12.5, 8.428571428571429)","(19.0, 50.0, 29.9)","(6.5, 11.5, 8.0)","(1.28, 1.58, 1.505)","(71.0, 480.0, 411.66666666666663)"
06-01-2023 14:45:43.328230,"(7.5, 18.0, 14.48)","(7.0, 12.5, 8.428571428571429)","(19.0, 50.0, 29.9)","(6.5, 11.5, 8.0)","(1.28, 1.58, 1.505)","(71.0, 480.0, 411.66666666666663)"
06-01-2023 14:45:44.385638,"(7.5, 18.0, 14.48)","(7.0, 12.5, 8.428571428571429)","(19.0, 50.0, 29.9)","(6.5, 11.5, 8.0)","(1.28, 1.58, 1.505)","(71.0, 480.0, 411.66666666666663)"
06-01-2023 14:45:45.482757,"(7.5, 18.0, 14.48)","(7.0, 12.5, 8.428571428571429)","(19.0, 50.0, 29.9)","(6.5, 11.5, 8.0)","(1.28, 1.58, 1.505)","(71.0, 480.0, 411.66666666666663)"
06-01-2023 14:45:46.561292,"(7.5, 18.0, 11.55)","(7.0, 12.5, 8.428571428571429)","(19.0, 50.0, 29.9)","(6.5, 11.5, 8.0)","(1.28, 1.58, 1.505)","(71.0, 480.0, 411.66666666666663)"
06-01-2023 14:45:47.721195,"(7.5, 18.0, 11.55)","(7.0, 12.5, 8.428571428571429)","(19.0, 50.0, 29.9)","(6.5, 11.5, 8.0)","(1.28, 1.58, 1.505)","(71.0, 480.0, 411.66666666666663)"
06-01-2023 14:45:49.112541,"(7.5, 18.0, 14.228571428571428)","(7.0, 12.5, 8.428571428571429)","(19.0, 50.0, 29.9)","(6.5, 11.5, 8.0)","(1.28, 1.58, 1.505)","(71.0, 480.0, 411.66666666666663)"
06-01-2023 14:45:50.348632,"(7.5, 18.0, 14.228571428571428)","(7.0, 12.5, 8.428571428571429)","(19.0, 50.0, 29.9)","(6.5, 11.5, 8.0)","(1.28, 1.58, 1.505)","(71.0, 480.0, 411.66666666666663)"
06-01-2023 14:45:51.599453,"(7.5, 18.0, 14.228571428571428)","(7.0, 12.5, 8.428571428571429)","(19.0, 50.0, 22.142857142857142)","(6.5, 11.5, 8.0)","(1.28, 1.58, 1.505)","(71.0, 480.0, 411.66666666666663)"
06-01-2023 14:45:52.781484,"(7.5, 18.0, 14.228571428571428)","(7.0, 12.5, 8.428571428571429)","(19.0, 50.0, 22.142857142857142)","(6.5, 11.5, 8.0)","(1.28, 1.58, 1.505)","(71.0, 480.0, 486.66666666666663)"
06-01-2023 14:45:53.924653,"(7.5, 18.0, 14.228571428571428)","(7.0, 12.5, 8.428571428571429)","(19.0, 50.0, 23.6)","(6.5, 11.5, 8.0)","(1.28, 1.58, 1.5110344827586206)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:55.011480,"(7.5, 18.0, 14.228571428571428)","(7.0, 12.5, 8.428571428571429)","(19.0, 50.0, 23.6)","(6.5, 11.5, 8.0)","(1.28, 1.58, 1.5110344827586206)","(71.0, 570.0, 486.66666666666663)"
06-01-2023 14:45:56.201637,"(7.5, 18.0, 14.228571428571428)","(7.0, 12.5, 8.428571428571429)","(19.0, 50.0, 23.6)","(6.5, 11.5, 8.0)","(1.28, 1.58, 1.5110344827586206)","(71.0, 570.0, 486.66666666666663)"
