,Solitary One,Rosas Routine,Chase Me Chopper,My Mates Barney,Thriller Strike,Heslea,Flying Caliente,Rev Up Rusty
14-12-2022 18:58:17.848226,"(2.1, 2.28, 2.154)","(15.0, 34.0, 22.333333333333336)","(9.0, 28.0, 18.555555555555557)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.571428571428571)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:19.188462,"(2.1, 2.28, 2.154)","(15.0, 34.0, 22.333333333333336)","(9.0, 28.0, 18.555555555555557)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.571428571428571)","(3.7, 7.0, 5.11)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:20.464163,"(2.1, 2.28, 2.154)","(15.0, 34.0, 22.333333333333336)","(9.0, 28.0, 18.555555555555557)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.925)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.142857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:21.797184,"(2.1, 2.28, 2.154)","(15.0, 34.0, 22.333333333333336)","(9.0, 28.0, 18.555555555555557)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.925)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.142857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:23.082457,"(2.1, 2.28, 2.154)","(15.0, 34.0, 22.333333333333336)","(9.0, 28.0, 18.555555555555557)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.925)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.142857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:24.342033,"(2.1, 2.28, 2.154)","(15.0, 34.0, 22.333333333333336)","(9.0, 28.0, 18.555555555555557)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.925)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.142857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:25.707370,"(2.1, 2.28, 2.154)","(15.0, 34.0, 22.333333333333336)","(9.0, 28.0, 18.555555555555557)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.76)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:27.062301,"(2.1, 2.28, 2.154)","(15.0, 34.0, 22.333333333333336)","(9.0, 28.0, 18.555555555555557)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.571428571428571)","(3.7, 7.0, 5.11)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:28.426462,"(2.1, 2.28, 2.154)","(15.0, 34.0, 22.333333333333336)","(9.0, 28.0, 18.555555555555557)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.571428571428571)","(3.7, 7.0, 5.11)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:29.733134,"(2.1, 2.28, 2.154)","(15.0, 34.0, 22.333333333333336)","(9.0, 28.0, 18.555555555555557)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.925)","(3.7, 7.0, 5.11)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:31.083718,"(2.1, 2.28, 2.154)","(15.0, 34.0, 22.333333333333336)","(9.0, 28.0, 18.555555555555557)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.925)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.142857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:32.340619,"(2.1, 2.28, 2.154)","(15.0, 34.0, 22.333333333333336)","(9.0, 28.0, 18.555555555555557)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.76)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:33.641544,"(2.1, 2.28, 2.154)","(15.0, 34.0, 22.333333333333336)","(9.0, 28.0, 18.555555555555557)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.76)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:34.897690,"(2.1, 2.28, 2.154)","(15.0, 34.0, 22.333333333333336)","(9.0, 28.0, 18.555555555555557)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.571428571428571)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:36.265209,"(2.1, 2.28, 2.154)","(15.0, 34.0, 22.333333333333336)","(9.0, 28.0, 18.555555555555557)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.571428571428571)","(3.7, 7.0, 5.11)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:37.529921,"(2.1, 2.28, 2.154)","(15.0, 34.0, 22.333333333333336)","(9.0, 28.0, 18.555555555555557)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.925)","(3.7, 7.0, 5.11)","(7.0, 12.5, 8.375)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:38.754483,"(2.1, 2.28, 2.154)","(15.0, 34.0, 22.333333333333336)","(9.0, 28.0, 18.555555555555557)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.571428571428571)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.142857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:40.016285,"(2.1, 2.28, 2.154)","(15.0, 34.0, 22.333333333333336)","(9.0, 28.0, 18.555555555555557)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.571428571428571)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.142857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:41.379541,"(2.1, 2.28, 2.154)","(15.0, 34.0, 22.333333333333336)","(9.0, 28.0, 18.555555555555557)","(21.0, 100.0, 52.5)","(5.5, 10.5, 5.733333333333333)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:42.759695,"(2.1, 2.28, 2.154)","(15.0, 34.0, 22.333333333333336)","(9.0, 28.0, 18.555555555555557)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.925)","(3.7, 7.0, 5.11)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:44.101115,"(2.1, 2.28, 2.154)","(15.0, 34.0, 22.333333333333336)","(9.0, 28.0, 14.666666666666666)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.925)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.15)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:45.523060,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.184615384615385)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.15)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:46.882183,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.571428571428571)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.15)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:48.204762,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.3538461538461535)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.666666666666668)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:49.524489,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.3538461538461535)","(3.7, 7.0, 5.11)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:50.800836,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.3538461538461535)","(3.7, 7.0, 5.11)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:52.131339,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 7.5055555555555555)","(3.7, 7.0, 5.11)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:53.429662,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.728571428571429)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.666666666666668)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:54.766306,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.666666666666668)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:56.045579,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.666666666666668)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:57.291228,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.11)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:58.571806,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.11)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.0)"
14-12-2022 18:58:59.876854,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.666666666666668)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:01.115448,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.666666666666668)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:02.363756,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:03.580972,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.11)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:04.772304,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.666666666666668)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:06.039223,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.666666666666668)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:07.387385,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.666666666666668)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:08.792463,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.11)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:10.185298,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.666666666666668)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:11.587646,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.666666666666668)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:13.030964,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:14.552634,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.11)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:15.994223,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.11)","(7.0, 12.5, 9.75)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:17.279184,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.11)","(7.0, 12.5, 10.666666666666668)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:18.721520,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.11)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:20.132773,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.11)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:21.491487,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.666666666666668)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:23.147790,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:24.656524,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:26.276746,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:27.688591,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.666666666666668)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:29.053107,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:30.339694,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:31.949970,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:33.668216,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.666666666666668)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:35.005522,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.666666666666668)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:36.497420,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:38.030489,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:39.426753,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.666666666666668)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:40.778841,"(2.1, 2.28, 2.154)","(15.0, 34.0, 16.916666666666668)","(9.0, 28.0, 14.25)","(21.0, 100.0, 52.5)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 80.0)"
14-12-2022 18:59:42.147640,"(2.1, 2.28, 2.154)","(15.0, 34.0, 15.55)","(9.0, 28.0, 13.15)","(21.0, 100.0, 44.72727272727273)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.625)"
14-12-2022 18:59:43.423469,"(2.1, 2.28, 2.154)","(15.0, 34.0, 15.55)","(9.0, 28.0, 13.15)","(21.0, 100.0, 44.72727272727273)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 8.825)","(31.0, 170.0, 80.625)"
14-12-2022 18:59:44.726434,"(2.1, 2.28, 2.154)","(15.0, 34.0, 15.55)","(9.0, 28.0, 13.15)","(21.0, 100.0, 44.72727272727273)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 8.825)","(31.0, 170.0, 80.625)"
14-12-2022 18:59:46.022838,"(2.1, 2.28, 2.154)","(15.0, 34.0, 15.55)","(9.0, 28.0, 13.15)","(21.0, 100.0, 44.72727272727273)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 8.825)","(31.0, 170.0, 80.625)"
14-12-2022 18:59:47.424360,"(2.1, 2.28, 2.154)","(15.0, 34.0, 15.55)","(9.0, 28.0, 13.15)","(21.0, 100.0, 44.72727272727273)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.15)","(31.0, 170.0, 80.625)"
14-12-2022 18:59:48.968715,"(2.1, 2.28, 2.154)","(15.0, 34.0, 15.55)","(9.0, 28.0, 13.15)","(21.0, 100.0, 44.72727272727273)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.15)","(31.0, 170.0, 80.625)"
14-12-2022 18:59:50.718068,"(2.1, 2.28, 2.154)","(15.0, 34.0, 15.55)","(9.0, 28.0, 13.15)","(21.0, 100.0, 44.72727272727273)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.142857142857142)","(31.0, 170.0, 80.625)"
14-12-2022 18:59:52.171020,"(2.1, 2.28, 2.154)","(15.0, 34.0, 15.55)","(9.0, 28.0, 13.15)","(21.0, 100.0, 44.72727272727273)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.666666666666668)","(31.0, 170.0, 80.625)"
14-12-2022 18:59:53.679629,"(2.1, 2.28, 2.154)","(15.0, 34.0, 15.55)","(9.0, 28.0, 13.15)","(21.0, 100.0, 44.72727272727273)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 80.625)"
14-12-2022 18:59:55.255474,"(2.1, 2.28, 2.154)","(15.0, 34.0, 15.55)","(9.0, 28.0, 13.15)","(21.0, 100.0, 44.72727272727273)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.625)"
14-12-2022 18:59:56.849421,"(2.1, 2.28, 2.154)","(15.0, 34.0, 15.55)","(9.0, 28.0, 13.15)","(21.0, 100.0, 44.72727272727273)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.666666666666668)","(31.0, 170.0, 80.625)"
14-12-2022 18:59:58.280343,"(2.1, 2.28, 2.154)","(15.0, 34.0, 15.55)","(9.0, 28.0, 13.15)","(21.0, 100.0, 44.72727272727273)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.666666666666668)","(31.0, 170.0, 80.625)"
14-12-2022 18:59:59.728044,"(2.1, 2.28, 2.154)","(15.0, 34.0, 15.55)","(9.0, 28.0, 13.15)","(21.0, 100.0, 44.72727272727273)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.625)"
14-12-2022 19:00:01.103408,"(2.1, 2.28, 2.154)","(15.0, 34.0, 15.55)","(9.0, 28.0, 13.15)","(21.0, 100.0, 44.72727272727273)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.625)"
14-12-2022 19:00:02.523725,"(2.1, 2.28, 2.154)","(15.0, 34.0, 15.55)","(9.0, 28.0, 13.15)","(21.0, 100.0, 44.72727272727273)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.666666666666668)","(31.0, 170.0, 80.625)"
14-12-2022 19:00:04.121876,"(2.1, 2.28, 2.154)","(15.0, 34.0, 15.55)","(9.0, 28.0, 13.15)","(21.0, 100.0, 44.72727272727273)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.666666666666668)","(31.0, 170.0, 80.625)"
14-12-2022 19:00:05.760557,"(2.1, 2.54, 2.1942857142857144)","(15.0, 34.0, 15.55)","(9.0, 28.0, 13.15)","(21.0, 100.0, 44.72727272727273)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.228571428571428)","(31.0, 170.0, 80.625)"
14-12-2022 19:00:07.347596,"(2.1, 2.54, 2.1942857142857144)","(15.0, 34.0, 15.55)","(9.0, 28.0, 13.15)","(21.0, 100.0, 44.72727272727273)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.625)"
14-12-2022 19:00:08.963459,"(2.1, 2.54, 2.1942857142857144)","(15.0, 34.0, 15.55)","(9.0, 28.0, 13.15)","(21.0, 100.0, 44.72727272727273)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.666666666666668)","(31.0, 170.0, 80.625)"
14-12-2022 19:00:10.365990,"(2.1, 2.54, 2.1942857142857144)","(15.0, 34.0, 15.55)","(9.0, 28.0, 13.15)","(21.0, 100.0, 44.72727272727273)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.666666666666668)","(31.0, 170.0, 80.625)"
14-12-2022 19:00:11.792880,"(2.1, 2.54, 2.1942857142857144)","(15.0, 34.0, 15.55)","(9.0, 28.0, 13.15)","(21.0, 100.0, 44.72727272727273)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.625)"
14-12-2022 19:00:13.218051,"(2.1, 2.54, 2.1942857142857144)","(15.0, 34.0, 15.55)","(9.0, 28.0, 13.15)","(21.0, 100.0, 44.72727272727273)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 9.95)","(31.0, 170.0, 80.625)"
14-12-2022 19:00:14.587380,"(2.1, 2.54, 2.1942857142857144)","(15.0, 34.0, 15.55)","(9.0, 28.0, 13.15)","(21.0, 100.0, 45.45454545454545)","(5.5, 10.5, 6.523076923076923)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 10.666666666666668)","(31.0, 170.0, 99.0)"
14-12-2022 19:00:16.016928,"(2.1, 2.54, 2.1942857142857144)","(15.0, 34.0, 15.55)","(9.0, 28.0, 18.1)","(21.0, 100.0, 45.45454545454545)","(5.5, 10.0, 7.0)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 11.218181818181819)","(31.0, 170.0, 99.0)"
14-12-2022 19:00:17.556361,"(2.1, 2.54, 2.1942857142857144)","(15.0, 34.0, 15.55)","(9.0, 28.0, 18.1)","(21.0, 100.0, 45.45454545454545)","(5.5, 10.0, 7.0)","(3.7, 7.0, 5.949999999999999)","(7.0, 12.5, 11.218181818181819)","(31.0, 170.0, 99.0)"
