,Solitary One,Rosas Routine,Chase Me Chopper,My Mates Barney,Thriller Strike,Heslea,Flying Caliente,Rev Up Rusty
14-12-2022 18:55:08.385452,"(2.1, 2.6, 2.3833333333333333)","(15.0, 34.0, 24.076923076923077)","(9.0, 28.0, 23.0)","(21.0, 95.0, 59.5)","(5.5, 11.0, 5.7749999999999995)","(3.7, 7.2, 5.386666666666667)","(7.0, 13.5, 9.166666666666666)","(31.0, 170.0, 99.0)"
14-12-2022 18:55:09.443083,"(2.1, 2.6, 2.3833333333333333)","(15.0, 34.0, 24.076923076923077)","(9.0, 28.0, 23.0)","(21.0, 95.0, 59.5)","(5.5, 11.0, 5.7749999999999995)","(3.7, 7.2, 5.386666666666667)","(7.0, 13.5, 9.166666666666666)","(31.0, 170.0, 99.0)"
14-12-2022 18:55:10.495088,"(2.1, 2.6, 2.3833333333333333)","(15.0, 34.0, 24.076923076923077)","(9.0, 28.0, 23.0)","(21.0, 95.0, 59.5)","(5.5, 11.0, 5.7749999999999995)","(3.7, 7.2, 5.386666666666667)","(7.0, 13.5, 9.166666666666666)","(31.0, 170.0, 99.0)"
14-12-2022 18:55:11.651912,"(2.1, 2.6, 2.3833333333333333)","(15.0, 34.0, 24.076923076923077)","(9.0, 28.0, 23.0)","(21.0, 95.0, 59.5)","(5.5, 11.0, 5.7749999999999995)","(3.7, 7.2, 5.386666666666667)","(7.0, 13.5, 9.166666666666666)","(31.0, 170.0, 99.0)"
14-12-2022 18:55:12.828315,"(2.1, 2.6, 2.3833333333333333)","(15.0, 34.0, 24.076923076923077)","(9.0, 28.0, 23.0)","(21.0, 95.0, 55.625)","(5.5, 11.0, 5.7749999999999995)","(3.7, 7.2, 5.386666666666667)","(7.0, 13.5, 9.166666666666666)","(31.0, 170.0, 97.5)"
14-12-2022 18:55:14.035903,"(2.1, 2.6, 2.3833333333333333)","(15.0, 34.0, 24.076923076923077)","(9.0, 28.0, 23.0)","(21.0, 110.0, 55.625)","(5.5, 11.0, 5.7749999999999995)","(3.7, 7.2, 5.386666666666667)","(7.0, 13.5, 9.166666666666666)","(31.0, 170.0, 97.5)"
14-12-2022 18:55:15.242797,"(2.1, 2.6, 2.3833333333333333)","(15.0, 34.0, 24.076923076923077)","(9.0, 28.0, 23.0)","(21.0, 110.0, 55.625)","(5.5, 11.0, 5.7749999999999995)","(3.7, 7.2, 5.386666666666667)","(7.0, 13.5, 9.166666666666666)","(31.0, 170.0, 97.5)"
14-12-2022 18:55:16.515190,"(2.1, 2.6, 2.3833333333333333)","(15.0, 34.0, 24.076923076923077)","(9.0, 28.0, 23.0)","(21.0, 110.0, 55.625)","(5.5, 11.0, 5.7749999999999995)","(3.7, 7.2, 5.386666666666667)","(7.0, 13.5, 9.166666666666666)","(31.0, 170.0, 97.5)"
14-12-2022 18:55:17.741502,"(2.1, 2.6, 2.3833333333333333)","(15.0, 34.0, 24.076923076923077)","(9.0, 28.0, 23.0)","(21.0, 110.0, 55.625)","(5.5, 11.0, 5.7749999999999995)","(3.7, 7.2, 5.386666666666667)","(7.0, 13.5, 9.166666666666666)","(31.0, 170.0, 97.5)"
14-12-2022 18:55:18.948368,"(2.1, 2.6, 2.3833333333333333)","(15.0, 34.0, 24.076923076923077)","(9.0, 28.0, 23.0)","(21.0, 110.0, 55.625)","(5.5, 11.0, 5.7749999999999995)","(3.7, 7.2, 5.386666666666667)","(7.0, 13.5, 9.166666666666666)","(31.0, 170.0, 97.5)"
14-12-2022 18:55:20.156345,"(2.1, 2.6, 2.3833333333333333)","(15.0, 34.0, 24.076923076923077)","(9.0, 28.0, 23.0)","(21.0, 110.0, 55.625)","(5.5, 11.0, 5.7749999999999995)","(3.7, 7.2, 5.386666666666667)","(7.0, 13.5, 9.166666666666666)","(31.0, 170.0, 97.5)"
14-12-2022 18:55:21.457399,"(2.1, 2.6, 2.3833333333333333)","(15.0, 34.0, 24.076923076923077)","(9.0, 28.0, 23.0)","(21.0, 110.0, 55.625)","(5.5, 11.0, 5.7749999999999995)","(3.7, 7.2, 5.386666666666667)","(7.0, 13.5, 9.166666666666666)","(31.0, 170.0, 97.5)"
14-12-2022 18:55:22.787202,"(2.1, 2.6, 2.3833333333333333)","(15.0, 34.0, 24.076923076923077)","(9.0, 28.0, 23.0)","(21.0, 110.0, 55.625)","(5.5, 11.0, 5.7749999999999995)","(3.7, 7.2, 5.386666666666667)","(7.0, 13.5, 9.166666666666666)","(31.0, 170.0, 97.5)"
14-12-2022 18:55:24.011207,"(2.1, 2.6, 2.3833333333333333)","(15.0, 34.0, 24.076923076923077)","(9.0, 28.0, 23.0)","(21.0, 110.0, 55.625)","(5.5, 11.0, 5.7749999999999995)","(3.7, 7.2, 5.386666666666667)","(7.0, 13.5, 9.166666666666666)","(31.0, 170.0, 97.5)"
14-12-2022 18:55:25.228584,"(2.1, 2.6, 2.3833333333333333)","(15.0, 34.0, 24.076923076923077)","(9.0, 28.0, 23.0)","(21.0, 110.0, 55.625)","(5.5, 11.0, 5.7749999999999995)","(3.7, 7.2, 5.386666666666667)","(7.0, 13.5, 9.166666666666666)","(31.0, 170.0, 97.5)"
14-12-2022 18:55:26.478214,"(2.1, 2.6, 2.3833333333333333)","(15.0, 34.0, 24.076923076923077)","(9.0, 28.0, 23.0)","(21.0, 110.0, 55.625)","(5.5, 11.0, 5.7749999999999995)","(3.7, 7.2, 5.386666666666667)","(7.0, 13.5, 9.166666666666666)","(31.0, 170.0, 97.5)"
14-12-2022 18:55:27.723423,"(2.1, 2.08, 2.0789473684210527)","(15.0, 34.0, 24.076923076923077)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:55:28.859162,"(2.1, 2.6, 2.166666666666667)","(15.0, 34.0, 21.4)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:55:30.018029,"(2.1, 2.6, 2.166666666666667)","(15.0, 34.0, 21.4)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:55:31.201458,"(2.1, 2.6, 2.166666666666667)","(15.0, 34.0, 21.4)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:55:32.334783,"(2.1, 2.6, 2.166666666666667)","(15.0, 34.0, 21.4)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:55:33.480579,"(2.1, 2.6, 2.166666666666667)","(15.0, 34.0, 21.4)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:55:34.675404,"(2.1, 2.6, 2.166666666666667)","(15.0, 34.0, 21.4)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:55:35.868246,"(2.1, 2.6, 2.166666666666667)","(15.0, 34.0, 21.4)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:55:37.081367,"(2.1, 2.6, 2.166666666666667)","(15.0, 34.0, 21.4)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:55:38.276568,"(2.1, 2.6, 2.166666666666667)","(15.0, 34.0, 21.4)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:55:39.567950,"(2.1, 2.6, 2.166666666666667)","(15.0, 34.0, 22.333333333333336)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:55:40.756752,"(2.1, 2.6, 2.166666666666667)","(15.0, 34.0, 22.333333333333336)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:55:41.869945,"(2.1, 2.6, 2.166666666666667)","(15.0, 34.0, 22.333333333333336)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:55:43.095849,"(2.1, 2.6, 2.166666666666667)","(15.0, 34.0, 22.333333333333336)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:55:44.274526,"(2.1, 2.6, 2.166666666666667)","(15.0, 34.0, 22.333333333333336)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:55:45.426367,"(2.1, 2.3, 2.1114285714285717)","(15.0, 34.0, 22.333333333333336)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:55:46.639796,"(2.1, 2.3, 2.1114285714285717)","(14.0, 34.0, 22.333333333333336)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:55:47.797984,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 22.333333333333336)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:55:48.933657,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 22.333333333333336)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:55:50.145125,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 22.333333333333336)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:55:51.394277,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 22.333333333333336)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:55:52.593885,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 22.333333333333336)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:55:53.703686,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 22.333333333333336)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:55:54.835195,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 22.333333333333336)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:55:56.149711,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 22.333333333333336)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:55:57.346614,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 22.333333333333336)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:55:58.570771,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 22.333333333333336)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:55:59.798291,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 22.333333333333336)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:56:01.173684,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 22.333333333333336)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:56:02.363997,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 22.333333333333336)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:56:03.511230,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 22.333333333333336)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:56:04.654750,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 22.333333333333336)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:56:05.729627,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 22.333333333333336)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:56:06.881863,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 22.333333333333336)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:56:08.109580,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 22.333333333333336)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:56:09.346217,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 22.333333333333336)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 11.642857142857142)","(31.0, 170.0, 80.0)"
14-12-2022 18:56:10.557588,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 22.333333333333336)","(9.0, 28.0, 23.0)","(21.0, 110.0, 56.25)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 80.625)"
14-12-2022 18:56:11.705952,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 23.5)","(9.0, 28.0, 16.333333333333332)","(21.0, 110.0, 47.45454545454545)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 80.625)"
14-12-2022 18:56:12.839134,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 25.923076923076923)","(9.0, 28.0, 15.272727272727273)","(21.0, 110.0, 47.45454545454545)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 80.625)"
14-12-2022 18:56:13.988761,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 25.923076923076923)","(9.0, 28.0, 15.636363636363637)","(21.0, 110.0, 47.45454545454545)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 80.625)"
14-12-2022 18:56:15.189020,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 25.923076923076923)","(9.0, 28.0, 15.636363636363637)","(21.0, 110.0, 47.45454545454545)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 80.625)"
14-12-2022 18:56:16.637543,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 23.5)","(9.0, 28.0, 15.636363636363637)","(21.0, 110.0, 47.45454545454545)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 80.625)"
14-12-2022 18:56:17.891854,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 23.5)","(9.0, 28.0, 15.636363636363637)","(21.0, 110.0, 47.45454545454545)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 80.625)"
14-12-2022 18:56:19.251254,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 23.5)","(9.0, 28.0, 15.636363636363637)","(21.0, 110.0, 47.45454545454545)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 80.625)"
14-12-2022 18:56:20.485956,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 23.5)","(9.0, 28.0, 15.636363636363637)","(21.0, 110.0, 47.45454545454545)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 80.625)"
14-12-2022 18:56:21.656585,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 23.5)","(9.0, 28.0, 15.636363636363637)","(21.0, 110.0, 47.45454545454545)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 80.625)"
14-12-2022 18:56:22.790279,"(2.1, 2.3, 2.144705882352941)","(14.0, 34.0, 23.5)","(9.0, 28.0, 15.636363636363637)","(21.0, 110.0, 47.45454545454545)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 80.625)"
14-12-2022 18:56:23.944045,"(2.1, 2.3, 2.18)","(14.0, 34.0, 23.5)","(9.0, 28.0, 15.636363636363637)","(21.0, 110.0, 47.45454545454545)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 80.625)"
14-12-2022 18:56:25.065915,"(2.1, 2.3, 2.18)","(14.0, 34.0, 23.5)","(9.0, 28.0, 15.636363636363637)","(21.0, 110.0, 47.45454545454545)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 80.625)"
14-12-2022 18:56:26.219783,"(2.1, 2.3, 2.18)","(15.0, 34.0, 23.5)","(9.0, 28.0, 15.636363636363637)","(21.0, 110.0, 47.45454545454545)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 80.625)"
14-12-2022 18:56:27.339242,"(2.1, 2.3, 2.18)","(15.0, 34.0, 23.5)","(9.0, 28.0, 15.636363636363637)","(21.0, 110.0, 47.45454545454545)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 80.625)"
14-12-2022 18:56:28.492183,"(2.1, 2.3, 2.18)","(15.0, 34.0, 23.5)","(9.0, 28.0, 15.636363636363637)","(21.0, 110.0, 47.45454545454545)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 80.625)"
14-12-2022 18:56:29.639761,"(2.1, 2.3, 2.18)","(15.0, 34.0, 23.5)","(9.0, 28.0, 15.636363636363637)","(21.0, 110.0, 47.45454545454545)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 80.625)"
14-12-2022 18:56:30.843740,"(2.1, 2.3, 2.18)","(15.0, 34.0, 23.5)","(9.0, 28.0, 15.636363636363637)","(21.0, 110.0, 47.45454545454545)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 80.625)"
14-12-2022 18:56:32.033919,"(2.1, 2.3, 2.18)","(15.0, 34.0, 23.5)","(9.0, 28.0, 15.636363636363637)","(21.0, 110.0, 47.45454545454545)","(5.5, 11.0, 7.311764705882353)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 80.625)"
14-12-2022 18:56:33.214800,"(2.1, 2.3, 2.18)","(15.0, 34.0, 23.5)","(9.0, 28.0, 15.636363636363637)","(21.0, 110.0, 47.45454545454545)","(5.5, 11.0, 7.135294117647058)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 80.625)"
14-12-2022 18:56:34.419273,"(2.1, 2.3, 2.18)","(15.0, 34.0, 23.5)","(9.0, 28.0, 15.636363636363637)","(21.0, 100.0, 52.5)","(5.5, 10.5, 7.135294117647058)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 80.625)"
14-12-2022 18:56:35.741021,"(2.1, 2.3, 2.18)","(15.0, 34.0, 23.5)","(9.0, 28.0, 15.636363636363637)","(21.0, 100.0, 52.5)","(5.5, 10.5, 7.135294117647058)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 80.625)"
14-12-2022 18:56:37.066560,"(2.1, 2.3, 2.18)","(15.0, 34.0, 23.5)","(9.0, 28.0, 15.636363636363637)","(21.0, 100.0, 52.5)","(5.5, 10.5, 7.135294117647058)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 80.625)"
14-12-2022 18:56:38.212903,"(2.1, 2.3, 2.18)","(15.0, 34.0, 23.5)","(9.0, 28.0, 15.636363636363637)","(21.0, 100.0, 44.72727272727273)","(5.5, 10.5, 7.135294117647058)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 80.625)"
14-12-2022 18:56:39.430087,"(2.1, 2.3, 2.18)","(15.0, 34.0, 23.5)","(9.0, 28.0, 15.636363636363637)","(21.0, 100.0, 44.72727272727273)","(5.5, 10.5, 7.135294117647058)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 80.625)"
14-12-2022 18:56:40.763203,"(2.1, 2.3, 2.18)","(15.0, 34.0, 23.5)","(9.0, 28.0, 15.636363636363637)","(21.0, 100.0, 44.72727272727273)","(5.5, 10.5, 7.135294117647058)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 80.625)"
14-12-2022 18:56:41.974933,"(2.1, 2.3, 2.18)","(15.0, 34.0, 23.5)","(9.0, 28.0, 15.636363636363637)","(21.0, 100.0, 44.72727272727273)","(5.5, 10.5, 7.135294117647058)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 80.625)"
14-12-2022 18:56:43.165298,"(2.1, 2.3, 2.18)","(15.0, 34.0, 23.5)","(9.0, 28.0, 15.636363636363637)","(21.0, 100.0, 45.45454545454545)","(5.5, 10.5, 7.135294117647058)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 99.0)"
14-12-2022 18:56:44.555909,"(2.1, 2.3, 2.18)","(15.0, 34.0, 23.5)","(9.0, 28.0, 15.636363636363637)","(21.0, 100.0, 45.45454545454545)","(5.5, 10.5, 7.135294117647058)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 99.0)"
14-12-2022 18:56:45.797576,"(2.1, 2.3, 2.18)","(15.0, 34.0, 23.5)","(9.0, 28.0, 15.636363636363637)","(21.0, 100.0, 45.45454545454545)","(5.5, 10.5, 7.135294117647058)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 99.0)"
14-12-2022 18:56:47.051617,"(2.1, 2.3, 2.18)","(15.0, 34.0, 23.5)","(9.0, 28.0, 15.636363636363637)","(21.0, 100.0, 45.45454545454545)","(5.5, 10.5, 7.135294117647058)","(3.7, 7.2, 4.966666666666667)","(7.0, 13.5, 9.954545454545455)","(31.0, 170.0, 99.0)"
