,Aussie Summer,Sin Rap Miss,Wong Bias,Zipping Swazi,Rich Mans World,Mud Muffin
12-01-2023 17:52:15.487210,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:52:16.414179,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:52:17.454117,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:52:18.384430,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:52:19.336289,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:52:20.334974,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:52:21.292566,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:52:22.232522,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:52:23.279680,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:52:24.302215,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:52:25.316641,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:52:26.239005,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:52:27.170171,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:52:28.169732,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:52:29.064182,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:52:29.960620,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:52:30.912244,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:52:31.841621,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:52:32.816893,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:52:33.730611,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:52:34.724018,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:52:35.585821,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:52:36.534089,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:52:37.462783,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:52:38.342648,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:52:39.366522,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 13.804761904761904)","(18.0, 40.0, 36.5625)"
12-01-2023 17:52:40.380260,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 13.804761904761904)","(18.0, 40.0, 36.5625)"
12-01-2023 17:52:41.331125,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 13.804761904761904)","(18.0, 40.0, 36.5625)"
12-01-2023 17:52:42.292136,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 13.804761904761904)","(18.0, 40.0, 36.5625)"
12-01-2023 17:52:43.257125,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.25)","(7.0, 14.5, 13.804761904761904)","(18.0, 40.0, 36.5625)"
12-01-2023 17:52:44.219335,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.3044444444444445)","(7.0, 14.5, 13.804761904761904)","(18.0, 40.0, 36.5625)"
12-01-2023 17:52:45.144771,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.3044444444444445)","(7.0, 14.5, 13.804761904761904)","(18.0, 40.0, 36.5625)"
12-01-2023 17:52:46.089036,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.3044444444444445)","(7.0, 14.5, 13.804761904761904)","(18.0, 40.0, 36.5625)"
12-01-2023 17:52:47.081496,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 40.0, 36.5625)"
12-01-2023 17:52:48.119400,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 40.0, 36.5625)"
12-01-2023 17:52:49.123599,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 40.0, 36.5625)"
12-01-2023 17:52:50.066122,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 40.0, 36.5625)"
12-01-2023 17:52:51.097241,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 40.0, 36.5625)"
12-01-2023 17:52:52.135770,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 40.0, 36.5625)"
12-01-2023 17:52:53.146487,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 40.0, 36.5625)"
12-01-2023 17:52:54.067328,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 40.0, 36.5625)"
12-01-2023 17:52:54.981192,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 40.0, 36.5625)"
12-01-2023 17:52:55.991843,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 40.0, 36.5625)"
12-01-2023 17:52:56.847629,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 40.0, 36.5625)"
12-01-2023 17:52:57.752477,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 40.0, 36.5625)"
12-01-2023 17:52:58.771427,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 40.0, 36.5625)"
12-01-2023 17:52:59.770370,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 13.804761904761904)","(18.0, 40.0, 36.5625)"
12-01-2023 17:53:00.645608,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 13.804761904761904)","(18.0, 40.0, 53.4375)"
12-01-2023 17:53:01.589343,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 13.804761904761904)","(18.0, 60.0, 38.25)"
12-01-2023 17:53:02.588074,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:03.443825,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:04.396749,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:05.409759,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:06.356972,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:07.288719,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:08.314342,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:09.381412,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:10.317852,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:11.264372,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:12.235788,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:13.173611,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:14.069092,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:15.022321,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:15.992451,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:16.903494,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:17.871911,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:18.799793,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:19.708161,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:20.607366,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:21.508154,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:22.441460,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:23.422453,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:24.431992,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:25.473463,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:26.408085,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:27.339765,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:28.400526,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:29.343740,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:30.269742,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:31.234433,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:32.205106,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:33.070737,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:34.033524,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:35.042939,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:35.934500,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:36.820598,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:37.747123,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:38.638809,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:39.551299,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:40.586642,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 38.25)"
12-01-2023 17:53:41.589028,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 42.0, 36.5625)"
12-01-2023 17:53:42.505027,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2458823529411767)","(7.0, 14.5, 13.804761904761904)","(18.0, 40.0, 36.5625)"
12-01-2023 17:53:43.506918,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 13.804761904761904)","(18.0, 40.0, 36.5625)"
12-01-2023 17:53:44.480383,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 13.804761904761904)","(18.0, 40.0, 36.5625)"
12-01-2023 17:53:45.383440,"(9.0, 21.0, 20.0625)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 13.804761904761904)","(18.0, 40.0, 26.5625)"
12-01-2023 17:53:46.290373,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:53:47.254112,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:53:48.172663,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:53:49.071803,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:53:50.049002,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:53:51.031675,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:53:51.880140,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:53:52.760406,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:53:53.697141,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:53:54.727743,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:53:55.709469,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
12-01-2023 17:53:56.743761,"(9.0, 21.0, 15.636363636363637)","(3.1, 4.9, 3.214814814814815)","(6.5, 11.5, 11.32906976744186)","(2.05, 3.3, 2.2248)","(7.0, 14.5, 12.725)","(18.0, 40.0, 26.5625)"
