,Velocity Framed,Kilcoy Castle,Bermuda Sky,Far Out Lexi,Caledonia,Barking Bush
09-01-2023 17:36:19.358912,"(5.0, 9.8, 5.527272727272727)","(4.4, 6.6, 4.3545454545454545)","(4.4, 7.2, 5.45)","(7.5, 19.5, 9.4375)","(3.5, 4.1, 3.8)","(4.8, 7.6, 5.242105263157894)"
09-01-2023 17:36:20.298404,"(5.0, 9.8, 5.527272727272727)","(4.4, 6.6, 4.779999999999999)","(4.4, 7.2, 5.575)","(7.5, 19.5, 9.4375)","(3.5, 4.1, 3.8)","(4.8, 7.6, 5.242105263157894)"
09-01-2023 17:36:21.275333,"(5.0, 9.8, 5.527272727272727)","(4.4, 6.6, 4.779999999999999)","(4.4, 7.2, 5.575)","(7.5, 19.5, 9.4375)","(3.5, 4.1, 3.8666666666666663)","(4.8, 7.6, 5.3052631578947365)"
09-01-2023 17:36:22.224580,"(5.0, 9.8, 5.527272727272727)","(4.4, 6.6, 4.92)","(4.4, 7.2, 5.575)","(7.5, 19.5, 10.75)","(3.5, 4.1, 3.84)","(4.8, 8.0, 5.3052631578947365)"
09-01-2023 17:36:23.238655,"(5.0, 9.8, 5.527272727272727)","(4.4, 6.6, 4.4875)","(4.4, 7.2, 5.575)","(7.5, 19.0, 10.75)","(3.5, 4.1, 3.84)","(4.8, 8.0, 5.846153846153846)"
09-01-2023 17:36:24.197635,"(5.0, 9.8, 5.527272727272727)","(4.4, 6.6, 4.688235294117646)","(4.4, 7.2, 5.811111111111112)","(7.5, 19.0, 10.75)","(3.5, 4.1, 3.84)","(4.8, 8.0, 5.846153846153846)"
09-01-2023 17:36:25.223501,"(5.0, 9.8, 5.527272727272727)","(4.4, 6.6, 4.65)","(4.4, 7.2, 5.7)","(7.5, 19.0, 10.75)","(3.5, 4.1, 3.78)","(4.8, 8.0, 5.136842105263158)"
09-01-2023 17:36:26.216777,"(5.0, 9.8, 5.527272727272727)","(4.4, 6.6, 4.4875)","(4.4, 7.2, 5.7)","(7.5, 19.0, 10.75)","(3.5, 4.1, 3.9999999999999996)","(4.8, 8.0, 5.36)"
09-01-2023 17:36:27.214152,"(5.0, 9.8, 5.527272727272727)","(4.4, 6.6, 4.4875)","(4.4, 7.2, 5.45)","(7.5, 19.0, 10.75)","(3.5, 4.1, 3.9999999999999996)","(4.8, 8.0, 5.3052631578947365)"
09-01-2023 17:36:28.152618,"(5.0, 9.8, 5.527272727272727)","(4.4, 6.6, 4.4875)","(4.4, 7.2, 5.45)","(7.5, 19.0, 10.75)","(3.5, 4.1, 3.8833333333333333)","(4.8, 8.0, 5.3052631578947365)"
09-01-2023 17:36:29.165195,"(5.0, 9.8, 5.527272727272727)","(4.4, 6.6, 4.688235294117646)","(4.4, 7.2, 5.575)","(7.5, 19.0, 10.75)","(3.5, 4.1, 3.86)","(4.8, 8.0, 5.3052631578947365)"
09-01-2023 17:36:30.114475,"(5.0, 9.8, 5.527272727272727)","(4.4, 6.6, 4.65)","(4.4, 7.2, 5.575)","(7.5, 19.0, 10.75)","(3.5, 4.1, 3.86)","(4.8, 8.0, 5.846153846153846)"
09-01-2023 17:36:31.143160,"(5.0, 9.8, 5.527272727272727)","(4.4, 6.6, 4.65)","(4.4, 7.2, 5.575)","(7.5, 19.0, 10.75)","(3.5, 4.1, 3.86)","(4.8, 8.0, 5.846153846153846)"
09-01-2023 17:36:32.104492,"(5.0, 9.8, 5.527272727272727)","(4.4, 6.6, 4.4875)","(4.4, 7.2, 5.45)","(7.5, 19.0, 10.75)","(3.5, 4.1, 4.0249999999999995)","(4.8, 8.0, 5.136842105263158)"
09-01-2023 17:36:33.142910,"(5.0, 9.8, 5.527272727272727)","(4.4, 6.6, 4.688235294117646)","(4.4, 7.2, 5.7)","(7.5, 19.0, 10.75)","(3.5, 4.1, 4.0249999999999995)","(4.8, 8.0, 5.136842105263158)"
09-01-2023 17:36:34.114316,"(5.0, 9.8, 5.527272727272727)","(4.4, 6.6, 4.688235294117646)","(4.4, 7.2, 5.7)","(7.5, 19.0, 10.75)","(3.5, 4.1, 4.0249999999999995)","(4.8, 8.0, 5.136842105263158)"
09-01-2023 17:36:35.138640,"(5.0, 9.8, 5.527272727272727)","(4.4, 6.6, 4.688235294117646)","(4.4, 7.2, 5.7)","(7.5, 19.0, 10.75)","(3.5, 4.1, 4.0249999999999995)","(4.8, 8.0, 5.136842105263158)"
09-01-2023 17:36:36.149745,"(5.0, 9.8, 5.527272727272727)","(4.4, 6.6, 4.65)","(4.4, 7.2, 5.7)","(7.5, 19.0, 10.75)","(3.5, 4.1, 3.82)","(4.8, 8.0, 5.36)"
09-01-2023 17:36:37.132124,"(5.0, 9.8, 5.527272727272727)","(4.4, 6.6, 4.65)","(4.4, 7.2, 5.575)","(7.5, 19.0, 10.75)","(3.5, 4.1, 3.82)","(4.8, 8.0, 5.36)"
09-01-2023 17:36:38.274186,"(5.0, 9.8, 5.527272727272727)","(4.4, 6.6, 5.693421052631579)","(4.4, 7.2, 5.575)","(7.5, 19.0, 10.75)","(3.5, 4.1, 3.8666666666666663)","(4.8, 8.0, 5.3052631578947365)"
09-01-2023 17:36:39.567418,"(5.0, 9.8, 5.527272727272727)","(4.4, 6.6, 4.8125)","(4.4, 7.2, 5.7)","(7.5, 19.0, 10.75)","(3.5, 4.1, 3.8833333333333333)","(4.8, 8.0, 5.3052631578947365)"
09-01-2023 17:36:40.597876,"(5.0, 9.8, 5.527272727272727)","(4.4, 6.6, 4.8125)","(4.4, 7.2, 5.7)","(7.5, 19.0, 10.75)","(3.5, 4.1, 3.8833333333333333)","(4.8, 8.0, 5.3052631578947365)"
09-01-2023 17:36:41.694385,"(5.0, 9.6, 7.35)","(4.4, 6.6, 5.0600000000000005)","(4.4, 7.2, 5.45)","(7.5, 19.0, 10.75)","(3.5, 4.1, 3.86)","(4.8, 8.0, 7.311627906976744)"
09-01-2023 17:36:42.834160,"(5.0, 9.6, 7.35)","(4.4, 6.6, 5.009090909090909)","(4.4, 7.2, 5.7)","(7.5, 19.0, 10.75)","(3.5, 4.1, 3.86)","(4.8, 8.0, 5.136842105263158)"
09-01-2023 17:36:43.945113,"(5.0, 9.6, 7.35)","(4.4, 6.6, 5.009090909090909)","(4.4, 7.2, 5.7)","(7.5, 19.0, 10.75)","(3.5, 4.1, 3.6125000000000003)","(4.8, 8.0, 5.221052631578948)"
09-01-2023 17:36:45.005205,"(5.0, 9.6, 7.35)","(4.4, 6.6, 4.92)","(4.4, 7.2, 5.575)","(7.5, 19.0, 10.75)","(3.5, 3.7, 3.6125000000000003)","(4.8, 8.0, 5.36)"
09-01-2023 17:36:46.080631,"(5.0, 9.6, 7.35)","(4.4, 6.6, 4.92)","(4.4, 7.2, 5.45)","(7.5, 19.0, 12.4)","(3.5, 3.7, 3.6125000000000003)","(4.8, 8.0, 5.3052631578947365)"
09-01-2023 17:36:47.119300,"(5.0, 9.6, 7.35)","(4.4, 6.6, 4.779999999999999)","(4.4, 7.2, 5.7)","(7.5, 19.0, 12.4)","(3.5, 3.7, 3.6125000000000003)","(4.8, 8.0, 5.3052631578947365)"
09-01-2023 17:36:48.157830,"(5.0, 9.6, 8.133333333333333)","(4.4, 6.6, 4.92)","(4.4, 7.2, 5.7)","(7.5, 19.0, 12.4)","(3.5, 3.7, 3.6125000000000003)","(4.8, 8.0, 5.136842105263158)"
09-01-2023 17:36:49.143856,"(5.0, 9.6, 8.133333333333333)","(4.4, 6.6, 4.92)","(4.4, 7.2, 5.575)","(7.5, 19.0, 12.8)","(3.5, 3.7, 3.6125000000000003)","(4.8, 8.0, 5.136842105263158)"
09-01-2023 17:36:50.109110,"(5.0, 9.6, 8.133333333333333)","(4.4, 6.6, 4.779999999999999)","(4.4, 7.2, 5.575)","(7.5, 20.0, 12.8)","(3.5, 3.7, 3.6125000000000003)","(4.8, 8.0, 5.527272727272727)"
09-01-2023 17:36:51.087375,"(5.0, 9.6, 8.133333333333333)","(4.4, 6.6, 4.779999999999999)","(4.4, 7.2, 5.45)","(7.5, 20.0, 12.8)","(3.5, 3.7, 3.6125000000000003)","(4.8, 8.0, 5.527272727272727)"
09-01-2023 17:36:52.077531,"(5.0, 9.6, 8.133333333333333)","(4.4, 6.6, 4.779999999999999)","(4.4, 7.2, 5.45)","(7.5, 20.0, 12.8)","(3.5, 3.7, 3.6125000000000003)","(4.8, 8.0, 5.527272727272727)"
09-01-2023 17:36:53.136688,"(5.0, 9.6, 8.133333333333333)","(4.4, 6.6, 4.92)","(4.4, 7.2, 5.575)","(7.5, 20.0, 12.8)","(3.5, 3.7, 3.6125000000000003)","(4.8, 8.0, 5.527272727272727)"
09-01-2023 17:36:54.137000,"(5.0, 9.6, 8.133333333333333)","(4.4, 6.6, 4.92)","(4.4, 7.2, 5.575)","(7.5, 20.0, 12.8)","(3.5, 3.7, 3.6911111111111112)","(4.8, 8.0, 5.36)"
09-01-2023 17:36:55.159045,"(5.0, 9.6, 8.133333333333333)","(4.4, 6.6, 4.92)","(4.4, 7.2, 5.575)","(7.5, 20.0, 12.8)","(3.5, 3.7, 3.6911111111111112)","(4.8, 8.0, 5.36)"
09-01-2023 17:36:56.150959,"(5.0, 9.6, 8.133333333333333)","(4.4, 6.6, 4.92)","(4.4, 7.2, 5.575)","(7.5, 20.0, 12.8)","(3.5, 3.7, 3.6911111111111112)","(4.8, 8.0, 5.3052631578947365)"
09-01-2023 17:36:57.175240,"(5.0, 9.6, 7.35)","(4.4, 6.6, 4.779999999999999)","(4.4, 7.2, 5.45)","(7.5, 20.0, 12.8)","(3.5, 3.7, 3.6911111111111112)","(4.8, 8.0, 5.3052631578947365)"
09-01-2023 17:36:58.194688,"(5.0, 9.6, 8.133333333333333)","(4.4, 6.6, 4.779999999999999)","(4.4, 7.2, 5.45)","(7.5, 20.0, 12.8)","(3.5, 3.7, 3.6911111111111112)","(4.8, 8.0, 5.846153846153846)"
09-01-2023 17:36:59.251282,"(5.0, 9.6, 8.133333333333333)","(4.4, 6.6, 5.009090909090909)","(4.4, 7.2, 5.7)","(7.5, 20.0, 12.8)","(3.5, 3.7, 3.6911111111111112)","(4.8, 8.0, 5.221052631578948)"
09-01-2023 17:37:00.223622,"(5.0, 9.6, 8.133333333333333)","(4.4, 6.6, 5.009090909090909)","(4.4, 7.2, 5.7)","(7.5, 20.0, 12.8)","(3.5, 3.7, 3.5250000000000004)","(4.8, 8.0, 5.221052631578948)"
09-01-2023 17:37:01.196605,"(5.0, 9.6, 8.133333333333333)","(4.4, 6.6, 4.92)","(4.4, 7.2, 5.7)","(7.5, 20.0, 12.8)","(3.5, 3.7, 3.5250000000000004)","(4.8, 8.0, 5.221052631578948)"
09-01-2023 17:37:02.180333,"(5.0, 9.6, 8.133333333333333)","(4.4, 6.6, 4.779999999999999)","(4.4, 7.2, 5.7)","(7.5, 20.0, 12.8)","(3.5, 3.7, 3.666666666666667)","(4.8, 8.0, 5.221052631578948)"
09-01-2023 17:37:03.173234,"(5.0, 9.6, 8.133333333333333)","(4.4, 6.6, 4.779999999999999)","(4.4, 7.2, 5.7)","(7.5, 20.0, 12.8)","(3.5, 3.7, 3.666666666666667)","(4.8, 8.0, 5.3052631578947365)"
09-01-2023 17:37:04.171753,"(5.0, 9.6, 9.05)","(4.4, 6.6, 4.92)","(4.4, 7.2, 5.7)","(7.5, 20.0, 12.8)","(3.5, 3.7, 3.666666666666667)","(4.8, 8.0, 5.3052631578947365)"
09-01-2023 17:37:05.163823,"(5.0, 9.6, 9.05)","(4.4, 6.6, 4.92)","(4.4, 7.2, 5.7)","(7.5, 20.0, 10.88888888888889)","(3.5, 3.7, 3.666666666666667)","(4.8, 8.0, 5.3052631578947365)"
09-01-2023 17:37:06.203498,"(5.0, 9.6, 9.05)","(4.4, 6.6, 4.779999999999999)","(4.4, 7.2, 5.7)","(7.5, 21.0, 10.88888888888889)","(3.5, 3.7, 3.666666666666667)","(4.8, 8.0, 5.221052631578948)"
09-01-2023 17:37:07.244452,"(5.0, 9.6, 9.05)","(4.4, 6.6, 5.009090909090909)","(4.4, 7.2, 5.7)","(7.5, 21.0, 10.88888888888889)","(3.5, 3.7, 3.666666666666667)","(4.8, 8.0, 5.221052631578948)"
09-01-2023 17:37:08.301426,"(5.0, 9.6, 9.05)","(4.4, 6.6, 4.92)","(4.4, 7.2, 5.7)","(7.5, 21.0, 10.88888888888889)","(3.5, 3.7, 3.666666666666667)","(4.8, 8.0, 6.124137931034483)"
09-01-2023 17:37:09.346589,"(5.0, 9.6, 9.05)","(4.4, 6.6, 4.92)","(4.4, 7.2, 5.7)","(7.5, 21.0, 10.88888888888889)","(3.5, 3.7, 3.666666666666667)","(4.8, 8.0, 6.3)"
09-01-2023 17:37:10.408754,"(5.0, 9.6, 9.05)","(4.4, 6.6, 4.779999999999999)","(4.4, 7.2, 5.7)","(7.5, 21.0, 10.88888888888889)","(3.5, 3.7, 3.666666666666667)","(4.8, 8.0, 6.3)"
09-01-2023 17:37:11.414609,"(5.0, 9.6, 9.05)","(4.4, 6.6, 5.009090909090909)","(4.4, 7.2, 5.7)","(7.5, 21.0, 10.88888888888889)","(3.5, 3.7, 3.666666666666667)","(4.8, 8.0, 6.3)"
09-01-2023 17:37:12.395244,"(5.0, 9.6, 9.05)","(4.4, 6.6, 4.92)","(4.4, 7.2, 5.7)","(7.5, 21.0, 17.416)","(3.5, 3.7, 3.666666666666667)","(4.8, 8.0, 5.36)"
09-01-2023 17:37:13.320358,"(5.0, 9.6, 9.05)","(4.4, 6.6, 4.92)","(4.4, 7.2, 5.7)","(7.5, 21.0, 9.975)","(3.5, 3.7, 3.666666666666667)","(4.8, 8.0, 5.3052631578947365)"
09-01-2023 17:37:14.263702,"(5.0, 9.6, 9.05)","(4.4, 6.6, 4.779999999999999)","(4.4, 7.2, 5.7)","(7.5, 21.0, 9.975)","(3.5, 3.7, 3.666666666666667)","(4.8, 8.0, 5.3052631578947365)"
09-01-2023 17:37:15.298572,"(5.0, 9.6, 9.05)","(4.4, 6.6, 4.779999999999999)","(4.4, 7.2, 5.7)","(7.5, 21.0, 9.975)","(3.5, 3.7, 3.666666666666667)","(4.8, 8.0, 5.136842105263158)"
09-01-2023 17:37:16.356543,"(5.0, 9.6, 9.05)","(4.4, 6.6, 4.57)","(4.4, 7.2, 5.7)","(7.5, 21.0, 9.975)","(3.5, 3.7, 3.666666666666667)","(4.8, 8.0, 5.136842105263158)"
09-01-2023 17:37:17.377458,"(5.0, 9.6, 9.05)","(4.4, 6.6, 4.57)","(4.4, 7.2, 5.7)","(7.5, 21.0, 9.975)","(3.5, 3.7, 3.666666666666667)","(4.8, 8.0, 5.527272727272727)"
09-01-2023 17:37:18.404587,"(5.0, 9.6, 9.05)","(4.4, 6.6, 4.64)","(4.4, 7.2, 5.7)","(7.5, 21.0, 9.975)","(3.5, 3.7, 3.666666666666667)","(4.8, 8.0, 5.527272727272727)"
09-01-2023 17:37:19.457168,"(5.0, 9.6, 9.05)","(4.4, 6.6, 4.64)","(4.4, 7.2, 5.7)","(7.5, 21.0, 9.975)","(3.5, 3.7, 3.666666666666667)","(4.8, 8.0, 5.527272727272727)"
09-01-2023 17:37:20.546432,"(5.0, 9.6, 9.05)","(4.4, 6.6, 4.605)","(4.4, 7.2, 5.7)","(7.5, 21.0, 9.975)","(3.5, 3.7, 3.666666666666667)","(4.8, 8.0, 5.527272727272727)"
09-01-2023 17:37:21.608378,"(5.0, 9.6, 9.05)","(4.4, 6.6, 4.64)","(4.4, 7.2, 5.7)","(7.5, 21.0, 9.975)","(3.5, 3.7, 3.666666666666667)","(4.8, 8.0, 5.36)"
09-01-2023 17:37:22.656099,"(5.0, 9.6, 9.05)","(4.4, 6.6, 4.92)","(4.4, 7.2, 5.7)","(7.5, 21.0, 9.975)","(3.5, 3.7, 3.666666666666667)","(4.8, 8.0, 5.3052631578947365)"
09-01-2023 17:37:23.711020,"(5.0, 9.6, 9.05)","(4.4, 6.6, 4.92)","(4.4, 7.2, 5.7)","(7.5, 21.0, 9.975)","(3.5, 3.7, 3.666666666666667)","(4.8, 8.0, 5.3052631578947365)"
09-01-2023 17:37:24.741558,"(5.0, 9.6, 9.05)","(4.4, 6.6, 5.0600000000000005)","(4.4, 7.2, 5.7)","(7.5, 21.0, 9.975)","(3.5, 3.7, 3.666666666666667)","(4.8, 8.0, 5.527272727272727)"
09-01-2023 17:37:25.748234,"(5.0, 9.6, 9.05)","(4.4, 6.6, 5.0600000000000005)","(4.4, 7.2, 5.7)","(7.5, 21.0, 9.975)","(3.5, 3.7, 3.666666666666667)","(4.8, 8.0, 5.36)"
09-01-2023 17:37:26.805349,"(5.0, 9.6, 9.05)","(4.4, 6.6, 4.92)","(4.4, 7.2, 5.7)","(7.5, 21.0, 9.975)","(3.5, 3.7, 3.666666666666667)","(4.8, 8.0, 5.3052631578947365)"
09-01-2023 17:37:27.791031,"(5.0, 9.6, 9.05)","(4.4, 6.6, 4.92)","(4.4, 7.2, 5.7)","(7.5, 21.0, 9.975)","(3.5, 3.7, 3.666666666666667)","(4.8, 8.0, 5.3052631578947365)"
09-01-2023 17:37:28.778877,"(5.0, 9.6, 9.05)","(4.4, 6.6, 5.136363636363636)","(4.4, 7.2, 5.7)","(7.5, 21.0, 9.975)","(3.5, 3.7, 3.656756756756757)","(4.8, 8.0, 5.368421052631579)"
09-01-2023 17:37:29.735006,"(5.0, 9.6, 9.05)","(4.4, 6.6, 5.136363636363636)","(4.4, 7.2, 5.7)","(7.5, 21.0, 9.975)","(3.5, 3.7, 3.4714285714285715)","(4.8, 8.4, 5.368421052631579)"
09-01-2023 17:37:30.740840,"(5.0, 9.6, 9.05)","(4.4, 6.6, 5.0600000000000005)","(4.4, 7.2, 5.7)","(7.5, 21.0, 9.975)","(3.5, 3.7, 3.4714285714285715)","(4.8, 8.4, 5.6000000000000005)"
09-01-2023 17:37:31.731184,"(5.0, 9.6, 9.05)","(4.4, 6.6, 5.0600000000000005)","(4.4, 7.2, 5.7)","(7.5, 21.0, 9.975)","(3.5, 3.7, 3.4714285714285715)","(4.8, 8.4, 5.536842105263158)"
09-01-2023 17:37:32.753904,"(5.0, 9.6, 9.05)","(4.4, 6.6, 4.92)","(4.4, 7.2, 5.7)","(7.5, 21.0, 9.975)","(3.5, 3.7, 3.4714285714285715)","(4.8, 8.4, 5.536842105263158)"
09-01-2023 17:37:33.785250,"(5.0, 9.6, 9.05)","(4.4, 6.6, 5.136363636363636)","(4.4, 7.2, 5.7)","(7.5, 21.0, 9.975)","(3.5, 3.7, 3.4714285714285715)","(4.8, 8.4, 5.536842105263158)"
09-01-2023 17:37:34.813958,"(5.0, 9.6, 9.05)","(4.4, 6.6, 5.0600000000000005)","(4.4, 7.2, 5.7)","(7.5, 21.0, 9.975)","(3.5, 3.7, 3.4714285714285715)","(4.8, 8.4, 5.636363636363637)"
09-01-2023 17:37:36.003822,"(5.0, 9.6, 9.05)","(4.4, 6.6, 5.0600000000000005)","(4.4, 7.2, 5.7)","(7.5, 21.0, 9.975)","(3.5, 3.7, 3.4714285714285715)","(4.8, 8.4, 5.44)"
09-01-2023 17:37:37.114095,"(5.0, 9.6, 9.05)","(4.4, 6.6, 5.263636363636364)","(4.4, 7.2, 5.7)","(7.5, 21.0, 9.975)","(3.5, 3.7, 3.4714285714285715)","(4.8, 8.4, 5.368421052631579)"
09-01-2023 17:37:38.254946,"(5.0, 9.6, 9.05)","(4.4, 6.6, 5.199999999999999)","(4.4, 7.2, 5.7)","(7.5, 21.0, 9.975)","(3.5, 3.7, 3.4714285714285715)","(4.8, 8.4, 5.199999999999999)"
09-01-2023 17:37:39.408752,"(5.0, 9.6, 9.05)","(4.4, 6.6, 4.92)","(4.4, 7.2, 5.7)","(7.5, 21.0, 17.416)","(3.5, 3.7, 3.4714285714285715)","(4.8, 8.4, 5.636363636363637)"
09-01-2023 17:37:40.683647,"(5.0, 9.6, 9.05)","(4.4, 6.6, 4.92)","(4.4, 7.2, 5.7)","(7.5, 21.0, 11.45)","(3.5, 3.7, 3.4714285714285715)","(4.8, 8.4, 5.44)"
09-01-2023 17:37:41.793919,"(5.0, 9.6, 9.05)","(4.4, 6.6, 5.0600000000000005)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.45)","(3.5, 3.7, 3.4714285714285715)","(4.8, 8.4, 5.368421052631579)"
09-01-2023 17:37:42.900951,"(5.0, 9.6, 9.05)","(4.4, 6.6, 4.92)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.45)","(3.5, 3.7, 3.4714285714285715)","(4.8, 8.4, 5.199999999999999)"
09-01-2023 17:37:43.848682,"(5.0, 9.6, 9.05)","(4.4, 6.6, 5.199999999999999)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.45)","(3.5, 3.7, 3.4714285714285715)","(4.8, 8.4, 5.636363636363637)"
09-01-2023 17:37:44.845590,"(5.0, 9.6, 9.05)","(4.4, 6.6, 5.199999999999999)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.45)","(3.5, 3.7, 3.4714285714285715)","(4.8, 8.4, 5.44)"
09-01-2023 17:37:45.833662,"(5.0, 9.6, 9.05)","(4.4, 6.4, 5.94)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.45)","(3.5, 3.7, 3.4714285714285715)","(4.8, 8.4, 5.781818181818181)"
09-01-2023 17:37:46.853934,"(5.0, 9.6, 9.05)","(4.4, 6.4, 4.933333333333334)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.45)","(3.5, 3.7, 3.4714285714285715)","(4.8, 8.4, 5.781818181818181)"
09-01-2023 17:37:47.927864,"(5.0, 9.6, 9.05)","(4.4, 6.4, 5.066666666666667)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.45)","(3.5, 3.7, 3.4714285714285715)","(4.8, 8.4, 5.781818181818181)"
09-01-2023 17:37:48.959929,"(5.0, 9.6, 9.05)","(4.4, 6.4, 5.066666666666667)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.45)","(3.5, 3.7, 3.4714285714285715)","(4.8, 8.4, 5.6000000000000005)"
09-01-2023 17:37:50.011124,"(5.0, 9.6, 9.05)","(4.4, 6.4, 5.066666666666667)","(4.4, 7.2, 5.7)","(7.5, 20.0, 18.314285714285713)","(3.5, 3.7, 3.4714285714285715)","(4.8, 8.4, 5.536842105263158)"
09-01-2023 17:37:50.994757,"(5.0, 9.6, 9.05)","(4.4, 6.4, 5.066666666666667)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.600000000000001)","(3.5, 3.7, 3.4714285714285715)","(4.8, 8.4, 5.536842105263158)"
09-01-2023 17:37:51.987698,"(5.0, 9.6, 9.05)","(4.4, 6.4, 5.2)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.600000000000001)","(3.5, 3.7, 3.4714285714285715)","(4.8, 8.4, 5.536842105263158)"
09-01-2023 17:37:53.027226,"(5.0, 9.6, 9.05)","(4.4, 6.4, 5.2)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.600000000000001)","(3.5, 3.7, 3.4714285714285715)","(4.8, 8.4, 5.368421052631579)"
09-01-2023 17:37:54.070586,"(5.0, 9.6, 9.05)","(4.4, 6.4, 4.933333333333334)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.600000000000001)","(3.5, 3.7, 3.6513513513513516)","(4.8, 8.4, 5.44)"
09-01-2023 17:37:55.109866,"(5.0, 9.6, 9.05)","(4.4, 6.4, 5.14)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.600000000000001)","(3.5, 3.7, 3.6513513513513516)","(4.8, 8.4, 5.368421052631579)"
09-01-2023 17:37:56.127762,"(5.0, 9.6, 9.05)","(4.4, 6.4, 5.066666666666667)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.600000000000001)","(3.5, 3.7, 3.6513513513513516)","(4.8, 8.4, 5.781818181818181)"
09-01-2023 17:37:57.189197,"(5.0, 9.6, 9.05)","(4.4, 6.4, 5.066666666666667)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.600000000000001)","(3.5, 3.7, 3.6513513513513516)","(4.8, 8.4, 5.781818181818181)"
09-01-2023 17:37:58.194406,"(5.0, 9.6, 9.05)","(4.4, 6.4, 4.933333333333334)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.600000000000001)","(3.5, 3.7, 3.6513513513513516)","(4.8, 8.4, 5.6000000000000005)"
09-01-2023 17:37:59.190866,"(5.0, 9.6, 9.05)","(4.4, 6.4, 4.933333333333334)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.600000000000001)","(3.5, 3.7, 3.6513513513513516)","(4.8, 8.4, 5.536842105263158)"
09-01-2023 17:38:00.284616,"(5.0, 9.6, 9.05)","(4.4, 6.4, 4.933333333333334)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.600000000000001)","(3.5, 3.7, 3.6513513513513516)","(4.8, 8.4, 5.536842105263158)"
09-01-2023 17:38:01.257200,"(5.0, 9.6, 9.05)","(4.4, 6.4, 5.14)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.600000000000001)","(3.5, 3.7, 3.6513513513513516)","(4.8, 8.4, 5.368421052631579)"
09-01-2023 17:38:02.200324,"(5.0, 9.6, 9.05)","(4.4, 6.4, 5.066666666666667)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.600000000000001)","(3.5, 3.7, 3.6513513513513516)","(4.8, 8.4, 5.368421052631579)"
09-01-2023 17:38:03.131580,"(5.0, 9.6, 9.05)","(4.4, 6.4, 5.066666666666667)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.600000000000001)","(3.5, 3.7, 3.6513513513513516)","(4.8, 8.4, 5.368421052631579)"
09-01-2023 17:38:04.052690,"(5.0, 9.6, 9.05)","(4.4, 6.4, 5.066666666666667)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.600000000000001)","(3.5, 3.7, 3.6513513513513516)","(4.8, 8.4, 5.368421052631579)"
09-01-2023 17:38:05.061937,"(5.0, 9.6, 9.05)","(4.4, 6.4, 4.933333333333334)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.600000000000001)","(3.5, 3.7, 3.6513513513513516)","(4.8, 8.4, 5.781818181818181)"
09-01-2023 17:38:06.062800,"(5.0, 9.6, 9.05)","(4.4, 6.4, 5.14)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.600000000000001)","(3.5, 3.7, 3.6513513513513516)","(4.8, 8.4, 5.781818181818181)"
09-01-2023 17:38:07.073113,"(5.0, 9.6, 9.05)","(4.4, 6.4, 5.066666666666667)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.600000000000001)","(3.5, 3.7, 3.6513513513513516)","(4.8, 8.4, 5.781818181818181)"
09-01-2023 17:38:08.056173,"(5.0, 9.6, 9.05)","(4.4, 6.4, 5.066666666666667)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.600000000000001)","(3.5, 3.7, 3.6513513513513516)","(4.8, 8.4, 5.536842105263158)"
09-01-2023 17:38:09.024529,"(5.0, 9.6, 9.05)","(4.4, 6.4, 5.94)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.600000000000001)","(3.5, 3.7, 3.6513513513513516)","(4.8, 8.4, 5.536842105263158)"
09-01-2023 17:38:09.965586,"(5.0, 9.6, 9.05)","(4.4, 6.4, 4.933333333333334)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.600000000000001)","(3.5, 3.7, 3.6513513513513516)","(4.8, 8.4, 5.536842105263158)"
09-01-2023 17:38:10.938005,"(5.0, 9.6, 9.05)","(4.4, 6.4, 5.066666666666667)","(4.4, 7.2, 5.7)","(7.5, 20.0, 11.600000000000001)","(3.5, 3.7, 3.6513513513513516)","(4.8, 8.4, 6.032)"
