,Billy Buttons,Knighted Shadow,Wyndsor Rose,Corporal Trigger,Real Steel,Effect On Me,From The Area,Tap Out Diesel
11-01-2023 15:07:40.605788,"(2.3, 2.56, 2.5024)","(26.0, 55.0, 43.333333333333336)","(4.0, 5.8, 5.741666666666667)","(31.0, 75.0, 72.22222222222223)","(5.5, 7.2, 6.84)","(19.0, 29.0, 28.130434782608695)","(6.0, 7.6, 7.513333333333334)","(9.0, 13.5, 11.833333333333334)"
11-01-2023 15:07:42.276518,"(2.3, 2.56, 2.5024)","(26.0, 50.0, 42.5)","(4.0, 5.8, 5.7681818181818185)","(31.0, 75.0, 72.22222222222223)","(5.5, 7.2, 6.84)","(19.0, 29.0, 28.130434782608695)","(6.0, 7.6, 7.513333333333334)","(9.0, 13.5, 11.833333333333334)"
11-01-2023 15:07:43.784596,"(2.3, 2.56, 2.5024)","(26.0, 50.0, 42.5)","(4.0, 5.8, 5.758823529411765)","(31.0, 75.0, 71.66666666666667)","(5.5, 7.2, 6.7555555555555555)","(19.0, 29.0, 28.130434782608695)","(6.0, 7.6, 7.536)","(9.0, 13.5, 11.9)"
11-01-2023 15:07:45.147303,"(2.3, 2.56, 2.5024)","(26.0, 50.0, 43.5)","(4.0, 5.8, 5.7681818181818185)","(31.0, 75.0, 72.0)","(5.5, 7.2, 6.84)","(19.0, 29.0, 28.130434782608695)","(6.0, 7.6, 7.523809523809524)","(9.0, 13.5, 11.9)"
11-01-2023 15:07:46.838256,"(2.3, 2.56, 2.5024)","(26.0, 48.0, 43.5)","(4.0, 5.8, 5.7681818181818185)","(31.0, 75.0, 72.0)","(5.5, 7.2, 6.84)","(19.0, 29.0, 28.130434782608695)","(6.0, 7.6, 7.530434782608696)","(9.0, 13.5, 11.9)"
11-01-2023 15:07:48.297890,"(2.3, 2.56, 2.5024)","(26.0, 48.0, 43.5)","(4.0, 5.8, 5.7681818181818185)","(31.0, 75.0, 71.84210526315789)","(5.5, 7.2, 6.84)","(19.0, 29.0, 28.130434782608695)","(6.0, 7.6, 7.530434782608696)","(9.0, 13.5, 11.9)"
11-01-2023 15:07:49.651316,"(2.3, 2.56, 2.5024)","(26.0, 48.0, 42.31578947368421)","(4.0, 5.8, 5.7681818181818185)","(31.0, 75.0, 71.84210526315789)","(5.5, 7.2, 6.84)","(19.0, 29.0, 28.130434782608695)","(6.0, 7.6, 7.530434782608696)","(9.0, 13.5, 11.9)"
11-01-2023 15:07:50.889585,"(2.3, 2.56, 2.5024)","(26.0, 48.0, 42.31578947368421)","(4.0, 5.8, 5.758823529411765)","(31.0, 75.0, 71.84210526315789)","(5.5, 7.2, 6.7)","(19.0, 29.0, 28.181818181818183)","(6.0, 7.6, 7.530434782608696)","(9.0, 13.5, 11.976190476190476)"
11-01-2023 15:07:52.196282,"(2.3, 2.56, 2.508)","(26.0, 48.0, 42.31578947368421)","(4.0, 5.8, 5.758823529411765)","(31.0, 75.0, 71.84210526315789)","(5.5, 7.2, 6.84)","(19.0, 29.0, 28.181818181818183)","(6.0, 7.6, 7.530434782608696)","(9.0, 13.5, 11.976190476190476)"
11-01-2023 15:07:53.700126,"(2.3, 2.56, 2.508)","(26.0, 48.0, 42.31578947368421)","(4.0, 5.8, 5.7681818181818185)","(31.0, 75.0, 71.84210526315789)","(5.5, 7.2, 6.84)","(19.0, 29.0, 28.181818181818183)","(6.0, 7.6, 7.530434782608696)","(9.0, 13.5, 12.61111111111111)"
11-01-2023 15:07:55.152760,"(2.3, 2.56, 2.5052631578947366)","(26.0, 48.0, 42.31578947368421)","(4.0, 5.8, 5.7681818181818185)","(31.0, 75.0, 71.84210526315789)","(5.5, 7.2, 6.84)","(19.0, 29.0, 28.181818181818183)","(6.0, 7.6, 7.530434782608696)","(9.0, 13.5, 12.61111111111111)"
11-01-2023 15:07:56.676327,"(2.3, 2.56, 2.5052631578947366)","(26.0, 48.0, 44.166666666666664)","(4.2, 5.8, 5.7681818181818185)","(31.0, 75.0, 71.84210526315789)","(5.5, 7.2, 6.84)","(19.0, 29.0, 28.181818181818183)","(6.0, 7.6, 7.530434782608696)","(9.0, 13.5, 12.214285714285714)"
11-01-2023 15:07:58.019788,"(2.3, 2.56, 2.5052631578947366)","(26.0, 48.0, 44.4)","(4.2, 5.8, 5.757692307692308)","(31.0, 75.0, 71.84210526315789)","(5.5, 7.2, 6.75)","(19.0, 29.0, 28.25)","(6.0, 7.6, 7.530434782608696)","(9.0, 13.5, 12.214285714285714)"
11-01-2023 15:07:59.402039,"(2.3, 2.56, 2.5052631578947366)","(26.0, 48.0, 44.4)","(4.2, 5.8, 5.747619047619048)","(31.0, 75.0, 71.84210526315789)","(5.5, 7.2, 6.84)","(19.0, 29.0, 28.470588235294116)","(6.0, 7.6, 7.530434782608696)","(9.0, 13.5, 12.61111111111111)"
11-01-2023 15:08:00.643898,"(2.3, 2.56, 2.5052631578947366)","(26.0, 48.0, 38.526315789473685)","(4.2, 5.8, 5.747619047619048)","(31.0, 75.0, 71.84210526315789)","(5.5, 7.2, 6.84)","(19.0, 29.0, 28.470588235294116)","(6.0, 7.6, 7.530434782608696)","(9.0, 13.5, 12.61111111111111)"
11-01-2023 15:08:01.891064,"(2.3, 2.56, 2.5052631578947366)","(26.0, 48.0, 39.333333333333336)","(4.2, 5.8, 5.747619047619048)","(31.0, 75.0, 71.84210526315789)","(5.5, 7.2, 6.84)","(19.0, 29.0, 28.25)","(6.0, 7.6, 7.530434782608696)","(9.0, 13.5, 12.214285714285714)"
11-01-2023 15:08:03.145462,"(2.3, 2.56, 2.5236363636363635)","(26.0, 46.0, 38.57142857142857)","(4.2, 5.8, 5.757692307692308)","(31.0, 75.0, 71.84210526315789)","(5.5, 7.2, 6.84)","(19.0, 29.0, 28.470588235294116)","(6.0, 7.6, 7.929411764705883)","(9.0, 13.5, 12.61111111111111)"
11-01-2023 15:08:04.329383,"(2.3, 2.56, 2.526666666666667)","(26.0, 46.0, 38.57142857142857)","(4.2, 5.8, 5.757692307692308)","(31.0, 75.0, 71.84210526315789)","(5.5, 7.2, 6.84)","(19.0, 29.0, 28.25)","(6.0, 8.0, 8.226086956521739)","(9.0, 13.5, 12.166666666666666)"
11-01-2023 15:08:05.426105,"(2.3, 2.56, 2.51)","(26.0, 46.0, 38.421052631578945)","(4.2, 5.8, 5.757692307692308)","(31.0, 75.0, 71.84210526315789)","(5.5, 7.2, 6.75)","(19.0, 29.0, 28.25)","(6.0, 8.4, 8.226086956521739)","(9.0, 13.5, 11.970588235294118)"
11-01-2023 15:08:06.678448,"(2.3, 2.56, 2.51)","(26.0, 46.0, 38.421052631578945)","(4.2, 5.8, 5.757692307692308)","(31.0, 75.0, 71.84210526315789)","(5.5, 7.2, 6.84)","(19.0, 29.0, 28.470588235294116)","(6.0, 8.4, 8.226086956521739)","(9.0, 13.5, 11.970588235294118)"
11-01-2023 15:08:07.879396,"(2.3, 2.56, 2.5236363636363635)","(26.0, 46.0, 38.421052631578945)","(4.2, 5.8, 5.747619047619048)","(31.0, 75.0, 71.84210526315789)","(5.5, 7.2, 6.84)","(19.0, 29.0, 28.25)","(6.0, 8.4, 8.226086956521739)","(9.0, 13.5, 12.071428571428571)"
11-01-2023 15:08:09.053806,"(2.3, 2.56, 2.51)","(26.0, 46.0, 38.57142857142857)","(4.2, 5.8, 5.747619047619048)","(31.0, 75.0, 71.84210526315789)","(5.5, 7.2, 6.84)","(19.0, 29.0, 28.25)","(6.0, 8.4, 8.226086956521739)","(9.0, 13.5, 12.071428571428571)"
11-01-2023 15:08:10.258961,"(2.3, 2.56, 2.504)","(26.0, 46.0, 38.57142857142857)","(4.2, 5.8, 5.747619047619048)","(31.0, 75.0, 71.84210526315789)","(5.5, 7.2, 6.84)","(19.0, 29.0, 28.470588235294116)","(6.0, 8.4, 8.226086956521739)","(9.0, 13.5, 12.166666666666666)"
11-01-2023 15:08:11.460669,"(2.3, 2.56, 2.5236363636363635)","(26.0, 46.0, 38.57142857142857)","(4.2, 5.8, 5.747619047619048)","(31.0, 75.0, 71.84210526315789)","(5.5, 7.2, 6.781818181818181)","(19.0, 29.0, 28.25)","(6.0, 8.4, 7.761904761904762)","(9.0, 13.5, 12.3)"
11-01-2023 15:08:12.734173,"(2.3, 2.56, 2.517894736842105)","(26.0, 46.0, 38.0)","(4.2, 5.8, 5.757692307692308)","(31.0, 75.0, 71.0)","(5.5, 6.8, 6.666666666666667)","(19.0, 29.0, 28.25)","(6.0, 7.8, 7.761904761904762)","(9.0, 12.5, 12.3)"
11-01-2023 15:08:14.093296,"(2.3, 2.56, 2.545714285714286)","(26.0, 38.0, 36.76923076923077)","(4.2, 5.8, 5.769444444444444)","(31.0, 75.0, 71.66666666666667)","(5.5, 6.8, 6.7153846153846155)","(19.0, 29.0, 28.470588235294116)","(6.0, 7.8, 7.761904761904762)","(9.0, 12.5, 12.3)"
11-01-2023 15:08:15.435176,"(2.3, 2.56, 2.541818181818182)","(26.0, 38.0, 36.76923076923077)","(4.2, 5.8, 6.047826086956522)","(31.0, 75.0, 72.85714285714286)","(5.5, 7.2, 6.699999999999999)","(19.0, 29.0, 28.25)","(6.0, 7.8, 7.761904761904762)","(9.0, 12.5, 12.3)"
11-01-2023 15:08:16.663117,"(2.3, 2.56, 2.541818181818182)","(26.0, 38.0, 36.76923076923077)","(4.2, 6.2, 6.080952380952381)","(31.0, 75.0, 72.85714285714286)","(5.5, 6.8, 6.699999999999999)","(19.0, 29.0, 28.136363636363637)","(6.0, 7.8, 8.08235294117647)","(9.0, 12.5, 11.970588235294118)"
11-01-2023 15:08:17.783221,"(2.3, 2.56, 2.5303703703703704)","(26.0, 38.0, 36.38461538461539)","(4.2, 6.2, 5.9037037037037035)","(31.0, 75.0, 72.85714285714286)","(5.5, 6.8, 6.666666666666666)","(19.0, 29.0, 28.136363636363637)","(6.0, 8.2, 8.125)","(9.0, 13.5, 11.7)"
11-01-2023 15:08:18.891942,"(2.3, 2.56, 2.541818181818182)","(26.0, 38.0, 36.38461538461539)","(4.2, 6.2, 5.933333333333334)","(31.0, 75.0, 72.85714285714286)","(5.5, 6.8, 6.712)","(19.0, 29.0, 28.444444444444443)","(6.0, 8.2, 8.049999999999999)","(9.0, 12.5, 11.833333333333334)"
11-01-2023 15:08:20.020648,"(2.3, 2.56, 2.526666666666667)","(26.0, 38.0, 36.476190476190474)","(4.2, 6.2, 5.9714285714285715)","(31.0, 75.0, 72.85714285714286)","(5.5, 6.8, 6.712)","(19.0, 29.0, 28.23076923076923)","(6.0, 8.2, 8.071428571428571)","(9.0, 12.5, 11.833333333333334)"
11-01-2023 15:08:21.173714,"(2.3, 2.56, 2.5171428571428573)","(26.0, 38.0, 36.142857142857146)","(4.2, 6.2, 5.9714285714285715)","(31.0, 75.0, 72.85714285714286)","(5.5, 6.8, 6.6869565217391305)","(19.0, 29.0, 28.444444444444443)","(6.0, 8.2, 8.071428571428571)","(9.0, 12.5, 11.833333333333334)"
11-01-2023 15:08:22.280210,"(2.3, 2.56, 2.536923076923077)","(26.0, 38.0, 36.142857142857146)","(4.2, 6.2, 5.96)","(31.0, 75.0, 72.85714285714286)","(5.5, 6.8, 6.525)","(19.0, 29.0, 28.23076923076923)","(6.0, 8.2, 8.125)","(9.0, 12.5, 11.833333333333334)"
11-01-2023 15:08:23.323383,"(2.3, 2.56, 2.536923076923077)","(26.0, 38.0, 36.142857142857146)","(4.2, 6.2, 5.96)","(31.0, 75.0, 72.85714285714286)","(5.5, 6.8, 6.511111111111111)","(19.0, 29.0, 28.23076923076923)","(6.0, 8.2, 8.125)","(9.0, 12.5, 11.833333333333334)"
11-01-2023 15:08:24.497167,"(2.3, 2.56, 2.526666666666667)","(26.0, 38.0, 36.16)","(4.2, 6.2, 6.071428571428572)","(31.0, 75.0, 72.85714285714286)","(5.5, 6.8, 6.553846153846154)","(19.0, 29.0, 28.444444444444443)","(6.0, 8.2, 8.08)","(9.0, 12.5, 11.833333333333334)"
11-01-2023 15:08:25.766629,"(2.3, 2.56, 2.536923076923077)","(26.0, 38.0, 36.16)","(4.2, 6.2, 6.036363636363637)","(31.0, 75.0, 72.85714285714286)","(5.5, 6.8, 6.495238095238095)","(19.0, 29.0, 28.23076923076923)","(6.0, 8.4, 8.08)","(9.0, 12.5, 11.833333333333334)"
11-01-2023 15:08:26.991264,"(2.3, 2.56, 2.536923076923077)","(26.0, 38.0, 36.16)","(4.2, 6.2, 6.0285714285714285)","(31.0, 75.0, 72.85714285714286)","(5.5, 6.8, 6.495238095238095)","(19.0, 29.0, 28.23076923076923)","(6.0, 8.4, 8.151111111111112)","(9.0, 12.5, 11.833333333333334)"
11-01-2023 15:08:28.144789,"(2.3, 2.56, 2.526666666666667)","(26.0, 38.0, 36.16)","(4.2, 6.2, 6.0285714285714285)","(31.0, 75.0, 72.85714285714286)","(5.5, 6.8, 6.553846153846154)","(19.0, 29.0, 28.444444444444443)","(6.0, 8.4, 8.151111111111112)","(9.0, 12.5, 11.833333333333334)"
11-01-2023 15:08:29.371513,"(2.3, 2.56, 2.536923076923077)","(26.0, 38.0, 36.16)","(4.2, 6.2, 6.1)","(31.0, 75.0, 72.85714285714286)","(5.5, 6.8, 6.504761904761905)","(19.0, 29.0, 28.444444444444443)","(6.0, 8.4, 7.902439024390244)","(9.0, 12.5, 11.833333333333334)"
11-01-2023 15:08:30.690579,"(2.3, 2.56, 2.536923076923077)","(26.0, 38.0, 36.16)","(4.2, 6.2, 6.18)","(31.0, 75.0, 72.85714285714286)","(5.5, 6.6, 6.504761904761905)","(19.0, 29.0, 28.23076923076923)","(6.0, 8.0, 7.902439024390244)","(9.0, 12.5, 11.833333333333334)"
11-01-2023 15:08:31.855794,"(2.3, 2.56, 2.526666666666667)","(26.0, 38.0, 36.166666666666664)","(4.2, 6.2, 6.276923076923077)","(31.0, 75.0, 72.93103448275862)","(5.5, 6.6, 6.553846153846154)","(19.0, 29.0, 28.23076923076923)","(6.0, 8.0, 7.925581395348837)","(9.0, 12.5, 11.847826086956522)"
11-01-2023 15:08:33.080065,"(2.3, 2.5, 2.38327868852459)","(26.0, 38.0, 36.285714285714285)","(4.2, 6.6, 6.4125)","(31.0, 75.0, 72.93103448275862)","(5.5, 6.8, 6.511111111111111)","(19.0, 29.0, 28.23076923076923)","(6.0, 8.0, 7.925581395348837)","(9.0, 12.5, 11.847826086956522)"
11-01-2023 15:08:34.266642,"(2.3, 2.48, 2.39063829787234)","(26.0, 38.0, 36.285714285714285)","(4.2, 6.6, 6.34)","(31.0, 75.0, 72.93103448275862)","(5.5, 6.8, 6.511111111111111)","(19.0, 29.0, 28.444444444444443)","(6.0, 8.0, 7.95)","(9.0, 12.5, 11.847826086956522)"
11-01-2023 15:08:35.346548,"(2.3, 2.48, 2.39063829787234)","(26.0, 38.0, 36.285714285714285)","(4.2, 6.6, 6.34)","(31.0, 75.0, 72.93103448275862)","(5.5, 6.8, 6.573913043478261)","(19.0, 29.0, 28.23076923076923)","(6.0, 8.0, 7.95)","(9.0, 12.5, 11.847826086956522)"
11-01-2023 15:08:36.440544,"(2.3, 2.48, 2.39063829787234)","(26.0, 38.0, 36.285714285714285)","(4.2, 6.6, 6.404999999999999)","(31.0, 75.0, 72.93103448275862)","(5.5, 6.8, 6.573913043478261)","(19.0, 29.0, 28.75)","(6.0, 8.0, 7.944444444444445)","(9.0, 12.5, 13.125)"
11-01-2023 15:08:37.715119,"(2.3, 2.48, 2.39063829787234)","(26.0, 38.0, 36.285714285714285)","(4.2, 6.6, 6.363636363636363)","(31.0, 75.0, 69.375)","(5.5, 6.8, 6.495238095238095)","(19.0, 29.0, 28.88888888888889)","(6.0, 8.0, 7.944444444444445)","(9.0, 13.5, 13.289473684210526)"
11-01-2023 15:08:38.999828,"(2.3, 2.48, 2.39063829787234)","(26.0, 38.0, 36.285714285714285)","(4.2, 6.6, 6.425)","(31.0, 75.0, 72.0)","(5.5, 6.8, 6.4)","(19.0, 29.0, 28.75)","(6.0, 8.0, 7.964285714285714)","(9.0, 13.5, 13.441176470588236)"
11-01-2023 15:08:40.279836,"(2.3, 2.48, 2.39063829787234)","(26.0, 38.0, 36.142857142857146)","(4.2, 6.6, 6.492307692307692)","(31.0, 75.0, 72.0)","(5.5, 6.8, 6.591304347826087)","(19.0, 29.0, 29.636363636363637)","(6.0, 8.0, 7.964285714285714)","(9.0, 13.5, 13.441176470588236)"
11-01-2023 15:08:41.656619,"(2.3, 2.48, 2.39063829787234)","(26.0, 38.0, 33.89473684210526)","(4.2, 6.6, 6.444444444444445)","(31.0, 75.0, 73.26923076923077)","(5.5, 6.8, 6.576744186046511)","(19.0, 34.0, 31.666666666666668)","(6.0, 8.0, 7.964285714285714)","(9.0, 13.5, 13.441176470588236)"
11-01-2023 15:08:43.042645,"(2.3, 2.42, 2.3899999999999997)","(26.0, 38.0, 33.89473684210526)","(4.2, 6.6, 6.444444444444445)","(31.0, 75.0, 73.26923076923077)","(5.5, 6.8, 6.553846153846154)","(19.0, 34.0, 31.666666666666668)","(6.0, 8.0, 8.376)","(9.0, 13.5, 13.441176470588236)"
11-01-2023 15:08:44.501327,"(2.3, 2.4, 2.3470588235294114)","(26.0, 38.0, 33.89473684210526)","(4.2, 6.6, 6.444444444444445)","(31.0, 75.0, 89.0)","(5.5, 6.8, 6.495238095238095)","(19.0, 34.0, 31.666666666666668)","(6.0, 8.6, 8.364705882352942)","(9.0, 13.5, 13.642857142857142)"
11-01-2023 15:08:45.965098,"(2.3, 2.4, 2.3457142857142856)","(26.0, 38.0, 33.89473684210526)","(4.2, 6.6, 6.506666666666667)","(31.0, 95.0, 93.54166666666666)","(5.0, 6.8, 6.566666666666666)","(19.0, 34.0, 31.666666666666668)","(5.5, 8.6, 8.178947368421053)","(10.0, 14.5, 14.170731707317072)"
11-01-2023 15:08:47.384799,"(2.25, 2.38, 2.3457142857142856)","(21.0, 38.0, 33.89473684210526)","(4.4, 6.6, 6.444444444444445)","(31.0, 95.0, 93.47826086956522)","(5.0, 6.6, 6.566666666666666)","(19.0, 34.0, 31.666666666666668)","(5.5, 8.2, 8.178947368421053)","(10.0, 16.0, 13.954545454545455)"
11-01-2023 15:08:48.588630,"(2.25, 2.38, 2.3458823529411763)","(21.0, 38.0, 33.89473684210526)","(4.4, 6.6, 6.483333333333333)","(31.0, 95.0, 93.47826086956522)","(5.0, 6.6, 6.566666666666666)","(19.0, 34.0, 31.666666666666668)","(5.5, 8.2, 8.178947368421053)","(10.0, 16.0, 15.166666666666666)"
11-01-2023 15:08:49.906534,"(2.25, 2.38, 2.354285714285714)","(21.0, 38.0, 33.89473684210526)","(4.4, 6.6, 6.5)","(31.0, 95.0, 73.33333333333333)","(5.0, 6.6, 6.4239999999999995)","(19.0, 34.0, 31.666666666666668)","(5.5, 8.2, 8.178947368421053)","(10.0, 16.0, 15.290322580645162)"
11-01-2023 15:08:51.172387,"(2.25, 2.36, 2.338)","(21.0, 38.0, 33.89473684210526)","(4.4, 6.6, 6.5)","(31.0, 90.0, 83.91304347826087)","(5.0, 6.6, 6.4399999999999995)","(19.0, 34.0, 31.666666666666668)","(5.5, 8.2, 8.323636363636364)","(10.0, 16.0, 15.290322580645162)"
11-01-2023 15:08:52.462752,"(2.25, 2.36, 2.338)","(21.0, 38.0, 33.89473684210526)","(4.4, 6.6, 6.5)","(31.0, 85.0, 83.91304347826087)","(5.0, 6.6, 6.414285714285715)","(19.0, 34.0, 31.666666666666668)","(5.5, 8.6, 8.323636363636364)","(10.0, 16.0, 15.290322580645162)"
11-01-2023 15:08:53.641279,"(2.25, 2.36, 2.338)","(21.0, 38.0, 33.89473684210526)","(4.4, 6.6, 6.53)","(31.0, 85.0, 83.91304347826087)","(5.0, 6.6, 6.414285714285715)","(19.0, 34.0, 31.666666666666668)","(5.5, 8.6, 8.323636363636364)","(10.0, 16.0, 15.290322580645162)"
11-01-2023 15:08:54.934134,"(2.25, 2.36, 2.3368421052631576)","(21.0, 38.0, 33.89473684210526)","(4.4, 6.6, 6.53)","(31.0, 85.0, 83.95833333333334)","(5.0, 6.6, 6.45945945945946)","(19.0, 34.0, 31.666666666666668)","(5.5, 8.6, 8.323636363636364)","(10.0, 16.0, 15.290322580645162)"
11-01-2023 15:08:56.180424,"(2.25, 2.36, 2.3368421052631576)","(21.0, 38.0, 33.89473684210526)","(4.4, 6.6, 6.53)","(31.0, 85.0, 83.95833333333334)","(5.0, 6.6, 6.4399999999999995)","(19.0, 34.0, 32.25)","(5.5, 8.6, 8.323636363636364)","(10.0, 16.0, 15.371428571428572)"
11-01-2023 15:08:57.411796,"(2.25, 2.36, 2.3388235294117647)","(21.0, 38.0, 33.89473684210526)","(4.4, 6.6, 6.53)","(31.0, 85.0, 83.86363636363637)","(5.0, 6.6, 6.414285714285715)","(19.0, 34.0, 32.333333333333336)","(5.5, 8.6, 8.32857142857143)","(10.0, 16.0, 15.290322580645162)"
11-01-2023 15:08:58.642929,"(2.25, 2.36, 2.3368421052631576)","(21.0, 38.0, 33.89473684210526)","(4.4, 6.6, 6.539130434782608)","(31.0, 85.0, 83.86363636363637)","(5.0, 6.6, 6.406896551724138)","(19.0, 34.0, 32.40909090909091)","(5.5, 8.6, 8.104347826086956)","(10.0, 16.0, 15.290322580645162)"
11-01-2023 15:08:59.909420,"(2.25, 2.36, 2.3325)","(21.0, 38.0, 34.25)","(4.4, 6.6, 6.5)","(31.0, 85.0, 84.21875)","(5.0, 6.6, 6.4399999999999995)","(19.0, 34.0, 32.40909090909091)","(5.5, 8.6, 8.315)","(10.0, 16.0, 15.290322580645162)"
11-01-2023 15:09:01.163951,"(2.25, 2.36, 2.3355555555555556)","(21.0, 38.0, 34.25)","(4.4, 6.6, 6.5)","(31.0, 85.0, 84.21875)","(5.0, 6.6, 6.4399999999999995)","(19.0, 34.0, 32.40909090909091)","(5.5, 8.6, 8.372)","(10.0, 16.0, 15.290322580645162)"
11-01-2023 15:09:02.553107,"(2.25, 2.36, 2.3355555555555556)","(21.0, 38.0, 33.565217391304344)","(4.4, 6.6, 6.533333333333333)","(31.0, 85.0, 84.24242424242425)","(5.0, 6.6, 6.4399999999999995)","(19.0, 34.0, 31.8125)","(5.5, 8.6, 8.357446808510637)","(10.0, 16.0, 15.159090909090908)"
11-01-2023 15:09:03.857942,"(2.25, 2.36, 2.3355555555555556)","(21.0, 38.0, 33.8)","(4.4, 6.6, 6.53)","(31.0, 85.0, 83.18181818181819)","(5.0, 6.6, 6.488888888888889)","(19.0, 32.0, 31.0)","(5.5, 8.6, 8.357446808510637)","(10.0, 15.5, 15.0)"
11-01-2023 15:09:05.046318,"(2.25, 2.4, 2.3496296296296295)","(21.0, 38.0, 33.8)","(4.4, 6.6, 6.53)","(31.0, 85.0, 75.71428571428571)","(5.0, 6.6, 6.475555555555555)","(19.0, 32.0, 31.7)","(5.5, 8.6, 8.34468085106383)","(10.0, 16.0, 14.90909090909091)"
11-01-2023 15:09:06.203069,"(2.25, 2.4, 2.3478260869565215)","(21.0, 38.0, 33.8)","(4.4, 6.6, 6.53)","(31.0, 80.0, 73.33333333333333)","(5.0, 6.6, 6.475555555555555)","(19.0, 32.0, 31.7)","(5.5, 8.6, 8.34468085106383)","(10.0, 16.0, 15.0)"
11-01-2023 15:09:07.525021,"(2.25, 2.4, 2.3483870967741933)","(21.0, 38.0, 33.565217391304344)","(4.4, 6.6, 6.526315789473684)","(31.0, 80.0, 68.0)","(5.0, 6.6, 6.457142857142857)","(19.0, 32.0, 30.5)","(5.5, 8.6, 8.34468085106383)","(10.0, 16.0, 15.0)"
11-01-2023 15:09:09.041676,"(2.25, 2.38, 2.3485714285714283)","(21.0, 38.0, 33.8)","(4.4, 6.6, 6.493333333333333)","(31.0, 80.0, 68.0)","(5.0, 6.6, 6.457142857142857)","(19.0, 34.0, 30.363636363636363)","(5.5, 8.6, 8.34468085106383)","(10.0, 16.0, 15.0)"
11-01-2023 15:09:10.299167,"(2.1, 2.38, 2.3485714285714283)","(21.0, 38.0, 33.8)","(4.6, 6.6, 6.493333333333333)","(31.0, 80.0, 68.0)","(5.0, 6.6, 6.435294117647059)","(21.0, 34.0, 30.666666666666668)","(6.0, 8.6, 8.34468085106383)","(10.0, 16.0, 15.0)"
11-01-2023 15:09:11.619962,"(2.1, 2.38, 2.341818181818182)","(21.0, 38.0, 33.8)","(4.6, 6.6, 6.533333333333333)","(31.0, 80.0, 70.76923076923077)","(5.0, 6.6, 6.466666666666667)","(21.0, 34.0, 30.846153846153847)","(6.0, 8.6, 8.34468085106383)","(10.0, 16.0, 15.0)"
11-01-2023 15:09:12.991060,"(2.1, 2.38, 2.3552941176470585)","(21.0, 38.0, 33.565217391304344)","(4.6, 6.6, 6.523809523809524)","(31.0, 80.0, 68.0)","(5.0, 6.6, 6.466666666666667)","(21.0, 32.0, 30.125)","(6.0, 8.6, 8.34468085106383)","(10.0, 16.0, 15.0)"
11-01-2023 15:09:14.286915,"(2.1, 2.38, 2.3552941176470585)","(21.0, 38.0, 33.565217391304344)","(4.6, 6.6, 6.533333333333333)","(31.0, 80.0, 75.8974358974359)","(5.0, 6.6, 6.375)","(21.0, 32.0, 30.125)","(6.0, 8.6, 8.35)","(10.0, 16.0, 15.192307692307692)"
11-01-2023 15:09:15.659068,"(2.1, 2.38, 2.353333333333333)","(21.0, 38.0, 33.8)","(4.6, 6.6, 6.523809523809524)","(31.0, 80.0, 75.8974358974359)","(5.0, 6.4, 6.181818181818182)","(21.0, 32.0, 30.125)","(6.0, 8.6, 8.34468085106383)","(10.0, 16.0, 15.125)"
11-01-2023 15:09:17.181313,"(2.1, 2.38, 2.369333333333333)","(21.0, 38.0, 33.8)","(4.6, 6.6, 6.493333333333333)","(31.0, 80.0, 75.8974358974359)","(5.0, 6.4, 6.2)","(21.0, 32.0, 31.0)","(6.0, 8.6, 8.34468085106383)","(10.0, 16.0, 15.833333333333334)"
11-01-2023 15:09:18.573947,"(2.1, 2.38, 2.364)","(21.0, 38.0, 33.565217391304344)","(4.6, 6.6, 6.493333333333333)","(31.0, 80.0, 75.8974358974359)","(5.0, 6.4, 6.242857142857143)","(21.0, 32.0, 31.0)","(6.0, 8.6, 8.34468085106383)","(10.0, 16.0, 15.833333333333334)"
11-01-2023 15:09:19.917461,"(2.1, 2.38, 2.364)","(21.0, 38.0, 33.565217391304344)","(4.6, 6.6, 6.533333333333333)","(31.0, 80.0, 76.0)","(5.0, 6.4, 6.242857142857143)","(21.0, 32.0, 31.0)","(6.0, 8.6, 8.34468085106383)","(10.0, 16.0, 15.833333333333334)"
11-01-2023 15:09:21.387426,"(2.1, 2.38, 2.358461538461538)","(21.0, 38.0, 33.8)","(4.6, 6.6, 6.533333333333333)","(31.0, 80.0, 76.0)","(5.0, 6.4, 6.242857142857143)","(21.0, 32.0, 30.285714285714285)","(6.0, 8.6, 8.34468085106383)","(10.0, 16.0, 15.588235294117647)"
11-01-2023 15:09:22.728664,"(2.1, 2.38, 2.360909090909091)","(21.0, 38.0, 33.565217391304344)","(4.6, 6.6, 6.533333333333333)","(31.0, 80.0, 76.0)","(5.0, 6.4, 6.297674418604651)","(21.0, 32.0, 30.285714285714285)","(6.0, 8.6, 8.34468085106383)","(10.0, 16.0, 15.666666666666666)"
11-01-2023 15:09:24.146594,"(2.1, 2.38, 2.358461538461538)","(21.0, 38.0, 33.565217391304344)","(4.6, 6.6, 6.523809523809524)","(31.0, 80.0, 76.0)","(5.0, 6.4, 6.300000000000001)","(21.0, 32.0, 30.285714285714285)","(6.0, 8.6, 8.34468085106383)","(10.0, 16.0, 15.875)"
