,Billy Buttons,Knighted Shadow,Wyndsor Rose,Corporal Trigger,Real Steel,Effect On Me,From The Area,Tap Out Diesel
11-01-2023 14:57:51.129052,"(2.7, 3.2, 2.9846153846153847)","(19.0, 70.0, 63.75)","(3.9, 6.8, 4.447058823529412)","(19.0, 65.0, 29.8)","(5.0, 7.6, 7.011764705882353)","(14.0, 34.0, 26.5)","(5.0, 7.2, 6.266666666666667)","(9.0, 17.5, 16.6875)"
11-01-2023 14:57:52.311831,"(2.7, 3.2, 2.9846153846153847)","(19.0, 70.0, 63.75)","(3.9, 6.8, 4.447058823529412)","(19.0, 65.0, 29.8)","(5.0, 7.6, 7.011764705882353)","(14.0, 34.0, 26.5)","(5.0, 7.2, 6.266666666666667)","(9.0, 17.5, 16.6875)"
11-01-2023 14:57:53.442689,"(2.7, 3.2, 2.9846153846153847)","(19.0, 70.0, 63.75)","(3.9, 6.8, 4.447058823529412)","(19.0, 65.0, 29.8)","(5.0, 7.6, 7.011764705882353)","(14.0, 34.0, 26.5)","(5.0, 7.2, 6.266666666666667)","(9.0, 17.5, 16.6875)"
11-01-2023 14:57:54.590536,"(2.7, 3.2, 2.9846153846153847)","(19.0, 70.0, 63.75)","(3.9, 6.8, 4.447058823529412)","(19.0, 65.0, 29.8)","(5.0, 7.6, 7.011764705882353)","(14.0, 34.0, 26.5)","(5.0, 7.2, 6.266666666666667)","(9.0, 17.5, 16.6875)"
11-01-2023 14:57:55.751522,"(2.7, 3.2, 2.9846153846153847)","(19.0, 70.0, 63.75)","(3.9, 6.8, 4.447058823529412)","(19.0, 65.0, 29.8)","(5.0, 7.6, 7.011764705882353)","(14.0, 34.0, 26.5)","(5.0, 7.2, 6.266666666666667)","(9.0, 17.5, 16.6875)"
11-01-2023 14:57:56.984362,"(2.7, 3.2, 2.8870588235294115)","(19.0, 70.0, 53.666666666666664)","(3.9, 6.8, 4.447058823529412)","(19.0, 65.0, 29.8)","(5.0, 7.6, 7.011764705882353)","(14.0, 34.0, 26.5)","(5.0, 7.2, 6.266666666666667)","(9.0, 17.5, 16.6875)"
11-01-2023 14:57:58.311255,"(2.7, 3.2, 2.8870588235294115)","(19.0, 70.0, 53.666666666666664)","(3.9, 6.8, 4.447058823529412)","(19.0, 65.0, 29.8)","(5.0, 7.6, 7.011764705882353)","(14.0, 34.0, 26.5)","(5.0, 7.2, 6.8)","(9.0, 17.5, 16.6875)"
11-01-2023 14:57:59.564866,"(2.7, 3.15, 2.9437499999999996)","(19.0, 70.0, 53.666666666666664)","(3.9, 6.8, 4.447058823529412)","(19.0, 65.0, 29.8)","(5.0, 7.6, 7.011764705882353)","(14.0, 34.0, 26.5)","(5.0, 7.0, 6.8)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:00.756342,"(2.7, 3.15, 2.9437499999999996)","(19.0, 70.0, 53.666666666666664)","(3.9, 6.8, 4.447058823529412)","(19.0, 65.0, 29.8)","(5.0, 7.6, 7.011764705882353)","(14.0, 34.0, 26.5)","(5.0, 7.0, 6.55)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:01.854127,"(2.7, 3.15, 2.8859999999999997)","(19.0, 70.0, 53.666666666666664)","(3.9, 6.8, 4.447058823529412)","(19.0, 65.0, 29.8)","(5.0, 7.6, 7.011764705882353)","(14.0, 34.0, 26.5)","(5.0, 7.0, 6.640000000000001)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:03.017100,"(2.7, 3.15, 2.8859999999999997)","(19.0, 70.0, 50.33333333333333)","(3.9, 6.8, 4.447058823529412)","(19.0, 65.0, 29.8)","(5.0, 7.6, 7.011764705882353)","(14.0, 34.0, 26.5)","(5.0, 7.0, 6.640000000000001)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:04.349098,"(2.7, 3.15, 2.8859999999999997)","(19.0, 65.0, 50.33333333333333)","(3.9, 6.8, 4.447058823529412)","(19.0, 65.0, 29.8)","(5.0, 7.6, 7.011764705882353)","(14.0, 34.0, 26.5)","(5.0, 7.0, 6.640000000000001)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:05.646191,"(2.7, 3.15, 2.8859999999999997)","(19.0, 65.0, 50.33333333333333)","(3.9, 6.8, 4.447058823529412)","(19.0, 65.0, 29.8)","(5.0, 7.6, 7.011764705882353)","(14.0, 34.0, 26.5)","(5.0, 7.0, 6.640000000000001)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:06.868467,"(2.7, 3.15, 2.8859999999999997)","(19.0, 65.0, 50.33333333333333)","(3.9, 6.8, 4.447058823529412)","(19.0, 65.0, 29.8)","(5.0, 7.6, 7.011764705882353)","(14.0, 34.0, 26.5)","(5.0, 7.0, 6.640000000000001)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:08.321664,"(2.7, 3.15, 3.047142857142857)","(19.0, 65.0, 50.33333333333333)","(3.9, 6.8, 4.447058823529412)","(19.0, 65.0, 29.8)","(5.0, 7.6, 6.533333333333333)","(14.0, 34.0, 26.5)","(5.0, 7.0, 6.640000000000001)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:09.788698,"(2.7, 4.1, 2.8874999999999997)","(19.0, 65.0, 50.33333333333333)","(3.9, 6.8, 4.447058823529412)","(19.0, 65.0, 29.8)","(5.0, 7.0, 6.533333333333333)","(14.0, 34.0, 26.5)","(5.0, 7.0, 6.640000000000001)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:11.011790,"(2.7, 3.1, 2.8874999999999997)","(19.0, 65.0, 50.33333333333333)","(3.9, 6.8, 4.447058823529412)","(19.0, 65.0, 29.8)","(5.0, 7.0, 6.533333333333333)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.640000000000001)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:12.174735,"(2.7, 3.05, 2.8699999999999997)","(19.0, 65.0, 50.66666666666667)","(3.9, 6.8, 4.447058823529412)","(19.0, 65.0, 36.333333333333336)","(5.0, 7.0, 6.533333333333333)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.640000000000001)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:13.404683,"(2.7, 3.05, 2.868181818181818)","(19.0, 65.0, 50.66666666666667)","(3.9, 6.8, 4.863157894736842)","(19.0, 65.0, 36.333333333333336)","(5.0, 7.0, 6.533333333333333)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.640000000000001)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:14.659558,"(2.7, 3.05, 2.868181818181818)","(19.0, 65.0, 50.66666666666667)","(3.9, 6.8, 4.863157894736842)","(19.0, 65.0, 36.333333333333336)","(5.0, 7.0, 6.533333333333333)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.640000000000001)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:15.832841,"(2.7, 3.05, 2.868181818181818)","(19.0, 65.0, 50.66666666666667)","(3.9, 6.8, 4.863157894736842)","(19.0, 65.0, 36.333333333333336)","(5.0, 7.0, 6.533333333333333)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.640000000000001)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:17.053776,"(2.7, 3.05, 2.868181818181818)","(19.0, 65.0, 57.833333333333336)","(3.9, 6.8, 4.863157894736842)","(19.0, 65.0, 33.0)","(5.0, 7.0, 6.533333333333333)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.640000000000001)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:18.165792,"(2.7, 3.0, 2.875)","(19.0, 65.0, 57.833333333333336)","(3.9, 6.8, 4.863157894736842)","(19.0, 65.0, 34.45454545454545)","(5.0, 7.0, 6.533333333333333)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.640000000000001)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:19.349019,"(2.7, 3.0, 2.875)","(19.0, 65.0, 57.833333333333336)","(3.9, 6.8, 4.863157894736842)","(19.0, 65.0, 34.45454545454545)","(5.0, 7.0, 6.533333333333333)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.640000000000001)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:20.629422,"(2.7, 3.0, 2.875)","(19.0, 65.0, 57.833333333333336)","(3.9, 6.8, 4.863157894736842)","(19.0, 65.0, 34.45454545454545)","(5.0, 7.0, 6.533333333333333)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.640000000000001)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:21.853304,"(2.7, 3.0, 2.875)","(19.0, 65.0, 57.833333333333336)","(3.9, 6.8, 4.447058823529412)","(19.0, 65.0, 42.599999999999994)","(5.0, 7.0, 6.533333333333333)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.640000000000001)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:23.025682,"(2.7, 3.0, 2.875)","(19.0, 65.0, 57.833333333333336)","(3.9, 6.8, 4.447058823529412)","(19.0, 65.0, 42.599999999999994)","(5.0, 7.0, 6.533333333333333)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.640000000000001)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:24.210099,"(2.7, 3.0, 2.875)","(19.0, 65.0, 57.833333333333336)","(3.9, 6.8, 4.778947368421053)","(19.0, 65.0, 42.599999999999994)","(5.0, 7.0, 6.533333333333333)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.640000000000001)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:25.373552,"(2.7, 3.0, 2.875)","(19.0, 65.0, 57.833333333333336)","(3.9, 6.8, 4.778947368421053)","(19.0, 65.0, 42.599999999999994)","(5.0, 7.0, 6.533333333333333)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.640000000000001)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:26.496989,"(2.7, 3.0, 2.875)","(19.0, 65.0, 57.833333333333336)","(3.9, 6.8, 4.778947368421053)","(19.0, 65.0, 42.599999999999994)","(5.0, 7.0, 6.533333333333333)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.640000000000001)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:27.736489,"(2.7, 3.0, 2.875)","(19.0, 65.0, 57.833333333333336)","(3.9, 6.8, 4.778947368421053)","(19.0, 65.0, 42.599999999999994)","(5.0, 7.0, 6.533333333333333)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.640000000000001)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:28.978780,"(2.7, 3.0, 2.875)","(19.0, 65.0, 58.85714285714286)","(3.9, 6.8, 4.635294117647059)","(19.0, 65.0, 42.599999999999994)","(5.0, 7.0, 6.32)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.433333333333334)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:30.169238,"(2.7, 3.0, 2.875)","(19.0, 65.0, 58.85714285714286)","(3.9, 6.8, 4.635294117647059)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.8, 6.32)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.433333333333334)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:31.289483,"(2.7, 3.0, 2.875)","(19.0, 65.0, 58.85714285714286)","(3.9, 6.8, 4.635294117647059)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.8, 6.32)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.433333333333334)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:32.370566,"(2.7, 3.0, 2.875)","(19.0, 65.0, 58.85714285714286)","(3.9, 6.8, 4.635294117647059)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.8, 6.32)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.433333333333334)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:33.494246,"(2.7, 3.0, 2.84)","(19.0, 65.0, 51.0)","(3.9, 7.0, 4.647058823529412)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.8, 6.32)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.433333333333334)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:34.620363,"(2.7, 3.0, 2.84)","(19.0, 65.0, 51.0)","(3.9, 7.0, 4.647058823529412)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.8, 6.32)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.433333333333334)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:35.677583,"(2.7, 3.0, 2.84)","(19.0, 65.0, 51.0)","(3.9, 7.0, 4.647058823529412)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.8, 6.32)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.433333333333334)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:36.804631,"(2.7, 3.0, 2.84)","(19.0, 65.0, 51.0)","(3.9, 7.0, 4.647058823529412)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.8, 6.32)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.433333333333334)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:37.864825,"(2.7, 2.92, 2.8189473684210524)","(19.0, 65.0, 51.0)","(3.9, 7.0, 4.647058823529412)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.8, 6.32)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.433333333333334)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:38.957474,"(2.7, 2.92, 2.8189473684210524)","(19.0, 65.0, 51.0)","(3.9, 7.0, 4.647058823529412)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.8, 6.32)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.433333333333334)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:40.054526,"(2.7, 2.92, 2.8189473684210524)","(19.0, 65.0, 51.0)","(3.9, 7.0, 4.647058823529412)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.8, 6.32)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.433333333333334)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:41.241057,"(2.7, 2.92, 2.8189473684210524)","(19.0, 65.0, 51.0)","(3.9, 7.0, 4.978947368421053)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.8, 6.32)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.433333333333334)","(9.0, 17.5, 16.6875)"
11-01-2023 14:58:42.378055,"(2.7, 2.92, 2.8189473684210524)","(19.0, 65.0, 44.0)","(3.9, 7.0, 4.978947368421053)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.8, 6.32)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.433333333333334)","(9.0, 17.5, 14.75)"
11-01-2023 14:58:43.476024,"(2.7, 2.92, 2.8)","(19.0, 65.0, 44.0)","(3.9, 7.0, 4.647058823529412)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.8, 6.32)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.433333333333334)","(9.0, 17.5, 14.75)"
11-01-2023 14:58:44.542014,"(2.7, 2.92, 2.8635294117647057)","(19.0, 65.0, 44.0)","(3.9, 7.0, 4.978947368421053)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.8, 6.32)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.433333333333334)","(9.0, 17.5, 14.75)"
11-01-2023 14:58:45.589933,"(2.7, 2.92, 2.8635294117647057)","(19.0, 65.0, 44.0)","(3.9, 7.0, 4.835294117647059)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.8, 6.32)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.433333333333334)","(9.0, 17.5, 14.75)"
11-01-2023 14:58:46.645634,"(2.7, 2.92, 2.8635294117647057)","(19.0, 65.0, 44.0)","(3.9, 7.0, 4.835294117647059)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.8, 6.32)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.433333333333334)","(9.0, 17.5, 14.75)"
11-01-2023 14:58:47.746258,"(2.7, 2.92, 2.8635294117647057)","(19.0, 65.0, 44.0)","(3.9, 7.0, 4.835294117647059)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.8, 6.32)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.433333333333334)","(9.0, 17.5, 14.75)"
11-01-2023 14:58:48.797128,"(2.7, 2.92, 2.8635294117647057)","(19.0, 65.0, 44.0)","(3.9, 7.0, 4.835294117647059)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.8, 6.32)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.433333333333334)","(9.0, 17.5, 14.75)"
11-01-2023 14:58:49.882784,"(2.7, 2.92, 2.8635294117647057)","(19.0, 65.0, 44.0)","(3.9, 7.0, 4.835294117647059)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.8, 6.32)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 5.64)","(9.0, 17.5, 14.75)"
11-01-2023 14:58:50.906133,"(2.7, 2.92, 2.8635294117647057)","(19.0, 65.0, 44.0)","(3.9, 7.0, 4.835294117647059)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.8, 6.305882352941176)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 5.725)","(9.0, 17.5, 14.75)"
11-01-2023 14:58:51.949654,"(2.7, 2.92, 2.8635294117647057)","(19.0, 65.0, 44.0)","(3.9, 7.0, 4.835294117647059)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.6, 6.305882352941176)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 5.725)","(9.0, 17.5, 14.75)"
11-01-2023 14:58:52.999849,"(2.7, 2.92, 2.8635294117647057)","(19.0, 65.0, 44.0)","(3.9, 7.0, 4.835294117647059)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.6, 6.305882352941176)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 5.725)","(9.0, 17.5, 14.75)"
11-01-2023 14:58:54.082803,"(2.7, 2.92, 2.8635294117647057)","(19.0, 60.0, 37.8)","(3.9, 7.0, 4.835294117647059)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.6, 6.305882352941176)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 5.725)","(9.0, 17.5, 14.75)"
11-01-2023 14:58:55.070491,"(2.7, 2.92, 2.8635294117647057)","(19.0, 60.0, 37.8)","(3.9, 7.0, 4.835294117647059)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.6, 6.305882352941176)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 5.725)","(9.0, 17.5, 14.75)"
11-01-2023 14:58:56.088836,"(2.7, 2.92, 2.8635294117647057)","(19.0, 60.0, 37.8)","(3.9, 7.0, 4.835294117647059)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.6, 6.305882352941176)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 5.725)","(9.0, 17.5, 14.75)"
11-01-2023 14:58:57.124328,"(2.7, 2.92, 2.8)","(19.0, 60.0, 37.8)","(3.9, 7.0, 4.835294117647059)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.6, 6.305882352941176)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 5.725)","(9.0, 17.5, 14.75)"
11-01-2023 14:58:58.257425,"(2.7, 2.92, 2.8)","(19.0, 60.0, 37.8)","(3.9, 7.0, 4.835294117647059)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.6, 6.305882352941176)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 5.725)","(9.0, 17.5, 14.75)"
11-01-2023 14:58:59.428403,"(2.7, 2.92, 2.8)","(19.0, 60.0, 37.8)","(3.9, 7.0, 4.835294117647059)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.6, 6.305882352941176)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 5.92)","(9.0, 17.5, 14.75)"
11-01-2023 14:59:00.561998,"(2.7, 2.92, 2.8)","(19.0, 60.0, 37.8)","(3.9, 7.0, 4.835294117647059)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.6, 6.305882352941176)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.3)","(9.0, 17.5, 14.75)"
11-01-2023 14:59:01.693972,"(2.7, 2.92, 2.8)","(19.0, 60.0, 37.8)","(3.9, 7.0, 4.809523809523809)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.6, 6.35)","(14.0, 34.0, 19.416666666666668)","(5.0, 6.8, 5.9375)","(9.0, 17.5, 14.75)"
11-01-2023 14:59:02.829795,"(2.7, 2.92, 2.8)","(19.0, 60.0, 37.8)","(3.9, 7.0, 4.809523809523809)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.6, 6.35)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.272727272727273)","(9.0, 17.5, 14.75)"
11-01-2023 14:59:03.991781,"(2.7, 2.92, 2.8)","(19.0, 60.0, 37.8)","(3.9, 7.0, 4.809523809523809)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.6, 6.35)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.4)","(9.0, 17.5, 14.75)"
11-01-2023 14:59:05.102956,"(2.7, 2.92, 2.8)","(19.0, 60.0, 37.8)","(3.9, 7.0, 4.809523809523809)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.6, 6.35)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.4)","(9.0, 17.5, 14.75)"
11-01-2023 14:59:06.271655,"(2.7, 2.92, 2.8)","(19.0, 60.0, 37.8)","(3.9, 7.0, 4.809523809523809)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.6, 6.35)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.4)","(9.0, 17.5, 14.75)"
11-01-2023 14:59:07.434472,"(2.7, 2.92, 2.8)","(19.0, 60.0, 37.8)","(3.9, 7.0, 4.809523809523809)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.6, 6.35)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.4)","(9.0, 17.5, 14.75)"
11-01-2023 14:59:08.611167,"(2.7, 2.92, 2.8)","(19.0, 60.0, 37.8)","(3.9, 7.0, 4.809523809523809)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.6, 6.35)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.4)","(9.0, 17.5, 14.75)"
11-01-2023 14:59:09.738995,"(2.7, 2.92, 2.8)","(19.0, 60.0, 37.8)","(3.9, 7.0, 4.809523809523809)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.6, 6.35)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.542857142857143)","(9.0, 17.5, 14.75)"
11-01-2023 14:59:10.823374,"(2.7, 2.92, 2.8)","(19.0, 60.0, 37.8)","(3.9, 7.0, 4.809523809523809)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.6, 6.35)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.542857142857143)","(9.0, 17.5, 14.75)"
11-01-2023 14:59:11.888894,"(2.7, 2.92, 2.8)","(19.0, 60.0, 37.8)","(3.9, 7.0, 4.809523809523809)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.6, 6.35)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.542857142857143)","(9.0, 17.5, 14.75)"
11-01-2023 14:59:13.056830,"(2.7, 2.92, 2.8)","(19.0, 60.0, 38.4)","(3.9, 7.0, 4.809523809523809)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.6, 6.35)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.542857142857143)","(9.0, 17.5, 14.75)"
11-01-2023 14:59:14.203937,"(2.7, 2.92, 2.8)","(19.0, 60.0, 38.4)","(3.9, 7.0, 4.809523809523809)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.6, 6.35)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.542857142857143)","(9.0, 17.5, 14.75)"
11-01-2023 14:59:15.380583,"(2.7, 2.92, 2.8)","(19.0, 60.0, 38.4)","(3.9, 7.0, 4.809523809523809)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.6, 6.35)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.542857142857143)","(9.0, 17.5, 14.75)"
11-01-2023 14:59:16.550334,"(2.7, 2.92, 2.8)","(19.0, 60.0, 46.5)","(3.9, 7.0, 4.809523809523809)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.6, 6.1454545454545455)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.542857142857143)","(9.0, 17.5, 14.75)"
11-01-2023 14:59:17.603474,"(2.7, 2.92, 2.8)","(19.0, 60.0, 46.5)","(3.9, 7.0, 4.809523809523809)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.4, 6.1454545454545455)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.0)","(9.0, 17.5, 14.75)"
11-01-2023 14:59:18.690868,"(2.7, 2.92, 2.8)","(19.0, 60.0, 46.5)","(3.9, 7.0, 4.809523809523809)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.4, 6.1454545454545455)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.333333333333333)","(9.0, 17.5, 14.75)"
11-01-2023 14:59:19.765030,"(2.7, 2.92, 2.8)","(19.0, 60.0, 46.5)","(3.9, 7.0, 4.809523809523809)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.4, 6.1454545454545455)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.333333333333333)","(9.0, 17.5, 14.75)"
11-01-2023 14:59:20.877087,"(2.7, 2.92, 2.8)","(19.0, 60.0, 46.5)","(3.9, 7.0, 4.809523809523809)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.4, 6.1454545454545455)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.333333333333333)","(9.0, 17.5, 14.75)"
11-01-2023 14:59:22.044060,"(2.7, 2.92, 2.8)","(19.0, 60.0, 46.5)","(3.9, 7.0, 4.809523809523809)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.4, 6.1454545454545455)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.333333333333333)","(9.0, 17.5, 14.75)"
11-01-2023 14:59:23.191233,"(2.7, 2.92, 2.8)","(19.0, 60.0, 46.5)","(3.9, 7.0, 4.809523809523809)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.4, 6.1454545454545455)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.333333333333333)","(9.0, 17.5, 14.75)"
11-01-2023 14:59:24.207170,"(2.7, 2.92, 2.8)","(19.0, 60.0, 46.5)","(3.9, 7.0, 4.809523809523809)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.4, 6.1454545454545455)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.333333333333333)","(9.0, 17.5, 14.75)"
11-01-2023 14:59:25.275536,"(2.7, 2.92, 2.8)","(19.0, 60.0, 46.5)","(3.9, 7.0, 4.809523809523809)","(19.0, 65.0, 42.599999999999994)","(5.0, 6.4, 6.1454545454545455)","(14.0, 34.0, 19.416666666666668)","(5.0, 7.0, 6.333333333333333)","(9.0, 17.5, 14.75)"
