,Mollidor,Hear The Call Nz,Harry Croft,My Ultimate Heston,Chasin Dreamz,Downtown Lucca,Awayovernight Nz,Jaydes Terror,Rocco Variety
08-12-2022 15:00:40.485671,"(19.0, 36.0, 30.666666666666664)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 21.666666666666664)","(14.0, 27.0, 17.142857142857142)","(9.0, 15.5, 14.45)","(3.0, 99999, 99990)","(26.0, 48.0, 39.33333333333333)","(16.0, 30.0, 20.0)"
08-12-2022 15:00:41.732330,"(19.0, 36.0, 30.666666666666664)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 21.666666666666664)","(14.0, 27.0, 17.142857142857142)","(9.0, 15.5, 14.45)","(3.0, 99999, 99990)","(26.0, 48.0, 39.33333333333333)","(16.0, 30.0, 20.0)"
08-12-2022 15:00:43.128170,"(19.0, 36.0, 30.666666666666664)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 21.666666666666664)","(14.0, 27.0, 17.142857142857142)","(9.0, 15.5, 14.45)","(3.0, 99999, 99990)","(26.0, 48.0, 39.33333333333333)","(16.0, 30.0, 20.0)"
08-12-2022 15:00:44.396148,"(19.0, 36.0, 30.666666666666664)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 21.666666666666664)","(14.0, 27.0, 17.142857142857142)","(9.0, 15.5, 14.45)","(3.0, 99999, 99990)","(26.0, 48.0, 39.33333333333333)","(16.0, 30.0, 20.0)"
08-12-2022 15:00:45.771436,"(19.0, 36.0, 30.666666666666664)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 21.666666666666664)","(14.0, 27.0, 17.142857142857142)","(9.0, 15.5, 14.45)","(3.0, 99999, 99990)","(26.0, 48.0, 39.33333333333333)","(16.0, 30.0, 22.0)"
08-12-2022 15:00:47.374912,"(19.0, 36.0, 30.666666666666664)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 21.666666666666664)","(14.0, 27.0, 17.142857142857142)","(9.0, 15.5, 14.45)","(3.0, 99999, 99990)","(26.0, 48.0, 39.33333333333333)","(16.0, 30.0, 22.0)"
08-12-2022 15:00:49.007293,"(19.0, 36.0, 30.666666666666664)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 21.666666666666664)","(14.0, 27.0, 17.142857142857142)","(9.0, 15.5, 14.45)","(3.0, 99999, 99990)","(26.0, 48.0, 39.33333333333333)","(16.0, 30.0, 22.0)"
08-12-2022 15:00:50.365949,"(19.0, 36.0, 30.666666666666664)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 21.666666666666664)","(14.0, 27.0, 17.142857142857142)","(9.0, 15.5, 14.45)","(3.0, 99999, 99990)","(26.0, 48.0, 39.33333333333333)","(16.0, 30.0, 19.666666666666668)"
08-12-2022 15:00:51.675062,"(19.0, 36.0, 30.666666666666664)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 21.666666666666664)","(14.0, 27.0, 17.142857142857142)","(9.0, 15.5, 14.45)","(3.0, 99999, 99990)","(26.0, 48.0, 39.33333333333333)","(16.0, 30.0, 19.666666666666668)"
08-12-2022 15:00:53.048697,"(19.0, 36.0, 30.666666666666664)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 21.666666666666664)","(14.0, 27.0, 17.142857142857142)","(9.0, 15.5, 14.45)","(3.0, 99999, 99990)","(26.0, 48.0, 39.33333333333333)","(16.0, 30.0, 19.666666666666668)"
08-12-2022 15:00:54.359678,"(19.0, 36.0, 30.666666666666664)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 21.666666666666664)","(14.0, 27.0, 17.142857142857142)","(9.0, 15.5, 14.45)","(3.0, 99999, 99990)","(26.0, 48.0, 39.33333333333333)","(16.0, 30.0, 19.666666666666668)"
08-12-2022 15:00:55.672396,"(19.0, 36.0, 30.666666666666664)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 21.666666666666664)","(14.0, 27.0, 17.142857142857142)","(9.0, 15.5, 14.45)","(3.0, 99999, 99990)","(26.0, 48.0, 39.33333333333333)","(16.0, 30.0, 18.125)"
08-12-2022 15:00:57.039191,"(19.0, 36.0, 30.666666666666664)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 21.666666666666664)","(14.0, 27.0, 17.142857142857142)","(9.0, 15.5, 14.45)","(3.0, 99999, 99990)","(26.0, 48.0, 39.33333333333333)","(16.0, 29.0, 18.125)"
08-12-2022 15:00:58.277298,"(19.0, 36.0, 30.666666666666664)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 21.666666666666664)","(14.0, 27.0, 17.142857142857142)","(9.0, 15.5, 14.45)","(3.0, 99999, 99990)","(26.0, 48.0, 39.33333333333333)","(16.0, 29.0, 19.0)"
08-12-2022 15:00:59.468980,"(19.0, 36.0, 30.666666666666664)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 21.666666666666664)","(14.0, 27.0, 17.142857142857142)","(9.0, 15.5, 14.45)","(3.0, 99999, 99990)","(26.0, 48.0, 39.33333333333333)","(16.0, 28.0, 19.0)"
08-12-2022 15:01:00.681847,"(19.0, 36.0, 30.666666666666664)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 21.666666666666664)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.45)","(3.0, 99999, 99990)","(26.0, 48.0, 34.5)","(16.0, 28.0, 19.0)"
08-12-2022 15:01:02.020137,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.45)","(3.0, 99999, 99990)","(26.0, 48.0, 34.5)","(16.0, 28.0, 19.0)"
08-12-2022 15:01:03.286343,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.45)","(3.0, 99999, 99990)","(26.0, 48.0, 34.5)","(16.0, 28.0, 19.0)"
08-12-2022 15:01:04.454378,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.45)","(3.0, 99999, 99990)","(26.0, 48.0, 34.5)","(16.0, 28.0, 19.0)"
08-12-2022 15:01:05.630057,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.45)","(3.0, 99999, 99990)","(26.0, 48.0, 34.5)","(16.0, 28.0, 19.0)"
08-12-2022 15:01:06.836348,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.45)","(3.0, 99999, 99990)","(26.0, 48.0, 34.5)","(16.0, 28.0, 19.0)"
08-12-2022 15:01:08.135345,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.45)","(3.0, 99999, 99990)","(26.0, 48.0, 34.5)","(16.0, 28.0, 19.0)"
08-12-2022 15:01:09.412816,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.782352941176471)","(3.0, 99999, 99990)","(26.0, 48.0, 34.5)","(16.0, 28.0, 19.0)"
08-12-2022 15:01:10.715987,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.782352941176471)","(3.0, 99999, 99990)","(26.0, 48.0, 34.5)","(16.0, 28.0, 19.0)"
08-12-2022 15:01:12.104472,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.782352941176471)","(3.0, 99999, 99990)","(26.0, 48.0, 34.5)","(16.0, 28.0, 19.0)"
08-12-2022 15:01:13.311451,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.782352941176471)","(3.0, 99999, 99990)","(26.0, 48.0, 34.5)","(16.0, 28.0, 19.0)"
08-12-2022 15:01:14.475018,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.782352941176471)","(3.0, 99999, 99990)","(26.0, 48.0, 34.5)","(16.0, 28.0, 19.0)"
08-12-2022 15:01:15.748397,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.782352941176471)","(3.0, 99999, 99990)","(26.0, 48.0, 34.5)","(16.0, 28.0, 19.0)"
08-12-2022 15:01:17.024699,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.782352941176471)","(3.0, 99999, 99990)","(26.0, 48.0, 34.5)","(16.0, 28.0, 19.0)"
08-12-2022 15:01:18.182422,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.782352941176471)","(3.0, 99999, 99990)","(26.0, 48.0, 34.5)","(16.0, 28.0, 19.0)"
08-12-2022 15:01:19.310326,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.782352941176471)","(3.0, 99999, 99990)","(26.0, 48.0, 34.5)","(16.0, 28.0, 19.0)"
08-12-2022 15:01:20.388664,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.782352941176471)","(3.0, 99999, 99990)","(26.0, 48.0, 34.5)","(16.0, 28.0, 19.0)"
08-12-2022 15:01:21.481845,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.782352941176471)","(3.0, 99999, 99990)","(26.0, 48.0, 34.5)","(16.0, 28.0, 19.0)"
08-12-2022 15:01:22.758316,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.782352941176471)","(3.0, 99999, 99990)","(26.0, 48.0, 34.5)","(16.0, 28.0, 19.0)"
08-12-2022 15:01:23.902686,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.782352941176471)","(3.0, 99999, 99990)","(26.0, 48.0, 34.5)","(16.0, 28.0, 19.0)"
08-12-2022 15:01:25.255373,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.782352941176471)","(3.0, 99999, 99990)","(26.0, 48.0, 34.5)","(16.0, 28.0, 19.0)"
08-12-2022 15:01:26.494298,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.782352941176471)","(3.0, 99999, 99990)","(26.0, 48.0, 34.5)","(16.0, 28.0, 19.0)"
08-12-2022 15:01:27.698982,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.782352941176471)","(3.0, 99999, 99990)","(26.0, 48.0, 34.5)","(16.0, 28.0, 19.0)"
08-12-2022 15:01:28.994059,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.782352941176471)","(3.0, 99999, 99990)","(26.0, 48.0, 34.5)","(16.0, 28.0, 19.0)"
08-12-2022 15:01:30.256481,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.782352941176471)","(3.0, 99999, 99990)","(26.0, 48.0, 34.5)","(16.0, 28.0, 19.0)"
08-12-2022 15:01:31.425270,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.782352941176471)","(3.0, 99999, 99990)","(26.0, 48.0, 43.666666666666664)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:01:32.577306,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.782352941176471)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:01:33.699497,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.782352941176471)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:01:34.880097,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.782352941176471)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:01:36.038517,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.782352941176471)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:01:37.112693,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 14.782352941176471)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:01:38.215216,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:01:39.320259,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:01:40.414151,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:01:41.532573,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:01:42.982046,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:01:44.256981,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:01:45.445705,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:01:46.767530,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:01:48.102508,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:01:49.417658,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:01:50.771363,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:01:51.953076,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:01:53.108576,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:01:54.299881,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:01:55.540973,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:01:56.808520,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:01:58.176009,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:01:59.395420,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:02:00.620462,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:02:01.797297,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:02:02.999273,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:02:04.219691,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:02:05.378989,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:02:06.542724,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:02:07.670596,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:02:08.816569,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:02:10.006217,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:02:11.230392,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:02:12.466476,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:02:13.666704,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
08-12-2022 15:02:14.822910,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.299999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 25.923076923076923)"
