,Invincible Bay,Always Hapi,Sebastian The Fox,Sachem,Savvy Sovereign,Le Messager,Mr Invincible,Stelvio,Top Arctic,Mortar,Demando,Oamanikka,Friday At Five,Zazster
04-01-2023 15:43:55.547858,"(10.0, 12.0, 11.657051282051283)","(51.0, 65.0, 61.390977443609025)","(12.0, 15.5, 14.94)","(3.7, 4.1, 4.0689159292035395)","(3.3, 3.7, 3.6482517482517482)","(15.0, 18.5, 17.97457627118644)","(18.0, 22.0, 21.296703296703296)","(31.0, 36.0, 35.27835051546392)","(61.0, 90.0, 87.25806451612902)","(81.0, 120.0, 116.12903225806451)","(6.5, 7.6, 7.5103296703296705)","(61.0, 70.0, 68.71428571428571)","(51.0, 65.0, 64.38271604938272)","(101.0, 600.0, 500.0)"
04-01-2023 15:43:57.114298,"(10.0, 12.0, 11.657051282051283)","(51.0, 65.0, 64.31818181818181)","(12.0, 15.0, 14.94811320754717)","(3.7, 4.1, 4.056780402449694)","(3.3, 3.65, 3.6276178010471205)","(15.0, 18.5, 18.272727272727273)","(18.0, 22.0, 21.237113402061855)","(31.0, 36.0, 35.445544554455445)","(61.0, 90.0, 87.67857142857143)","(81.0, 120.0, 136.0)","(6.5, 7.6, 7.5350531107739)","(61.0, 70.0, 68.73239436619718)","(51.0, 65.0, 64.39759036144578)","(101.0, 600.0, 500.0)"
04-01-2023 15:43:58.658569,"(10.0, 12.5, 12.227941176470589)","(51.0, 65.0, 64.63414634146342)","(12.0, 15.0, 15.114285714285714)","(3.7, 4.1, 4.061268939393939)","(3.3, 3.65, 3.6635097493036213)","(15.0, 18.5, 17.98913043478261)","(18.0, 22.0, 20.751269035532996)","(31.0, 36.0, 32.53846153846154)","(61.0, 90.0, 87.83333333333333)","(81.0, 150.0, 135.71428571428572)","(6.5, 7.6, 7.355670103092784)","(61.0, 70.0, 68.76923076923077)","(51.0, 65.0, 64.25925925925925)","(101.0, 640.0, 440.0)"
04-01-2023 15:44:00.204095,"(10.0, 12.5, 12.227941176470589)","(51.0, 65.0, 64.63414634146342)","(12.0, 15.5, 15.114285714285714)","(3.7, 4.1, 4.061268939393939)","(3.3, 3.7, 3.6656451612903225)","(15.0, 18.0, 18.05)","(18.0, 21.0, 20.792349726775956)","(31.0, 34.0, 32.93877551020408)","(61.0, 90.0, 87.83333333333333)","(81.0, 150.0, 132.94117647058823)","(6.5, 7.4, 7.197963340122199)","(61.0, 70.0, 68.76923076923077)","(51.0, 65.0, 64.1566265060241)","(101.0, 640.0, 440.0)"
04-01-2023 15:44:01.775629,"(10.0, 12.5, 12.2109375)","(51.0, 65.0, 64.63414634146342)","(12.0, 15.5, 15.101476014760147)","(3.7, 4.1, 4.061311172668513)","(3.3, 3.7, 3.6741035856573707)","(15.0, 18.5, 18.298076923076923)","(18.0, 21.0, 21.11764705882353)","(31.0, 34.0, 33.23529411764706)","(61.0, 90.0, 88.54838709677419)","(81.0, 140.0, 137.0)","(6.5, 7.2, 7.087751937984496)","(61.0, 70.0, 71.84210526315789)","(51.0, 65.0, 64.19117647058823)","(101.0, 640.0, 480.0)"
04-01-2023 15:44:03.377657,"(10.0, 12.5, 12.61520737327189)","(51.0, 70.0, 68.28947368421052)","(12.0, 15.5, 15.1878612716763)","(3.7, 4.1, 4.054777594728171)","(3.3, 3.7, 3.6776440240756663)","(15.0, 18.5, 18.16)","(18.0, 22.0, 21.5375)","(31.0, 34.0, 33.166666666666664)","(61.0, 90.0, 89.10714285714286)","(81.0, 140.0, 136.875)","(6.5, 7.2, 6.945496535796766)","(61.0, 75.0, 73.04347826086956)","(51.0, 65.0, 64.59677419354838)","(101.0, 640.0, 574.2857142857142)"
04-01-2023 15:44:04.942657,"(10.0, 13.0, 12.61520737327189)","(51.0, 70.0, 68.28947368421052)","(12.0, 15.5, 15.18005540166205)","(3.7, 4.1, 4.055416359616801)","(3.3, 3.7, 3.6799072642967543)","(15.0, 18.5, 18.170886075949365)","(18.0, 22.0, 21.565217391304348)","(31.0, 34.0, 33.27272727272727)","(61.0, 90.0, 89.85714285714286)","(81.0, 140.0, 138.75)","(6.5, 7.0, 6.875953565505804)","(61.0, 75.0, 74.0)","(51.0, 65.0, 65.84158415841584)","(101.0, 640.0, 480.0)"
04-01-2023 15:44:06.536298,"(10.0, 13.0, 12.702090592334494)","(51.0, 70.0, 69.83333333333333)","(12.0, 15.5, 15.103092783505154)","(3.7, 4.1, 4.055051244509516)","(3.3, 3.7, 3.6807002561912894)","(15.0, 18.5, 18.214285714285715)","(18.0, 22.0, 21.584269662921347)","(31.0, 34.0, 33.22352941176471)","(61.0, 90.0, 89.85714285714286)","(81.0, 140.0, 127.85714285714286)","(6.5, 7.0, 6.844889779559118)","(61.0, 75.0, 73.46153846153847)","(51.0, 70.0, 65.61904761904762)","(101.0, 630.0, 480.0)"
04-01-2023 15:44:08.051723,"(10.0, 13.0, 12.73157894736842)","(51.0, 70.0, 69.82142857142857)","(12.0, 15.5, 15.158385093167702)","(3.7, 4.1, 4.068916155419223)","(3.3, 3.7, 3.684014300306435)","(15.0, 18.5, 18.23469387755102)","(18.0, 22.0, 20.49438202247191)","(31.0, 34.0, 33.266666666666666)","(61.0, 90.0, 89.85714285714286)","(81.0, 130.0, 127.85714285714286)","(6.5, 7.0, 6.753846153846154)","(61.0, 75.0, 71.92307692307692)","(51.0, 70.0, 65.66037735849056)","(101.0, 630.0, 510.0)"
04-01-2023 15:44:09.587406,"(10.0, 13.0, 12.73157894736842)","(51.0, 70.0, 69.57627118644068)","(12.0, 15.5, 15.203856749311294)","(3.7, 4.1, 4.052911208151382)","(3.3, 3.7, 3.712631253860408)","(15.0, 18.5, 18.464285714285715)","(18.0, 21.0, 20.705882352941178)","(31.0, 34.0, 33.48780487804878)","(61.0, 90.0, 92.6470588235294)","(81.0, 130.0, 131.42857142857142)","(6.5, 6.8, 6.749110320284697)","(61.0, 75.0, 74.2)","(51.0, 70.0, 66.81818181818181)","(101.0, 630.0, 510.0)"
04-01-2023 15:44:11.181355,"(10.0, 13.0, 12.8078125)","(51.0, 75.0, 59.24528301886792)","(12.0, 15.5, 15.214463840399002)","(3.7, 4.1, 4.053835978835979)","(3.3, 3.75, 3.779691211401425)","(15.0, 18.5, 18.609375)","(18.0, 21.0, 19.864077669902912)","(31.0, 34.0, 33.43529411764706)","(61.0, 95.0, 92.89473684210526)","(81.0, 140.0, 132.5)","(6.5, 6.8, 6.740683229813665)","(61.0, 75.0, 73.70967741935483)","(51.0, 70.0, 66.62921348314607)","(101.0, 600.0, 464.0)"
04-01-2023 15:44:12.755432,"(10.0, 13.0, 12.811926605504587)","(51.0, 60.0, 59.354838709677416)","(12.0, 15.5, 15.387096774193548)","(3.7, 4.1, 4.052631578947368)","(3.3, 3.8, 3.793992248062015)","(15.0, 19.0, 18.73148148148148)","(18.0, 21.0, 19.464285714285715)","(31.0, 34.0, 33.45454545454545)","(61.0, 95.0, 93.83333333333333)","(81.0, 140.0, 136.25)","(6.5, 6.8, 6.781704781704781)","(61.0, 75.0, 73.75)","(51.0, 70.0, 65.76388888888889)","(101.0, 590.0, 528.4615384615385)"
04-01-2023 15:44:14.309750,"(10.0, 13.0, 12.81974921630094)","(51.0, 60.0, 59.375)","(12.0, 15.5, 15.389473684210527)","(3.7, 4.1, 4.0456266907123535)","(3.3, 3.8, 3.7997297297297297)","(15.0, 19.0, 18.91346153846154)","(18.0, 19.5, 19.46969696969697)","(31.0, 34.0, 33.472527472527474)","(61.0, 95.0, 93.87096774193549)","(81.0, 140.0, 137.27272727272728)","(6.5, 6.8, 6.739603960396039)","(61.0, 75.0, 73.71428571428571)","(51.0, 70.0, 64.52702702702703)","(101.0, 590.0, 515.0)"
04-01-2023 15:44:15.800963,"(10.0, 13.0, 13.057894736842105)","(51.0, 60.0, 59.24242424242424)","(12.0, 15.5, 15.61031518624642)","(3.7, 4.1, 3.950179211469534)","(3.3, 3.8, 3.853889943074004)","(15.0, 19.0, 19.107692307692307)","(18.0, 19.5, 18.783783783783782)","(31.0, 34.0, 33.54216867469879)","(61.0, 95.0, 93.80952380952381)","(81.0, 140.0, 132.5)","(6.5, 6.8, 6.579342723004695)","(61.0, 75.0, 76.81818181818181)","(51.0, 65.0, 64.53125)","(101.0, 590.0, 473.3333333333333)"
04-01-2023 15:44:17.373284,"(10.0, 13.5, 13.057894736842105)","(51.0, 60.0, 59.827586206896555)","(12.0, 16.0, 15.640298507462687)","(3.7, 4.0, 3.9239349775784755)","(3.3, 3.9, 3.861525974025974)","(15.0, 19.5, 19.203703703703702)","(18.0, 19.0, 19.006756756756758)","(31.0, 34.0, 33.58024691358025)","(61.0, 95.0, 94.70588235294117)","(81.0, 140.0, 128.75)","(6.5, 6.6, 6.5313513513513515)","(61.0, 80.0, 76.5)","(51.0, 65.0, 64.20289855072464)","(101.0, 590.0, 481.6666666666667)"
04-01-2023 15:44:19.014744,"(10.0, 13.5, 13.238095238095237)","(51.0, 60.0, 62.45614035087719)","(12.0, 16.0, 15.696473551637279)","(3.7, 3.95, 3.89554367201426)","(3.3, 3.9, 3.8746746203904556)","(15.0, 19.5, 19.30952380952381)","(18.0, 19.5, 18.951612903225808)","(31.0, 34.0, 34.83783783783784)","(61.0, 95.0, 96.6304347826087)","(81.0, 130.0, 138.0)","(6.5, 6.6, 6.400867678958786)","(61.0, 80.0, 77.08333333333333)","(51.0, 65.0, 65.19685039370079)","(101.0, 590.0, 486.0)"
04-01-2023 15:44:20.620860,"(10.0, 13.5, 13.862745098039216)","(41.0, 65.0, 62.903225806451616)","(12.0, 16.0, 15.796296296296296)","(3.8, 3.9, 3.87773851590106)","(3.3, 3.9, 3.844404332129964)","(16.0, 19.5, 18.51298701298701)","(18.0, 19.0, 19.181818181818183)","(31.0, 36.0, 35.5)","(61.0, 100.0, 96.93548387096774)","(81.0, 140.0, 155.5)","(6.5, 6.4, 6.374566473988439)","(61.0, 80.0, 77.45283018867924)","(51.0, 70.0, 65.15873015873015)","(101.0, 590.0, 494.0)"
04-01-2023 15:44:22.172889,"(10.0, 14.0, 13.82442748091603)","(41.0, 65.0, 63.30508474576271)","(12.0, 16.0, 15.81474820143885)","(3.8, 3.9, 3.88695652173913)","(3.3, 3.85, 3.8342939481268012)","(16.0, 19.0, 18.46264367816092)","(18.0, 19.5, 18.64666666666667)","(31.0, 36.0, 35.6)","(61.0, 100.0, 97.12121212121212)","(81.0, 160.0, 148.46153846153845)","(6.5, 6.4, 6.426758620689656)","(61.0, 80.0, 77.5)","(51.0, 70.0, 64.921875)","(101.0, 590.0, 476.6666666666667)"
04-01-2023 15:44:23.802306,"(10.0, 14.0, 14.087209302325581)","(51.0, 65.0, 64.23076923076923)","(12.0, 16.0, 15.884453781512605)","(3.7, 3.9, 3.78632)","(3.3, 3.85, 3.880147058823529)","(16.0, 18.5, 18.72426470588235)","(17.0, 19.0, 18.747282608695652)","(31.0, 36.0, 37.45945945945946)","(61.0, 100.0, 98.08823529411765)","(81.0, 150.0, 163.33333333333334)","(6.5, 6.6, 6.443801652892562)","(61.0, 80.0, 77.38095238095238)","(51.0, 65.0, 66.5)","(101.0, 590.0, 482.63157894736844)"
04-01-2023 15:44:25.402641,"(10.0, 14.5, 13.790598290598291)","(51.0, 65.0, 64.58333333333333)","(12.0, 16.0, 15.772135416666666)","(3.7, 3.8, 3.7876689189189188)","(3.3, 3.9, 3.8778393351800555)","(16.0, 19.0, 18.756493506493506)","(17.0, 19.0, 18.766497461928935)","(31.0, 38.0, 37.0)","(61.0, 100.0, 98.38709677419355)","(81.0, 170.0, 167.14285714285714)","(6.5, 6.6, 6.4496433666191155)","(61.0, 80.0, 77.65957446808511)","(51.0, 70.0, 66.70588235294117)","(101.0, 590.0, 486.1111111111111)"
04-01-2023 15:44:27.022289,"(10.0, 14.5, 14.41588785046729)","(51.0, 65.0, 67.1774193548387)","(12.0, 16.0, 15.846633416458852)","(3.7, 3.8, 3.648341232227488)","(3.3, 3.9, 3.985096153846154)","(15.0, 19.0, 19.16521739130435)","(17.0, 19.0, 19.27777777777778)","(31.0, 38.0, 39.833333333333336)","(61.0, 100.0, 99.6875)","(81.0, 190.0, 172.22222222222223)","(6.0, 6.6, 6.320615384615385)","(61.0, 80.0, 78.39622641509433)","(51.0, 70.0, 67.90816326530613)","(101.0, 590.0, 487.85714285714283)"
04-01-2023 15:44:28.581000,"(10.0, 14.5, 14.296992481203008)","(51.0, 70.0, 67.36842105263158)","(12.0, 16.0, 16.097087378640776)","(3.7, 3.65, 3.660144927536232)","(3.3, 4.0, 4.042307692307692)","(15.0, 19.5, 19.16521739130435)","(17.0, 19.5, 19.418181818181818)","(31.0, 40.0, 41.21951219512195)","(61.0, 110.0, 101.26984126984127)","(81.0, 180.0, 175.33333333333334)","(6.0, 6.4, 6.160391730141458)","(61.0, 80.0, 78.36538461538461)","(51.0, 70.0, 67.90816326530613)","(101.0, 590.0, 568.3333333333334)"
04-01-2023 15:44:30.198646,"(10.0, 14.5, 14.296992481203008)","(51.0, 70.0, 67.21311475409836)","(12.0, 16.5, 16.108490566037737)","(3.7, 3.7, 3.6463414634146343)","(3.3, 4.1, 4.038310412573674)","(15.0, 19.5, 19.17063492063492)","(17.0, 19.5, 19.425)","(31.0, 42.0, 39.44827586206897)","(61.0, 110.0, 100.0)","(81.0, 180.0, 173.63636363636363)","(6.0, 6.2, 6.155555555555556)","(61.0, 80.0, 78.33333333333333)","(51.0, 70.0, 67.78846153846153)","(101.0, 590.0, 568.3333333333334)"
04-01-2023 15:44:31.713111,"(10.0, 14.5, 14.307017543859649)","(51.0, 70.0, 67.37704918032787)","(12.0, 16.5, 16.785714285714285)","(3.7, 3.65, 3.6863793103448277)","(3.3, 4.1, 3.9324)","(15.0, 19.5, 19.179166666666667)","(17.0, 19.5, 19.4811320754717)","(31.0, 40.0, 39.724137931034484)","(61.0, 110.0, 99.05405405405405)","(81.0, 180.0, 173.63636363636363)","(6.0, 6.2, 6.172340425531915)","(61.0, 80.0, 78.46153846153847)","(51.0, 70.0, 67.9381443298969)","(101.0, 590.0, 575.0)"
04-01-2023 15:44:33.197814,"(10.0, 14.5, 14.307017543859649)","(51.0, 70.0, 67.37704918032787)","(12.0, 17.0, 16.785714285714285)","(3.7, 3.7, 3.7167525773195877)","(3.3, 3.95, 3.934507042253521)","(15.0, 19.5, 19.17094017094017)","(17.0, 19.5, 19.4811320754717)","(31.0, 40.0, 39.642857142857146)","(61.0, 110.0, 99.25925925925925)","(81.0, 180.0, 173.33333333333334)","(6.0, 6.2, 6.151162790697675)","(61.0, 80.0, 78.46153846153847)","(51.0, 70.0, 67.9381443298969)","(101.0, 590.0, 575.0)"
04-01-2023 15:44:34.712199,"(10.0, 14.5, 13.98407643312102)","(51.0, 70.0, 69.46808510638297)","(12.0, 17.0, 16.697580645161292)","(3.7, 3.75, 3.7618453865336656)","(3.3, 4.0, 3.897382920110193)","(15.0, 19.5, 19.18041237113402)","(17.0, 19.5, 19.801136363636363)","(31.0, 40.0, 39.65853658536585)","(61.0, 110.0, 96.93548387096774)","(81.0, 180.0, 173.75)","(6.0, 6.2, 6.1223819301848055)","(61.0, 80.0, 78.79629629629629)","(51.0, 70.0, 66.92307692307692)","(101.0, 590.0, 578.3333333333334)"
04-01-2023 15:44:36.201995,"(10.0, 14.0, 13.98407643312102)","(51.0, 70.0, 69.77272727272727)","(12.0, 17.0, 16.80534351145038)","(3.7, 3.8, 3.817454954954955)","(3.3, 3.9, 3.884764826175869)","(15.0, 19.5, 18.452662721893493)","(17.0, 20.0, 19.453488372093023)","(31.0, 40.0, 39.111111111111114)","(61.0, 110.0, 101.40625)","(81.0, 190.0, 177.61904761904762)","(6.0, 6.2, 6.084977238239757)","(61.0, 80.0, 79.27083333333333)","(51.0, 70.0, 67.44047619047619)","(101.0, 590.0, 578.3333333333334)"
04-01-2023 15:44:37.780641,"(10.0, 14.5, 14.225352112676056)","(51.0, 70.0, 69.77777777777777)","(12.0, 17.0, 16.807142857142857)","(3.7, 3.85, 3.828114478114478)","(3.3, 3.9, 3.883400402414487)","(15.0, 18.5, 18.456989247311828)","(17.0, 19.5, 19.151162790697676)","(31.0, 40.0, 39.130434782608695)","(61.0, 110.0, 101.53846153846153)","(81.0, 190.0, 177.61904761904762)","(6.0, 6.2, 6.075260416666667)","(61.0, 80.0, 79.45652173913044)","(51.0, 70.0, 67.47058823529412)","(101.0, 590.0, 578.3333333333334)"
04-01-2023 15:44:39.299187,"(10.0, 14.5, 14.220689655172414)","(51.0, 70.0, 69.77777777777777)","(12.0, 17.0, 16.775)","(3.7, 3.85, 3.8187845303867403)","(3.3, 3.9, 3.9046255506607928)","(15.0, 18.5, 18.441988950276244)","(17.0, 19.5, 19.17105263157895)","(31.0, 40.0, 39.166666666666664)","(61.0, 110.0, 100.51724137931035)","(81.0, 190.0, 178.1818181818182)","(6.0, 6.2, 6.059785522788204)","(61.0, 80.0, 79.45652173913044)","(51.0, 70.0, 67.61111111111111)","(101.0, 590.0, 578.3333333333334)"
04-01-2023 15:44:41.064736,"(10.0, 14.5, 14.220689655172414)","(51.0, 70.0, 71.01694915254237)","(12.0, 17.0, 16.995454545454546)","(3.7, 3.85, 3.836522633744856)","(3.3, 3.95, 3.9277906976744186)","(15.0, 18.5, 17.783333333333335)","(17.0, 19.5, 19.07758620689655)","(31.0, 40.0, 39.483870967741936)","(61.0, 110.0, 101.7910447761194)","(81.0, 190.0, 182.22222222222223)","(6.0, 6.2, 6.060206185567011)","(61.0, 80.0, 80.31645569620252)","(51.0, 70.0, 67.87128712871286)","(101.0, 590.0, 577.1428571428571)"
04-01-2023 15:44:42.651993,"(10.0, 14.5, 13.565853658536586)","(51.0, 75.0, 72.13235294117646)","(12.0, 17.0, 16.120689655172413)","(3.7, 3.85, 3.9558248631743553)","(3.3, 3.95, 3.8739864864864866)","(15.0, 18.0, 17.683673469387756)","(17.0, 19.5, 19.433333333333334)","(31.0, 40.0, 39.92982456140351)","(61.0, 110.0, 102.46153846153847)","(81.0, 190.0, 179.23076923076923)","(6.0, 6.2, 5.895510204081633)","(61.0, 85.0, 80.75)","(51.0, 70.0, 67.8125)","(101.0, 590.0, 578.75)"
04-01-2023 15:44:44.187078,"(10.0, 14.0, 13.666666666666666)","(51.0, 75.0, 72.5925925925926)","(12.0, 16.5, 16.24852071005917)","(3.7, 4.0, 3.95503696857671)","(3.3, 3.9, 3.9204035874439462)","(15.0, 18.0, 17.888297872340427)","(17.0, 20.0, 19.726190476190474)","(31.0, 40.0, 39.932203389830505)","(61.0, 110.0, 103.63636363636364)","(81.0, 190.0, 178.33333333333334)","(6.0, 5.9, 5.93963133640553)","(61.0, 85.0, 81.97674418604652)","(51.0, 70.0, 68.26923076923077)","(101.0, 590.0, 580.0)"
04-01-2023 15:44:45.924674,"(10.0, 13.5, 13.34920634920635)","(51.0, 75.0, 72.0)","(12.0, 16.5, 16.23076923076923)","(3.7, 4.0, 3.941013384321224)","(3.3, 3.95, 3.963868613138686)","(15.0, 18.0, 17.980263157894736)","(17.0, 20.0, 19.23404255319149)","(31.0, 40.0, 39.578947368421055)","(61.0, 110.0, 103.63636363636364)","(81.0, 180.0, 180.3448275862069)","(6.0, 6.0, 5.9359375000000005)","(61.0, 85.0, 81.19565217391305)","(51.0, 70.0, 68.19587628865979)","(101.0, 590.0, 580.0)"
04-01-2023 15:44:47.462472,"(10.0, 13.5, 13.346341463414634)","(51.0, 75.0, 71.99115044247787)","(12.0, 16.5, 16.285416666666666)","(3.7, 3.95, 3.9155797101449274)","(3.3, 4.0, 3.9666)","(15.0, 18.0, 17.737113402061855)","(17.0, 19.5, 19.276785714285715)","(31.0, 40.0, 39.58441558441559)","(61.0, 110.0, 103.63636363636364)","(81.0, 190.0, 180.66666666666666)","(6.0, 6.0, 5.950429184549356)","(61.0, 85.0, 80.93023255813954)","(51.0, 70.0, 67.75510204081633)","(101.0, 590.0, 580.0)"
04-01-2023 15:44:49.160134,"(10.0, 13.5, 13.346341463414634)","(51.0, 75.0, 71.99115044247787)","(12.0, 16.5, 16.280851063829786)","(3.7, 3.95, 3.8911877394636014)","(3.3, 4.0, 3.962323943661972)","(15.0, 18.0, 17.768595041322314)","(17.0, 19.5, 19.1)","(31.0, 40.0, 39.60526315789474)","(61.0, 110.0, 103.5)","(81.0, 190.0, 180.66666666666666)","(6.0, 6.0, 6.007081807081807)","(61.0, 85.0, 80.77777777777777)","(51.0, 70.0, 67.6063829787234)","(101.0, 590.0, 580.0)"
04-01-2023 15:44:50.721313,"(10.0, 13.5, 13.325688073394495)","(51.0, 75.0, 71.96428571428571)","(12.0, 16.5, 16.293522267206477)","(3.7, 3.9, 3.891296625222025)","(3.3, 4.0, 3.9673374613003096)","(15.0, 18.0, 18.136363636363637)","(17.0, 19.5, 19.272727272727273)","(31.0, 40.0, 39.63414634146341)","(61.0, 110.0, 103.875)","(81.0, 190.0, 180.66666666666666)","(6.0, 6.2, 6.0359133126934985)","(61.0, 85.0, 80.95744680851064)","(51.0, 70.0, 67.57281553398059)","(101.0, 590.0, 580.0)"
04-01-2023 15:44:52.306241,"(10.0, 13.5, 13.343103448275862)","(51.0, 75.0, 67.98245614035088)","(12.0, 16.5, 16.361035422343324)","(3.7, 3.9, 3.8938978829389788)","(3.3, 4.0, 3.9821666666666666)","(15.0, 18.5, 18.185897435897434)","(17.0, 19.5, 19.494949494949495)","(31.0, 40.0, 40.76470588235294)","(61.0, 110.0, 102.08955223880596)","(81.0, 190.0, 182.43243243243242)","(6.0, 6.2, 6.027870680044593)","(61.0, 85.0, 82.6027397260274)","(51.0, 70.0, 67.63392857142857)","(101.0, 560.0, 515.0)"
