,Cyber Crime,Minor Ash,Curly Fries,Hosey Sidekick,Hang A Boot,Call Me Kiah,Mepunga Reject,Jagger Bale
07-12-2022 19:04:19.423475,"(13.0, 36.0, 21.625)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 32.65384615384615)","(8.0, 18.0, 13.2)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 49.75)"
07-12-2022 19:04:20.660095,"(13.0, 36.0, 21.625)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 32.65384615384615)","(8.0, 18.0, 13.2)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 49.75)"
07-12-2022 19:04:21.971761,"(13.0, 36.0, 21.625)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 32.65384615384615)","(8.0, 18.0, 13.2)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 49.75)"
07-12-2022 19:04:23.104177,"(13.0, 36.0, 21.625)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 32.65384615384615)","(8.0, 18.0, 13.2)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 49.75)"
07-12-2022 19:04:24.283152,"(13.0, 36.0, 21.625)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 32.65384615384615)","(8.0, 18.0, 13.2)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 49.75)"
07-12-2022 19:04:25.544249,"(13.0, 36.0, 21.625)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 32.65384615384615)","(8.0, 18.0, 13.2)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 49.75)"
07-12-2022 19:04:26.866957,"(13.0, 36.0, 21.625)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 32.65384615384615)","(8.0, 18.0, 13.2)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 49.75)"
07-12-2022 19:04:28.220245,"(13.0, 36.0, 21.625)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 32.65384615384615)","(8.0, 18.0, 11.879999999999999)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 49.75)"
07-12-2022 19:04:29.352812,"(13.0, 36.0, 21.625)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 32.65384615384615)","(8.0, 18.0, 11.879999999999999)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 49.75)"
07-12-2022 19:04:30.569804,"(13.0, 36.0, 21.625)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 32.65384615384615)","(8.0, 18.0, 11.879999999999999)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 49.75)"
07-12-2022 19:04:31.827258,"(13.0, 36.0, 21.625)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 32.65384615384615)","(8.0, 18.0, 11.879999999999999)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 49.75)"
07-12-2022 19:04:33.036354,"(13.0, 36.0, 21.625)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 32.65384615384615)","(8.0, 18.0, 11.879999999999999)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 49.75)"
07-12-2022 19:04:34.335467,"(13.0, 36.0, 21.625)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 32.65384615384615)","(8.0, 18.0, 11.879999999999999)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 49.75)"
07-12-2022 19:04:35.648316,"(13.0, 36.0, 21.625)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 32.65384615384615)","(8.0, 18.0, 11.879999999999999)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 49.75)"
07-12-2022 19:04:36.980018,"(13.0, 36.0, 21.625)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 32.65384615384615)","(8.0, 18.0, 11.879999999999999)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 49.75)"
07-12-2022 19:04:38.286015,"(13.0, 36.0, 21.625)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 32.65384615384615)","(8.0, 18.0, 11.879999999999999)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 49.75)"
07-12-2022 19:04:39.514545,"(13.0, 36.0, 21.625)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 32.65384615384615)","(8.0, 18.0, 11.879999999999999)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 49.75)"
07-12-2022 19:04:40.671375,"(13.0, 36.0, 21.625)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 32.65384615384615)","(8.0, 18.0, 11.879999999999999)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 49.75)"
07-12-2022 19:04:41.909052,"(13.0, 36.0, 23.22222222222222)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 32.65384615384615)","(8.0, 18.0, 11.879999999999999)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 49.75)"
07-12-2022 19:04:43.179997,"(13.0, 36.0, 23.22222222222222)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 11.879999999999999)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 49.75)"
07-12-2022 19:04:44.417515,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 22.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:04:45.622290,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 22.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:04:46.820367,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 22.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:04:48.125832,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 22.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:04:49.427922,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 22.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:04:50.691724,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 22.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:04:51.925939,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 22.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:04:53.104039,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 22.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:04:54.297983,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 22.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:04:55.571169,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 22.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:04:56.822726,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 22.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:04:58.019365,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 22.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:04:59.210597,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 22.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:00.343871,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 22.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:01.525639,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 22.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:02.675296,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 22.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:03.933261,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 22.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:05.201703,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 22.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:06.361797,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 22.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:07.518909,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 22.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:08.788809,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 22.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:10.498370,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 22.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:11.938059,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:13.509989,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:15.010530,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:16.488826,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:17.814779,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:19.120509,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:20.586244,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:22.061998,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:23.563011,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:25.138566,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:26.585859,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:27.946329,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:29.394960,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:30.778817,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:32.110760,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:33.455751,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:34.837848,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:36.288713,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:37.596411,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:38.886222,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:05:40.220570,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 26.153846153846153)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 55.0, 33.0)","(21.0, 80.0, 46.66666666666667)"
07-12-2022 19:05:41.513154,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 26.153846153846153)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 50.0, 33.0)","(21.0, 80.0, 46.66666666666667)"
07-12-2022 19:05:42.920852,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 26.153846153846153)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 50.0, 33.0)","(21.0, 80.0, 46.66666666666667)"
07-12-2022 19:05:44.255054,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 26.153846153846153)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 50.0, 33.0)","(21.0, 80.0, 46.66666666666667)"
07-12-2022 19:05:45.699747,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 26.153846153846153)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 50.0, 33.0)","(21.0, 80.0, 46.66666666666667)"
07-12-2022 19:05:47.024596,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 26.153846153846153)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 5.353125)","(17.0, 50.0, 33.0)","(21.0, 80.0, 46.66666666666667)"
07-12-2022 19:05:48.414525,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 26.153846153846153)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 5.353125)","(17.0, 50.0, 33.0)","(21.0, 80.0, 46.66666666666667)"
07-12-2022 19:05:49.730518,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 26.153846153846153)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 5.353125)","(17.0, 50.0, 33.0)","(21.0, 80.0, 46.66666666666667)"
07-12-2022 19:05:51.076067,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 26.153846153846153)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 5.353125)","(17.0, 50.0, 33.0)","(21.0, 80.0, 46.66666666666667)"
07-12-2022 19:05:52.471915,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 26.153846153846153)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 5.353125)","(17.0, 50.0, 33.0)","(21.0, 80.0, 46.66666666666667)"
07-12-2022 19:05:53.817203,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 26.153846153846153)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 5.353125)","(17.0, 50.0, 33.0)","(21.0, 80.0, 46.66666666666667)"
07-12-2022 19:05:55.127832,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 26.153846153846153)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 5.353125)","(17.0, 50.0, 33.0)","(21.0, 80.0, 46.66666666666667)"
07-12-2022 19:05:56.537754,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 26.153846153846153)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 5.353125)","(17.0, 50.0, 33.0)","(21.0, 80.0, 46.66666666666667)"
07-12-2022 19:05:57.831338,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 26.153846153846153)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 5.353125)","(17.0, 50.0, 33.0)","(21.0, 80.0, 46.66666666666667)"
07-12-2022 19:05:59.119034,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 26.153846153846153)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 50.0, 33.0)","(21.0, 80.0, 46.66666666666667)"
07-12-2022 19:06:00.434633,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 26.153846153846153)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 50.0, 33.0)","(21.0, 80.0, 46.66666666666667)"
07-12-2022 19:06:01.777764,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 26.153846153846153)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 50.0, 33.0)","(21.0, 80.0, 46.66666666666667)"
07-12-2022 19:06:03.032584,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 26.153846153846153)","(8.0, 18.0, 9.428571428571429)","(4.0, 7.0, 4.365)","(17.0, 50.0, 33.0)","(21.0, 80.0, 46.66666666666667)"
07-12-2022 19:06:04.295598,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.72, 2.2123076923076925)","(4.2, 7.0, 4.975)","(15.0, 44.0, 26.153846153846153)","(8.0, 18.0, 12.545454545454545)","(4.0, 7.0, 4.365)","(17.0, 50.0, 38.83333333333333)","(21.0, 80.0, 46.66666666666667)"
07-12-2022 19:06:05.664816,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.7, 2.3000000000000003)","(4.2, 7.0, 4.975)","(15.0, 44.0, 26.153846153846153)","(8.0, 18.0, 9.771428571428572)","(4.0, 7.0, 4.365)","(17.0, 50.0, 39.69230769230769)","(21.0, 80.0, 46.66666666666667)"
07-12-2022 19:06:07.009331,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.7, 2.165)","(4.2, 7.0, 4.975)","(15.0, 44.0, 26.153846153846153)","(8.0, 18.0, 9.771428571428572)","(4.0, 7.0, 4.365)","(17.0, 50.0, 33.25)","(21.0, 80.0, 46.66666666666667)"
07-12-2022 19:06:08.314145,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.165)","(4.2, 7.0, 4.975)","(15.0, 44.0, 26.153846153846153)","(8.0, 18.0, 9.771428571428572)","(4.0, 7.0, 4.365)","(17.0, 50.0, 33.25)","(21.0, 80.0, 46.66666666666667)"
