,Cyber Crime,Minor Ash,Curly Fries,Hosey Sidekick,Hang A Boot,Call Me Kiah,Mepunga Reject,Jagger Bale
07-12-2022 19:06:56.787767,"(13.0, 36.0, 18.083333333333332)","(2.1, 2.76, 2.315)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 10.114285714285716)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:06:58.136081,"(13.0, 36.0, 18.083333333333332)","(2.1, 2.74, 2.315)","(4.2, 7.0, 4.975)","(15.0, 44.0, 30.818181818181817)","(8.0, 18.0, 10.114285714285716)","(4.0, 7.0, 4.365)","(17.0, 55.0, 35.75)","(21.0, 80.0, 52.5)"
07-12-2022 19:06:59.470856,"(13.0, 36.0, 18.083333333333332)","(2.1, 2.74, 2.165)","(4.2, 7.0, 4.975)","(15.0, 44.0, 30.818181818181817)","(8.0, 18.0, 10.114285714285716)","(4.0, 7.0, 4.365)","(17.0, 55.0, 35.75)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:00.780846,"(13.0, 36.0, 18.083333333333332)","(2.1, 2.76, 2.165)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 10.114285714285716)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:02.325316,"(13.0, 36.0, 18.083333333333332)","(2.1, 2.76, 2.315)","(4.2, 7.0, 4.975)","(15.0, 44.0, 30.818181818181817)","(8.0, 18.0, 10.114285714285716)","(4.0, 7.0, 4.365)","(17.0, 55.0, 35.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:03.778220,"(13.0, 36.0, 18.083333333333332)","(2.1, 2.74, 2.315)","(4.2, 7.0, 4.975)","(15.0, 44.0, 30.818181818181817)","(8.0, 18.0, 10.114285714285716)","(4.0, 7.0, 4.365)","(17.0, 55.0, 35.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:05.117570,"(13.0, 36.0, 18.083333333333332)","(2.1, 2.74, 2.148695652173913)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 10.114285714285716)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:06.501720,"(13.0, 36.0, 18.083333333333332)","(2.1, 2.78, 2.165)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 10.114285714285716)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:07.875379,"(13.0, 36.0, 18.083333333333332)","(2.1, 2.76, 2.315)","(4.2, 7.0, 4.975)","(15.0, 44.0, 30.818181818181817)","(8.0, 18.0, 10.114285714285716)","(4.0, 7.0, 4.365)","(17.0, 55.0, 35.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:09.249738,"(13.0, 36.0, 18.083333333333332)","(2.1, 2.74, 2.315)","(4.2, 7.0, 4.975)","(15.0, 44.0, 30.818181818181817)","(8.0, 18.0, 10.114285714285716)","(4.0, 7.0, 4.365)","(17.0, 55.0, 35.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:10.646344,"(13.0, 36.0, 18.083333333333332)","(2.1, 2.74, 2.315)","(4.2, 7.0, 4.975)","(15.0, 44.0, 30.818181818181817)","(8.0, 18.0, 10.114285714285716)","(4.0, 7.0, 4.365)","(17.0, 55.0, 35.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:12.013711,"(13.0, 36.0, 18.083333333333332)","(2.1, 2.74, 2.165)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 10.114285714285716)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:13.405798,"(13.0, 36.0, 18.083333333333332)","(2.1, 2.76, 2.165)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 13.2)","(4.0, 7.0, 5.353125)","(17.0, 55.0, 43.38235294117647)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:14.775425,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.144)","(4.2, 7.0, 4.975)","(15.0, 44.0, 30.818181818181817)","(8.0, 18.0, 13.1)","(4.0, 7.0, 5.353125)","(17.0, 55.0, 35.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:16.072724,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.144)","(4.2, 7.0, 4.975)","(15.0, 44.0, 34.9375)","(8.0, 18.0, 13.1)","(4.0, 7.0, 5.353125)","(17.0, 55.0, 42.0)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:17.372228,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 30.818181818181817)","(8.0, 18.0, 9.6)","(4.0, 7.0, 5.353125)","(17.0, 55.0, 35.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:18.712019,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 30.818181818181817)","(8.0, 18.0, 9.6)","(4.0, 7.0, 5.353125)","(17.0, 55.0, 35.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:20.011769,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.6)","(4.0, 7.0, 5.353125)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:21.291587,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.6)","(4.0, 7.0, 5.353125)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:22.559680,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 30.818181818181817)","(8.0, 18.0, 9.6)","(4.0, 7.0, 5.353125)","(17.0, 55.0, 35.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:23.821206,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 30.818181818181817)","(8.0, 18.0, 9.6)","(4.0, 7.0, 5.353125)","(17.0, 55.0, 35.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:25.145131,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 34.9375)","(8.0, 18.0, 9.6)","(4.0, 7.0, 5.353125)","(17.0, 55.0, 42.0)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:26.363813,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 30.818181818181817)","(8.0, 18.0, 9.6)","(4.0, 7.0, 5.353125)","(17.0, 55.0, 35.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:27.560361,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 30.818181818181817)","(8.0, 18.0, 9.6)","(4.0, 7.0, 4.365)","(17.0, 55.0, 35.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:28.890267,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.6)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:30.210020,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 30.818181818181817)","(8.0, 18.0, 9.6)","(4.0, 7.0, 4.365)","(17.0, 55.0, 35.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:31.512652,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 30.818181818181817)","(8.0, 18.0, 9.6)","(4.0, 7.0, 4.365)","(17.0, 55.0, 35.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:32.738306,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.6)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:33.994776,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.6)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:35.239291,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 30.818181818181817)","(8.0, 18.0, 9.6)","(4.0, 7.0, 4.365)","(17.0, 55.0, 35.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:36.410008,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 30.818181818181817)","(8.0, 18.0, 9.6)","(4.0, 7.0, 4.365)","(17.0, 55.0, 35.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:37.598598,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 30.818181818181817)","(8.0, 18.0, 9.6)","(4.0, 7.0, 4.365)","(17.0, 55.0, 35.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:38.700706,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 30.818181818181817)","(8.0, 18.0, 9.6)","(4.0, 7.0, 4.365)","(17.0, 55.0, 35.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:39.931818,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.6)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:41.191280,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.6)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:42.365215,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 11.879999999999999)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:43.555218,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 30.818181818181817)","(8.0, 18.0, 12.615384615384617)","(4.0, 7.0, 4.365)","(17.0, 55.0, 35.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:44.826178,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 34.9375)","(8.0, 18.0, 14.11111111111111)","(4.0, 7.0, 4.365)","(17.0, 55.0, 42.0)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:46.073181,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 34.9375)","(8.0, 18.0, 14.11111111111111)","(4.0, 7.0, 4.365)","(17.0, 55.0, 42.0)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:47.355112,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.25)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:48.581899,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.25)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:49.857329,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.25)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:51.100451,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 30.818181818181817)","(8.0, 18.0, 12.615384615384617)","(4.0, 7.0, 4.365)","(17.0, 55.0, 35.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:52.276873,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 30.818181818181817)","(8.0, 18.0, 12.615384615384617)","(4.0, 7.0, 4.365)","(17.0, 55.0, 35.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:53.462086,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 30.818181818181817)","(8.0, 18.0, 12.615384615384617)","(4.0, 7.0, 4.365)","(17.0, 55.0, 35.5)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:54.699120,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 19.833333333333332)","(8.0, 18.0, 9.25)","(4.0, 7.0, 4.365)","(17.0, 55.0, 44.02777777777778)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:55.967463,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.25)","(4.2, 7.0, 4.975)","(15.0, 44.0, 29.75)","(8.0, 18.0, 12.283333333333333)","(4.0, 7.0, 4.365)","(17.0, 55.0, 35.75)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:57.262123,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.21)","(4.2, 7.0, 5.38)","(15.0, 44.0, 35.09375)","(8.0, 18.0, 12.283333333333333)","(4.0, 7.0, 4.804166666666667)","(17.0, 55.0, 41.25)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:58.469592,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.265)","(4.2, 7.0, 5.38)","(15.0, 44.0, 35.09375)","(8.0, 18.0, 12.283333333333333)","(4.0, 7.0, 4.804166666666667)","(17.0, 55.0, 41.25)","(21.0, 80.0, 52.5)"
07-12-2022 19:07:59.658095,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.335)","(4.2, 7.0, 5.38)","(15.0, 44.0, 31.045454545454547)","(8.0, 18.0, 9.25)","(4.0, 7.0, 4.804166666666667)","(17.0, 55.0, 33.611111111111114)","(21.0, 80.0, 52.5)"
07-12-2022 19:08:00.965496,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.265)","(4.2, 7.0, 5.38)","(15.0, 44.0, 31.045454545454547)","(8.0, 18.0, 9.25)","(4.0, 7.0, 4.804166666666667)","(17.0, 55.0, 33.611111111111114)","(21.0, 80.0, 52.5)"
07-12-2022 19:08:02.264473,"(13.0, 36.0, 17.666666666666668)","(2.1, 2.76, 2.6675000000000004)","(4.2, 7.0, 6.3)","(15.0, 44.0, 39.63636363636364)","(8.0, 18.0, 11.166666666666666)","(4.0, 7.0, 6.4375)","(17.0, 55.0, 44.0)","(21.0, 80.0, 61.125)"
07-12-2022 19:08:03.507372,"(13.0, 34.0, 20.666666666666668)","(2.1, 2.74, 2.6675000000000004)","(4.2, 6.8, 6.3)","(15.0, 42.0, 39.63636363636364)","(8.0, 17.5, 11.166666666666666)","(4.0, 6.8, 6.4375)","(17.0, 50.0, 44.0)","(21.0, 75.0, 61.125)"
07-12-2022 19:08:04.798064,"(13.0, 34.0, 20.666666666666668)","(2.1, 2.72, 2.6500000000000004)","(4.2, 6.8, 6.3)","(15.0, 42.0, 39.63636363636364)","(8.0, 17.5, 11.166666666666666)","(4.0, 6.8, 6.4375)","(17.0, 50.0, 44.0)","(21.0, 75.0, 66.53846153846155)"
07-12-2022 19:08:06.186463,"(13.0, 34.0, 20.666666666666668)","(2.1, 2.72, 2.2471111111111113)","(4.2, 6.8, 6.3)","(15.0, 42.0, 37.666666666666664)","(8.0, 17.5, 11.166666666666666)","(4.0, 6.8, 6.4375)","(17.0, 50.0, 39.0)","(21.0, 75.0, 66.53846153846155)"
07-12-2022 19:08:07.519567,"(13.0, 34.0, 20.666666666666668)","(2.1, 2.78, 2.729705882352941)","(4.2, 6.8, 6.3)","(15.0, 42.0, 37.666666666666664)","(8.0, 17.5, 16.233333333333334)","(4.0, 6.8, 6.4375)","(17.0, 50.0, 39.0)","(21.0, 75.0, 66.53846153846155)"
07-12-2022 19:08:08.838964,"(13.0, 34.0, 20.666666666666668)","(2.1, 2.76, 2.7199999999999998)","(4.2, 6.8, 5.300000000000001)","(15.0, 42.0, 39.400000000000006)","(8.0, 17.5, 14.5875)","(4.0, 6.8, 6.4375)","(17.0, 50.0, 37.30769230769231)","(21.0, 75.0, 63.0)"
07-12-2022 19:08:10.250861,"(13.0, 34.0, 18.0)","(2.1, 2.76, 2.746)","(4.2, 5.4, 5.3090909090909095)","(15.0, 42.0, 39.45)","(8.0, 15.5, 14.350000000000001)","(4.0, 6.8, 6.449999999999999)","(17.0, 50.0, 36.458333333333336)","(21.0, 75.0, 61.75)"
07-12-2022 19:08:11.515513,"(13.0, 34.0, 27.846153846153847)","(2.1, 2.76, 2.764)","(4.2, 5.4, 5.233333333333333)","(15.0, 42.0, 39.45)","(8.0, 15.5, 14.872727272727273)","(4.0, 6.8, 6.449999999999999)","(17.0, 50.0, 36.458333333333336)","(21.0, 75.0, 61.75)"
07-12-2022 19:08:13.035751,"(13.0, 34.0, 30.363636363636363)","(2.1, 2.78, 2.764)","(4.2, 5.4, 5.233333333333333)","(15.0, 42.0, 39.45)","(8.0, 15.5, 14.872727272727273)","(4.0, 6.8, 5.507692307692308)","(17.0, 50.0, 40.44117647058823)","(21.0, 75.0, 88.85714285714286)"
07-12-2022 19:08:14.328200,"(13.0, 34.0, 30.363636363636363)","(2.1, 2.78, 2.6733333333333333)","(4.2, 5.4, 5.266666666666667)","(15.0, 42.0, 35.5625)","(8.0, 15.5, 14.941666666666666)","(4.0, 6.8, 5.228571428571429)","(17.0, 50.0, 34.0)","(21.0, 100.0, 94.18181818181819)"
07-12-2022 19:08:15.603107,"(13.0, 36.0, 32.09090909090909)","(2.1, 2.78, 2.6733333333333333)","(4.2, 6.6, 5.266666666666667)","(15.0, 50.0, 35.5625)","(8.0, 15.5, 14.08)","(4.0, 6.6, 5.914285714285715)","(17.0, 50.0, 38.75)","(21.0, 110.0, 95.5)"
07-12-2022 19:08:16.787782,"(13.0, 36.0, 32.41666666666667)","(2.1, 2.78, 2.6733333333333333)","(4.2, 6.6, 5.266666666666667)","(15.0, 50.0, 36.41176470588235)","(8.0, 16.0, 12.977777777777778)","(4.0, 6.6, 5.914285714285715)","(17.0, 50.0, 34.5)","(21.0, 110.0, 95.5)"
07-12-2022 19:08:18.007228,"(13.0, 36.0, 32.41666666666667)","(2.1, 2.78, 2.6733333333333333)","(4.2, 6.6, 5.266666666666667)","(15.0, 50.0, 36.41176470588235)","(8.0, 16.0, 14.05)","(4.0, 6.6, 5.914285714285715)","(17.0, 50.0, 34.5)","(21.0, 110.0, 95.5)"
07-12-2022 19:08:19.277589,"(13.0, 34.0, 30.75)","(2.1, 2.8, 2.782608695652174)","(4.2, 6.6, 5.6)","(15.0, 50.0, 36.41176470588235)","(8.0, 18.5, 17.369230769230768)","(4.0, 6.6, 5.914285714285715)","(17.0, 50.0, 39.714285714285715)","(21.0, 110.0, 95.5)"
07-12-2022 19:08:20.652277,"(13.0, 34.0, 30.75)","(2.1, 2.8, 2.77027027027027)","(4.2, 6.6, 5.6)","(15.0, 48.0, 43.36363636363636)","(8.0, 18.0, 17.166666666666668)","(4.0, 6.6, 5.914285714285715)","(17.0, 48.0, 39.714285714285715)","(21.0, 110.0, 95.5)"
07-12-2022 19:08:22.016372,"(13.0, 34.0, 30.75)","(2.1, 2.8, 2.759493670886076)","(4.2, 6.4, 5.966666666666667)","(15.0, 46.0, 43.36363636363636)","(8.0, 18.0, 17.1875)","(4.0, 6.6, 5.64)","(17.0, 48.0, 39.714285714285715)","(21.0, 110.0, 95.5)"
07-12-2022 19:08:23.530909,"(13.0, 34.0, 30.75)","(2.1, 2.8, 2.759493670886076)","(4.2, 6.2, 6.055555555555555)","(15.0, 46.0, 43.36363636363636)","(8.0, 18.0, 16.625)","(4.0, 6.6, 5.64)","(17.0, 48.0, 32.5)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:24.989573,"(13.0, 34.0, 30.75)","(2.1, 2.8, 2.77027027027027)","(4.2, 6.2, 6.055555555555555)","(15.0, 46.0, 43.36363636363636)","(8.0, 18.0, 17.576923076923077)","(4.0, 6.6, 5.64)","(17.0, 46.0, 36.85714285714286)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:26.432656,"(13.0, 34.0, 30.75)","(2.1, 2.8, 2.77027027027027)","(4.2, 6.2, 6.233333333333333)","(15.0, 46.0, 43.36363636363636)","(8.0, 18.0, 17.576923076923077)","(4.0, 6.6, 5.64)","(17.0, 44.0, 36.85714285714286)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:27.654557,"(13.0, 34.0, 30.75)","(2.1, 2.8, 2.77027027027027)","(4.2, 6.4, 6.233333333333333)","(15.0, 46.0, 43.36363636363636)","(8.0, 18.0, 17.576923076923077)","(4.0, 6.6, 5.64)","(17.0, 44.0, 36.85714285714286)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:28.912755,"(13.0, 34.0, 30.75)","(2.1, 2.8, 2.77027027027027)","(4.2, 6.4, 5.05)","(15.0, 46.0, 43.36363636363636)","(8.0, 18.0, 18.5)","(4.0, 6.6, 5.64)","(17.0, 44.0, 36.85714285714286)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:30.200741,"(13.0, 34.0, 30.75)","(2.1, 2.8, 2.7551020408163263)","(4.2, 5.4, 5.05)","(15.0, 46.0, 43.36363636363636)","(8.0, 19.0, 18.5)","(4.0, 6.6, 5.64)","(17.0, 44.0, 36.85714285714286)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:31.414987,"(13.0, 34.0, 30.75)","(2.1, 2.8, 2.752)","(4.2, 5.4, 5.05)","(15.0, 46.0, 43.36363636363636)","(8.0, 19.0, 18.5)","(4.0, 6.6, 5.64)","(17.0, 44.0, 36.85714285714286)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:32.648168,"(13.0, 34.0, 30.75)","(2.1, 2.8, 2.752)","(4.2, 5.4, 5.16)","(15.0, 46.0, 43.36363636363636)","(8.0, 19.0, 18.5)","(4.0, 6.6, 5.64)","(17.0, 44.0, 36.85714285714286)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:33.877764,"(13.0, 34.0, 30.75)","(2.1, 2.8, 2.752)","(4.2, 5.3, 5.418181818181818)","(15.0, 46.0, 39.727272727272734)","(8.0, 19.0, 18.5)","(4.0, 6.6, 5.64)","(17.0, 44.0, 32.5)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:35.016439,"(13.0, 34.0, 30.75)","(2.1, 2.8, 2.752)","(4.2, 6.4, 5.472727272727273)","(15.0, 42.0, 39.727272727272734)","(8.0, 19.0, 18.5)","(4.0, 6.6, 5.64)","(17.0, 46.0, 32.5)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:36.163819,"(13.0, 34.0, 30.75)","(2.1, 2.8, 2.752)","(4.2, 6.2, 6.0125)","(15.0, 42.0, 39.727272727272734)","(8.0, 19.0, 18.5)","(4.0, 6.6, 5.64)","(17.0, 46.0, 32.5)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:37.229281,"(13.0, 34.0, 30.75)","(2.1, 2.8, 2.752)","(4.2, 6.2, 6.0125)","(15.0, 42.0, 39.727272727272734)","(8.0, 19.0, 18.5)","(4.0, 6.6, 5.64)","(17.0, 46.0, 32.5)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:38.459261,"(13.0, 34.0, 30.75)","(2.1, 2.8, 2.752)","(4.2, 6.2, 5.7)","(15.0, 42.0, 39.727272727272734)","(8.0, 19.0, 18.5)","(4.0, 6.6, 5.64)","(17.0, 46.0, 32.5)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:39.734634,"(13.0, 34.0, 30.75)","(2.1, 2.8, 2.752)","(4.2, 6.2, 5.2375)","(15.0, 42.0, 39.727272727272734)","(8.0, 19.0, 18.5)","(4.0, 6.6, 5.64)","(17.0, 46.0, 32.5)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:40.864832,"(13.0, 34.0, 30.75)","(2.1, 2.8, 2.752)","(4.2, 6.2, 5.2375)","(15.0, 42.0, 39.727272727272734)","(8.0, 19.0, 15.166666666666666)","(4.0, 6.6, 5.64)","(17.0, 46.0, 34.958333333333336)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:41.997226,"(13.0, 40.0, 23.333333333333336)","(2.1, 2.76, 2.714)","(4.2, 6.2, 5.344444444444444)","(15.0, 42.0, 39.727272727272734)","(8.0, 16.5, 17.7)","(4.0, 6.6, 5.64)","(17.0, 46.0, 36.535714285714285)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:43.209704,"(13.0, 40.0, 23.333333333333336)","(2.1, 2.78, 2.714)","(4.2, 6.2, 5.553846153846154)","(15.0, 42.0, 39.727272727272734)","(8.0, 19.0, 17.7)","(4.0, 6.6, 5.64)","(17.0, 46.0, 36.535714285714285)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:44.390868,"(13.0, 40.0, 23.333333333333336)","(2.1, 2.78, 2.714)","(4.2, 6.2, 5.4)","(15.0, 42.0, 39.727272727272734)","(8.0, 19.0, 17.7)","(4.0, 6.6, 5.64)","(17.0, 46.0, 36.535714285714285)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:45.615108,"(13.0, 40.0, 23.333333333333336)","(2.1, 2.78, 2.714)","(4.2, 6.2, 5.4)","(15.0, 42.0, 39.727272727272734)","(8.0, 19.0, 17.7)","(4.0, 6.6, 5.64)","(17.0, 46.0, 36.535714285714285)","(21.0, 110.0, 100.33333333333333)"
07-12-2022 19:08:46.789046,"(13.0, 40.0, 23.333333333333336)","(2.1, 2.78, 2.714)","(4.2, 6.2, 5.0)","(15.0, 42.0, 39.727272727272734)","(8.0, 19.0, 17.7)","(4.0, 6.6, 4.76)","(17.0, 46.0, 36.535714285714285)","(21.0, 110.0, 100.33333333333333)"
