,Bare Knuckles,Scott Monster,Rainbows Gold,Tabasco Lad,Jolly Johnny,Gabriella Maree,Tinker Mike,Aston Cigar
10-01-2023 14:55:03.690748,"(6.0, 11.0, 7.153846153846154)","(18.0, 50.0, 31.944444444444443)","(8.0, 13.5, 12.681818181818182)","(3.9, 5.9, 4.36)","(4.2, 7.2, 5.1)","(7.5, 12.0, 9.8)","(5.5, 8.2, 7.428571428571428)","(6.0, 11.0, 8.5)"
10-01-2023 14:55:04.975809,"(6.0, 11.0, 7.153846153846154)","(18.0, 50.0, 31.944444444444443)","(8.0, 13.5, 12.681818181818182)","(3.9, 5.9, 4.531818181818182)","(4.2, 7.2, 5.1)","(7.5, 12.0, 9.8)","(5.5, 8.2, 6.949999999999999)","(6.0, 11.0, 10.285714285714285)"
10-01-2023 14:55:06.190656,"(6.0, 11.0, 7.153846153846154)","(18.0, 50.0, 31.944444444444443)","(8.0, 13.5, 12.681818181818182)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.2)","(5.5, 8.2, 6.949999999999999)","(6.0, 11.0, 10.285714285714285)"
10-01-2023 14:55:07.437596,"(6.0, 11.0, 7.571428571428571)","(18.0, 50.0, 31.944444444444443)","(8.0, 13.5, 12.681818181818182)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.2)","(5.5, 8.2, 6.828571428571428)","(6.0, 11.0, 9.8)"
10-01-2023 14:55:08.675924,"(6.0, 11.0, 7.571428571428571)","(18.0, 50.0, 31.944444444444443)","(8.0, 13.5, 12.681818181818182)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.0)","(5.5, 8.2, 6.828571428571428)","(6.0, 11.0, 9.8)"
10-01-2023 14:55:09.970887,"(6.0, 11.0, 7.461538461538462)","(18.0, 50.0, 31.944444444444443)","(8.0, 13.5, 12.681818181818182)","(3.9, 5.9, 4.595454545454546)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.0)","(5.5, 8.2, 6.04)","(6.0, 11.0, 9.8)"
10-01-2023 14:55:11.178914,"(6.0, 11.0, 7.461538461538462)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.5)","(4.2, 7.2, 5.1)","(7.5, 12.0, 9.942857142857143)","(5.5, 8.2, 6.04)","(6.0, 11.0, 9.8)"
10-01-2023 14:55:12.448253,"(6.0, 11.0, 7.75)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.5)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 10.08)"
10-01-2023 14:55:13.755521,"(6.0, 11.0, 7.357142857142858)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 5.044444444444444)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.506666666666666)","(6.0, 11.0, 9.9)"
10-01-2023 14:55:15.065496,"(6.0, 11.0, 7.153846153846154)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.531818181818182)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.506666666666666)","(6.0, 11.0, 9.9)"
10-01-2023 14:55:16.443565,"(6.0, 11.0, 7.153846153846154)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.506666666666666)","(6.0, 11.0, 8.5)"
10-01-2023 14:55:17.746431,"(6.0, 11.0, 7.75)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 6.828571428571428)","(6.0, 11.0, 10.285714285714285)"
10-01-2023 14:55:18.970469,"(6.0, 11.0, 7.153846153846154)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 6.828571428571428)","(6.0, 11.0, 9.8)"
10-01-2023 14:55:20.168044,"(6.0, 11.0, 7.153846153846154)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.595454545454546)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 6.04)","(6.0, 11.0, 9.8)"
10-01-2023 14:55:21.458165,"(6.0, 11.0, 7.75)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.5)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.428571428571428)","(6.0, 11.0, 8.5)"
10-01-2023 14:55:22.756871,"(6.0, 11.0, 7.75)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.5)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.428571428571428)","(6.0, 11.0, 8.5)"
10-01-2023 14:55:23.949410,"(6.0, 11.0, 7.75)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.36)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 6.949999999999999)","(6.0, 11.0, 10.285714285714285)"
10-01-2023 14:55:25.155680,"(6.0, 11.0, 7.153846153846154)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.36)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 6.828571428571428)","(6.0, 11.0, 9.8)"
10-01-2023 14:55:26.369381,"(6.0, 11.0, 7.153846153846154)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.531818181818182)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 6.828571428571428)","(6.0, 11.0, 9.8)"
10-01-2023 14:55:27.576213,"(6.0, 11.0, 7.75)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 6.04)","(6.0, 11.0, 8.5)"
10-01-2023 14:55:28.817462,"(6.0, 11.0, 7.75)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 6.04)","(6.0, 11.0, 8.5)"
10-01-2023 14:55:30.043321,"(6.0, 11.0, 7.153846153846154)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 10.285714285714285)"
10-01-2023 14:55:31.308954,"(6.0, 11.0, 7.75)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.531818181818182)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.506666666666666)","(6.0, 11.0, 9.8)"
10-01-2023 14:55:32.548158,"(6.0, 11.0, 7.75)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.506666666666666)","(6.0, 11.0, 9.8)"
10-01-2023 14:55:33.796707,"(6.0, 11.0, 7.357142857142858)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.506666666666666)","(6.0, 11.0, 8.5)"
10-01-2023 14:55:34.987217,"(6.0, 11.0, 7.153846153846154)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.36)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.506666666666666)","(6.0, 11.0, 8.5)"
10-01-2023 14:55:36.151007,"(6.0, 11.0, 7.153846153846154)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 6.828571428571428)","(6.0, 11.0, 10.285714285714285)"
10-01-2023 14:55:37.381915,"(6.0, 11.0, 7.153846153846154)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 6.828571428571428)","(6.0, 11.0, 9.8)"
10-01-2023 14:55:38.616981,"(6.0, 11.0, 7.571428571428571)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.36)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 6.04)","(6.0, 11.0, 9.8)"
10-01-2023 14:55:39.882552,"(6.0, 11.0, 7.461538461538462)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.36)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 6.04)","(6.0, 11.0, 8.5)"
10-01-2023 14:55:41.122326,"(6.0, 11.0, 7.461538461538462)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.531818181818182)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 8.5)"
10-01-2023 14:55:42.353874,"(6.0, 11.0, 7.461538461538462)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 6.771428571428571)","(6.0, 11.0, 10.285714285714285)"
10-01-2023 14:55:43.855130,"(6.0, 11.0, 7.75)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.428571428571428)","(6.0, 11.0, 9.8)"
10-01-2023 14:55:45.567856,"(6.0, 11.0, 7.153846153846154)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.36)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.8)"
10-01-2023 14:55:46.841397,"(6.0, 11.0, 7.153846153846154)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.36)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 8.5)"
10-01-2023 14:55:48.123693,"(6.0, 11.0, 7.153846153846154)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.531818181818182)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 10.285714285714285)"
10-01-2023 14:55:49.352745,"(6.0, 11.0, 7.75)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.8)"
10-01-2023 14:55:50.636856,"(6.0, 11.0, 7.75)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.8)"
10-01-2023 14:55:51.916189,"(6.0, 11.0, 7.153846153846154)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.36)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 8.5)"
10-01-2023 14:55:53.199699,"(6.0, 11.0, 7.153846153846154)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.531818181818182)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 10.285714285714285)"
10-01-2023 14:55:54.395677,"(6.0, 11.0, 7.153846153846154)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.8)"
10-01-2023 14:55:55.556458,"(6.0, 11.0, 7.153846153846154)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.8)"
10-01-2023 14:55:56.810214,"(6.0, 11.0, 7.571428571428571)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.36)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 8.5)"
10-01-2023 14:55:58.081775,"(6.0, 11.0, 7.461538461538462)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.531818181818182)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 8.5)"
10-01-2023 14:55:59.326751,"(6.0, 11.0, 7.461538461538462)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 8.5)"
10-01-2023 14:56:00.583259,"(6.0, 11.0, 7.75)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 8.5)"
10-01-2023 14:56:01.867626,"(6.0, 11.0, 7.357142857142858)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.36)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 8.5)"
10-01-2023 14:56:03.162487,"(6.0, 11.0, 7.153846153846154)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 8.5)"
10-01-2023 14:56:04.464061,"(6.0, 11.0, 7.0)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 8.5)"
10-01-2023 14:56:05.857828,"(6.0, 11.0, 7.0)","(18.0, 50.0, 23.333333333333332)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.36)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 8.5)"
10-01-2023 14:56:07.153824,"(6.0, 11.0, 7.153846153846154)","(18.0, 50.0, 28.333333333333336)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.36)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 8.5)"
10-01-2023 14:56:08.530753,"(6.0, 11.0, 7.875)","(18.0, 80.0, 23.0)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.531818181818182)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 8.5)"
10-01-2023 14:56:10.042446,"(6.0, 11.0, 7.75)","(18.0, 48.0, 23.0)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 8.5)"
10-01-2023 14:56:11.560224,"(6.0, 11.0, 7.75)","(18.0, 48.0, 23.0)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.8)"
10-01-2023 14:56:12.728348,"(6.0, 11.0, 8.0)","(18.0, 48.0, 23.0)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.8)"
10-01-2023 14:56:13.962933,"(6.0, 11.0, 7.0)","(18.0, 48.0, 23.0)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.531818181818182)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.8)"
10-01-2023 14:56:15.215460,"(6.0, 11.0, 7.0)","(18.0, 48.0, 23.0)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.531818181818182)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.8)"
10-01-2023 14:56:16.474260,"(6.0, 11.0, 7.0)","(18.0, 48.0, 23.0)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 10.08)"
10-01-2023 14:56:17.677338,"(6.0, 11.0, 8.176470588235293)","(18.0, 48.0, 23.0)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.9)"
10-01-2023 14:56:18.837515,"(6.0, 11.0, 7.461538461538462)","(18.0, 48.0, 23.0)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.595454545454546)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.9)"
10-01-2023 14:56:20.215435,"(6.0, 11.0, 7.6)","(18.0, 48.0, 23.0)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.5)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.9)"
10-01-2023 14:56:21.585322,"(6.0, 11.0, 7.6)","(18.0, 48.0, 23.0)","(8.0, 13.5, 10.633333333333333)","(3.9, 5.9, 4.5)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.8)"
10-01-2023 14:56:22.856495,"(6.0, 11.0, 7.6)","(18.0, 48.0, 23.0)","(8.0, 13.5, 11.466666666666667)","(3.9, 5.9, 4.36)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 10.08)"
10-01-2023 14:56:24.151337,"(6.0, 11.0, 7.800000000000001)","(18.0, 48.0, 23.0)","(8.0, 16.0, 11.466666666666667)","(3.9, 5.9, 5.230434782608696)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.9)"
10-01-2023 14:56:25.415763,"(6.0, 11.0, 7.800000000000001)","(18.0, 48.0, 23.0)","(8.0, 16.0, 11.466666666666667)","(3.9, 5.9, 4.531818181818182)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.9)"
10-01-2023 14:56:26.665265,"(6.0, 11.0, 7.800000000000001)","(18.0, 48.0, 23.0)","(8.0, 16.0, 11.466666666666667)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.8)"
10-01-2023 14:56:27.811045,"(6.0, 11.0, 7.800000000000001)","(18.0, 48.0, 23.0)","(8.0, 16.0, 11.466666666666667)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 10.08)"
10-01-2023 14:56:29.014770,"(6.0, 11.0, 7.800000000000001)","(18.0, 48.0, 23.0)","(8.0, 16.0, 11.466666666666667)","(3.9, 5.9, 4.36)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.9)"
10-01-2023 14:56:30.272747,"(6.0, 11.0, 7.800000000000001)","(18.0, 48.0, 23.0)","(8.0, 16.0, 11.466666666666667)","(3.9, 5.9, 4.531818181818182)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.9)"
10-01-2023 14:56:31.478203,"(6.0, 11.0, 7.800000000000001)","(18.0, 48.0, 23.0)","(8.0, 16.0, 11.466666666666667)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.8)"
10-01-2023 14:56:32.678464,"(6.0, 11.0, 7.800000000000001)","(18.0, 48.0, 23.0)","(8.0, 16.0, 11.299999999999999)","(3.9, 5.9, 5.230434782608696)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 10.08)"
10-01-2023 14:56:33.863965,"(6.0, 11.0, 7.800000000000001)","(18.0, 48.0, 23.0)","(8.0, 15.5, 11.299999999999999)","(3.9, 5.9, 5.230434782608696)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.9)"
10-01-2023 14:56:35.160933,"(6.0, 11.0, 7.800000000000001)","(18.0, 48.0, 23.0)","(8.0, 15.5, 11.299999999999999)","(3.9, 5.9, 5.386666666666667)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.9)"
10-01-2023 14:56:36.428432,"(6.0, 11.0, 7.800000000000001)","(18.0, 48.0, 23.0)","(8.0, 15.5, 11.299999999999999)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.8)"
10-01-2023 14:56:37.866254,"(6.0, 11.0, 7.800000000000001)","(18.0, 48.0, 23.0)","(8.0, 15.5, 11.299999999999999)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.8)"
10-01-2023 14:56:39.239919,"(6.0, 11.0, 7.800000000000001)","(18.0, 48.0, 23.0)","(8.0, 15.5, 11.299999999999999)","(3.9, 5.9, 4.36)","(4.2, 7.2, 5.1)","(7.5, 12.0, 10.8)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 10.08)"
10-01-2023 14:56:40.439251,"(6.0, 11.0, 7.800000000000001)","(18.0, 48.0, 23.0)","(8.0, 15.5, 11.299999999999999)","(3.9, 5.9, 4.5)","(4.2, 7.2, 5.1)","(7.5, 12.0, 11.04)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.9)"
10-01-2023 14:56:41.513534,"(6.0, 11.0, 7.800000000000001)","(18.0, 48.0, 31.333333333333336)","(8.0, 15.5, 10.766666666666667)","(3.9, 5.9, 4.531818181818182)","(4.2, 7.2, 5.1)","(7.5, 12.0, 11.04)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.9)"
10-01-2023 14:56:42.714304,"(6.0, 11.0, 7.800000000000001)","(18.0, 48.0, 31.333333333333336)","(8.0, 15.5, 10.766666666666667)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 11.04)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.8)"
10-01-2023 14:56:43.809033,"(6.0, 11.0, 7.800000000000001)","(18.0, 48.0, 31.333333333333336)","(8.0, 15.5, 10.766666666666667)","(3.9, 5.9, 4.36)","(4.2, 7.2, 5.1)","(7.5, 12.0, 11.04)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.8)"
10-01-2023 14:56:44.903531,"(6.0, 11.0, 7.800000000000001)","(18.0, 48.0, 31.61111111111111)","(8.0, 15.5, 10.766666666666667)","(3.9, 5.9, 4.5)","(4.2, 7.2, 5.1)","(7.5, 12.0, 11.04)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.9)"
10-01-2023 14:56:45.989352,"(6.0, 11.0, 7.800000000000001)","(18.0, 48.0, 31.61111111111111)","(8.0, 15.5, 10.766666666666667)","(3.9, 5.9, 4.5)","(4.2, 7.2, 5.1)","(7.5, 12.0, 11.04)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.9)"
10-01-2023 14:56:47.059664,"(6.0, 11.0, 7.800000000000001)","(18.0, 48.0, 31.61111111111111)","(8.0, 15.5, 10.766666666666667)","(3.9, 5.9, 4.325)","(4.2, 7.2, 5.1)","(7.5, 12.0, 11.04)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.8)"
10-01-2023 14:56:48.240292,"(6.0, 11.0, 7.800000000000001)","(18.0, 48.0, 31.61111111111111)","(8.0, 15.5, 14.08)","(3.9, 5.9, 4.36)","(4.2, 7.2, 5.1)","(7.5, 12.0, 11.04)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.8)"
10-01-2023 14:56:49.417220,"(6.0, 11.0, 7.800000000000001)","(18.0, 48.0, 31.61111111111111)","(8.0, 15.5, 12.82)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 11.04)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 10.08)"
10-01-2023 14:56:50.667328,"(6.0, 11.0, 7.800000000000001)","(18.0, 48.0, 31.61111111111111)","(8.0, 15.5, 12.82)","(3.9, 5.9, 4.43)","(4.2, 7.2, 5.1)","(7.5, 12.0, 11.04)","(5.5, 8.2, 7.333333333333333)","(6.0, 11.0, 9.9)"
