,Superb,Blue Cascade,Burn Rate,Down Under Boy,Dr Gwen,Dr Bella,Grumpy Ellie
07-12-2022 19:16:15.965028,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 4.9, 4.1692307692307695)","(2.4, 3.2, 2.539285714285714)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 13.333333333333334)"
07-12-2022 19:16:17.313900,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 4.9, 4.6)","(2.4, 3.2, 2.575)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 13.333333333333334)"
07-12-2022 19:16:18.524542,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 5.0, 4.6)","(2.4, 3.2, 2.7795454545454548)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 17.5)"
07-12-2022 19:16:19.842717,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 5.0, 4.1692307692307695)","(2.4, 3.2, 3.085)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 17.5)"
07-12-2022 19:16:21.012329,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 4.9, 4.1692307692307695)","(2.4, 3.15, 2.8979999999999997)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 13.333333333333334)"
07-12-2022 19:16:22.110789,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 4.9, 4.1692307692307695)","(2.4, 3.15, 3.089)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 15.0)"
07-12-2022 19:16:23.305090,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 4.9, 4.6)","(2.4, 3.15, 2.6285714285714286)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 18.46153846153846)"
07-12-2022 19:16:24.434902,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 5.0, 4.6)","(2.4, 3.2, 2.6642857142857146)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 18.75)"
07-12-2022 19:16:25.495062,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 5.0, 4.6)","(2.4, 3.2, 2.8785714285714286)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 18.75)"
07-12-2022 19:16:26.477756,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 4.9, 4.1692307692307695)","(2.4, 3.2, 2.8785714285714286)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 18.75)"
07-12-2022 19:16:27.495594,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 4.9, 4.1692307692307695)","(2.4, 3.2, 2.5035714285714286)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 18.18181818181818)"
07-12-2022 19:16:28.588607,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 4.9, 4.6)","(2.4, 3.2, 2.8739999999999997)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 18.18181818181818)"
07-12-2022 19:16:29.780640,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 5.0, 4.6)","(2.4, 3.15, 3.0829999999999997)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 18.18181818181818)"
07-12-2022 19:16:31.028178,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 5.0, 4.1692307692307695)","(2.4, 3.15, 3.0869999999999997)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 18.18181818181818)"
07-12-2022 19:16:32.264957,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 4.9, 4.1692307692307695)","(2.4, 3.15, 2.6464285714285714)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 17.285714285714285)"
07-12-2022 19:16:33.363873,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 4.9, 4.1692307692307695)","(2.4, 3.2, 2.8511627906976744)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 17.285714285714285)"
07-12-2022 19:16:34.384899,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 4.9, 4.1692307692307695)","(2.4, 3.2, 2.8511627906976744)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 17.285714285714285)"
07-12-2022 19:16:35.416287,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 5.0, 4.6)","(2.4, 3.2, 2.890476190476191)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 13.333333333333334)"
07-12-2022 19:16:36.578419,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 5.0, 4.6)","(2.4, 3.2, 3.1047368421052632)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 17.142857142857142)"
07-12-2022 19:16:37.720338,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 5.0, 4.1692307692307695)","(2.4, 3.15, 2.986)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 17.285714285714285)"
07-12-2022 19:16:38.820158,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 4.9, 3.6608695652173915)","(2.4, 3.15, 3.002)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 18.1)"
07-12-2022 19:16:40.008653,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 4.9, 3.6608695652173915)","(2.4, 3.15, 3.111111111111111)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 18.733333333333334)"
07-12-2022 19:16:41.364409,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 4.9, 3.8444444444444446)","(2.4, 3.15, 2.9804878048780488)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 18.1)"
07-12-2022 19:16:42.633134,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 4.9, 4.6)","(2.4, 3.2, 2.8964285714285714)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:16:43.856339,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 5.0, 4.6)","(2.4, 3.2, 2.4592592592592593)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:16:45.103682,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 5.0, 4.6)","(2.4, 3.2, 3.0804761904761904)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:16:46.258341,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 5.0, 4.6)","(2.4, 3.15, 3.084285714285714)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:16:47.386124,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 4.9, 3.6608695652173915)","(2.4, 3.15, 3.008695652173913)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:16:48.508593,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 4.9, 3.6608695652173915)","(2.4, 3.15, 3.089)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:16:49.691489,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 4.9, 3.8444444444444446)","(2.4, 3.15, 3.093)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:16:50.977135,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 4.9, 4.6)","(2.4, 3.15, 2.854761904761905)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:16:52.527796,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 5.0, 4.6)","(2.4, 3.2, 2.7)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:16:53.921175,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 5.0, 4.6)","(2.4, 3.2, 2.9023809523809527)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:16:55.411287,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 5.0, 3.8444444444444446)","(2.4, 3.2, 3.0568181818181817)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:16:56.629965,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 4.9, 3.6608695652173915)","(2.4, 3.15, 3.0619047619047617)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:16:57.880486,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 4.9, 4.1692307692307695)","(2.4, 3.15, 2.9682926829268292)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:16:59.070708,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 4.9, 4.1692307692307695)","(2.4, 3.2, 2.9682926829268292)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:00.210717,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 5.0, 4.6)","(2.4, 3.2, 2.9926829268292683)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:01.347196,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 5.0, 4.6)","(2.4, 3.2, 3.1177777777777775)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:02.531458,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 5.0, 4.1692307692307695)","(2.4, 3.15, 2.70625)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:03.758466,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 4.9, 4.1692307692307695)","(2.4, 3.15, 2.70625)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:04.987239,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 4.9, 3.8444444444444446)","(2.4, 3.15, 3.008695652173913)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:06.196571,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 4.9, 4.1692307692307695)","(2.4, 3.15, 2.816279069767442)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:07.379702,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 4.9, 4.6)","(2.4, 3.2, 2.827906976744186)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:08.539853,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 5.0, 4.6)","(2.4, 3.2, 2.8511627906976744)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:09.564564,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 98.33333333333334)","(2.9, 5.0, 4.6)","(2.4, 3.2, 2.8511627906976744)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:10.642324,"(9.0, 19.0, 10.54)","(31.0, 340.0, 102.5)","(2.9, 5.0, 4.6)","(2.4, 3.2, 2.890476190476191)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:11.689116,"(9.0, 19.0, 10.54)","(31.0, 340.0, 102.5)","(2.9, 5.0, 3.8444444444444446)","(2.4, 3.2, 3.0785714285714283)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:12.870600,"(9.0, 19.0, 10.54)","(31.0, 340.0, 102.5)","(2.9, 4.9, 3.8444444444444446)","(2.4, 3.15, 3.0823809523809524)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:14.005808,"(9.0, 19.0, 10.54)","(31.0, 340.0, 102.5)","(2.9, 4.9, 3.8444444444444446)","(2.4, 3.15, 3.0789999999999997)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:15.196519,"(9.0, 19.0, 10.54)","(31.0, 340.0, 102.5)","(2.9, 4.9, 4.6)","(2.4, 3.15, 2.575)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:16.522618,"(9.0, 19.0, 10.54)","(31.0, 340.0, 102.5)","(2.9, 5.0, 4.6)","(2.4, 3.2, 2.539285714285714)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:17.622129,"(9.0, 19.0, 10.54)","(31.0, 340.0, 102.5)","(2.9, 5.0, 4.6)","(2.4, 3.2, 2.539285714285714)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:18.760239,"(9.0, 19.0, 10.54)","(31.0, 340.0, 102.5)","(2.9, 5.0, 4.1692307692307695)","(2.4, 3.2, 3.0869999999999997)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:20.094984,"(9.0, 19.0, 10.54)","(31.0, 340.0, 102.5)","(2.9, 4.9, 3.8444444444444446)","(2.4, 3.15, 2.9059999999999997)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:21.368292,"(9.0, 19.0, 10.54)","(31.0, 340.0, 102.5)","(2.9, 4.9, 3.8444444444444446)","(2.4, 3.15, 3.0949999999999998)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:22.606288,"(9.0, 19.0, 10.54)","(31.0, 340.0, 102.5)","(2.9, 4.9, 4.1692307692307695)","(2.4, 3.15, 3.0949999999999998)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:23.910847,"(9.0, 19.0, 10.54)","(31.0, 340.0, 102.5)","(2.9, 4.9, 4.6)","(2.4, 3.15, 2.8511627906976744)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:25.175909,"(9.0, 19.0, 10.54)","(31.0, 340.0, 112.0)","(2.9, 5.0, 4.6)","(2.4, 3.2, 2.8666666666666667)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:26.280019,"(9.0, 19.0, 10.54)","(31.0, 340.0, 112.0)","(2.9, 5.0, 4.6)","(2.4, 3.2, 2.8666666666666667)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:27.232188,"(9.0, 19.0, 10.54)","(31.0, 340.0, 112.0)","(2.9, 5.0, 4.6)","(2.4, 3.2, 2.890476190476191)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:28.398806,"(9.0, 19.0, 10.54)","(31.0, 340.0, 112.0)","(2.9, 4.9, 3.6608695652173915)","(2.4, 3.15, 3.1047368421052632)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:29.497769,"(9.0, 19.0, 10.54)","(31.0, 340.0, 112.0)","(2.9, 4.9, 3.6608695652173915)","(2.4, 3.15, 3.1089473684210525)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:30.687719,"(9.0, 19.0, 10.54)","(31.0, 340.0, 112.0)","(2.9, 4.9, 3.6608695652173915)","(2.4, 3.15, 2.8249999999999997)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:31.780688,"(9.0, 19.0, 10.54)","(31.0, 340.0, 112.0)","(2.9, 4.9, 4.1692307692307695)","(2.4, 3.2, 2.9560975609756097)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:32.837872,"(9.0, 19.0, 10.54)","(31.0, 340.0, 112.0)","(2.9, 4.9, 4.1692307692307695)","(2.4, 3.2, 2.9560975609756097)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:34.075921,"(9.0, 19.0, 10.54)","(31.0, 340.0, 112.0)","(2.9, 5.0, 4.1692307692307695)","(2.4, 3.15, 3.1155555555555554)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:35.385998,"(9.0, 19.0, 10.54)","(31.0, 340.0, 112.0)","(2.9, 4.9, 4.1692307692307695)","(2.4, 3.15, 3.12)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:36.606857,"(9.0, 19.0, 10.54)","(31.0, 340.0, 112.0)","(2.9, 4.9, 3.8444444444444446)","(2.4, 3.15, 2.756818181818182)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:37.812541,"(9.0, 19.0, 10.54)","(31.0, 340.0, 112.0)","(2.9, 4.9, 3.8444444444444446)","(2.4, 3.2, 2.756818181818182)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:39.003159,"(9.0, 19.0, 10.54)","(31.0, 340.0, 112.0)","(2.9, 4.9, 3.8444444444444446)","(2.4, 3.2, 2.7795454545454548)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:40.096179,"(9.0, 19.0, 10.54)","(31.0, 340.0, 112.0)","(2.9, 4.9, 4.1692307692307695)","(2.4, 3.2, 2.816279069767442)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:41.230139,"(9.0, 19.0, 10.54)","(31.0, 340.0, 112.0)","(2.9, 4.9, 4.1692307692307695)","(2.4, 3.2, 3.093)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:42.391645,"(9.0, 19.0, 10.54)","(31.0, 340.0, 112.0)","(2.9, 5.0, 4.6)","(2.4, 3.15, 2.9299999999999997)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:43.484900,"(9.0, 19.0, 10.54)","(31.0, 340.0, 112.0)","(2.9, 5.0, 4.6)","(2.4, 3.15, 2.9299999999999997)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:44.776493,"(9.0, 19.0, 10.54)","(31.0, 340.0, 112.0)","(2.9, 4.9, 4.1692307692307695)","(2.4, 3.15, 2.7795454545454548)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:45.841205,"(9.0, 19.0, 10.54)","(31.0, 340.0, 112.0)","(2.9, 4.9, 4.6)","(2.4, 3.2, 2.7930232558139534)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:47.177796,"(9.0, 19.0, 10.54)","(31.0, 340.0, 112.0)","(2.9, 5.0, 4.6)","(2.4, 3.2, 3.0823809523809524)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:48.438483,"(9.0, 19.0, 10.54)","(31.0, 340.0, 112.0)","(2.9, 5.0, 4.6)","(2.4, 3.15, 2.8739999999999997)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:49.681937,"(9.0, 19.0, 10.54)","(31.0, 340.0, 112.0)","(2.9, 5.0, 4.1692307692307695)","(2.4, 3.15, 2.8899999999999997)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:51.031512,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 112.0)","(2.9, 4.9, 3.8444444444444446)","(2.4, 3.15, 2.9139999999999997)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:52.329599,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 112.0)","(2.9, 4.9, 3.8444444444444446)","(2.4, 3.15, 3.0804761904761904)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:53.489116,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 112.0)","(2.9, 4.9, 4.6)","(2.4, 3.15, 2.7795454545454548)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:54.627162,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 112.0)","(2.9, 5.0, 4.6)","(2.4, 3.2, 2.814583333333333)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:55.739206,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 112.0)","(2.9, 5.0, 4.6)","(2.4, 3.2, 2.7930232558139534)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:56.847937,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 112.0)","(2.9, 5.0, 4.6)","(2.4, 3.2, 2.7930232558139534)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:57.892898,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 112.0)","(2.9, 4.9, 4.1692307692307695)","(2.4, 3.2, 3.089)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:17:58.997462,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 112.0)","(2.9, 4.9, 3.6608695652173915)","(2.4, 3.15, 3.085)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:18:00.073295,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 112.0)","(2.9, 4.9, 3.6608695652173915)","(2.4, 3.15, 2.8979999999999997)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:18:01.154254,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 112.0)","(2.9, 4.9, 3.8444444444444446)","(2.4, 3.15, 2.8819999999999997)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:18:02.282319,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 116.0)","(2.9, 4.9, 4.6)","(2.4, 3.15, 3.119047619047619)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
07-12-2022 19:18:03.346220,"(9.0, 19.0, 10.027272727272727)","(31.0, 340.0, 116.0)","(2.9, 5.0, 4.6)","(2.4, 3.15, 3.1209523809523807)","(4.6, 7.6, 7.266666666666666)","(11.0, 25.0, 16.666666666666668)","(10.0, 20.0, 16.2)"
