,Boomer Shannon,Onya Sonya,Limousine Cheeky,Wellsaidmylady,Lady Rockabellum,Magic Tulhurst,Our Redemption,Special Spin
07-12-2022 20:17:58.677110,"(5.0, 6.6, 6.20655737704918)","(101.0, 730.0, 612.2222222222222)","(4.2, 4.7, 4.609090909090909)","(12.0, 19.5, 19.125)","(8.0, 9.4, 8.971428571428572)","(19.0, 48.0, 29.666666666666668)","(2.8, 4.1, 4.064285714285714)","(4.6, 5.7, 5.45)"
07-12-2022 20:18:00.100575,"(5.0, 6.6, 6.20655737704918)","(101.0, 730.0, 581.4285714285714)","(4.0, 4.7, 4.476923076923077)","(12.0, 19.5, 19.125)","(8.0, 9.4, 8.971428571428572)","(19.0, 48.0, 29.666666666666668)","(3.0, 4.1, 4.064285714285714)","(4.4, 5.7, 5.45)"
07-12-2022 20:18:01.505623,"(5.0, 6.6, 6.20655737704918)","(101.0, 730.0, 446.3636363636364)","(4.0, 4.6, 4.4222222222222225)","(12.0, 19.5, 17.272727272727273)","(8.0, 9.4, 9.040000000000001)","(19.0, 48.0, 32.666666666666664)","(3.0, 4.1, 4.083333333333333)","(4.4, 5.7, 5.35)"
07-12-2022 20:18:02.987043,"(5.0, 6.6, 6.20655737704918)","(101.0, 730.0, 446.3636363636364)","(4.0, 4.6, 4.52)","(12.0, 20.0, 17.2)","(8.0, 9.4, 9.040000000000001)","(19.0, 46.0, 32.0)","(3.0, 4.1, 4.083333333333333)","(4.4, 5.6, 5.433333333333333)"
07-12-2022 20:18:04.381937,"(5.0, 6.6, 6.20655737704918)","(101.0, 830.0, 554.0)","(4.0, 4.6, 4.9)","(12.0, 20.0, 17.833333333333332)","(8.0, 9.4, 9.040000000000001)","(19.0, 44.0, 32.0)","(3.0, 4.1, 4.0)","(4.4, 5.6, 5.225)"
07-12-2022 20:18:05.740789,"(5.0, 6.6, 6.20655737704918)","(101.0, 790.0, 554.0)","(4.0, 5.0, 4.866666666666667)","(12.0, 19.5, 17.5)","(8.0, 9.4, 8.96)","(19.0, 44.0, 32.0)","(3.0, 4.1, 4.0)","(4.4, 5.6, 5.3)"
07-12-2022 20:18:07.130448,"(5.0, 6.6, 6.20655737704918)","(101.0, 790.0, 548.0)","(4.0, 5.0, 4.566666666666667)","(12.0, 19.5, 14.9)","(8.0, 9.2, 8.96)","(19.0, 44.0, 32.0)","(3.0, 4.1, 4.0)","(4.4, 5.5, 5.166666666666666)"
07-12-2022 20:18:08.353225,"(5.0, 6.6, 6.20655737704918)","(101.0, 780.0, 548.0)","(4.0, 4.9, 4.533333333333333)","(12.0, 15.5, 15.076923076923077)","(8.0, 9.2, 8.96)","(19.0, 44.0, 32.666666666666664)","(3.0, 4.1, 4.072222222222222)","(4.4, 5.5, 5.3)"
07-12-2022 20:18:09.617139,"(5.0, 6.6, 6.20655737704918)","(101.0, 780.0, 635.0)","(4.0, 4.8, 4.588888888888889)","(12.0, 16.0, 15.076923076923077)","(8.0, 9.2, 8.96)","(19.0, 44.0, 31.333333333333332)","(3.0, 4.1, 4.05)","(4.4, 5.5, 5.633333333333334)"
07-12-2022 20:18:10.897644,"(5.0, 6.6, 6.20655737704918)","(101.0, 760.0, 530.0)","(4.0, 4.7, 4.588888888888889)","(12.0, 16.0, 14.647058823529411)","(8.0, 9.2, 8.96)","(19.0, 44.0, 31.333333333333332)","(3.0, 4.1, 4.083333333333333)","(4.4, 5.9, 5.4625)"
07-12-2022 20:18:12.173709,"(5.0, 6.6, 6.20655737704918)","(101.0, 750.0, 524.0)","(4.0, 4.7, 4.511111111111111)","(12.0, 16.0, 14.647058823529411)","(8.0, 9.2, 8.96)","(19.0, 44.0, 31.333333333333332)","(3.0, 4.1, 4.05)","(4.4, 5.9, 5.550000000000001)"
07-12-2022 20:18:13.466949,"(5.0, 6.6, 6.20655737704918)","(101.0, 740.0, 402.5)","(4.0, 4.6, 4.527272727272727)","(11.0, 16.0, 15.061224489795919)","(8.0, 9.2, 8.85)","(19.0, 44.0, 32.0)","(3.1, 4.1, 4.083333333333333)","(4.4, 5.9, 5.385714285714285)"
07-12-2022 20:18:14.929064,"(5.0, 6.6, 6.20655737704918)","(101.0, 740.0, 578.5714285714286)","(4.0, 4.6, 4.527272727272727)","(11.0, 16.0, 15.51063829787234)","(8.0, 9.0, 8.85)","(19.0, 44.0, 36.4)","(3.1, 4.1, 4.05)","(4.4, 5.9, 5.385714285714285)"
07-12-2022 20:18:16.295218,"(5.0, 6.6, 6.20655737704918)","(101.0, 730.0, 578.5714285714286)","(4.0, 4.6, 4.92)","(12.0, 16.0, 15.51086956521739)","(8.0, 9.0, 8.695238095238095)","(19.0, 44.0, 40.2)","(3.1, 4.1, 4.0852941176470585)","(4.4, 5.9, 5.7)"
07-12-2022 20:18:17.729103,"(5.0, 6.6, 6.20655737704918)","(101.0, 730.0, 578.5714285714286)","(4.0, 5.0, 4.65)","(12.0, 16.0, 15.51086956521739)","(8.0, 9.0, 8.695238095238095)","(19.0, 44.0, 35.0)","(3.1, 4.1, 4.033333333333333)","(4.4, 5.8, 5.384615384615385)"
07-12-2022 20:18:19.309451,"(5.0, 6.6, 6.20655737704918)","(101.0, 730.0, 578.5714285714286)","(4.0, 5.0, 4.5)","(12.0, 16.0, 12.785714285714286)","(8.0, 9.0, 8.695238095238095)","(17.0, 44.0, 38.85714285714286)","(3.1, 4.1, 4.033333333333333)","(4.4, 6.0, 5.800000000000001)"
07-12-2022 20:18:20.869846,"(5.0, 6.6, 6.4032786885245905)","(101.0, 730.0, 578.5714285714286)","(4.0, 4.9, 4.733333333333333)","(12.0, 16.0, 14.043478260869565)","(8.0, 9.0, 8.709090909090909)","(17.0, 44.0, 35.5)","(3.1, 4.1, 4.083333333333333)","(4.4, 5.9, 5.002040816326531)"
07-12-2022 20:18:22.180353,"(5.0, 6.6, 6.4032786885245905)","(101.0, 730.0, 578.5714285714286)","(3.8, 4.8, 4.944444444444445)","(12.0, 16.0, 13.87037037037037)","(7.5, 9.0, 8.511111111111111)","(18.0, 44.0, 35.5)","(3.2, 4.1, 4.0625)","(4.4, 5.1, 5.5538461538461545)"
07-12-2022 20:18:23.546697,"(5.0, 6.6, 6.230769230769231)","(101.0, 730.0, 578.5714285714286)","(3.8, 5.0, 4.88)","(12.0, 16.0, 14.23076923076923)","(7.5, 8.6, 8.527272727272727)","(18.0, 44.0, 34.5)","(3.2, 4.1, 4.033333333333333)","(4.4, 5.9, 5.3235294117647065)"
07-12-2022 20:18:24.858800,"(5.0, 6.6, 6.230769230769231)","(101.0, 730.0, 578.5714285714286)","(3.8, 5.0, 4.733333333333333)","(12.0, 16.0, 14.333333333333334)","(7.5, 8.8, 8.5)","(18.0, 42.0, 34.5)","(3.2, 4.1, 4.033333333333333)","(4.4, 5.9, 5.675)"
07-12-2022 20:18:26.062940,"(5.0, 6.6, 6.230769230769231)","(101.0, 730.0, 578.5714285714286)","(3.8, 4.9, 4.64)","(12.0, 16.0, 14.333333333333334)","(7.5, 8.8, 8.5)","(18.0, 42.0, 33.5)","(3.2, 4.1, 4.033333333333333)","(4.4, 5.8, 5.728571428571429)"
07-12-2022 20:18:27.220532,"(5.0, 6.6, 6.230769230769231)","(101.0, 730.0, 578.5714285714286)","(3.8, 4.8, 4.6)","(12.0, 16.0, 14.333333333333334)","(7.5, 8.8, 8.32)","(18.0, 40.0, 33.5)","(3.2, 4.1, 4.033333333333333)","(4.4, 5.8, 5.341176470588236)"
07-12-2022 20:18:28.480500,"(5.0, 6.6, 6.230769230769231)","(101.0, 730.0, 578.5714285714286)","(3.8, 4.8, 4.6)","(12.0, 16.0, 14.333333333333334)","(7.5, 8.8, 8.10909090909091)","(19.0, 40.0, 33.5)","(3.2, 4.1, 4.033333333333333)","(4.4, 6.0, 5.346666666666667)"
07-12-2022 20:18:29.674314,"(5.0, 6.6, 6.230769230769231)","(101.0, 730.0, 578.5714285714286)","(3.8, 4.7, 4.6)","(12.0, 16.0, 14.333333333333334)","(7.5, 8.6, 8.5)","(19.0, 40.0, 33.5)","(3.2, 4.1, 4.033333333333333)","(4.4, 6.0, 5.550000000000001)"
07-12-2022 20:18:30.881090,"(5.0, 6.6, 6.230769230769231)","(101.0, 730.0, 578.5714285714286)","(3.8, 4.7, 4.6)","(12.0, 16.0, 14.333333333333334)","(7.5, 8.6, 8.25)","(19.0, 40.0, 34.5)","(3.2, 4.1, 4.033333333333333)","(4.4, 5.9, 5.3545454545454545)"
07-12-2022 20:18:32.098084,"(5.0, 6.6, 6.230769230769231)","(101.0, 760.0, 666.6666666666666)","(3.8, 4.7, 4.7)","(12.0, 16.0, 14.333333333333334)","(7.5, 8.6, 8.18)","(19.0, 42.0, 34.5)","(3.2, 4.1, 4.033333333333333)","(4.4, 5.9, 5.3999999999999995)"
07-12-2022 20:18:33.286843,"(5.0, 6.6, 6.230769230769231)","(101.0, 760.0, 666.6666666666666)","(3.8, 5.0, 4.7)","(12.0, 16.0, 14.333333333333334)","(7.5, 8.6, 8.226666666666667)","(19.0, 42.0, 34.5)","(3.2, 4.1, 4.033333333333333)","(4.4, 5.8, 5.3125)"
07-12-2022 20:18:34.500750,"(5.0, 6.6, 6.230769230769231)","(101.0, 760.0, 666.6666666666666)","(3.8, 5.0, 4.7)","(12.0, 16.0, 14.333333333333334)","(7.5, 8.6, 8.226666666666667)","(19.0, 42.0, 34.5)","(3.2, 4.1, 4.033333333333333)","(4.4, 5.8, 5.6)"
07-12-2022 20:18:35.761802,"(5.0, 6.6, 6.230769230769231)","(101.0, 760.0, 475.0)","(3.8, 5.0, 4.66)","(12.0, 16.0, 14.333333333333334)","(7.5, 8.6, 8.3375)","(19.0, 42.0, 34.5)","(3.2, 4.1, 4.033333333333333)","(4.4, 5.7, 5.245283018867925)"
07-12-2022 20:18:36.989851,"(5.0, 6.6, 6.230769230769231)","(101.0, 750.0, 475.0)","(3.8, 4.9, 4.66)","(12.0, 16.0, 14.333333333333334)","(7.5, 8.6, 8.4)","(19.0, 42.0, 39.5)","(3.2, 4.1, 4.066666666666666)","(4.4, 6.0, 5.336363636363637)"
07-12-2022 20:18:38.112350,"(5.0, 6.6, 6.252941176470588)","(101.0, 750.0, 364.2857142857143)","(3.8, 5.0, 4.8)","(12.0, 16.0, 15.134615384615385)","(7.5, 8.6, 8.4)","(19.0, 42.0, 35.5)","(3.2, 4.3, 4.066666666666666)","(4.4, 5.7, 5.357142857142857)"
07-12-2022 20:18:39.247085,"(5.0, 6.6, 6.252941176470588)","(101.0, 750.0, 632.2222222222222)","(3.8, 4.9, 4.757142857142857)","(12.0, 16.0, 15.166666666666666)","(7.5, 8.6, 8.4)","(19.0, 42.0, 35.5)","(3.2, 4.3, 4.1499999999999995)","(4.4, 5.7, 5.336363636363637)"
07-12-2022 20:18:40.395067,"(5.0, 6.6, 6.252941176470588)","(101.0, 750.0, 632.2222222222222)","(3.8, 4.9, 4.811111111111112)","(12.0, 16.0, 15.166666666666666)","(7.5, 8.6, 8.4)","(19.0, 42.0, 35.5)","(3.2, 4.3, 4.1499999999999995)","(4.4, 5.7, 5.45)"
07-12-2022 20:18:41.598566,"(5.0, 6.6, 6.252941176470588)","(101.0, 750.0, 632.2222222222222)","(4.0, 4.9, 4.9375)","(12.0, 16.0, 15.166666666666666)","(7.5, 8.6, 8.4)","(19.0, 42.0, 35.5)","(3.1, 4.3, 4.02202380952381)","(4.4, 5.7, 5.35)"
07-12-2022 20:18:42.827655,"(5.0, 6.6, 6.23125)","(101.0, 750.0, 538.0)","(4.0, 5.0, 4.9375)","(12.0, 16.0, 15.1)","(7.5, 8.6, 8.36)","(19.0, 42.0, 35.5)","(3.1, 4.5, 4.06)","(4.4, 5.7, 5.425)"
07-12-2022 20:18:44.104017,"(5.0, 6.6, 6.23125)","(101.0, 750.0, 632.2222222222222)","(3.8, 5.0, 4.9375)","(12.0, 16.0, 15.1)","(7.5, 8.6, 8.36)","(19.0, 42.0, 31.166666666666668)","(3.2, 4.3, 4.1499999999999995)","(4.4, 5.6, 5.075)"
07-12-2022 20:18:45.312888,"(5.0, 6.6, 6.23125)","(101.0, 750.0, 632.2222222222222)","(3.8, 5.0, 4.811111111111112)","(12.0, 16.0, 15.1)","(7.5, 8.6, 8.4)","(19.0, 42.0, 34.5)","(3.2, 4.3, 4.02202380952381)","(4.4, 5.6, 5.35)"
07-12-2022 20:18:46.536835,"(5.0, 6.6, 6.252941176470588)","(101.0, 750.0, 632.2222222222222)","(3.8, 4.9, 4.811111111111112)","(12.0, 16.0, 15.021739130434783)","(7.5, 8.6, 8.36)","(19.0, 40.0, 30.833333333333332)","(3.2, 4.5, 3.931168831168831)","(4.4, 5.5, 5.269230769230769)"
07-12-2022 20:18:47.726692,"(5.0, 6.6, 6.23125)","(101.0, 750.0, 418.75)","(3.8, 4.9, 4.9375)","(12.0, 16.0, 14.563829787234043)","(7.5, 8.6, 8.36)","(19.0, 40.0, 30.833333333333332)","(3.2, 4.5, 4.316666666666667)","(4.4, 5.5, 5.166666666666667)"
07-12-2022 20:18:48.998597,"(5.0, 6.6, 6.23125)","(101.0, 750.0, 364.2857142857143)","(3.8, 5.0, 4.9375)","(12.0, 16.0, 12.170212765957446)","(7.5, 8.6, 8.36)","(19.0, 40.0, 30.0)","(3.2, 4.4, 4.05)","(4.4, 5.5, 5.415384615384616)"
07-12-2022 20:18:50.169948,"(5.0, 6.6, 6.23125)","(101.0, 750.0, 364.2857142857143)","(3.8, 5.0, 4.9375)","(12.0, 16.0, 13.5)","(7.5, 8.6, 8.36)","(19.0, 40.0, 30.0)","(3.2, 4.4, 4.05)","(4.4, 5.9, 5.3)"
07-12-2022 20:18:51.298191,"(5.0, 6.6, 6.23125)","(101.0, 740.0, 475.0)","(3.8, 5.0, 4.811111111111112)","(12.0, 15.5, 13.318181818181818)","(7.5, 8.6, 8.36)","(19.0, 40.0, 30.0)","(3.2, 4.3, 4.05)","(4.4, 5.8, 5.326666666666667)"
07-12-2022 20:18:52.449842,"(5.0, 6.6, 6.23125)","(101.0, 740.0, 475.0)","(3.8, 4.9, 4.9375)","(12.0, 15.5, 13.785714285714285)","(7.5, 8.6, 8.4)","(19.0, 40.0, 35.0)","(3.2, 4.3, 4.2)","(4.4, 5.7, 5.449999999999999)"
07-12-2022 20:18:53.743573,"(5.0, 6.6, 6.252941176470588)","(101.0, 740.0, 475.0)","(3.8, 5.0, 4.9375)","(12.0, 15.5, 13.884615384615385)","(7.5, 8.6, 8.36)","(19.0, 40.0, 30.833333333333332)","(3.2, 4.3, 3.957432432432433)","(4.4, 5.6, 5.15)"
07-12-2022 20:18:55.002420,"(5.0, 6.6, 6.23125)","(101.0, 750.0, 364.2857142857143)","(3.8, 5.0, 4.9375)","(12.0, 15.5, 13.884615384615385)","(7.5, 8.6, 8.36)","(19.0, 40.0, 30.833333333333332)","(3.2, 4.5, 4.025)","(4.4, 5.6, 5.225)"
07-12-2022 20:18:56.244431,"(5.0, 6.6, 6.23125)","(101.0, 750.0, 364.2857142857143)","(3.8, 5.0, 4.9375)","(12.0, 15.5, 14.0)","(7.5, 8.6, 8.36)","(19.0, 40.0, 30.833333333333332)","(3.2, 4.4, 4.1466666666666665)","(4.4, 5.6, 5.2555555555555555)"
07-12-2022 20:18:57.465674,"(5.5, 6.6, 6.2253968253968255)","(101.0, 750.0, 364.2857142857143)","(3.9, 5.0, 4.9375)","(11.0, 15.5, 14.0)","(7.0, 8.6, 8.4)","(20.0, 40.0, 30.833333333333332)","(3.2, 4.2, 4.0)","(4.4, 5.7, 5.4)"
07-12-2022 20:18:58.619254,"(5.5, 6.6, 6.029032258064516)","(101.0, 750.0, 364.2857142857143)","(3.9, 5.0, 4.9375)","(11.0, 15.5, 14.0)","(7.0, 8.6, 8.4)","(20.0, 40.0, 30.5)","(3.2, 4.2, 4.0888888888888895)","(4.4, 5.7, 5.4)"
07-12-2022 20:18:59.765399,"(5.5, 6.6, 6.029032258064516)","(101.0, 750.0, 364.2857142857143)","(3.9, 5.0, 4.942857142857143)","(11.0, 15.5, 14.136363636363637)","(7.0, 8.6, 8.4)","(20.0, 38.0, 30.5)","(3.2, 4.2, 4.2615384615384615)","(4.4, 5.7, 5.442857142857143)"
07-12-2022 20:19:01.035375,"(5.5, 6.6, 6.0636363636363635)","(101.0, 750.0, 364.2857142857143)","(3.9, 5.0, 4.94)","(11.0, 15.5, 14.818181818181818)","(7.0, 8.6, 8.4)","(20.0, 38.0, 32.375)","(3.2, 4.4, 4.1454545454545455)","(4.4, 5.7, 5.35)"
07-12-2022 20:19:02.301613,"(5.5, 6.6, 6.0636363636363635)","(101.0, 750.0, 364.2857142857143)","(3.9, 5.0, 4.94)","(11.0, 15.5, 14.2)","(7.0, 8.6, 8.4)","(20.0, 38.0, 28.833333333333332)","(3.2, 4.4, 4.266666666666667)","(4.4, 5.6, 5.281818181818181)"
07-12-2022 20:19:03.388078,"(5.5, 6.6, 6.0636363636363635)","(101.0, 750.0, 364.2857142857143)","(3.9, 5.0, 4.94)","(11.0, 16.0, 14.043478260869565)","(7.0, 8.6, 8.4)","(20.0, 38.0, 30.142857142857142)","(3.2, 4.4, 4.32)","(4.4, 5.6, 5.29047619047619)"
07-12-2022 20:19:04.478449,"(5.5, 6.6, 6.0636363636363635)","(101.0, 730.0, 470.0)","(3.9, 5.0, 4.9)","(11.0, 16.0, 14.563829787234043)","(7.0, 8.6, 8.257142857142856)","(20.0, 38.0, 33.0)","(3.2, 4.4, 4.25)","(4.4, 5.6, 5.257142857142857)"
07-12-2022 20:19:05.542096,"(5.5, 6.6, 6.213114754098361)","(101.0, 720.0, 380.0)","(3.9, 5.0, 4.9)","(11.0, 16.0, 14.563829787234043)","(7.0, 8.6, 8.257142857142856)","(20.0, 36.0, 33.54545454545455)","(3.2, 4.4, 4.185714285714286)","(4.4, 5.6, 5.550000000000001)"
07-12-2022 20:19:06.563969,"(5.5, 6.6, 6.213114754098361)","(101.0, 720.0, 380.0)","(3.9, 5.0, 4.9)","(11.0, 16.0, 14.563829787234043)","(7.0, 8.6, 8.257142857142856)","(20.0, 36.0, 33.54545454545455)","(3.2, 4.4, 4.185714285714286)","(4.4, 5.9, 5.316666666666666)"
07-12-2022 20:19:07.571840,"(5.5, 6.6, 6.213114754098361)","(101.0, 720.0, 380.0)","(3.9, 5.0, 4.9)","(11.0, 16.0, 14.676470588235293)","(7.0, 8.6, 8.257142857142856)","(20.0, 36.0, 33.54545454545455)","(3.2, 4.4, 4.175000000000001)","(4.4, 5.9, 5.6)"
07-12-2022 20:19:08.589023,"(5.5, 6.6, 6.213114754098361)","(101.0, 720.0, 380.0)","(3.9, 5.0, 4.9)","(11.0, 16.0, 14.563829787234043)","(7.0, 8.6, 8.257142857142856)","(20.0, 36.0, 33.54545454545455)","(3.2, 4.4, 4.271428571428571)","(4.4, 5.8, 5.425)"
07-12-2022 20:19:09.630040,"(5.5, 6.6, 6.213114754098361)","(101.0, 710.0, 460.0)","(3.9, 5.0, 4.9)","(11.0, 16.0, 14.563829787234043)","(7.0, 8.6, 8.257142857142856)","(20.0, 36.0, 34.2)","(3.3, 4.3, 4.05)","(4.4, 5.8, 5.425)"
07-12-2022 20:19:11.000177,"(5.5, 6.6, 6.213114754098361)","(101.0, 710.0, 540.0)","(3.9, 5.0, 4.866666666666666)","(11.0, 16.0, 14.563829787234043)","(7.0, 9.0, 8.257142857142856)","(20.0, 36.0, 34.2)","(3.3, 4.3, 4.05)","(4.4, 5.8, 5.45)"
07-12-2022 20:19:12.091598,"(5.5, 6.6, 6.213114754098361)","(101.0, 700.0, 540.0)","(3.9, 5.0, 4.866666666666666)","(11.0, 16.0, 14.563829787234043)","(7.0, 9.0, 8.257142857142856)","(20.0, 36.0, 34.2)","(3.3, 4.3, 4.05)","(4.4, 5.7, 5.239130434782608)"
07-12-2022 20:19:13.417785,"(5.5, 6.6, 6.213114754098361)","(101.0, 690.0, 533.3333333333333)","(3.9, 5.0, 4.866666666666666)","(11.0, 16.0, 14.563829787234043)","(7.0, 9.0, 8.257142857142856)","(20.0, 36.0, 34.2)","(3.3, 4.3, 4.007142857142857)","(4.4, 5.5, 5.239130434782608)"
07-12-2022 20:19:15.007895,"(5.5, 6.8, 6.44)","(101.0, 690.0, 601.6666666666666)","(3.9, 5.0, 4.866666666666666)","(11.0, 16.0, 14.563829787234043)","(7.0, 9.0, 8.257142857142856)","(20.0, 36.0, 33.75)","(3.3, 4.4, 4.066666666666666)","(4.4, 5.5, 5.239130434782608)"
07-12-2022 20:19:16.355281,"(5.5, 6.8, 6.44)","(101.0, 680.0, 531.4285714285714)","(3.9, 5.0, 4.866666666666666)","(11.0, 16.0, 14.563829787234043)","(7.0, 9.0, 8.257142857142856)","(20.0, 36.0, 33.75)","(3.3, 4.4, 4.05)","(4.4, 5.5, 5.221212121212121)"
07-12-2022 20:19:18.004777,"(5.5, 6.8, 6.44)","(101.0, 660.0, 531.4285714285714)","(3.9, 5.0, 4.866666666666666)","(11.0, 16.0, 14.566666666666666)","(7.0, 9.0, 8.257142857142856)","(20.0, 36.0, 33.75)","(3.3, 4.4, 4.05)","(4.4, 5.5, 5.233333333333333)"
07-12-2022 20:19:19.588133,"(5.5, 6.8, 6.44)","(101.0, 660.0, 531.4285714285714)","(3.9, 5.0, 4.9222222222222225)","(11.0, 16.0, 15.065217391304348)","(7.0, 9.0, 8.28)","(20.0, 36.0, 33.75)","(3.3, 4.4, 4.166666666666667)","(4.4, 5.5, 5.192307692307692)"
07-12-2022 20:19:20.815457,"(5.5, 6.8, 6.44)","(101.0, 660.0, 531.4285714285714)","(3.9, 5.0, 4.9222222222222225)","(11.0, 16.0, 15.073170731707316)","(7.0, 9.0, 8.257142857142856)","(20.0, 36.0, 33.75)","(3.3, 4.3, 4.14)","(4.4, 5.5, 5.192307692307692)"
07-12-2022 20:19:22.028554,"(5.5, 6.8, 6.44)","(101.0, 690.0, 610.0)","(3.9, 5.0, 4.9)","(11.0, 16.0, 15.073170731707316)","(7.0, 9.0, 8.257142857142856)","(20.0, 36.0, 33.75)","(3.3, 4.3, 4.105714285714285)","(4.4, 5.5, 5.17741935483871)"
07-12-2022 20:19:23.235530,"(5.5, 6.8, 6.44)","(101.0, 690.0, 610.0)","(3.9, 5.0, 4.9)","(11.0, 16.0, 15.073170731707316)","(7.0, 9.0, 8.257142857142856)","(20.0, 36.0, 33.75)","(3.3, 4.5, 4.175)","(4.4, 5.5, 5.1)"
07-12-2022 20:19:24.383207,"(5.5, 6.8, 6.44)","(101.0, 690.0, 610.0)","(3.9, 5.0, 4.75)","(11.0, 16.0, 15.038461538461538)","(7.0, 9.0, 8.257142857142856)","(20.0, 36.0, 33.75)","(3.3, 4.4, 4.175)","(4.4, 5.5, 5.1)"
07-12-2022 20:19:25.463829,"(5.5, 6.8, 6.44)","(101.0, 690.0, 610.0)","(3.9, 4.9, 4.75)","(11.0, 15.5, 15.038461538461538)","(7.0, 9.0, 8.28)","(20.0, 36.0, 33.75)","(3.3, 4.4, 4.175)","(4.4, 5.5, 5.1)"
07-12-2022 20:19:26.624724,"(5.5, 6.8, 6.44)","(101.0, 690.0, 610.0)","(3.9, 4.9, 4.75)","(11.0, 15.5, 15.038461538461538)","(7.0, 9.0, 8.28)","(20.0, 36.0, 33.75)","(3.3, 4.4, 4.16)","(4.4, 5.5, 5.1)"
07-12-2022 20:19:27.748179,"(5.5, 6.8, 6.44)","(101.0, 690.0, 610.0)","(3.9, 4.9, 4.795833333333333)","(11.0, 15.5, 15.038461538461538)","(7.0, 9.0, 8.28)","(20.0, 36.0, 33.75)","(3.3, 4.4, 4.14)","(4.4, 5.5, 5.1)"
07-12-2022 20:19:28.898117,"(5.5, 6.8, 6.44)","(101.0, 690.0, 610.0)","(3.9, 4.9, 4.614285714285715)","(11.0, 15.5, 15.166666666666666)","(7.0, 9.0, 8.28)","(20.0, 36.0, 33.75)","(3.3, 4.3, 4.14)","(4.4, 5.5, 5.0576923076923075)"
07-12-2022 20:19:29.998142,"(5.5, 6.8, 6.44)","(101.0, 690.0, 610.0)","(3.9, 4.9, 4.614285714285715)","(11.0, 15.5, 15.166666666666666)","(7.0, 9.0, 8.207142857142857)","(20.0, 36.0, 33.75)","(3.3, 4.3, 4.14)","(4.4, 5.5, 5.0576923076923075)"
07-12-2022 20:19:31.118333,"(5.5, 6.8, 6.44)","(101.0, 690.0, 610.0)","(3.9, 4.9, 4.66)","(12.0, 15.5, 14.642857142857142)","(7.0, 8.6, 8.329411764705883)","(20.0, 36.0, 33.0)","(3.3, 4.3, 4.105797101449275)","(4.4, 5.5, 5.146153846153846)"
07-12-2022 20:19:32.550355,"(5.5, 6.8, 6.44)","(101.0, 690.0, 610.0)","(3.9, 4.9, 4.66)","(12.0, 16.0, 14.642857142857142)","(7.0, 8.4, 8.329411764705883)","(20.0, 36.0, 29.25)","(3.3, 4.5, 4.25)","(4.4, 5.5, 5.0576923076923075)"
07-12-2022 20:19:33.688112,"(5.5, 6.8, 6.44)","(101.0, 690.0, 610.0)","(3.9, 4.9, 4.7)","(12.0, 16.0, 14.642857142857142)","(7.0, 8.4, 8.25)","(20.0, 36.0, 33.0)","(3.3, 4.4, 4.3)","(4.4, 5.5, 5.026086956521739)"
07-12-2022 20:19:35.091101,"(5.5, 6.8, 6.44)","(101.0, 790.0, 462.8571428571429)","(3.9, 4.9, 4.75)","(12.0, 16.0, 14.676470588235293)","(7.0, 8.4, 8.16)","(20.0, 34.0, 31.0)","(3.3, 4.4, 4.135294117647058)","(4.4, 5.2, 5.026086956521739)"
07-12-2022 20:19:36.384623,"(5.5, 6.8, 6.44)","(101.0, 800.0, 462.8571428571429)","(3.9, 4.9, 4.728571428571429)","(12.0, 16.0, 14.676470588235293)","(7.0, 8.4, 8.2)","(20.0, 34.0, 30.25)","(3.3, 4.5, 4.28)","(4.4, 5.2, 5.026086956521739)"
07-12-2022 20:19:37.616380,"(5.5, 6.8, 6.44)","(101.0, 800.0, 645.0)","(3.9, 4.9, 4.790909090909091)","(12.0, 16.0, 14.676470588235293)","(7.0, 8.4, 8.2)","(20.0, 34.0, 30.25)","(3.3, 4.4, 4.32)","(4.4, 5.2, 5.026086956521739)"
07-12-2022 20:19:38.964149,"(5.5, 6.8, 6.694117647058824)","(101.0, 790.0, 645.0)","(3.9, 4.9, 4.728571428571429)","(12.0, 16.0, 14.676470588235293)","(7.0, 8.4, 8.2)","(20.0, 34.0, 30.25)","(3.3, 4.4, 4.314285714285714)","(4.4, 5.2, 5.0181818181818185)"
07-12-2022 20:19:40.388232,"(5.5, 6.8, 6.313513513513514)","(101.0, 790.0, 695.0)","(3.9, 4.9, 4.800000000000001)","(12.0, 16.0, 14.676470588235293)","(7.0, 8.4, 7.9714285714285715)","(20.0, 34.0, 42.2)","(3.3, 4.4, 4.155555555555555)","(4.4, 5.2, 5.0181818181818185)"
07-12-2022 20:19:41.554323,"(5.5, 6.6, 6.275675675675676)","(101.0, 790.0, 695.0)","(3.9, 4.9, 4.65)","(12.0, 16.0, 14.676470588235293)","(7.0, 8.4, 7.93125)","(20.0, 46.0, 41.5)","(3.3, 4.5, 4.241666666666667)","(4.4, 5.2, 5.083333333333334)"
07-12-2022 20:19:42.732886,"(5.5, 6.6, 6.213114754098361)","(101.0, 900.0, 505.7142857142857)","(3.9, 4.9, 4.65)","(12.0, 16.0, 12.117647058823529)","(7.0, 8.4, 8.028571428571428)","(20.0, 46.0, 37.5)","(3.3, 4.5, 4.109302325581395)","(4.4, 6.0, 5.18)"
