,Boomer Shannon,Onya Sonya,Limousine Cheeky,Wellsaidmylady,Lady Rockabellum,Magic Tulhurst,Our Redemption,Special Spin
07-12-2022 20:09:06.555731,"(5.0, 6.8, 5.5636363636363635)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 19.0, 16.75)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.6825)","(4.4, 6.0, 5.354545454545455)"
07-12-2022 20:09:07.750505,"(5.0, 6.8, 5.5636363636363635)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 19.0, 15.823529411764707)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.6825)","(4.4, 5.9, 5.354545454545455)"
07-12-2022 20:09:08.939079,"(5.0, 6.8, 5.5636363636363635)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 19.0, 15.823529411764707)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.6825)","(4.4, 5.9, 5.354545454545455)"
07-12-2022 20:09:10.165999,"(5.0, 6.6, 5.55)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 19.0, 14.5)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.7276923076923074)","(4.4, 5.9, 5.10625)"
07-12-2022 20:09:11.522175,"(5.0, 6.4, 5.88)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 19.0, 14.5)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.7276923076923074)","(4.4, 6.0, 5.10625)"
07-12-2022 20:09:12.788871,"(5.0, 6.4, 5.88)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 19.0, 15.142857142857142)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.6159999999999997)","(4.4, 6.0, 5.233333333333333)"
07-12-2022 20:09:14.196332,"(5.0, 6.4, 5.88)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 19.0, 15.142857142857142)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.6159999999999997)","(4.4, 5.9, 5.233333333333333)"
07-12-2022 20:09:15.328885,"(5.0, 6.4, 5.88)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 19.0, 14.277777777777779)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.7276923076923074)","(4.4, 5.9, 5.153846153846154)"
07-12-2022 20:09:16.514397,"(5.0, 6.4, 5.88)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 19.0, 14.785714285714285)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.62)","(4.4, 6.0, 5.233333333333333)"
07-12-2022 20:09:17.962699,"(5.0, 6.4, 5.88)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 18.0, 14.807692307692307)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.7249999999999996)","(4.4, 5.9, 5.233333333333333)"
07-12-2022 20:09:19.298052,"(5.0, 6.4, 5.88)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 17.5, 14.214285714285715)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.6239999999999997)","(4.4, 5.9, 5.1000000000000005)"
07-12-2022 20:09:20.724309,"(5.0, 6.4, 5.88)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 17.0, 15.3)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.628)","(4.4, 5.9, 5.233333333333333)"
07-12-2022 20:09:22.093407,"(5.0, 6.4, 5.88)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 16.5, 14.192307692307693)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.7249999999999996)","(4.4, 5.9, 5.10625)"
07-12-2022 20:09:23.423262,"(5.0, 6.4, 5.88)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 16.5, 14.192307692307693)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.628)","(4.4, 6.0, 5.233333333333333)"
07-12-2022 20:09:24.525909,"(5.0, 6.4, 5.88)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 16.5, 14.192307692307693)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.628)","(4.4, 5.9, 5.233333333333333)"
07-12-2022 20:09:25.634172,"(5.0, 6.4, 5.88)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 16.5, 14.192307692307693)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.628)","(4.4, 5.9, 5.1000000000000005)"
07-12-2022 20:09:26.672274,"(5.0, 6.4, 5.88)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 16.5, 14.192307692307693)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.628)","(4.4, 5.9, 5.1000000000000005)"
07-12-2022 20:09:27.764885,"(5.0, 6.4, 5.88)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 16.5, 14.192307692307693)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.628)","(4.4, 5.9, 5.233333333333333)"
07-12-2022 20:09:28.912962,"(5.0, 6.4, 5.88)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 16.5, 14.192307692307693)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.628)","(4.4, 5.9, 5.233333333333333)"
07-12-2022 20:09:30.094102,"(5.0, 6.4, 5.88)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 16.5, 14.192307692307693)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.702222222222222)","(4.4, 5.9, 5.153846153846154)"
07-12-2022 20:09:31.233959,"(5.0, 6.4, 5.454545454545454)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 16.5, 14.192307692307693)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.702222222222222)","(4.4, 6.0, 5.153846153846154)"
07-12-2022 20:09:32.535457,"(5.0, 6.4, 5.454545454545454)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 16.5, 14.192307692307693)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.702222222222222)","(4.4, 6.0, 5.153846153846154)"
07-12-2022 20:09:33.675423,"(5.0, 6.4, 5.454545454545454)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 16.5, 14.192307692307693)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.5949999999999998)","(4.4, 6.0, 5.15)"
07-12-2022 20:09:34.912445,"(5.0, 6.4, 5.454545454545454)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 16.5, 14.192307692307693)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.5949999999999998)","(4.4, 5.9, 5.285714285714286)"
07-12-2022 20:09:36.378963,"(5.0, 6.4, 5.454545454545454)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 16.5, 14.192307692307693)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.6975)","(4.4, 5.8, 5.285714285714286)"
07-12-2022 20:09:37.595746,"(5.0, 6.4, 5.454545454545454)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 16.5, 14.192307692307693)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.6975)","(4.4, 5.8, 5.285714285714286)"
07-12-2022 20:09:38.845306,"(5.0, 6.4, 5.454545454545454)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 16.5, 14.192307692307693)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.6975)","(4.4, 5.8, 5.285714285714286)"
07-12-2022 20:09:40.149709,"(5.0, 6.4, 5.454545454545454)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 16.5, 14.192307692307693)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.6975)","(4.4, 5.8, 5.285714285714286)"
07-12-2022 20:09:41.289335,"(5.0, 6.4, 5.454545454545454)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 16.5, 14.192307692307693)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.736923076923077)","(4.4, 5.8, 5.166666666666667)"
07-12-2022 20:09:42.441277,"(5.0, 6.4, 5.454545454545454)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 16.5, 14.625)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.736923076923077)","(4.4, 5.7, 5.166666666666667)"
07-12-2022 20:09:43.541234,"(5.0, 6.4, 5.454545454545454)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 18.0)","(10.0, 16.5, 12.571428571428571)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.736923076923077)","(4.4, 5.7, 5.0600000000000005)"
07-12-2022 20:09:44.707760,"(5.0, 6.4, 5.454545454545454)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 19.5, 22.5)","(10.0, 16.5, 14.0)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.6975)","(4.4, 5.7, 5.131578947368421)"
07-12-2022 20:09:45.895359,"(5.0, 6.4, 5.454545454545454)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 24.0, 20.0)","(10.0, 16.5, 14.576923076923077)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.727272727272727)","(4.4, 5.7, 5.26)"
07-12-2022 20:09:47.065975,"(5.0, 6.4, 5.454545454545454)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 23.0, 20.0)","(10.0, 16.5, 15.11111111111111)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.761904761904762)","(4.4, 5.7, 5.581818181818182)"
07-12-2022 20:09:48.299088,"(5.0, 6.4, 5.454545454545454)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 23.0, 19.8)","(10.0, 16.5, 15.11111111111111)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.6125)","(4.4, 5.8, 5.581818181818182)"
07-12-2022 20:09:49.473231,"(5.0, 6.4, 5.454545454545454)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 23.0, 19.8)","(10.0, 16.5, 15.11111111111111)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.6125)","(4.4, 5.8, 5.581818181818182)"
07-12-2022 20:09:50.669994,"(5.0, 6.4, 5.454545454545454)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 23.0, 19.8)","(10.0, 16.5, 13.375)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.6374999999999997)","(4.4, 5.8, 5.581818181818182)"
07-12-2022 20:09:51.838065,"(5.0, 6.4, 5.454545454545454)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 23.0, 19.8)","(10.0, 16.5, 13.375)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.6374999999999997)","(4.4, 5.8, 5.581818181818182)"
07-12-2022 20:09:52.901006,"(5.0, 6.4, 5.454545454545454)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.2, 4.942857142857143)","(11.0, 23.0, 15.0)","(10.0, 16.5, 13.375)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.6374999999999997)","(4.4, 5.8, 5.263157894736842)"
07-12-2022 20:09:53.966722,"(5.0, 6.4, 5.454545454545454)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.2, 4.923076923076923)","(11.0, 23.0, 19.57142857142857)","(10.0, 16.5, 13.375)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.6374999999999997)","(4.4, 6.0, 5.263157894736842)"
07-12-2022 20:09:55.066650,"(5.0, 6.4, 5.454545454545454)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.2, 4.923076923076923)","(11.0, 23.0, 19.166666666666668)","(10.0, 16.5, 13.375)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.71875)","(4.4, 6.0, 5.263157894736842)"
07-12-2022 20:09:56.211318,"(5.0, 6.4, 5.454545454545454)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.2, 4.9750000000000005)","(11.0, 23.0, 20.7)","(10.0, 16.5, 13.375)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.71875)","(4.4, 6.0, 5.38)"
07-12-2022 20:09:57.397716,"(5.0, 6.4, 5.454545454545454)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 23.0, 20.7)","(10.0, 16.5, 13.375)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.71875)","(4.4, 5.9, 5.38)"
07-12-2022 20:09:58.591206,"(5.0, 6.4, 5.454545454545454)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.0)","(11.0, 23.0, 16.0)","(10.0, 16.5, 13.375)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.71875)","(4.4, 5.9, 5.263157894736842)"
07-12-2022 20:09:59.742787,"(5.0, 6.4, 5.454545454545454)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.2, 4.9375)","(11.0, 23.0, 15.0)","(10.0, 16.5, 13.375)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.71875)","(4.4, 6.0, 5.263157894736842)"
07-12-2022 20:10:00.910646,"(5.0, 6.4, 5.454545454545454)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.2, 4.92)","(11.0, 23.0, 20.142857142857142)","(10.0, 16.5, 13.375)","(14.0, 32.0, 18.0)","(2.7, 3.8, 3.71875)","(4.4, 6.0, 5.263157894736842)"
07-12-2022 20:10:01.963321,"(5.0, 6.4, 5.454545454545454)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.2, 4.92)","(11.0, 23.0, 20.142857142857142)","(10.0, 16.5, 14.875)","(14.0, 32.0, 22.25)","(2.7, 3.8, 3.5999999999999996)","(4.4, 6.0, 5.33125)"
07-12-2022 20:10:03.007021,"(5.0, 6.2, 5.925)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.1, 5.0)","(11.0, 23.0, 20.88888888888889)","(10.0, 16.0, 13.0)","(14.0, 30.0, 22.25)","(2.7, 3.8, 3.5999999999999996)","(4.4, 5.9, 5.33125)"
07-12-2022 20:10:04.156819,"(5.0, 6.2, 6.0625)","(71.0, 360.0, 277.14285714285717)","(4.0, 5.1, 4.91764705882353)","(11.0, 23.0, 20.88888888888889)","(10.0, 16.5, 14.875)","(14.0, 30.0, 19.333333333333332)","(2.7, 3.8, 3.5949999999999998)","(4.4, 5.9, 5.33125)"
07-12-2022 20:10:05.275978,"(5.0, 6.2, 6.0625)","(71.0, 360.0, 311.6666666666667)","(4.0, 5.2, 4.91764705882353)","(11.0, 23.0, 20.42857142857143)","(10.0, 16.0, 13.9)","(14.0, 29.0, 25.375)","(2.7, 3.8, 3.5999999999999996)","(4.4, 5.9, 5.7700000000000005)"
07-12-2022 20:10:06.369734,"(5.0, 6.2, 6.0625)","(71.0, 360.0, 278.57142857142856)","(4.0, 5.1, 4.95)","(11.0, 23.0, 21.363636363636363)","(10.0, 15.5, 13.9)","(14.0, 29.0, 24.333333333333336)","(2.7, 3.8, 3.55)","(4.4, 5.9, 5.66)"
07-12-2022 20:10:07.411770,"(5.0, 6.2, 6.0625)","(71.0, 360.0, 278.57142857142856)","(4.0, 5.0, 4.8)","(11.0, 23.0, 21.363636363636363)","(10.0, 15.5, 13.9)","(14.0, 29.0, 24.333333333333336)","(2.7, 3.8, 3.583333333333333)","(4.4, 5.9, 5.75)"
07-12-2022 20:10:08.431993,"(5.0, 6.2, 6.0625)","(71.0, 360.0, 278.57142857142856)","(4.0, 4.8, 4.65)","(11.0, 23.0, 19.6)","(10.0, 15.5, 13.9)","(14.0, 29.0, 26.2)","(2.7, 3.8, 3.625)","(4.4, 5.9, 5.75)"
07-12-2022 20:10:09.442780,"(5.0, 6.2, 6.0625)","(71.0, 360.0, 278.57142857142856)","(4.0, 4.9, 4.272413793103448)","(11.0, 23.0, 21.11111111111111)","(10.0, 15.5, 13.9)","(14.0, 29.0, 25.0)","(2.7, 3.8, 3.625)","(4.4, 5.9, 5.75)"
07-12-2022 20:10:10.544315,"(5.0, 6.2, 6.0625)","(71.0, 360.0, 263.33333333333337)","(4.0, 4.9, 4.678260869565217)","(11.0, 23.0, 15.666666666666666)","(10.0, 15.5, 13.9)","(14.0, 29.0, 19.666666666666668)","(2.7, 3.8, 3.6374999999999997)","(4.4, 5.9, 5.680000000000001)"
07-12-2022 20:10:11.684765,"(5.0, 6.2, 6.0625)","(71.0, 360.0, 263.33333333333337)","(4.0, 4.8, 4.751724137931035)","(11.0, 23.0, 15.666666666666666)","(10.0, 15.5, 13.9)","(14.0, 29.0, 25.0)","(2.7, 3.8, 3.71875)","(4.4, 5.9, 5.79)"
07-12-2022 20:10:12.847076,"(5.0, 6.2, 6.0625)","(71.0, 360.0, 263.33333333333337)","(4.0, 4.8, 4.751724137931035)","(11.0, 23.0, 15.666666666666666)","(10.0, 15.5, 13.9)","(14.0, 29.0, 25.0)","(2.7, 3.8, 3.71875)","(4.4, 5.9, 5.65)"
07-12-2022 20:10:14.019387,"(5.0, 6.2, 6.0625)","(71.0, 360.0, 248.0)","(4.0, 4.9, 4.41)","(11.0, 23.0, 20.25)","(10.0, 15.5, 13.0)","(14.0, 29.0, 19.666666666666668)","(2.7, 3.8, 3.71875)","(4.4, 5.9, 5.757142857142857)"
07-12-2022 20:10:15.194590,"(5.0, 6.2, 6.0625)","(71.0, 360.0, 248.0)","(4.0, 4.9, 4.836363636363637)","(11.0, 23.0, 20.25)","(10.0, 15.5, 14.875)","(14.0, 29.0, 19.666666666666668)","(2.7, 3.8, 3.71875)","(4.4, 5.9, 5.65)"
07-12-2022 20:10:16.356298,"(5.0, 6.2, 6.0625)","(71.0, 360.0, 248.0)","(4.0, 4.9, 4.389473684210526)","(11.0, 23.0, 20.25)","(10.0, 16.0, 14.5)","(14.0, 29.0, 19.666666666666668)","(2.7, 3.8, 3.71875)","(4.4, 5.9, 5.65)"
07-12-2022 20:10:17.434786,"(5.0, 6.2, 5.925)","(71.0, 360.0, 248.0)","(4.0, 4.8, 4.389473684210526)","(11.0, 23.0, 20.25)","(10.0, 15.5, 14.5)","(14.0, 29.0, 19.666666666666668)","(2.7, 3.8, 3.745833333333333)","(4.4, 5.9, 5.65)"
07-12-2022 20:10:18.452572,"(5.0, 6.2, 6.0625)","(71.0, 360.0, 248.0)","(4.0, 4.9, 4.75)","(11.0, 23.0, 15.666666666666666)","(10.0, 15.5, 13.214285714285714)","(14.0, 29.0, 24.5)","(2.7, 3.8, 3.745833333333333)","(4.4, 5.9, 5.65)"
07-12-2022 20:10:19.498167,"(5.0, 6.2, 6.0625)","(71.0, 360.0, 263.33333333333337)","(4.0, 4.9, 4.825)","(11.0, 23.0, 19.857142857142858)","(10.0, 19.0, 16.375)","(14.0, 29.0, 24.5)","(2.7, 3.8, 3.71875)","(4.4, 5.9, 5.65)"
07-12-2022 20:10:20.530685,"(5.0, 6.2, 6.0625)","(71.0, 360.0, 305.0)","(4.0, 4.9, 4.7250000000000005)","(11.0, 23.0, 19.857142857142858)","(10.0, 18.0, 13.75)","(14.0, 29.0, 24.5)","(2.7, 3.8, 3.71875)","(4.4, 5.9, 5.65)"
07-12-2022 20:10:21.642026,"(5.0, 6.2, 6.0625)","(71.0, 360.0, 305.0)","(4.0, 5.1, 5.03170731707317)","(11.0, 23.0, 19.5)","(10.0, 17.5, 13.5625)","(14.0, 29.0, 24.5)","(2.7, 3.8, 3.7399999999999998)","(4.4, 5.9, 5.65)"
07-12-2022 20:10:22.732573,"(5.0, 6.2, 5.925)","(71.0, 360.0, 305.0)","(4.0, 5.0, 4.868181818181818)","(11.0, 23.0, 19.5)","(10.0, 17.0, 16.083333333333332)","(14.0, 29.0, 24.5)","(2.7, 3.8, 3.7399999999999998)","(4.4, 5.9, 5.815384615384616)"
07-12-2022 20:10:23.817491,"(5.0, 6.2, 5.925)","(71.0, 360.0, 305.0)","(4.0, 4.9, 4.85)","(11.0, 23.0, 20.0)","(10.0, 17.0, 14.5)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.6166666666666667)","(4.4, 5.9, 5.494736842105263)"
07-12-2022 20:10:24.858667,"(5.0, 6.2, 5.925)","(71.0, 360.0, 250.0)","(4.0, 5.0, 4.5200000000000005)","(11.0, 23.0, 20.0)","(10.0, 16.5, 14.5)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.6166666666666667)","(4.4, 5.9, 5.328)"
07-12-2022 20:10:25.939603,"(5.0, 6.2, 5.925)","(71.0, 360.0, 290.0)","(4.0, 4.8, 4.969767441860465)","(11.0, 23.0, 21.18181818181818)","(10.0, 16.5, 14.875)","(14.0, 29.0, 25.285714285714285)","(2.7, 3.8, 3.6166666666666667)","(4.4, 5.9, 5.147368421052631)"
07-12-2022 20:10:27.018024,"(5.0, 6.2, 5.925)","(71.0, 360.0, 266.66666666666663)","(4.0, 5.1, 5.002325581395349)","(11.0, 23.0, 21.18181818181818)","(10.0, 16.0, 14.5)","(14.0, 29.0, 25.285714285714285)","(2.7, 3.8, 3.6166666666666667)","(4.4, 5.9, 5.3076923076923075)"
07-12-2022 20:10:28.236482,"(5.0, 6.2, 5.925)","(71.0, 360.0, 266.66666666666663)","(4.0, 5.1, 4.919178082191781)","(11.0, 23.0, 19.833333333333332)","(10.0, 16.5, 14.5)","(14.0, 29.0, 25.285714285714285)","(2.7, 3.8, 3.6166666666666667)","(4.4, 5.9, 5.3076923076923075)"
07-12-2022 20:10:29.388619,"(5.0, 6.2, 5.925)","(71.0, 360.0, 266.66666666666663)","(4.0, 5.1, 4.9)","(11.0, 23.0, 18.5)","(10.0, 16.5, 14.5)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.6166666666666667)","(4.4, 5.9, 5.742857142857143)"
07-12-2022 20:10:30.538073,"(5.0, 6.2, 5.925)","(71.0, 360.0, 281.42857142857144)","(4.0, 5.0, 4.85)","(11.0, 23.0, 18.0)","(10.0, 16.5, 14.5)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.75)","(4.4, 5.9, 5.571428571428571)"
07-12-2022 20:10:31.705909,"(5.0, 6.2, 5.925)","(71.0, 350.0, 274.2857142857143)","(4.0, 4.9, 4.876315789473685)","(11.0, 22.0, 17.5)","(10.0, 16.5, 13.375)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.75)","(4.4, 5.7, 5.571428571428571)"
07-12-2022 20:10:32.873316,"(5.0, 6.2, 5.925)","(71.0, 340.0, 253.33333333333334)","(4.0, 4.9, 4.355555555555556)","(11.0, 21.0, 17.5)","(10.0, 16.5, 14.875)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.7615384615384615)","(4.4, 5.7, 5.571428571428571)"
07-12-2022 20:10:34.058105,"(5.0, 6.2, 6.0625)","(71.0, 340.0, 267.14285714285717)","(4.0, 5.0, 4.909375000000001)","(11.0, 21.0, 17.5)","(10.0, 16.0, 14.875)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.675)","(4.4, 5.7, 5.571428571428571)"
07-12-2022 20:10:35.110070,"(5.0, 6.2, 6.0625)","(71.0, 340.0, 240.0)","(4.0, 5.0, 4.470731707317073)","(11.0, 21.0, 17.5)","(10.0, 15.5, 13.9)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.6166666666666667)","(4.4, 5.7, 5.657142857142857)"
07-12-2022 20:10:36.197748,"(5.0, 6.2, 5.925)","(71.0, 340.0, 240.0)","(4.0, 5.0, 4.916666666666667)","(11.0, 21.0, 17.5)","(10.0, 15.5, 13.9)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.6166666666666667)","(4.4, 5.8, 5.657142857142857)"
07-12-2022 20:10:37.281511,"(5.0, 6.2, 5.925)","(71.0, 340.0, 290.0)","(4.0, 5.0, 4.9787234042553195)","(11.0, 21.0, 17.5)","(10.0, 15.5, 15.4)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.6166666666666667)","(4.4, 5.8, 5.742857142857143)"
07-12-2022 20:10:38.474899,"(5.0, 6.2, 5.925)","(71.0, 340.0, 290.0)","(4.0, 4.9, 4.97945205479452)","(11.0, 21.0, 17.5)","(10.0, 18.0, 15.4)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.6166666666666667)","(4.4, 5.9, 5.3076923076923075)"
07-12-2022 20:10:39.589630,"(5.0, 6.2, 5.925)","(71.0, 340.0, 290.0)","(4.0, 5.1, 4.97945205479452)","(11.0, 21.0, 17.5)","(10.0, 18.0, 15.1)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.6166666666666667)","(4.4, 5.9, 5.3076923076923075)"
07-12-2022 20:10:40.757107,"(5.0, 6.2, 5.925)","(71.0, 340.0, 290.0)","(4.0, 5.1, 4.951851851851852)","(11.0, 21.0, 17.5)","(10.0, 17.5, 14.071428571428571)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.6166666666666667)","(4.4, 5.9, 5.3076923076923075)"
07-12-2022 20:10:41.873970,"(5.0, 6.2, 5.375)","(71.0, 340.0, 267.14285714285717)","(4.0, 5.0, 4.951851851851852)","(11.0, 21.0, 17.5)","(10.0, 17.5, 15.1)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.6166666666666667)","(4.4, 5.9, 5.3076923076923075)"
07-12-2022 20:10:43.001846,"(5.0, 6.4, 5.88)","(71.0, 340.0, 267.14285714285717)","(4.0, 5.0, 4.8975)","(11.0, 21.0, 17.5)","(10.0, 17.0, 14.8)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.721428571428571)","(4.4, 5.9, 5.742857142857143)"
07-12-2022 20:10:44.235879,"(5.0, 6.4, 6.1000000000000005)","(71.0, 340.0, 267.14285714285717)","(4.0, 4.9, 4.895652173913044)","(11.0, 21.0, 17.5)","(10.0, 17.0, 15.25)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.6166666666666667)","(4.4, 5.9, 5.742857142857143)"
07-12-2022 20:10:45.291078,"(5.0, 6.4, 6.133333333333334)","(71.0, 340.0, 270.0)","(4.0, 4.9, 4.895652173913044)","(11.0, 21.0, 17.5)","(10.0, 16.5, 15.25)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.6166666666666667)","(4.4, 5.9, 5.3076923076923075)"
