,My Mums Value,Westar Storm,My Place Friday,Makani Girl,Mepunga Echo,Bourne Brett,Rage Quit,Jessore
10-01-2023 13:00:41.125343,"(4.2, 7.2, 6.4)","(21.0, 160.0, 70.64285714285714)","(8.0, 14.5, 12.06)","(3.4, 5.0, 4.36)","(4.0, 6.0, 5.316666666666666)","(26.0, 180.0, 104.5)","(4.6, 7.0, 5.65)","(10.0, 21.0, 19.25)"
10-01-2023 13:00:42.345654,"(4.2, 7.2, 6.12)","(21.0, 160.0, 70.64285714285714)","(8.0, 14.5, 10.23)","(3.4, 5.0, 4.6)","(4.0, 6.0, 4.6)","(26.0, 180.0, 104.5)","(4.6, 7.0, 5.8)","(10.0, 21.0, 19.6)"
10-01-2023 13:00:43.564585,"(4.2, 6.8, 5.7846153846153845)","(21.0, 160.0, 70.64285714285714)","(8.0, 15.5, 8.7625)","(3.4, 5.0, 4.6)","(4.0, 6.0, 4.6)","(26.0, 180.0, 104.5)","(4.6, 6.8, 5.8)","(10.0, 21.0, 19.6)"
10-01-2023 13:00:44.728078,"(4.2, 6.8, 5.7846153846153845)","(21.0, 160.0, 47.90909090909091)","(8.0, 15.5, 9.4625)","(3.4, 5.0, 4.6)","(4.0, 6.0, 4.1625)","(26.0, 180.0, 104.5)","(4.6, 6.8, 5.8)","(10.0, 21.0, 19.6)"
10-01-2023 13:00:45.924014,"(4.2, 6.6, 5.872727272727272)","(21.0, 160.0, 47.90909090909091)","(8.0, 15.5, 9.4625)","(3.4, 5.0, 4.6)","(4.0, 6.0, 4.663636363636364)","(26.0, 180.0, 104.5)","(4.6, 6.8, 5.8)","(10.0, 21.0, 19.6)"
10-01-2023 13:00:47.139553,"(4.2, 6.6, 5.872727272727272)","(21.0, 160.0, 47.90909090909091)","(8.0, 15.5, 10.566666666666666)","(3.4, 5.0, 4.6)","(4.0, 6.0, 4.663636363636364)","(26.0, 180.0, 104.5)","(4.6, 6.8, 5.8)","(10.0, 21.0, 19.6)"
10-01-2023 13:00:48.327285,"(4.2, 6.6, 5.872727272727272)","(21.0, 160.0, 47.90909090909091)","(8.0, 14.5, 10.566666666666666)","(3.4, 5.0, 4.6)","(4.0, 6.0, 4.663636363636364)","(26.0, 180.0, 54.63636363636364)","(4.6, 6.8, 5.8)","(10.0, 21.0, 19.6)"
10-01-2023 13:00:49.448886,"(4.2, 6.4, 5.2153846153846155)","(21.0, 160.0, 72.0)","(8.0, 14.5, 10.566666666666666)","(3.4, 5.0, 4.872)","(4.0, 6.0, 4.25)","(26.0, 170.0, 54.63636363636364)","(4.6, 6.8, 5.8)","(10.0, 21.0, 19.833333333333336)"
10-01-2023 13:00:50.658043,"(4.2, 6.4, 5.2153846153846155)","(21.0, 160.0, 72.0)","(8.0, 14.5, 12.814285714285713)","(3.4, 5.0, 4.8133333333333335)","(4.0, 6.0, 4.25)","(26.0, 170.0, 54.63636363636364)","(4.6, 6.8, 5.8)","(10.0, 21.0, 19.833333333333336)"
10-01-2023 13:00:51.874128,"(4.2, 6.4, 5.2153846153846155)","(21.0, 160.0, 72.0)","(8.0, 14.5, 12.814285714285713)","(3.4, 5.0, 4.8133333333333335)","(4.0, 6.0, 4.25)","(26.0, 170.0, 54.63636363636364)","(4.6, 6.8, 5.8)","(10.0, 21.0, 19.833333333333336)"
10-01-2023 13:00:53.070983,"(4.2, 6.4, 5.2153846153846155)","(21.0, 160.0, 72.0)","(8.0, 14.5, 12.814285714285713)","(3.4, 5.0, 4.8133333333333335)","(4.0, 6.0, 5.266666666666667)","(26.0, 170.0, 51.0)","(4.6, 6.8, 6.0249999999999995)","(10.0, 21.0, 20.363636363636363)"
10-01-2023 13:00:54.246212,"(4.2, 6.4, 5.2153846153846155)","(21.0, 160.0, 72.0)","(8.0, 14.5, 12.814285714285713)","(3.4, 5.0, 4.8133333333333335)","(4.0, 5.9, 5.266666666666667)","(26.0, 150.0, 49.18181818181819)","(4.6, 6.6, 6.0249999999999995)","(10.0, 21.0, 20.363636363636363)"
10-01-2023 13:00:55.431882,"(4.2, 6.2, 5.0375)","(21.0, 150.0, 123.42857142857144)","(8.0, 14.5, 13.36)","(3.4, 5.0, 4.8133333333333335)","(4.0, 5.9, 5.266666666666667)","(26.0, 140.0, 49.18181818181819)","(4.6, 6.6, 6.0249999999999995)","(10.0, 21.0, 20.363636363636363)"
10-01-2023 13:00:56.659209,"(4.2, 6.6, 5.1625)","(21.0, 140.0, 123.42857142857144)","(8.0, 14.5, 12.666666666666666)","(3.4, 5.0, 4.8133333333333335)","(4.0, 5.9, 5.266666666666667)","(26.0, 140.0, 49.18181818181819)","(4.6, 6.6, 6.0249999999999995)","(10.0, 21.0, 20.363636363636363)"
10-01-2023 13:00:57.925008,"(4.2, 6.6, 5.1)","(21.0, 140.0, 123.42857142857144)","(8.0, 14.5, 12.666666666666666)","(3.4, 5.0, 4.8133333333333335)","(4.0, 5.9, 5.266666666666667)","(26.0, 140.0, 69.4)","(4.6, 6.6, 6.0249999999999995)","(10.0, 21.0, 20.363636363636363)"
10-01-2023 13:00:59.180602,"(4.2, 7.2, 6.0)","(21.0, 140.0, 93.6)","(8.0, 15.5, 12.559999999999999)","(3.4, 5.3, 4.878947368421052)","(4.0, 5.9, 5.266666666666667)","(26.0, 130.0, 69.4)","(4.6, 6.6, 5.5)","(10.0, 21.0, 20.363636363636363)"
10-01-2023 13:01:00.388352,"(4.2, 7.2, 6.0)","(21.0, 130.0, 77.0)","(8.0, 15.5, 12.559999999999999)","(3.4, 5.3, 4.878947368421052)","(4.0, 5.9, 5.266666666666667)","(26.0, 130.0, 54.25)","(4.6, 6.6, 5.5)","(10.0, 21.0, 20.363636363636363)"
10-01-2023 13:01:01.400660,"(4.2, 7.2, 6.0)","(21.0, 130.0, 77.0)","(8.0, 15.5, 12.559999999999999)","(3.4, 5.3, 4.878947368421052)","(4.0, 5.9, 5.266666666666667)","(26.0, 130.0, 54.25)","(4.6, 6.6, 5.5)","(10.0, 21.0, 20.363636363636363)"
10-01-2023 13:01:02.584718,"(4.2, 7.2, 6.0)","(21.0, 130.0, 77.0)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 55.0)","(4.6, 6.6, 5.725)","(10.0, 21.0, 20.363636363636363)"
10-01-2023 13:01:03.825637,"(4.2, 7.2, 6.0)","(21.0, 130.0, 77.0)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 55.0)","(4.6, 6.2, 5.336363636363636)","(10.0, 21.0, 20.363636363636363)"
10-01-2023 13:01:05.049062,"(4.2, 7.2, 6.0)","(21.0, 130.0, 77.0)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 55.0)","(4.6, 6.2, 5.7681818181818185)","(10.0, 21.0, 20.363636363636363)"
10-01-2023 13:01:06.159455,"(4.2, 7.2, 6.0)","(21.0, 130.0, 77.0)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 48.18181818181819)","(4.6, 6.2, 5.513793103448276)","(10.0, 21.0, 20.363636363636363)"
10-01-2023 13:01:07.284104,"(4.2, 7.2, 6.0)","(21.0, 130.0, 77.0)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 48.18181818181819)","(4.6, 5.9, 5.675)","(10.0, 21.0, 20.363636363636363)"
10-01-2023 13:01:08.492109,"(4.2, 7.2, 6.0)","(21.0, 130.0, 77.0)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 70.0)","(4.6, 5.8, 5.7384615384615385)","(10.0, 21.0, 20.363636363636363)"
10-01-2023 13:01:09.720259,"(4.2, 7.2, 6.0)","(21.0, 130.0, 77.0)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 70.0)","(4.6, 6.0, 5.7384615384615385)","(10.0, 21.0, 20.363636363636363)"
10-01-2023 13:01:11.021743,"(4.2, 7.2, 6.0)","(21.0, 130.0, 77.0)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 70.0)","(4.6, 6.0, 5.7384615384615385)","(10.0, 21.0, 20.363636363636363)"
10-01-2023 13:01:12.126955,"(4.2, 7.2, 6.0)","(21.0, 130.0, 51.25)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 70.0)","(4.6, 6.0, 5.7384615384615385)","(10.0, 21.0, 20.363636363636363)"
10-01-2023 13:01:13.223824,"(4.2, 7.2, 6.0)","(21.0, 130.0, 51.25)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 70.0)","(4.6, 6.0, 5.7384615384615385)","(10.0, 21.0, 20.363636363636363)"
10-01-2023 13:01:14.387563,"(4.2, 7.2, 6.0)","(21.0, 130.0, 51.25)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 70.0)","(4.6, 6.0, 5.7384615384615385)","(10.0, 21.0, 20.363636363636363)"
10-01-2023 13:01:15.737646,"(4.2, 7.2, 6.0)","(21.0, 130.0, 77.5)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 70.0)","(4.6, 6.0, 5.575)","(10.0, 21.0, 20.3)"
10-01-2023 13:01:17.025866,"(4.2, 7.2, 6.0)","(21.0, 130.0, 77.5)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 70.0)","(4.6, 6.0, 5.575)","(10.0, 21.0, 20.3)"
10-01-2023 13:01:18.192206,"(4.2, 7.2, 6.0)","(21.0, 130.0, 77.5)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 70.0)","(4.6, 6.0, 5.575)","(10.0, 21.0, 20.3)"
10-01-2023 13:01:19.483716,"(4.2, 7.2, 6.0)","(21.0, 130.0, 77.5)","(8.0, 15.5, 12.035)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 70.0)","(4.6, 6.0, 5.575)","(10.0, 21.0, 20.3)"
10-01-2023 13:01:20.726933,"(4.2, 7.2, 6.0)","(21.0, 130.0, 77.5)","(8.0, 15.5, 12.035)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 70.0)","(4.6, 6.0, 5.575)","(10.0, 21.0, 20.3)"
10-01-2023 13:01:22.061583,"(4.2, 7.2, 6.0)","(21.0, 130.0, 71.0909090909091)","(8.0, 15.5, 12.035)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 70.0)","(4.6, 6.0, 5.575)","(10.0, 21.0, 20.3)"
10-01-2023 13:01:23.286345,"(4.2, 7.2, 6.0)","(21.0, 130.0, 71.0909090909091)","(8.0, 15.5, 12.035)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 70.0)","(4.6, 6.0, 5.575)","(10.0, 21.0, 20.3)"
10-01-2023 13:01:24.461079,"(4.2, 7.2, 6.0)","(21.0, 130.0, 71.0909090909091)","(8.0, 15.5, 12.035)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 70.0)","(4.6, 6.0, 5.575)","(10.0, 21.0, 20.3)"
10-01-2023 13:01:25.622878,"(4.2, 7.2, 6.0)","(21.0, 130.0, 71.0909090909091)","(8.0, 15.5, 12.035)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 70.0)","(4.6, 6.0, 5.575)","(10.0, 21.0, 20.3)"
10-01-2023 13:01:26.801118,"(4.2, 7.2, 6.0)","(21.0, 130.0, 71.0909090909091)","(8.0, 15.5, 12.035)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 70.0)","(4.6, 6.0, 5.757142857142857)","(10.0, 21.0, 20.3)"
10-01-2023 13:01:28.061227,"(4.2, 7.2, 6.0)","(21.0, 130.0, 71.0909090909091)","(8.0, 15.5, 12.035)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 70.0)","(4.6, 6.0, 5.757142857142857)","(10.0, 21.0, 20.3)"
10-01-2023 13:01:29.399295,"(4.2, 7.2, 6.0)","(21.0, 130.0, 71.0909090909091)","(8.0, 15.5, 12.035)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 6.0, 5.757142857142857)","(10.0, 21.0, 20.3)"
10-01-2023 13:01:30.774474,"(4.2, 7.2, 6.0)","(21.0, 130.0, 71.0909090909091)","(8.0, 15.5, 12.035)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 6.0, 5.757142857142857)","(10.0, 21.0, 20.3)"
10-01-2023 13:01:31.951819,"(4.2, 7.2, 6.0)","(21.0, 130.0, 71.0909090909091)","(8.0, 15.5, 12.035)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 44.666666666666664)","(4.6, 6.0, 5.757142857142857)","(10.0, 21.0, 20.3)"
10-01-2023 13:01:33.162062,"(4.2, 7.2, 6.0)","(21.0, 130.0, 71.0909090909091)","(8.0, 15.5, 12.035)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 6.0, 5.0)","(10.0, 21.0, 20.3)"
10-01-2023 13:01:34.390545,"(4.2, 7.2, 6.0)","(21.0, 130.0, 71.0909090909091)","(8.0, 15.5, 12.035)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 6.0, 4.8)","(10.0, 21.0, 20.3)"
10-01-2023 13:01:35.636759,"(4.2, 7.2, 6.0)","(21.0, 130.0, 71.0909090909091)","(8.0, 15.5, 12.035)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 6.0, 4.8)","(10.0, 21.0, 20.3)"
10-01-2023 13:01:36.917798,"(4.2, 7.2, 6.0)","(21.0, 130.0, 71.0909090909091)","(8.0, 15.5, 12.035)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 6.0, 4.8)","(10.0, 21.0, 20.3)"
10-01-2023 13:01:38.237160,"(4.2, 7.2, 6.0)","(21.0, 130.0, 71.0909090909091)","(8.0, 15.5, 12.035)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 6.0, 4.8)","(10.0, 21.0, 20.3)"
10-01-2023 13:01:39.749831,"(4.2, 7.2, 6.0)","(21.0, 130.0, 71.0909090909091)","(8.0, 15.5, 13.215384615384615)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 6.0, 4.8)","(10.0, 21.0, 20.3)"
10-01-2023 13:01:41.189899,"(4.2, 7.2, 6.0)","(21.0, 130.0, 49.75)","(8.0, 15.0, 13.536363636363635)","(3.4, 5.3, 4.588888888888889)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 6.0, 4.8)","(10.0, 21.0, 20.3)"
10-01-2023 13:01:42.637465,"(4.2, 7.2, 6.0)","(21.0, 130.0, 49.75)","(8.0, 14.5, 13.536363636363635)","(3.4, 5.3, 4.575)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 6.0, 4.675)","(10.0, 21.0, 20.3)"
10-01-2023 13:01:44.045253,"(4.2, 7.2, 6.0)","(21.0, 130.0, 49.75)","(8.0, 14.5, 13.536363636363635)","(3.4, 5.1, 4.487500000000001)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.9, 4.618181818181818)","(10.0, 21.0, 20.3)"
10-01-2023 13:01:45.332399,"(4.2, 7.2, 6.0)","(21.0, 130.0, 49.75)","(8.0, 14.5, 13.536363636363635)","(3.4, 5.1, 4.487500000000001)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.8, 4.9)","(10.0, 21.0, 20.3)"
10-01-2023 13:01:46.547145,"(4.2, 7.2, 6.0)","(21.0, 130.0, 49.75)","(8.0, 14.5, 13.536363636363635)","(3.4, 5.1, 4.487500000000001)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.7, 4.9)","(10.0, 21.0, 20.3)"
10-01-2023 13:01:47.787773,"(4.2, 7.2, 6.0)","(21.0, 130.0, 49.75)","(8.0, 14.5, 12.743749999999999)","(3.4, 5.1, 4.487500000000001)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 44.666666666666664)","(4.6, 5.7, 5.485714285714286)","(10.0, 21.0, 21.2)"
10-01-2023 13:01:49.056286,"(4.2, 7.2, 6.0)","(21.0, 130.0, 49.75)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.1, 4.487500000000001)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.7, 5.542105263157895)","(10.0, 22.0, 21.2)"
10-01-2023 13:01:50.269169,"(4.2, 7.2, 6.0)","(21.0, 130.0, 49.75)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.1, 4.487500000000001)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.7, 5.542105263157895)","(10.0, 22.0, 21.2)"
10-01-2023 13:01:51.504052,"(4.2, 7.2, 6.0)","(21.0, 130.0, 49.75)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.1, 4.487500000000001)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.7, 5.542105263157895)","(10.0, 22.0, 21.2)"
10-01-2023 13:01:53.059624,"(4.2, 7.2, 6.0)","(21.0, 130.0, 49.75)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.1, 4.487500000000001)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.7, 5.542105263157895)","(10.0, 22.0, 21.2)"
10-01-2023 13:01:54.387464,"(4.2, 7.2, 6.0)","(21.0, 130.0, 49.75)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.1, 4.487500000000001)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.7, 5.388888888888889)","(10.0, 22.0, 21.2)"
10-01-2023 13:01:55.741163,"(4.2, 7.2, 6.0)","(21.0, 130.0, 49.75)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.1, 4.487500000000001)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.7, 4.833333333333334)","(10.0, 22.0, 21.2)"
10-01-2023 13:01:57.183937,"(4.2, 7.2, 6.0)","(21.0, 130.0, 49.75)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.1, 4.487500000000001)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.7, 4.833333333333334)","(10.0, 22.0, 21.2)"
10-01-2023 13:01:58.689792,"(4.2, 7.2, 6.0)","(21.0, 130.0, 49.75)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.1, 4.487500000000001)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.7, 5.542105263157895)","(10.0, 22.0, 21.2)"
10-01-2023 13:02:00.197060,"(4.2, 7.2, 6.0)","(21.0, 130.0, 49.75)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.1, 4.487500000000001)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.7, 5.542105263157895)","(10.0, 22.0, 21.2)"
10-01-2023 13:02:01.489920,"(4.2, 7.2, 6.0)","(21.0, 130.0, 49.75)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.1, 4.487500000000001)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.7, 5.542105263157895)","(10.0, 22.0, 21.2)"
10-01-2023 13:02:02.695970,"(4.2, 7.2, 6.0)","(21.0, 130.0, 49.75)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.1, 4.487500000000001)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.7, 4.833333333333334)","(10.0, 22.0, 21.2)"
10-01-2023 13:02:03.878196,"(4.2, 7.2, 6.0)","(21.0, 130.0, 49.75)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.1, 4.487500000000001)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.7, 4.833333333333334)","(10.0, 22.0, 21.2)"
10-01-2023 13:02:05.262056,"(4.2, 7.2, 6.0)","(21.0, 130.0, 49.75)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.1, 4.487500000000001)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.7, 4.833333333333334)","(10.0, 22.0, 21.2)"
10-01-2023 13:02:06.552887,"(4.2, 7.2, 6.0)","(21.0, 130.0, 49.75)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.1, 4.487500000000001)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.7, 4.833333333333334)","(10.0, 22.0, 21.2)"
10-01-2023 13:02:07.799077,"(4.2, 7.2, 6.0)","(21.0, 130.0, 49.75)","(8.0, 15.5, 12.743749999999999)","(3.4, 5.1, 4.487500000000001)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.7, 4.833333333333334)","(10.0, 22.0, 21.2)"
10-01-2023 13:02:08.933510,"(4.2, 7.2, 6.0)","(21.0, 130.0, 50.5)","(8.0, 15.5, 10.512500000000001)","(3.4, 5.1, 4.487500000000001)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.7, 4.833333333333334)","(10.0, 22.0, 21.2)"
10-01-2023 13:02:10.157570,"(4.2, 7.2, 6.0)","(21.0, 130.0, 50.5)","(8.0, 15.5, 10.755555555555556)","(3.4, 5.1, 4.487500000000001)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.7, 4.833333333333334)","(10.0, 22.0, 21.2)"
10-01-2023 13:02:11.502690,"(4.2, 7.2, 6.0)","(21.0, 130.0, 72.18181818181819)","(8.0, 15.5, 10.755555555555556)","(3.4, 5.1, 4.487500000000001)","(4.0, 5.9, 4.766666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.7, 4.833333333333334)","(10.0, 22.0, 21.2)"
10-01-2023 13:02:12.846792,"(4.2, 7.2, 6.0)","(21.0, 130.0, 72.18181818181819)","(8.0, 15.5, 10.755555555555556)","(3.4, 5.1, 4.514285714285714)","(4.0, 5.9, 5.7)","(26.0, 130.0, 43.6)","(4.6, 5.7, 4.833333333333334)","(10.0, 22.0, 21.2)"
10-01-2023 13:02:14.050406,"(4.2, 7.2, 6.0)","(21.0, 130.0, 72.18181818181819)","(8.0, 15.5, 10.755555555555556)","(3.4, 5.2, 4.514285714285714)","(4.0, 5.9, 5.7)","(26.0, 130.0, 43.6)","(4.6, 5.7, 4.491666666666667)","(10.0, 22.0, 21.2)"
10-01-2023 13:02:15.304633,"(4.2, 7.2, 6.0)","(21.0, 130.0, 87.6)","(8.0, 15.5, 10.755555555555556)","(3.4, 5.2, 4.514285714285714)","(4.0, 5.9, 4.966666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.5, 4.491666666666667)","(10.0, 22.0, 21.2)"
10-01-2023 13:02:16.643051,"(4.2, 7.2, 6.0)","(21.0, 130.0, 87.6)","(8.0, 15.5, 10.755555555555556)","(3.4, 5.2, 4.514285714285714)","(4.0, 5.9, 4.966666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.5, 4.491666666666667)","(10.0, 22.0, 21.2)"
10-01-2023 13:02:17.946180,"(4.2, 7.2, 6.0)","(21.0, 130.0, 87.6)","(8.0, 15.5, 10.755555555555556)","(3.4, 5.2, 4.514285714285714)","(4.0, 5.9, 4.966666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.5, 4.491666666666667)","(10.0, 22.0, 21.2)"
10-01-2023 13:02:19.100862,"(4.2, 7.2, 6.0)","(21.0, 130.0, 87.6)","(8.0, 15.5, 10.755555555555556)","(3.4, 5.2, 4.514285714285714)","(4.0, 5.9, 4.966666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.5, 4.491666666666667)","(10.0, 22.0, 21.2)"
10-01-2023 13:02:20.202746,"(4.2, 7.2, 6.0)","(21.0, 130.0, 87.6)","(8.0, 15.5, 10.755555555555556)","(3.4, 5.2, 4.514285714285714)","(4.0, 5.9, 4.966666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.5, 4.491666666666667)","(10.0, 22.0, 21.2)"
10-01-2023 13:02:21.433339,"(4.2, 7.2, 6.0)","(21.0, 130.0, 87.6)","(8.0, 15.5, 11.676923076923078)","(3.4, 5.2, 4.514285714285714)","(4.0, 5.9, 4.966666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.5, 4.491666666666667)","(10.0, 22.0, 21.2)"
10-01-2023 13:02:22.718478,"(4.2, 7.2, 5.75)","(21.0, 130.0, 87.6)","(8.0, 15.5, 10.67)","(3.4, 5.2, 4.514285714285714)","(4.0, 5.9, 4.966666666666667)","(26.0, 130.0, 44.666666666666664)","(4.6, 5.5, 4.491666666666667)","(10.0, 22.0, 21.2)"
10-01-2023 13:02:24.067064,"(4.2, 6.8, 4.754545454545454)","(21.0, 130.0, 87.6)","(8.0, 15.5, 9.2875)","(3.4, 5.2, 4.514285714285714)","(4.0, 5.9, 4.966666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.5, 4.491666666666667)","(10.0, 22.0, 21.2)"
10-01-2023 13:02:25.332908,"(4.2, 6.8, 4.754545454545454)","(21.0, 130.0, 87.6)","(8.0, 15.5, 9.2875)","(3.4, 5.2, 4.514285714285714)","(4.0, 5.9, 4.966666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.5, 4.491666666666667)","(10.0, 22.0, 21.2)"
10-01-2023 13:02:26.478800,"(4.2, 6.8, 4.754545454545454)","(21.0, 130.0, 87.6)","(8.0, 15.5, 9.2875)","(3.4, 5.2, 4.514285714285714)","(4.0, 5.9, 4.966666666666667)","(26.0, 130.0, 43.6)","(4.6, 5.5, 4.491666666666667)","(10.0, 22.0, 21.2)"
