,Onya Doug,Favreau,Vanity Bay,Roclea Ruler,Raani,The Weekend,Artful Master,Yarraman Rocky,Courageous Sam
11-01-2023 17:44:44.527346,"(4.0, 5.9, 5.766666666666667)","(3.4, 4.5, 3.9545454545454546)","(7.5, 12.0, 9.62)","(18.0, 46.0, 39.714285714285715)","(5.0, 6.8, 6.66)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 133.33333333333334)","(71.0, 170.0, 117.5)","(5.5, 8.6, 7.676923076923076)"
11-01-2023 17:44:45.726657,"(4.0, 5.9, 5.766666666666667)","(3.4, 4.5, 3.9545454545454546)","(7.5, 12.0, 9.62)","(18.0, 46.0, 39.714285714285715)","(5.0, 6.8, 6.24)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 133.33333333333334)","(71.0, 170.0, 117.5)","(5.5, 8.6, 7.676923076923076)"
11-01-2023 17:44:46.859821,"(4.0, 5.9, 5.766666666666667)","(3.4, 4.5, 3.9545454545454546)","(7.5, 12.0, 9.62)","(18.0, 46.0, 39.714285714285715)","(5.0, 6.8, 6.1)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 133.33333333333334)","(71.0, 170.0, 117.5)","(5.5, 8.6, 7.52)"
11-01-2023 17:44:47.998629,"(4.0, 5.9, 5.766666666666667)","(3.4, 4.5, 3.9299999999999997)","(7.5, 12.0, 9.62)","(18.0, 46.0, 39.714285714285715)","(5.0, 6.8, 6.1)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 133.33333333333334)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.266666666666667)"
11-01-2023 17:44:49.196503,"(4.0, 5.9, 5.766666666666667)","(3.4, 4.5, 4.0928571428571425)","(7.5, 12.0, 9.62)","(18.0, 46.0, 39.714285714285715)","(5.0, 6.8, 6.1)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 133.33333333333334)","(71.0, 170.0, 117.5)","(5.5, 8.8, 7.957894736842105)"
11-01-2023 17:44:50.413711,"(4.0, 5.9, 5.766666666666667)","(3.4, 4.5, 4.0928571428571425)","(7.5, 12.0, 9.32857142857143)","(18.0, 46.0, 39.714285714285715)","(5.0, 6.8, 6.1)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 133.33333333333334)","(71.0, 170.0, 117.5)","(5.5, 8.8, 7.957894736842105)"
11-01-2023 17:44:51.651889,"(4.0, 5.9, 5.777777777777779)","(3.4, 4.5, 4.0928571428571425)","(7.5, 12.0, 9.62)","(18.0, 46.0, 39.714285714285715)","(5.0, 6.8, 6.1)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 133.33333333333334)","(71.0, 170.0, 117.5)","(5.5, 8.8, 7.957894736842105)"
11-01-2023 17:44:52.748277,"(4.0, 5.9, 5.525)","(3.4, 4.5, 4.183333333333334)","(7.5, 12.0, 9.62)","(18.0, 46.0, 39.714285714285715)","(5.0, 6.8, 6.1)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 133.33333333333334)","(71.0, 170.0, 117.5)","(5.5, 8.8, 8.266666666666667)"
11-01-2023 17:44:53.856112,"(4.0, 5.9, 5.68)","(3.4, 4.5, 4.183333333333334)","(7.5, 12.0, 9.62)","(18.0, 46.0, 39.714285714285715)","(5.0, 6.8, 6.1)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 170.0)","(71.0, 170.0, 117.5)","(5.5, 8.8, 8.266666666666667)"
11-01-2023 17:44:54.976974,"(4.0, 5.9, 5.68)","(3.4, 4.5, 4.183333333333334)","(7.5, 12.0, 9.62)","(18.0, 46.0, 39.714285714285715)","(5.0, 6.8, 6.1)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 170.0)","(71.0, 170.0, 117.5)","(5.5, 8.8, 8.266666666666667)"
11-01-2023 17:44:56.136957,"(4.0, 5.9, 5.68)","(3.4, 4.5, 4.183333333333334)","(7.5, 12.0, 9.62)","(18.0, 46.0, 39.714285714285715)","(5.0, 6.8, 6.1)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 170.0)","(71.0, 170.0, 117.5)","(5.5, 8.8, 8.266666666666667)"
11-01-2023 17:44:57.301321,"(4.0, 5.9, 5.275)","(3.4, 4.5, 4.183333333333334)","(7.5, 12.0, 9.62)","(18.0, 46.0, 39.714285714285715)","(5.0, 6.8, 6.381818181818182)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 170.0)","(71.0, 170.0, 117.5)","(5.5, 8.8, 8.244444444444444)"
11-01-2023 17:44:58.526628,"(4.0, 5.9, 5.45)","(3.4, 4.5, 4.183333333333334)","(7.5, 12.0, 9.62)","(18.0, 46.0, 39.714285714285715)","(5.0, 6.6, 6.381818181818182)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.333333333333332)"
11-01-2023 17:44:59.644600,"(4.0, 5.9, 5.45)","(3.4, 4.5, 4.183333333333334)","(7.5, 12.0, 9.62)","(18.0, 46.0, 39.714285714285715)","(5.0, 6.6, 6.381818181818182)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 171.66666666666669)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.333333333333332)"
11-01-2023 17:45:00.872189,"(4.0, 5.9, 5.45)","(3.4, 4.5, 4.183333333333334)","(7.5, 12.0, 9.62)","(18.0, 46.0, 39.714285714285715)","(5.0, 6.6, 6.381818181818182)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 171.66666666666669)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.333333333333332)"
11-01-2023 17:45:02.165744,"(4.0, 5.9, 5.45)","(3.4, 4.5, 4.183333333333334)","(7.5, 12.0, 9.62)","(18.0, 46.0, 39.714285714285715)","(5.0, 6.6, 6.381818181818182)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 171.66666666666669)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.333333333333332)"
11-01-2023 17:45:03.304179,"(4.0, 5.9, 5.45)","(3.4, 4.5, 4.183333333333334)","(7.5, 12.0, 9.62)","(18.0, 46.0, 39.714285714285715)","(5.0, 6.6, 6.381818181818182)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.018181818181818)"
11-01-2023 17:45:04.495946,"(4.0, 5.8, 5.4)","(3.4, 4.4, 4.23)","(7.5, 11.5, 10.34)","(18.0, 46.0, 40.5)","(5.0, 6.6, 6.230769230769231)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.018181818181818)"
11-01-2023 17:45:05.693310,"(4.0, 5.8, 5.4)","(3.4, 4.4, 4.23)","(7.5, 11.5, 10.34)","(18.0, 46.0, 32.0)","(5.0, 6.6, 6.230769230769231)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.066666666666666)"
11-01-2023 17:45:06.817776,"(4.0, 5.8, 5.4)","(3.4, 4.4, 4.23)","(7.5, 11.5, 10.34)","(18.0, 46.0, 32.0)","(5.0, 6.6, 6.230769230769231)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 117.5)","(5.5, 8.6, 7.8)"
11-01-2023 17:45:07.924974,"(4.0, 5.8, 5.4)","(3.4, 4.4, 4.23)","(7.5, 11.5, 10.34)","(18.0, 46.0, 32.0)","(5.0, 6.6, 6.230769230769231)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.066666666666666)"
11-01-2023 17:45:09.096481,"(4.0, 5.8, 5.492307692307692)","(3.4, 4.4, 4.23)","(7.5, 11.5, 10.34)","(18.0, 46.0, 32.0)","(5.0, 6.6, 6.230769230769231)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.066666666666666)"
11-01-2023 17:45:10.277459,"(4.0, 5.8, 5.492307692307692)","(3.4, 4.4, 4.23)","(7.5, 11.5, 10.34)","(18.0, 46.0, 32.0)","(5.0, 6.6, 6.230769230769231)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.066666666666666)"
11-01-2023 17:45:11.420569,"(4.0, 5.8, 5.492307692307692)","(3.4, 4.4, 4.23)","(7.5, 11.5, 10.34)","(18.0, 46.0, 32.0)","(5.0, 6.6, 6.230769230769231)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.066666666666666)"
11-01-2023 17:45:12.542521,"(4.0, 5.8, 5.492307692307692)","(3.4, 4.4, 4.23)","(7.5, 11.5, 10.34)","(18.0, 46.0, 32.0)","(5.0, 6.6, 6.230769230769231)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.066666666666666)"
11-01-2023 17:45:13.708567,"(4.0, 6.0, 5.5625)","(3.4, 4.4, 4.23)","(7.5, 11.5, 10.34)","(18.0, 46.0, 39.0)","(5.0, 6.6, 6.035294117647059)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.066666666666666)"
11-01-2023 17:45:14.932883,"(4.0, 6.0, 5.475)","(3.4, 4.4, 4.23)","(7.5, 11.5, 10.34)","(18.0, 46.0, 39.0)","(5.0, 6.6, 6.230769230769231)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.066666666666666)"
11-01-2023 17:45:16.132696,"(4.0, 6.0, 5.475)","(3.4, 4.4, 4.23)","(7.5, 11.5, 10.34)","(18.0, 46.0, 39.0)","(5.0, 6.6, 6.230769230769231)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.066666666666666)"
11-01-2023 17:45:17.346247,"(4.0, 6.0, 5.713636363636364)","(3.4, 4.4, 4.23)","(7.5, 11.5, 10.34)","(18.0, 46.0, 39.0)","(5.0, 6.6, 6.230769230769231)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.066666666666666)"
11-01-2023 17:45:18.509366,"(4.0, 6.0, 5.713636363636364)","(3.4, 4.4, 4.23)","(7.5, 11.5, 10.34)","(18.0, 46.0, 39.0)","(5.0, 6.6, 6.381818181818182)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.066666666666666)"
11-01-2023 17:45:19.743743,"(4.0, 6.0, 5.713636363636364)","(3.4, 4.4, 4.23)","(7.5, 11.5, 10.34)","(18.0, 46.0, 39.0)","(5.0, 6.6, 6.16)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.244444444444444)"
11-01-2023 17:45:21.032093,"(4.0, 6.0, 5.713636363636364)","(3.4, 4.4, 4.23)","(7.5, 11.5, 10.34)","(18.0, 46.0, 39.0)","(5.0, 6.6, 6.355555555555555)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.32)"
11-01-2023 17:45:22.181212,"(4.0, 6.0, 5.713636363636364)","(3.4, 4.4, 4.23)","(7.5, 11.5, 10.34)","(18.0, 46.0, 39.0)","(5.0, 6.6, 6.355555555555555)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.32)"
11-01-2023 17:45:23.436286,"(4.0, 6.0, 5.490909090909091)","(3.4, 4.4, 4.0600000000000005)","(7.5, 11.5, 10.34)","(18.0, 46.0, 39.0)","(5.0, 6.6, 6.355555555555555)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.32)"
11-01-2023 17:45:24.636122,"(4.0, 6.0, 5.455555555555556)","(3.4, 4.4, 4.0600000000000005)","(7.5, 11.5, 10.34)","(18.0, 46.0, 39.0)","(5.0, 6.6, 6.355555555555555)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.32)"
11-01-2023 17:45:25.868753,"(4.0, 6.0, 5.591666666666667)","(3.4, 4.4, 4.0600000000000005)","(7.5, 11.5, 10.34)","(18.0, 46.0, 39.0)","(5.0, 6.6, 6.416666666666666)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.32)"
11-01-2023 17:45:27.015379,"(4.0, 6.0, 5.591666666666667)","(3.4, 4.4, 4.0600000000000005)","(7.5, 11.5, 10.34)","(18.0, 46.0, 39.0)","(5.0, 6.6, 6.416666666666666)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.32)"
11-01-2023 17:45:28.150017,"(4.0, 6.0, 5.591666666666667)","(3.4, 4.4, 4.0600000000000005)","(7.5, 11.5, 10.34)","(18.0, 46.0, 39.0)","(5.0, 6.6, 6.416666666666666)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.32)"
11-01-2023 17:45:29.264036,"(4.0, 6.0, 5.591666666666667)","(3.4, 4.4, 4.0600000000000005)","(7.5, 11.5, 10.34)","(18.0, 46.0, 39.0)","(5.0, 6.6, 6.416666666666666)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.133333333333333)"
11-01-2023 17:45:30.536881,"(4.0, 6.0, 5.591666666666667)","(3.4, 4.4, 4.0600000000000005)","(7.5, 11.5, 10.34)","(18.0, 46.0, 35.5)","(5.0, 6.6, 6.416666666666666)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 117.5)","(5.5, 8.6, 8.133333333333333)"
11-01-2023 17:45:31.625349,"(4.0, 6.0, 5.591666666666667)","(3.4, 4.4, 4.0600000000000005)","(7.5, 11.5, 10.34)","(18.0, 46.0, 35.5)","(5.0, 6.6, 6.681818181818182)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 149.0)","(5.5, 8.6, 8.133333333333333)"
11-01-2023 17:45:32.720751,"(4.0, 5.9, 5.728571428571429)","(3.4, 4.4, 4.0600000000000005)","(7.5, 11.5, 10.34)","(18.0, 42.0, 37.14285714285714)","(5.0, 6.8, 6.681818181818182)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 153.84615384615384)","(5.5, 8.6, 8.425)"
11-01-2023 17:45:33.779050,"(4.0, 5.9, 5.728571428571429)","(3.4, 4.4, 4.0600000000000005)","(7.5, 11.5, 10.34)","(18.0, 40.0, 35.714285714285715)","(5.0, 6.8, 6.199999999999999)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 153.84615384615384)","(5.5, 8.6, 8.333333333333332)"
11-01-2023 17:45:34.861142,"(4.0, 5.9, 5.78888888888889)","(3.4, 4.4, 3.86875)","(7.5, 11.5, 10.34)","(18.0, 40.0, 35.714285714285715)","(5.0, 6.6, 6.199999999999999)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 153.84615384615384)","(5.5, 8.6, 8.333333333333332)"
11-01-2023 17:45:36.124735,"(4.0, 5.9, 5.7)","(3.4, 4.4, 3.86875)","(7.5, 11.5, 10.34)","(18.0, 40.0, 35.714285714285715)","(5.0, 6.6, 5.933333333333333)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 149.0)","(5.5, 8.6, 8.333333333333332)"
11-01-2023 17:45:37.446069,"(4.0, 5.9, 5.7)","(3.4, 4.4, 3.86875)","(7.5, 11.5, 10.34)","(18.0, 40.0, 35.714285714285715)","(5.0, 6.6, 5.933333333333333)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 149.0)","(5.5, 8.6, 8.333333333333332)"
11-01-2023 17:45:38.695481,"(4.0, 5.9, 5.7)","(3.4, 4.4, 3.86875)","(7.5, 11.5, 10.34)","(18.0, 40.0, 35.714285714285715)","(5.0, 6.6, 5.933333333333333)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 149.0)","(5.5, 8.6, 8.333333333333332)"
11-01-2023 17:45:39.784136,"(4.0, 5.9, 5.7)","(3.4, 4.4, 3.86875)","(7.5, 11.5, 10.34)","(18.0, 40.0, 35.714285714285715)","(5.0, 6.6, 5.933333333333333)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 149.0)","(5.5, 8.6, 8.333333333333332)"
11-01-2023 17:45:40.849001,"(4.0, 5.9, 5.7)","(3.4, 4.4, 3.9142857142857146)","(7.5, 11.5, 10.34)","(18.0, 40.0, 30.666666666666668)","(5.0, 6.6, 5.933333333333333)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.333333333333332)"
11-01-2023 17:45:42.043995,"(4.0, 5.9, 5.7)","(3.4, 4.3, 4.0)","(7.5, 11.5, 10.34)","(18.0, 40.0, 30.666666666666668)","(5.0, 6.6, 5.933333333333333)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.333333333333332)"
11-01-2023 17:45:43.183842,"(4.0, 5.9, 5.7)","(3.4, 4.4, 4.0600000000000005)","(7.5, 11.5, 10.34)","(18.0, 40.0, 30.666666666666668)","(5.0, 6.6, 5.933333333333333)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.333333333333332)"
11-01-2023 17:45:44.353291,"(4.0, 5.9, 5.7250000000000005)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 30.666666666666668)","(5.0, 6.6, 5.933333333333333)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.333333333333332)"
11-01-2023 17:45:45.448860,"(4.0, 5.5, 5.357142857142857)","(3.4, 4.4, 3.89)","(7.5, 11.5, 10.34)","(18.0, 40.0, 30.666666666666668)","(5.0, 6.6, 6.199999999999999)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.333333333333332)"
11-01-2023 17:45:46.582198,"(4.0, 5.9, 5.542857142857144)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 30.666666666666668)","(5.0, 6.6, 6.5)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.333333333333332)"
11-01-2023 17:45:47.914320,"(4.0, 5.9, 5.542857142857144)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 30.666666666666668)","(5.0, 6.8, 6.0)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.333333333333332)"
11-01-2023 17:45:49.285679,"(4.0, 5.9, 5.542857142857144)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 30.666666666666668)","(5.0, 6.8, 6.0)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.333333333333332)"
11-01-2023 17:45:50.512865,"(4.0, 5.9, 5.542857142857144)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 30.666666666666668)","(5.0, 6.8, 6.0)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.333333333333332)"
11-01-2023 17:45:51.763234,"(4.0, 5.9, 5.542857142857144)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 30.666666666666668)","(5.0, 6.8, 6.0)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.4)"
11-01-2023 17:45:53.213398,"(4.0, 5.9, 5.542857142857144)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 30.666666666666668)","(5.0, 6.8, 6.0)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.4)"
11-01-2023 17:45:54.419050,"(4.0, 5.9, 5.542857142857144)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 30.666666666666668)","(5.0, 6.8, 6.0)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.4)"
11-01-2023 17:45:55.635320,"(4.0, 5.9, 5.4)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 30.666666666666668)","(5.0, 6.8, 6.0)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.4)"
11-01-2023 17:45:56.807173,"(4.0, 6.0, 5.8)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 30.666666666666668)","(5.0, 6.8, 6.0)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.4)"
11-01-2023 17:45:58.056590,"(4.0, 5.9, 5.78888888888889)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 30.666666666666668)","(5.0, 6.8, 6.0)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.4)"
11-01-2023 17:45:59.245175,"(4.0, 5.9, 5.78888888888889)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 30.666666666666668)","(5.0, 6.8, 6.0)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.4)"
11-01-2023 17:46:00.484166,"(4.0, 5.9, 5.8090909090909095)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 30.666666666666668)","(5.0, 6.8, 6.0)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.4)"
11-01-2023 17:46:01.664298,"(4.0, 5.9, 5.8090909090909095)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 30.666666666666668)","(5.0, 6.8, 6.0)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.4)"
11-01-2023 17:46:02.964242,"(4.0, 5.9, 5.8090909090909095)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 30.666666666666668)","(5.0, 6.8, 6.0)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.4)"
11-01-2023 17:46:04.329821,"(4.0, 5.9, 5.8090909090909095)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 30.666666666666668)","(5.0, 6.8, 6.0)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 136.66666666666666)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.4)"
11-01-2023 17:46:05.636322,"(4.0, 5.9, 5.8090909090909095)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 36.0)","(5.0, 6.8, 6.0)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.4)"
11-01-2023 17:46:06.826664,"(4.0, 5.9, 5.8090909090909095)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 36.5)","(5.0, 6.8, 6.0)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.415384615384616)"
11-01-2023 17:46:07.908620,"(4.0, 5.9, 5.8090909090909095)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 36.5)","(5.0, 6.8, 6.0)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.415384615384616)"
11-01-2023 17:46:09.064103,"(4.0, 5.9, 5.8090909090909095)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 36.5)","(5.0, 6.8, 6.376470588235294)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.415384615384616)"
11-01-2023 17:46:10.237210,"(4.0, 5.9, 5.8090909090909095)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 36.5)","(5.0, 6.8, 6.246153846153846)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.415384615384616)"
11-01-2023 17:46:11.446326,"(4.0, 5.9, 5.8090909090909095)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 36.5)","(5.0, 6.8, 6.246153846153846)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.415384615384616)"
11-01-2023 17:46:12.552736,"(4.0, 5.9, 5.8090909090909095)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 36.5)","(5.0, 6.8, 6.246153846153846)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.415384615384616)"
