,Elusive Eagle,Swan Island,Arthur In Charge,Turboart,Wait A Minute,Dont Diss Around,The Power Of One,Expensive To Keep,Secret Cash,Got The Lot
05-01-2023 16:39:05.874701,"(10.0, 13.0, 11.486486486486486)","(21.0, 28.0, 25.032258064516128)","(8.0, 12.5, 10.536363636363637)","(2.9, 3.5, 3.49)","(51.0, 170.0, 122.5)","(4.8, 5.7, 5.60625)","(17.0, 44.0, 40.2)","(11.0, 21.0, 20.142857142857142)","(3.9, 4.5, 4.2176470588235295)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:07.105431,"(10.0, 13.0, 11.486486486486486)","(21.0, 28.0, 25.032258064516128)","(8.0, 12.5, 10.536363636363637)","(2.9, 3.55, 3.49)","(51.0, 170.0, 122.5)","(4.8, 5.7, 5.60625)","(17.0, 44.0, 40.2)","(11.0, 21.0, 20.142857142857142)","(3.9, 4.5, 4.2176470588235295)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:08.450146,"(10.0, 13.0, 11.486486486486486)","(21.0, 28.0, 25.103448275862068)","(8.0, 12.5, 10.536363636363637)","(2.9, 3.5, 3.49)","(51.0, 170.0, 122.5)","(4.8, 5.7, 5.60625)","(17.0, 44.0, 40.2)","(11.0, 21.0, 20.142857142857142)","(3.9, 4.5, 4.2176470588235295)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:09.784641,"(10.0, 13.0, 11.486486486486486)","(21.0, 28.0, 25.103448275862068)","(8.0, 12.5, 10.833333333333334)","(2.9, 3.5, 3.49)","(51.0, 170.0, 122.5)","(4.8, 5.7, 5.60625)","(17.0, 44.0, 41.07692307692308)","(11.0, 21.0, 20.142857142857142)","(3.9, 4.5, 4.26)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:11.083996,"(10.0, 13.0, 11.486486486486486)","(21.0, 28.0, 25.103448275862068)","(8.0, 12.5, 10.833333333333334)","(2.9, 3.5, 3.49)","(51.0, 170.0, 122.5)","(4.8, 5.7, 5.60625)","(17.0, 44.0, 41.07692307692308)","(11.0, 21.0, 20.142857142857142)","(3.9, 4.5, 4.26)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:12.342422,"(10.0, 13.0, 11.486486486486486)","(21.0, 28.0, 25.103448275862068)","(8.0, 12.5, 10.833333333333334)","(2.9, 3.5, 3.49)","(51.0, 170.0, 122.5)","(4.8, 5.7, 5.60625)","(17.0, 44.0, 41.07692307692308)","(11.0, 21.0, 20.142857142857142)","(3.9, 4.5, 4.26)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:13.594519,"(10.0, 13.0, 11.486486486486486)","(21.0, 28.0, 25.103448275862068)","(8.0, 12.5, 10.833333333333334)","(2.9, 3.5, 3.49)","(51.0, 170.0, 122.5)","(4.8, 5.7, 5.60625)","(17.0, 44.0, 35.0)","(11.0, 21.0, 19.333333333333332)","(3.8, 4.5, 4.26)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:14.856628,"(10.0, 13.0, 11.486486486486486)","(21.0, 28.0, 25.103448275862068)","(8.0, 12.5, 10.833333333333334)","(2.9, 3.55, 3.4109090909090907)","(51.0, 170.0, 122.5)","(4.8, 5.7, 5.60625)","(17.0, 44.0, 35.0)","(11.0, 21.0, 19.333333333333332)","(3.8, 4.5, 4.26)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:16.110757,"(10.0, 13.0, 11.486486486486486)","(21.0, 28.0, 25.103448275862068)","(8.0, 12.5, 10.833333333333334)","(2.9, 3.5, 3.4555555555555557)","(51.0, 170.0, 122.5)","(4.8, 5.7, 5.60625)","(17.0, 44.0, 35.0)","(11.0, 21.0, 19.333333333333332)","(3.8, 4.5, 4.1923076923076925)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:17.375427,"(10.0, 13.0, 11.782608695652174)","(21.0, 28.0, 25.103448275862068)","(8.0, 12.5, 10.833333333333334)","(2.9, 3.5, 3.4299999999999997)","(51.0, 170.0, 122.5)","(4.8, 5.7, 5.60625)","(17.0, 44.0, 35.0)","(11.0, 21.0, 19.333333333333332)","(3.8, 4.4, 4.154545454545454)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:18.701723,"(10.0, 13.0, 11.727272727272727)","(21.0, 28.0, 25.103448275862068)","(8.0, 12.5, 10.833333333333334)","(2.9, 3.55, 3.4299999999999997)","(51.0, 170.0, 122.5)","(4.8, 5.7, 5.60625)","(17.0, 44.0, 35.0)","(11.0, 21.0, 20.375)","(3.8, 4.4, 4.154545454545454)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:20.046965,"(10.0, 13.0, 11.727272727272727)","(21.0, 28.0, 25.103448275862068)","(8.0, 12.5, 10.833333333333334)","(2.9, 3.55, 3.4299999999999997)","(51.0, 170.0, 122.5)","(4.8, 5.7, 5.60625)","(17.0, 44.0, 35.0)","(11.0, 21.0, 20.428571428571427)","(3.8, 4.4, 4.199999999999999)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:21.359354,"(10.0, 13.0, 11.727272727272727)","(21.0, 28.0, 25.103448275862068)","(8.0, 12.5, 10.833333333333334)","(2.9, 3.55, 3.4226027397260275)","(51.0, 170.0, 122.5)","(4.8, 5.7, 5.60625)","(17.0, 44.0, 35.0)","(11.0, 21.0, 20.428571428571427)","(3.8, 4.3, 4.199999999999999)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:22.672393,"(10.0, 13.0, 11.727272727272727)","(21.0, 28.0, 25.72972972972973)","(8.0, 12.5, 11.785714285714286)","(2.9, 3.55, 3.4226027397260275)","(51.0, 170.0, 122.5)","(4.8, 5.7, 5.60625)","(17.0, 44.0, 41.0)","(11.0, 21.0, 20.428571428571427)","(3.8, 4.3, 4.199999999999999)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:23.934242,"(10.0, 13.0, 12.066666666666666)","(21.0, 28.0, 25.72972972972973)","(8.0, 12.5, 11.928571428571429)","(2.9, 3.55, 3.4226027397260275)","(51.0, 170.0, 122.5)","(4.8, 5.7, 5.60625)","(17.0, 44.0, 37.2)","(11.0, 21.0, 20.555555555555557)","(3.8, 4.3, 4.199999999999999)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:25.203449,"(10.0, 13.0, 12.107142857142858)","(21.0, 28.0, 25.72972972972973)","(8.0, 12.5, 11.928571428571429)","(2.9, 3.55, 3.4226027397260275)","(51.0, 170.0, 122.5)","(4.8, 5.7, 5.60625)","(17.0, 44.0, 37.2)","(11.0, 21.0, 20.555555555555557)","(3.8, 4.3, 4.199999999999999)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:26.603160,"(10.0, 13.0, 12.0625)","(21.0, 28.0, 25.72972972972973)","(8.0, 12.5, 11.928571428571429)","(2.9, 3.55, 3.4226027397260275)","(51.0, 170.0, 122.5)","(4.8, 5.7, 5.594936708860759)","(17.0, 44.0, 37.2)","(11.0, 21.0, 20.555555555555557)","(3.8, 4.3, 4.199999999999999)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:27.948837,"(10.0, 13.0, 12.0625)","(21.0, 28.0, 25.72972972972973)","(8.0, 12.5, 11.928571428571429)","(2.9, 3.55, 3.4226027397260275)","(51.0, 170.0, 122.5)","(4.8, 5.6, 5.594936708860759)","(17.0, 44.0, 37.2)","(11.0, 21.0, 20.555555555555557)","(3.8, 4.3, 4.199999999999999)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:29.259589,"(10.0, 13.0, 12.0625)","(21.0, 28.0, 25.72972972972973)","(8.0, 12.5, 11.928571428571429)","(2.9, 3.55, 3.4226027397260275)","(51.0, 170.0, 122.5)","(4.8, 5.6, 5.594936708860759)","(17.0, 44.0, 37.2)","(11.0, 21.0, 20.555555555555557)","(3.8, 4.3, 4.199999999999999)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:30.659327,"(10.0, 13.0, 12.147727272727273)","(21.0, 28.0, 25.48)","(8.0, 12.5, 11.928571428571429)","(2.9, 3.55, 3.429220779220779)","(51.0, 170.0, 122.5)","(4.8, 5.6, 5.60625)","(17.0, 44.0, 37.2)","(11.0, 21.0, 20.692307692307693)","(3.8, 4.3, 4.26)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:32.011411,"(10.0, 13.0, 12.202127659574469)","(21.0, 28.0, 25.545454545454547)","(8.0, 12.5, 11.928571428571429)","(2.9, 3.55, 3.4226027397260275)","(51.0, 170.0, 122.5)","(4.8, 5.7, 5.60625)","(17.0, 44.0, 37.2)","(11.0, 21.0, 22.61111111111111)","(3.8, 4.3, 4.268421052631579)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:33.389148,"(10.0, 13.0, 12.147727272727273)","(21.0, 28.0, 25.545454545454547)","(8.0, 12.5, 11.928571428571429)","(2.9, 3.55, 3.4226027397260275)","(51.0, 170.0, 122.5)","(4.8, 5.7, 5.60625)","(17.0, 44.0, 37.2)","(11.0, 23.0, 22.61111111111111)","(3.8, 4.3, 4.268421052631579)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:34.722964,"(10.0, 13.0, 12.278846153846153)","(21.0, 28.0, 25.545454545454547)","(8.0, 12.5, 11.928571428571429)","(2.9, 3.55, 3.4226027397260275)","(51.0, 170.0, 122.5)","(4.8, 5.7, 5.60625)","(17.0, 44.0, 37.2)","(11.0, 23.0, 22.61111111111111)","(3.8, 4.3, 4.268421052631579)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:36.111503,"(10.0, 13.0, 12.278846153846153)","(21.0, 28.0, 25.545454545454547)","(8.0, 12.5, 11.928571428571429)","(2.9, 3.55, 3.4226027397260275)","(51.0, 170.0, 122.5)","(4.8, 5.7, 5.60625)","(17.0, 44.0, 41.16666666666667)","(11.0, 23.0, 22.61111111111111)","(3.8, 4.3, 4.268421052631579)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:37.370897,"(10.0, 13.0, 11.958333333333334)","(21.0, 28.0, 25.545454545454547)","(8.0, 12.5, 11.166666666666666)","(2.9, 3.55, 3.4226027397260275)","(51.0, 170.0, 122.5)","(4.8, 5.7, 5.60625)","(17.0, 44.0, 38.333333333333336)","(11.0, 23.0, 22.61111111111111)","(3.8, 4.3, 4.263636363636364)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:38.533000,"(10.0, 13.0, 11.985294117647058)","(21.0, 28.0, 25.571428571428573)","(8.0, 12.5, 11.346153846153847)","(2.9, 3.5, 3.4916666666666667)","(51.0, 200.0, 137.5)","(4.8, 5.7, 5.567924528301887)","(17.0, 44.0, 38.666666666666664)","(11.0, 23.0, 22.61111111111111)","(3.8, 4.3, 4.263636363636364)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:39.783099,"(10.0, 13.0, 12.067567567567568)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.75)","(2.9, 3.5, 3.4916666666666667)","(51.0, 200.0, 137.5)","(4.8, 5.7, 5.567924528301887)","(17.0, 44.0, 37.6)","(11.0, 23.0, 22.61111111111111)","(3.8, 4.3, 4.241176470588235)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:41.099436,"(10.0, 13.0, 12.067567567567568)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.3125)","(2.9, 3.5, 3.4916666666666667)","(51.0, 200.0, 137.5)","(4.8, 5.7, 5.567924528301887)","(17.0, 44.0, 37.6)","(11.0, 23.0, 24.357142857142858)","(3.8, 4.3, 4.241176470588235)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:42.406725,"(10.0, 13.0, 12.067567567567568)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.3125)","(2.9, 3.5, 3.4916666666666667)","(51.0, 200.0, 137.5)","(4.8, 5.7, 5.567924528301887)","(17.0, 44.0, 37.6)","(11.0, 28.0, 24.357142857142858)","(3.8, 4.3, 4.233333333333333)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:43.827927,"(10.0, 13.0, 11.85)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.105263157894736)","(2.9, 3.5, 3.4916666666666667)","(51.0, 200.0, 137.5)","(4.8, 5.7, 5.567924528301887)","(17.0, 44.0, 40.66666666666667)","(11.0, 28.0, 24.357142857142858)","(3.8, 4.3, 4.239393939393939)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:45.083108,"(10.0, 13.0, 11.85)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.105263157894736)","(2.9, 3.5, 3.4916666666666667)","(51.0, 200.0, 137.5)","(4.8, 5.7, 5.567924528301887)","(17.0, 44.0, 39.333333333333336)","(11.0, 28.0, 24.357142857142858)","(3.8, 4.3, 4.239393939393939)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:46.369138,"(10.0, 13.0, 11.85)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.105263157894736)","(2.9, 3.5, 3.4857142857142858)","(51.0, 200.0, 137.5)","(4.8, 5.7, 5.567924528301887)","(17.0, 44.0, 41.2)","(11.0, 28.0, 24.357142857142858)","(3.8, 4.3, 4.239393939393939)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:47.667212,"(10.0, 13.0, 11.85)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.105263157894736)","(2.9, 3.5, 3.4857142857142858)","(51.0, 200.0, 137.5)","(4.8, 5.7, 5.567924528301887)","(17.0, 44.0, 41.2)","(11.0, 28.0, 24.357142857142858)","(3.8, 4.3, 4.239393939393939)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:48.946038,"(10.0, 13.0, 11.85)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.105263157894736)","(2.9, 3.5, 3.4970588235294118)","(51.0, 200.0, 175.0)","(4.8, 5.7, 5.567924528301887)","(17.0, 44.0, 41.66666666666667)","(11.0, 28.0, 23.2)","(3.8, 4.3, 4.245945945945945)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:50.265487,"(10.0, 13.0, 11.85)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.5)","(2.9, 3.5, 3.4970588235294118)","(51.0, 200.0, 184.375)","(4.8, 5.7, 5.59)","(17.0, 44.0, 41.66666666666667)","(11.0, 28.0, 24.57142857142857)","(3.8, 4.3, 4.184444444444444)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:51.570987,"(10.0, 13.0, 11.85)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.5)","(2.9, 3.5, 3.4970588235294118)","(51.0, 200.0, 184.375)","(4.8, 5.6, 5.59)","(17.0, 44.0, 41.66666666666667)","(11.0, 28.0, 24.57142857142857)","(3.8, 4.3, 4.173170731707317)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:52.911189,"(10.0, 13.0, 11.85)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.75)","(2.9, 3.5, 3.4970588235294118)","(51.0, 200.0, 184.375)","(4.8, 5.6, 5.59)","(17.0, 44.0, 41.66666666666667)","(11.0, 28.0, 24.57142857142857)","(3.8, 4.3, 4.173170731707317)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:54.178028,"(10.0, 13.0, 11.85)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.75)","(2.9, 3.5, 3.4970588235294118)","(51.0, 200.0, 184.375)","(4.8, 5.6, 5.59)","(17.0, 44.0, 41.66666666666667)","(11.0, 28.0, 20.727272727272727)","(3.8, 4.3, 4.173170731707317)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:55.385599,"(10.0, 13.0, 11.85)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.75)","(2.9, 3.5, 3.4970588235294118)","(51.0, 200.0, 184.375)","(4.8, 5.6, 5.59)","(17.0, 44.0, 41.66666666666667)","(11.0, 28.0, 20.727272727272727)","(3.8, 4.3, 4.173170731707317)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:56.765756,"(10.0, 13.0, 11.85)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.75)","(2.9, 3.5, 3.4970588235294118)","(51.0, 200.0, 184.375)","(4.8, 5.6, 5.59)","(17.0, 44.0, 41.66666666666667)","(11.0, 28.0, 23.75)","(3.8, 4.3, 4.173170731707317)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:57.991626,"(10.0, 13.0, 11.85)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.75)","(2.9, 3.5, 3.4970588235294118)","(51.0, 200.0, 184.375)","(4.8, 5.6, 5.59)","(17.0, 44.0, 41.66666666666667)","(11.0, 28.0, 23.75)","(3.8, 4.3, 4.173170731707317)","(31.0, 120.0, 61.5)"
05-01-2023 16:39:59.246063,"(10.0, 13.0, 11.85)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.75)","(2.9, 3.5, 3.4970588235294118)","(51.0, 200.0, 184.375)","(4.8, 5.6, 5.59)","(17.0, 44.0, 41.66666666666667)","(11.0, 28.0, 23.75)","(3.8, 4.3, 4.173170731707317)","(31.0, 120.0, 61.5)"
05-01-2023 16:40:00.448617,"(10.0, 13.0, 11.85)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.666666666666666)","(2.9, 3.5, 3.4970588235294118)","(51.0, 200.0, 184.375)","(4.8, 5.6, 5.59)","(17.0, 44.0, 41.0)","(11.0, 28.0, 24.136363636363637)","(3.8, 4.3, 4.173170731707317)","(31.0, 120.0, 61.5)"
05-01-2023 16:40:01.705945,"(10.0, 13.0, 11.85)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.666666666666666)","(2.9, 3.5, 3.4515625)","(51.0, 200.0, 125.0)","(4.8, 5.6, 5.59047619047619)","(17.0, 44.0, 41.0)","(11.0, 28.0, 25.92857142857143)","(3.8, 4.3, 4.160465116279069)","(31.0, 120.0, 61.5)"
05-01-2023 16:40:02.978963,"(10.0, 13.0, 11.887096774193548)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.941176470588236)","(2.9, 3.55, 3.4515625)","(51.0, 170.0, 158.75)","(4.8, 5.6, 5.59047619047619)","(17.0, 44.0, 41.0)","(11.0, 27.0, 20.4375)","(3.8, 4.3, 4.160465116279069)","(31.0, 120.0, 61.5)"
05-01-2023 16:40:04.463813,"(10.0, 13.0, 11.887096774193548)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.941176470588236)","(2.9, 3.55, 3.4515625)","(51.0, 170.0, 158.75)","(4.8, 5.6, 5.59047619047619)","(17.0, 44.0, 41.0)","(11.0, 27.0, 20.8)","(3.8, 4.3, 4.138297872340425)","(31.0, 120.0, 61.5)"
05-01-2023 16:40:05.693616,"(10.0, 13.0, 11.887096774193548)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.941176470588236)","(2.9, 3.55, 3.4515625)","(51.0, 170.0, 158.75)","(4.8, 5.6, 5.59047619047619)","(17.0, 44.0, 41.0)","(11.0, 26.0, 20.8)","(3.8, 4.3, 4.138297872340425)","(31.0, 120.0, 61.5)"
05-01-2023 16:40:06.977977,"(10.0, 13.0, 11.887096774193548)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.941176470588236)","(2.9, 3.55, 3.4515625)","(51.0, 170.0, 158.75)","(4.8, 5.6, 5.59047619047619)","(17.0, 44.0, 41.0)","(11.0, 26.0, 20.8)","(3.8, 4.3, 4.138297872340425)","(31.0, 120.0, 61.5)"
05-01-2023 16:40:08.402223,"(10.0, 13.0, 11.887096774193548)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.941176470588236)","(2.9, 3.55, 3.4515625)","(51.0, 170.0, 158.75)","(4.8, 5.6, 5.59047619047619)","(17.0, 44.0, 41.0)","(11.0, 26.0, 20.8)","(3.8, 4.3, 4.138297872340425)","(31.0, 120.0, 61.5)"
05-01-2023 16:40:09.598859,"(10.0, 13.0, 11.887096774193548)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.941176470588236)","(2.9, 3.55, 3.4515625)","(51.0, 170.0, 158.75)","(4.8, 5.6, 5.59047619047619)","(17.0, 44.0, 41.0)","(11.0, 26.0, 19.333333333333332)","(3.8, 4.3, 4.150980392156862)","(31.0, 120.0, 61.5)"
05-01-2023 16:40:10.924705,"(10.0, 13.0, 11.887096774193548)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.941176470588236)","(2.9, 3.55, 3.4515625)","(51.0, 170.0, 158.75)","(4.8, 5.6, 5.59047619047619)","(17.0, 44.0, 41.0)","(11.0, 26.0, 19.22222222222222)","(3.8, 4.3, 4.150980392156862)","(31.0, 120.0, 61.5)"
05-01-2023 16:40:12.214639,"(10.0, 13.0, 11.887096774193548)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.941176470588236)","(2.9, 3.55, 3.4515625)","(51.0, 170.0, 158.75)","(4.8, 5.6, 5.59047619047619)","(17.0, 44.0, 41.0)","(11.0, 25.0, 19.11111111111111)","(3.8, 4.3, 4.138297872340425)","(31.0, 120.0, 61.5)"
05-01-2023 16:40:13.494566,"(10.0, 13.0, 11.887096774193548)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.941176470588236)","(2.9, 3.55, 3.4515625)","(51.0, 170.0, 158.75)","(4.8, 5.6, 5.59047619047619)","(17.0, 44.0, 41.0)","(11.0, 24.0, 19.11111111111111)","(3.8, 4.3, 4.138297872340425)","(31.0, 120.0, 61.5)"
05-01-2023 16:40:14.725033,"(10.0, 13.0, 11.887096774193548)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.941176470588236)","(2.9, 3.55, 3.4515625)","(51.0, 170.0, 158.75)","(4.8, 5.6, 5.59047619047619)","(17.0, 44.0, 41.0)","(11.0, 24.0, 19.11111111111111)","(3.8, 4.3, 4.138297872340425)","(31.0, 120.0, 61.5)"
05-01-2023 16:40:15.984689,"(10.0, 13.0, 11.887096774193548)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.941176470588236)","(2.9, 3.55, 3.4515625)","(51.0, 170.0, 152.0)","(4.8, 5.6, 5.59047619047619)","(17.0, 44.0, 41.0)","(11.0, 24.0, 21.8)","(3.8, 4.3, 4.138297872340425)","(31.0, 120.0, 61.5)"
05-01-2023 16:40:17.181672,"(10.0, 13.0, 11.887096774193548)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.941176470588236)","(2.9, 3.55, 3.4515625)","(51.0, 200.0, 161.66666666666669)","(4.8, 5.6, 5.59047619047619)","(17.0, 44.0, 41.0)","(11.0, 24.0, 21.8)","(3.8, 4.3, 4.138297872340425)","(31.0, 120.0, 61.5)"
05-01-2023 16:40:18.359199,"(10.0, 13.0, 11.887096774193548)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.941176470588236)","(2.9, 3.55, 3.4515625)","(51.0, 200.0, 183.57142857142856)","(4.8, 5.6, 5.59047619047619)","(17.0, 44.0, 41.0)","(11.0, 24.0, 21.8)","(3.8, 4.3, 4.138297872340425)","(31.0, 120.0, 61.5)"
05-01-2023 16:40:19.570586,"(10.0, 13.0, 11.887096774193548)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.941176470588236)","(2.9, 3.55, 3.4515625)","(51.0, 200.0, 183.57142857142856)","(4.8, 5.6, 5.59047619047619)","(17.0, 44.0, 41.0)","(11.0, 24.0, 21.8)","(3.8, 4.3, 4.138297872340425)","(31.0, 120.0, 61.5)"
05-01-2023 16:40:20.764348,"(10.0, 13.0, 11.887096774193548)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.941176470588236)","(2.9, 3.55, 3.4515625)","(51.0, 200.0, 183.57142857142856)","(4.8, 5.6, 5.59047619047619)","(17.0, 44.0, 41.0)","(11.0, 24.0, 21.7)","(3.8, 4.3, 4.138297872340425)","(31.0, 120.0, 61.5)"
05-01-2023 16:40:22.212409,"(10.0, 13.0, 11.887096774193548)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.941176470588236)","(2.9, 3.55, 3.4515625)","(51.0, 200.0, 183.57142857142856)","(4.8, 5.6, 5.59047619047619)","(17.0, 44.0, 41.0)","(11.0, 23.0, 21.7)","(3.8, 4.3, 4.138297872340425)","(31.0, 120.0, 61.5)"
05-01-2023 16:40:23.557403,"(10.0, 13.0, 11.887096774193548)","(21.0, 28.0, 25.96)","(8.0, 13.0, 11.941176470588236)","(2.9, 3.55, 3.4515625)","(51.0, 200.0, 183.57142857142856)","(4.8, 5.6, 5.591666666666667)","(17.0, 44.0, 38.333333333333336)","(11.0, 23.0, 22.27777777777778)","(3.8, 4.3, 4.150980392156862)","(31.0, 120.0, 61.5)"
05-01-2023 16:40:25.023492,"(10.0, 13.0, 11.921875)","(21.0, 28.0, 25.96)","(8.0, 13.0, 12.0)","(2.9, 3.55, 3.4521052631578946)","(51.0, 200.0, 183.57142857142856)","(4.8, 5.6, 6.121739130434783)","(17.0, 44.0, 36.666666666666664)","(11.0, 23.0, 22.27777777777778)","(3.8, 4.3, 4.010869565217392)","(31.0, 120.0, 61.5)"
05-01-2023 16:40:26.316083,"(10.0, 13.0, 11.921875)","(21.0, 28.0, 27.4)","(8.0, 13.0, 12.0)","(2.9, 3.55, 3.4894736842105263)","(51.0, 200.0, 185.625)","(4.8, 6.4, 6.0)","(17.0, 42.0, 32.30769230769231)","(11.0, 23.0, 22.27777777777778)","(3.8, 4.3, 4.010869565217392)","(31.0, 120.0, 61.5)"
05-01-2023 16:40:27.939864,"(10.0, 13.0, 11.921875)","(21.0, 27.0, 26.5)","(8.0, 13.0, 12.0)","(2.9, 3.5, 3.4894736842105263)","(51.0, 200.0, 185.625)","(4.8, 6.4, 6.0)","(17.0, 42.0, 34.125)","(11.0, 23.0, 22.27777777777778)","(3.8, 4.3, 4.010869565217392)","(31.0, 120.0, 61.5)"
05-01-2023 16:40:29.718905,"(10.0, 13.0, 11.921875)","(21.0, 27.0, 26.5)","(8.0, 13.0, 12.0)","(2.9, 3.5, 3.392857142857143)","(51.0, 200.0, 177.0)","(4.8, 6.4, 5.947058823529412)","(17.0, 42.0, 34.06666666666666)","(11.0, 23.0, 22.458333333333332)","(3.8, 4.3, 4.010869565217392)","(31.0, 120.0, 61.5)"
05-01-2023 16:40:31.173934,"(10.0, 13.0, 11.921875)","(21.0, 27.0, 26.5)","(8.0, 13.0, 12.0)","(2.9, 3.45, 3.414285714285714)","(51.0, 200.0, 184.28571428571428)","(4.6, 6.4, 5.947058823529412)","(17.0, 42.0, 32.45454545454545)","(11.0, 23.0, 22.458333333333332)","(3.8, 4.3, 4.010869565217392)","(31.0, 120.0, 61.5)"
05-01-2023 16:40:32.741986,"(10.0, 13.0, 11.921875)","(21.0, 27.0, 26.5)","(8.0, 13.0, 12.0)","(2.9, 3.5, 3.4384615384615382)","(51.0, 200.0, 184.28571428571428)","(4.6, 6.4, 5.947058823529412)","(17.0, 42.0, 32.45454545454545)","(11.0, 23.0, 22.5)","(3.8, 4.3, 4.115277777777778)","(31.0, 120.0, 61.5)"
05-01-2023 16:40:34.104557,"(10.0, 13.0, 11.921875)","(21.0, 27.0, 26.5)","(8.0, 13.0, 12.0)","(2.9, 3.5, 3.4384615384615382)","(51.0, 200.0, 184.28571428571428)","(4.6, 6.4, 5.947058823529412)","(17.0, 42.0, 31.4)","(11.0, 23.0, 22.5)","(3.8, 4.3, 4.115277777777778)","(31.0, 120.0, 61.5)"
05-01-2023 16:40:35.443837,"(10.0, 13.0, 11.921875)","(21.0, 28.0, 26.266666666666666)","(8.0, 13.0, 12.0)","(2.9, 3.5, 3.4384615384615382)","(51.0, 200.0, 184.28571428571428)","(4.6, 6.4, 5.947058823529412)","(17.0, 38.0, 30.6)","(11.0, 23.0, 22.5)","(3.8, 4.3, 4.115277777777778)","(31.0, 120.0, 61.5)"
