,Shes The Grouse,Learned Lesson,Spotted Bull,Pennys Jade,Caesars Palace
04-01-2023 11:35:28.461661,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:29.378370,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:30.226179,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:31.016464,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:31.815537,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:32.667030,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:33.506997,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:34.276702,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:35.058562,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:35.923743,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:36.757690,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:37.570825,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:38.358928,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:39.138864,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:40.025703,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:40.834911,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:41.663398,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:42.478095,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:43.280075,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:44.276308,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:45.090447,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:45.883743,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:46.700636,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:47.710594,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:48.662941,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:49.515057,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:50.334692,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:51.194752,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:52.068119,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:52.962379,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:53.759873,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:54.556893,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:55.416984,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:56.267260,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:57.074898,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:57.889080,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:58.804954,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:35:59.708024,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:00.584253,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:01.438499,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:02.231653,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:03.085728,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:03.925221,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:04.730327,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:05.595739,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:06.486902,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:07.396866,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:08.254346,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:09.087489,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:09.951262,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:10.817886,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:11.688608,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:12.560736,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:13.358945,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:14.193316,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:15.093397,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:15.904959,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:16.726414,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:17.615227,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:18.518953,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:19.341515,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:20.203666,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:21.036463,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:21.849309,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:22.714460,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:23.560841,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:24.399435,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:25.253473,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:26.095555,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:26.989756,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:27.838287,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:28.631977,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:29.491210,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:30.347157,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:31.219234,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:32.046963,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:32.883724,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:33.762073,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:34.641203,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:35.506650,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:36.306784,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:37.110689,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:37.969095,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:38.851478,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:39.713653,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:40.555816,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:41.434809,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:42.290133,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:43.118605,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:43.934212,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:44.757190,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:45.612053,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:46.456324,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:47.338762,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:48.207965,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:48.995227,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:49.798759,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:50.683251,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:51.531620,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:52.409297,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:53.347448,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:54.225528,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:55.034685,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:55.883923,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:56.715106,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:57.628224,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:58.582649,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:36:59.456469,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:37:00.271618,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:37:01.091862,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:37:02.021774,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:37:02.889395,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:37:03.699312,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:37:04.557992,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:37:05.478656,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 4.259615384615385)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:37:06.349053,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 3.6548076923076924)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:37:07.165852,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 3.6548076923076924)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:37:07.984006,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 3.6548076923076924)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:37:08.846026,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 3.6548076923076924)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:37:09.700367,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 3.6548076923076924)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
04-01-2023 11:37:10.541079,"(4.0, 5.9, 5.45)","(4.0, 7.6, 6.0864864864864865)","(3.2, 4.9, 3.6548076923076924)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.5, 5.228571428571429)"
