,Call Me Thor,Pretty Reef,Wild Assassin,Will She Stay,Kelseys Girl,Interfere,Alvin Delight
15-12-2022 11:33:33.929303,"(2.15, 2.6, 2.5828571428571427)","(4.0, 5.3, 5.138461538461538)","(4.2, 4.8, 4.35)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 22.333333333333332)","(11.0, 16.0, 15.166666666666666)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:34.868133,"(2.15, 2.6, 2.506666666666667)","(4.0, 5.3, 5.138461538461538)","(4.2, 4.9, 4.78)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 21.88888888888889)","(11.0, 16.0, 15.0)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:35.788073,"(2.15, 2.6, 2.5236363636363635)","(4.0, 5.3, 5.0200000000000005)","(4.2, 4.9, 4.78)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 21.25)","(11.0, 16.0, 14.91304347826087)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:36.840650,"(2.15, 2.58, 2.565)","(4.0, 5.3, 5.0200000000000005)","(4.2, 4.9, 4.800000000000001)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 21.25)","(11.0, 16.0, 14.91304347826087)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:37.819118,"(2.15, 2.54, 2.531111111111111)","(4.0, 5.3, 5.0200000000000005)","(4.2, 4.9, 4.514285714285714)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 22.5)","(11.0, 16.0, 15.09090909090909)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:38.864364,"(2.15, 2.54, 2.5300000000000002)","(4.0, 5.3, 5.138461538461538)","(4.2, 4.9, 4.522222222222222)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 22.5)","(11.0, 16.0, 15.09090909090909)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:39.814122,"(2.15, 2.54, 2.5300000000000002)","(4.0, 5.3, 5.138461538461538)","(4.2, 4.9, 4.522222222222222)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 22.5)","(11.0, 16.0, 15.09090909090909)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:40.780551,"(2.15, 2.54, 2.5183333333333335)","(4.0, 5.3, 5.138461538461538)","(4.2, 4.9, 4.4750000000000005)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 22.333333333333332)","(11.0, 16.0, 15.071428571428571)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:41.719454,"(2.15, 2.56, 2.493333333333333)","(4.0, 5.3, 5.138461538461538)","(4.2, 4.9, 4.5600000000000005)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 22.333333333333332)","(11.0, 16.0, 15.071428571428571)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:42.693392,"(2.15, 2.56, 2.493333333333333)","(4.0, 5.3, 5.138461538461538)","(4.2, 4.9, 4.619512195121952)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 22.333333333333332)","(11.0, 16.0, 14.78125)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:43.711769,"(2.15, 2.56, 2.521818181818182)","(4.0, 5.3, 4.988888888888889)","(4.2, 4.9, 4.6325581395348845)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 21.25)","(11.0, 16.0, 15.3)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:44.715421,"(2.15, 2.56, 2.5214285714285714)","(4.0, 5.3, 4.988888888888889)","(4.2, 4.9, 4.6325581395348845)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 21.25)","(11.0, 16.0, 15.5)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:45.657331,"(2.15, 2.56, 2.527857142857143)","(4.0, 5.3, 4.988888888888889)","(4.2, 4.9, 4.6702702702702705)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 21.25)","(11.0, 16.0, 15.647058823529411)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:46.693578,"(2.15, 2.56, 2.530967741935484)","(4.0, 5.3, 4.988888888888889)","(4.2, 4.9, 4.6702702702702705)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 22.333333333333332)","(11.0, 16.0, 15.647058823529411)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:47.717034,"(2.15, 2.56, 2.527857142857143)","(4.0, 5.3, 5.138461538461538)","(4.2, 4.9, 4.6702702702702705)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 22.5)","(11.0, 16.0, 15.625)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:48.794647,"(2.15, 2.54, 2.5361904761904763)","(4.0, 5.3, 5.138461538461538)","(4.0, 4.9, 4.6702702702702705)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 22.5)","(11.0, 16.0, 15.625)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:49.912144,"(2.15, 2.54, 2.5361904761904763)","(4.0, 5.3, 5.138461538461538)","(4.0, 4.9, 4.638636363636364)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 22.5)","(11.0, 16.0, 15.625)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:50.950616,"(2.15, 2.54, 2.5361904761904763)","(4.0, 5.3, 5.138461538461538)","(4.0, 4.9, 4.638636363636364)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 22.5)","(11.0, 16.0, 15.625)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:52.014688,"(2.15, 2.56, 2.5171428571428573)","(4.2, 5.3, 5.138461538461538)","(4.0, 4.9, 4.674509803921569)","(8.0, 11.5, 10.833333333333334)","(15.0, 23.0, 21.25)","(11.0, 16.0, 15.625)","(81.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:53.091157,"(2.15, 2.54, 2.5361904761904763)","(4.2, 5.3, 5.0200000000000005)","(4.0, 4.9, 4.614285714285715)","(8.0, 11.5, 10.833333333333334)","(15.0, 23.0, 21.25)","(11.0, 16.0, 15.625)","(81.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:54.243715,"(2.15, 2.54, 2.5361904761904763)","(4.2, 5.3, 5.0200000000000005)","(4.0, 4.9, 4.614285714285715)","(8.0, 11.5, 10.833333333333334)","(15.0, 23.0, 21.25)","(11.0, 16.0, 15.625)","(81.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:55.338570,"(2.15, 2.54, 2.526666666666667)","(4.2, 5.3, 5.0200000000000005)","(4.0, 4.9, 4.668181818181818)","(8.0, 11.5, 10.833333333333334)","(15.0, 23.0, 22.25)","(11.0, 16.0, 15.625)","(81.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:56.423033,"(2.15, 2.52, 2.516153846153846)","(4.2, 5.3, 5.138461538461538)","(4.0, 4.9, 4.668181818181818)","(8.0, 11.5, 10.833333333333334)","(15.0, 23.0, 22.25)","(11.0, 16.0, 15.625)","(81.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:57.466143,"(2.15, 2.52, 2.513846153846154)","(4.2, 5.3, 5.138461538461538)","(4.0, 4.9, 4.651724137931034)","(8.0, 11.5, 10.833333333333334)","(15.0, 23.0, 22.25)","(11.0, 16.0, 15.625)","(81.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:58.491838,"(2.15, 2.52, 2.5157894736842104)","(4.2, 5.3, 5.138461538461538)","(4.0, 4.9, 4.648387096774194)","(8.0, 11.5, 10.833333333333334)","(15.0, 23.0, 22.428571428571427)","(11.0, 16.0, 15.625)","(81.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:59.601371,"(2.15, 2.54, 2.5347368421052634)","(4.2, 5.3, 5.138461538461538)","(4.0, 4.9, 4.683333333333334)","(8.0, 11.5, 10.833333333333334)","(15.0, 23.0, 22.428571428571427)","(11.0, 16.0, 15.625)","(81.0, 330.0, 183.33333333333331)"
15-12-2022 11:34:00.716474,"(2.15, 2.54, 2.535)","(4.2, 5.3, 5.138461538461538)","(4.0, 4.9, 4.683333333333334)","(8.0, 11.5, 10.833333333333334)","(15.0, 23.0, 21.666666666666668)","(11.0, 16.0, 15.625)","(81.0, 330.0, 183.33333333333331)"
15-12-2022 11:34:01.845508,"(2.15, 2.54, 2.531111111111111)","(4.2, 5.3, 4.988888888888889)","(4.0, 4.9, 4.707142857142857)","(8.0, 11.5, 10.833333333333334)","(15.0, 23.0, 21.5)","(11.0, 16.0, 15.666666666666666)","(81.0, 330.0, 183.33333333333331)"
15-12-2022 11:34:02.976182,"(2.15, 2.54, 2.5352941176470587)","(4.2, 5.3, 4.988888888888889)","(4.0, 4.9, 4.707142857142857)","(8.0, 11.5, 10.833333333333334)","(15.0, 23.0, 22.428571428571427)","(11.0, 16.0, 15.666666666666666)","(81.0, 330.0, 183.33333333333331)"
15-12-2022 11:34:04.088048,"(2.15, 2.54, 2.5361904761904763)","(4.2, 5.3, 5.138461538461538)","(4.0, 4.9, 4.707142857142857)","(8.0, 11.5, 10.833333333333334)","(15.0, 23.0, 22.428571428571427)","(11.0, 16.0, 15.666666666666666)","(81.0, 330.0, 365.0)"
15-12-2022 11:34:05.180041,"(2.15, 2.54, 2.5361904761904763)","(4.2, 5.3, 5.138461538461538)","(4.0, 4.9, 4.707142857142857)","(8.0, 11.5, 10.5)","(15.0, 23.0, 22.25)","(11.0, 16.0, 15.666666666666666)","(81.0, 450.0, 280.0)"
15-12-2022 11:34:06.202851,"(2.15, 2.54, 2.5361904761904763)","(4.2, 5.3, 5.138461538461538)","(4.0, 4.9, 4.707142857142857)","(8.0, 11.5, 10.5)","(15.0, 23.0, 22.428571428571427)","(11.0, 16.0, 15.666666666666666)","(81.0, 450.0, 223.33333333333334)"
15-12-2022 11:34:07.189885,"(2.15, 2.54, 2.5361904761904763)","(4.2, 5.3, 5.138461538461538)","(4.0, 4.9, 4.665217391304347)","(8.0, 11.5, 10.5)","(15.0, 23.0, 22.428571428571427)","(11.0, 16.0, 15.73913043478261)","(81.0, 450.0, 304.2857142857143)"
15-12-2022 11:34:08.248219,"(2.15, 2.54, 2.5300000000000002)","(4.2, 5.3, 5.132258064516129)","(4.0, 4.9, 4.603225806451613)","(8.0, 11.5, 10.5)","(15.0, 23.0, 21.5)","(11.0, 16.0, 15.73913043478261)","(81.0, 450.0, 223.33333333333334)"
15-12-2022 11:34:09.245343,"(2.15, 2.54, 2.5300000000000002)","(4.2, 5.3, 4.9750000000000005)","(4.0, 4.9, 4.603225806451613)","(8.0, 11.5, 10.5)","(15.0, 23.0, 21.666666666666668)","(11.0, 16.0, 20.7)","(81.0, 450.0, 304.2857142857143)"
15-12-2022 11:34:10.192439,"(2.15, 2.54, 2.536923076923077)","(4.2, 5.3, 4.9750000000000005)","(4.0, 4.9, 4.680952380952381)","(8.0, 11.5, 10.954545454545455)","(15.0, 23.0, 21.5)","(11.0, 22.0, 17.666666666666668)","(81.0, 450.0, 223.33333333333334)"
15-12-2022 11:34:11.163167,"(2.15, 2.54, 2.5366666666666666)","(4.2, 5.3, 4.928571428571429)","(4.0, 4.9, 4.6535714285714285)","(7.5, 11.5, 10.5)","(15.0, 23.0, 21.666666666666668)","(11.0, 21.0, 19.333333333333332)","(81.0, 450.0, 223.33333333333334)"
15-12-2022 11:34:12.216463,"(2.15, 2.5, 2.4983333333333335)","(4.2, 5.3, 4.928571428571429)","(4.0, 4.9, 4.6535714285714285)","(7.5, 11.5, 10.954545454545455)","(15.0, 23.0, 22.454545454545453)","(11.0, 21.0, 19.333333333333332)","(81.0, 450.0, 304.2857142857143)"
15-12-2022 11:34:13.285316,"(2.15, 2.5, 2.4699999999999998)","(4.2, 5.3, 5.132258064516129)","(4.0, 4.9, 4.6535714285714285)","(7.5, 11.5, 10.954545454545455)","(15.0, 23.0, 22.454545454545453)","(11.0, 21.0, 19.333333333333332)","(81.0, 450.0, 223.33333333333334)"
15-12-2022 11:34:14.374706,"(2.15, 2.5, 2.4916666666666667)","(4.2, 5.3, 5.132258064516129)","(4.0, 4.9, 4.6535714285714285)","(7.5, 11.5, 10.5)","(15.0, 23.0, 22.0)","(11.0, 21.0, 19.333333333333332)","(81.0, 450.0, 237.5)"
15-12-2022 11:34:15.356351,"(2.15, 2.5, 2.46)","(4.2, 5.3, 5.132258064516129)","(4.0, 4.9, 4.6535714285714285)","(7.5, 11.5, 10.5)","(15.0, 23.0, 22.2)","(11.0, 21.0, 19.57894736842105)","(81.0, 450.0, 237.5)"
15-12-2022 11:34:16.395468,"(2.15, 2.5, 2.46)","(4.2, 5.3, 5.132258064516129)","(4.0, 4.9, 4.6535714285714285)","(7.5, 11.5, 10.954545454545455)","(15.0, 23.0, 22.454545454545453)","(11.0, 21.0, 19.57894736842105)","(81.0, 450.0, 237.5)"
15-12-2022 11:34:17.408091,"(2.15, 2.5, 2.494838709677419)","(4.2, 5.3, 5.132258064516129)","(4.0, 4.9, 4.6535714285714285)","(7.5, 11.5, 10.5)","(15.0, 23.0, 22.0)","(11.0, 21.0, 19.57894736842105)","(81.0, 450.0, 237.5)"
15-12-2022 11:34:18.435102,"(2.15, 2.5, 2.46)","(4.2, 5.3, 4.928571428571429)","(4.0, 4.9, 4.6535714285714285)","(7.5, 11.5, 10.954545454545455)","(15.0, 23.0, 22.5)","(11.0, 21.0, 19.57894736842105)","(81.0, 450.0, 319.2307692307692)"
15-12-2022 11:34:19.453757,"(2.15, 2.5, 2.46)","(4.2, 5.3, 4.928571428571429)","(4.0, 4.9, 4.6535714285714285)","(7.5, 11.5, 10.5)","(15.0, 23.0, 21.666666666666668)","(11.0, 21.0, 17.571428571428573)","(81.0, 450.0, 272.22222222222223)"
15-12-2022 11:34:20.523205,"(2.15, 2.5, 2.46)","(4.2, 5.3, 4.928571428571429)","(4.0, 4.9, 4.6535714285714285)","(7.5, 11.5, 10.954545454545455)","(15.0, 23.0, 22.733333333333334)","(11.0, 21.0, 17.571428571428573)","(81.0, 450.0, 335.7142857142857)"
15-12-2022 11:34:21.552557,"(2.15, 2.5, 2.4699999999999998)","(4.2, 5.3, 5.132258064516129)","(4.0, 4.9, 4.6535714285714285)","(7.5, 11.5, 10.5)","(15.0, 23.0, 22.75)","(11.0, 21.0, 19.0)","(81.0, 450.0, 272.22222222222223)"
15-12-2022 11:34:22.544829,"(2.15, 2.5, 2.4699999999999998)","(4.2, 5.3, 5.132258064516129)","(4.0, 4.9, 4.6535714285714285)","(7.5, 11.5, 10.5)","(15.0, 24.0, 22.75)","(11.0, 21.0, 19.0)","(81.0, 450.0, 272.22222222222223)"
15-12-2022 11:34:23.618675,"(2.15, 2.5, 2.455)","(4.2, 5.3, 5.132258064516129)","(4.0, 4.9, 4.6535714285714285)","(7.5, 11.5, 10.5)","(15.0, 24.0, 23.583333333333332)","(11.0, 21.0, 19.653846153846153)","(81.0, 450.0, 335.7142857142857)"
15-12-2022 11:34:24.639261,"(2.15, 2.5, 2.4563636363636365)","(4.2, 5.3, 5.132258064516129)","(4.0, 4.9, 4.6535714285714285)","(7.5, 11.5, 10.954545454545455)","(15.0, 24.0, 23.583333333333332)","(11.0, 21.0, 19.653846153846153)","(81.0, 450.0, 335.7142857142857)"
15-12-2022 11:34:25.613219,"(2.15, 2.48, 2.436923076923077)","(4.2, 5.3, 5.132258064516129)","(4.0, 4.9, 4.6535714285714285)","(7.5, 11.5, 10.5)","(15.0, 24.0, 23.285714285714285)","(11.0, 21.0, 18.8125)","(81.0, 450.0, 280.0)"
15-12-2022 11:34:26.695888,"(2.15, 2.48, 2.4525)","(4.2, 5.3, 4.928571428571429)","(4.0, 4.9, 4.6535714285714285)","(7.5, 11.5, 10.954545454545455)","(15.0, 24.0, 23.583333333333332)","(11.0, 21.0, 19.833333333333332)","(81.0, 450.0, 336.6666666666667)"
15-12-2022 11:34:27.784661,"(2.15, 2.48, 2.4525)","(4.2, 5.3, 4.928571428571429)","(4.0, 4.9, 4.6535714285714285)","(7.5, 11.5, 10.5)","(15.0, 24.0, 23.285714285714285)","(11.0, 21.0, 19.642857142857142)","(81.0, 450.0, 365.0)"
15-12-2022 11:34:28.917615,"(2.15, 2.48, 2.4525)","(4.2, 5.3, 4.928571428571429)","(4.0, 4.9, 4.6535714285714285)","(7.5, 11.5, 10.5)","(15.0, 24.0, 29.0)","(11.0, 20.0, 19.57142857142857)","(81.0, 450.0, 365.0)"
15-12-2022 11:34:30.054854,"(2.15, 2.48, 2.4516129032258065)","(4.2, 5.3, 5.132258064516129)","(4.0, 4.9, 4.6535714285714285)","(7.5, 11.5, 10.5)","(15.0, 30.0, 25.666666666666668)","(12.0, 20.0, 19.57142857142857)","(81.0, 450.0, 365.0)"
15-12-2022 11:34:31.220339,"(2.15, 2.46, 2.4324324324324325)","(4.2, 5.3, 5.132258064516129)","(4.0, 4.9, 4.6535714285714285)","(7.5, 11.5, 10.954545454545455)","(15.0, 27.0, 25.666666666666668)","(12.0, 20.0, 19.666666666666668)","(81.0, 450.0, 365.0)"
15-12-2022 11:34:32.416662,"(2.15, 2.46, 2.4235714285714285)","(4.2, 5.3, 5.132258064516129)","(4.0, 4.9, 4.6535714285714285)","(7.5, 11.5, 10.5)","(15.0, 27.0, 25.666666666666668)","(12.0, 20.0, 19.666666666666668)","(81.0, 450.0, 365.0)"
15-12-2022 11:34:33.401114,"(2.15, 2.46, 2.4235714285714285)","(4.2, 5.3, 5.132258064516129)","(4.0, 4.9, 4.6535714285714285)","(7.5, 11.5, 10.5)","(15.0, 27.0, 25.666666666666668)","(12.0, 20.0, 19.666666666666668)","(81.0, 450.0, 365.0)"
15-12-2022 11:34:34.477316,"(2.15, 2.46, 2.4235714285714285)","(4.2, 5.3, 5.132258064516129)","(4.0, 4.9, 4.6535714285714285)","(7.5, 11.5, 10.954545454545455)","(15.0, 27.0, 24.0)","(12.0, 20.0, 19.666666666666668)","(81.0, 450.0, 365.0)"
15-12-2022 11:34:35.536669,"(2.15, 2.46, 2.424444444444444)","(4.2, 5.3, 4.928571428571429)","(4.0, 4.9, 4.67)","(7.5, 11.5, 10.7)","(15.0, 27.0, 25.0)","(12.0, 20.0, 19.666666666666668)","(81.0, 450.0, 365.0)"
15-12-2022 11:34:36.686361,"(2.15, 2.46, 2.433333333333333)","(4.2, 5.3, 4.928571428571429)","(4.0, 4.9, 4.662068965517241)","(7.5, 11.5, 10.7)","(15.0, 27.0, 24.0)","(12.0, 20.0, 19.428571428571427)","(81.0, 450.0, 365.0)"
15-12-2022 11:34:37.816453,"(2.15, 2.46, 2.433333333333333)","(4.2, 5.3, 4.928571428571429)","(4.0, 4.9, 4.662068965517241)","(7.5, 11.5, 10.7)","(15.0, 27.0, 25.4)","(12.0, 20.0, 19.676470588235293)","(81.0, 450.0, 280.0)"
15-12-2022 11:34:38.836844,"(2.15, 2.46, 2.433333333333333)","(4.2, 5.3, 5.132258064516129)","(4.0, 4.9, 4.662068965517241)","(7.5, 11.5, 10.7)","(15.0, 27.0, 25.5)","(12.0, 20.0, 19.676470588235293)","(81.0, 440.0, 280.0)"
15-12-2022 11:34:39.936825,"(2.15, 2.46, 2.433333333333333)","(4.2, 5.3, 5.132258064516129)","(4.0, 4.9, 4.662068965517241)","(7.5, 11.5, 10.7)","(15.0, 27.0, 25.4)","(12.0, 20.0, 19.705882352941178)","(81.0, 440.0, 280.0)"
15-12-2022 11:34:41.217834,"(2.15, 2.46, 2.424444444444444)","(4.2, 5.3, 5.132258064516129)","(4.0, 4.9, 4.662068965517241)","(7.5, 11.5, 10.7)","(15.0, 27.0, 25.4)","(12.0, 20.0, 19.642857142857142)","(81.0, 440.0, 280.0)"
15-12-2022 11:34:42.456758,"(2.15, 2.46, 2.424444444444444)","(4.2, 5.3, 5.132258064516129)","(4.0, 4.9, 4.662068965517241)","(7.5, 11.5, 10.7)","(15.0, 27.0, 25.5)","(12.0, 20.0, 19.1)","(81.0, 440.0, 280.0)"
15-12-2022 11:34:43.604311,"(2.15, 2.4, 2.3922222222222222)","(4.2, 5.3, 5.011111111111111)","(4.0, 4.9, 4.672)","(7.5, 11.5, 10.7)","(15.0, 27.0, 24.333333333333332)","(12.0, 20.0, 19.28125)","(81.0, 440.0, 280.0)"
15-12-2022 11:34:44.688349,"(2.15, 2.44, 2.4184)","(4.2, 5.3, 4.928571428571429)","(4.0, 4.9, 4.672)","(7.5, 11.5, 10.7)","(15.0, 27.0, 24.333333333333332)","(12.0, 21.0, 18.5)","(81.0, 440.0, 280.0)"
15-12-2022 11:34:46.016067,"(2.15, 2.44, 2.404)","(4.2, 5.3, 4.953333333333334)","(4.0, 4.9, 4.662068965517241)","(7.5, 11.5, 10.875)","(15.0, 27.0, 25.571428571428573)","(12.0, 21.0, 19.676470588235293)","(81.0, 440.0, 280.0)"
15-12-2022 11:34:47.183274,"(2.15, 2.44, 2.3909090909090907)","(4.2, 5.3, 5.132258064516129)","(4.0, 4.8, 4.546153846153846)","(7.5, 12.0, 11.735294117647058)","(15.0, 27.0, 25.571428571428573)","(12.0, 21.0, 20.5)","(81.0, 440.0, 175.0)"
15-12-2022 11:34:48.383610,"(2.15, 2.44, 2.4155555555555557)","(4.2, 5.3, 5.132258064516129)","(4.0, 4.8, 4.623529411764705)","(7.5, 12.0, 11.85)","(15.0, 27.0, 25.571428571428573)","(12.0, 22.0, 21.692307692307693)","(81.0, 450.0, 280.0)"
15-12-2022 11:34:49.681647,"(2.15, 2.44, 2.385)","(4.2, 5.3, 5.132258064516129)","(4.0, 4.8, 4.623529411764705)","(7.5, 12.0, 11.85)","(15.0, 27.0, 25.571428571428573)","(12.0, 22.0, 21.636363636363637)","(81.0, 440.0, 280.0)"
15-12-2022 11:34:50.992400,"(2.15, 2.44, 2.3620202020202017)","(4.2, 5.3, 5.427272727272727)","(4.0, 4.8, 4.531578947368421)","(7.5, 12.0, 11.85)","(15.0, 27.0, 25.571428571428573)","(12.0, 22.0, 21.125)","(81.0, 440.0, 280.0)"
15-12-2022 11:34:52.248087,"(2.15, 2.38, 2.3620202020202017)","(4.2, 5.7, 5.370588235294118)","(4.0, 4.8, 4.535294117647059)","(7.5, 12.0, 11.85)","(16.0, 27.0, 25.181818181818183)","(12.0, 23.0, 21.80952380952381)","(81.0, 440.0, 280.0)"
15-12-2022 11:34:53.414335,"(2.15, 2.38, 2.3619607843137254)","(4.2, 5.7, 5.370588235294118)","(4.0, 4.8, 4.535294117647059)","(7.5, 12.0, 11.85)","(16.0, 27.0, 25.181818181818183)","(12.0, 23.0, 18.729166666666668)","(81.0, 440.0, 362.5)"
15-12-2022 11:34:54.575345,"(2.15, 2.38, 2.3602150537634405)","(4.2, 5.7, 5.286363636363636)","(4.0, 4.8, 4.535294117647059)","(7.5, 12.0, 11.857142857142858)","(16.0, 27.0, 25.46153846153846)","(12.0, 24.0, 21.764705882352942)","(81.0, 440.0, 388.3333333333333)"
15-12-2022 11:34:55.753836,"(2.15, 2.38, 2.373684210526316)","(4.2, 5.7, 5.42)","(4.0, 4.8, 4.65)","(7.5, 12.0, 11.857142857142858)","(16.0, 27.0, 25.46153846153846)","(12.0, 22.0, 20.75)","(81.0, 440.0, 415.3846153846154)"
15-12-2022 11:34:56.917063,"(2.15, 2.36, 2.3566666666666665)","(4.2, 5.7, 5.326666666666666)","(4.0, 4.8, 4.65)","(7.5, 12.0, 11.857142857142858)","(16.0, 27.0, 25.46153846153846)","(12.0, 23.0, 22.0)","(81.0, 440.0, 415.3846153846154)"
15-12-2022 11:34:58.197000,"(2.15, 2.38, 2.3283720930232557)","(4.2, 5.7, 5.325)","(4.0, 4.8, 4.640625)","(7.5, 12.0, 11.857142857142858)","(16.0, 27.0, 25.46153846153846)","(12.0, 23.0, 22.714285714285715)","(81.0, 440.0, 415.3846153846154)"
15-12-2022 11:34:59.372098,"(2.15, 2.38, 2.34036036036036)","(4.2, 5.7, 5.283333333333333)","(4.0, 4.8, 4.625)","(7.5, 12.0, 11.5)","(16.0, 27.0, 25.46153846153846)","(12.0, 23.0, 21.12)","(81.0, 440.0, 415.3846153846154)"
15-12-2022 11:35:00.500278,"(2.15, 2.36, 2.3409999999999997)","(4.2, 5.7, 5.366666666666666)","(4.0, 4.8, 4.625)","(7.5, 12.0, 12.222222222222221)","(16.0, 27.0, 25.181818181818183)","(12.0, 24.0, 21.81818181818182)","(81.0, 440.0, 415.3846153846154)"
15-12-2022 11:35:01.672737,"(2.15, 2.36, 2.339459459459459)","(4.2, 5.7, 5.3)","(4.0, 4.8, 4.607142857142857)","(7.5, 13.0, 11.65)","(16.0, 27.0, 25.181818181818183)","(12.0, 24.0, 21.81818181818182)","(81.0, 440.0, 415.3846153846154)"
15-12-2022 11:35:02.791791,"(2.15, 2.36, 2.333333333333333)","(4.2, 5.3, 5.223076923076923)","(4.0, 4.8, 4.607142857142857)","(7.5, 13.0, 11.65)","(16.0, 27.0, 25.181818181818183)","(12.0, 24.0, 21.942857142857143)","(81.0, 440.0, 415.3846153846154)"
15-12-2022 11:35:04.014669,"(2.15, 2.36, 2.3443478260869566)","(4.2, 5.3, 5.125)","(4.0, 4.8, 4.65625)","(7.5, 13.0, 12.38888888888889)","(16.0, 27.0, 26.5)","(12.0, 24.0, 21.942857142857143)","(81.0, 440.0, 365.0)"
15-12-2022 11:35:05.163923,"(2.15, 2.36, 2.3410526315789473)","(4.2, 5.3, 5.125)","(4.0, 4.8, 4.65625)","(7.5, 13.0, 12.38888888888889)","(16.0, 28.0, 26.5)","(12.0, 24.0, 21.942857142857143)","(81.0, 440.0, 365.0)"
15-12-2022 11:35:06.254223,"(2.15, 2.36, 2.3443478260869566)","(4.2, 5.3, 5.2558823529411764)","(4.0, 4.8, 4.65625)","(7.5, 13.0, 12.558823529411764)","(16.0, 28.0, 26.5)","(12.0, 24.0, 21.942857142857143)","(81.0, 430.0, 401.0)"
15-12-2022 11:35:07.295744,"(2.1, 2.34, 2.3379310344827586)","(4.2, 5.3, 5.253846153846154)","(4.0, 4.8, 4.6466666666666665)","(7.5, 13.0, 12.282608695652174)","(16.0, 28.0, 26.5)","(12.0, 24.0, 21.942857142857143)","(81.0, 430.0, 401.0)"
15-12-2022 11:35:08.336604,"(2.1, 2.36, 2.3470967741935485)","(4.2, 5.3, 5.033333333333333)","(4.0, 4.8, 4.6466666666666665)","(8.0, 13.0, 12.410714285714286)","(16.0, 29.0, 28.6)","(12.0, 24.0, 21.942857142857143)","(81.0, 430.0, 400.0)"
15-12-2022 11:35:09.415351,"(2.1, 2.36, 2.3470967741935485)","(4.2, 5.3, 5.042857142857143)","(4.0, 4.8, 4.681034482758621)","(8.0, 13.0, 12.484375)","(16.0, 29.0, 28.8)","(12.0, 24.0, 21.942857142857143)","(81.0, 430.0, 400.0)"
15-12-2022 11:35:10.499630,"(2.1, 2.36, 2.3484615384615384)","(4.4, 5.3, 5.033333333333333)","(4.0, 4.8, 4.669354838709677)","(8.5, 13.0, 12.410714285714286)","(16.0, 29.0, 27.833333333333332)","(13.0, 24.0, 22.0)","(81.0, 430.0, 370.0)"
15-12-2022 11:35:11.629716,"(2.1, 2.36, 2.3369999999999997)","(4.4, 5.4, 5.1)","(4.0, 4.8, 4.679591836734693)","(8.5, 13.0, 12.410714285714286)","(16.0, 28.0, 26.666666666666668)","(13.0, 24.0, 22.615384615384617)","(81.0, 430.0, 400.0)"
15-12-2022 11:35:12.620028,"(2.1, 2.36, 2.3225)","(4.4, 5.1, 5.081818181818181)","(4.0, 4.9, 4.679591836734693)","(8.5, 13.0, 12.410714285714286)","(16.0, 28.0, 27.428571428571427)","(13.0, 24.0, 22.363636363636363)","(81.0, 430.0, 340.0)"
