,Call Me Thor,Pretty Reef,Wild Assassin,Will She Stay,Kelseys Girl,Interfere,Alvin Delight
15-12-2022 11:30:18.574752,"(2.2, 2.98, 2.62)","(4.0, 5.5, 4.633333333333334)","(4.0, 6.6, 6.366666666666666)","(7.0, 12.0, 9.666666666666666)","(12.0, 26.0, 20.0625)","(11.0, 20.0, 18.666666666666664)","(71.0, 580.0, 243.33333333333334)"
15-12-2022 11:30:19.683634,"(2.2, 2.98, 2.62)","(4.0, 5.5, 4.633333333333334)","(4.0, 6.6, 6.366666666666666)","(7.0, 12.0, 9.666666666666666)","(12.0, 26.0, 20.0625)","(11.0, 20.0, 18.666666666666664)","(71.0, 580.0, 243.33333333333334)"
15-12-2022 11:30:20.753806,"(2.2, 2.98, 2.62)","(4.0, 5.5, 4.633333333333334)","(4.0, 6.6, 6.366666666666666)","(7.0, 12.0, 9.666666666666666)","(12.0, 26.0, 20.0625)","(11.0, 20.0, 18.666666666666664)","(71.0, 580.0, 243.33333333333334)"
15-12-2022 11:30:21.775104,"(2.2, 2.98, 2.62)","(4.0, 5.4, 4.527272727272727)","(4.0, 6.6, 5.75)","(7.0, 12.0, 10.444444444444445)","(12.0, 26.0, 23.0)","(11.0, 20.0, 18.666666666666664)","(71.0, 580.0, 243.33333333333334)"
15-12-2022 11:30:22.781814,"(2.2, 2.96, 2.4433333333333334)","(4.0, 5.4, 4.527272727272727)","(4.0, 6.6, 6.383333333333333)","(7.0, 12.0, 10.444444444444445)","(12.0, 26.0, 20.857142857142858)","(11.0, 20.0, 18.666666666666664)","(71.0, 580.0, 243.33333333333334)"
15-12-2022 11:30:23.879484,"(2.2, 2.96, 2.3975)","(4.0, 5.4, 4.527272727272727)","(4.0, 6.6, 6.383333333333333)","(7.0, 12.0, 9.666666666666666)","(12.0, 26.0, 20.857142857142858)","(11.0, 20.0, 18.666666666666664)","(71.0, 580.0, 243.33333333333334)"
15-12-2022 11:30:24.984524,"(2.2, 2.96, 2.3975)","(4.0, 5.4, 4.527272727272727)","(4.0, 6.6, 6.383333333333333)","(7.0, 12.0, 9.666666666666666)","(12.0, 26.0, 20.857142857142858)","(11.0, 20.0, 18.666666666666664)","(71.0, 580.0, 243.33333333333334)"
15-12-2022 11:30:25.978365,"(2.2, 2.96, 2.3975)","(4.0, 5.4, 4.527272727272727)","(4.0, 6.6, 6.383333333333333)","(7.0, 12.0, 9.666666666666666)","(12.0, 26.0, 20.857142857142858)","(11.0, 20.0, 18.666666666666664)","(71.0, 580.0, 243.33333333333334)"
15-12-2022 11:30:26.982680,"(2.2, 2.96, 2.44625)","(4.0, 5.4, 4.527272727272727)","(4.0, 6.6, 5.6)","(7.0, 12.0, 10.444444444444445)","(12.0, 26.0, 20.57142857142857)","(11.0, 20.0, 18.666666666666664)","(71.0, 580.0, 243.33333333333334)"
15-12-2022 11:30:27.986734,"(2.2, 3.05, 2.44625)","(4.0, 5.4, 4.527272727272727)","(4.0, 6.6, 5.6)","(7.0, 12.0, 10.444444444444445)","(12.0, 26.0, 22.2)","(11.0, 20.0, 18.833333333333336)","(71.0, 580.0, 220.0)"
15-12-2022 11:30:29.062906,"(2.2, 3.05, 2.44625)","(4.0, 5.5, 4.633333333333334)","(4.0, 6.6, 6.35)","(7.0, 12.0, 10.444444444444445)","(12.0, 25.0, 22.5)","(11.0, 20.0, 18.833333333333336)","(71.0, 580.0, 220.0)"
15-12-2022 11:30:30.157702,"(2.2, 3.05, 2.44625)","(4.0, 5.5, 4.633333333333334)","(4.0, 6.6, 6.35)","(7.0, 12.0, 9.666666666666666)","(12.0, 25.0, 22.5)","(11.0, 20.0, 18.833333333333336)","(71.0, 580.0, 220.0)"
15-12-2022 11:30:31.223392,"(2.2, 3.05, 2.44625)","(4.0, 5.5, 4.633333333333334)","(4.0, 6.6, 6.35)","(7.0, 12.0, 9.666666666666666)","(12.0, 25.0, 22.666666666666668)","(11.0, 20.0, 18.833333333333336)","(71.0, 580.0, 220.0)"
15-12-2022 11:30:32.246966,"(2.2, 3.0, 2.4092307692307693)","(4.0, 5.5, 5.175)","(4.0, 6.6, 6.357142857142857)","(7.0, 12.0, 9.666666666666666)","(12.0, 25.0, 22.57142857142857)","(11.0, 20.0, 16.25)","(71.0, 580.0, 220.0)"
15-12-2022 11:30:33.198361,"(2.2, 3.0, 2.4092307692307693)","(4.0, 5.5, 4.633333333333334)","(4.0, 6.6, 6.366666666666666)","(7.0, 12.0, 9.666666666666666)","(12.0, 26.0, 22.57142857142857)","(11.0, 20.0, 16.25)","(71.0, 580.0, 220.0)"
15-12-2022 11:30:34.297448,"(2.2, 2.98, 2.4633333333333334)","(4.0, 5.5, 4.633333333333334)","(4.0, 6.6, 6.366666666666666)","(7.0, 11.5, 9.528571428571428)","(12.0, 26.0, 22.57142857142857)","(11.0, 20.0, 16.25)","(71.0, 580.0, 220.0)"
15-12-2022 11:30:35.434329,"(2.2, 2.96, 2.406153846153846)","(4.0, 5.5, 4.633333333333334)","(4.0, 6.6, 6.366666666666666)","(7.0, 11.5, 9.528571428571428)","(12.0, 26.0, 22.57142857142857)","(11.0, 20.0, 16.25)","(71.0, 580.0, 220.0)"
15-12-2022 11:30:36.527165,"(2.2, 2.96, 2.4226666666666667)","(4.0, 5.5, 4.633333333333334)","(4.0, 6.6, 6.366666666666666)","(7.0, 11.5, 9.528571428571428)","(12.0, 26.0, 22.57142857142857)","(11.0, 20.0, 18.75)","(71.0, 580.0, 220.0)"
15-12-2022 11:30:37.526221,"(2.2, 2.92, 2.8654545454545453)","(4.0, 5.5, 5.175)","(4.0, 6.6, 6.357142857142857)","(7.0, 11.5, 9.528571428571428)","(12.0, 26.0, 22.57142857142857)","(11.0, 20.0, 18.75)","(71.0, 580.0, 220.0)"
15-12-2022 11:30:38.485971,"(2.2, 2.92, 2.8654545454545453)","(4.0, 5.5, 5.175)","(4.0, 6.6, 5.75)","(7.0, 11.5, 9.528571428571428)","(12.0, 26.0, 22.142857142857142)","(11.0, 20.0, 18.75)","(71.0, 580.0, 220.0)"
15-12-2022 11:30:39.579512,"(2.2, 2.92, 2.8654545454545453)","(4.0, 5.5, 4.633333333333334)","(4.0, 6.6, 6.383333333333333)","(7.0, 11.5, 9.528571428571428)","(12.0, 26.0, 22.142857142857142)","(11.0, 20.0, 18.75)","(71.0, 580.0, 220.0)"
15-12-2022 11:30:40.676199,"(2.2, 2.9, 2.847272727272727)","(4.0, 5.5, 4.633333333333334)","(4.0, 6.6, 6.383333333333333)","(7.0, 11.5, 9.528571428571428)","(12.0, 26.0, 21.75)","(11.0, 20.0, 18.75)","(71.0, 580.0, 220.0)"
15-12-2022 11:30:41.725403,"(2.2, 2.9, 2.7066666666666666)","(4.0, 5.5, 4.633333333333334)","(4.2, 6.6, 6.383333333333333)","(7.0, 11.5, 9.528571428571428)","(12.0, 26.0, 21.75)","(11.0, 20.0, 18.75)","(71.0, 580.0, 269.2307692307692)"
15-12-2022 11:30:42.796267,"(2.2, 2.9, 2.6933333333333334)","(4.0, 5.5, 5.175)","(4.2, 6.6, 5.6)","(7.0, 11.5, 10.466666666666667)","(12.0, 26.0, 22.6)","(11.0, 20.0, 18.75)","(71.0, 580.0, 269.2307692307692)"
15-12-2022 11:30:43.747792,"(2.2, 2.9, 2.871304347826087)","(4.0, 5.5, 4.633333333333334)","(4.2, 6.6, 6.35)","(7.0, 13.0, 10.466666666666667)","(12.0, 26.0, 22.6)","(11.0, 20.0, 18.75)","(71.0, 580.0, 269.2307692307692)"
15-12-2022 11:30:44.803143,"(2.2, 2.9, 2.6866666666666665)","(4.0, 5.5, 4.633333333333334)","(4.2, 6.6, 6.35)","(7.0, 13.0, 10.466666666666667)","(12.0, 26.0, 22.6)","(11.0, 20.0, 18.75)","(71.0, 580.0, 269.2307692307692)"
15-12-2022 11:30:45.814927,"(2.2, 2.9, 2.822857142857143)","(4.0, 5.5, 4.633333333333334)","(4.2, 6.6, 6.35)","(7.0, 13.0, 10.466666666666667)","(12.0, 26.0, 22.6)","(11.0, 20.0, 18.75)","(71.0, 580.0, 269.2307692307692)"
15-12-2022 11:30:46.805405,"(2.2, 2.9, 2.4956521739130433)","(4.0, 5.5, 4.478571428571429)","(4.2, 6.6, 6.35)","(7.0, 13.0, 10.466666666666667)","(12.0, 26.0, 22.6)","(11.0, 20.0, 18.75)","(71.0, 580.0, 269.2307692307692)"
15-12-2022 11:30:47.783048,"(2.2, 2.88, 2.4956521739130433)","(4.0, 5.5, 4.633333333333334)","(4.2, 6.6, 5.75)","(7.0, 13.0, 10.466666666666667)","(12.0, 26.0, 22.6)","(11.0, 20.0, 18.75)","(71.0, 580.0, 269.2307692307692)"
15-12-2022 11:30:48.749343,"(2.2, 2.88, 2.4956521739130433)","(4.0, 5.5, 4.478571428571429)","(4.2, 6.6, 6.366666666666666)","(7.0, 13.0, 11.733333333333333)","(12.0, 26.0, 21.75)","(11.0, 20.0, 18.75)","(71.0, 580.0, 269.2307692307692)"
15-12-2022 11:30:49.823564,"(2.2, 2.84, 2.6466666666666665)","(4.0, 5.5, 4.478571428571429)","(4.2, 6.6, 6.366666666666666)","(7.0, 13.0, 10.466666666666667)","(12.0, 26.0, 23.6)","(11.0, 20.0, 18.75)","(71.0, 580.0, 269.2307692307692)"
15-12-2022 11:30:50.969408,"(2.2, 2.84, 2.6466666666666665)","(4.0, 5.5, 4.478571428571429)","(4.2, 6.6, 6.366666666666666)","(7.0, 13.0, 10.466666666666667)","(12.0, 26.0, 23.6)","(11.0, 20.0, 18.75)","(71.0, 580.0, 269.2307692307692)"
15-12-2022 11:30:51.953686,"(2.2, 2.8, 2.6199999999999997)","(4.0, 5.5, 4.478571428571429)","(4.2, 6.6, 6.366666666666666)","(7.0, 13.0, 10.466666666666667)","(12.0, 26.0, 23.6)","(11.0, 20.0, 18.75)","(71.0, 580.0, 269.2307692307692)"
15-12-2022 11:30:52.949222,"(2.2, 2.8, 2.476)","(4.0, 5.5, 4.633333333333334)","(4.2, 6.6, 6.422222222222222)","(7.0, 13.0, 10.466666666666667)","(12.0, 26.0, 23.6)","(11.0, 20.0, 18.75)","(71.0, 580.0, 269.2307692307692)"
15-12-2022 11:30:54.056680,"(2.2, 2.78, 2.375555555555555)","(4.0, 5.5, 4.478571428571429)","(4.2, 6.6, 6.383333333333333)","(7.0, 13.0, 9.566666666666666)","(12.0, 26.0, 22.8)","(11.0, 20.0, 18.75)","(71.0, 580.0, 269.2307692307692)"
15-12-2022 11:30:55.176790,"(2.2, 2.74, 2.5)","(4.0, 5.5, 4.478571428571429)","(4.2, 6.6, 6.383333333333333)","(7.0, 12.5, 9.566666666666666)","(12.0, 26.0, 22.833333333333332)","(11.0, 20.0, 18.75)","(71.0, 580.0, 269.2307692307692)"
15-12-2022 11:30:56.192374,"(2.2, 2.72, 2.566666666666667)","(4.0, 5.5, 4.478571428571429)","(4.2, 6.6, 6.383333333333333)","(7.0, 12.5, 9.566666666666666)","(12.0, 26.0, 22.833333333333332)","(11.0, 20.0, 18.75)","(71.0, 580.0, 269.2307692307692)"
15-12-2022 11:30:57.132719,"(2.2, 2.72, 2.4926315789473685)","(4.0, 5.5, 4.478571428571429)","(4.2, 6.6, 6.383333333333333)","(7.0, 12.5, 9.566666666666666)","(12.0, 26.0, 22.833333333333332)","(11.0, 20.0, 18.75)","(71.0, 580.0, 269.2307692307692)"
15-12-2022 11:30:58.194142,"(2.2, 2.72, 2.4926315789473685)","(4.0, 5.4, 4.5)","(4.2, 6.6, 5.8)","(7.0, 12.5, 9.566666666666666)","(12.0, 26.0, 22.833333333333332)","(11.0, 20.0, 18.75)","(71.0, 580.0, 269.2307692307692)"
15-12-2022 11:30:59.314811,"(2.2, 2.72, 2.4926315789473685)","(4.0, 5.4, 4.5)","(4.2, 6.6, 5.775)","(7.0, 12.5, 9.566666666666666)","(12.0, 26.0, 22.833333333333332)","(11.0, 20.0, 18.75)","(71.0, 580.0, 269.2307692307692)"
15-12-2022 11:31:00.392861,"(2.2, 2.72, 2.4926315789473685)","(4.0, 5.4, 4.5)","(4.2, 6.6, 5.775)","(7.0, 12.5, 9.566666666666666)","(12.0, 26.0, 22.4)","(11.0, 20.0, 18.75)","(71.0, 580.0, 269.2307692307692)"
15-12-2022 11:31:01.426924,"(2.2, 2.72, 2.4926315789473685)","(4.0, 5.4, 4.5)","(4.2, 6.6, 5.775)","(7.0, 12.5, 9.566666666666666)","(12.0, 26.0, 22.4)","(11.0, 20.0, 18.75)","(71.0, 580.0, 285.4166666666667)"
15-12-2022 11:31:02.433436,"(2.2, 2.72, 2.4926315789473685)","(4.0, 5.4, 4.5)","(4.2, 6.6, 5.775)","(7.0, 12.5, 9.566666666666666)","(12.0, 26.0, 22.4)","(11.0, 20.0, 18.57142857142857)","(71.0, 580.0, 116.5)"
15-12-2022 11:31:03.507758,"(2.2, 2.72, 2.4926315789473685)","(4.0, 5.4, 4.5)","(4.2, 6.6, 5.4)","(7.0, 12.5, 9.566666666666666)","(12.0, 26.0, 22.4)","(11.0, 21.0, 18.57142857142857)","(71.0, 580.0, 223.46153846153845)"
15-12-2022 11:31:04.572635,"(2.2, 2.66, 2.63375)","(4.0, 5.4, 4.5)","(4.2, 6.4, 5.4)","(7.0, 12.5, 9.566666666666666)","(12.0, 26.0, 22.4)","(11.0, 21.0, 18.57142857142857)","(71.0, 580.0, 223.46153846153845)"
15-12-2022 11:31:05.681437,"(2.2, 2.6, 2.5242105263157897)","(4.0, 5.3, 4.475)","(4.2, 6.6, 6.366666666666666)","(7.0, 12.5, 9.86)","(12.0, 26.0, 22.6)","(11.0, 24.0, 20.714285714285715)","(71.0, 580.0, 408.3333333333333)"
15-12-2022 11:31:06.747187,"(2.2, 2.56, 2.4926315789473685)","(4.0, 5.3, 4.475)","(4.2, 6.6, 5.7384615384615385)","(7.0, 12.0, 9.76)","(12.0, 26.0, 22.6)","(11.0, 24.0, 20.714285714285715)","(71.0, 580.0, 408.3333333333333)"
15-12-2022 11:31:07.804345,"(2.2, 2.52, 2.4610526315789474)","(4.0, 5.3, 4.475)","(4.2, 6.6, 5.7384615384615385)","(7.0, 12.0, 9.76)","(12.0, 26.0, 22.6)","(11.0, 24.0, 20.714285714285715)","(71.0, 580.0, 431.42857142857144)"
15-12-2022 11:31:08.921501,"(2.2, 2.52, 2.4610526315789474)","(4.0, 5.3, 4.475)","(4.2, 6.6, 5.733333333333333)","(7.0, 12.0, 10.6)","(12.0, 26.0, 22.666666666666668)","(11.0, 24.0, 20.714285714285715)","(71.0, 580.0, 343.3333333333333)"
15-12-2022 11:31:10.016659,"(2.2, 2.52, 2.432)","(4.0, 5.3, 4.475)","(4.2, 6.6, 5.733333333333333)","(7.0, 12.0, 10.6)","(12.0, 26.0, 22.5)","(11.0, 24.0, 20.714285714285715)","(71.0, 570.0, 278.18181818181813)"
15-12-2022 11:31:11.206835,"(2.2, 2.52, 2.432)","(4.0, 5.3, 4.475)","(4.2, 6.6, 5.85)","(7.0, 12.0, 9.76)","(12.0, 26.0, 22.07142857142857)","(11.0, 24.0, 20.714285714285715)","(71.0, 540.0, 381.42857142857144)"
15-12-2022 11:31:12.324657,"(2.2, 2.52, 2.432)","(4.0, 5.3, 4.475)","(4.2, 6.4, 5.85)","(7.0, 12.0, 9.76)","(12.0, 27.0, 22.07142857142857)","(11.0, 24.0, 20.714285714285715)","(71.0, 510.0, 310.0)"
15-12-2022 11:31:13.362995,"(2.2, 2.52, 2.432)","(4.0, 5.3, 4.475)","(4.2, 6.4, 5.85)","(7.0, 12.0, 10.6)","(12.0, 27.0, 22.07142857142857)","(11.0, 24.0, 20.714285714285715)","(71.0, 510.0, 280.0)"
15-12-2022 11:31:14.380841,"(2.2, 2.52, 2.432)","(4.0, 5.3, 4.475)","(4.2, 6.2, 5.4)","(7.0, 12.0, 10.6)","(12.0, 27.0, 22.07142857142857)","(11.0, 24.0, 20.714285714285715)","(71.0, 500.0, 104.0)"
15-12-2022 11:31:15.409095,"(2.2, 2.52, 2.3485714285714288)","(4.0, 5.3, 4.475)","(4.2, 6.2, 6.016666666666667)","(7.0, 12.0, 10.6)","(12.0, 27.0, 22.07142857142857)","(11.0, 24.0, 20.714285714285715)","(71.0, 500.0, 203.33333333333334)"
15-12-2022 11:31:16.483623,"(2.2, 2.52, 2.3485714285714288)","(4.0, 5.3, 4.475)","(4.2, 6.4, 5.822222222222222)","(7.0, 12.0, 10.6)","(12.0, 27.0, 22.07142857142857)","(11.0, 24.0, 20.714285714285715)","(71.0, 490.0, 200.0)"
15-12-2022 11:31:17.648133,"(2.2, 2.52, 2.3485714285714288)","(4.0, 5.3, 4.475)","(4.2, 6.4, 5.966666666666667)","(7.0, 12.0, 10.6)","(12.0, 27.0, 22.07142857142857)","(11.0, 24.0, 20.714285714285715)","(71.0, 480.0, 270.0)"
15-12-2022 11:31:18.720383,"(2.2, 2.52, 2.3485714285714288)","(4.0, 5.3, 4.475)","(4.2, 6.4, 5.9)","(7.0, 12.0, 10.6)","(12.0, 27.0, 21.75)","(11.0, 24.0, 20.333333333333332)","(71.0, 480.0, 270.0)"
15-12-2022 11:31:19.666490,"(2.2, 2.52, 2.3485714285714288)","(4.0, 5.3, 4.475)","(4.2, 6.6, 6.136363636363637)","(7.0, 12.0, 10.6)","(12.0, 27.0, 21.75)","(11.0, 24.0, 21.0)","(71.0, 480.0, 270.0)"
15-12-2022 11:31:20.693063,"(2.2, 2.52, 2.456842105263158)","(4.0, 5.3, 4.475)","(4.2, 6.6, 6.366666666666666)","(7.0, 12.0, 9.454545454545453)","(12.0, 27.0, 21.75)","(11.0, 24.0, 21.0)","(71.0, 480.0, 270.0)"
15-12-2022 11:31:21.851031,"(2.2, 2.52, 2.456842105263158)","(4.0, 5.3, 4.475)","(4.2, 6.6, 6.366666666666666)","(7.0, 12.0, 9.454545454545453)","(12.0, 27.0, 23.25)","(11.0, 24.0, 21.0)","(71.0, 480.0, 270.0)"
15-12-2022 11:31:22.923237,"(2.2, 2.52, 2.2933333333333334)","(4.0, 5.3, 4.475)","(4.2, 6.6, 6.366666666666666)","(7.0, 12.0, 9.454545454545453)","(12.0, 27.0, 22.25)","(11.0, 24.0, 21.0)","(71.0, 480.0, 203.33333333333334)"
15-12-2022 11:31:24.009950,"(2.2, 2.52, 2.241818181818182)","(4.0, 5.3, 4.475)","(4.2, 6.6, 6.4111111111111105)","(7.0, 12.0, 9.454545454545453)","(12.0, 27.0, 23.833333333333336)","(11.0, 24.0, 16.333333333333332)","(71.0, 480.0, 203.33333333333334)"
15-12-2022 11:31:24.998659,"(2.2, 2.52, 2.35)","(4.0, 5.2, 4.745454545454546)","(4.2, 6.2, 5.75)","(7.0, 12.0, 9.454545454545453)","(12.0, 27.0, 23.833333333333336)","(11.0, 24.0, 16.333333333333332)","(71.0, 480.0, 203.33333333333334)"
15-12-2022 11:31:25.927110,"(2.2, 2.52, 2.35)","(4.0, 5.2, 4.745454545454546)","(4.2, 6.2, 5.75)","(7.0, 12.0, 10.285714285714285)","(12.0, 25.0, 21.59090909090909)","(11.0, 24.0, 16.333333333333332)","(71.0, 480.0, 203.33333333333334)"
15-12-2022 11:31:27.058132,"(2.2, 2.52, 2.35)","(4.0, 5.2, 4.745454545454546)","(4.2, 6.2, 5.75)","(7.0, 12.0, 10.285714285714285)","(12.0, 25.0, 22.65625)","(11.0, 24.0, 13.75)","(71.0, 480.0, 203.33333333333334)"
15-12-2022 11:31:28.070058,"(2.2, 2.52, 2.4773684210526317)","(4.0, 4.8, 4.5)","(4.2, 6.8, 5.794117647058823)","(7.0, 12.0, 10.285714285714285)","(12.0, 25.0, 22.65625)","(11.0, 20.0, 13.75)","(71.0, 480.0, 203.33333333333334)"
15-12-2022 11:31:28.975192,"(2.2, 2.46, 2.4555882352941176)","(4.0, 4.8, 4.5)","(4.2, 6.8, 5.794117647058823)","(7.0, 12.0, 10.285714285714285)","(12.0, 24.0, 22.375)","(11.0, 20.0, 17.32142857142857)","(71.0, 480.0, 316.0)"
15-12-2022 11:31:29.988074,"(2.2, 2.44, 2.378139534883721)","(4.0, 5.2, 4.661538461538462)","(4.2, 6.8, 5.578571428571429)","(7.0, 12.0, 10.285714285714285)","(12.0, 24.0, 22.375)","(11.0, 20.0, 17.32142857142857)","(71.0, 480.0, 316.0)"
15-12-2022 11:31:31.102055,"(2.2, 2.44, 2.378139534883721)","(4.0, 4.9, 4.581818181818182)","(4.2, 6.8, 5.9)","(7.0, 12.0, 10.285714285714285)","(12.0, 24.0, 22.375)","(11.0, 20.0, 17.32142857142857)","(71.0, 480.0, 316.0)"
15-12-2022 11:31:32.167417,"(2.2, 2.44, 2.313333333333333)","(4.0, 4.9, 4.581818181818182)","(4.2, 6.8, 5.9)","(7.0, 12.0, 10.285714285714285)","(12.0, 24.0, 22.375)","(11.0, 20.0, 17.32142857142857)","(71.0, 480.0, 316.0)"
15-12-2022 11:31:33.256395,"(2.2, 2.44, 2.3107692307692305)","(4.0, 4.9, 4.95)","(4.2, 6.8, 5.081818181818182)","(7.0, 12.0, 10.285714285714285)","(12.0, 24.0, 22.555555555555557)","(11.0, 20.0, 17.32142857142857)","(71.0, 480.0, 316.0)"
15-12-2022 11:31:34.269765,"(2.2, 2.44, 2.3107692307692305)","(4.0, 5.2, 4.95)","(4.2, 6.8, 5.081818181818182)","(7.0, 12.0, 10.285714285714285)","(12.0, 24.0, 22.555555555555557)","(11.0, 20.0, 17.32142857142857)","(71.0, 480.0, 277.5)"
15-12-2022 11:31:35.348106,"(2.2, 2.42, 2.3118181818181816)","(4.0, 5.2, 4.95)","(4.2, 6.8, 5.707142857142857)","(7.0, 12.0, 10.4)","(12.0, 24.0, 22.555555555555557)","(11.0, 20.0, 17.32142857142857)","(71.0, 480.0, 277.5)"
15-12-2022 11:31:36.468993,"(2.2, 2.4, 2.304)","(4.0, 5.2, 4.95)","(4.2, 6.8, 5.707142857142857)","(7.0, 12.0, 10.4)","(12.0, 24.0, 22.555555555555557)","(11.0, 20.0, 17.32142857142857)","(71.0, 480.0, 277.5)"
15-12-2022 11:31:37.572517,"(2.2, 2.4, 2.304)","(4.0, 5.2, 4.95)","(4.2, 6.8, 5.707142857142857)","(7.0, 12.0, 10.4)","(12.0, 24.0, 20.5)","(11.0, 20.0, 17.115384615384613)","(71.0, 480.0, 277.5)"
15-12-2022 11:31:38.635399,"(2.2, 2.4, 2.304)","(4.0, 5.2, 4.95)","(4.2, 6.8, 5.707142857142857)","(7.0, 12.0, 10.4)","(12.0, 24.0, 20.5)","(11.0, 20.0, 14.6875)","(71.0, 480.0, 277.5)"
15-12-2022 11:31:39.626870,"(2.2, 2.4, 2.2095238095238097)","(4.0, 5.2, 4.95)","(4.2, 6.8, 5.9)","(7.0, 12.0, 10.4)","(12.0, 24.0, 20.5)","(11.0, 20.0, 16.136363636363637)","(71.0, 480.0, 320.0)"
15-12-2022 11:31:40.695249,"(2.2, 2.4, 2.2095238095238097)","(4.0, 5.2, 4.95)","(4.2, 6.8, 5.771428571428571)","(7.0, 12.0, 10.736842105263158)","(12.0, 24.0, 20.5)","(11.0, 20.0, 14.6875)","(71.0, 480.0, 320.0)"
15-12-2022 11:31:41.884756,"(2.2, 2.4, 2.2095238095238097)","(4.0, 5.2, 4.95)","(4.2, 6.8, 5.6)","(7.0, 12.0, 11.26153846153846)","(12.0, 24.0, 20.5)","(11.0, 20.0, 14.6875)","(71.0, 480.0, 320.0)"
15-12-2022 11:31:43.165577,"(2.2, 2.4, 2.2095238095238097)","(4.0, 5.2, 4.942857142857143)","(4.2, 6.8, 5.84)","(7.0, 12.0, 11.26153846153846)","(12.0, 24.0, 20.5)","(11.0, 20.0, 15.681818181818182)","(71.0, 480.0, 320.0)"
15-12-2022 11:31:44.385737,"(2.2, 2.4, 2.2095238095238097)","(4.0, 5.2, 4.975)","(4.2, 6.8, 5.72)","(7.0, 12.0, 11.26153846153846)","(12.0, 24.0, 20.5)","(11.0, 20.0, 15.681818181818182)","(71.0, 480.0, 320.0)"
15-12-2022 11:31:45.499497,"(2.2, 2.4, 2.2095238095238097)","(4.0, 5.2, 4.975)","(4.2, 6.8, 5.72)","(7.0, 12.0, 11.26153846153846)","(12.0, 24.0, 20.5)","(11.0, 20.0, 15.681818181818182)","(71.0, 480.0, 320.0)"
15-12-2022 11:31:46.718630,"(2.2, 2.4, 2.2095238095238097)","(4.0, 5.2, 4.975)","(4.2, 6.8, 5.675)","(7.0, 12.0, 10.8)","(12.0, 24.0, 20.5)","(11.0, 20.0, 15.681818181818182)","(71.0, 480.0, 320.0)"
15-12-2022 11:31:47.920866,"(2.2, 2.38, 2.2163636363636363)","(4.0, 5.2, 5.061538461538461)","(4.2, 6.8, 5.675)","(7.0, 12.0, 10.8)","(12.0, 24.0, 20.5)","(11.0, 20.0, 16.136363636363637)","(71.0, 480.0, 320.0)"
15-12-2022 11:31:49.157717,"(2.2, 2.36, 2.2076190476190476)","(4.0, 5.2, 4.876190476190477)","(4.2, 6.8, 5.128571428571428)","(7.0, 12.0, 10.8)","(12.0, 24.0, 20.5)","(11.0, 20.0, 16.136363636363637)","(71.0, 480.0, 320.0)"
15-12-2022 11:31:50.325105,"(2.2, 2.36, 2.3226168224299064)","(4.0, 5.4, 4.876190476190477)","(4.2, 6.8, 5.128571428571428)","(7.0, 12.0, 10.8)","(12.0, 24.0, 20.5)","(11.0, 20.0, 16.136363636363637)","(71.0, 480.0, 365.7142857142857)"
15-12-2022 11:31:51.671502,"(2.2, 2.28, 2.257570093457944)","(4.0, 5.4, 4.530769230769231)","(4.2, 6.8, 5.955)","(7.0, 12.0, 10.8)","(12.0, 24.0, 20.5)","(11.0, 20.0, 15.0)","(71.0, 480.0, 365.7142857142857)"
15-12-2022 11:31:52.867759,"(2.2, 2.28, 2.203809523809524)","(4.0, 4.9, 4.530769230769231)","(4.2, 6.8, 5.955)","(7.0, 12.0, 10.8)","(12.0, 24.0, 20.5)","(11.0, 20.0, 15.0)","(71.0, 480.0, 434.5454545454545)"
15-12-2022 11:31:54.041962,"(2.2, 2.28, 2.203809523809524)","(4.0, 4.9, 4.633333333333334)","(4.2, 6.8, 5.955)","(7.0, 12.0, 10.8)","(12.0, 24.0, 20.5)","(11.0, 20.0, 15.0)","(71.0, 470.0, 317.5)"
15-12-2022 11:31:55.087844,"(2.2, 2.28, 2.203809523809524)","(4.0, 4.9, 4.633333333333334)","(4.2, 6.8, 5.955)","(7.0, 12.0, 10.8)","(12.0, 24.0, 20.5)","(11.0, 20.0, 17.333333333333332)","(71.0, 460.0, 210.0)"
15-12-2022 11:31:56.080108,"(2.2, 2.28, 2.203809523809524)","(4.0, 4.9, 4.633333333333334)","(4.2, 6.8, 6.1066666666666665)","(7.0, 12.0, 10.8)","(12.0, 24.0, 20.5)","(11.0, 20.0, 15.3125)","(71.0, 460.0, 210.0)"
15-12-2022 11:31:57.214174,"(2.2, 2.28, 2.253109243697479)","(4.0, 5.0, 4.766666666666667)","(4.2, 6.8, 6.133333333333333)","(7.0, 12.0, 10.8)","(12.0, 24.0, 20.5)","(11.0, 20.0, 13.8125)","(71.0, 460.0, 299.2857142857143)"
15-12-2022 11:31:58.329416,"(2.2, 2.28, 2.2175000000000002)","(4.0, 5.0, 4.8)","(4.2, 6.8, 5.6)","(7.0, 12.0, 10.751999999999999)","(12.0, 24.0, 21.375)","(11.0, 16.0, 13.454545454545455)","(71.0, 460.0, 299.2857142857143)"
15-12-2022 11:31:59.320322,"(2.2, 2.28, 2.222857142857143)","(4.0, 5.2, 5.127272727272727)","(4.2, 6.8, 5.6)","(7.0, 12.0, 10.751999999999999)","(12.0, 24.0, 20.842105263157894)","(11.0, 16.0, 13.866666666666667)","(71.0, 460.0, 299.2857142857143)"
