,Bertas Babe,Special Thunder,Bellas Blessed,Underwater,Tiki Bar,Go Girl,Futures Changed,Alpha Humbug
10-01-2023 16:05:16.863511,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 8.9)","(11.0, 32.0, 28.926829268292682)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:05:17.942143,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 8.9)","(11.0, 32.0, 28.926829268292682)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:05:19.036688,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 8.9)","(11.0, 32.0, 28.926829268292682)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:05:20.163007,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 8.9)","(11.0, 32.0, 28.926829268292682)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:05:21.308990,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 8.9)","(11.0, 32.0, 28.926829268292682)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:05:22.411714,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 8.9)","(11.0, 32.0, 28.926829268292682)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:05:23.611698,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 8.9)","(11.0, 32.0, 28.926829268292682)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:05:24.772204,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 8.9)","(11.0, 32.0, 28.926829268292682)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:05:25.943484,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 8.9)","(11.0, 32.0, 28.926829268292682)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:05:27.076645,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 8.9)","(11.0, 32.0, 28.926829268292682)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:05:28.251009,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 8.9)","(11.0, 32.0, 28.926829268292682)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:05:29.490983,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 12.641176470588235)","(11.0, 32.0, 28.926829268292682)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:05:30.695237,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 12.641176470588235)","(11.0, 32.0, 28.85)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:05:31.843822,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 8.728571428571428)","(11.0, 32.0, 28.926829268292682)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:05:32.995776,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 8.728571428571428)","(11.0, 32.0, 28.926829268292682)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:05:34.219040,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 8.728571428571428)","(11.0, 32.0, 28.926829268292682)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:05:35.425641,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 8.728571428571428)","(12.0, 32.0, 28.926829268292682)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:05:36.587477,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 8.728571428571428)","(12.0, 32.0, 28.926829268292682)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:05:37.756371,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:05:38.915584,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:05:40.099049,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:05:41.223705,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:05:42.347161,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:05:43.530499,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:05:44.649988,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:05:45.718316,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:05:46.824340,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:05:48.124261,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:05:49.345518,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:05:50.564573,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:05:51.878732,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:05:53.153765,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:05:54.455667,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:05:55.731539,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:05:56.959269,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:05:58.276966,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:05:59.537405,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:00.751565,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 5.529999999999999)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:02.011989,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 4.85)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:03.254348,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 4.85)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:04.561200,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:05.804917,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:07.155998,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:08.424370,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:09.638706,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:10.810658,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:11.957715,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:13.159092,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:14.672730,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:16.045149,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:17.471327,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:18.854758,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:20.167030,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:21.452061,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:22.711564,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:23.946961,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:25.223287,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:26.381092,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:27.546449,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:28.733981,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:29.852050,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:31.012300,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:32.197271,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:33.383769,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:34.581695,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:35.820182,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:37.126381,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:38.364569,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 10.76)","(12.0, 32.0, 28.926829268292682)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:06:39.591230,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 8.728571428571428)","(12.0, 32.0, 28.926829268292682)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:06:40.934422,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 8.728571428571428)","(12.0, 32.0, 28.926829268292682)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:06:43.226946,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 8.728571428571428)","(12.0, 32.0, 28.926829268292682)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:06:44.478687,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 8.728571428571428)","(12.0, 32.0, 28.926829268292682)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:06:45.594666,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.2, 4.1069767441860465)","(8.0, 15.5, 8.728571428571428)","(12.0, 32.0, 28.926829268292682)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 52.5)"
10-01-2023 16:06:46.800385,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 4.85)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 52.5)"
10-01-2023 16:06:48.023414,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 4.85)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 52.5)"
10-01-2023 16:06:49.273328,"(6.5, 15.5, 7.7124999999999995)","(3.8, 6.0, 4.85)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 6.6, 5.775)","(5.0, 5.1, 5.02)","(31.0, 95.0, 52.5)"
10-01-2023 16:06:50.478324,"(6.5, 15.5, 7.7124999999999995)","(3.8, 5.3, 4.446666666666666)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 7.2, 5.413333333333333)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:51.786060,"(6.5, 15.5, 7.7124999999999995)","(3.8, 5.3, 4.446666666666666)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 7.2, 6.465789473684211)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:53.067887,"(6.5, 15.5, 7.7124999999999995)","(3.8, 5.3, 4.446666666666666)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 7.4, 6.465789473684211)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:54.356788,"(6.5, 15.5, 7.7124999999999995)","(3.8, 5.3, 4.446666666666666)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 7.4, 6.465789473684211)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:55.696659,"(6.5, 15.5, 7.7124999999999995)","(3.8, 5.3, 4.446666666666666)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 7.4, 5.6907407407407415)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:56.971988,"(6.5, 15.5, 7.7124999999999995)","(3.8, 5.3, 4.446666666666666)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 7.4, 5.6907407407407415)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:58.267478,"(6.5, 15.5, 7.7124999999999995)","(3.8, 5.3, 4.446666666666666)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 7.4, 5.6907407407407415)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:06:59.500190,"(6.5, 15.5, 7.7124999999999995)","(3.8, 5.3, 4.446666666666666)","(8.0, 15.5, 10.76)","(12.0, 32.0, 19.7)","(5.5, 11.5, 5.954545454545455)","(3.7, 7.4, 5.6907407407407415)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
