,Bertas Babe,Special Thunder,Bellas Blessed,Underwater,Tiki Bar,Go Girl,Futures Changed,Alpha Humbug
10-01-2023 16:07:21.265484,"(6.5, 15.5, 11.346666666666668)","(3.8, 5.3, 4.446666666666666)","(8.0, 15.5, 10.76)","(12.0, 32.0, 18.666666666666668)","(5.5, 11.5, 5.954545454545455)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:07:22.456939,"(6.5, 15.5, 11.346666666666668)","(3.8, 5.3, 4.446666666666666)","(8.0, 15.5, 10.76)","(12.0, 32.0, 18.666666666666668)","(5.5, 11.5, 5.954545454545455)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:07:23.856052,"(6.5, 15.5, 11.346666666666668)","(3.8, 5.3, 4.446666666666666)","(8.0, 15.5, 10.76)","(12.0, 32.0, 18.666666666666668)","(5.5, 11.5, 5.954545454545455)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:07:25.281312,"(6.5, 15.5, 11.346666666666668)","(3.8, 5.3, 4.446666666666666)","(8.0, 15.5, 10.76)","(12.0, 32.0, 18.666666666666668)","(5.5, 11.5, 5.954545454545455)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:07:26.624386,"(6.5, 15.5, 11.346666666666668)","(3.8, 5.3, 4.446666666666666)","(8.0, 15.5, 10.76)","(12.0, 32.0, 18.666666666666668)","(5.5, 11.5, 5.954545454545455)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:07:28.208691,"(6.5, 15.5, 11.346666666666668)","(3.8, 5.3, 4.172727272727273)","(8.0, 15.5, 10.366666666666667)","(12.0, 32.0, 18.666666666666668)","(5.5, 11.5, 5.954545454545455)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:07:29.711068,"(6.5, 15.5, 11.346666666666668)","(3.8, 5.3, 4.172727272727273)","(8.0, 15.5, 10.366666666666667)","(11.0, 32.0, 18.666666666666668)","(5.5, 11.5, 8.166666666666666)","(3.7, 7.2, 6.195)","(5.0, 5.1, 4.9125)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:07:31.075515,"(6.5, 15.5, 11.346666666666668)","(3.8, 5.3, 4.933333333333334)","(8.0, 15.5, 10.366666666666667)","(11.0, 32.0, 18.666666666666668)","(5.5, 11.5, 6.961538461538462)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:07:32.298153,"(6.5, 15.5, 11.346666666666668)","(3.8, 5.3, 4.933333333333334)","(8.0, 15.5, 10.366666666666667)","(11.0, 32.0, 18.666666666666668)","(5.5, 11.5, 8.166666666666666)","(3.7, 7.2, 6.195)","(5.0, 5.1, 4.9125)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:07:33.617018,"(6.5, 15.5, 11.346666666666668)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.366666666666667)","(11.0, 32.0, 18.666666666666668)","(5.5, 11.5, 6.961538461538462)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:07:34.938903,"(6.5, 15.5, 11.346666666666668)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.366666666666667)","(11.0, 32.0, 18.666666666666668)","(5.5, 11.5, 6.961538461538462)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:07:36.180445,"(6.5, 15.5, 11.346666666666668)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.366666666666667)","(11.0, 32.0, 18.666666666666668)","(5.5, 11.5, 6.961538461538462)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 45.54545454545455)"
10-01-2023 16:07:37.438905,"(6.5, 15.5, 11.346666666666668)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.366666666666667)","(11.0, 32.0, 18.666666666666668)","(5.5, 11.5, 6.961538461538462)","(3.7, 7.2, 6.195)","(5.0, 5.1, 4.9125)","(31.0, 95.0, 44.0)"
10-01-2023 16:07:38.763448,"(6.5, 15.5, 11.346666666666668)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.366666666666667)","(11.0, 32.0, 18.666666666666668)","(5.5, 11.5, 8.166666666666666)","(3.7, 7.2, 6.195)","(5.0, 5.1, 4.9125)","(31.0, 95.0, 44.0)"
10-01-2023 16:07:39.997607,"(6.5, 15.5, 11.346666666666668)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.366666666666667)","(11.0, 32.0, 18.666666666666668)","(5.5, 11.5, 6.961538461538462)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 44.0)"
10-01-2023 16:07:41.219153,"(6.5, 15.5, 11.346666666666668)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.366666666666667)","(11.0, 32.0, 18.666666666666668)","(5.5, 11.5, 5.954545454545455)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 44.0)"
10-01-2023 16:07:42.490823,"(6.5, 15.5, 11.346666666666668)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.366666666666667)","(11.0, 32.0, 18.666666666666668)","(5.5, 11.5, 8.166666666666666)","(3.7, 7.2, 6.195)","(5.0, 5.1, 4.9125)","(31.0, 95.0, 44.0)"
10-01-2023 16:07:43.751705,"(6.5, 15.5, 11.346666666666668)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.11)","(11.0, 32.0, 18.0)","(5.5, 11.5, 10.38888888888889)","(3.7, 7.2, 6.195)","(5.0, 5.1, 4.9125)","(31.0, 95.0, 44.0)"
10-01-2023 16:07:45.028338,"(6.5, 15.5, 11.05)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.11)","(11.0, 32.0, 18.0)","(5.5, 11.0, 9.65)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 44.0)"
10-01-2023 16:07:46.330795,"(6.5, 15.5, 11.05)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.11)","(11.0, 32.0, 18.0)","(5.5, 11.0, 10.38888888888889)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 44.0)"
10-01-2023 16:07:47.647624,"(6.5, 15.5, 11.05)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.11)","(11.0, 32.0, 18.0)","(5.5, 11.0, 9.65)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 44.0)"
10-01-2023 16:07:48.895528,"(6.5, 15.5, 11.05)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.11)","(11.0, 32.0, 18.0)","(5.5, 11.0, 10.38888888888889)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:07:50.188555,"(6.5, 15.5, 11.05)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.472727272727273)","(11.0, 32.0, 18.0)","(5.5, 11.0, 9.65)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:07:51.500837,"(6.5, 15.5, 11.05)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.472727272727273)","(11.0, 32.0, 18.0)","(5.5, 11.0, 10.38888888888889)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:07:52.798343,"(6.5, 15.5, 11.05)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.472727272727273)","(11.0, 32.0, 18.0)","(5.5, 11.0, 10.38888888888889)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:07:54.087436,"(6.5, 15.5, 11.05)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.472727272727273)","(11.0, 32.0, 18.0)","(5.5, 11.0, 9.65)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:07:55.390329,"(6.5, 15.5, 11.05)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.472727272727273)","(11.0, 32.0, 18.0)","(5.5, 11.0, 9.65)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:07:56.858903,"(6.5, 15.5, 11.05)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.472727272727273)","(11.0, 32.0, 18.0)","(5.5, 11.0, 9.65)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:07:58.398048,"(6.5, 15.5, 11.05)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.472727272727273)","(11.0, 32.0, 18.0)","(5.5, 11.0, 10.38888888888889)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:07:59.765990,"(6.5, 15.5, 11.05)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.472727272727273)","(11.0, 32.0, 18.0)","(5.5, 11.0, 10.38888888888889)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:01.184849,"(6.5, 15.5, 11.05)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.472727272727273)","(11.0, 32.0, 18.0)","(5.5, 11.0, 10.066666666666666)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:02.495083,"(6.5, 15.5, 11.05)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.472727272727273)","(11.0, 32.0, 18.0)","(5.5, 11.0, 9.65)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:03.761457,"(6.5, 15.5, 11.05)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.472727272727273)","(11.0, 32.0, 18.0)","(5.5, 11.0, 10.38888888888889)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:05.119779,"(6.5, 15.5, 11.05)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.472727272727273)","(11.0, 32.0, 18.0)","(5.5, 11.0, 9.65)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:06.481037,"(6.5, 15.5, 11.05)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.472727272727273)","(11.0, 32.0, 18.0)","(5.5, 11.0, 9.65)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:07.821177,"(6.5, 15.5, 11.05)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.472727272727273)","(11.0, 32.0, 18.0)","(5.5, 11.0, 10.38888888888889)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:09.701241,"(6.5, 15.5, 11.05)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 10.472727272727273)","(11.0, 32.0, 18.0)","(5.5, 11.0, 10.38888888888889)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:11.143855,"(6.5, 15.5, 11.05)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.0, 10.228571428571428)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:12.674409,"(6.5, 15.5, 7.588888888888889)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.0, 10.228571428571428)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:13.973891,"(6.5, 15.5, 11.544444444444444)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.0, 10.228571428571428)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:15.253661,"(6.5, 15.5, 11.544444444444444)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.0, 10.228571428571428)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:16.512708,"(6.5, 15.5, 11.544444444444444)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.0, 10.228571428571428)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:17.773173,"(6.5, 15.5, 11.544444444444444)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.0, 10.228571428571428)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:19.277648,"(6.5, 15.5, 11.544444444444444)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.0, 10.228571428571428)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:20.587666,"(6.5, 15.5, 11.544444444444444)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.0, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:21.878016,"(6.5, 15.5, 11.544444444444444)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:23.198607,"(6.5, 15.5, 11.544444444444444)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:24.504035,"(6.5, 15.5, 11.544444444444444)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:25.868303,"(6.5, 15.5, 11.544444444444444)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:27.215648,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:28.457955,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:29.587205,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:30.685838,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:31.902969,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:33.099217,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:34.262430,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:35.498220,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:36.795900,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:38.159314,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:39.498855,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:40.840394,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:42.120731,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:43.580361,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:45.074670,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:46.531754,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:47.969921,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:49.304314,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:50.652212,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:51.928973,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:53.279770,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:54.606639,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:55.943024,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:57.271434,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:58.563126,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:08:59.929429,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:09:01.235249,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:09:02.608328,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:09:04.421397,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:09:05.908270,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:09:07.415557,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:09:08.861650,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 7.8125)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:09:10.235852,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.5, 10.228571428571428)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:09:11.606862,"(6.5, 15.5, 11.83529411764706)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.0, 10.228571428571428)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:09:12.998057,"(6.5, 15.5, 11.544444444444444)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.0, 10.228571428571428)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:09:14.351495,"(6.5, 15.5, 11.544444444444444)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.0, 10.228571428571428)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:09:15.678008,"(6.5, 15.5, 11.544444444444444)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.0, 10.228571428571428)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
10-01-2023 16:09:16.957887,"(6.5, 15.5, 11.544444444444444)","(3.8, 5.3, 4.136363636363637)","(8.0, 15.5, 8.7625)","(11.0, 32.0, 14.9375)","(5.5, 11.0, 10.228571428571428)","(3.7, 7.2, 6.195)","(5.0, 5.1, 5.02)","(31.0, 95.0, 50.0)"
