,Mighty Night,Little Mac,Tah Ash,Nitro Cannon,Brookes Girl,Monos Spirit,Monos Typhoon,Tah Darcy
10-01-2023 11:31:25.555470,"(7.0, 12.5, 10.6)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 25.333333333333332)","(8.5, 22.0, 14.08)","(101.0, 650.0, 175.0)"
10-01-2023 11:31:26.755244,"(7.0, 12.5, 10.6)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 25.333333333333332)","(8.5, 22.0, 14.08)","(101.0, 650.0, 175.0)"
10-01-2023 11:31:27.943610,"(7.0, 12.5, 10.6)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 25.333333333333332)","(8.5, 22.0, 14.08)","(101.0, 650.0, 170.83333333333331)"
10-01-2023 11:31:29.018681,"(7.0, 12.5, 10.6)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 25.333333333333332)","(8.5, 22.0, 14.08)","(101.0, 650.0, 170.83333333333331)"
10-01-2023 11:31:30.092272,"(7.0, 12.5, 10.6)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 25.333333333333332)","(8.5, 22.0, 14.08)","(101.0, 650.0, 170.83333333333331)"
10-01-2023 11:31:31.212654,"(7.0, 12.5, 10.6)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 25.333333333333332)","(8.5, 22.0, 14.08)","(101.0, 650.0, 170.83333333333331)"
10-01-2023 11:31:32.350714,"(7.0, 12.5, 10.6)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 25.333333333333332)","(8.5, 22.0, 14.08)","(101.0, 650.0, 170.83333333333331)"
10-01-2023 11:31:33.479359,"(7.0, 12.5, 10.6)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 27.125)","(8.5, 22.0, 14.08)","(101.0, 650.0, 170.83333333333331)"
10-01-2023 11:31:34.557874,"(7.0, 12.5, 10.6)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 27.125)","(8.5, 22.0, 14.08)","(101.0, 650.0, 170.83333333333331)"
10-01-2023 11:31:35.643204,"(7.0, 12.5, 10.6)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 27.125)","(8.5, 22.0, 14.08)","(101.0, 650.0, 170.83333333333331)"
10-01-2023 11:31:36.749870,"(7.0, 12.5, 10.6)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 27.125)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 170.83333333333331)"
10-01-2023 11:31:37.863001,"(7.0, 12.5, 10.6)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 170.83333333333331)"
10-01-2023 11:31:38.946606,"(7.0, 12.5, 11.695454545454545)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 170.83333333333331)"
10-01-2023 11:31:40.058294,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 170.83333333333331)"
10-01-2023 11:31:41.144401,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 170.83333333333331)"
10-01-2023 11:31:42.265885,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 170.83333333333331)"
10-01-2023 11:31:43.394774,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 170.83333333333331)"
10-01-2023 11:31:44.478959,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:31:45.547608,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:31:46.650059,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:31:47.742482,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:31:48.809845,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:31:49.922720,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:31:51.048210,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:31:52.165561,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:31:53.278389,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:31:54.392206,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:31:55.445527,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:31:56.506520,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:31:57.568039,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:31:58.619148,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:31:59.710383,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:32:00.798347,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:32:01.919068,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:32:03.045258,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:32:04.353642,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.2375)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:32:05.663128,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:32:06.856377,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:32:08.004303,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:32:09.182545,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:32:10.322578,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:32:11.407258,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:32:12.445528,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:32:13.468844,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:32:14.509654,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 11.028571428571428)","(101.0, 650.0, 362.5)"
10-01-2023 11:32:15.573507,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 19.8125)","(8.5, 22.0, 15.01818181818182)","(101.0, 650.0, 362.5)"
10-01-2023 11:32:16.646189,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.583333333333332)","(8.5, 22.0, 15.01818181818182)","(101.0, 650.0, 365.0)"
10-01-2023 11:32:17.782902,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.583333333333332)","(8.5, 22.0, 15.01818181818182)","(101.0, 650.0, 175.0)"
10-01-2023 11:32:18.868939,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.583333333333332)","(8.5, 22.0, 15.01818181818182)","(101.0, 650.0, 175.0)"
10-01-2023 11:32:20.073432,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.583333333333332)","(8.5, 22.0, 15.01818181818182)","(101.0, 650.0, 175.0)"
10-01-2023 11:32:21.204645,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.583333333333332)","(8.5, 22.0, 15.01818181818182)","(101.0, 650.0, 175.0)"
10-01-2023 11:32:22.410806,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.583333333333332)","(8.5, 22.0, 15.01818181818182)","(101.0, 650.0, 175.0)"
10-01-2023 11:32:23.755508,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.583333333333332)","(8.5, 22.0, 15.01818181818182)","(101.0, 650.0, 175.0)"
10-01-2023 11:32:24.901896,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.583333333333332)","(8.5, 22.0, 15.01818181818182)","(101.0, 650.0, 175.0)"
10-01-2023 11:32:26.208416,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.583333333333332)","(8.5, 22.0, 15.01818181818182)","(101.0, 650.0, 175.0)"
10-01-2023 11:32:27.315651,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.583333333333332)","(8.5, 22.0, 15.01818181818182)","(101.0, 650.0, 175.0)"
10-01-2023 11:32:28.407744,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.583333333333332)","(8.5, 22.0, 15.01818181818182)","(101.0, 650.0, 175.0)"
10-01-2023 11:32:29.486034,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.583333333333332)","(8.5, 22.0, 15.01818181818182)","(101.0, 650.0, 175.0)"
10-01-2023 11:32:30.577775,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.583333333333332)","(8.5, 22.0, 15.01818181818182)","(101.0, 650.0, 175.0)"
10-01-2023 11:32:31.670755,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.583333333333332)","(8.5, 22.0, 15.01818181818182)","(101.0, 650.0, 175.0)"
10-01-2023 11:32:32.747817,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.583333333333332)","(8.5, 22.0, 15.01818181818182)","(101.0, 650.0, 175.0)"
10-01-2023 11:32:33.821166,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.583333333333332)","(8.5, 22.0, 15.01818181818182)","(101.0, 650.0, 175.0)"
10-01-2023 11:32:34.884093,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.583333333333332)","(8.5, 22.0, 15.01818181818182)","(101.0, 650.0, 175.0)"
10-01-2023 11:32:35.957100,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 19.8125)","(8.5, 22.0, 15.01818181818182)","(101.0, 650.0, 360.0)"
10-01-2023 11:32:37.065779,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 15.01818181818182)","(101.0, 650.0, 170.83333333333331)"
10-01-2023 11:32:38.126730,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 15.01818181818182)","(101.0, 650.0, 170.83333333333331)"
10-01-2023 11:32:39.205153,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 15.01818181818182)","(101.0, 650.0, 170.83333333333331)"
10-01-2023 11:32:40.291294,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 114.28571428571429)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 16.514285714285712)","(101.0, 650.0, 270.0)"
10-01-2023 11:32:41.320523,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 85.81818181818181)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 16.514285714285712)","(101.0, 650.0, 270.0)"
10-01-2023 11:32:42.392459,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 85.81818181818181)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 16.514285714285712)","(101.0, 650.0, 270.0)"
10-01-2023 11:32:43.455072,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 85.81818181818181)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 16.514285714285712)","(101.0, 650.0, 333.33333333333337)"
10-01-2023 11:32:44.484506,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 85.81818181818181)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 16.514285714285712)","(101.0, 650.0, 333.33333333333337)"
10-01-2023 11:32:45.538538,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 85.81818181818181)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 16.514285714285712)","(101.0, 650.0, 270.0)"
10-01-2023 11:32:46.569902,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 85.81818181818181)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 16.514285714285712)","(101.0, 650.0, 270.0)"
10-01-2023 11:32:47.642316,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 85.81818181818181)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 16.514285714285712)","(101.0, 650.0, 270.0)"
10-01-2023 11:32:48.673642,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 85.81818181818181)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 16.514285714285712)","(101.0, 650.0, 270.0)"
10-01-2023 11:32:49.677640,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 85.81818181818181)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 16.514285714285712)","(101.0, 650.0, 270.0)"
10-01-2023 11:32:50.711747,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 85.81818181818181)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 16.514285714285712)","(101.0, 650.0, 270.0)"
10-01-2023 11:32:51.702798,"(7.0, 12.5, 10.945454545454545)","(3.6, 7.0, 4.136842105263158)","(41.0, 310.0, 85.81818181818181)","(2.9, 4.1, 3.1885714285714286)","(3.2, 4.4, 3.4000000000000004)","(12.0, 32.0, 16.166666666666668)","(8.5, 22.0, 16.514285714285712)","(101.0, 650.0, 270.0)"
