,Wong Way,Joint Forces,Saturday Vibes,Lady Luna,Wisheart,Bellas In Command,Dream Luv,Heros Choice,Talk Crazy
08-12-2022 14:33:31.694667,"(2.0, 2.46, 2.4353846153846153)","(20.0, 34.0, 30.85)","(2.4, 2.5, 2.464)","(13.0, 21.0, 20.147058823529413)","(31.0, 140.0, 91.25)","(101.0, 320.0, 250.0)","(26.0, 120.0, 80.0)","(16.0, 27.0, 26.333333333333332)","(11.0, 29.0, 24.5)"
08-12-2022 14:33:32.852300,"(2.0, 2.46, 2.4353846153846153)","(20.0, 34.0, 30.85)","(2.4, 2.5, 2.464)","(13.0, 21.0, 20.147058823529413)","(31.0, 140.0, 91.25)","(101.0, 320.0, 250.0)","(26.0, 120.0, 80.0)","(16.0, 27.0, 26.333333333333332)","(11.0, 29.0, 26.5)"
08-12-2022 14:33:33.980869,"(2.0, 2.46, 2.4353846153846153)","(20.0, 34.0, 30.85)","(2.4, 2.5, 2.464)","(13.0, 21.0, 20.147058823529413)","(31.0, 140.0, 91.25)","(101.0, 320.0, 250.0)","(26.0, 120.0, 80.0)","(16.0, 27.0, 26.333333333333332)","(11.0, 30.0, 24.166666666666668)"
08-12-2022 14:33:35.172089,"(2.0, 2.46, 2.4258823529411764)","(20.0, 34.0, 30.85)","(2.4, 2.5, 2.464)","(13.0, 21.0, 20.147058823529413)","(31.0, 140.0, 91.25)","(101.0, 320.0, 250.0)","(26.0, 120.0, 80.0)","(16.0, 27.0, 26.333333333333332)","(11.0, 30.0, 24.166666666666668)"
08-12-2022 14:33:36.475002,"(2.0, 2.46, 2.4454545454545453)","(20.0, 34.0, 30.85)","(2.4, 2.5, 2.464)","(13.0, 21.0, 20.147058823529413)","(31.0, 140.0, 91.25)","(101.0, 320.0, 250.0)","(26.0, 120.0, 80.0)","(16.0, 27.0, 26.333333333333332)","(11.0, 30.0, 24.166666666666668)"
08-12-2022 14:33:37.788177,"(2.0, 2.46, 2.4386666666666668)","(20.0, 34.0, 30.85)","(2.4, 2.5, 2.464)","(13.0, 21.0, 20.147058823529413)","(31.0, 140.0, 91.25)","(101.0, 320.0, 250.0)","(26.0, 120.0, 80.0)","(16.0, 27.0, 26.333333333333332)","(11.0, 30.0, 24.75)"
08-12-2022 14:33:39.142096,"(2.0, 2.46, 2.4386666666666668)","(20.0, 34.0, 30.85)","(2.35, 2.5, 2.464)","(13.0, 21.0, 20.147058823529413)","(31.0, 140.0, 91.25)","(101.0, 320.0, 250.0)","(26.0, 120.0, 80.0)","(16.0, 27.0, 26.333333333333332)","(11.0, 30.0, 24.75)"
08-12-2022 14:33:40.434619,"(2.0, 2.46, 2.4386666666666668)","(20.0, 34.0, 30.85)","(2.35, 2.5, 2.464)","(13.0, 21.0, 20.147058823529413)","(31.0, 140.0, 91.25)","(101.0, 320.0, 250.0)","(26.0, 120.0, 80.0)","(16.0, 27.0, 26.333333333333332)","(11.0, 30.0, 24.75)"
08-12-2022 14:33:41.666709,"(2.0, 2.46, 2.4386666666666668)","(20.0, 34.0, 30.85)","(2.35, 2.5, 2.4832)","(13.0, 21.0, 19.829268292682926)","(31.0, 140.0, 91.25)","(101.0, 320.0, 250.0)","(26.0, 120.0, 80.0)","(16.0, 27.0, 26.333333333333332)","(11.0, 30.0, 27.428571428571427)"
08-12-2022 14:33:42.865785,"(2.0, 2.46, 2.4386666666666668)","(20.0, 34.0, 30.85)","(2.35, 2.5, 2.4469291338582675)","(13.0, 21.0, 19.829268292682926)","(31.0, 140.0, 91.25)","(101.0, 320.0, 250.0)","(26.0, 120.0, 80.0)","(16.0, 27.0, 26.333333333333332)","(11.0, 30.0, 32.0)"
08-12-2022 14:33:44.045379,"(2.0, 2.46, 2.4386666666666668)","(20.0, 34.0, 30.85)","(2.35, 2.48, 2.4469291338582675)","(13.0, 21.0, 19.829268292682926)","(31.0, 140.0, 91.25)","(101.0, 320.0, 250.0)","(26.0, 120.0, 80.0)","(16.0, 27.0, 26.333333333333332)","(11.0, 36.0, 30.666666666666668)"
08-12-2022 14:33:45.215918,"(2.0, 2.46, 2.4386666666666668)","(20.0, 34.0, 30.85)","(2.35, 2.48, 2.4469291338582675)","(13.0, 21.0, 19.829268292682926)","(31.0, 140.0, 91.25)","(101.0, 320.0, 250.0)","(26.0, 120.0, 80.0)","(16.0, 27.0, 26.333333333333332)","(11.0, 34.0, 30.666666666666668)"
08-12-2022 14:33:46.387266,"(2.0, 2.46, 2.4455555555555555)","(20.0, 34.0, 30.85)","(2.35, 2.48, 2.4465060240963856)","(13.0, 21.0, 19.829268292682926)","(31.0, 140.0, 91.25)","(101.0, 320.0, 250.0)","(26.0, 120.0, 76.66666666666667)","(16.0, 27.0, 26.333333333333332)","(11.0, 34.0, 27.636363636363637)"
08-12-2022 14:33:47.592323,"(2.0, 2.48, 2.449333333333333)","(20.0, 34.0, 30.869565217391305)","(2.35, 2.48, 2.4465060240963856)","(13.0, 21.0, 19.90909090909091)","(31.0, 140.0, 87.5)","(101.0, 320.0, 250.0)","(26.0, 120.0, 72.0)","(16.0, 27.0, 27.0)","(11.0, 34.0, 27.636363636363637)"
08-12-2022 14:33:48.868381,"(2.0, 2.48, 2.44875)","(20.0, 34.0, 30.869565217391305)","(2.35, 2.48, 2.4465060240963856)","(13.0, 21.0, 19.90909090909091)","(31.0, 140.0, 137.5)","(101.0, 320.0, 250.0)","(26.0, 120.0, 72.0)","(16.0, 28.0, 27.4)","(11.0, 34.0, 27.636363636363637)"
08-12-2022 14:33:50.230745,"(2.0, 2.48, 2.449333333333333)","(20.0, 34.0, 29.153846153846153)","(2.35, 2.48, 2.4465060240963856)","(13.0, 21.0, 19.90909090909091)","(31.0, 200.0, 137.5)","(101.0, 320.0, 250.0)","(26.0, 120.0, 72.0)","(16.0, 28.0, 27.4)","(11.0, 34.0, 27.636363636363637)"
08-12-2022 14:33:51.587156,"(2.0, 2.48, 2.449333333333333)","(20.0, 34.0, 29.153846153846153)","(2.35, 2.48, 2.4465060240963856)","(13.0, 21.0, 19.90909090909091)","(31.0, 200.0, 137.5)","(101.0, 320.0, 250.0)","(26.0, 120.0, 72.0)","(16.0, 28.0, 27.4)","(11.0, 34.0, 27.636363636363637)"
08-12-2022 14:33:52.985899,"(2.0, 2.48, 2.449333333333333)","(20.0, 34.0, 29.153846153846153)","(2.35, 2.48, 2.445889570552147)","(13.0, 21.0, 19.90909090909091)","(31.0, 200.0, 137.5)","(101.0, 320.0, 250.0)","(26.0, 120.0, 72.0)","(16.0, 28.0, 27.4)","(11.0, 34.0, 27.636363636363637)"
08-12-2022 14:33:54.287140,"(2.0, 2.48, 2.44875)","(20.0, 34.0, 29.153846153846153)","(2.35, 2.48, 2.445889570552147)","(13.0, 21.0, 19.90909090909091)","(31.0, 200.0, 137.5)","(101.0, 320.0, 250.0)","(26.0, 120.0, 72.0)","(16.0, 28.0, 27.4)","(11.0, 34.0, 27.636363636363637)"
08-12-2022 14:33:55.564010,"(2.0, 2.48, 2.44875)","(20.0, 34.0, 29.153846153846153)","(2.35, 2.48, 2.445889570552147)","(13.0, 21.0, 19.90909090909091)","(31.0, 200.0, 137.5)","(101.0, 320.0, 250.0)","(26.0, 120.0, 72.0)","(16.0, 28.0, 27.4)","(11.0, 34.0, 27.636363636363637)"
08-12-2022 14:33:56.816533,"(2.0, 2.46, 2.448)","(20.0, 34.0, 29.153846153846153)","(2.35, 2.48, 2.449642857142857)","(13.0, 21.0, 19.90909090909091)","(31.0, 200.0, 113.33333333333334)","(101.0, 320.0, 183.33333333333334)","(26.0, 120.0, 72.0)","(16.0, 28.0, 27.4)","(11.0, 34.0, 28.57142857142857)"
08-12-2022 14:33:58.054573,"(2.0, 2.46, 2.448)","(20.0, 34.0, 29.153846153846153)","(2.35, 2.46, 2.449642857142857)","(13.0, 21.0, 19.90909090909091)","(31.0, 190.0, 101.25)","(101.0, 310.0, 183.33333333333334)","(26.0, 120.0, 72.0)","(16.0, 28.0, 27.4)","(11.0, 32.0, 28.57142857142857)"
08-12-2022 14:33:59.286200,"(2.0, 2.46, 2.448)","(20.0, 32.0, 29.5)","(2.35, 2.46, 2.449642857142857)","(13.0, 21.0, 19.90909090909091)","(31.0, 180.0, 101.25)","(101.0, 310.0, 183.33333333333334)","(26.0, 120.0, 72.0)","(16.0, 28.0, 27.4)","(11.0, 32.0, 28.57142857142857)"
08-12-2022 14:34:00.613637,"(2.0, 2.46, 2.448)","(20.0, 32.0, 28.666666666666668)","(2.35, 2.46, 2.449642857142857)","(13.0, 21.0, 19.90909090909091)","(31.0, 180.0, 101.25)","(101.0, 300.0, 180.0)","(26.0, 120.0, 72.0)","(16.0, 28.0, 27.333333333333332)","(11.0, 30.0, 28.57142857142857)"
08-12-2022 14:34:01.935165,"(2.0, 2.46, 2.448)","(20.0, 28.0, 26.928571428571427)","(2.35, 2.46, 2.452)","(13.0, 21.0, 19.90909090909091)","(31.0, 180.0, 96.0)","(101.0, 300.0, 210.0)","(26.0, 120.0, 102.0)","(16.0, 28.0, 27.77777777777778)","(11.0, 32.0, 30.4)"
08-12-2022 14:34:03.227873,"(2.0, 2.46, 2.448)","(20.0, 28.0, 26.928571428571427)","(2.35, 2.46, 2.452)","(13.0, 21.0, 19.90909090909091)","(31.0, 180.0, 96.0)","(101.0, 300.0, 210.0)","(26.0, 120.0, 102.0)","(16.0, 28.0, 27.77777777777778)","(11.0, 32.0, 30.4)"
08-12-2022 14:34:04.485436,"(2.0, 2.46, 2.448)","(20.0, 28.0, 26.928571428571427)","(2.35, 2.46, 2.453170731707317)","(13.0, 21.0, 19.90909090909091)","(31.0, 180.0, 96.0)","(101.0, 300.0, 210.0)","(26.0, 120.0, 106.9090909090909)","(16.0, 28.0, 27.77777777777778)","(11.0, 32.0, 26.75)"
08-12-2022 14:34:05.730700,"(2.0, 2.46, 2.448)","(20.0, 28.0, 26.8125)","(2.35, 2.46, 2.4505882352941177)","(13.0, 21.0, 19.90909090909091)","(31.0, 180.0, 96.0)","(101.0, 300.0, 210.0)","(26.0, 120.0, 106.9090909090909)","(16.0, 28.0, 27.77777777777778)","(11.0, 32.0, 26.75)"
08-12-2022 14:34:06.958868,"(2.0, 2.46, 2.448)","(20.0, 28.0, 26.8125)","(2.35, 2.46, 2.449642857142857)","(13.0, 21.0, 19.90909090909091)","(31.0, 180.0, 96.0)","(101.0, 300.0, 210.0)","(26.0, 120.0, 106.9090909090909)","(16.0, 28.0, 27.77777777777778)","(11.0, 32.0, 26.75)"
08-12-2022 14:34:08.233153,"(2.0, 2.46, 2.448)","(20.0, 28.0, 26.8125)","(2.35, 2.46, 2.449642857142857)","(13.0, 21.0, 19.90909090909091)","(31.0, 180.0, 96.0)","(101.0, 300.0, 210.0)","(26.0, 120.0, 106.9090909090909)","(16.0, 28.0, 27.77777777777778)","(11.0, 32.0, 26.75)"
08-12-2022 14:34:09.494316,"(2.0, 2.46, 2.448)","(20.0, 28.0, 26.8125)","(2.35, 2.46, 2.4457142857142857)","(13.0, 21.0, 19.90909090909091)","(31.0, 180.0, 96.0)","(101.0, 300.0, 210.0)","(26.0, 120.0, 106.9090909090909)","(16.0, 28.0, 27.77777777777778)","(11.0, 32.0, 27.0)"
08-12-2022 14:34:10.828448,"(2.0, 2.46, 2.4226666666666667)","(20.0, 28.0, 26.333333333333332)","(2.35, 2.46, 2.449056603773585)","(13.0, 21.0, 19.90909090909091)","(31.0, 180.0, 96.0)","(101.0, 300.0, 210.0)","(26.0, 120.0, 106.9090909090909)","(16.0, 28.0, 27.77777777777778)","(11.0, 30.0, 26.5)"
08-12-2022 14:34:12.138427,"(2.0, 2.46, 2.4226666666666667)","(20.0, 27.0, 26.333333333333332)","(2.35, 2.46, 2.449056603773585)","(13.0, 21.0, 19.90909090909091)","(31.0, 180.0, 96.0)","(101.0, 300.0, 210.0)","(26.0, 120.0, 73.33333333333333)","(16.0, 28.0, 27.77777777777778)","(11.0, 30.0, 26.529411764705884)"
08-12-2022 14:34:13.452945,"(2.0, 2.46, 2.4226666666666667)","(20.0, 27.0, 26.333333333333332)","(2.35, 2.46, 2.449056603773585)","(13.0, 21.0, 19.90909090909091)","(31.0, 180.0, 96.0)","(101.0, 300.0, 210.0)","(26.0, 120.0, 102.5)","(16.0, 28.0, 27.77777777777778)","(11.0, 29.0, 25.666666666666668)"
08-12-2022 14:34:14.649061,"(2.0, 2.46, 2.4226666666666667)","(20.0, 27.0, 26.333333333333332)","(2.35, 2.46, 2.449056603773585)","(13.0, 21.0, 19.90909090909091)","(31.0, 180.0, 96.0)","(101.0, 300.0, 210.0)","(26.0, 120.0, 94.0)","(16.0, 28.0, 27.77777777777778)","(11.0, 29.0, 24.625)"
08-12-2022 14:34:15.922505,"(2.0, 2.46, 2.4226666666666667)","(20.0, 27.0, 26.5)","(2.35, 2.46, 2.4630379746835445)","(13.0, 21.0, 19.90909090909091)","(31.0, 180.0, 96.0)","(101.0, 300.0, 210.0)","(26.0, 120.0, 94.0)","(16.0, 28.0, 27.77777777777778)","(11.0, 29.0, 25.31578947368421)"
08-12-2022 14:34:17.209933,"(2.0, 2.46, 2.4226666666666667)","(20.0, 27.0, 26.5)","(2.35, 2.48, 2.4630379746835445)","(13.0, 21.0, 19.90909090909091)","(31.0, 180.0, 101.25)","(101.0, 300.0, 210.0)","(26.0, 120.0, 94.0)","(16.0, 28.0, 27.77777777777778)","(11.0, 29.0, 25.31578947368421)"
08-12-2022 14:34:18.540401,"(2.0, 2.46, 2.4226666666666667)","(20.0, 27.0, 26.5)","(2.35, 2.48, 2.4630379746835445)","(13.0, 21.0, 19.90909090909091)","(31.0, 180.0, 101.25)","(101.0, 300.0, 210.0)","(26.0, 120.0, 94.0)","(16.0, 28.0, 27.77777777777778)","(11.0, 29.0, 25.31578947368421)"
08-12-2022 14:34:19.889792,"(2.0, 2.5, 2.499047619047619)","(20.0, 27.0, 24.5)","(2.35, 2.48, 2.4451948051948054)","(13.0, 21.0, 19.90909090909091)","(31.0, 180.0, 127.5)","(101.0, 300.0, 186.66666666666666)","(26.0, 120.0, 94.0)","(16.0, 28.0, 27.77777777777778)","(11.0, 29.0, 24.625)"
08-12-2022 14:34:21.201423,"(2.0, 2.5, 2.499047619047619)","(20.0, 27.0, 24.5)","(2.35, 2.48, 2.4451948051948054)","(13.0, 21.0, 19.90909090909091)","(31.0, 180.0, 127.5)","(101.0, 300.0, 186.66666666666666)","(26.0, 120.0, 94.0)","(16.0, 28.0, 27.77777777777778)","(11.0, 29.0, 24.625)"
08-12-2022 14:34:22.466389,"(2.0, 2.5, 2.4963636363636366)","(20.0, 27.0, 24.5)","(2.35, 2.48, 2.4451948051948054)","(13.0, 21.0, 19.90909090909091)","(31.0, 180.0, 101.25)","(101.0, 300.0, 180.0)","(26.0, 120.0, 94.0)","(16.0, 28.0, 27.77777777777778)","(11.0, 29.0, 24.625)"
08-12-2022 14:34:23.757829,"(2.0, 2.54, 2.5290909090909093)","(20.0, 27.0, 24.5)","(2.35, 2.46, 2.4468965517241377)","(13.0, 21.0, 19.90909090909091)","(31.0, 180.0, 101.25)","(101.0, 300.0, 180.0)","(26.0, 120.0, 73.33333333333333)","(16.0, 28.0, 39.2)","(11.0, 29.0, 24.142857142857142)"
08-12-2022 14:34:25.059505,"(2.0, 2.58, 2.56)","(20.0, 27.0, 23.666666666666668)","(2.35, 2.46, 2.458925035360679)","(13.0, 21.0, 19.8)","(31.0, 180.0, 101.25)","(101.0, 300.0, 180.0)","(26.0, 120.0, 73.33333333333333)","(16.0, 42.0, 32.8)","(11.0, 27.0, 23.5)"
08-12-2022 14:34:26.378689,"(2.0, 2.6, 2.5856)","(20.0, 26.0, 23.6)","(2.35, 2.46, 2.458925035360679)","(13.0, 21.0, 19.8)","(31.0, 180.0, 137.5)","(101.0, 300.0, 158.33333333333334)","(26.0, 120.0, 73.33333333333333)","(16.0, 40.0, 32.8)","(11.0, 26.0, 24.25)"
08-12-2022 14:34:27.733794,"(2.0, 2.6, 2.5723076923076924)","(20.0, 26.0, 23.6)","(2.35, 2.46, 2.4362)","(13.0, 21.0, 19.8)","(31.0, 200.0, 137.5)","(101.0, 350.0, 193.33333333333331)","(26.0, 120.0, 73.33333333333333)","(16.0, 40.0, 32.0)","(11.0, 25.0, 24.25)"
08-12-2022 14:34:29.099163,"(2.0, 2.58, 2.545)","(20.0, 26.0, 23.6)","(2.35, 2.48, 2.450046511627907)","(13.0, 21.0, 19.8)","(31.0, 200.0, 137.5)","(101.0, 340.0, 193.33333333333331)","(26.0, 120.0, 73.33333333333333)","(16.0, 36.0, 32.0)","(11.0, 25.0, 24.25)"
08-12-2022 14:34:30.421491,"(2.0, 2.56, 2.5406451612903225)","(20.0, 26.0, 23.6)","(2.35, 2.48, 2.450046511627907)","(13.0, 21.0, 19.8)","(31.0, 200.0, 137.5)","(101.0, 340.0, 193.33333333333331)","(26.0, 120.0, 73.33333333333333)","(16.0, 36.0, 31.333333333333332)","(11.0, 25.0, 18.666666666666668)"
08-12-2022 14:34:31.657130,"(2.0, 2.56, 2.5406451612903225)","(20.0, 26.0, 23.75)","(2.35, 2.48, 2.450046511627907)","(13.0, 21.0, 19.8)","(31.0, 200.0, 137.5)","(101.0, 340.0, 230.0)","(26.0, 120.0, 73.33333333333333)","(16.0, 36.0, 31.333333333333332)","(11.0, 24.0, 21.6)"
08-12-2022 14:34:32.792478,"(2.0, 2.56, 2.5406451612903225)","(20.0, 26.0, 23.75)","(2.35, 2.48, 2.450046511627907)","(13.0, 21.0, 19.8)","(31.0, 200.0, 137.5)","(101.0, 340.0, 230.0)","(26.0, 120.0, 73.33333333333333)","(16.0, 36.0, 31.333333333333332)","(11.0, 23.0, 20.27777777777778)"
08-12-2022 14:34:33.977110,"(2.0, 2.56, 2.5406451612903225)","(20.0, 26.0, 23.75)","(2.35, 2.48, 2.450046511627907)","(13.0, 21.0, 19.096153846153847)","(31.0, 200.0, 84.28571428571429)","(101.0, 340.0, 200.0)","(26.0, 120.0, 57.0)","(16.0, 36.0, 31.333333333333332)","(11.0, 23.0, 22.37)"
08-12-2022 14:34:35.462483,"(2.0, 2.56, 2.526666666666667)","(20.0, 26.0, 25.833333333333332)","(2.35, 2.48, 2.450046511627907)","(13.0, 20.0, 19.096153846153847)","(31.0, 140.0, 84.28571428571429)","(101.0, 340.0, 200.0)","(26.0, 85.0, 57.0)","(16.0, 36.0, 31.333333333333332)","(11.0, 23.0, 20.071428571428573)"
08-12-2022 14:34:37.997232,"(2.0, 2.54, 2.5252631578947367)","(20.0, 26.0, 26.475)","(2.35, 2.48, 2.450046511627907)","(13.0, 20.0, 19.096153846153847)","(31.0, 140.0, 84.28571428571429)","(101.0, 340.0, 200.0)","(26.0, 85.0, 55.4)","(16.0, 36.0, 32.0)","(11.0, 24.0, 20.071428571428573)"
08-12-2022 14:34:39.573637,"(2.0, 2.54, 2.5252631578947367)","(20.0, 27.0, 26.302325581395348)","(2.35, 2.48, 2.450046511627907)","(13.0, 20.0, 19.096153846153847)","(31.0, 140.0, 84.28571428571429)","(101.0, 340.0, 200.0)","(26.0, 85.0, 55.4)","(16.0, 36.0, 32.0)","(11.0, 24.0, 21.6875)"
08-12-2022 14:34:41.333502,"(2.0, 2.54, 2.5252631578947367)","(20.0, 27.0, 26.302325581395348)","(2.35, 2.48, 2.4497737556561083)","(13.0, 20.0, 18.75)","(31.0, 140.0, 84.28571428571429)","(101.0, 340.0, 200.0)","(26.0, 85.0, 55.4)","(16.0, 36.0, 29.846153846153847)","(11.0, 23.0, 21.6875)"
08-12-2022 14:34:42.811253,"(2.0, 2.54, 2.5252631578947367)","(20.0, 27.0, 26.302325581395348)","(2.35, 2.48, 2.4497737556561083)","(13.0, 19.0, 18.944444444444443)","(31.0, 140.0, 84.28571428571429)","(101.0, 340.0, 200.0)","(26.0, 85.0, 73.33333333333333)","(16.0, 34.0, 29.846153846153847)","(11.0, 23.0, 21.875)"
08-12-2022 14:34:44.161518,"(2.0, 2.54, 2.5252631578947367)","(20.0, 27.0, 26.302325581395348)","(2.35, 2.48, 2.4497737556561083)","(13.0, 19.5, 18.944444444444443)","(31.0, 140.0, 84.28571428571429)","(101.0, 340.0, 200.0)","(26.0, 85.0, 73.33333333333333)","(16.0, 34.0, 29.846153846153847)","(11.0, 23.0, 21.875)"
08-12-2022 14:34:45.509203,"(2.0, 2.54, 2.5176744186046514)","(20.0, 27.0, 26.302325581395348)","(2.35, 2.48, 2.4497737556561083)","(13.0, 19.5, 18.944444444444443)","(31.0, 140.0, 84.28571428571429)","(101.0, 340.0, 200.0)","(26.0, 85.0, 74.23076923076923)","(16.0, 34.0, 29.846153846153847)","(11.0, 23.0, 21.875)"
08-12-2022 14:34:46.939346,"(2.0, 2.54, 2.5176744186046514)","(20.0, 27.0, 26.302325581395348)","(2.35, 2.48, 2.4497737556561083)","(13.0, 19.5, 18.944444444444443)","(31.0, 140.0, 84.28571428571429)","(101.0, 340.0, 200.0)","(26.0, 85.0, 74.23076923076923)","(16.0, 34.0, 29.846153846153847)","(11.0, 23.0, 21.875)"
08-12-2022 14:34:48.163644,"(2.0, 2.54, 2.5176744186046514)","(20.0, 27.0, 26.302325581395348)","(2.35, 2.48, 2.4497737556561083)","(13.0, 19.5, 18.944444444444443)","(31.0, 140.0, 84.28571428571429)","(101.0, 340.0, 200.0)","(26.0, 85.0, 74.23076923076923)","(16.0, 34.0, 29.846153846153847)","(11.0, 23.0, 22.18181818181818)"
08-12-2022 14:34:49.493753,"(2.0, 2.54, 2.5176744186046514)","(20.0, 27.0, 26.302325581395348)","(2.35, 2.48, 2.4497737556561083)","(13.0, 19.5, 18.944444444444443)","(31.0, 140.0, 84.28571428571429)","(101.0, 340.0, 200.0)","(26.0, 85.0, 74.23076923076923)","(16.0, 34.0, 29.846153846153847)","(11.0, 23.0, 22.18181818181818)"
08-12-2022 14:34:50.826939,"(2.0, 2.54, 2.5176744186046514)","(20.0, 27.0, 26.302325581395348)","(2.35, 2.48, 2.4497737556561083)","(13.0, 19.5, 18.944444444444443)","(31.0, 140.0, 84.28571428571429)","(101.0, 340.0, 200.0)","(26.0, 85.0, 74.23076923076923)","(16.0, 34.0, 29.846153846153847)","(11.0, 23.0, 22.18181818181818)"
08-12-2022 14:34:52.170129,"(2.0, 2.54, 2.5176744186046514)","(20.0, 27.0, 26.302325581395348)","(2.35, 2.48, 2.4497737556561083)","(13.0, 19.5, 18.944444444444443)","(31.0, 140.0, 84.28571428571429)","(101.0, 340.0, 200.0)","(26.0, 85.0, 74.23076923076923)","(16.0, 34.0, 30.666666666666668)","(11.0, 23.0, 21.5)"
08-12-2022 14:34:53.580307,"(2.0, 2.54, 2.5176744186046514)","(20.0, 27.0, 25.444444444444443)","(2.35, 2.48, 2.4497737556561083)","(13.0, 19.5, 18.944444444444443)","(31.0, 140.0, 84.28571428571429)","(101.0, 340.0, 196.66666666666669)","(26.0, 85.0, 74.23076923076923)","(16.0, 32.0, 29.23076923076923)","(11.0, 23.0, 21.5)"
08-12-2022 14:34:55.076464,"(2.0, 2.54, 2.5176744186046514)","(20.0, 27.0, 25.444444444444443)","(2.35, 2.48, 2.4497737556561083)","(13.0, 19.5, 18.0)","(31.0, 140.0, 84.28571428571429)","(101.0, 330.0, 193.33333333333334)","(26.0, 85.0, 74.23076923076923)","(16.0, 32.0, 29.77777777777778)","(11.0, 23.0, 21.5)"
08-12-2022 14:34:56.422821,"(2.0, 2.54, 2.5375)","(20.0, 27.0, 25.526315789473685)","(2.35, 2.48, 2.465414847161572)","(13.0, 19.0, 18.055555555555557)","(31.0, 140.0, 84.28571428571429)","(101.0, 320.0, 193.33333333333334)","(26.0, 85.0, 69.44444444444444)","(16.0, 32.0, 30.0)","(11.0, 23.0, 21.714285714285715)"
08-12-2022 14:34:57.690219,"(2.0, 2.54, 2.537333333333333)","(20.0, 27.0, 25.526315789473685)","(2.35, 2.48, 2.465414847161572)","(13.0, 18.5, 18.055555555555557)","(31.0, 140.0, 84.28571428571429)","(101.0, 320.0, 193.33333333333334)","(26.0, 85.0, 69.44444444444444)","(16.0, 32.0, 29.428571428571427)","(11.0, 23.0, 21.714285714285715)"
08-12-2022 14:34:58.957994,"(2.0, 2.54, 2.533333333333333)","(20.0, 27.0, 25.526315789473685)","(2.35, 2.48, 2.465414847161572)","(13.0, 18.5, 18.214285714285715)","(31.0, 140.0, 84.28571428571429)","(101.0, 320.0, 193.33333333333334)","(26.0, 85.0, 69.44444444444444)","(16.0, 32.0, 29.428571428571427)","(11.0, 23.0, 21.714285714285715)"
08-12-2022 14:35:00.364588,"(2.0, 2.54, 2.533333333333333)","(20.0, 27.0, 25.526315789473685)","(2.35, 2.48, 2.450701754385965)","(13.0, 19.0, 18.428571428571427)","(31.0, 140.0, 84.28571428571429)","(101.0, 320.0, 193.33333333333334)","(26.0, 85.0, 69.44444444444444)","(16.0, 32.0, 29.428571428571427)","(11.0, 23.0, 21.8)"
08-12-2022 14:35:01.813633,"(2.0, 2.54, 2.52)","(20.0, 27.0, 25.526315789473685)","(2.35, 2.48, 2.465045045045045)","(13.0, 19.0, 18.428571428571427)","(31.0, 140.0, 84.28571428571429)","(101.0, 320.0, 193.33333333333334)","(26.0, 85.0, 69.44444444444444)","(16.0, 32.0, 29.428571428571427)","(11.0, 23.0, 21.8)"
08-12-2022 14:35:03.210411,"(2.0, 2.52, 2.5135483870967743)","(20.0, 27.0, 25.714285714285715)","(2.35, 2.48, 2.466292134831461)","(13.0, 19.0, 18.428571428571427)","(31.0, 140.0, 102.08333333333334)","(101.0, 320.0, 193.33333333333334)","(26.0, 85.0, 69.44444444444444)","(16.0, 32.0, 29.3)","(11.0, 23.0, 21.8)"
08-12-2022 14:35:05.014998,"(2.0, 2.54, 2.51)","(20.0, 27.0, 25.714285714285715)","(2.35, 2.48, 2.466292134831461)","(13.0, 19.0, 18.428571428571427)","(31.0, 140.0, 102.08333333333334)","(101.0, 320.0, 193.33333333333334)","(26.0, 85.0, 71.66666666666667)","(16.0, 32.0, 29.3)","(11.0, 23.0, 21.8)"
08-12-2022 14:35:06.174496,"(2.0, 2.54, 2.51)","(20.0, 27.0, 25.75)","(2.35, 2.48, 2.451296296296296)","(13.0, 19.0, 18.272727272727273)","(31.0, 140.0, 89.44444444444444)","(101.0, 320.0, 193.33333333333334)","(26.0, 85.0, 76.42857142857143)","(16.0, 32.0, 29.3)","(11.0, 23.0, 22.333333333333332)"
08-12-2022 14:35:07.488844,"(2.0, 2.54, 2.52)","(20.0, 28.0, 27.0)","(2.35, 2.48, 2.451296296296296)","(13.0, 19.0, 18.272727272727273)","(31.0, 140.0, 102.08333333333334)","(101.0, 320.0, 225.0)","(26.0, 85.0, 70.71428571428572)","(16.0, 32.0, 29.3)","(11.0, 23.0, 22.333333333333332)"
08-12-2022 14:35:08.824417,"(2.0, 2.54, 2.52)","(20.0, 28.0, 27.0)","(2.35, 2.48, 2.451296296296296)","(13.0, 19.0, 18.272727272727273)","(31.0, 140.0, 102.08333333333334)","(101.0, 320.0, 230.0)","(26.0, 85.0, 70.71428571428572)","(16.0, 32.0, 29.3)","(11.0, 23.0, 22.333333333333332)"
08-12-2022 14:35:10.391484,"(2.0, 2.54, 2.52)","(20.0, 28.0, 26.90909090909091)","(2.35, 2.48, 2.451296296296296)","(13.0, 19.0, 18.272727272727273)","(31.0, 140.0, 102.08333333333334)","(101.0, 320.0, 225.0)","(26.0, 85.0, 69.44444444444444)","(16.0, 32.0, 29.3)","(11.0, 23.0, 22.333333333333332)"
