,Wong Way,Joint Forces,Saturday Vibes,Lady Luna,Wisheart,Bellas In Command,Dream Luv,Heros Choice,Talk Crazy
08-12-2022 14:35:47.495492,"(2.0, 2.54, 2.5327272727272727)","(21.0, 28.0, 27.027027027027028)","(2.35, 2.46, 2.4464893617021275)","(13.0, 21.0, 19.64516129032258)","(31.0, 170.0, 98.75)","(101.0, 320.0, 289.2307692307692)","(26.0, 120.0, 88.18181818181819)","(16.0, 32.0, 29.5)","(11.0, 23.0, 21.8)"
08-12-2022 14:35:49.030824,"(2.0, 2.54, 2.5327272727272727)","(21.0, 28.0, 27.027027027027028)","(2.35, 2.46, 2.4464893617021275)","(13.0, 21.0, 19.64516129032258)","(31.0, 170.0, 98.75)","(101.0, 320.0, 186.66666666666669)","(26.0, 120.0, 88.18181818181819)","(16.0, 32.0, 29.5)","(11.0, 23.0, 21.8)"
08-12-2022 14:35:50.519122,"(2.0, 2.54, 2.5327272727272727)","(21.0, 28.0, 27.027027027027028)","(2.35, 2.46, 2.4464893617021275)","(13.0, 21.0, 19.833333333333332)","(31.0, 170.0, 98.75)","(101.0, 320.0, 280.7692307692308)","(26.0, 120.0, 88.18181818181819)","(16.0, 32.0, 29.5)","(11.0, 23.0, 21.8)"
08-12-2022 14:35:52.009304,"(2.0, 2.54, 2.5327272727272727)","(21.0, 28.0, 27.027027027027028)","(2.35, 2.46, 2.4464893617021275)","(13.0, 21.0, 19.833333333333332)","(31.0, 170.0, 132.5)","(101.0, 310.0, 272.3076923076923)","(26.0, 120.0, 88.18181818181819)","(16.0, 32.0, 29.5)","(11.0, 23.0, 21.8)"
08-12-2022 14:35:53.483780,"(2.0, 2.54, 2.5327272727272727)","(21.0, 28.0, 27.027027027027028)","(2.35, 2.46, 2.4464893617021275)","(13.0, 21.0, 19.833333333333332)","(31.0, 190.0, 132.5)","(101.0, 300.0, 180.0)","(26.0, 120.0, 88.18181818181819)","(16.0, 32.0, 29.5)","(11.0, 23.0, 21.8)"
08-12-2022 14:35:54.878322,"(2.0, 2.54, 2.5327272727272727)","(21.0, 28.0, 27.027027027027028)","(2.35, 2.46, 2.4464893617021275)","(13.0, 21.0, 19.833333333333332)","(31.0, 190.0, 132.5)","(101.0, 300.0, 272.3076923076923)","(26.0, 120.0, 88.18181818181819)","(16.0, 32.0, 29.5)","(11.0, 23.0, 21.8)"
08-12-2022 14:35:56.274995,"(2.0, 2.54, 2.5327272727272727)","(21.0, 28.0, 27.027027027027028)","(2.35, 2.46, 2.4464893617021275)","(13.0, 21.0, 19.64516129032258)","(31.0, 190.0, 132.5)","(101.0, 300.0, 272.3076923076923)","(26.0, 120.0, 88.18181818181819)","(16.0, 32.0, 29.5)","(11.0, 23.0, 21.4)"
08-12-2022 14:35:57.701005,"(2.0, 2.54, 2.5327272727272727)","(21.0, 28.0, 26.916666666666668)","(2.35, 2.46, 2.4464893617021275)","(13.0, 21.0, 19.64516129032258)","(31.0, 190.0, 132.5)","(101.0, 300.0, 180.0)","(26.0, 120.0, 88.18181818181819)","(16.0, 32.0, 29.5)","(11.0, 23.0, 21.4)"
08-12-2022 14:35:59.265623,"(2.0, 2.54, 2.5327272727272727)","(21.0, 28.0, 26.916666666666668)","(2.35, 2.46, 2.4464893617021275)","(13.0, 21.0, 19.64516129032258)","(31.0, 190.0, 132.5)","(101.0, 300.0, 272.3076923076923)","(26.0, 120.0, 88.18181818181819)","(16.0, 32.0, 29.5)","(11.0, 23.0, 21.4)"
08-12-2022 14:36:01.017613,"(2.0, 2.54, 2.5327272727272727)","(21.0, 28.0, 26.916666666666668)","(2.35, 2.46, 2.4464893617021275)","(13.0, 21.0, 19.64516129032258)","(31.0, 190.0, 132.5)","(101.0, 300.0, 284.3478260869565)","(26.0, 120.0, 88.18181818181819)","(16.0, 32.0, 29.5)","(11.0, 23.0, 21.4)"
08-12-2022 14:36:02.616049,"(2.0, 2.54, 2.5327272727272727)","(21.0, 28.0, 26.844444444444445)","(2.35, 2.46, 2.4464893617021275)","(13.0, 21.0, 19.64516129032258)","(31.0, 190.0, 132.5)","(101.0, 300.0, 272.3076923076923)","(26.0, 120.0, 91.66666666666666)","(16.0, 32.0, 29.5)","(11.0, 23.0, 21.666666666666668)"
08-12-2022 14:36:04.779414,"(2.0, 2.54, 2.5327272727272727)","(21.0, 28.0, 27.365853658536587)","(2.35, 2.46, 2.4464893617021275)","(13.0, 21.0, 19.37142857142857)","(31.0, 190.0, 88.75)","(101.0, 300.0, 186.66666666666666)","(26.0, 110.0, 71.66666666666667)","(16.0, 32.0, 29.5)","(11.0, 23.0, 22.72222222222222)"
08-12-2022 14:36:06.783229,"(2.0, 2.54, 2.5327272727272727)","(21.0, 28.0, 27.394736842105264)","(2.35, 2.46, 2.4472619047619046)","(13.0, 20.0, 19.257142857142856)","(31.0, 130.0, 88.75)","(101.0, 300.0, 215.0)","(26.0, 80.0, 65.0)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.36842105263158)"
08-12-2022 14:36:08.287024,"(2.0, 2.54, 2.5327272727272727)","(21.0, 28.0, 27.394736842105264)","(2.35, 2.46, 2.4472619047619046)","(13.0, 20.0, 19.257142857142856)","(31.0, 130.0, 88.75)","(101.0, 300.0, 215.0)","(26.0, 75.0, 65.0)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.36842105263158)"
08-12-2022 14:36:09.680984,"(2.0, 2.54, 2.5327272727272727)","(21.0, 28.0, 27.394736842105264)","(2.35, 2.46, 2.4472619047619046)","(13.0, 20.0, 19.257142857142856)","(31.0, 130.0, 88.75)","(101.0, 300.0, 186.66666666666666)","(26.0, 75.0, 65.0)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.36842105263158)"
08-12-2022 14:36:11.177667,"(2.0, 2.54, 2.5327272727272727)","(21.0, 28.0, 27.394736842105264)","(2.35, 2.46, 2.4463541666666666)","(13.0, 20.0, 19.257142857142856)","(31.0, 130.0, 88.75)","(101.0, 300.0, 186.66666666666666)","(26.0, 75.0, 65.0)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.36842105263158)"
08-12-2022 14:36:12.699917,"(2.0, 2.54, 2.5327272727272727)","(21.0, 38.0, 33.07692307692308)","(2.35, 2.46, 2.4410144927536233)","(13.0, 20.0, 19.257142857142856)","(31.0, 130.0, 88.75)","(101.0, 300.0, 186.66666666666666)","(26.0, 75.0, 65.0)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.36842105263158)"
08-12-2022 14:36:14.196946,"(2.0, 2.54, 2.5327272727272727)","(21.0, 38.0, 33.07692307692308)","(2.35, 2.46, 2.4410144927536233)","(13.0, 20.0, 19.346153846153847)","(31.0, 130.0, 88.75)","(101.0, 300.0, 186.66666666666666)","(26.0, 75.0, 70.55555555555556)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.36842105263158)"
08-12-2022 14:36:15.680312,"(2.0, 2.54, 2.5283333333333333)","(21.0, 38.0, 33.0)","(2.35, 2.46, 2.4410144927536233)","(13.0, 19.5, 19.346153846153847)","(31.0, 130.0, 88.75)","(101.0, 300.0, 186.66666666666666)","(26.0, 75.0, 70.55555555555556)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.333333333333332)"
08-12-2022 14:36:17.037880,"(2.0, 2.54, 2.5283333333333333)","(21.0, 36.0, 33.0)","(2.35, 2.46, 2.4410144927536233)","(13.0, 19.5, 19.346153846153847)","(31.0, 130.0, 88.75)","(101.0, 300.0, 186.66666666666666)","(26.0, 75.0, 70.55555555555556)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.333333333333332)"
08-12-2022 14:36:18.386541,"(2.0, 2.54, 2.5283333333333333)","(21.0, 36.0, 33.27272727272727)","(2.35, 2.46, 2.4410144927536233)","(13.0, 19.5, 19.38235294117647)","(31.0, 130.0, 88.75)","(101.0, 300.0, 186.66666666666666)","(26.0, 75.0, 70.55555555555556)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.333333333333332)"
08-12-2022 14:36:19.834424,"(2.0, 2.54, 2.5283333333333333)","(21.0, 36.0, 33.27272727272727)","(2.35, 2.46, 2.4410526315789474)","(13.0, 19.5, 19.38235294117647)","(31.0, 130.0, 88.75)","(101.0, 300.0, 278.125)","(26.0, 75.0, 70.55555555555556)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.333333333333332)"
08-12-2022 14:36:21.366950,"(2.0, 2.54, 2.5283333333333333)","(21.0, 36.0, 32.4)","(2.35, 2.46, 2.4410526315789474)","(13.0, 19.5, 19.264705882352942)","(31.0, 130.0, 84.16666666666667)","(101.0, 350.0, 193.33333333333331)","(26.0, 75.0, 70.55555555555556)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.25)"
08-12-2022 14:36:22.879327,"(2.0, 2.54, 2.5283333333333333)","(21.0, 36.0, 32.4)","(2.35, 2.46, 2.4410526315789474)","(13.0, 19.5, 19.264705882352942)","(31.0, 130.0, 84.16666666666667)","(101.0, 340.0, 292.8571428571429)","(26.0, 75.0, 70.55555555555556)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.25)"
08-12-2022 14:36:24.314362,"(2.0, 2.54, 2.5283333333333333)","(21.0, 36.0, 32.4)","(2.35, 2.46, 2.4410526315789474)","(13.0, 19.5, 19.264705882352942)","(31.0, 130.0, 84.16666666666667)","(101.0, 340.0, 292.8571428571429)","(26.0, 75.0, 70.55555555555556)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.25)"
08-12-2022 14:36:25.663696,"(2.0, 2.54, 2.5283333333333333)","(21.0, 36.0, 32.4)","(2.35, 2.46, 2.4410526315789474)","(13.0, 19.5, 19.264705882352942)","(31.0, 130.0, 84.16666666666667)","(101.0, 340.0, 160.0)","(26.0, 75.0, 70.55555555555556)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.6)"
08-12-2022 14:36:27.124187,"(2.0, 2.54, 2.5311764705882354)","(21.0, 36.0, 32.666666666666664)","(2.35, 2.46, 2.447142857142857)","(13.0, 19.5, 19.264705882352942)","(31.0, 130.0, 84.16666666666667)","(101.0, 340.0, 160.0)","(26.0, 75.0, 70.55555555555556)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.714285714285715)"
08-12-2022 14:36:28.469360,"(2.0, 2.54, 2.5311764705882354)","(21.0, 34.0, 32.666666666666664)","(2.35, 2.46, 2.447142857142857)","(13.0, 19.5, 19.264705882352942)","(31.0, 130.0, 93.33333333333333)","(101.0, 340.0, 288.57142857142856)","(26.0, 75.0, 70.55555555555556)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.714285714285715)"
08-12-2022 14:36:29.764128,"(2.0, 2.54, 2.5311764705882354)","(21.0, 34.0, 31.894736842105264)","(2.35, 2.46, 2.447142857142857)","(13.0, 19.5, 19.264705882352942)","(31.0, 130.0, 93.33333333333333)","(101.0, 340.0, 288.57142857142856)","(26.0, 75.0, 70.55555555555556)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.714285714285715)"
08-12-2022 14:36:31.115250,"(2.0, 2.54, 2.5311764705882354)","(21.0, 34.0, 31.894736842105264)","(2.35, 2.46, 2.447142857142857)","(13.0, 19.5, 19.30952380952381)","(31.0, 130.0, 93.33333333333333)","(101.0, 340.0, 160.0)","(26.0, 75.0, 70.55555555555556)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.714285714285715)"
08-12-2022 14:36:32.462767,"(2.0, 2.54, 2.5311764705882354)","(21.0, 34.0, 31.894736842105264)","(2.35, 2.46, 2.447142857142857)","(13.0, 19.5, 19.30952380952381)","(31.0, 130.0, 93.33333333333333)","(101.0, 340.0, 262.8571428571429)","(26.0, 75.0, 69.28571428571429)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.714285714285715)"
08-12-2022 14:36:33.751433,"(2.0, 2.54, 2.5311764705882354)","(21.0, 34.0, 31.894736842105264)","(2.35, 2.46, 2.447142857142857)","(13.0, 19.5, 19.30952380952381)","(31.0, 130.0, 93.33333333333333)","(101.0, 340.0, 300.7692307692308)","(26.0, 75.0, 69.28571428571429)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.714285714285715)"
08-12-2022 14:36:35.035173,"(2.0, 2.54, 2.5311764705882354)","(21.0, 34.0, 31.894736842105264)","(2.35, 2.46, 2.447142857142857)","(13.0, 19.5, 19.30952380952381)","(31.0, 130.0, 93.33333333333333)","(101.0, 340.0, 300.7692307692308)","(26.0, 75.0, 70.71428571428571)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.714285714285715)"
08-12-2022 14:36:36.384816,"(2.0, 2.54, 2.5311764705882354)","(21.0, 34.0, 31.894736842105264)","(2.35, 2.46, 2.4483870967741934)","(13.0, 19.5, 19.325)","(31.0, 130.0, 93.33333333333333)","(101.0, 340.0, 262.8571428571429)","(26.0, 75.0, 72.5)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.3)"
08-12-2022 14:36:37.827817,"(2.0, 2.54, 2.5327272727272727)","(21.0, 34.0, 31.75)","(2.35, 2.46, 2.4483870967741934)","(13.0, 19.5, 19.325)","(31.0, 130.0, 93.33333333333333)","(101.0, 340.0, 280.0)","(26.0, 80.0, 72.5)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.3)"
08-12-2022 14:36:39.289683,"(2.0, 2.54, 2.5327272727272727)","(21.0, 32.0, 31.75)","(2.35, 2.46, 2.4483870967741934)","(13.0, 19.5, 19.325)","(31.0, 130.0, 93.33333333333333)","(101.0, 340.0, 311.66666666666663)","(26.0, 80.0, 72.5)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.3)"
08-12-2022 14:36:40.716183,"(2.0, 2.54, 2.5327272727272727)","(21.0, 32.0, 31.0625)","(2.35, 2.46, 2.4483870967741934)","(13.0, 19.5, 19.325)","(31.0, 130.0, 93.33333333333333)","(101.0, 340.0, 311.66666666666663)","(26.0, 80.0, 72.5)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.3)"
08-12-2022 14:36:42.122580,"(2.0, 2.54, 2.5327272727272727)","(21.0, 32.0, 31.0625)","(2.35, 2.46, 2.4483870967741934)","(13.0, 19.5, 19.40625)","(31.0, 130.0, 93.33333333333333)","(101.0, 340.0, 280.0)","(26.0, 80.0, 72.5)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.3)"
08-12-2022 14:36:43.534462,"(2.0, 2.54, 2.5327272727272727)","(21.0, 32.0, 31.0625)","(2.35, 2.46, 2.4483870967741934)","(13.0, 19.5, 19.40625)","(31.0, 130.0, 93.33333333333333)","(101.0, 340.0, 311.66666666666663)","(26.0, 80.0, 71.42857142857143)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.3)"
08-12-2022 14:36:44.914348,"(2.0, 2.54, 2.5327272727272727)","(21.0, 32.0, 31.0625)","(2.35, 2.46, 2.4483870967741934)","(13.0, 19.5, 19.40625)","(31.0, 130.0, 93.33333333333333)","(101.0, 340.0, 311.66666666666663)","(26.0, 80.0, 71.42857142857143)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.3)"
08-12-2022 14:36:46.367317,"(2.0, 2.54, 2.5327272727272727)","(21.0, 32.0, 31.0625)","(2.35, 2.46, 2.4483870967741934)","(13.0, 19.5, 19.38235294117647)","(31.0, 130.0, 93.33333333333333)","(101.0, 340.0, 280.0)","(26.0, 80.0, 71.42857142857143)","(16.0, 32.0, 29.5)","(11.0, 24.0, 23.3)"
08-12-2022 14:36:47.709133,"(2.0, 2.54, 2.5327272727272727)","(21.0, 32.0, 30.65)","(2.35, 2.46, 2.4483870967741934)","(13.0, 19.5, 19.40625)","(31.0, 130.0, 90.0)","(101.0, 340.0, 311.66666666666663)","(26.0, 80.0, 75.0)","(16.0, 32.0, 29.5)","(11.0, 24.0, 22.25)"
08-12-2022 14:36:49.109361,"(2.0, 2.54, 2.5327272727272727)","(21.0, 32.0, 30.65)","(2.35, 2.46, 2.4483870967741934)","(13.0, 19.5, 19.61904761904762)","(31.0, 150.0, 101.25)","(101.0, 340.0, 324.54545454545456)","(26.0, 100.0, 82.14285714285714)","(16.0, 32.0, 29.5)","(11.0, 24.0, 22.166666666666668)"
08-12-2022 14:36:50.441834,"(2.0, 2.54, 2.5327272727272727)","(21.0, 32.0, 31.75)","(2.35, 2.46, 2.4483870967741934)","(13.0, 20.0, 19.61904761904762)","(31.0, 180.0, 106.66666666666667)","(101.0, 340.0, 324.54545454545456)","(26.0, 95.0, 82.14285714285714)","(16.0, 32.0, 29.5)","(11.0, 24.0, 22.166666666666668)"
08-12-2022 14:36:51.783424,"(2.0, 2.54, 2.5327272727272727)","(21.0, 32.0, 31.75)","(2.35, 2.46, 2.450898203592814)","(13.0, 20.0, 19.61904761904762)","(31.0, 170.0, 106.66666666666667)","(101.0, 340.0, 311.66666666666663)","(26.0, 95.0, 82.14285714285714)","(16.0, 32.0, 29.5)","(11.0, 24.0, 22.166666666666668)"
08-12-2022 14:36:53.101731,"(2.0, 2.54, 2.5327272727272727)","(21.0, 32.0, 31.8125)","(2.35, 2.46, 2.450898203592814)","(13.0, 20.0, 19.61904761904762)","(31.0, 170.0, 106.66666666666667)","(101.0, 340.0, 280.0)","(26.0, 95.0, 82.14285714285714)","(16.0, 32.0, 29.5)","(11.0, 24.0, 22.166666666666668)"
08-12-2022 14:36:54.384485,"(2.0, 2.54, 2.5327272727272727)","(21.0, 32.0, 31.8125)","(2.35, 2.46, 2.450898203592814)","(13.0, 20.0, 19.61904761904762)","(31.0, 170.0, 106.66666666666667)","(101.0, 340.0, 311.66666666666663)","(26.0, 95.0, 82.14285714285714)","(16.0, 32.0, 29.5)","(11.0, 24.0, 22.166666666666668)"
08-12-2022 14:36:55.758362,"(2.0, 2.54, 2.5327272727272727)","(21.0, 32.0, 31.8125)","(2.35, 2.46, 2.450898203592814)","(13.0, 20.0, 19.61904761904762)","(31.0, 170.0, 106.66666666666667)","(101.0, 340.0, 311.66666666666663)","(26.0, 95.0, 82.14285714285714)","(16.0, 32.0, 29.5)","(11.0, 24.0, 22.166666666666668)"
08-12-2022 14:36:57.093090,"(2.0, 2.54, 2.5327272727272727)","(21.0, 32.0, 31.8125)","(2.35, 2.46, 2.450167597765363)","(13.0, 20.0, 19.61904761904762)","(31.0, 170.0, 106.66666666666667)","(101.0, 340.0, 280.0)","(26.0, 95.0, 82.14285714285714)","(16.0, 32.0, 29.5)","(11.0, 24.0, 22.166666666666668)"
08-12-2022 14:36:58.393112,"(2.0, 2.54, 2.5327272727272727)","(21.0, 32.0, 31.36842105263158)","(2.35, 2.46, 2.4576580172987357)","(13.0, 20.0, 19.61904761904762)","(31.0, 170.0, 106.66666666666667)","(101.0, 340.0, 311.66666666666663)","(26.0, 95.0, 83.57142857142857)","(16.0, 32.0, 29.5)","(11.0, 24.0, 22.166666666666668)"
08-12-2022 14:36:59.714912,"(2.0, 2.54, 2.5327272727272727)","(21.0, 34.0, 31.333333333333332)","(2.35, 2.46, 2.4576580172987357)","(13.0, 20.0, 19.61904761904762)","(31.0, 170.0, 106.66666666666667)","(101.0, 340.0, 311.66666666666663)","(26.0, 95.0, 83.57142857142857)","(16.0, 32.0, 29.5)","(11.0, 24.0, 22.166666666666668)"
08-12-2022 14:37:01.115378,"(2.0, 2.54, 2.5335135135135136)","(21.0, 34.0, 31.53846153846154)","(2.35, 2.46, 2.457675033025099)","(13.0, 20.0, 19.526315789473685)","(31.0, 170.0, 106.66666666666667)","(101.0, 340.0, 280.0)","(26.0, 95.0, 83.57142857142857)","(16.0, 32.0, 29.5)","(11.0, 24.0, 22.166666666666668)"
08-12-2022 14:37:02.598303,"(2.0, 2.54, 2.5335135135135136)","(21.0, 34.0, 32.73684210526316)","(2.35, 2.46, 2.457675033025099)","(13.0, 20.0, 19.526315789473685)","(31.0, 170.0, 94.0)","(101.0, 340.0, 215.0)","(26.0, 95.0, 76.81818181818181)","(16.0, 32.0, 31.166666666666668)","(11.0, 24.0, 22.153846153846153)"
08-12-2022 14:37:04.094183,"(2.0, 2.54, 2.534418604651163)","(21.0, 34.0, 32.857142857142854)","(2.35, 2.46, 2.457675033025099)","(13.0, 20.0, 19.526315789473685)","(31.0, 170.0, 94.0)","(101.0, 340.0, 215.0)","(26.0, 95.0, 79.0)","(16.0, 32.0, 31.166666666666668)","(11.0, 24.0, 22.153846153846153)"
08-12-2022 14:37:05.481398,"(2.0, 2.54, 2.534418604651163)","(21.0, 34.0, 32.666666666666664)","(2.35, 2.46, 2.457675033025099)","(13.0, 20.0, 19.526315789473685)","(31.0, 170.0, 94.0)","(101.0, 340.0, 215.0)","(26.0, 95.0, 79.0)","(16.0, 32.0, 31.166666666666668)","(11.0, 24.0, 22.153846153846153)"
08-12-2022 14:37:06.835932,"(2.0, 2.54, 2.534418604651163)","(21.0, 34.0, 32.666666666666664)","(2.35, 2.46, 2.457675033025099)","(13.0, 20.0, 19.357142857142858)","(31.0, 170.0, 94.0)","(101.0, 340.0, 215.0)","(26.0, 95.0, 79.0)","(16.0, 32.0, 31.166666666666668)","(11.0, 24.0, 22.153846153846153)"
08-12-2022 14:37:08.199611,"(2.0, 2.54, 2.534418604651163)","(21.0, 34.0, 32.666666666666664)","(2.35, 2.46, 2.457675033025099)","(13.0, 20.0, 19.357142857142858)","(31.0, 170.0, 94.0)","(101.0, 340.0, 215.0)","(26.0, 95.0, 79.0)","(16.0, 32.0, 31.166666666666668)","(11.0, 24.0, 22.153846153846153)"
08-12-2022 14:37:09.468457,"(2.0, 2.54, 2.534418604651163)","(21.0, 34.0, 32.666666666666664)","(2.35, 2.46, 2.457675033025099)","(13.0, 20.0, 19.357142857142858)","(31.0, 170.0, 94.0)","(101.0, 340.0, 215.0)","(26.0, 95.0, 79.0)","(16.0, 32.0, 31.166666666666668)","(11.0, 24.0, 22.153846153846153)"
08-12-2022 14:37:10.748367,"(2.0, 2.54, 2.534418604651163)","(21.0, 34.0, 32.666666666666664)","(2.35, 2.46, 2.457675033025099)","(13.0, 20.0, 19.357142857142858)","(31.0, 170.0, 85.55555555555556)","(101.0, 340.0, 215.0)","(26.0, 95.0, 79.0)","(16.0, 32.0, 31.166666666666668)","(11.0, 24.0, 22.153846153846153)"
08-12-2022 14:37:12.069781,"(2.0, 2.54, 2.534418604651163)","(21.0, 34.0, 32.666666666666664)","(2.35, 2.46, 2.457675033025099)","(13.0, 20.0, 19.357142857142858)","(31.0, 170.0, 85.55555555555556)","(101.0, 340.0, 215.0)","(26.0, 95.0, 79.0)","(16.0, 32.0, 31.166666666666668)","(11.0, 24.0, 22.153846153846153)"
08-12-2022 14:37:13.489026,"(2.0, 2.54, 2.534418604651163)","(21.0, 34.0, 32.666666666666664)","(2.35, 2.46, 2.457452396585686)","(13.0, 20.0, 19.357142857142858)","(31.0, 170.0, 85.55555555555556)","(101.0, 340.0, 215.0)","(26.0, 95.0, 89.16666666666666)","(16.0, 32.0, 31.166666666666668)","(11.0, 24.0, 22.153846153846153)"
08-12-2022 14:37:14.960510,"(2.0, 2.54, 2.534418604651163)","(21.0, 34.0, 32.666666666666664)","(2.4, 2.46, 2.457452396585686)","(14.0, 20.0, 19.357142857142858)","(31.0, 170.0, 85.55555555555556)","(101.0, 340.0, 215.0)","(26.0, 95.0, 89.16666666666666)","(16.0, 32.0, 31.166666666666668)","(12.0, 24.0, 22.153846153846153)"
08-12-2022 14:37:16.352300,"(2.0, 2.54, 2.534418604651163)","(21.0, 34.0, 32.666666666666664)","(2.4, 2.46, 2.457452396585686)","(14.0, 20.0, 19.357142857142858)","(31.0, 170.0, 85.55555555555556)","(101.0, 340.0, 215.0)","(26.0, 95.0, 68.33333333333333)","(16.0, 32.0, 31.166666666666668)","(12.0, 24.0, 22.153846153846153)"
08-12-2022 14:37:17.691297,"(2.0, 2.54, 2.534418604651163)","(21.0, 34.0, 32.666666666666664)","(2.4, 2.46, 2.457452396585686)","(14.0, 20.0, 19.357142857142858)","(31.0, 170.0, 84.5)","(101.0, 340.0, 220.0)","(26.0, 95.0, 61.666666666666664)","(16.0, 32.0, 31.166666666666668)","(12.0, 24.0, 22.153846153846153)"
08-12-2022 14:37:19.092048,"(2.0, 2.54, 2.534418604651163)","(21.0, 34.0, 32.285714285714285)","(2.4, 2.46, 2.457452396585686)","(14.0, 20.0, 19.357142857142858)","(31.0, 170.0, 84.5)","(101.0, 340.0, 220.0)","(26.0, 95.0, 87.3076923076923)","(16.0, 32.0, 31.166666666666668)","(12.0, 24.0, 22.153846153846153)"
08-12-2022 14:37:20.602987,"(2.0, 2.54, 2.534418604651163)","(21.0, 34.0, 31.77777777777778)","(2.4, 2.46, 2.457452396585686)","(14.0, 20.0, 19.357142857142858)","(31.0, 170.0, 84.5)","(101.0, 340.0, 240.0)","(26.0, 90.0, 87.3076923076923)","(16.0, 32.0, 31.166666666666668)","(12.0, 24.0, 22.153846153846153)"
08-12-2022 14:37:22.028734,"(2.0, 2.54, 2.534418604651163)","(21.0, 34.0, 31.77777777777778)","(2.4, 2.46, 2.457014925373134)","(14.0, 20.0, 19.357142857142858)","(31.0, 170.0, 112.5)","(101.0, 340.0, 260.0)","(26.0, 90.0, 78.33333333333333)","(16.0, 32.0, 31.166666666666668)","(12.0, 24.0, 22.153846153846153)"
08-12-2022 14:37:23.493778,"(2.0, 2.54, 2.534418604651163)","(21.0, 34.0, 31.647058823529413)","(2.4, 2.46, 2.457208088714938)","(14.0, 20.0, 19.357142857142858)","(31.0, 150.0, 96.66666666666667)","(101.0, 330.0, 255.0)","(26.0, 90.0, 78.33333333333333)","(16.0, 32.0, 31.166666666666668)","(12.0, 24.0, 22.153846153846153)"
08-12-2022 14:37:24.933389,"(2.05, 2.54, 2.534418604651163)","(21.0, 34.0, 32.4)","(2.35, 2.46, 2.457208088714938)","(14.0, 20.0, 19.357142857142858)","(31.0, 140.0, 102.5)","(101.0, 320.0, 255.0)","(31.0, 90.0, 78.33333333333333)","(17.0, 32.0, 31.166666666666668)","(12.0, 24.0, 22.153846153846153)"
08-12-2022 14:37:26.380805,"(2.05, 2.54, 2.534418604651163)","(21.0, 34.0, 33.80952380952381)","(2.35, 2.46, 2.457208088714938)","(14.0, 20.0, 19.357142857142858)","(31.0, 130.0, 102.5)","(101.0, 320.0, 300.0)","(31.0, 90.0, 78.33333333333333)","(17.0, 32.0, 31.166666666666668)","(12.0, 24.0, 22.153846153846153)"
08-12-2022 14:37:27.797422,"(2.05, 2.54, 2.5276923076923077)","(21.0, 34.0, 33.80952380952381)","(2.35, 2.46, 2.457208088714938)","(14.0, 20.0, 19.357142857142858)","(31.0, 130.0, 86.66666666666667)","(101.0, 320.0, 309.09090909090907)","(31.0, 90.0, 78.33333333333333)","(17.0, 32.0, 31.166666666666668)","(12.0, 24.0, 22.434782608695652)"
08-12-2022 14:37:29.088296,"(2.05, 2.54, 2.5276923076923077)","(21.0, 34.0, 33.80952380952381)","(2.35, 2.46, 2.457208088714938)","(14.0, 20.0, 19.357142857142858)","(31.0, 120.0, 83.33333333333333)","(101.0, 320.0, 300.0)","(31.0, 90.0, 78.33333333333333)","(17.0, 32.0, 31.166666666666668)","(12.0, 24.0, 22.434782608695652)"
08-12-2022 14:37:30.329647,"(2.05, 2.54, 2.5383333333333336)","(21.0, 34.0, 33.63636363636364)","(2.35, 2.46, 2.457208088714938)","(14.0, 20.0, 19.357142857142858)","(31.0, 120.0, 98.33333333333334)","(101.0, 320.0, 226.66666666666666)","(31.0, 90.0, 78.33333333333333)","(17.0, 32.0, 31.166666666666668)","(12.0, 24.0, 22.434782608695652)"
