,Mammals Destiny,Twin Connection,Sporty Frank,Illawong Phillipa,Golden Jaylet,Im The Mighty Judd,Footlock,Indys Approval,Ima Workinclassman
09-01-2023 16:16:34.361472,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.375)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.725)","(11.0, 20.0, 15.5)","(8.5, 15.5, 10.9)","(6.0, 9.4, 7.84)"
09-01-2023 16:16:35.469249,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.375)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.725)","(11.0, 20.0, 15.5)","(8.5, 15.5, 10.9)","(6.0, 9.4, 7.84)"
09-01-2023 16:16:36.614267,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.375)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.725)","(11.0, 20.0, 15.5)","(8.5, 15.5, 10.9)","(6.0, 9.4, 7.84)"
09-01-2023 16:16:37.762104,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.375)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.725)","(11.0, 20.0, 15.5)","(8.5, 15.5, 10.9)","(6.0, 9.4, 7.84)"
09-01-2023 16:16:38.997193,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.725)","(11.0, 20.0, 15.5)","(8.5, 15.5, 10.9)","(6.0, 9.4, 7.84)"
09-01-2023 16:16:40.247198,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.725)","(11.0, 20.0, 15.5)","(8.5, 15.5, 10.9)","(6.0, 9.4, 7.84)"
09-01-2023 16:16:41.400474,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.725)","(11.0, 20.0, 15.5)","(8.5, 15.5, 10.9)","(6.0, 9.4, 7.84)"
09-01-2023 16:16:42.787063,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.725)","(11.0, 20.0, 15.5)","(8.5, 15.5, 10.9)","(6.0, 9.4, 7.84)"
09-01-2023 16:16:44.052633,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.725)","(11.0, 20.0, 15.5)","(8.5, 15.5, 10.9)","(6.0, 9.4, 7.84)"
09-01-2023 16:16:45.313578,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.725)","(11.0, 20.0, 15.5)","(8.5, 15.5, 10.9)","(6.0, 9.4, 7.84)"
09-01-2023 16:16:46.560868,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.725)","(11.0, 20.0, 15.5)","(8.5, 15.5, 10.9)","(6.0, 9.4, 7.84)"
09-01-2023 16:16:47.716237,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.725)","(11.0, 20.0, 15.5)","(8.5, 15.5, 10.9)","(6.0, 9.4, 7.84)"
09-01-2023 16:16:48.846532,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.725)","(11.0, 20.0, 15.5)","(8.5, 15.5, 10.9)","(6.0, 9.4, 7.84)"
09-01-2023 16:16:49.973077,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.725)","(11.0, 20.0, 15.5)","(8.5, 15.5, 10.9)","(6.0, 9.4, 7.84)"
09-01-2023 16:16:51.128580,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 63.733333333333334)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.725)","(11.0, 20.0, 15.5)","(8.5, 15.5, 10.9)","(6.0, 9.4, 7.84)"
09-01-2023 16:16:52.379972,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 63.733333333333334)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.725)","(11.0, 20.0, 15.5)","(8.5, 15.5, 10.9)","(6.0, 9.4, 7.84)"
09-01-2023 16:16:53.878646,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 63.733333333333334)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 8.314285714285713)"
09-01-2023 16:16:55.228187,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 63.733333333333334)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 8.314285714285713)"
09-01-2023 16:16:56.459143,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 63.733333333333334)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 8.314285714285713)"
09-01-2023 16:16:57.737268,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 63.733333333333334)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 8.314285714285713)"
09-01-2023 16:16:58.990883,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 63.733333333333334)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 8.314285714285713)"
09-01-2023 16:17:00.210795,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 63.733333333333334)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 8.314285714285713)"
09-01-2023 16:17:01.380961,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 63.733333333333334)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 8.314285714285713)"
09-01-2023 16:17:02.525341,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 63.733333333333334)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 8.314285714285713)"
09-01-2023 16:17:03.689720,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 63.733333333333334)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 8.314285714285713)"
09-01-2023 16:17:04.792029,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 63.733333333333334)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 8.314285714285713)"
09-01-2023 16:17:05.899451,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 63.733333333333334)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.550000000000001)"
09-01-2023 16:17:06.989407,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 63.733333333333334)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.550000000000001)"
09-01-2023 16:17:08.056838,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 63.733333333333334)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.550000000000001)"
09-01-2023 16:17:09.246252,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 56.857142857142854)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.550000000000001)"
09-01-2023 16:17:10.378392,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 56.857142857142854)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.550000000000001)"
09-01-2023 16:17:11.562141,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.0)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.550000000000001)"
09-01-2023 16:17:12.804191,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.0)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.550000000000001)"
09-01-2023 16:17:13.974645,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.0)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.550000000000001)"
09-01-2023 16:17:15.117862,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.0)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.550000000000001)"
09-01-2023 16:17:16.201537,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.0)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.550000000000001)"
09-01-2023 16:17:17.331170,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.0)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.550000000000001)"
09-01-2023 16:17:18.404699,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.0)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.550000000000001)"
09-01-2023 16:17:19.509706,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.375)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.550000000000001)"
09-01-2023 16:17:20.664473,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.375)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.550000000000001)"
09-01-2023 16:17:21.779311,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.375)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.550000000000001)"
09-01-2023 16:17:22.916354,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.375)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.550000000000001)"
09-01-2023 16:17:24.043398,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.375)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.550000000000001)"
09-01-2023 16:17:25.233916,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.375)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.550000000000001)"
09-01-2023 16:17:26.370037,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.375)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.550000000000001)"
09-01-2023 16:17:27.539785,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.375)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.550000000000001)"
09-01-2023 16:17:28.635195,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.375)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.550000000000001)"
09-01-2023 16:17:29.772018,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.550000000000001)"
09-01-2023 16:17:30.931323,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 6.949999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 13.775)","(6.0, 9.4, 7.550000000000001)"
09-01-2023 16:17:32.104043,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.2866666666666666)","(3.6, 4.8, 3.8)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.279999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 13.775)","(6.0, 9.4, 7.92)"
09-01-2023 16:17:33.364751,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.199999999999999)","(11.0, 20.0, 17.75)","(8.5, 15.5, 13.775)","(6.0, 9.4, 7.92)"
09-01-2023 16:17:34.566470,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 63.733333333333334)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.24)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:17:35.735115,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.657142857142857)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:17:37.020254,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.657142857142857)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:17:38.278443,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.657142857142857)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:17:39.603790,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.657142857142857)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:17:40.872333,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.657142857142857)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:17:42.161748,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.657142857142857)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:17:43.437431,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.657142857142857)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:17:44.685467,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.657142857142857)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:17:45.958660,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.657142857142857)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:17:47.232481,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.657142857142857)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:17:48.581037,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.657142857142857)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:17:49.830409,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.657142857142857)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:17:51.101601,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.657142857142857)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:17:52.403598,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.657142857142857)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:17:53.740515,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.657142857142857)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:17:55.086323,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.657142857142857)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:17:56.447599,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.125)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.657142857142857)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:17:57.819118,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 56.857142857142854)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.657142857142857)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:17:59.183459,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.0)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.657142857142857)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:18:00.595017,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.0)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.657142857142857)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:18:01.902292,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.0)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.657142857142857)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:18:03.268418,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.0)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.657142857142857)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:18:04.578044,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.0)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.0)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:18:05.949860,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.375)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.0)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:18:07.203779,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.375)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.0)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:18:08.478589,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.375)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.0)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:18:09.754087,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.375)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.0)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
09-01-2023 16:18:11.079474,"(26.0, 55.0, 33.0)","(3.0, 4.5, 3.59)","(3.6, 4.8, 4.05)","(31.0, 70.0, 64.375)","(21.0, 46.0, 30.0)","(5.0, 8.6, 7.0)","(11.0, 20.0, 17.75)","(8.5, 15.5, 11.033333333333333)","(6.0, 9.4, 7.92)"
