,On Tilt,Salt Mine Teddy,Bahamian Beat,Cant Glide By Katz,Verrazano Legacy,War Doctor,Payster,No More,Golden Oak,Vaporized
07-12-2022 13:29:49.756033,"(31.0, 230.0, 43.0)","(16.0, 23.0, 22.125)","(15.0, 30.0, 25.0)","(4.2, 4.9, 4.318181818181818)","(20.0, 70.0, 60.8)","(6.5, 12.0, 11.266666666666667)","(3.2, 3.6, 3.442105263157895)","(4.4, 5.1, 4.828571428571428)","(17.0, 30.0, 20.4)","(17.0, 32.0, 26.5)"
07-12-2022 13:29:51.230415,"(31.0, 95.0, 43.0)","(16.0, 23.0, 22.125)","(15.0, 27.0, 24.5)","(4.2, 4.9, 4.228)","(20.0, 70.0, 47.5)","(6.5, 12.0, 11.492307692307692)","(3.2, 3.6, 3.3407407407407406)","(4.4, 5.1, 4.944303797468354)","(17.0, 30.0, 20.4)","(17.0, 32.0, 23.666666666666668)"
07-12-2022 13:29:52.678946,"(31.0, 95.0, 51.66666666666667)","(16.0, 23.0, 22.125)","(15.0, 27.0, 24.32142857142857)","(4.2, 4.9, 4.228)","(20.0, 70.0, 47.5)","(6.5, 12.0, 11.142857142857142)","(3.2, 3.6, 3.3499999999999996)","(4.4, 5.0, 4.82)","(17.0, 30.0, 23.181818181818183)","(17.0, 25.0, 23.666666666666668)"
07-12-2022 13:29:54.066042,"(31.0, 95.0, 51.66666666666667)","(16.0, 23.0, 22.125)","(15.0, 27.0, 22.714285714285715)","(4.2, 4.9, 4.318181818181818)","(20.0, 70.0, 47.5)","(6.5, 12.0, 11.142857142857142)","(3.2, 3.6, 3.3407407407407406)","(4.4, 5.0, 4.82)","(17.0, 30.0, 23.181818181818183)","(17.0, 25.0, 23.333333333333332)"
07-12-2022 13:29:55.559159,"(31.0, 95.0, 51.66666666666667)","(16.0, 23.0, 21.5)","(15.0, 27.0, 21.0)","(4.2, 4.9, 4.3769230769230765)","(20.0, 70.0, 69.41975308641975)","(6.5, 12.0, 11.142857142857142)","(3.2, 3.6, 3.330769230769231)","(4.4, 5.0, 4.82)","(17.0, 30.0, 23.181818181818183)","(17.0, 25.0, 23.333333333333332)"
07-12-2022 13:29:57.028769,"(31.0, 95.0, 51.66666666666667)","(16.0, 23.0, 21.5)","(15.0, 27.0, 20.134615384615383)","(4.2, 4.9, 4.3769230769230765)","(21.0, 70.0, 37.8)","(6.5, 12.0, 11.142857142857142)","(3.2, 3.6, 3.545945945945946)","(4.4, 5.0, 4.82)","(17.0, 30.0, 23.181818181818183)","(17.0, 25.0, 23.333333333333332)"
07-12-2022 13:29:58.542416,"(31.0, 95.0, 51.66666666666667)","(16.0, 23.0, 22.125)","(15.0, 27.0, 20.134615384615383)","(4.2, 4.9, 4.191428571428571)","(21.0, 70.0, 37.8)","(6.5, 12.0, 11.142857142857142)","(3.2, 3.6, 3.5090909090909093)","(4.4, 5.0, 4.757142857142857)","(16.0, 30.0, 23.181818181818183)","(17.0, 25.0, 23.916666666666664)"
07-12-2022 13:30:00.131164,"(31.0, 150.0, 70.0)","(16.0, 23.0, 22.61111111111111)","(15.0, 27.0, 20.523809523809526)","(4.2, 4.9, 4.191428571428571)","(21.0, 70.0, 37.8)","(6.5, 12.0, 11.025)","(3.2, 3.6, 3.5047619047619047)","(4.4, 5.0, 4.757142857142857)","(16.0, 30.0, 23.181818181818183)","(17.0, 25.0, 23.916666666666664)"
07-12-2022 13:30:01.719954,"(31.0, 150.0, 70.0)","(16.0, 23.0, 22.61111111111111)","(15.0, 27.0, 23.916666666666664)","(4.2, 4.9, 4.191428571428571)","(21.0, 70.0, 37.8)","(6.5, 12.0, 11.025)","(3.2, 3.6, 3.5748201438848923)","(4.4, 5.0, 4.757142857142857)","(16.0, 30.0, 23.181818181818183)","(17.0, 25.0, 23.916666666666664)"
07-12-2022 13:30:03.262089,"(31.0, 150.0, 70.0)","(16.0, 23.0, 22.25)","(15.0, 25.0, 21.0)","(4.2, 4.9, 4.1811594202898545)","(21.0, 70.0, 30.625)","(6.5, 12.0, 10.8)","(3.2, 3.6, 3.5539473684210527)","(4.4, 5.0, 4.852173913043478)","(16.0, 30.0, 19.714285714285715)","(17.0, 25.0, 23.8)"
07-12-2022 13:30:04.579758,"(31.0, 150.0, 71.33333333333334)","(16.0, 23.0, 22.666666666666668)","(15.0, 25.0, 20.5)","(4.2, 4.9, 4.1811594202898545)","(21.0, 70.0, 26.857142857142858)","(6.5, 12.0, 10.8)","(3.2, 3.6, 3.51025641025641)","(4.4, 5.0, 4.745)","(16.0, 30.0, 27.705882352941174)","(17.0, 25.0, 22.25)"
07-12-2022 13:30:05.915727,"(31.0, 130.0, 63.333333333333336)","(16.0, 23.0, 22.666666666666668)","(15.0, 25.0, 20.5)","(4.2, 4.9, 4.40625)","(21.0, 38.0, 35.0)","(6.5, 12.0, 10.8)","(3.2, 3.6, 3.51025641025641)","(4.4, 5.0, 4.745)","(16.0, 30.0, 23.181818181818183)","(16.0, 25.0, 23.0)"
07-12-2022 13:30:07.244695,"(31.0, 130.0, 64.66666666666666)","(16.0, 23.0, 22.5)","(15.0, 25.0, 20.227272727272727)","(4.2, 4.8, 4.545454545454545)","(21.0, 55.0, 35.0)","(6.5, 12.0, 10.8)","(3.2, 3.6, 3.440909090909091)","(4.4, 5.0, 4.78)","(16.0, 30.0, 23.181818181818183)","(16.0, 30.0, 23.0)"
07-12-2022 13:30:08.695741,"(31.0, 130.0, 80.0)","(16.0, 23.0, 22.5)","(15.0, 25.0, 20.208333333333332)","(4.2, 4.8, 4.553846153846154)","(21.0, 55.0, 36.5)","(6.5, 12.0, 10.8)","(3.2, 3.6, 3.3666666666666667)","(4.4, 4.9, 4.89)","(16.0, 30.0, 23.181818181818183)","(16.0, 30.0, 19.583333333333332)"
07-12-2022 13:30:10.187092,"(31.0, 130.0, 80.0)","(16.0, 23.0, 22.5)","(15.0, 24.0, 20.208333333333332)","(4.2, 4.8, 4.553846153846154)","(21.0, 48.0, 36.5)","(6.5, 12.0, 10.8)","(3.2, 3.6, 3.2785714285714285)","(4.4, 5.0, 4.764285714285714)","(16.0, 30.0, 23.181818181818183)","(16.0, 30.0, 21.333333333333332)"
07-12-2022 13:30:11.593977,"(31.0, 130.0, 80.0)","(16.0, 23.0, 22.5)","(15.0, 24.0, 20.208333333333332)","(4.2, 4.8, 4.545454545454545)","(21.0, 48.0, 36.5)","(6.5, 12.0, 10.8)","(3.2, 3.6, 3.44375)","(4.4, 5.0, 4.764285714285714)","(16.0, 30.0, 23.181818181818183)","(16.0, 29.0, 21.333333333333332)"
07-12-2022 13:30:12.960021,"(31.0, 130.0, 80.0)","(16.0, 23.0, 22.5)","(15.0, 24.0, 21.77777777777778)","(4.2, 4.8, 4.262025316455696)","(21.0, 48.0, 36.5)","(6.5, 12.0, 10.8)","(3.2, 3.6, 3.2774193548387096)","(4.4, 5.0, 4.764285714285714)","(16.0, 30.0, 23.181818181818183)","(16.0, 29.0, 22.25)"
07-12-2022 13:30:14.724748,"(31.0, 130.0, 80.0)","(16.0, 23.0, 22.5)","(15.0, 23.0, 20.555555555555557)","(4.2, 4.9, 4.272151898734177)","(21.0, 48.0, 36.5)","(6.5, 12.0, 10.8)","(3.2, 3.6, 3.1833333333333336)","(4.4, 5.0, 4.764285714285714)","(16.0, 30.0, 23.181818181818183)","(16.0, 27.0, 20.666666666666668)"
07-12-2022 13:30:16.312868,"(31.0, 130.0, 80.0)","(16.0, 23.0, 22.625)","(15.0, 23.0, 21.77777777777778)","(4.2, 4.9, 4.3421875000000005)","(21.0, 48.0, 44.0)","(6.5, 12.0, 10.8)","(3.2, 3.6, 3.2058823529411766)","(4.4, 5.0, 4.8506024096385545)","(16.0, 30.0, 24.23076923076923)","(16.0, 27.0, 22.25)"
07-12-2022 13:30:17.822713,"(31.0, 130.0, 105.0)","(16.0, 23.0, 22.625)","(15.0, 23.0, 21.77777777777778)","(4.2, 4.9, 4.3421875000000005)","(21.0, 48.0, 44.0)","(6.5, 12.0, 10.8)","(3.2, 3.55, 3.357142857142857)","(4.4, 5.0, 4.818947368421052)","(16.0, 30.0, 24.23076923076923)","(16.0, 27.0, 22.25)"
07-12-2022 13:30:19.215915,"(31.0, 130.0, 64.66666666666666)","(16.0, 23.0, 22.625)","(15.0, 23.0, 21.77777777777778)","(4.2, 4.9, 4.375)","(21.0, 48.0, 44.0)","(6.5, 12.0, 10.8)","(3.2, 3.55, 3.4272727272727272)","(4.4, 5.0, 4.8506024096385545)","(16.0, 30.0, 24.23076923076923)","(16.0, 27.0, 22.25)"
07-12-2022 13:30:20.603910,"(31.0, 130.0, 64.66666666666666)","(16.0, 23.0, 23.125)","(15.0, 23.0, 21.428571428571427)","(4.2, 4.9, 4.550000000000001)","(21.0, 48.0, 44.0)","(6.5, 12.0, 11.22)","(3.2, 3.55, 3.31)","(4.4, 5.0, 4.864615384615385)","(16.0, 30.0, 23.181818181818183)","(16.0, 27.0, 20.666666666666668)"
07-12-2022 13:30:21.914693,"(31.0, 130.0, 64.66666666666666)","(16.0, 25.0, 22.6)","(15.0, 23.0, 21.428571428571427)","(4.2, 4.9, 5.326666666666666)","(21.0, 48.0, 44.0)","(6.5, 12.0, 11.22)","(3.2, 3.55, 3.3093749999999997)","(4.4, 5.0, 4.622857142857143)","(16.0, 30.0, 23.181818181818183)","(16.0, 27.0, 20.666666666666668)"
07-12-2022 13:30:23.554506,"(31.0, 130.0, 63.333333333333336)","(16.0, 25.0, 23.5)","(15.0, 23.0, 26.142857142857142)","(4.2, 5.5, 5.02)","(21.0, 48.0, 44.0)","(6.5, 12.0, 11.22)","(3.2, 3.55, 3.282857142857143)","(4.4, 5.0, 4.675)","(16.0, 30.0, 23.181818181818183)","(16.0, 27.0, 20.666666666666668)"
07-12-2022 13:30:25.136085,"(31.0, 240.0, 135.0)","(16.0, 25.0, 22.06666666666667)","(15.0, 29.0, 57.772727272727266)","(4.2, 5.5, 6.037142857142857)","(21.0, 48.0, 56.5)","(6.5, 12.0, 14.82857142857143)","(3.2, 3.55, 6.317777777777778)","(4.4, 4.9, 6.376923076923077)","(16.0, 30.0, 40.492)","(16.0, 27.0, 35.688)"
07-12-2022 13:30:26.629813,"(31.0, 950.0, 476.5)","(16.0, 25.0, 22.06666666666667)","(15.0, 60.0, 57.772727272727266)","(4.2, 6.2, 6.037142857142857)","(21.0, 70.0, 66.86190476190477)","(6.5, 21.0, 16.92)","(3.2, 6.8, 6.317777777777778)","(4.4, 7.0, 6.376923076923077)","(16.0, 50.0, 47.81428571428571)","(16.0, 44.0, 42.1)"
07-12-2022 13:30:28.146546,"(31.0, 950.0, 797.0)","(16.0, 25.0, 23.646153846153844)","(15.0, 60.0, 53.0)","(4.2, 6.2, 6.037142857142857)","(21.0, 70.0, 50.0)","(6.5, 19.5, 16.92)","(3.2, 6.8, 6.335)","(4.4, 7.0, 6.376923076923077)","(16.0, 50.0, 36.66666666666667)","(16.0, 44.0, 27.0)"
07-12-2022 13:30:29.651743,"(31.0, 950.0, 797.0)","(16.0, 25.0, 23.846153846153847)","(15.0, 55.0, 53.0)","(4.2, 6.2, 6.037142857142857)","(21.0, 70.0, 50.0)","(6.5, 19.5, 13.8)","(3.2, 6.8, 6.2791999999999994)","(4.4, 7.0, 6.376923076923077)","(16.0, 50.0, 36.66666666666667)","(16.0, 44.0, 27.0)"
07-12-2022 13:30:31.084988,"(31.0, 950.0, 794.9166666666667)","(16.0, 25.0, 23.846153846153847)","(15.0, 55.0, 53.0)","(4.2, 6.2, 5.383333333333334)","(21.0, 70.0, 50.0)","(6.5, 21.0, 13.8)","(3.2, 6.8, 2.039090909090909)","(4.4, 7.0, 6.376923076923077)","(16.0, 50.0, 36.66666666666667)","(16.0, 44.0, 27.0)"
