,Daphs Yak,Master Class,Lucas Jebrynah,Show Me Ziway,Aubameyang,Call Me Marley,Maxed Out,Ali Starr
07-12-2022 19:27:58.168807,"(4.4, 9.8, 6.585714285714285)","(26.0, 230.0, 56.0)","(3.6, 4.3, 3.826315789473684)","(26.0, 80.0, 45.0)","(11.0, 26.0, 23.0)","(3.8, 5.7, 4.861363636363636)","(3.0, 4.4, 4.33421052631579)","(16.0, 38.0, 24.5625)"
07-12-2022 19:27:59.304932,"(4.4, 9.8, 7.845454545454546)","(26.0, 230.0, 56.0)","(3.6, 4.3, 3.826315789473684)","(26.0, 80.0, 45.0)","(11.0, 26.0, 23.0)","(3.8, 5.7, 4.861363636363636)","(3.0, 4.4, 4.323333333333334)","(16.0, 38.0, 24.5625)"
07-12-2022 19:28:00.636256,"(4.4, 9.8, 8.8)","(26.0, 230.0, 123.5)","(3.6, 4.3, 3.826315789473684)","(26.0, 80.0, 38.0)","(11.0, 26.0, 23.166666666666664)","(3.8, 5.7, 4.861363636363636)","(3.0, 4.4, 4.216666666666667)","(16.0, 38.0, 26.1875)"
07-12-2022 19:28:01.883624,"(4.4, 9.8, 8.8)","(26.0, 220.0, 123.5)","(3.6, 4.3, 3.826315789473684)","(26.0, 80.0, 54.599999999999994)","(11.0, 25.0, 23.166666666666664)","(3.8, 5.7, 5.527777777777778)","(3.0, 4.4, 4.083333333333334)","(16.0, 38.0, 33.625)"
07-12-2022 19:28:03.071055,"(4.4, 9.6, 8.75)","(26.0, 210.0, 136.8)","(3.6, 4.2, 4.12)","(26.0, 75.0, 54.599999999999994)","(11.0, 25.0, 23.166666666666664)","(3.8, 5.6, 5.527777777777778)","(3.0, 4.4, 3.9142857142857146)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:04.377384,"(4.4, 9.6, 8.94)","(26.0, 210.0, 91.58823529411765)","(3.6, 4.2, 4.12)","(26.0, 75.0, 54.599999999999994)","(11.0, 25.0, 23.166666666666664)","(3.8, 5.6, 5.527777777777778)","(3.0, 4.4, 4.38125)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:05.511429,"(4.4, 10.5, 9.971428571428572)","(26.0, 210.0, 91.58823529411765)","(3.6, 4.2, 4.12)","(26.0, 75.0, 54.599999999999994)","(11.0, 25.0, 23.166666666666664)","(3.8, 5.6, 5.527777777777778)","(3.0, 4.5, 4.061538461538461)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:06.526893,"(4.4, 10.0, 9.2)","(26.0, 200.0, 106.84615384615385)","(3.6, 4.2, 4.12)","(26.0, 75.0, 54.599999999999994)","(11.0, 25.0, 23.166666666666664)","(3.8, 5.6, 5.527777777777778)","(3.0, 4.5, 4.061538461538461)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:07.592546,"(4.4, 9.8, 9.371428571428572)","(26.0, 170.0, 109.57142857142857)","(3.6, 4.2, 4.12)","(26.0, 75.0, 58.5)","(11.0, 25.0, 23.166666666666664)","(3.8, 5.6, 5.137499999999999)","(3.0, 4.5, 4.061538461538461)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:08.915479,"(4.4, 9.6, 8.436363636363637)","(26.0, 150.0, 110.0)","(3.6, 4.2, 4.085714285714285)","(26.0, 70.0, 58.5)","(11.0, 25.0, 23.166666666666664)","(3.8, 5.6, 5.375)","(3.0, 4.5, 4.061538461538461)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:10.162744,"(4.4, 9.8, 8.436363636363637)","(26.0, 150.0, 110.0)","(3.6, 4.2, 4.085714285714285)","(26.0, 70.0, 58.5)","(11.0, 25.0, 23.166666666666664)","(3.8, 5.6, 5.405555555555555)","(3.0, 4.5, 4.061538461538461)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:11.271826,"(4.4, 9.8, 7.746666666666667)","(26.0, 150.0, 110.0)","(3.6, 4.2, 4.085714285714285)","(26.0, 70.0, 58.5)","(11.0, 25.0, 23.166666666666664)","(3.8, 5.6, 4.24)","(3.0, 4.5, 4.061538461538461)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:12.383454,"(4.4, 9.4, 7.6)","(26.0, 140.0, 43.75)","(3.6, 4.2, 4.085714285714285)","(26.0, 70.0, 58.5)","(11.0, 25.0, 23.166666666666664)","(3.8, 5.6, 5.38076923076923)","(3.0, 4.5, 4.14)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:13.582370,"(4.4, 9.4, 7.6)","(26.0, 130.0, 113.33333333333334)","(3.6, 4.2, 4.085714285714285)","(26.0, 70.0, 58.5)","(11.0, 25.0, 23.166666666666664)","(3.8, 5.5, 5.3125)","(3.0, 4.5, 4.075)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:14.652035,"(4.4, 9.4, 8.1)","(26.0, 130.0, 113.33333333333334)","(3.6, 4.2, 4.0)","(26.0, 70.0, 58.5)","(11.0, 25.0, 23.166666666666664)","(3.8, 5.5, 5.314285714285714)","(3.0, 4.5, 4.075)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:15.748771,"(4.4, 9.4, 8.1)","(26.0, 130.0, 113.33333333333334)","(3.6, 4.2, 4.0)","(26.0, 70.0, 58.5)","(11.0, 25.0, 23.166666666666664)","(3.8, 5.5, 4.56)","(3.0, 4.5, 4.075)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:16.853910,"(4.4, 9.4, 8.1)","(26.0, 130.0, 113.33333333333334)","(3.6, 4.0, 3.85)","(26.0, 70.0, 58.5)","(11.0, 25.0, 23.166666666666664)","(3.8, 4.8, 4.56)","(3.0, 4.5, 4.075)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:17.966121,"(4.4, 9.4, 8.1)","(26.0, 130.0, 113.33333333333334)","(3.6, 4.0, 3.908333333333333)","(26.0, 70.0, 58.5)","(11.0, 25.0, 23.166666666666664)","(3.8, 4.8, 4.51)","(3.0, 4.5, 4.18)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:19.071688,"(4.4, 9.4, 8.1)","(26.0, 130.0, 113.33333333333334)","(3.6, 4.0, 3.875)","(26.0, 70.0, 58.5)","(11.0, 25.0, 23.25)","(3.8, 5.8, 5.28)","(3.0, 4.5, 4.18)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:20.427491,"(4.4, 9.4, 8.1)","(26.0, 130.0, 113.33333333333334)","(3.6, 4.0, 3.875)","(26.0, 70.0, 58.5)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.7, 4.906666666666666)","(3.0, 4.5, 4.18)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:21.538775,"(4.4, 9.4, 8.1)","(26.0, 130.0, 113.33333333333334)","(3.6, 4.0, 3.875)","(26.0, 70.0, 48.599999999999994)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.6, 4.54)","(3.0, 4.5, 4.0200000000000005)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:22.698730,"(4.4, 9.4, 8.393548387096775)","(26.0, 130.0, 113.33333333333334)","(3.6, 4.0, 3.875)","(26.0, 65.0, 56.111111111111114)","(11.0, 25.0, 23.384615384615387)","(3.8, 5.5, 5.275)","(3.0, 4.5, 4.178571428571429)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:24.030110,"(4.4, 9.4, 8.425)","(26.0, 130.0, 82.0)","(3.6, 4.0, 3.875)","(26.0, 65.0, 59.285714285714285)","(11.0, 25.0, 22.375)","(3.8, 5.4, 5.3625)","(3.0, 4.5, 4.208333333333333)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:25.288345,"(4.4, 9.4, 8.425)","(26.0, 130.0, 82.0)","(3.6, 4.0, 3.875)","(26.0, 65.0, 59.285714285714285)","(11.0, 25.0, 22.375)","(3.8, 5.5, 5.3625)","(3.0, 4.3, 4.238888888888889)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:26.463836,"(4.4, 9.4, 8.425)","(26.0, 130.0, 82.0)","(3.6, 4.0, 3.875)","(26.0, 65.0, 59.285714285714285)","(11.0, 25.0, 23.0)","(3.8, 5.5, 5.2)","(3.0, 4.3, 4.18)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:27.748178,"(4.4, 9.4, 8.425)","(26.0, 130.0, 82.0)","(3.6, 4.0, 3.875)","(26.0, 65.0, 56.111111111111114)","(11.0, 25.0, 23.0)","(3.8, 5.6, 5.2)","(3.0, 4.3, 4.18)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:28.927199,"(4.4, 9.4, 8.425)","(26.0, 130.0, 82.0)","(3.6, 4.0, 3.875)","(26.0, 65.0, 56.111111111111114)","(11.0, 25.0, 23.0)","(3.8, 5.6, 5.092307692307692)","(3.0, 4.3, 4.238888888888889)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:30.123493,"(4.4, 9.4, 8.425)","(26.0, 130.0, 82.0)","(3.6, 4.0, 3.875)","(26.0, 65.0, 53.857142857142854)","(11.0, 25.0, 21.0)","(3.8, 5.6, 4.927777777777777)","(3.0, 4.3, 3.946428571428571)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:31.226427,"(4.4, 9.4, 8.425)","(26.0, 130.0, 82.0)","(3.6, 4.0, 3.875)","(26.0, 65.0, 60.41176470588235)","(11.0, 25.0, 21.0)","(3.8, 5.6, 4.927777777777777)","(3.0, 4.3, 3.946428571428571)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:32.288171,"(4.4, 9.4, 8.425)","(26.0, 130.0, 82.0)","(3.6, 4.0, 3.875)","(26.0, 65.0, 60.41176470588235)","(11.0, 25.0, 21.0)","(3.8, 5.6, 4.775)","(3.0, 4.3, 3.8846153846153846)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:33.319493,"(4.4, 9.4, 8.425)","(26.0, 130.0, 82.0)","(3.6, 4.0, 3.875)","(26.0, 65.0, 58.5)","(11.0, 25.0, 21.0)","(3.8, 5.6, 5.433333333333333)","(3.0, 4.3, 4.055555555555555)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:34.504200,"(4.4, 9.4, 8.425)","(26.0, 130.0, 82.0)","(3.6, 4.0, 3.875)","(26.0, 65.0, 58.5)","(11.0, 25.0, 21.0)","(3.8, 5.6, 5.475)","(3.0, 4.3, 4.055555555555555)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:35.862708,"(4.4, 9.4, 8.425)","(26.0, 130.0, 82.0)","(3.6, 4.0, 3.875)","(26.0, 65.0, 53.857142857142854)","(11.0, 25.0, 21.0)","(3.8, 5.6, 5.475)","(3.0, 4.3, 4.055555555555555)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:37.222078,"(4.4, 9.4, 8.425)","(26.0, 130.0, 82.0)","(3.6, 4.0, 3.875)","(26.0, 65.0, 53.857142857142854)","(11.0, 25.0, 21.0)","(3.8, 5.6, 4.85)","(3.0, 4.3, 4.0)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:38.628191,"(4.4, 9.4, 8.425)","(26.0, 130.0, 82.0)","(3.6, 4.0, 3.875)","(26.0, 65.0, 53.857142857142854)","(11.0, 25.0, 21.0)","(3.8, 5.6, 4.6692307692307695)","(3.0, 4.3, 4.0)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:39.964647,"(4.4, 9.4, 8.425)","(26.0, 130.0, 82.0)","(3.6, 4.0, 3.875)","(26.0, 65.0, 53.857142857142854)","(11.0, 25.0, 21.0)","(3.8, 5.6, 4.6692307692307695)","(3.0, 4.3, 4.0)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:41.532237,"(4.4, 9.4, 8.425)","(26.0, 130.0, 82.0)","(3.6, 4.0, 3.575)","(26.0, 65.0, 53.857142857142854)","(11.0, 25.0, 21.0)","(3.8, 5.6, 5.138461538461538)","(3.0, 4.3, 4.055555555555555)","(16.0, 36.0, 33.625)"
07-12-2022 19:28:42.739285,"(4.4, 9.4, 8.425)","(26.0, 130.0, 82.0)","(3.6, 4.0, 3.6153846153846154)","(26.0, 65.0, 53.857142857142854)","(11.0, 25.0, 22.77777777777778)","(3.8, 5.6, 5.433333333333333)","(3.0, 4.3, 4.055555555555555)","(16.0, 36.0, 33.888888888888886)"
07-12-2022 19:28:43.972729,"(4.4, 9.4, 8.3)","(26.0, 130.0, 82.0)","(3.6, 4.0, 3.6333333333333333)","(26.0, 65.0, 53.857142857142854)","(11.0, 25.0, 22.77777777777778)","(3.8, 5.6, 5.233333333333333)","(3.0, 4.3, 3.9285714285714284)","(16.0, 36.0, 33.888888888888886)"
07-12-2022 19:28:45.206238,"(4.4, 9.4, 8.3)","(26.0, 130.0, 82.0)","(3.6, 4.0, 3.6666666666666665)","(26.0, 65.0, 53.857142857142854)","(11.0, 25.0, 22.77777777777778)","(3.8, 5.6, 4.775)","(3.0, 4.3, 3.9285714285714284)","(16.0, 36.0, 33.888888888888886)"
07-12-2022 19:28:46.441782,"(4.4, 9.4, 8.3)","(26.0, 130.0, 83.0)","(3.6, 4.0, 3.590909090909091)","(26.0, 65.0, 53.857142857142854)","(11.0, 25.0, 22.77777777777778)","(3.8, 5.6, 5.1)","(3.0, 4.3, 4.06)","(16.0, 36.0, 33.888888888888886)"
07-12-2022 19:28:47.743955,"(4.4, 9.4, 7.625)","(26.0, 130.0, 83.0)","(3.6, 4.0, 3.590909090909091)","(26.0, 65.0, 53.857142857142854)","(11.0, 25.0, 22.77777777777778)","(3.8, 5.6, 5.457142857142856)","(3.0, 4.3, 4.06)","(16.0, 36.0, 33.888888888888886)"
07-12-2022 19:28:49.072824,"(4.4, 9.2, 8.2)","(26.0, 130.0, 83.0)","(3.6, 4.0, 3.590909090909091)","(26.0, 65.0, 53.857142857142854)","(11.0, 25.0, 22.77777777777778)","(3.8, 5.6, 5.457142857142856)","(3.0, 4.3, 4.06)","(16.0, 36.0, 33.6875)"
07-12-2022 19:28:50.333503,"(4.4, 9.0, 8.64)","(26.0, 130.0, 83.0)","(3.6, 4.0, 3.590909090909091)","(26.0, 65.0, 53.857142857142854)","(11.0, 25.0, 22.77777777777778)","(3.8, 5.6, 5.15)","(3.0, 4.3, 3.8200000000000003)","(16.0, 36.0, 33.6875)"
07-12-2022 19:28:51.561464,"(4.4, 9.0, 8.64)","(26.0, 130.0, 83.0)","(3.6, 4.0, 3.769230769230769)","(26.0, 65.0, 53.857142857142854)","(11.0, 25.0, 22.77777777777778)","(3.8, 5.6, 5.0)","(3.0, 4.3, 3.9)","(16.0, 36.0, 33.6875)"
07-12-2022 19:28:52.860310,"(4.4, 9.0, 8.64)","(26.0, 130.0, 83.0)","(3.6, 4.0, 3.769230769230769)","(26.0, 65.0, 53.857142857142854)","(11.0, 25.0, 22.77777777777778)","(3.8, 5.6, 4.958333333333334)","(3.0, 4.3, 4.214285714285714)","(16.0, 36.0, 33.6875)"
07-12-2022 19:28:53.988044,"(4.4, 9.0, 8.64)","(26.0, 130.0, 83.0)","(3.6, 4.0, 3.769230769230769)","(26.0, 65.0, 53.857142857142854)","(11.0, 25.0, 22.77777777777778)","(3.8, 5.6, 4.987500000000001)","(3.0, 4.4, 4.214285714285714)","(16.0, 36.0, 33.6875)"
07-12-2022 19:28:55.195841,"(4.4, 9.0, 8.1)","(26.0, 130.0, 83.0)","(3.6, 4.0, 3.769230769230769)","(26.0, 65.0, 53.857142857142854)","(11.0, 25.0, 22.77777777777778)","(3.8, 5.6, 5.133333333333334)","(3.0, 4.4, 4.0)","(16.0, 36.0, 33.6875)"
07-12-2022 19:28:56.277326,"(4.4, 9.0, 8.1)","(26.0, 130.0, 83.0)","(3.6, 4.0, 3.769230769230769)","(26.0, 65.0, 53.857142857142854)","(11.0, 25.0, 22.77777777777778)","(3.8, 5.6, 5.359999999999999)","(3.0, 4.4, 4.292857142857143)","(16.0, 36.0, 33.6875)"
07-12-2022 19:28:57.296181,"(4.4, 9.0, 8.1)","(26.0, 130.0, 117.75)","(3.6, 4.0, 3.769230769230769)","(26.0, 65.0, 53.857142857142854)","(11.0, 25.0, 22.77777777777778)","(3.8, 5.6, 4.866666666666666)","(3.0, 4.4, 4.292857142857143)","(16.0, 36.0, 33.6875)"
07-12-2022 19:28:58.487972,"(4.4, 9.0, 7.38)","(26.0, 130.0, 114.0)","(3.6, 4.0, 3.769230769230769)","(26.0, 65.0, 53.857142857142854)","(11.0, 25.0, 22.77777777777778)","(3.8, 5.6, 4.866666666666666)","(3.0, 4.4, 4.292857142857143)","(16.0, 36.0, 33.6875)"
07-12-2022 19:28:59.822571,"(4.4, 9.0, 7.38)","(26.0, 130.0, 114.0)","(3.6, 4.0, 3.769230769230769)","(26.0, 65.0, 53.857142857142854)","(11.0, 25.0, 22.77777777777778)","(3.8, 5.6, 4.866666666666666)","(3.0, 4.4, 4.233333333333333)","(16.0, 36.0, 33.6875)"
07-12-2022 19:29:01.064778,"(4.4, 9.0, 7.38)","(26.0, 130.0, 114.0)","(3.6, 4.0, 3.769230769230769)","(26.0, 65.0, 53.857142857142854)","(11.0, 25.0, 22.77777777777778)","(3.8, 5.6, 4.866666666666666)","(3.0, 4.4, 4.233333333333333)","(16.0, 36.0, 33.6875)"
07-12-2022 19:29:02.354685,"(4.4, 9.0, 7.38)","(26.0, 130.0, 114.0)","(3.6, 4.0, 3.769230769230769)","(26.0, 65.0, 53.857142857142854)","(11.0, 25.0, 22.77777777777778)","(3.8, 5.6, 4.866666666666666)","(3.0, 4.4, 4.233333333333333)","(16.0, 36.0, 33.6875)"
07-12-2022 19:29:03.599942,"(4.4, 9.0, 7.38)","(26.0, 130.0, 114.0)","(3.6, 4.0, 3.769230769230769)","(26.0, 65.0, 53.857142857142854)","(11.0, 25.0, 22.77777777777778)","(3.8, 5.6, 5.314285714285714)","(3.0, 4.4, 4.2)","(16.0, 36.0, 33.6875)"
07-12-2022 19:29:04.841742,"(4.4, 9.0, 7.38)","(26.0, 130.0, 114.0)","(3.6, 4.0, 3.769230769230769)","(26.0, 65.0, 53.857142857142854)","(11.0, 25.0, 22.77777777777778)","(3.8, 5.6, 5.0)","(3.0, 4.4, 3.966666666666667)","(16.0, 36.0, 33.6875)"
07-12-2022 19:29:06.300498,"(4.4, 9.0, 7.38)","(26.0, 130.0, 120.39999999999999)","(3.6, 4.0, 3.5846153846153848)","(26.0, 65.0, 43.72727272727273)","(11.0, 25.0, 24.130434782608695)","(3.8, 5.6, 5.0)","(3.0, 4.4, 3.966666666666667)","(16.0, 36.0, 29.049999999999997)"
07-12-2022 19:29:07.533775,"(4.4, 9.0, 8.1)","(26.0, 130.0, 120.39999999999999)","(3.6, 4.0, 3.568)","(26.0, 65.0, 54.333333333333336)","(11.0, 25.0, 24.130434782608695)","(3.8, 5.6, 5.12)","(3.0, 4.4, 4.185714285714286)","(16.0, 34.0, 30.1875)"
07-12-2022 19:29:09.153057,"(4.4, 9.0, 9.360000000000001)","(26.0, 130.0, 111.6)","(3.6, 4.0, 3.75)","(26.0, 60.0, 41.45454545454545)","(11.0, 25.0, 22.42857142857143)","(3.8, 5.6, 5.0)","(3.0, 4.4, 4.0)","(16.0, 32.0, 23.13888888888889)"
07-12-2022 19:29:10.343017,"(4.4, 9.8, 9.360000000000001)","(26.0, 130.0, 111.6)","(3.6, 3.9, 3.6999999999999997)","(26.0, 60.0, 50.166666666666664)","(11.0, 25.0, 20.75)","(3.8, 5.6, 5.0)","(3.0, 4.4, 4.0)","(16.0, 32.0, 28.4375)"
07-12-2022 19:29:11.650155,"(4.4, 9.8, 9.360000000000001)","(26.0, 130.0, 86.0)","(3.6, 3.9, 3.6999999999999997)","(26.0, 55.0, 50.166666666666664)","(11.0, 25.0, 20.75)","(3.8, 5.6, 5.0)","(3.0, 4.4, 4.0)","(16.0, 30.0, 28.4375)"
07-12-2022 19:29:12.884078,"(4.4, 9.8, 9.360000000000001)","(26.0, 130.0, 86.0)","(3.6, 3.9, 3.775)","(26.0, 55.0, 45.2)","(11.0, 25.0, 22.714285714285715)","(3.8, 5.6, 4.8)","(3.0, 4.4, 3.9333333333333336)","(16.0, 30.0, 27.5625)"
07-12-2022 19:29:14.051847,"(4.4, 10.5, 10.379166666666666)","(26.0, 130.0, 119.0)","(3.6, 3.9, 3.672727272727273)","(26.0, 50.0, 45.2)","(11.0, 25.0, 23.666666666666664)","(3.8, 5.6, 5.0)","(3.0, 4.4, 4.214285714285714)","(16.0, 29.0, 27.5625)"
07-12-2022 19:29:15.211544,"(4.4, 10.0, 9.78)","(26.0, 130.0, 119.0)","(3.6, 3.9, 3.74375)","(26.0, 50.0, 45.2)","(11.0, 25.0, 23.666666666666664)","(3.8, 5.5, 5.0)","(3.0, 4.4, 4.214285714285714)","(16.0, 29.0, 26.6875)"
07-12-2022 19:29:16.355749,"(4.4, 10.0, 9.6)","(26.0, 130.0, 119.0)","(3.6, 3.9, 3.775)","(26.0, 48.0, 44.33333333333333)","(11.0, 25.0, 23.0)","(3.8, 5.4, 5.0)","(3.0, 4.4, 4.0)","(16.0, 28.0, 25.666666666666668)"
07-12-2022 19:29:17.541329,"(4.4, 10.0, 9.6)","(26.0, 130.0, 119.0)","(3.6, 3.9, 3.728125)","(26.0, 48.0, 44.33333333333333)","(11.0, 25.0, 23.0)","(3.8, 5.4, 5.24)","(3.0, 4.4, 4.185714285714286)","(16.0, 28.0, 25.666666666666668)"
07-12-2022 19:29:18.609532,"(4.4, 10.0, 9.6)","(26.0, 130.0, 87.0)","(3.6, 3.9, 3.782142857142857)","(26.0, 48.0, 38.5)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.5, 5.316666666666666)","(3.0, 4.4, 4.214285714285714)","(16.0, 28.0, 25.8125)"
07-12-2022 19:29:19.776499,"(4.4, 10.0, 9.894736842105264)","(26.0, 130.0, 87.0)","(3.6, 3.9, 3.782142857142857)","(26.0, 46.0, 38.5)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.5, 4.642857142857143)","(3.0, 4.4, 4.0)","(16.0, 27.0, 25.8125)"
07-12-2022 19:29:20.946344,"(4.4, 10.0, 9.25)","(26.0, 130.0, 87.0)","(3.6, 3.9, 3.782142857142857)","(26.0, 46.0, 35.09090909090909)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.5, 4.583333333333333)","(3.0, 4.4, 4.0)","(16.0, 27.0, 21.194444444444443)"
07-12-2022 19:29:22.195141,"(4.4, 10.0, 9.25)","(26.0, 130.0, 119.25)","(3.6, 3.9, 3.782142857142857)","(26.0, 46.0, 41.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.5, 4.583333333333333)","(3.0, 4.4, 4.0)","(16.0, 27.0, 24.11111111111111)"
07-12-2022 19:29:23.372945,"(4.4, 10.0, 9.25)","(26.0, 130.0, 88.0)","(3.6, 3.9, 3.782142857142857)","(26.0, 44.0, 41.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.5, 4.484615384615385)","(3.0, 4.4, 3.9333333333333336)","(16.0, 26.0, 24.11111111111111)"
07-12-2022 19:29:24.576940,"(4.4, 10.0, 9.428571428571429)","(26.0, 130.0, 109.0)","(3.6, 3.9, 3.782142857142857)","(26.0, 44.0, 34.18181818181818)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.5, 4.642857142857143)","(3.0, 4.4, 4.0)","(16.0, 26.0, 20.63157894736842)"
07-12-2022 19:29:25.722992,"(4.4, 10.0, 9.875)","(26.0, 130.0, 118.0)","(3.6, 3.9, 3.782142857142857)","(26.0, 44.0, 39.33333333333333)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.5, 5.0)","(3.0, 4.4, 4.0)","(16.0, 26.0, 24.0625)"
07-12-2022 19:29:26.769081,"(4.4, 10.0, 9.875)","(26.0, 130.0, 118.0)","(3.6, 3.9, 3.782142857142857)","(26.0, 42.0, 39.33333333333333)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.5, 5.0)","(3.0, 4.4, 4.0)","(16.0, 25.0, 23.5)"
07-12-2022 19:29:28.027653,"(4.4, 10.0, 9.875)","(26.0, 130.0, 118.0)","(3.6, 3.9, 3.782142857142857)","(26.0, 42.0, 37.66666666666667)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.5, 5.1)","(3.0, 4.4, 4.0)","(16.0, 25.0, 22.7)"
07-12-2022 19:29:29.486581,"(4.4, 10.0, 9.875)","(26.0, 130.0, 118.0)","(3.6, 3.9, 3.782142857142857)","(26.0, 40.0, 37.2)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.5, 5.257142857142857)","(3.0, 4.4, 4.242857142857143)","(16.0, 24.0, 22.571428571428573)"
07-12-2022 19:29:30.544742,"(4.4, 10.0, 9.875)","(26.0, 130.0, 118.0)","(3.6, 3.9, 3.782142857142857)","(26.0, 40.0, 28.333333333333332)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.6, 4.666666666666667)","(3.0, 4.4, 4.066666666666666)","(16.0, 24.0, 20.666666666666668)"
07-12-2022 19:29:31.710744,"(4.4, 10.0, 9.875)","(26.0, 130.0, 118.0)","(3.6, 3.9, 3.782142857142857)","(26.0, 40.0, 36.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.5, 4.95)","(3.0, 4.4, 4.066666666666666)","(16.0, 24.0, 21.666666666666668)"
07-12-2022 19:29:32.972355,"(4.4, 10.0, 9.875)","(26.0, 130.0, 118.0)","(3.6, 3.9, 3.782142857142857)","(26.0, 38.0, 36.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.4, 5.033333333333333)","(3.0, 4.4, 4.066666666666666)","(16.0, 23.0, 21.666666666666668)"
07-12-2022 19:29:34.187581,"(4.4, 10.0, 9.875)","(26.0, 130.0, 118.0)","(3.6, 3.9, 3.782142857142857)","(26.0, 38.0, 34.333333333333336)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.4, 5.257142857142857)","(3.0, 4.4, 4.271428571428571)","(16.0, 23.0, 20.428571428571427)"
07-12-2022 19:29:35.500928,"(4.4, 10.0, 9.875)","(26.0, 130.0, 118.0)","(3.6, 3.9, 3.782142857142857)","(26.0, 36.0, 32.333333333333336)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.6, 4.775)","(3.0, 4.4, 4.133333333333334)","(16.0, 23.0, 20.428571428571427)"
07-12-2022 19:29:36.802831,"(4.4, 10.0, 9.875)","(26.0, 130.0, 118.0)","(3.6, 3.9, 3.782142857142857)","(26.0, 36.0, 31.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.6, 4.95)","(3.0, 4.4, 4.133333333333334)","(16.0, 23.0, 20.428571428571427)"
07-12-2022 19:29:38.190150,"(4.4, 10.0, 9.875)","(26.0, 130.0, 89.0)","(3.6, 3.9, 3.782142857142857)","(26.0, 34.0, 31.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.4, 4.9)","(3.0, 4.4, 3.9333333333333336)","(16.0, 23.0, 19.4)"
07-12-2022 19:29:39.388692,"(4.4, 10.0, 8.833333333333334)","(26.0, 130.0, 118.28571428571428)","(3.6, 3.9, 3.782142857142857)","(26.0, 34.0, 29.666666666666668)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.4, 5.25)","(3.0, 4.4, 4.214285714285714)","(16.0, 23.0, 21.1)"
07-12-2022 19:29:40.725435,"(4.4, 10.0, 8.95)","(26.0, 130.0, 118.28571428571428)","(3.6, 3.9, 3.782142857142857)","(26.0, 32.0, 29.666666666666668)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.4, 5.0)","(3.0, 4.4, 4.0)","(16.0, 22.0, 19.2)"
07-12-2022 19:29:42.040394,"(4.4, 10.0, 8.6)","(26.0, 130.0, 110.0)","(3.6, 3.9, 3.809016393442623)","(26.0, 32.0, 26.272727272727273)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.4, 4.933333333333333)","(3.0, 4.4, 4.0)","(16.0, 21.0, 17.175)"
