,Daphs Yak,Master Class,Lucas Jebrynah,Show Me Ziway,Aubameyang,Call Me Marley,Maxed Out,Ali Starr
07-12-2022 19:33:12.159026,"(4.6, 9.2, 8.333333333333334)","(26.0, 110.0, 105.45454545454545)","(3.6, 3.8, 3.7)","(26.0, 30.0, 25.714285714285715)","(12.0, 24.0, 22.55263157894737)","(3.9, 4.7, 4.325)","(2.9, 4.2, 4.118181818181818)","(16.0, 22.0, 19.375)"
07-12-2022 19:33:13.357187,"(4.6, 9.2, 8.333333333333334)","(26.0, 110.0, 97.6923076923077)","(3.6, 3.8, 3.7)","(26.0, 30.0, 25.714285714285715)","(12.0, 24.0, 22.55263157894737)","(3.9, 4.7, 4.325)","(2.9, 4.2, 3.967857142857143)","(16.0, 22.0, 19.375)"
07-12-2022 19:33:14.736240,"(4.6, 9.2, 8.428571428571429)","(26.0, 130.0, 97.6923076923077)","(3.6, 3.8, 3.7)","(26.0, 30.0, 26.25)","(12.0, 24.0, 22.55263157894737)","(3.9, 4.7, 4.325)","(2.9, 4.2, 3.967857142857143)","(16.0, 22.0, 19.375)"
07-12-2022 19:33:16.101879,"(4.6, 9.2, 8.436363636363636)","(26.0, 130.0, 97.6923076923077)","(3.6, 3.8, 3.7)","(26.0, 30.0, 26.25)","(12.0, 24.0, 22.55263157894737)","(3.9, 4.7, 4.414285714285715)","(2.9, 4.2, 3.963157894736842)","(16.0, 22.0, 19.045454545454547)"
07-12-2022 19:33:17.390409,"(4.6, 9.2, 8.436363636363636)","(26.0, 130.0, 97.6923076923077)","(3.6, 3.8, 3.7)","(26.0, 30.0, 25.714285714285715)","(12.0, 24.0, 22.55263157894737)","(3.9, 4.7, 4.414285714285715)","(2.9, 4.2, 3.963157894736842)","(16.0, 20.0, 19.5)"
07-12-2022 19:33:18.702199,"(4.6, 9.2, 8.436363636363636)","(26.0, 130.0, 97.6923076923077)","(3.6, 3.8, 3.7)","(26.0, 30.0, 25.714285714285715)","(12.0, 24.0, 22.55263157894737)","(3.9, 4.7, 4.414285714285715)","(2.9, 4.2, 3.963157894736842)","(16.0, 20.0, 19.5)"
07-12-2022 19:33:20.044899,"(4.6, 9.2, 8.436363636363636)","(26.0, 130.0, 97.6923076923077)","(3.6, 3.8, 3.7)","(26.0, 30.0, 26.25)","(12.0, 24.0, 22.55263157894737)","(3.9, 4.7, 4.414285714285715)","(2.9, 4.2, 3.963157894736842)","(16.0, 20.0, 19.045454545454547)"
07-12-2022 19:33:21.321804,"(4.6, 9.2, 8.48)","(26.0, 130.0, 98.5)","(3.6, 3.8, 3.7)","(26.0, 30.0, 26.666666666666668)","(12.0, 24.0, 24.566666666666666)","(3.9, 4.7, 4.414285714285715)","(2.9, 4.2, 3.98235294117647)","(16.0, 20.0, 18.928571428571427)"
07-12-2022 19:33:22.685681,"(4.6, 9.2, 8.48)","(26.0, 130.0, 97.6923076923077)","(3.6, 3.8, 3.724590163934426)","(26.0, 30.0, 26.0)","(12.0, 25.0, 24.566666666666666)","(3.9, 4.7, 4.414285714285715)","(2.9, 4.1, 3.9749999999999996)","(16.0, 20.0, 19.166666666666668)"
07-12-2022 19:33:23.984412,"(4.6, 9.2, 8.911999999999999)","(26.0, 130.0, 115.51724137931035)","(3.6, 3.8, 3.736111111111111)","(26.0, 30.0, 25.25)","(12.0, 25.0, 19.931818181818183)","(3.9, 4.7, 4.309756097560975)","(2.9, 4.1, 3.9749999999999996)","(16.0, 20.0, 19.166666666666668)"
07-12-2022 19:33:25.426472,"(4.6, 9.2, 9.135135135135135)","(26.0, 130.0, 116.15384615384616)","(3.6, 3.8, 3.736111111111111)","(26.0, 30.0, 25.25)","(12.0, 23.0, 19.931818181818183)","(3.9, 4.7, 4.29375)","(2.9, 4.1, 4.0058823529411764)","(16.0, 20.0, 18.636363636363637)"
07-12-2022 19:33:26.666268,"(4.6, 9.2, 9.018181818181818)","(26.0, 130.0, 113.44827586206897)","(3.6, 3.8, 3.736111111111111)","(26.0, 30.0, 25.476190476190474)","(12.0, 23.0, 19.931818181818183)","(3.9, 4.7, 4.425)","(2.9, 4.1, 4.0058823529411764)","(16.0, 20.0, 18.636363636363637)"
07-12-2022 19:33:27.907306,"(4.6, 9.2, 8.690909090909091)","(26.0, 130.0, 113.44827586206897)","(3.6, 3.8, 3.7441176470588236)","(26.0, 30.0, 25.476190476190474)","(12.0, 23.0, 19.931818181818183)","(3.9, 4.6, 4.44)","(2.9, 4.1, 4.0058823529411764)","(16.0, 20.0, 18.636363636363637)"
07-12-2022 19:33:29.235434,"(4.6, 9.2, 8.826666666666666)","(26.0, 130.0, 117.2)","(3.6, 3.8, 3.6982142857142857)","(26.0, 30.0, 25.25)","(12.0, 23.0, 19.931818181818183)","(3.9, 4.5, 4.366666666666666)","(2.9, 4.1, 4.0058823529411764)","(16.0, 20.0, 18.636363636363637)"
07-12-2022 19:33:30.509076,"(4.6, 9.2, 8.826666666666666)","(26.0, 130.0, 117.2)","(3.6, 3.8, 3.7441176470588236)","(26.0, 30.0, 25.25)","(12.0, 23.0, 19.931818181818183)","(3.9, 4.5, 4.366666666666666)","(2.9, 4.1, 4.0058823529411764)","(16.0, 20.0, 18.636363636363637)"
07-12-2022 19:33:31.831873,"(4.6, 9.2, 8.818181818181818)","(26.0, 130.0, 98.0)","(3.6, 3.8, 3.7352272727272724)","(26.0, 30.0, 25.25)","(12.0, 23.0, 19.931818181818183)","(3.9, 4.5, 4.442857142857143)","(2.9, 4.1, 4.0058823529411764)","(16.0, 20.0, 18.636363636363637)"
07-12-2022 19:33:33.403841,"(4.6, 9.2, 9.066666666666666)","(26.0, 130.0, 102.3076923076923)","(3.6, 3.8, 3.7418367346938775)","(26.0, 30.0, 25.46511627906977)","(12.0, 23.0, 19.931818181818183)","(3.9, 4.5, 4.121052631578947)","(2.9, 4.1, 4.0058823529411764)","(16.0, 19.0, 18.555555555555557)"
07-12-2022 19:33:34.910242,"(4.6, 9.4, 9.083333333333334)","(26.0, 130.0, 103.33333333333333)","(3.6, 3.8, 3.7418367346938775)","(26.0, 30.0, 25.46511627906977)","(12.0, 23.0, 19.931818181818183)","(3.9, 4.5, 4.121052631578947)","(2.9, 4.1, 4.0058823529411764)","(16.0, 19.0, 18.692307692307693)"
07-12-2022 19:33:36.554554,"(4.6, 10.5, 9.833333333333334)","(26.0, 130.0, 103.33333333333333)","(3.6, 3.8, 3.7418367346938775)","(26.0, 30.0, 28.2)","(12.0, 23.0, 19.931818181818183)","(3.9, 4.5, 4.121052631578947)","(3.1, 4.1, 4.0058823529411764)","(16.0, 19.0, 17.5)"
07-12-2022 19:33:38.118017,"(4.6, 10.0, 9.326086956521738)","(26.0, 130.0, 110.0)","(3.6, 3.8, 3.7418367346938775)","(26.0, 29.0, 25.46511627906977)","(12.0, 23.0, 19.931818181818183)","(3.9, 4.5, 4.121621621621621)","(3.1, 4.1, 3.9857142857142858)","(16.0, 18.5, 16.282608695652172)"
07-12-2022 19:33:39.566875,"(4.6, 10.5, 10.066666666666666)","(26.0, 130.0, 110.0)","(3.6, 3.8, 3.751694915254237)","(26.0, 30.0, 25.666666666666668)","(12.0, 23.0, 19.931818181818183)","(3.9, 4.5, 4.3)","(3.1, 4.1, 4.098148148148148)","(16.0, 18.5, 16.282608695652172)"
07-12-2022 19:33:41.007969,"(4.6, 10.5, 10.09090909090909)","(26.0, 130.0, 110.0)","(3.6, 3.8, 3.751694915254237)","(26.0, 29.0, 25.25)","(12.0, 23.0, 19.931818181818183)","(3.9, 4.4, 4.13103448275862)","(3.1, 4.2, 4.11)","(16.0, 18.5, 15.973684210526315)"
07-12-2022 19:33:42.412906,"(4.6, 10.5, 9.757142857142856)","(26.0, 130.0, 110.0)","(3.6, 3.8, 3.751694915254237)","(26.0, 29.0, 25.2)","(12.0, 23.0, 19.70731707317073)","(3.9, 4.4, 4.140000000000001)","(3.1, 4.2, 4.071428571428571)","(16.0, 18.5, 15.875)"
07-12-2022 19:33:43.766789,"(4.6, 10.5, 9.757142857142856)","(26.0, 130.0, 110.0)","(3.6, 3.8, 3.751694915254237)","(26.0, 29.0, 25.2)","(12.0, 23.0, 19.6)","(3.9, 4.4, 4.140000000000001)","(3.1, 4.2, 4.071428571428571)","(16.0, 18.5, 15.875)"
07-12-2022 19:33:45.110281,"(4.6, 10.5, 9.757142857142856)","(26.0, 130.0, 110.0)","(3.6, 3.8, 3.751694915254237)","(26.0, 29.0, 25.38095238095238)","(12.0, 23.0, 20.90625)","(3.9, 4.4, 4.140000000000001)","(3.1, 4.2, 4.105263157894737)","(16.0, 18.5, 15.875)"
07-12-2022 19:33:46.424047,"(4.6, 10.5, 9.757142857142856)","(26.0, 130.0, 110.0)","(3.6, 3.8, 3.751694915254237)","(26.0, 29.0, 25.38095238095238)","(12.0, 22.0, 20.342105263157894)","(3.9, 4.4, 4.094117647058823)","(3.1, 4.2, 4.105263157894737)","(16.0, 18.5, 15.875)"
07-12-2022 19:33:47.765665,"(4.6, 10.5, 9.98)","(26.0, 130.0, 110.0)","(3.6, 3.8, 3.751694915254237)","(26.0, 29.0, 25.38095238095238)","(12.0, 22.0, 19.4375)","(3.9, 4.4, 4.133333333333334)","(3.1, 4.2, 4.1)","(16.0, 18.5, 15.875)"
07-12-2022 19:33:49.123358,"(4.6, 10.5, 10.4675)","(26.0, 130.0, 110.0)","(3.6, 3.8, 3.751694915254237)","(26.0, 29.0, 25.2)","(12.0, 21.0, 19.125)","(3.9, 4.4, 4.133333333333334)","(3.1, 4.2, 4.121739130434783)","(16.0, 18.5, 15.875)"
07-12-2022 19:33:50.480328,"(4.6, 10.5, 10.4675)","(26.0, 130.0, 110.0)","(3.6, 3.8, 3.751694915254237)","(26.0, 29.0, 25.2)","(12.0, 21.0, 19.541666666666668)","(3.9, 4.4, 4.066666666666666)","(3.1, 4.2, 4.121739130434783)","(16.0, 18.5, 15.875)"
07-12-2022 19:33:52.014726,"(4.6, 10.5, 10.4675)","(26.0, 130.0, 110.0)","(3.6, 3.8, 3.751694915254237)","(26.0, 29.0, 25.38095238095238)","(12.0, 21.0, 19.541666666666668)","(3.9, 4.4, 4.046153846153846)","(3.1, 4.2, 4.121739130434783)","(16.0, 18.5, 15.875)"
07-12-2022 19:33:53.620194,"(4.6, 10.5, 10.326666666666666)","(26.0, 130.0, 110.0)","(3.6, 3.8, 3.751694915254237)","(26.0, 29.0, 25.38095238095238)","(12.0, 21.0, 19.6)","(3.9, 4.3, 4.012244897959183)","(3.1, 4.2, 4.121739130434783)","(16.0, 18.5, 15.875)"
07-12-2022 19:33:55.169143,"(4.6, 10.5, 10.326666666666666)","(26.0, 130.0, 110.0)","(3.6, 3.8, 3.941176470588235)","(26.0, 29.0, 25.38095238095238)","(12.0, 21.0, 19.541666666666668)","(3.9, 4.3, 4.009090909090909)","(3.1, 4.2, 4.121739130434783)","(16.0, 18.5, 15.875)"
07-12-2022 19:33:56.788437,"(4.6, 10.5, 10.326666666666666)","(26.0, 130.0, 110.0)","(3.6, 4.0, 3.962962962962963)","(26.0, 29.0, 24.128205128205128)","(12.0, 21.0, 19.541666666666668)","(3.9, 4.3, 3.9845070422535214)","(3.1, 4.2, 4.121739130434783)","(16.0, 18.5, 15.76086956521739)"
07-12-2022 19:33:58.239948,"(4.6, 10.5, 10.314285714285715)","(26.0, 130.0, 110.0)","(3.6, 4.0, 3.962962962962963)","(26.0, 29.0, 24.833333333333332)","(12.0, 21.0, 19.541666666666668)","(3.9, 4.3, 4.136842105263158)","(3.1, 4.2, 4.121739130434783)","(16.0, 18.5, 16.166666666666668)"
07-12-2022 19:33:59.682103,"(4.6, 11.0, 10.333333333333334)","(26.0, 110.0, 105.71428571428572)","(3.6, 4.0, 4.0249999999999995)","(26.0, 28.0, 23.25)","(12.0, 21.0, 19.541666666666668)","(3.9, 4.2, 4.062857142857143)","(3.1, 4.2, 4.121739130434783)","(16.0, 17.0, 16.0)"
07-12-2022 19:34:01.048283,"(4.6, 11.0, 10.743589743589745)","(26.0, 110.0, 105.9090909090909)","(3.6, 4.1, 4.0512195121951216)","(26.0, 28.0, 24.31578947368421)","(12.0, 21.0, 19.541666666666668)","(3.9, 4.2, 3.9846153846153847)","(2.9, 4.2, 4.121739130434783)","(16.0, 17.0, 16.0)"
07-12-2022 19:34:02.307550,"(4.6, 11.0, 10.659090909090908)","(26.0, 110.0, 105.9090909090909)","(3.6, 4.1, 4.0512195121951216)","(26.0, 28.0, 25.333333333333332)","(12.0, 21.0, 19.541666666666668)","(3.9, 4.0, 3.9846153846153847)","(2.9, 4.2, 4.121739130434783)","(16.0, 17.0, 15.636363636363637)"
07-12-2022 19:34:03.556813,"(4.6, 11.0, 10.634146341463415)","(26.0, 110.0, 123.0)","(3.6, 4.1, 3.996875)","(26.0, 27.0, 24.473684210526315)","(12.0, 21.0, 19.541666666666668)","(3.9, 4.0, 3.981818181818182)","(2.9, 4.2, 4.121739130434783)","(16.0, 17.0, 15.651162790697674)"
07-12-2022 19:34:04.833202,"(4.6, 11.0, 10.666666666666666)","(26.0, 130.0, 123.0)","(3.6, 4.1, 3.996875)","(26.0, 27.0, 24.473684210526315)","(12.0, 21.0, 19.541666666666668)","(3.9, 4.0, 3.981818181818182)","(2.9, 4.2, 4.121739130434783)","(16.0, 17.0, 15.651162790697674)"
07-12-2022 19:34:06.146110,"(4.6, 11.0, 10.634146341463415)","(26.0, 130.0, 123.0)","(3.6, 4.1, 3.982608695652174)","(26.0, 26.0, 23.272727272727273)","(12.0, 21.0, 19.541666666666668)","(3.9, 4.0, 3.975)","(2.9, 4.2, 4.121739130434783)","(16.0, 18.0, 17.8)"
07-12-2022 19:34:07.506167,"(4.6, 12.0, 10.6875)","(26.0, 110.0, 107.5)","(3.6, 4.1, 4.035714285714286)","(26.0, 26.0, 23.272727272727273)","(12.0, 21.0, 19.541666666666668)","(3.9, 3.9, 3.8874999999999997)","(2.9, 4.2, 4.103703703703704)","(16.0, 18.0, 16.333333333333332)"
07-12-2022 19:34:08.879747,"(4.6, 12.0, 10.714285714285714)","(26.0, 110.0, 107.63157894736842)","(3.6, 4.1, 4.0625)","(26.0, 26.0, 23.1875)","(12.0, 21.0, 19.58695652173913)","(3.9, 3.9, 3.853846153846154)","(2.9, 4.2, 4.103703703703704)","(16.0, 18.0, 16.043478260869566)"
07-12-2022 19:34:10.241754,"(4.6, 12.0, 10.69811320754717)","(26.0, 110.0, 107.63157894736842)","(3.6, 4.1, 4.058139534883721)","(26.0, 26.0, 23.083333333333332)","(12.0, 21.0, 19.58695652173913)","(3.9, 3.9, 3.853846153846154)","(2.9, 4.2, 4.103703703703704)","(16.0, 18.0, 16.071428571428573)"
07-12-2022 19:34:11.615586,"(4.6, 12.0, 10.69811320754717)","(26.0, 110.0, 123.0)","(3.6, 4.1, 4.058139534883721)","(26.0, 26.0, 23.083333333333332)","(12.0, 21.0, 19.58695652173913)","(3.9, 3.9, 3.8874999999999997)","(2.9, 4.2, 4.103703703703704)","(16.0, 18.0, 16.3125)"
07-12-2022 19:34:12.933609,"(4.6, 12.0, 10.772727272727273)","(26.0, 130.0, 123.0)","(3.6, 4.1, 4.066037735849056)","(26.0, 26.0, 23.083333333333332)","(12.0, 21.0, 19.58695652173913)","(3.9, 3.9, 3.975)","(2.9, 4.2, 4.103703703703704)","(16.0, 18.0, 16.3125)"
07-12-2022 19:34:14.278560,"(4.6, 12.0, 11.125)","(26.0, 130.0, 107.63157894736842)","(3.6, 4.1, 4.085365853658536)","(26.0, 26.0, 23.045454545454547)","(12.0, 21.0, 18.971698113207548)","(3.9, 4.0, 3.8388888888888886)","(2.9, 4.2, 4.103703703703704)","(16.0, 18.0, 16.333333333333332)"
07-12-2022 19:34:15.651070,"(4.6, 12.0, 11.535714285714286)","(26.0, 110.0, 107.63157894736842)","(3.6, 4.1, 4.084415584415584)","(26.0, 26.0, 23.045454545454547)","(12.0, 21.0, 18.971698113207548)","(3.9, 3.9, 3.84375)","(2.9, 4.2, 4.103703703703704)","(16.0, 16.5, 16.40909090909091)"
07-12-2022 19:34:16.993258,"(5.0, 12.0, 11.210526315789474)","(26.0, 110.0, 105.43478260869566)","(3.5, 4.1, 4.084415584415584)","(26.0, 26.0, 23.045454545454547)","(12.0, 21.0, 18.971698113207548)","(3.9, 3.85, 3.84375)","(2.9, 4.2, 4.103703703703704)","(16.0, 16.5, 16.333333333333332)"
07-12-2022 19:34:18.386476,"(5.0, 12.0, 10.615384615384615)","(26.0, 110.0, 105.43478260869566)","(3.5, 4.1, 4.084415584415584)","(26.0, 26.0, 23.045454545454547)","(12.0, 21.0, 19.114035087719298)","(3.9, 3.85, 3.8430232558139537)","(2.9, 4.2, 4.103703703703704)","(16.0, 16.5, 16.333333333333332)"
07-12-2022 19:34:19.599103,"(5.0, 12.0, 10.615384615384615)","(26.0, 110.0, 105.0)","(3.5, 4.1, 4.184615384615385)","(26.0, 26.0, 23.045454545454547)","(12.0, 21.0, 19.114035087719298)","(3.9, 3.85, 3.8431818181818183)","(2.9, 4.2, 4.121739130434783)","(16.0, 16.5, 15.785714285714286)"
07-12-2022 19:34:20.889875,"(5.0, 12.0, 10.615384615384615)","(26.0, 130.0, 115.0)","(3.5, 4.2, 4.18360655737705)","(26.0, 26.0, 22.75)","(12.0, 21.0, 19.114035087719298)","(3.9, 3.85, 3.7750000000000004)","(2.9, 4.2, 4.121739130434783)","(16.0, 16.5, 15.31578947368421)"
07-12-2022 19:34:22.175555,"(5.0, 12.0, 10.615384615384615)","(26.0, 130.0, 115.0)","(3.5, 4.2, 4.18360655737705)","(26.0, 26.0, 22.75)","(12.0, 21.0, 19.114035087719298)","(3.9, 3.85, 3.7800000000000002)","(2.9, 4.2, 4.121739130434783)","(16.0, 16.5, 15.35593220338983)"
07-12-2022 19:34:23.528377,"(5.0, 12.0, 10.733333333333333)","(26.0, 130.0, 107.63157894736842)","(3.5, 4.2, 4.262162162162162)","(26.0, 26.0, 22.57894736842105)","(12.0, 21.0, 19.114035087719298)","(3.9, 3.9, 3.702857142857143)","(2.9, 4.2, 4.121739130434783)","(16.0, 16.5, 15.35593220338983)"
07-12-2022 19:34:24.844129,"(5.0, 11.0, 10.733333333333333)","(26.0, 110.0, 105.9090909090909)","(3.5, 4.4, 4.269230769230769)","(26.0, 26.0, 22.57894736842105)","(12.0, 21.0, 19.114035087719298)","(3.9, 3.75, 3.626666666666667)","(2.9, 4.2, 4.075)","(16.0, 16.5, 15.375)"
07-12-2022 19:34:26.186383,"(5.0, 12.0, 11.414634146341463)","(26.0, 110.0, 105.9090909090909)","(3.5, 4.4, 4.307894736842106)","(26.0, 26.0, 23.045454545454547)","(12.0, 21.0, 19.436363636363637)","(3.9, 3.75, 3.896)","(2.9, 4.2, 4.083333333333334)","(16.0, 16.5, 15.542553191489361)"
07-12-2022 19:34:27.489764,"(5.0, 12.0, 11.414634146341463)","(26.0, 110.0, 105.5)","(3.5, 4.4, 4.307894736842106)","(26.0, 26.0, 23.045454545454547)","(12.0, 21.0, 19.464285714285715)","(3.9, 3.9, 3.904166666666667)","(2.9, 4.2, 4.083333333333334)","(16.0, 16.5, 15.542553191489361)"
07-12-2022 19:34:28.871221,"(5.0, 12.0, 11.31578947368421)","(26.0, 110.0, 107.63157894736842)","(3.5, 4.4, 4.307894736842106)","(26.0, 26.0, 23.045454545454547)","(12.0, 21.0, 19.464285714285715)","(3.9, 3.95, 3.904166666666667)","(2.9, 4.2, 4.083333333333334)","(16.0, 16.5, 15.542553191489361)"
07-12-2022 19:34:30.242356,"(5.0, 12.0, 11.31578947368421)","(26.0, 110.0, 118.33333333333333)","(3.5, 4.4, 4.3025)","(26.0, 26.0, 23.045454545454547)","(12.0, 21.0, 19.612903225806452)","(3.9, 3.95, 3.904166666666667)","(2.9, 4.2, 4.083333333333334)","(16.0, 16.5, 15.542553191489361)"
07-12-2022 19:34:31.620239,"(5.0, 12.0, 11.31578947368421)","(26.0, 130.0, 107.63157894736842)","(3.5, 4.4, 4.3113636363636365)","(26.0, 26.0, 23.045454545454547)","(12.0, 21.0, 19.612903225806452)","(3.9, 3.95, 3.7794117647058822)","(2.9, 4.2, 4.0600000000000005)","(16.0, 16.5, 15.542553191489361)"
07-12-2022 19:34:32.892912,"(5.0, 11.0, 10.78125)","(26.0, 110.0, 107.63157894736842)","(3.5, 4.4, 4.357142857142858)","(26.0, 26.0, 23.045454545454547)","(12.0, 21.0, 19.612903225806452)","(3.9, 3.8, 3.84)","(2.9, 4.2, 4.0600000000000005)","(16.0, 16.5, 15.53125)"
07-12-2022 19:34:34.238394,"(5.0, 11.0, 10.925925925925926)","(26.0, 110.0, 99.11764705882354)","(3.5, 4.4, 4.357142857142858)","(26.0, 26.0, 23.045454545454547)","(12.0, 21.0, 19.612903225806452)","(3.9, 3.9, 3.80625)","(2.9, 4.2, 4.0600000000000005)","(16.0, 16.0, 15.215686274509803)"
07-12-2022 19:34:35.640657,"(5.0, 11.0, 10.925925925925926)","(26.0, 100.0, 97.63157894736842)","(3.5, 4.4, 4.347368421052631)","(26.0, 26.0, 23.045454545454547)","(12.0, 21.0, 19.612903225806452)","(3.9, 3.9, 3.80625)","(2.9, 4.2, 4.075)","(16.0, 16.0, 15.130434782608695)"
07-12-2022 19:34:37.016057,"(5.0, 11.0, 10.675675675675675)","(26.0, 100.0, 97.63157894736842)","(3.5, 4.4, 4.347368421052631)","(26.0, 26.0, 23.045454545454547)","(12.0, 21.0, 19.612903225806452)","(3.9, 3.9, 3.80625)","(2.9, 4.2, 4.075)","(16.0, 16.0, 15.130434782608695)"
07-12-2022 19:34:38.384716,"(5.0, 12.0, 11.35135135135135)","(26.0, 100.0, 97.63157894736842)","(3.5, 4.4, 4.346551724137931)","(26.0, 26.0, 23.045454545454547)","(12.0, 21.0, 19.517241379310345)","(3.9, 3.9, 3.80625)","(2.9, 4.2, 4.075)","(16.0, 16.0, 15.130434782608695)"
07-12-2022 19:34:39.742933,"(5.0, 12.0, 11.35135135135135)","(26.0, 100.0, 90.0)","(3.5, 4.4, 4.350793650793651)","(26.0, 26.0, 23.045454545454547)","(12.0, 21.0, 19.58823529411765)","(3.9, 3.9, 3.685714285714286)","(2.9, 4.2, 4.093939393939394)","(16.0, 16.0, 15.148936170212766)"
07-12-2022 19:34:41.156886,"(5.0, 12.0, 11.23404255319149)","(26.0, 90.0, 88.7037037037037)","(3.5, 4.4, 4.346551724137931)","(26.0, 26.0, 23.045454545454547)","(12.0, 21.0, 19.857142857142858)","(3.9, 3.9, 3.7875)","(2.9, 4.2, 4.093939393939394)","(16.0, 16.0, 15.148936170212766)"
07-12-2022 19:34:42.588812,"(5.0, 12.0, 11.23404255319149)","(26.0, 90.0, 80.625)","(3.5, 4.4, 4.34561403508772)","(26.0, 26.0, 23.045454545454547)","(12.0, 21.0, 19.857142857142858)","(3.9, 3.9, 3.7857142857142856)","(2.9, 4.2, 4.113793103448276)","(16.0, 16.0, 15.148936170212766)"
07-12-2022 19:34:44.012818,"(5.0, 12.0, 11.23404255319149)","(26.0, 90.0, 80.625)","(3.5, 4.4, 4.34561403508772)","(26.0, 26.0, 23.045454545454547)","(12.0, 21.0, 19.857142857142858)","(3.9, 4.0, 3.7479999999999998)","(2.9, 4.2, 4.093939393939394)","(16.0, 16.0, 15.148936170212766)"
07-12-2022 19:34:45.416795,"(6.0, 12.0, 11.28888888888889)","(31.0, 90.0, 71.25)","(3.5, 4.4, 4.3403846153846155)","(21.0, 26.0, 23.045454545454547)","(13.0, 21.0, 19.75)","(3.7, 4.0, 3.778125)","(2.9, 4.2, 3.93030303030303)","(16.0, 16.0, 15.186440677966102)"
07-12-2022 19:34:46.904748,"(6.0, 12.0, 11.5)","(31.0, 90.0, 71.25)","(3.5, 4.4, 4.3403846153846155)","(21.0, 26.0, 23.045454545454547)","(13.0, 21.0, 20.032258064516128)","(3.7, 3.95, 3.7615384615384615)","(2.9, 4.1, 4.014925373134328)","(16.0, 16.0, 15.11111111111111)"
07-12-2022 19:34:48.301212,"(6.0, 12.0, 11.5)","(31.0, 90.0, 71.0)","(3.5, 4.4, 4.34561403508772)","(21.0, 26.0, 23.045454545454547)","(13.0, 21.0, 20.032258064516128)","(3.7, 3.9, 3.7285714285714286)","(2.9, 4.1, 3.8625000000000003)","(16.0, 16.0, 15.11111111111111)"
07-12-2022 19:34:49.753776,"(6.0, 12.0, 11.923076923076923)","(31.0, 95.0, 86.875)","(3.5, 4.4, 4.34561403508772)","(21.0, 26.0, 23.045454545454547)","(13.0, 21.0, 20.09090909090909)","(3.7, 3.9, 3.773076923076923)","(2.9, 4.1, 3.8692307692307693)","(16.0, 16.0, 15.058823529411764)"
07-12-2022 19:34:51.154569,"(6.0, 12.0, 11.923076923076923)","(31.0, 90.0, 82.5)","(3.5, 4.4, 4.3403846153846155)","(21.0, 26.0, 23.045454545454547)","(13.0, 21.0, 20.166666666666668)","(3.7, 3.85, 3.735)","(2.9, 4.1, 3.864705882352941)","(16.0, 16.0, 15.058823529411764)"
07-12-2022 19:34:52.539265,"(6.0, 12.5, 11.9)","(31.0, 90.0, 84.0)","(3.5, 4.4, 4.3403846153846155)","(21.0, 26.0, 23.045454545454547)","(13.0, 21.0, 20.166666666666668)","(3.7, 3.75, 3.67)","(2.9, 4.1, 3.864705882352941)","(16.0, 16.0, 15.0625)"
07-12-2022 19:34:53.965090,"(6.0, 12.5, 11.9)","(31.0, 90.0, 85.0)","(3.5, 4.4, 4.334042553191489)","(21.0, 26.0, 23.045454545454547)","(13.0, 21.0, 20.25)","(3.7, 3.8, 3.7285714285714286)","(2.9, 4.1, 3.9153846153846152)","(16.0, 16.0, 15.0625)"
07-12-2022 19:34:55.347598,"(6.0, 12.5, 11.95)","(31.0, 90.0, 85.0)","(3.5, 4.4, 4.334042553191489)","(21.0, 26.0, 23.045454545454547)","(13.0, 21.0, 20.32758620689655)","(3.7, 3.75, 3.73125)","(2.9, 4.1, 3.9153846153846152)","(16.0, 16.0, 15.0625)"
07-12-2022 19:34:56.760910,"(6.0, 12.5, 11.95)","(31.0, 90.0, 85.0)","(3.5, 4.4, 4.33265306122449)","(21.0, 26.0, 23.08)","(13.0, 21.0, 20.32758620689655)","(3.7, 3.75, 3.725)","(2.9, 4.1, 3.9153846153846152)","(16.0, 16.0, 15.0625)"
07-12-2022 19:34:58.139772,"(6.0, 12.5, 12.295454545454545)","(31.0, 90.0, 85.0)","(3.5, 4.4, 4.33265306122449)","(21.0, 25.0, 22.571428571428573)","(13.0, 21.0, 20.32758620689655)","(3.7, 3.75, 3.725)","(2.9, 4.1, 3.92)","(16.0, 16.0, 15.0625)"
07-12-2022 19:34:59.569894,"(6.0, 12.5, 12.285714285714286)","(31.0, 90.0, 85.0)","(3.5, 4.4, 4.33265306122449)","(21.0, 25.0, 22.363636363636363)","(13.0, 21.0, 20.32758620689655)","(3.7, 3.75, 3.740625)","(2.9, 4.1, 3.9650000000000003)","(16.0, 16.0, 15.0625)"
07-12-2022 19:35:01.037673,"(6.0, 11.0, 10.79245283018868)","(31.0, 90.0, 85.0)","(3.5, 4.4, 4.33265306122449)","(21.0, 25.0, 22.473684210526315)","(13.0, 21.0, 24.5)","(3.7, 3.75, 3.6615384615384614)","(2.9, 4.1, 4.088)","(16.0, 16.0, 15.0625)"
07-12-2022 19:35:02.507083,"(6.0, 11.0, 10.541666666666666)","(31.0, 90.0, 78.75)","(3.5, 4.4, 4.325)","(21.0, 25.0, 22.44)","(13.0, 26.0, 23.735294117647058)","(3.7, 3.8, 3.690909090909091)","(2.9, 4.2, 4.166666666666667)","(16.0, 16.0, 15.0625)"
