,Sasha,Oratoria,Some Change Nz,Blazing Banner Nz,Rocknroll Times,Scared Stiff Nz,The Banker Nz,Lifeinthebalance,Im In Trouble,Are Doubleyou
06-01-2023 16:31:31.621023,"(7.0, 15.0, 12.3)","(12.0, 23.0, 13.833333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 33.8)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 36.8)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:31:32.948492,"(7.0, 15.0, 12.3)","(12.0, 23.0, 13.833333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 33.8)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 36.8)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:31:34.244613,"(7.0, 15.0, 12.3)","(12.0, 23.0, 13.833333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 33.8)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 36.8)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:31:35.548692,"(7.0, 15.0, 12.3)","(12.0, 23.0, 13.833333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 33.8)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 36.8)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:31:36.790874,"(7.0, 15.0, 12.3)","(12.0, 23.0, 13.833333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 33.8)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 36.8)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:31:38.215826,"(7.0, 15.0, 12.3)","(12.0, 23.0, 13.833333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 33.8)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 36.8)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:31:39.573724,"(7.0, 15.0, 12.3)","(12.0, 23.0, 13.833333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 33.8)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 36.8)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:31:40.911710,"(7.0, 15.0, 12.3)","(12.0, 23.0, 13.833333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 33.8)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 36.8)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:31:42.660405,"(7.0, 15.0, 12.3)","(12.0, 23.0, 13.833333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 33.8)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 36.8)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:31:44.204578,"(7.0, 15.0, 12.3)","(12.0, 23.0, 13.833333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 33.8)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 36.8)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:31:45.756866,"(7.0, 15.0, 12.3)","(12.0, 23.0, 13.833333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 33.8)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 36.8)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:31:47.318794,"(7.0, 15.0, 12.3)","(12.0, 23.0, 13.833333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 33.8)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 36.8)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:31:48.901035,"(7.0, 15.0, 12.3)","(12.0, 23.0, 13.833333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 33.8)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 36.8)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:31:50.290193,"(7.0, 15.0, 10.5)","(12.0, 23.0, 13.833333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 33.8)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 36.8)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:31:51.642238,"(7.0, 14.5, 11.233333333333333)","(12.0, 23.0, 13.833333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 33.8)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 36.8)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:31:53.212931,"(7.0, 14.5, 11.233333333333333)","(12.0, 23.0, 13.833333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 33.8)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 36.8)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:31:54.490406,"(7.0, 14.5, 11.233333333333333)","(12.0, 23.0, 13.833333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 33.8)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 36.8)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:31:55.840757,"(7.0, 14.5, 11.233333333333333)","(12.0, 23.0, 13.833333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 33.8)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 36.8)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:31:57.398077,"(7.0, 14.5, 11.233333333333333)","(12.0, 23.0, 13.833333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 33.8)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 36.8)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:31:58.925018,"(7.0, 14.5, 11.233333333333333)","(12.0, 23.0, 13.833333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 33.8)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 36.8)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:00.377739,"(7.0, 14.5, 11.233333333333333)","(12.0, 23.0, 13.833333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 33.8)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 36.8)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:01.789497,"(7.0, 14.5, 11.233333333333333)","(12.0, 23.0, 13.833333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 33.8)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 36.8)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:03.274594,"(7.0, 14.5, 11.233333333333333)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 41.666666666666664)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:04.681088,"(7.0, 14.5, 11.233333333333333)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 41.666666666666664)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:06.156434,"(7.0, 14.5, 11.233333333333333)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 41.666666666666664)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:07.642088,"(7.0, 14.5, 11.233333333333333)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 41.666666666666664)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:09.041563,"(7.0, 14.5, 11.233333333333333)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 41.666666666666664)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:10.400701,"(7.0, 14.5, 11.233333333333333)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 41.666666666666664)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:11.692868,"(7.0, 14.5, 11.233333333333333)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 41.666666666666664)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:12.975303,"(7.0, 14.5, 11.233333333333333)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 41.666666666666664)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:14.431503,"(7.0, 14.5, 11.233333333333333)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 41.666666666666664)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:16.553015,"(7.0, 14.5, 11.233333333333333)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 41.666666666666664)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:18.123986,"(7.0, 14.5, 11.233333333333333)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 41.666666666666664)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:19.981109,"(7.0, 14.5, 11.233333333333333)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 41.666666666666664)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:21.774515,"(7.0, 14.5, 11.233333333333333)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 41.666666666666664)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:24.110216,"(7.0, 14.5, 10.416666666666666)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 41.666666666666664)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:25.904449,"(7.0, 14.5, 10.416666666666666)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 41.666666666666664)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:27.548327,"(7.0, 14.5, 10.416666666666666)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 41.666666666666664)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:29.216822,"(7.0, 14.5, 10.416666666666666)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 41.666666666666664)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:30.846780,"(7.0, 14.5, 10.416666666666666)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 41.666666666666664)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:32.430498,"(7.0, 14.5, 10.416666666666666)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.0)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:33.942952,"(7.0, 14.5, 10.416666666666666)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.0)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:35.469770,"(7.0, 14.5, 10.416666666666666)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.0)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:37.032900,"(7.0, 14.5, 10.416666666666666)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.0)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:38.398418,"(7.0, 14.5, 10.416666666666666)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.0)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:39.861391,"(7.0, 14.5, 10.416666666666666)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.0)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:41.235272,"(7.0, 14.5, 10.416666666666666)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.0)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:42.630293,"(7.0, 14.5, 10.416666666666666)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.0)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:44.031206,"(7.0, 14.5, 10.416666666666666)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.5)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:45.556641,"(7.0, 14.5, 10.416666666666666)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.5)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:46.990907,"(7.0, 14.5, 10.416666666666666)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.5)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:48.466915,"(7.0, 14.5, 10.416666666666666)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.5)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:49.932482,"(7.0, 14.5, 10.416666666666666)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.5)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:51.445233,"(7.0, 14.5, 10.416666666666666)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.5)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:52.972410,"(7.0, 14.5, 10.416666666666666)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.5)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:54.523031,"(7.0, 14.5, 10.416666666666666)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.5)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:56.371649,"(7.0, 14.5, 10.416666666666666)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.5)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:58.142570,"(7.0, 14.5, 10.416666666666666)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.5)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:32:59.567927,"(7.0, 14.5, 10.416666666666666)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.5)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:33:00.972213,"(7.0, 14.5, 10.416666666666666)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 39.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.5)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:33:02.380988,"(7.0, 14.5, 10.416666666666666)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 42.3125)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.5)","(7.5, 15.5, 10.5)","(14.0, 29.0, 23.833333333333336)"
06-01-2023 16:33:03.661335,"(7.0, 14.5, 10.416666666666666)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 30.75)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.5)","(7.5, 15.5, 10.5)","(14.0, 29.0, 25.1)"
06-01-2023 16:33:05.047510,"(7.0, 14.0, 11.8)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 30.75)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.5)","(7.5, 15.5, 10.5)","(14.0, 28.0, 25.583333333333332)"
06-01-2023 16:33:06.422101,"(7.0, 14.0, 11.8)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 30.75)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.5)","(7.5, 15.5, 11.5)","(14.0, 28.0, 25.583333333333332)"
06-01-2023 16:33:07.885073,"(7.0, 14.0, 11.8)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 30.75)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.5)","(7.5, 18.5, 11.5)","(14.0, 28.0, 25.285714285714285)"
06-01-2023 16:33:09.384315,"(7.0, 14.0, 11.8)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 30.75)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.5)","(7.5, 18.5, 11.5)","(14.0, 30.0, 25.285714285714285)"
06-01-2023 16:33:10.929806,"(7.0, 14.0, 11.028571428571428)","(12.0, 23.0, 15.666666666666666)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 30.75)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.5)","(7.5, 11.5, 9.75)","(14.0, 30.0, 24.5)"
06-01-2023 16:33:12.395101,"(7.0, 11.5, 11.2)","(12.0, 23.0, 17.0)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 30.75)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.5)","(7.5, 11.5, 9.5)","(14.0, 30.0, 25.9)"
06-01-2023 16:33:13.816316,"(7.0, 11.5, 11.2)","(12.0, 22.0, 17.0)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 30.75)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.5)","(7.5, 11.0, 9.5)","(14.0, 29.0, 25.9)"
06-01-2023 16:33:15.148663,"(7.0, 11.5, 11.2)","(12.0, 22.0, 16.5)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 30.75)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.0)","(7.5, 11.0, 9.25)","(14.0, 29.0, 25.1)"
06-01-2023 16:33:16.473450,"(7.0, 11.0, 10.745454545454546)","(12.0, 21.0, 16.5)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 30.75)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.0)","(7.5, 10.5, 9.25)","(14.0, 28.0, 23.5)"
06-01-2023 16:33:17.823360,"(7.0, 10.5, 10.290909090909091)","(12.0, 19.5, 15.75)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 30.75)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 34.0)","(7.5, 10.5, 9.0)","(14.0, 26.0, 23.5)"
06-01-2023 16:33:19.183157,"(7.0, 10.5, 10.290909090909091)","(12.0, 19.5, 15.0)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 30.75)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 41.666666666666664)","(7.5, 10.0, 9.0)","(14.0, 26.0, 24.3)"
06-01-2023 16:33:20.635860,"(7.0, 10.5, 10.290909090909091)","(12.0, 18.0, 15.0)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 28.1)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 41.666666666666664)","(7.5, 10.0, 8.9)","(14.0, 27.0, 23.5)"
06-01-2023 16:33:21.993279,"(7.0, 10.0, 9.836363636363636)","(12.0, 17.5, 15.0)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 30.75)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 44.06666666666666)","(7.5, 9.8, 8.8)","(14.0, 26.0, 20.642857142857142)"
06-01-2023 16:33:23.380422,"(7.0, 10.0, 9.836363636363636)","(12.0, 18.0, 15.0)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 44.0, 30.75)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 48.0, 44.06666666666666)","(7.5, 9.6, 8.8)","(14.0, 26.0, 20.642857142857142)"
