,Zabellsareringing,Poppie Socks,Pride Of Dixie,Sharp Pride,Side Cash,Cellar Champ,Driving Ambition,Emmjay,Les Goh,Iron Ruler,Lonhro Lily,Military Manoeuver,Siasha Jewel,Grosses Plain
05-01-2023 13:34:41.328243,"(9.0, 11.0, 10.602941176470589)","(101.0, 220.0, 212.5)","(26.0, 42.0, 41.92307692307692)","(41.0, 65.0, 64.125)","(31.0, 38.0, 37.51724137931034)","(11.0, 13.0, 12.803703703703704)","(101.0, 370.0, 273.3333333333333)","(9.0, 10.5, 10.422480620155039)","(5.0, 5.9, 5.888294314381271)","(13.0, 16.0, 15.733333333333333)","(13.0, 19.5, 18.642857142857142)","(5.5, 6.6, 6.573170731707317)","(4.6, 5.0, 4.951980198019802)","(71.0, 85.0, 81.0)"
05-01-2023 13:34:42.876610,"(9.0, 11.0, 10.604477611940299)","(101.0, 220.0, 182.35294117647058)","(26.0, 42.0, 41.92727272727273)","(41.0, 65.0, 64.14634146341463)","(31.0, 40.0, 37.75)","(11.0, 13.0, 12.814685314685315)","(101.0, 380.0, 344.44444444444446)","(9.0, 10.5, 10.636363636363637)","(5.0, 5.9, 5.888215488215488)","(13.0, 16.0, 15.736842105263158)","(13.0, 19.5, 19.03846153846154)","(5.5, 6.6, 6.582539682539682)","(4.6, 5.0, 4.913953488372093)","(71.0, 85.0, 81.0)"
05-01-2023 13:34:44.363281,"(9.0, 11.0, 11.045454545454545)","(101.0, 190.0, 182.35294117647058)","(26.0, 42.0, 41.93333333333333)","(41.0, 65.0, 64.14634146341463)","(31.0, 40.0, 37.75)","(11.0, 13.0, 12.804054054054054)","(101.0, 380.0, 342.5)","(9.0, 11.0, 10.6)","(5.0, 5.9, 5.887931034482759)","(13.0, 16.0, 15.447368421052632)","(13.0, 19.5, 19.03846153846154)","(5.5, 6.6, 6.582539682539682)","(4.6, 5.1, 4.904761904761905)","(71.0, 85.0, 81.0)"
05-01-2023 13:34:45.902296,"(9.0, 11.5, 11.24025974025974)","(101.0, 190.0, 182.35294117647058)","(26.0, 42.0, 41.92982456140351)","(41.0, 65.0, 64.18604651162791)","(31.0, 40.0, 38.51851851851852)","(11.0, 13.0, 12.814102564102564)","(101.0, 380.0, 286.6666666666667)","(9.0, 11.0, 10.61951219512195)","(5.0, 5.9, 5.889830508474577)","(13.0, 15.5, 15.46)","(13.0, 19.5, 19.166666666666668)","(5.5, 6.6, 6.256287425149701)","(4.6, 5.1, 5.035602094240837)","(71.0, 85.0, 81.66666666666667)"
05-01-2023 13:34:47.431815,"(9.0, 11.5, 11.053398058252426)","(101.0, 190.0, 184.44444444444446)","(26.0, 42.0, 41.94202898550725)","(41.0, 65.0, 64.1891891891892)","(31.0, 40.0, 38.758620689655174)","(11.0, 13.0, 12.781609195402298)","(101.0, 380.0, 310.0)","(9.0, 11.0, 10.61951219512195)","(5.0, 5.9, 5.8916376306620215)","(13.0, 15.5, 15.189655172413794)","(13.0, 19.5, 18.9)","(5.5, 6.4, 6.252644526445264)","(4.6, 5.1, 5.068211920529801)","(71.0, 85.0, 81.66666666666667)"
05-01-2023 13:34:48.943691,"(9.0, 11.5, 11.09375)","(101.0, 190.0, 185.0)","(26.0, 42.0, 41.945205479452056)","(41.0, 65.0, 64.25)","(31.0, 40.0, 38.82051282051282)","(11.0, 13.0, 12.775449101796408)","(101.0, 380.0, 356.6666666666667)","(9.0, 11.0, 10.702290076335878)","(5.0, 5.9, 5.8918644067796615)","(13.0, 15.5, 15.178571428571429)","(13.0, 19.5, 19.214285714285715)","(5.5, 6.4, 6.2320224719101125)","(4.6, 5.1, 5.0754716981132075)","(71.0, 85.0, 81.66666666666667)"
05-01-2023 13:34:50.494736,"(9.0, 11.5, 11.14864864864865)","(101.0, 190.0, 185.0)","(26.0, 42.0, 41.945205479452056)","(41.0, 65.0, 64.25)","(31.0, 40.0, 38.82051282051282)","(11.0, 13.0, 12.785714285714286)","(101.0, 370.0, 300.0)","(9.0, 11.0, 10.712177121771218)","(5.0, 5.9, 5.899310344827587)","(13.0, 15.5, 15.263157894736842)","(14.0, 19.5, 19.26)","(5.5, 6.4, 6.241168658698539)","(4.6, 5.1, 5.0058823529411764)","(71.0, 85.0, 81.66666666666667)"
05-01-2023 13:34:51.978145,"(9.0, 11.5, 10.741935483870968)","(101.0, 190.0, 208.0)","(31.0, 42.0, 42.2962962962963)","(41.0, 65.0, 67.29166666666667)","(31.0, 40.0, 39.08)","(11.0, 13.0, 12.856687898089172)","(101.0, 380.0, 320.0)","(9.0, 11.0, 10.688)","(5.0, 5.9, 5.916776315789474)","(13.0, 15.5, 15.412698412698413)","(14.0, 19.5, 19.333333333333332)","(5.5, 6.4, 6.2545012165450125)","(4.6, 5.1, 4.753051643192488)","(71.0, 85.0, 84.28571428571429)"
05-01-2023 13:34:53.508184,"(9.0, 11.0, 10.741935483870968)","(101.0, 220.0, 208.0)","(31.0, 44.0, 42.2962962962963)","(41.0, 70.0, 67.29166666666667)","(31.0, 40.0, 39.25581395348837)","(11.0, 13.0, 12.880952380952381)","(101.0, 380.0, 266.47058823529414)","(9.0, 11.0, 10.680769230769231)","(5.0, 6.0, 5.733223684210526)","(13.0, 15.5, 15.412698412698413)","(14.0, 19.5, 19.333333333333332)","(5.5, 6.4, 6.2584093872229465)","(4.6, 4.8, 4.942446043165468)","(71.0, 85.0, 84.28571428571429)"
05-01-2023 13:34:55.096061,"(9.0, 11.0, 10.744318181818182)","(101.0, 210.0, 210.0)","(31.0, 44.0, 43.09803921568628)","(41.0, 70.0, 67.4)","(31.0, 40.0, 39.25581395348837)","(11.0, 13.0, 13.33695652173913)","(101.0, 370.0, 345.7142857142857)","(9.0, 11.0, 10.617117117117116)","(5.0, 5.8, 5.734006734006734)","(13.0, 15.5, 15.412698412698413)","(14.0, 19.5, 19.333333333333332)","(5.5, 6.4, 6.258181818181819)","(4.6, 5.0, 4.97027027027027)","(71.0, 85.0, 84.23076923076923)"
05-01-2023 13:34:56.585768,"(9.0, 11.0, 10.461538461538462)","(101.0, 220.0, 205.0)","(31.0, 44.0, 43.513513513513516)","(41.0, 70.0, 67.4)","(31.0, 40.0, 39.25581395348837)","(11.0, 13.5, 13.33695652173913)","(101.0, 360.0, 320.0)","(9.0, 11.0, 10.617117117117116)","(5.0, 5.8, 5.7375796178343945)","(13.0, 15.5, 15.4)","(14.0, 19.5, 18.819444444444443)","(5.5, 6.4, 6.256692913385827)","(4.6, 5.0, 4.967567567567568)","(71.0, 85.0, 84.76744186046511)"
05-01-2023 13:34:58.129151,"(9.0, 10.5, 10.4675)","(101.0, 210.0, 202.0)","(31.0, 44.0, 44.65573770491803)","(41.0, 70.0, 67.54716981132076)","(31.0, 40.0, 39.333333333333336)","(11.0, 13.5, 13.422222222222222)","(101.0, 360.0, 330.0)","(9.0, 11.0, 10.6484375)","(5.0, 5.8, 5.683756345177665)","(13.0, 15.5, 15.364583333333334)","(14.0, 19.0, 18.841463414634145)","(5.5, 6.4, 6.257142857142857)","(4.6, 5.0, 4.992307692307692)","(71.0, 85.0, 84.77272727272727)"
05-01-2023 13:34:59.632133,"(9.0, 10.5, 10.483957219251337)","(101.0, 220.0, 200.0)","(31.0, 46.0, 42.84615384615385)","(41.0, 70.0, 67.54716981132076)","(31.0, 40.0, 39.333333333333336)","(11.0, 13.5, 13.422222222222222)","(101.0, 360.0, 330.0)","(9.0, 11.0, 10.779661016949152)","(5.0, 5.7, 5.687790697674418)","(13.0, 15.5, 15.357142857142858)","(14.0, 19.0, 18.861702127659573)","(5.5, 6.4, 6.266759388038944)","(4.6, 5.1, 5.068656716417911)","(71.0, 95.0, 88.70967741935485)"
05-01-2023 13:35:01.108664,"(9.0, 10.5, 10.483957219251337)","(101.0, 210.0, 219.0909090909091)","(31.0, 46.0, 44.285714285714285)","(51.0, 70.0, 67.54716981132076)","(31.0, 40.0, 39.333333333333336)","(11.0, 13.5, 13.366071428571429)","(101.0, 360.0, 288.0)","(9.0, 11.5, 10.990384615384615)","(5.0, 5.7, 5.698639455782313)","(13.0, 15.5, 15.371794871794872)","(14.0, 19.0, 18.783333333333335)","(5.5, 6.4, 6.268946648426813)","(4.6, 5.1, 5.124)","(71.0, 95.0, 88.70967741935485)"
05-01-2023 13:35:02.606102,"(9.0, 10.5, 10.45483870967742)","(101.0, 230.0, 218.0)","(31.0, 46.0, 44.22222222222222)","(51.0, 70.0, 65.71428571428571)","(31.0, 40.0, 39.23076923076923)","(11.0, 13.5, 13.378787878787879)","(101.0, 360.0, 323.0)","(9.0, 11.0, 10.826086956521738)","(5.0, 5.7, 5.714782608695653)","(13.0, 15.5, 15.321428571428571)","(14.0, 19.0, 18.79032258064516)","(5.5, 6.4, 6.230742049469965)","(4.6, 5.4, 4.805617977528089)","(71.0, 95.0, 83.88888888888889)"
05-01-2023 13:35:04.137306,"(9.0, 10.5, 10.462406015037594)","(101.0, 230.0, 219.0909090909091)","(31.0, 46.0, 43.416666666666664)","(51.0, 70.0, 65.66666666666667)","(31.0, 40.0, 36.888888888888886)","(11.0, 13.5, 13.341269841269842)","(101.0, 350.0, 311.42857142857144)","(9.0, 11.5, 10.933823529411764)","(5.0, 5.8, 5.728455284552846)","(13.0, 15.5, 15.375)","(14.0, 19.0, 18.82894736842105)","(5.5, 6.4, 6.199193548387097)","(4.6, 4.9, 4.818791946308725)","(71.0, 85.0, 83.91304347826087)"
05-01-2023 13:35:05.639581,"(9.0, 10.5, 10.466887417218542)","(101.0, 230.0, 219.0909090909091)","(31.0, 46.0, 43.416666666666664)","(51.0, 70.0, 65.66666666666667)","(31.0, 40.0, 36.888888888888886)","(11.0, 13.5, 13.341269841269842)","(101.0, 350.0, 311.42857142857144)","(9.0, 11.0, 10.933823529411764)","(5.0, 5.8, 5.728455284552846)","(13.0, 15.5, 15.454545454545455)","(14.0, 19.0, 18.93)","(5.5, 6.2, 6.059336823734729)","(4.6, 4.9, 4.980952380952381)","(71.0, 85.0, 84.72222222222223)"
05-01-2023 13:35:07.140697,"(9.0, 11.0, 10.686915887850468)","(101.0, 250.0, 198.8)","(31.0, 46.0, 43.116279069767444)","(51.0, 70.0, 67.6086956521739)","(31.0, 38.0, 37.2)","(11.0, 14.5, 14.0)","(101.0, 360.0, 350.6666666666667)","(9.0, 11.5, 11.080357142857142)","(5.0, 5.8, 5.7444827586206895)","(13.0, 16.0, 15.866666666666667)","(14.0, 19.0, 18.854166666666668)","(5.5, 6.4, 6.173573573573574)","(4.6, 5.0, 4.897014925373135)","(71.0, 85.0, 84.72222222222223)"
05-01-2023 13:35:08.623519,"(9.0, 11.0, 10.702586206896552)","(101.0, 250.0, 197.69230769230768)","(31.0, 46.0, 43.04761904761905)","(51.0, 70.0, 67.6086956521739)","(31.0, 38.0, 37.2)","(11.0, 14.5, 14.0)","(101.0, 360.0, 350.6666666666667)","(9.0, 11.5, 11.060747663551401)","(5.0, 5.8, 5.644262295081967)","(13.0, 16.0, 15.833333333333334)","(14.0, 19.0, 18.886363636363637)","(5.5, 6.2, 6.173573573573574)","(4.6, 4.9, 4.975438596491228)","(71.0, 85.0, 84.76190476190476)"
05-01-2023 13:35:10.199847,"(9.0, 11.0, 10.714876033057852)","(101.0, 250.0, 197.69230769230768)","(31.0, 46.0, 43.2093023255814)","(51.0, 70.0, 67.38095238095238)","(31.0, 38.0, 35.375)","(11.0, 14.5, 13.76)","(101.0, 360.0, 350.6666666666667)","(9.0, 11.5, 11.06132075471698)","(5.0, 5.7, 5.665217391304348)","(13.0, 16.0, 15.377358490566039)","(14.0, 19.0, 18.886363636363637)","(5.5, 6.2, 6.170501474926254)","(4.6, 5.0, 4.97125)","(71.0, 85.0, 84.76190476190476)"
05-01-2023 13:35:11.769328,"(9.0, 11.0, 10.645454545454545)","(101.0, 250.0, 190.8695652173913)","(31.0, 46.0, 44.96296296296296)","(51.0, 70.0, 67.70833333333333)","(31.0, 38.0, 36.0)","(11.0, 14.0, 14.444444444444445)","(101.0, 360.0, 350.6666666666667)","(9.0, 11.5, 11.128)","(5.0, 5.7, 5.661229314420804)","(13.0, 15.5, 15.416666666666666)","(14.0, 19.0, 19.033333333333335)","(5.5, 6.2, 6.168911917098446)","(4.6, 5.0, 4.9653846153846155)","(71.0, 85.0, 84.77272727272727)"
05-01-2023 13:35:13.299130,"(9.0, 11.0, 10.645454545454545)","(101.0, 250.0, 202.4)","(31.0, 46.0, 45.03448275862069)","(51.0, 70.0, 67.8)","(31.0, 38.0, 36.25)","(11.0, 15.0, 14.807692307692308)","(101.0, 360.0, 350.6666666666667)","(9.0, 11.5, 11.147727272727273)","(5.0, 5.7, 5.661247216035635)","(13.0, 15.5, 15.424242424242424)","(14.0, 20.0, 19.09375)","(5.5, 6.2, 6.171689497716895)","(4.6, 5.0, 4.913043478260869)","(71.0, 85.0, 84.78260869565217)"
05-01-2023 13:35:14.772639,"(9.0, 11.0, 10.538461538461538)","(101.0, 250.0, 202.4)","(31.0, 46.0, 45.03448275862069)","(51.0, 70.0, 67.8)","(31.0, 38.0, 36.25)","(11.0, 15.0, 14.32857142857143)","(101.0, 360.0, 350.6666666666667)","(9.0, 11.5, 11.095652173913043)","(5.0, 5.7, 5.663368421052631)","(13.0, 15.5, 15.445945945945946)","(14.0, 20.0, 19.31764705882353)","(5.5, 6.2, 6.173839662447257)","(4.6, 5.2, 5.107317073170732)","(71.0, 85.0, 84.7872340425532)"
05-01-2023 13:35:16.328948,"(9.0, 11.0, 10.491017964071856)","(101.0, 230.0, 208.57142857142856)","(31.0, 46.0, 43.904761904761905)","(51.0, 70.0, 67.71428571428571)","(31.0, 38.0, 35.78947368421053)","(11.0, 14.5, 14.366666666666667)","(101.0, 360.0, 350.6666666666667)","(10.0, 11.5, 11.045871559633028)","(5.0, 5.7, 5.664891518737672)","(13.0, 15.5, 14.846153846153847)","(14.0, 20.0, 19.2625)","(5.5, 6.2, 6.088818565400844)","(4.6, 5.2, 5.137190082644628)","(71.0, 85.0, 84.8)"
05-01-2023 13:35:17.886572,"(9.0, 11.0, 10.425675675675675)","(101.0, 230.0, 188.33333333333334)","(31.0, 46.0, 45.083333333333336)","(51.0, 70.0, 67.71428571428571)","(31.0, 38.0, 35.78947368421053)","(11.0, 14.5, 14.346153846153847)","(101.0, 360.0, 350.6666666666667)","(10.0, 11.5, 11.043859649122806)","(5.0, 5.7, 5.662127659574468)","(13.0, 15.0, 14.90625)","(14.0, 20.0, 19.2625)","(5.5, 6.2, 6.096529284164859)","(4.6, 5.2, 5.13968253968254)","(71.0, 85.0, 84.8)"
05-01-2023 13:35:19.353828,"(8.5, 11.0, 10.205607476635514)","(101.0, 230.0, 188.33333333333334)","(31.0, 46.0, 44.30769230769231)","(51.0, 70.0, 67.71428571428571)","(31.0, 38.0, 36.5)","(11.0, 14.5, 14.346153846153847)","(101.0, 360.0, 350.90909090909093)","(10.0, 11.5, 10.772727272727273)","(5.0, 5.7, 5.662660944206008)","(13.0, 15.0, 15.5)","(14.0, 20.0, 19.13235294117647)","(5.5, 6.2, 6.069164265129683)","(4.6, 5.2, 4.924378109452737)","(71.0, 85.0, 84.81132075471699)"
05-01-2023 13:35:20.853699,"(8.5, 11.0, 10.205607476635514)","(101.0, 230.0, 188.33333333333334)","(31.0, 46.0, 44.88135593220339)","(51.0, 70.0, 67.83783783783784)","(31.0, 38.0, 36.54545454545455)","(11.0, 14.5, 14.34375)","(101.0, 360.0, 310.0)","(10.0, 11.5, 10.864197530864198)","(5.0, 5.7, 5.657530864197531)","(13.0, 16.0, 15.88888888888889)","(14.0, 20.0, 18.963414634146343)","(5.5, 6.2, 6.0223968565815325)","(4.6, 5.0, 4.863963963963964)","(71.0, 85.0, 84.81818181818181)"
05-01-2023 13:35:22.338766,"(8.5, 11.0, 10.212962962962964)","(101.0, 230.0, 188.33333333333334)","(31.0, 46.0, 44.88135593220339)","(51.0, 70.0, 67.94871794871794)","(31.0, 38.0, 37.1578947368421)","(11.0, 14.5, 14.391304347826086)","(101.0, 360.0, 310.0)","(10.0, 11.5, 10.93956043956044)","(5.0, 5.7, 5.6635)","(13.0, 16.0, 15.46938775510204)","(14.0, 19.0, 18.982142857142858)","(5.5, 6.2, 5.924439918533605)","(4.6, 5.0, 4.922421524663678)","(71.0, 85.0, 84.82142857142857)"
05-01-2023 13:35:23.861082,"(8.5, 11.0, 10.246031746031745)","(101.0, 230.0, 188.33333333333334)","(31.0, 48.0, 42.25714285714286)","(51.0, 70.0, 68.22222222222223)","(31.0, 38.0, 37.1578947368421)","(11.0, 14.5, 14.307692307692308)","(101.0, 360.0, 320.7142857142857)","(10.0, 11.5, 10.93956043956044)","(5.0, 5.7, 5.670647773279352)","(13.0, 16.0, 15.642857142857142)","(14.0, 19.0, 18.901315789473685)","(5.5, 6.2, 6.0117154811715485)","(4.6, 5.0, 4.918095238095239)","(71.0, 85.0, 84.84615384615384)"
05-01-2023 13:35:25.386470,"(8.5, 11.0, 10.435185185185185)","(101.0, 230.0, 188.33333333333334)","(31.0, 48.0, 44.11594202898551)","(51.0, 70.0, 67.5)","(31.0, 38.0, 37.27272727272727)","(11.0, 14.5, 14.428571428571429)","(101.0, 360.0, 322.0689655172414)","(10.0, 11.5, 10.875)","(5.0, 5.7, 5.674285714285714)","(13.0, 16.0, 15.666666666666666)","(14.0, 19.0, 18.967105263157894)","(5.5, 6.2, 6.032402234636872)","(4.6, 5.0, 4.936842105263158)","(71.0, 85.0, 84.86486486486487)"
05-01-2023 13:35:26.826296,"(8.5, 10.5, 10.488636363636363)","(101.0, 230.0, 188.33333333333334)","(31.0, 48.0, 44.11594202898551)","(51.0, 70.0, 67.45762711864407)","(31.0, 38.0, 35.09090909090909)","(11.0, 15.5, 14.51639344262295)","(101.0, 360.0, 345.2631578947368)","(10.0, 11.0, 10.956989247311828)","(5.0, 5.7, 5.674285714285714)","(13.0, 16.0, 15.666666666666666)","(14.0, 19.0, 19.076923076923077)","(5.5, 6.2, 6.36)","(4.6, 5.0, 4.9222222222222225)","(71.0, 85.0, 88.64406779661017)"
05-01-2023 13:35:28.298751,"(8.5, 10.5, 10.486486486486486)","(101.0, 230.0, 188.33333333333334)","(31.0, 48.0, 44.11594202898551)","(51.0, 70.0, 67.45762711864407)","(31.0, 38.0, 35.86666666666667)","(11.0, 15.5, 14.491803278688524)","(101.0, 350.0, 345.2631578947368)","(10.0, 11.5, 10.965608465608465)","(5.0, 5.7, 5.674285714285714)","(13.0, 16.0, 15.666666666666666)","(14.0, 20.0, 19.127659574468087)","(5.5, 6.4, 6.373737373737374)","(4.6, 5.0, 4.865686274509804)","(71.0, 95.0, 88.18181818181819)"
05-01-2023 13:35:29.837141,"(8.5, 10.5, 10.486486486486486)","(101.0, 230.0, 188.33333333333334)","(31.0, 48.0, 44.11594202898551)","(51.0, 70.0, 67.45762711864407)","(31.0, 38.0, 35.86666666666667)","(11.0, 15.5, 14.491803278688524)","(101.0, 350.0, 310.0)","(10.0, 11.5, 10.962765957446809)","(5.0, 5.7, 5.667692307692308)","(13.0, 16.0, 15.666666666666666)","(14.0, 20.0, 19.413793103448278)","(5.5, 6.4, 6.372916666666667)","(4.6, 4.9, 4.886486486486487)","(71.0, 95.0, 88.18181818181819)"
05-01-2023 13:35:31.386850,"(8.5, 10.5, 10.243055555555555)","(101.0, 230.0, 188.33333333333334)","(31.0, 48.0, 46.36585365853659)","(51.0, 70.0, 67.45762711864407)","(31.0, 38.0, 35.86666666666667)","(11.0, 15.5, 14.625)","(101.0, 350.0, 310.0)","(9.0, 11.5, 10.962765957446809)","(5.0, 5.7, 5.678301886792453)","(13.0, 16.0, 15.666666666666666)","(14.0, 21.0, 19.357142857142858)","(5.5, 6.4, 6.374736842105263)","(4.6, 4.9, 4.89904761904762)","(71.0, 95.0, 86.27906976744185)"
05-01-2023 13:35:32.875739,"(8.5, 11.0, 10.243055555555555)","(101.0, 230.0, 188.33333333333334)","(31.0, 48.0, 46.35897435897436)","(51.0, 70.0, 67.45762711864407)","(31.0, 38.0, 35.09090909090909)","(11.0, 15.0, 14.704545454545455)","(101.0, 350.0, 310.0)","(9.0, 11.5, 10.860759493670885)","(5.0, 5.7, 5.68406779661017)","(13.0, 16.0, 15.76923076923077)","(14.0, 21.0, 19.08)","(5.5, 6.4, 6.340677966101695)","(4.6, 4.9, 4.8991452991452995)","(71.0, 95.0, 86.27906976744185)"
05-01-2023 13:35:34.413521,"(8.5, 11.0, 10.434285714285714)","(101.0, 230.0, 188.33333333333334)","(31.0, 48.0, 49.42372881355932)","(51.0, 70.0, 67.76119402985074)","(31.0, 38.0, 36.72)","(11.0, 15.0, 14.861702127659575)","(101.0, 350.0, 310.0)","(9.0, 11.5, 10.961206896551724)","(5.0, 5.7, 5.6859375000000005)","(13.0, 16.0, 15.777777777777779)","(15.0, 21.0, 19.08)","(5.5, 6.4, 6.363157894736842)","(4.6, 4.9, 4.982795698924731)","(71.0, 95.0, 87.94117647058823)"
05-01-2023 13:35:35.903476,"(8.5, 11.0, 9.99746835443038)","(101.0, 230.0, 188.33333333333334)","(31.0, 55.0, 49.509803921568626)","(51.0, 70.0, 67.61904761904762)","(31.0, 38.0, 35.714285714285715)","(11.0, 15.0, 14.841463414634147)","(101.0, 350.0, 310.0)","(9.0, 11.0, 10.961206896551724)","(5.0, 5.7, 5.6895184135977335)","(13.0, 16.0, 15.8125)","(15.0, 21.0, 20.5)","(5.5, 6.4, 6.362365591397849)","(4.6, 5.0, 5.068965517241379)","(71.0, 95.0, 88.33333333333333)"
05-01-2023 13:35:37.402978,"(8.5, 11.0, 9.99746835443038)","(101.0, 230.0, 188.33333333333334)","(31.0, 55.0, 49.509803921568626)","(51.0, 70.0, 67.72727272727273)","(31.0, 38.0, 36.666666666666664)","(11.0, 15.0, 14.828947368421053)","(101.0, 350.0, 310.0)","(9.0, 11.0, 10.908396946564885)","(5.0, 5.7, 5.689117647058824)","(13.0, 16.0, 15.8125)","(15.0, 21.0, 20.398058252427184)","(5.5, 6.4, 6.370338983050848)","(4.6, 5.1, 5.089811320754716)","(71.0, 95.0, 87.5)"
05-01-2023 13:35:38.928839,"(8.5, 10.5, 10.233333333333333)","(101.0, 230.0, 188.33333333333334)","(31.0, 55.0, 49.509803921568626)","(51.0, 70.0, 67.66666666666667)","(31.0, 38.0, 39.565217391304344)","(11.0, 15.0, 14.964285714285714)","(101.0, 350.0, 310.0)","(9.0, 11.0, 10.908396946564885)","(5.0, 5.7, 5.687666666666667)","(13.0, 16.0, 15.8125)","(15.0, 21.0, 20.398058252427184)","(5.5, 6.4, 6.36969696969697)","(4.6, 5.1, 5.0897338403041825)","(71.0, 95.0, 86.96428571428571)"
05-01-2023 13:35:40.522282,"(8.5, 10.5, 10.371428571428572)","(101.0, 230.0, 201.42857142857142)","(31.0, 55.0, 49.509803921568626)","(51.0, 75.0, 67.66666666666667)","(31.0, 40.0, 39.77272727272727)","(11.0, 15.0, 14.363636363636363)","(101.0, 350.0, 310.0)","(9.0, 11.0, 10.908396946564885)","(5.0, 5.7, 5.7681818181818185)","(13.0, 16.0, 15.96875)","(15.0, 21.0, 20.398058252427184)","(5.5, 6.4, 6.368325791855204)","(4.6, 5.1, 4.982608695652174)","(71.0, 95.0, 86.96428571428571)"
05-01-2023 13:35:42.023624,"(8.5, 10.5, 10.371428571428572)","(101.0, 230.0, 215.0)","(31.0, 55.0, 49.69230769230769)","(51.0, 75.0, 68.125)","(26.0, 40.0, 34.095238095238095)","(11.0, 14.5, 13.935483870967742)","(101.0, 350.0, 284.0)","(9.0, 11.0, 11.280821917808218)","(5.0, 5.8, 5.780392156862745)","(13.0, 16.0, 16.346153846153847)","(14.0, 21.0, 20.398058252427184)","(5.5, 6.4, 6.366666666666667)","(4.6, 5.0, 4.793913043478261)","(71.0, 95.0, 86.96428571428571)"
05-01-2023 13:35:43.646132,"(8.5, 10.5, 9.806666666666667)","(101.0, 220.0, 215.71428571428572)","(31.0, 50.0, 49.76470588235294)","(51.0, 75.0, 69.21052631578948)","(26.0, 38.0, 32.37096774193549)","(11.0, 14.0, 13.973333333333333)","(101.0, 340.0, 293.3333333333333)","(9.0, 11.5, 11.310526315789474)","(5.0, 5.8, 5.764285714285714)","(13.0, 16.5, 16.357142857142858)","(14.0, 21.0, 20.451327433628318)","(5.5, 6.4, 6.3701960784313725)","(4.6, 4.8, 4.933333333333334)","(71.0, 95.0, 87.37288135593221)"
05-01-2023 13:35:45.206911,"(8.5, 10.5, 9.806666666666667)","(101.0, 220.0, 215.71428571428572)","(31.0, 50.0, 48.55555555555556)","(51.0, 75.0, 69.21052631578948)","(31.0, 36.0, 35.1578947368421)","(11.0, 14.0, 13.973333333333333)","(101.0, 340.0, 310.0)","(9.0, 11.5, 11.33941605839416)","(5.0, 5.8, 5.764285714285714)","(13.0, 16.5, 16.161290322580644)","(15.0, 21.0, 20.451327433628318)","(5.5, 6.4, 6.372222222222223)","(4.6, 5.0, 4.917857142857143)","(71.0, 95.0, 87.37288135593221)"
05-01-2023 13:35:46.926484,"(8.5, 10.5, 9.470967741935484)","(101.0, 250.0, 230.0)","(31.0, 55.0, 50.370370370370374)","(51.0, 75.0, 69.21052631578948)","(26.0, 38.0, 35.65384615384615)","(11.0, 14.0, 13.877777777777778)","(101.0, 350.0, 310.0)","(9.0, 11.5, 11.357843137254902)","(5.0, 5.8, 5.799293286219081)","(13.0, 16.5, 15.86111111111111)","(15.0, 21.0, 20.425925925925927)","(5.5, 6.4, 6.37244094488189)","(4.6, 5.0, 4.917857142857143)","(71.0, 95.0, 87.37288135593221)"
05-01-2023 13:35:48.558847,"(8.5, 9.6, 9.399999999999999)","(101.0, 250.0, 230.0)","(31.0, 55.0, 49.927536231884055)","(51.0, 75.0, 69.21052631578948)","(26.0, 36.0, 35.65384615384615)","(11.0, 15.5, 14.842105263157894)","(101.0, 350.0, 310.0)","(9.0, 11.5, 11.345744680851064)","(5.0, 5.8, 5.799293286219081)","(13.0, 16.0, 15.745283018867925)","(15.0, 21.0, 20.425925925925927)","(5.5, 6.4, 6.358333333333333)","(4.6, 5.0, 4.917857142857143)","(71.0, 95.0, 87.74193548387098)"
05-01-2023 13:35:50.165860,"(8.5, 9.6, 9.5625)","(101.0, 250.0, 230.0)","(31.0, 55.0, 49.166666666666664)","(51.0, 75.0, 69.21052631578948)","(26.0, 36.0, 35.65384615384615)","(11.0, 15.0, 14.543478260869565)","(101.0, 350.0, 310.0)","(10.0, 11.5, 11.337078651685394)","(5.0, 5.8, 5.799233716475095)","(13.0, 16.0, 15.73)","(15.0, 21.0, 20.44144144144144)","(5.5, 6.4, 6.363736263736264)","(4.4, 5.0, 5.034375)","(71.0, 95.0, 87.37288135593221)"
05-01-2023 13:35:51.697094,"(8.5, 9.6, 9.624489795918368)","(101.0, 250.0, 232.0)","(31.0, 55.0, 49.354838709677416)","(51.0, 75.0, 67.66666666666667)","(26.0, 36.0, 33.666666666666664)","(11.0, 15.0, 13.984848484848484)","(101.0, 350.0, 310.0)","(10.0, 11.5, 10.790909090909091)","(5.0, 5.8, 5.725)","(13.0, 16.0, 15.735714285714286)","(15.0, 21.0, 20.42056074766355)","(5.5, 6.4, 6.341592920353983)","(4.4, 5.1, 4.812280701754386)","(71.0, 95.0, 87.37288135593221)"
