,Allegro Love,Claws In Cobra,Big Time Violet,Adobe Underworld,Claws In Creed,Mad World,Elusive Alibi
06-01-2023 14:41:35.003301,"(5.5, 9.6, 8.852173913043478)","(4.2, 9.4, 8.15)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:41:36.059420,"(5.5, 9.6, 8.852173913043478)","(4.2, 9.4, 8.15)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:41:37.155374,"(5.5, 9.6, 8.852173913043478)","(4.2, 9.4, 8.15)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:41:38.233003,"(5.5, 9.6, 8.852173913043478)","(4.2, 9.4, 8.15)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:41:39.158759,"(5.5, 9.6, 8.852173913043478)","(4.2, 9.4, 8.15)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:41:40.156462,"(5.5, 9.6, 8.852173913043478)","(4.2, 9.4, 8.15)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:41:41.110243,"(5.5, 9.6, 8.852173913043478)","(4.2, 9.4, 8.15)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:41:42.184119,"(5.5, 9.6, 8.852173913043478)","(4.2, 9.4, 8.15)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:41:43.150122,"(5.5, 9.6, 8.852173913043478)","(4.2, 9.4, 8.945833333333333)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:41:44.233328,"(5.5, 9.6, 8.852173913043478)","(4.2, 9.4, 8.945833333333333)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:41:45.297564,"(5.5, 9.6, 8.852173913043478)","(4.2, 9.4, 8.15)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:41:46.243161,"(5.5, 9.6, 8.852173913043478)","(4.2, 9.4, 8.15)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:41:47.310997,"(5.5, 9.6, 8.852173913043478)","(4.2, 9.4, 8.15)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:41:48.365305,"(5.5, 9.6, 8.852173913043478)","(4.2, 9.4, 8.15)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:41:49.370221,"(5.5, 9.6, 8.852173913043478)","(4.2, 9.4, 8.15)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:41:50.427407,"(5.5, 9.6, 8.852173913043478)","(4.2, 9.4, 8.15)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:41:51.485338,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.15)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:41:52.607380,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.15)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:41:53.706548,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.15)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:41:54.716645,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.15)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:41:55.783940,"(5.5, 9.4, 9.195)","(4.2, 9.4, 9.196296296296296)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:41:56.834542,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:41:57.778543,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:41:58.824487,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:41:59.865612,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:00.887317,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:01.956693,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:03.038104,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:04.018667,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:04.955227,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:05.972341,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:07.060605,"(5.5, 9.4, 9.195)","(4.2, 9.4, 9.196296296296296)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:08.077562,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.71875)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:09.149231,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:10.243371,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.399999999999999)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:11.331374,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 20.566666666666666)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:12.313051,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 20.566666666666666)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:13.364948,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.533333333333335)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:14.432481,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.533333333333335)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:15.465811,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.533333333333335)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:16.443671,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.533333333333335)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:17.522823,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.533333333333335)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:18.581895,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.037500000000001)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.533333333333335)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:19.568633,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.533333333333335)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:20.645105,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.533333333333335)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:21.715384,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 20.633333333333333)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:22.630962,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 20.566666666666666)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:23.588371,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.666666666666668)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:24.595268,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.666666666666668)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:25.586698,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.666666666666668)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:26.628230,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.666666666666668)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:27.742922,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.666666666666668)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:28.781607,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.175)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.666666666666668)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:29.815758,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.32)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.666666666666668)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:30.935584,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.32)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.666666666666668)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:31.982190,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.32)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.666666666666668)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:32.964902,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.32)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.666666666666668)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:34.016442,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.32)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.666666666666668)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:35.059117,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.2)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.666666666666668)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:36.103578,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.2)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.666666666666668)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:37.122526,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.2)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.666666666666668)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:38.084885,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.2)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.666666666666668)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.912)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:39.041710,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.2)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.666666666666668)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:40.006078,"(5.5, 9.4, 9.195)","(4.2, 9.4, 9.196296296296296)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.666666666666668)","(8.0, 27.0, 21.773333333333333)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:40.989804,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.945833333333333)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.666666666666668)","(8.0, 28.0, 24.830769230769235)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:41.978484,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.945833333333333)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.666666666666668)","(8.0, 28.0, 24.830769230769235)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:42.977928,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.945833333333333)","(4.0, 5.7, 4.75)","(9.0, 23.0, 13.666666666666668)","(8.0, 28.0, 23.984615384615388)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:43.988003,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.945833333333333)","(4.0, 5.7, 4.75)","(9.0, 24.0, 14.0)","(8.0, 27.0, 23.984615384615388)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:44.959572,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.945833333333333)","(4.0, 5.7, 4.75)","(9.0, 24.0, 14.0)","(8.0, 27.0, 23.984615384615388)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:45.912346,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.945833333333333)","(4.0, 5.7, 4.75)","(9.0, 24.0, 14.0)","(8.0, 27.0, 23.984615384615388)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:46.945106,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.945833333333333)","(4.0, 5.7, 4.75)","(9.0, 24.0, 14.0)","(8.0, 27.0, 23.984615384615388)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:47.991943,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.945833333333333)","(4.0, 5.7, 4.75)","(9.0, 24.0, 14.0)","(8.0, 27.0, 23.984615384615388)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:49.046647,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.945833333333333)","(4.0, 5.7, 4.75)","(9.0, 24.0, 14.0)","(8.0, 27.0, 23.984615384615388)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:50.041705,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.945833333333333)","(4.0, 5.7, 4.75)","(9.0, 24.0, 14.0)","(8.0, 27.0, 23.984615384615388)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:51.054704,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.945833333333333)","(4.0, 5.7, 4.75)","(9.0, 24.0, 16.5)","(8.0, 27.0, 23.984615384615388)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:52.060302,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.945833333333333)","(4.0, 5.7, 4.75)","(9.0, 24.0, 14.0)","(8.0, 27.0, 23.984615384615388)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:53.013877,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.945833333333333)","(4.0, 5.7, 4.75)","(9.0, 24.0, 14.0)","(8.0, 27.0, 23.984615384615388)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:53.921135,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.945833333333333)","(4.0, 5.7, 4.75)","(9.0, 24.0, 14.0)","(8.0, 27.0, 23.984615384615388)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:54.898587,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.945833333333333)","(4.0, 5.7, 4.75)","(9.0, 24.0, 14.0)","(8.0, 27.0, 23.984615384615388)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:55.987212,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.945833333333333)","(4.0, 5.7, 4.75)","(9.0, 24.0, 14.0)","(8.0, 27.0, 23.984615384615388)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:56.976368,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.945833333333333)","(4.0, 5.7, 4.75)","(9.0, 24.0, 14.0)","(8.0, 27.0, 23.984615384615388)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:58.101406,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.945833333333333)","(4.0, 5.7, 4.75)","(9.0, 24.0, 14.0)","(8.0, 27.0, 23.984615384615388)","(2.9, 6.2, 4.9925)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:42:59.191989,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.945833333333333)","(4.0, 5.7, 4.75)","(9.0, 24.0, 14.0)","(8.0, 27.0, 23.984615384615388)","(2.9, 6.2, 4.345)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:43:00.238059,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.945833333333333)","(4.0, 5.7, 4.75)","(9.0, 24.0, 21.5)","(8.0, 27.0, 23.984615384615388)","(2.9, 4.8, 4.345)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:43:01.217570,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.945833333333333)","(4.0, 5.7, 4.75)","(9.0, 24.0, 13.733333333333334)","(8.0, 27.0, 23.984615384615388)","(2.9, 4.8, 4.345)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:43:02.226360,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.945833333333333)","(4.0, 5.7, 4.75)","(9.0, 24.0, 13.733333333333334)","(8.0, 27.0, 23.984615384615388)","(2.9, 4.8, 4.345)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:43:03.275564,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.945833333333333)","(4.0, 5.7, 4.75)","(9.0, 24.0, 14.133333333333333)","(8.0, 27.0, 23.984615384615388)","(2.9, 4.8, 4.345)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:43:04.276061,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.945833333333333)","(4.0, 5.7, 4.75)","(9.0, 24.0, 14.133333333333333)","(8.0, 27.0, 23.984615384615388)","(2.9, 4.8, 4.345)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:43:05.355900,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.725000000000001)","(4.0, 5.7, 4.75)","(9.0, 24.0, 14.133333333333333)","(8.0, 27.0, 23.984615384615388)","(2.9, 4.8, 4.345)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:43:06.408129,"(5.5, 9.4, 9.195)","(4.2, 9.4, 8.725000000000001)","(4.0, 5.7, 4.75)","(9.0, 24.0, 14.133333333333333)","(8.0, 27.0, 23.984615384615388)","(2.9, 4.8, 4.345)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:43:07.351458,"(5.5, 9.0, 8.356521739130436)","(4.2, 9.2, 7.309090909090909)","(4.0, 5.7, 4.75)","(9.0, 24.0, 14.133333333333333)","(8.0, 27.0, 22.023529411764706)","(2.9, 4.8, 4.345)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:43:08.314061,"(5.5, 9.0, 8.356521739130436)","(4.2, 9.2, 7.309090909090909)","(4.0, 5.7, 4.75)","(9.0, 24.0, 14.133333333333333)","(8.0, 30.0, 22.9375)","(2.9, 4.8, 4.345)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:43:09.290237,"(5.5, 9.0, 8.356521739130436)","(4.2, 9.2, 7.309090909090909)","(4.0, 5.7, 4.75)","(9.0, 24.0, 14.133333333333333)","(8.0, 30.0, 22.9375)","(2.9, 4.8, 4.345)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:43:10.272260,"(5.5, 9.0, 8.356521739130436)","(4.2, 9.2, 7.309090909090909)","(4.0, 5.7, 4.75)","(9.0, 24.0, 14.133333333333333)","(8.0, 30.0, 22.9375)","(2.9, 4.8, 4.345)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:43:11.241846,"(5.5, 9.0, 8.356521739130436)","(4.2, 9.2, 7.309090909090909)","(4.0, 5.7, 4.75)","(9.0, 24.0, 14.133333333333333)","(8.0, 30.0, 22.023529411764706)","(2.9, 4.8, 4.345)","(17.0, 75.0, 65.08333333333333)"
06-01-2023 14:43:12.229161,"(5.5, 9.0, 8.356521739130436)","(4.2, 9.2, 7.309090909090909)","(4.0, 5.7, 4.75)","(9.0, 24.0, 21.4)","(8.0, 30.0, 22.023529411764706)","(2.9, 4.8, 4.345)","(17.0, 75.0, 65.08333333333333)"
