,Mr Blue Sky,Moth Rocks,Impress Browning,Claretown Ryan,Explosive Debt,Swift Robert,Roxy Ouzo,Fabs Udon
11-01-2023 19:27:37.918405,"(1.65, 1.99, 1.8937499999999998)","(8.0, 14.0, 11.846153846153847)","(9.0, 15.0, 11.666666666666666)","(10.0, 44.0, 33.5)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:27:39.339204,"(1.65, 1.99, 1.8933333333333333)","(8.0, 14.0, 11.846153846153847)","(9.0, 15.0, 11.666666666666666)","(10.0, 44.0, 33.5)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:27:40.686624,"(1.65, 2.04, 1.875)","(8.0, 14.0, 11.846153846153847)","(9.0, 15.0, 12.166666666666666)","(10.0, 44.0, 33.5)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:27:42.027321,"(1.65, 2.04, 1.875)","(8.0, 14.0, 11.846153846153847)","(9.0, 14.5, 12.166666666666666)","(10.0, 44.0, 33.5)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:27:43.393036,"(1.65, 2.04, 1.9575)","(8.0, 14.0, 11.846153846153847)","(9.0, 14.5, 11.944444444444445)","(10.0, 44.0, 33.5)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:27:44.573994,"(1.65, 1.99, 1.9575)","(8.0, 14.0, 12.933333333333334)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 33.5)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:27:45.824721,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.955555555555556)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 33.5)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:27:47.015650,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.955555555555556)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 33.5)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:27:48.234181,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.955555555555556)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 33.5)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 74.5)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:27:49.493808,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.36)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 33.5)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 74.5)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:27:50.794129,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.36)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 33.5)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 74.5)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:27:52.070616,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.36)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 33.5)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 74.5)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:27:53.397165,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.36)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 33.5)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:27:54.828029,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.36)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 32.1)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:27:56.218149,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.36)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 30.0)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:27:57.593856,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.36)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 30.0)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:27:58.824098,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.36)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 30.0)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:00.051539,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.36)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 30.0)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:01.278416,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.36)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 30.0)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:02.338045,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.36)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 30.0)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:03.852414,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.44)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 30.0)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:05.129465,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.44)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 30.0)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:06.548828,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.44)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 30.0)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:07.756103,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.714285714285715)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 30.0)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:09.011599,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.714285714285715)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 30.0)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 74.5)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:10.343254,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.714285714285715)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 30.0)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:11.640441,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.714285714285715)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 30.807692307692307)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:12.950950,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.714285714285715)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 30.583333333333336)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:14.274347,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.44)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 30.583333333333336)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:15.736593,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.44)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 30.583333333333336)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:17.009071,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.44)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 30.583333333333336)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:18.363108,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.36)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 30.583333333333336)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:19.801340,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.714285714285715)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 30.583333333333336)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:21.095908,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.714285714285715)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 30.583333333333336)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:22.435655,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 12.44)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 30.583333333333336)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:23.657008,"(1.65, 1.99, 1.9575)","(8.0, 13.5, 10.555555555555555)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 30.583333333333336)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:25.062560,"(1.65, 1.99, 1.9575)","(8.0, 14.0, 10.555555555555555)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 30.583333333333336)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 69.33333333333334)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:26.346129,"(1.65, 1.99, 1.9575)","(8.0, 14.0, 10.555555555555555)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 30.583333333333336)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 74.5)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:27.582437,"(1.65, 1.99, 1.9575)","(8.0, 14.0, 10.555555555555555)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 30.583333333333336)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 74.5)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:28.901860,"(1.65, 1.99, 1.9575)","(8.0, 14.0, 10.555555555555555)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 30.583333333333336)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 74.5)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:30.415497,"(1.65, 1.99, 1.8807692307692307)","(8.0, 14.0, 10.555555555555555)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 27.666666666666668)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 74.5)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:31.967965,"(1.65, 2.04, 1.925)","(8.0, 14.0, 10.555555555555555)","(9.0, 19.5, 11.944444444444445)","(10.0, 44.0, 27.666666666666668)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 74.5)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:33.329161,"(1.65, 2.04, 1.9123076923076923)","(8.0, 14.0, 8.916666666666666)","(9.0, 19.5, 14.970588235294118)","(10.0, 44.0, 27.666666666666668)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 74.5)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:34.665993,"(1.65, 2.02, 1.9123076923076923)","(8.0, 13.5, 8.916666666666666)","(9.0, 18.5, 14.970588235294118)","(10.0, 44.0, 27.666666666666668)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 74.5)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:35.896970,"(1.65, 2.02, 1.896923076923077)","(8.0, 13.5, 8.916666666666666)","(9.0, 18.5, 14.970588235294118)","(10.0, 44.0, 36.57142857142857)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 74.5)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:37.214199,"(1.65, 2.02, 1.896923076923077)","(8.0, 13.5, 8.916666666666666)","(9.0, 18.5, 14.970588235294118)","(10.0, 42.0, 36.57142857142857)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 74.5)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:38.466601,"(1.65, 2.02, 1.896923076923077)","(8.0, 13.5, 8.916666666666666)","(9.0, 18.5, 14.970588235294118)","(10.0, 42.0, 36.57142857142857)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 74.5)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:39.811180,"(1.65, 2.02, 1.896923076923077)","(8.0, 13.5, 8.916666666666666)","(9.0, 18.5, 14.970588235294118)","(10.0, 42.0, 36.57142857142857)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 74.5)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:41.292484,"(1.65, 2.02, 1.896923076923077)","(8.0, 13.5, 8.916666666666666)","(9.0, 18.5, 14.970588235294118)","(10.0, 42.0, 36.57142857142857)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 74.5)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:42.631981,"(1.65, 2.02, 1.896923076923077)","(8.0, 13.5, 8.916666666666666)","(9.0, 18.5, 14.970588235294118)","(10.0, 42.0, 36.57142857142857)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 74.5)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:43.918921,"(1.65, 2.08, 2.0044776119402985)","(8.0, 13.5, 8.916666666666666)","(9.0, 18.5, 14.970588235294118)","(10.0, 42.0, 36.57142857142857)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 74.5)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:45.140989,"(1.65, 2.08, 1.9071428571428573)","(8.0, 13.5, 8.916666666666666)","(9.0, 18.5, 14.970588235294118)","(10.0, 42.0, 36.57142857142857)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 74.5)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:46.417154,"(1.65, 2.08, 1.9071428571428573)","(8.0, 13.5, 9.833333333333334)","(9.0, 18.5, 14.970588235294118)","(10.0, 42.0, 34.8)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 74.5)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:47.881642,"(1.65, 2.08, 1.9071428571428573)","(8.0, 13.0, 9.666666666666666)","(9.0, 18.5, 14.970588235294118)","(10.0, 42.0, 30.666666666666668)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 74.5)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:49.148185,"(1.65, 2.08, 1.9071428571428573)","(8.0, 13.0, 9.666666666666666)","(9.0, 18.5, 14.970588235294118)","(10.0, 42.0, 30.666666666666668)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 74.5)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:50.366228,"(1.65, 2.08, 1.9071428571428573)","(8.0, 13.0, 9.666666666666666)","(9.0, 18.5, 14.970588235294118)","(10.0, 42.0, 30.666666666666668)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 74.5)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:51.694584,"(1.65, 2.08, 1.9071428571428573)","(8.0, 13.0, 9.666666666666666)","(9.0, 18.5, 14.970588235294118)","(10.0, 42.0, 35.875)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 74.5)","(5.0, 9.6, 8.899999999999999)"
11-01-2023 19:28:53.015470,"(1.65, 2.08, 1.9071428571428573)","(8.0, 13.0, 9.666666666666666)","(9.0, 18.5, 14.970588235294118)","(10.0, 42.0, 35.875)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 74.5)","(5.0, 9.6, 8.627272727272727)"
11-01-2023 19:28:54.419135,"(1.65, 2.08, 1.9071428571428573)","(8.0, 13.0, 8.916666666666666)","(9.0, 18.5, 14.970588235294118)","(10.0, 42.0, 35.875)","(10.0, 21.0, 14.333333333333334)","(21.0, 55.0, 35.57142857142857)","(31.0, 90.0, 74.5)","(5.0, 12.5, 10.899999999999999)"
11-01-2023 19:28:55.692924,"(1.65, 2.08, 1.904)","(8.0, 13.5, 8.916666666666666)","(9.0, 18.5, 14.970588235294118)","(10.0, 42.0, 35.875)","(10.0, 21.0, 14.666666666666666)","(21.0, 55.0, 67.28571428571428)","(31.0, 90.0, 74.5)","(5.0, 12.0, 9.866666666666667)"
11-01-2023 19:28:57.036153,"(1.65, 2.08, 1.904)","(8.0, 13.5, 8.916666666666666)","(9.0, 18.5, 14.970588235294118)","(10.0, 42.0, 35.875)","(10.0, 22.0, 14.666666666666666)","(21.0, 75.0, 67.28571428571428)","(31.0, 90.0, 74.5)","(5.0, 12.0, 9.866666666666667)"
11-01-2023 19:28:58.514670,"(1.65, 2.08, 1.904)","(8.0, 13.5, 8.916666666666666)","(9.0, 18.5, 14.970588235294118)","(10.0, 42.0, 35.875)","(10.0, 22.0, 14.666666666666666)","(21.0, 75.0, 67.28571428571428)","(31.0, 90.0, 74.5)","(5.0, 12.0, 9.866666666666667)"
11-01-2023 19:28:59.986660,"(1.65, 2.08, 1.904)","(8.0, 13.5, 8.916666666666666)","(9.0, 18.5, 13.833333333333334)","(10.0, 42.0, 35.875)","(10.0, 22.0, 14.666666666666666)","(21.0, 75.0, 67.28571428571428)","(31.0, 90.0, 74.5)","(5.0, 12.0, 9.866666666666667)"
11-01-2023 19:29:01.312159,"(1.65, 2.08, 1.904)","(8.0, 13.5, 8.916666666666666)","(9.0, 18.5, 13.833333333333334)","(10.0, 42.0, 35.875)","(10.0, 22.0, 14.666666666666666)","(21.0, 75.0, 67.28571428571428)","(31.0, 90.0, 74.5)","(5.0, 12.0, 10.4)"
11-01-2023 19:29:02.795116,"(1.65, 2.08, 1.904)","(8.0, 13.5, 13.542857142857143)","(9.0, 18.5, 14.5)","(10.0, 42.0, 34.0)","(10.0, 22.0, 14.666666666666666)","(21.0, 75.0, 67.28571428571428)","(31.0, 90.0, 74.5)","(5.0, 12.0, 10.4)"
11-01-2023 19:29:04.172007,"(1.65, 2.08, 1.904)","(8.0, 14.5, 11.15)","(9.0, 18.5, 15.0)","(10.0, 42.0, 36.125)","(10.0, 22.0, 14.666666666666666)","(21.0, 75.0, 67.28571428571428)","(31.0, 90.0, 74.5)","(5.0, 12.0, 11.32)"
11-01-2023 19:29:05.483490,"(1.65, 2.08, 1.904)","(8.0, 14.5, 11.4375)","(9.0, 18.5, 15.0)","(10.0, 42.0, 36.92857142857143)","(10.0, 22.0, 14.666666666666666)","(21.0, 75.0, 67.28571428571428)","(31.0, 90.0, 74.5)","(5.0, 12.0, 7.345454545454546)"
11-01-2023 19:29:06.789445,"(1.65, 2.08, 1.904)","(8.0, 13.5, 10.75)","(9.0, 18.5, 15.0)","(10.0, 40.0, 36.92857142857143)","(10.0, 22.0, 14.666666666666666)","(21.0, 75.0, 67.28571428571428)","(31.0, 90.0, 74.5)","(5.0, 12.0, 7.345454545454546)"
11-01-2023 19:29:08.138803,"(1.65, 2.08, 1.904)","(8.0, 13.5, 10.75)","(9.0, 18.5, 15.0)","(10.0, 40.0, 36.92857142857143)","(10.0, 22.0, 14.666666666666666)","(21.0, 75.0, 67.28571428571428)","(31.0, 90.0, 74.5)","(5.0, 12.0, 7.345454545454546)"
11-01-2023 19:29:09.444146,"(1.65, 2.08, 1.904)","(8.0, 13.5, 10.75)","(9.0, 18.5, 15.0)","(10.0, 40.0, 36.92857142857143)","(10.0, 22.0, 14.666666666666666)","(21.0, 75.0, 67.28571428571428)","(31.0, 90.0, 74.5)","(5.0, 12.0, 7.345454545454546)"
11-01-2023 19:29:10.704574,"(1.65, 2.08, 1.904)","(8.0, 13.5, 10.75)","(9.0, 18.5, 15.0)","(10.0, 40.0, 36.92857142857143)","(10.0, 22.0, 14.666666666666666)","(21.0, 75.0, 67.28571428571428)","(31.0, 90.0, 74.5)","(5.0, 12.0, 8.65)"
11-01-2023 19:29:11.915190,"(1.65, 2.08, 1.904)","(8.0, 13.5, 10.75)","(9.0, 18.5, 15.0)","(10.0, 40.0, 36.92857142857143)","(10.0, 22.0, 14.666666666666666)","(21.0, 75.0, 67.28571428571428)","(31.0, 90.0, 74.5)","(5.0, 12.0, 7.04)"
11-01-2023 19:29:13.226611,"(1.65, 2.08, 1.904)","(8.0, 13.5, 10.75)","(9.0, 18.5, 15.0)","(10.0, 40.0, 36.92857142857143)","(10.0, 22.0, 14.666666666666666)","(21.0, 75.0, 67.28571428571428)","(31.0, 90.0, 74.5)","(5.0, 12.0, 7.04)"
11-01-2023 19:29:14.629869,"(1.65, 2.08, 1.904)","(8.0, 13.5, 10.75)","(9.0, 18.5, 15.0)","(10.0, 40.0, 36.92857142857143)","(10.0, 22.0, 13.2)","(21.0, 75.0, 67.28571428571428)","(31.0, 90.0, 74.5)","(5.0, 12.0, 7.2)"
11-01-2023 19:29:15.984603,"(1.65, 2.08, 1.904)","(8.0, 13.5, 10.75)","(9.0, 18.5, 15.0)","(10.0, 40.0, 36.92857142857143)","(10.0, 22.0, 13.2)","(21.0, 75.0, 67.28571428571428)","(31.0, 90.0, 74.5)","(5.0, 12.0, 7.04)"
11-01-2023 19:29:17.306492,"(1.65, 2.08, 1.904)","(8.0, 13.5, 10.75)","(9.0, 18.5, 15.0)","(10.0, 40.0, 36.92857142857143)","(10.0, 22.0, 13.2)","(21.0, 75.0, 67.28571428571428)","(31.0, 90.0, 74.5)","(5.0, 12.0, 7.04)"
11-01-2023 19:29:18.602316,"(1.65, 2.08, 1.904)","(8.0, 13.5, 10.75)","(9.0, 18.5, 15.0)","(10.0, 40.0, 36.92857142857143)","(10.0, 22.0, 13.2)","(21.0, 75.0, 67.28571428571428)","(31.0, 90.0, 74.5)","(5.0, 12.0, 7.04)"
11-01-2023 19:29:19.859022,"(1.65, 2.08, 1.904)","(8.0, 13.5, 10.75)","(9.0, 18.5, 15.0)","(10.0, 40.0, 33.166666666666664)","(10.0, 22.0, 13.2)","(21.0, 75.0, 67.28571428571428)","(31.0, 90.0, 74.5)","(5.0, 12.0, 7.04)"
11-01-2023 19:29:21.139865,"(1.65, 2.08, 1.904)","(8.0, 13.5, 10.75)","(9.0, 18.5, 15.0)","(10.0, 40.0, 33.166666666666664)","(10.0, 22.0, 14.666666666666666)","(21.0, 75.0, 67.28571428571428)","(31.0, 90.0, 74.5)","(5.0, 12.0, 7.04)"
11-01-2023 19:29:22.341340,"(1.65, 2.08, 1.904)","(8.0, 13.5, 10.75)","(9.0, 18.5, 15.0)","(10.0, 40.0, 33.166666666666664)","(10.0, 22.0, 14.666666666666666)","(21.0, 75.0, 67.28571428571428)","(31.0, 90.0, 74.5)","(5.0, 12.0, 7.04)"
11-01-2023 19:29:23.615966,"(1.65, 2.08, 1.904)","(8.0, 13.5, 10.75)","(9.0, 18.5, 15.0)","(10.0, 40.0, 36.714285714285715)","(10.0, 22.0, 14.666666666666666)","(21.0, 75.0, 67.28571428571428)","(31.0, 90.0, 74.5)","(5.0, 12.0, 7.04)"
11-01-2023 19:29:24.963522,"(1.65, 2.06, 1.929090909090909)","(8.0, 13.5, 10.75)","(9.0, 18.5, 15.0)","(10.0, 40.0, 32.5)","(10.0, 22.0, 14.666666666666666)","(21.0, 75.0, 67.28571428571428)","(31.0, 90.0, 74.5)","(5.0, 12.0, 8.65)"
11-01-2023 19:29:26.244861,"(1.65, 2.06, 1.9884210526315789)","(8.0, 13.5, 10.75)","(9.0, 18.5, 15.0)","(10.0, 40.0, 32.5)","(10.0, 22.0, 14.666666666666666)","(21.0, 75.0, 67.28571428571428)","(31.0, 90.0, 74.5)","(5.0, 12.0, 8.65)"
