,Chloes China,Seriously Fly,Mr Bean,Little Winnie,Juice,Angry Betty,Sekola,My Names Judy
12-01-2023 10:28:06.112275,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:07.099868,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:08.410290,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:09.530266,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:10.647899,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:11.802731,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:12.838012,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:13.916686,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:15.172348,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:16.349472,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:17.446171,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:18.511659,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:19.587378,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:20.572711,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:21.610661,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:22.620660,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:23.702422,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:24.738138,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:25.839504,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:26.849869,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:27.896554,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:29.208883,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:30.335951,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:31.486908,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:32.804258,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:34.001330,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:35.142688,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:36.246536,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:37.311920,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:38.367168,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:39.449691,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:40.494590,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:41.631619,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:42.766201,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:43.843407,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:44.916926,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:45.990081,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:47.165478,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:48.336137,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:49.494425,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:50.679357,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:51.833902,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:52.939612,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:54.086699,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:55.139586,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:56.211505,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:57.415836,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:58.583409,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:28:59.766939,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:00.941826,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:02.178228,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:03.325409,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:04.456197,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:05.590330,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:06.664265,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:07.663678,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:08.776823,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:10.132317,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:11.366661,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:12.492980,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:13.506129,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:14.598558,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:15.667544,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:16.852057,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:18.002382,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:19.186302,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:20.378872,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:21.481629,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:22.591496,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:23.684772,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:24.744674,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:25.852754,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:26.900999,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:27.910858,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:28.957797,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:30.022069,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:31.128180,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:32.343390,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:33.493217,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:34.568862,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:29:35.812679,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.2)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
