,Confusion,Tolkowsky,Valley Of Dreams,Gold Lunar,Silesian,Jumeirah Triangle
15-12-2022 13:46:41.383314,"(2.5, 2.66, 2.659644970414201)","(4.8, 6.2, 6.184496124031008)","(2.6, 3.3, 3.2708053691275167)","(10.0, 14.0, 13.887096774193548)","(10.0, 15.0, 14.782608695652174)","(31.0, 90.0, 83.15789473684211)"
15-12-2022 13:46:42.340339,"(2.5, 2.66, 2.657687074829932)","(4.8, 6.2, 6.172463768115942)","(2.6, 3.3, 3.2855491329479767)","(10.0, 14.0, 13.887096774193548)","(10.0, 15.0, 14.782608695652174)","(31.0, 90.0, 83.15789473684211)"
15-12-2022 13:46:43.339108,"(2.5, 2.66, 2.6576712328767123)","(5.0, 6.2, 6.172463768115942)","(2.7, 3.3, 3.284472049689441)","(10.0, 14.0, 13.86)","(11.0, 15.0, 14.818181818181818)","(31.0, 90.0, 83.15789473684211)"
15-12-2022 13:46:44.373663,"(2.5, 2.66, 2.6572)","(5.0, 6.2, 6.172463768115942)","(2.7, 3.3, 3.285380116959064)","(10.0, 14.0, 13.86)","(11.0, 15.0, 14.84375)","(31.0, 85.0, 85.35714285714286)"
15-12-2022 13:46:45.327712,"(2.5, 2.66, 2.6572)","(5.0, 6.2, 6.172463768115942)","(2.7, 3.3, 3.2875621890547264)","(10.0, 14.0, 13.893939393939394)","(11.0, 15.0, 14.872881355932204)","(31.0, 90.0, 85.35714285714286)"
15-12-2022 13:46:46.408809,"(2.4, 2.6, 2.5976315789473685)","(5.0, 6.2, 6.172463768115942)","(2.7, 3.35, 3.334873949579832)","(10.0, 14.0, 13.8203125)","(11.0, 15.0, 14.872881355932204)","(31.0, 90.0, 85.35714285714286)"
15-12-2022 13:46:47.588294,"(2.4, 2.6, 2.5974468085106386)","(5.0, 6.4, 6.2876132930513595)","(2.7, 3.35, 3.318181818181818)","(10.0, 14.0, 13.846666666666668)","(11.0, 15.0, 14.872881355932204)","(31.0, 90.0, 85.35714285714286)"
15-12-2022 13:46:48.656085,"(2.4, 2.6, 2.5963120567375886)","(5.0, 6.4, 6.288184438040346)","(2.7, 3.35, 3.318181818181818)","(10.0, 14.0, 13.846666666666668)","(11.0, 15.0, 14.86111111111111)","(31.0, 90.0, 85.35714285714286)"
15-12-2022 13:46:49.598038,"(2.4, 2.6, 2.5948484848484847)","(5.0, 6.4, 6.28486646884273)","(2.7, 3.35, 3.318181818181818)","(10.0, 14.0, 13.846666666666668)","(11.0, 15.0, 14.86111111111111)","(31.0, 90.0, 85.35714285714286)"
15-12-2022 13:46:50.595322,"(2.4, 2.6, 2.587169811320755)","(5.0, 6.4, 6.28486646884273)","(2.7, 3.35, 3.318181818181818)","(10.0, 14.0, 13.846666666666668)","(11.0, 15.0, 14.86111111111111)","(31.0, 90.0, 85.35714285714286)"
15-12-2022 13:46:51.572697,"(2.4, 2.6, 2.5911475409836067)","(5.0, 6.4, 6.28486646884273)","(2.7, 3.35, 3.3247252747252745)","(10.0, 14.5, 14.277777777777779)","(11.0, 15.0, 14.86111111111111)","(31.0, 90.0, 85.35714285714286)"
15-12-2022 13:46:52.685836,"(2.4, 2.6, 2.5911475409836067)","(5.0, 6.4, 6.28486646884273)","(2.7, 3.35, 3.31198347107438)","(10.0, 14.5, 14.323529411764707)","(11.0, 15.0, 14.86111111111111)","(31.0, 90.0, 84.66666666666667)"
15-12-2022 13:46:53.780023,"(2.4, 2.6, 2.5911475409836067)","(5.0, 6.4, 6.28486646884273)","(2.7, 3.35, 3.31198347107438)","(10.0, 14.5, 14.441176470588236)","(11.0, 15.0, 14.875)","(31.0, 90.0, 83.18181818181819)"
15-12-2022 13:46:54.722164,"(2.4, 2.6, 2.589050279329609)","(5.0, 6.2, 6.178448275862069)","(2.7, 3.4, 3.381954887218045)","(10.0, 14.0, 13.962962962962964)","(11.0, 15.0, 14.875)","(31.0, 90.0, 83.18181818181819)"
15-12-2022 13:46:55.650265,"(2.4, 2.58, 2.577792207792208)","(5.0, 6.4, 6.259561128526646)","(2.7, 3.4, 3.358426966292135)","(10.0, 14.0, 13.90983606557377)","(11.0, 15.0, 14.875)","(31.0, 90.0, 83.15789473684211)"
15-12-2022 13:46:56.755633,"(2.4, 2.58, 2.5711764705882354)","(5.0, 6.4, 6.259561128526646)","(2.7, 3.4, 3.356470588235294)","(10.0, 14.0, 13.965909090909092)","(11.0, 15.0, 14.875)","(31.0, 90.0, 82.3529411764706)"
15-12-2022 13:46:57.818149,"(2.4, 2.54, 2.531447963800905)","(5.0, 6.4, 6.23768115942029)","(2.7, 3.45, 3.3758064516129034)","(10.0, 14.0, 13.965909090909092)","(11.0, 15.0, 14.891891891891891)","(31.0, 90.0, 82.3529411764706)"
15-12-2022 13:46:58.917986,"(2.4, 2.54, 2.533041237113402)","(5.0, 6.4, 6.217543859649123)","(2.7, 3.45, 3.3727272727272726)","(10.0, 14.0, 14.17142857142857)","(11.0, 15.5, 14.891304347826086)","(31.0, 90.0, 82.3529411764706)"
15-12-2022 13:47:00.019483,"(2.4, 2.54, 2.5328381962864723)","(5.0, 6.4, 6.2237288135593225)","(2.7, 3.4, 3.3727272727272726)","(10.0, 14.5, 14.206896551724139)","(11.0, 15.0, 14.829787234042554)","(31.0, 90.0, 82.5)"
15-12-2022 13:47:01.029584,"(2.4, 2.54, 2.5330632911392406)","(5.0, 6.4, 6.257516339869281)","(2.7, 3.35, 3.3198529411764706)","(10.0, 15.0, 14.842105263157894)","(11.0, 15.0, 14.833333333333334)","(31.0, 85.0, 85.33333333333333)"
15-12-2022 13:47:02.027237,"(2.4, 2.54, 2.5318934911242605)","(5.0, 6.4, 6.313793103448276)","(2.7, 3.35, 3.3049450549450547)","(10.0, 15.0, 14.675675675675675)","(11.0, 15.0, 14.833333333333334)","(31.0, 90.0, 85.33333333333333)"
15-12-2022 13:47:03.013015,"(2.4, 2.54, 2.532281690140845)","(5.0, 6.4, 6.266071428571429)","(2.7, 3.35, 3.3049450549450547)","(10.0, 15.5, 14.928571428571429)","(11.0, 15.0, 14.833333333333334)","(31.0, 90.0, 85.33333333333333)"
15-12-2022 13:47:04.032966,"(2.4, 2.52, 2.5074193548387096)","(5.0, 6.4, 6.266071428571429)","(2.7, 3.35, 3.322314049586777)","(10.0, 15.5, 15.026315789473685)","(11.0, 15.0, 14.826086956521738)","(31.0, 85.0, 82.85714285714286)"
15-12-2022 13:47:04.982445,"(2.4, 2.52, 2.5074193548387096)","(5.0, 6.4, 6.266071428571429)","(2.7, 3.35, 3.322314049586777)","(10.0, 15.5, 15.026315789473685)","(11.0, 15.0, 14.826086956521738)","(31.0, 85.0, 82.85714285714286)"
15-12-2022 13:47:05.927245,"(2.4, 2.52, 2.51)","(5.0, 6.4, 6.266071428571429)","(2.7, 3.35, 3.3219594594594595)","(10.0, 15.5, 15.026315789473685)","(11.0, 15.0, 14.826086956521738)","(31.0, 85.0, 82.85714285714286)"
15-12-2022 13:47:06.845306,"(2.4, 2.52, 2.51055900621118)","(5.0, 6.4, 6.312751677852349)","(2.7, 3.35, 3.323076923076923)","(10.0, 15.5, 15.12962962962963)","(11.0, 15.0, 14.783018867924529)","(31.0, 85.0, 82.85714285714286)"
15-12-2022 13:47:07.931647,"(2.4, 2.52, 2.504193548387097)","(5.5, 6.4, 6.337931034482759)","(2.8, 3.35, 3.3143410852713178)","(11.0, 15.5, 15.279069767441861)","(12.0, 15.0, 14.972972972972974)","(41.0, 85.0, 82.5)"
15-12-2022 13:47:09.016832,"(2.3, 2.52, 2.5013438735177864)","(5.5, 6.4, 6.337931034482759)","(2.8, 3.35, 3.3143410852713178)","(11.0, 16.0, 15.421052631578947)","(12.0, 15.0, 15.152173913043478)","(41.0, 85.0, 82.5)"
15-12-2022 13:47:10.008775,"(2.3, 2.5, 2.490990990990991)","(5.5, 6.4, 6.337931034482759)","(2.8, 3.35, 3.3160516605166053)","(11.0, 16.0, 15.290322580645162)","(12.0, 15.5, 15.277777777777779)","(41.0, 85.0, 82.5)"
15-12-2022 13:47:10.915489,"(2.3, 2.5, 2.49203187250996)","(5.5, 6.4, 6.341935483870968)","(2.8, 3.3, 3.2954545454545454)","(11.0, 16.0, 15.64516129032258)","(12.0, 15.5, 15.277777777777779)","(41.0, 85.0, 84.0)"
15-12-2022 13:47:11.904777,"(2.3, 2.56, 2.529787234042553)","(5.5, 6.6, 6.444897959183673)","(2.8, 3.25, 3.2435185185185187)","(11.0, 16.0, 15.609756097560975)","(12.0, 15.5, 15.021739130434783)","(41.0, 85.0, 84.0)"
15-12-2022 13:47:13.016884,"(2.3, 2.56, 2.5502702702702704)","(5.5, 6.6, 6.489473684210526)","(2.8, 3.25, 3.222844827586207)","(11.0, 16.0, 15.568181818181818)","(12.0, 15.5, 14.833333333333334)","(41.0, 85.0, 84.0)"
15-12-2022 13:47:14.115204,"(2.3, 2.6, 2.580603015075377)","(5.5, 6.4, 6.3624161073825505)","(2.8, 3.25, 3.20625)","(11.0, 16.0, 15.642857142857142)","(12.0, 15.5, 15.125)","(41.0, 85.0, 82.5)"
15-12-2022 13:47:15.215386,"(2.3, 2.58, 2.5688)","(5.5, 6.4, 6.396850393700788)","(2.8, 3.2, 3.1623919308357347)","(11.0, 16.0, 15.358333333333333)","(12.0, 15.5, 14.70103092783505)","(41.0, 90.0, 82.5)"
15-12-2022 13:47:16.219910,"(2.3, 2.6, 2.591764705882353)","(5.5, 6.6, 6.5150837988826815)","(2.8, 3.2, 3.160334346504559)","(11.0, 15.5, 15.358333333333333)","(12.0, 15.0, 14.70103092783505)","(41.0, 90.0, 87.3076923076923)"
15-12-2022 13:47:17.269416,"(2.3, 2.62, 2.5975)","(5.5, 6.6, 6.510588235294118)","(2.8, 3.2, 3.1556122448979593)","(11.0, 15.5, 15.418181818181818)","(12.0, 15.0, 14.704761904761904)","(41.0, 90.0, 87.3076923076923)"
15-12-2022 13:47:18.384170,"(2.3, 2.62, 2.6149333333333336)","(5.5, 6.6, 6.428571428571429)","(2.8, 3.1, 3.0740863787375416)","(11.0, 15.5, 15.479166666666666)","(12.0, 15.0, 14.683673469387756)","(41.0, 90.0, 87.2)"
15-12-2022 13:47:19.438498,"(2.3, 2.64, 2.627469879518072)","(5.5, 6.6, 6.519047619047619)","(2.8, 3.15, 3.0919354838709676)","(11.0, 15.5, 15.472972972972974)","(12.0, 15.0, 14.683673469387756)","(41.0, 90.0, 87.2)"
15-12-2022 13:47:20.449651,"(2.35, 2.64, 2.63855421686747)","(5.5, 6.6, 6.519047619047619)","(2.7, 3.1, 3.081818181818182)","(11.0, 15.5, 15.518518518518519)","(12.0, 15.0, 14.683673469387756)","(41.0, 90.0, 87.2)"
15-12-2022 13:47:21.408241,"(2.35, 2.64, 2.635135135135135)","(5.5, 6.6, 6.496969696969697)","(2.7, 3.1, 3.0791044776119403)","(11.0, 16.0, 15.518518518518519)","(12.0, 15.0, 14.683673469387756)","(41.0, 90.0, 86.5)"
15-12-2022 13:47:22.496175,"(2.35, 2.64, 2.6319148936170214)","(5.5, 6.6, 6.496969696969697)","(2.7, 3.1, 3.081935483870968)","(11.0, 16.0, 15.518518518518519)","(12.0, 15.0, 14.683673469387756)","(41.0, 90.0, 86.5)"
15-12-2022 13:47:23.568521,"(2.35, 2.64, 2.6319148936170214)","(5.5, 6.6, 6.496969696969697)","(2.7, 3.1, 3.0847826086956522)","(11.0, 16.0, 15.518518518518519)","(12.0, 15.0, 14.683673469387756)","(41.0, 90.0, 86.3157894736842)"
15-12-2022 13:47:24.509736,"(2.35, 2.66, 2.6407843137254905)","(5.5, 6.6, 6.523595505617977)","(2.7, 3.1, 3.0727272727272728)","(11.0, 16.0, 15.84375)","(12.0, 15.0, 14.683673469387756)","(41.0, 90.0, 86.3157894736842)"
15-12-2022 13:47:25.566476,"(2.35, 2.66, 2.6407843137254905)","(5.5, 6.6, 6.523595505617977)","(2.7, 3.1, 3.0727272727272728)","(11.0, 16.0, 15.84375)","(12.0, 15.0, 14.683673469387756)","(41.0, 90.0, 86.3157894736842)"
15-12-2022 13:47:26.674373,"(2.35, 2.66, 2.7699999999999996)","(5.5, 6.6, 6.371223021582734)","(2.7, 3.05, 3.012638036809816)","(11.0, 16.5, 15.94915254237288)","(12.0, 15.0, 14.25)","(41.0, 90.0, 86.3157894736842)"
15-12-2022 13:47:27.907950,"(2.35, 2.8, 2.7967272727272725)","(5.5, 6.4, 6.3517241379310345)","(2.7, 3.0, 2.9543749999999998)","(11.0, 16.5, 15.95)","(12.0, 14.5, 14.214285714285714)","(41.0, 90.0, 86.3157894736842)"
15-12-2022 13:47:29.076105,"(2.35, 2.84, 2.807142857142857)","(5.5, 6.4, 6.324193548387097)","(2.7, 2.96, 2.947719298245614)","(11.0, 16.0, 15.93421052631579)","(12.0, 14.5, 14.075757575757576)","(41.0, 90.0, 86.3157894736842)"
15-12-2022 13:47:30.138491,"(2.35, 2.86, 2.84125)","(5.5, 6.4, 6.315315315315315)","(2.7, 2.96, 2.947719298245614)","(11.0, 16.0, 15.93421052631579)","(12.0, 14.5, 14.075757575757576)","(41.0, 90.0, 86.19047619047619)"
15-12-2022 13:47:31.232204,"(2.35, 2.9, 2.8796491228070176)","(5.5, 6.4, 6.2253968253968255)","(2.7, 2.94, 2.9238636363636363)","(11.0, 16.0, 15.817073170731707)","(12.0, 14.0, 13.61111111111111)","(41.0, 90.0, 86.0)"
15-12-2022 13:47:32.306747,"(2.35, 2.88, 2.8589473684210525)","(5.5, 6.4, 6.2290909090909095)","(2.7, 2.94, 2.9238636363636363)","(11.0, 16.0, 15.817073170731707)","(12.0, 14.0, 13.642857142857142)","(41.0, 90.0, 86.0)"
15-12-2022 13:47:33.451117,"(2.35, 2.88, 2.8767567567567567)","(5.5, 6.4, 6.3299145299145305)","(2.7, 2.92, 2.9269230769230767)","(12.0, 16.0, 16.2)","(12.0, 14.0, 14.15625)","(41.0, 90.0, 86.0)"
15-12-2022 13:47:34.598792,"(2.35, 2.82, 2.8122807017543856)","(5.5, 6.4, 6.395959595959597)","(2.7, 2.94, 2.9545454545454546)","(12.0, 16.5, 16.2)","(12.0, 14.5, 14.13888888888889)","(41.0, 90.0, 86.0)"
15-12-2022 13:47:35.718062,"(2.35, 2.76, 2.7581967213114753)","(5.5, 6.4, 6.396078431372549)","(2.7, 2.96, 2.9545454545454546)","(12.0, 16.5, 16.583333333333332)","(12.0, 14.5, 14.409090909090908)","(41.0, 90.0, 86.0)"
15-12-2022 13:47:36.769828,"(2.35, 2.76, 2.749785407725322)","(5.5, 6.6, 6.423809523809524)","(2.7, 2.94, 2.938823529411765)","(11.0, 17.0, 16.525)","(12.0, 14.5, 14.428571428571429)","(41.0, 90.0, 85.55555555555556)"
15-12-2022 13:47:37.780080,"(2.35, 2.74, 2.7396288659793817)","(5.5, 6.6, 6.465454545454546)","(2.7, 2.98, 2.964561403508772)","(11.0, 17.0, 16.279411764705884)","(12.0, 14.5, 14.636363636363637)","(41.0, 90.0, 83.6)"
15-12-2022 13:47:38.833388,"(2.35, 2.74, 2.737772621809745)","(5.5, 6.6, 6.465454545454546)","(2.7, 2.98, 2.9657142857142857)","(11.0, 16.5, 16.38)","(12.0, 15.0, 14.666666666666666)","(41.0, 90.0, 82.75862068965517)"
15-12-2022 13:47:39.874572,"(2.35, 2.74, 2.7297872340425533)","(5.5, 6.6, 6.465454545454546)","(2.7, 2.98, 2.988739495798319)","(11.0, 16.5, 16.563636363636363)","(12.0, 15.0, 14.710526315789474)","(41.0, 90.0, 82.75862068965517)"
15-12-2022 13:47:40.859565,"(2.35, 2.7, 2.6851162790697676)","(5.5, 6.6, 6.511764705882353)","(2.7, 3.05, 3.0090909090909093)","(11.0, 17.0, 16.662650602409638)","(12.0, 15.0, 14.673913043478262)","(41.0, 90.0, 82.75862068965517)"
15-12-2022 13:47:41.956062,"(2.35, 2.66, 2.6454545454545455)","(5.5, 6.6, 6.535211267605634)","(2.7, 3.05, 3.078164556962025)","(11.0, 17.0, 16.662650602409638)","(12.0, 15.0, 14.673913043478262)","(41.0, 90.0, 82.42424242424242)"
15-12-2022 13:47:43.137585,"(2.35, 2.64, 2.6341463414634148)","(5.5, 6.6, 6.5394736842105265)","(2.7, 3.1, 3.078164556962025)","(12.0, 17.0, 16.662650602409638)","(12.0, 15.0, 14.673913043478262)","(41.0, 90.0, 81.81818181818181)"
15-12-2022 13:47:44.138097,"(2.35, 2.64, 2.634102564102564)","(5.5, 6.6, 6.546296296296296)","(2.7, 3.05, 3.0168421052631578)","(12.0, 17.0, 16.565217391304348)","(12.0, 16.0, 15.155555555555555)","(41.0, 90.0, 81.81818181818181)"
15-12-2022 13:47:45.044103,"(2.35, 2.64, 2.633134328358209)","(5.5, 6.6, 6.52741935483871)","(2.7, 3.05, 3.01609375)","(12.0, 17.0, 16.565217391304348)","(12.0, 15.5, 15.411764705882353)","(41.0, 90.0, 81.81818181818181)"
15-12-2022 13:47:46.088065,"(2.35, 2.64, 2.633134328358209)","(5.5, 6.6, 6.52741935483871)","(2.7, 3.05, 3.015372340425532)","(11.0, 17.0, 16.565217391304348)","(12.0, 15.5, 15.44)","(41.0, 90.0, 85.26315789473684)"
15-12-2022 13:47:47.134714,"(2.3, 2.64, 2.6368503937007874)","(5.5, 6.6, 6.52741935483871)","(2.7, 3.05, 3.010593220338983)","(12.0, 16.5, 16.384615384615383)","(12.0, 16.0, 15.229166666666666)","(41.0, 90.0, 85.26315789473684)"
15-12-2022 13:47:48.239015,"(2.3, 2.66, 2.6527058823529415)","(5.5, 6.6, 6.536206896551724)","(2.7, 3.05, 2.9798039215686276)","(12.0, 16.5, 16.479166666666668)","(12.0, 16.0, 15.229166666666666)","(41.0, 90.0, 85.27027027027027)"
15-12-2022 13:47:49.324772,"(2.35, 2.7, 2.697731958762887)","(5.5, 6.6, 6.5075)","(2.7, 2.98, 2.9798039215686276)","(12.0, 16.5, 16.766666666666666)","(12.0, 16.0, 15.03968253968254)","(51.0, 90.0, 85.27027027027027)"
15-12-2022 13:47:50.328201,"(2.35, 2.72, 2.716)","(5.5, 6.6, 6.488888888888889)","(2.7, 2.98, 2.979705882352941)","(12.0, 17.0, 16.766666666666666)","(12.0, 15.5, 14.716216216216216)","(51.0, 90.0, 85.13888888888889)"
15-12-2022 13:47:51.254398,"(2.35, 2.72, 2.705217391304348)","(5.5, 6.6, 6.496907216494845)","(2.7, 2.98, 2.979574468085106)","(12.0, 17.0, 16.766666666666666)","(12.0, 15.5, 15.108108108108109)","(51.0, 90.0, 82.04545454545455)"
15-12-2022 13:47:52.282771,"(2.35, 2.72, 2.705368421052632)","(5.5, 6.6, 6.527118644067796)","(2.7, 2.96, 2.9420408163265304)","(12.0, 17.0, 16.62857142857143)","(12.0, 15.0, 14.895833333333334)","(51.0, 90.0, 82.04545454545455)"
15-12-2022 13:47:53.349096,"(2.35, 2.7, 2.690819672131148)","(5.5, 6.6, 6.56)","(2.7, 2.96, 2.9425837320574164)","(12.0, 17.0, 17.053571428571427)","(12.0, 15.0, 15.271929824561404)","(51.0, 90.0, 83.125)"
15-12-2022 13:47:54.440078,"(2.35, 2.66, 2.6582758620689657)","(5.5, 6.8, 6.777777777777778)","(2.7, 2.92, 2.9037768240343347)","(12.0, 17.5, 17.20212765957447)","(12.0, 15.5, 15.321428571428571)","(51.0, 90.0, 85.45454545454545)"
15-12-2022 13:47:55.396567,"(2.35, 2.68, 2.672)","(5.5, 6.8, 6.7594936708860756)","(2.7, 2.92, 2.904634146341463)","(12.0, 17.5, 17.20212765957447)","(12.0, 15.5, 15.321428571428571)","(51.0, 90.0, 87.05882352941177)"
15-12-2022 13:47:56.416280,"(2.35, 2.7, 2.6856756756756757)","(5.5, 6.8, 6.7594936708860756)","(2.7, 2.9, 2.888207547169811)","(12.0, 17.5, 17.25)","(12.0, 15.5, 15.36111111111111)","(51.0, 90.0, 87.05882352941177)"
15-12-2022 13:47:57.429523,"(2.35, 2.7, 2.6914516129032258)","(5.5, 6.8, 6.7594936708860756)","(2.7, 2.9, 2.8648780487804877)","(12.0, 17.5, 17.475)","(12.0, 15.5, 15.375)","(51.0, 90.0, 87.05882352941177)"
15-12-2022 13:47:58.477616,"(2.35, 2.76, 2.7438248847926268)","(5.5, 6.8, 6.616574585635359)","(2.7, 2.86, 2.8576969696969696)","(12.0, 17.5, 17.12)","(12.0, 15.5, 14.128146453089245)","(51.0, 90.0, 82.0)"
15-12-2022 13:47:59.519425,"(2.35, 2.76, 2.7450666666666668)","(5.5, 6.8, 6.74015748031496)","(2.7, 2.86, 2.8553939393939394)","(12.0, 18.0, 17.435897435897434)","(12.0, 14.5, 14.0748730964467)","(51.0, 90.0, 84.0)"
15-12-2022 13:48:00.504951,"(2.35, 2.82, 2.811111111111111)","(5.5, 6.8, 6.757615894039735)","(2.7, 2.82, 2.818551532033426)","(12.0, 18.0, 17.435897435897434)","(12.0, 14.5, 14.025423728813559)","(51.0, 90.0, 84.54545454545455)"
15-12-2022 13:48:01.637168,"(2.35, 2.82, 2.8152)","(6.0, 6.8, 6.757615894039735)","(2.7, 2.82, 2.818272425249169)","(12.0, 18.0, 17.435897435897434)","(12.0, 14.5, 14.002958579881657)","(51.0, 90.0, 84.54545454545455)"
15-12-2022 13:48:02.757197,"(2.35, 2.84, 2.8256603773584903)","(6.0, 6.8, 6.725263157894736)","(2.7, 2.82, 2.8081159420289854)","(12.0, 18.0, 17.435897435897434)","(12.0, 14.5, 14.0)","(51.0, 90.0, 84.16666666666667)"
15-12-2022 13:48:03.757597,"(2.35, 2.86, 2.844864864864865)","(6.0, 6.8, 6.723655913978495)","(2.7, 2.82, 2.8050406504065037)","(12.0, 18.0, 17.435897435897434)","(12.0, 14.0, 13.975)","(51.0, 90.0, 84.16666666666667)"
15-12-2022 13:48:04.793515,"(2.35, 2.88, 2.8716666666666666)","(5.5, 6.8, 6.7118012422360245)","(2.6, 2.8, 2.781090909090909)","(12.0, 18.0, 17.37142857142857)","(12.0, 14.0, 13.967213114754099)","(51.0, 90.0, 83.10344827586206)"
15-12-2022 13:48:05.709355,"(2.35, 2.88, 2.8791304347826085)","(5.5, 6.8, 6.7118012422360245)","(2.6, 2.8, 2.7782075471698113)","(12.0, 18.0, 17.37142857142857)","(12.0, 14.0, 13.977272727272727)","(51.0, 90.0, 83.10344827586206)"
15-12-2022 13:48:06.635401,"(2.35, 2.92, 2.9151162790697676)","(5.5, 6.8, 6.679365079365079)","(2.6, 2.78, 2.7782075471698113)","(12.0, 18.0, 17.414634146341463)","(12.0, 14.0, 13.977272727272727)","(51.0, 90.0, 83.10344827586206)"
15-12-2022 13:48:07.708005,"(2.35, 2.92, 2.909047619047619)","(6.0, 6.8, 6.667567567567567)","(2.6, 2.78, 2.7695238095238093)","(12.0, 18.0, 17.50515463917526)","(11.0, 14.0, 13.698863636363637)","(51.0, 90.0, 86.66666666666667)"
15-12-2022 13:48:08.773568,"(2.35, 2.94, 2.913548387096774)","(6.0, 6.8, 6.650381679389312)","(2.6, 2.78, 2.7695238095238093)","(12.0, 18.0, 17.50515463917526)","(12.0, 14.0, 13.678571428571429)","(51.0, 90.0, 87.29166666666667)"
15-12-2022 13:48:09.853882,"(2.35, 2.94, 2.9089795918367347)","(6.0, 6.8, 6.647619047619047)","(2.6, 2.78, 2.7634567901234566)","(12.0, 18.0, 17.466666666666665)","(12.0, 14.0, 13.642045454545455)","(51.0, 90.0, 87.29166666666667)"
15-12-2022 13:48:11.005403,"(2.35, 2.94, 2.934450867052023)","(6.0, 6.8, 6.6048780487804875)","(2.6, 2.76, 2.7503092783505156)","(12.0, 18.0, 17.476635514018692)","(11.0, 14.0, 13.642045454545455)","(51.0, 90.0, 87.29166666666667)"
15-12-2022 13:48:13.229487,"(2.35, 2.92, 2.9086792452830186)","(6.0, 6.8, 6.605405405405405)","(2.6, 2.76, 2.7628169014084505)","(12.0, 18.0, 17.45098039215686)","(11.0, 13.5, 13.384615384615385)","(51.0, 90.0, 87.29166666666667)"
15-12-2022 13:48:14.792739,"(2.35, 2.92, 2.9)","(6.0, 6.8, 6.68)","(2.6, 2.78, 2.7649645390070923)","(13.0, 18.0, 17.422680412371133)","(11.0, 13.5, 13.367469879518072)","(51.0, 90.0, 86.875)"
15-12-2022 13:48:15.799254,"(2.4, 2.9, 2.8945588235294117)","(6.0, 6.8, 6.68)","(2.6, 2.78, 2.7649645390070923)","(13.0, 18.0, 17.427083333333332)","(11.0, 13.5, 13.367469879518072)","(51.0, 90.0, 86.875)"
15-12-2022 13:48:16.981646,"(2.4, 2.9, 2.8940217391304346)","(6.0, 6.8, 6.75045871559633)","(2.6, 2.76, 2.759210526315789)","(13.0, 18.0, 17.427083333333332)","(11.0, 13.5, 12.68)","(51.0, 90.0, 86.875)"
15-12-2022 13:48:18.099474,"(2.4, 2.9, 2.8919587628865977)","(6.0, 6.8, 6.772916666666666)","(2.6, 2.76, 2.7719402985074626)","(13.0, 18.0, 17.315384615384616)","(11.0, 13.0, 13.632911392405063)","(51.0, 90.0, 87.32142857142857)"
15-12-2022 13:48:19.487609,"(2.4, 2.92, 2.906875)","(6.0, 6.8, 6.672992700729926)","(2.6, 2.78, 2.775646258503401)","(13.0, 17.5, 17.315384615384616)","(11.0, 14.0, 13.424460431654676)","(51.0, 90.0, 87.32142857142857)"
15-12-2022 13:48:20.955167,"(2.4, 2.92, 2.906875)","(6.0, 6.8, 6.70989010989011)","(2.6, 2.78, 2.775646258503401)","(13.0, 17.5, 17.315384615384616)","(11.0, 14.0, 13.433333333333334)","(51.0, 90.0, 87.32142857142857)"
15-12-2022 13:48:22.079678,"(2.4, 2.92, 2.912857142857143)","(6.0, 6.8, 6.743055555555555)","(2.6, 2.78, 2.775646258503401)","(13.0, 17.5, 17.455555555555556)","(11.0, 13.5, 13.277777777777779)","(51.0, 90.0, 87.11538461538461)"
15-12-2022 13:48:23.642675,"(2.4, 2.92, 2.901848739495798)","(6.0, 6.8, 6.7634920634920634)","(2.6, 2.78, 2.777814207650273)","(13.0, 17.5, 17.46153846153846)","(11.0, 13.5, 13.277777777777779)","(51.0, 90.0, 87.11538461538461)"
15-12-2022 13:48:24.950425,"(2.4, 2.92, 2.901848739495798)","(6.0, 6.8, 6.7634920634920634)","(2.6, 2.78, 2.777814207650273)","(13.0, 17.5, 17.46153846153846)","(11.0, 13.5, 13.397727272727273)","(51.0, 90.0, 86.5909090909091)"
15-12-2022 13:48:25.870890,"(2.4, 2.92, 2.9095238095238094)","(6.0, 6.8, 6.6496240601503755)","(2.6, 2.8, 2.7927272727272725)","(13.0, 17.5, 17.458333333333332)","(11.0, 13.5, 13.397727272727273)","(51.0, 90.0, 86.5909090909091)"
15-12-2022 13:48:26.909404,"(2.4, 2.92, 2.903076923076923)","(6.0, 6.8, 6.654098360655738)","(2.6, 2.8, 2.7969999999999997)","(13.0, 17.5, 17.385964912280702)","(11.0, 13.5, 13.182432432432432)","(51.0, 90.0, 87.11538461538461)"
15-12-2022 13:48:28.013802,"(2.4, 2.92, 2.9038095238095236)","(6.0, 6.8, 6.699999999999999)","(2.6, 2.8, 2.804042553191489)","(13.0, 17.5, 17.41111111111111)","(12.0, 13.5, 13.191489361702128)","(51.0, 90.0, 87.11538461538461)"
15-12-2022 13:48:29.220882,"(2.4, 2.9, 2.8728571428571428)","(6.0, 6.8, 6.747619047619048)","(2.6, 2.82, 2.803883495145631)","(13.0, 17.5, 17.336363636363636)","(12.0, 13.5, 13.191489361702128)","(51.0, 90.0, 87.11538461538461)"
15-12-2022 13:48:30.274536,"(2.4, 2.86, 2.8535922330097088)","(6.0, 6.8, 6.747619047619048)","(2.6, 2.82, 2.803883495145631)","(13.0, 17.5, 17.336363636363636)","(12.0, 13.5, 13.105882352941176)","(51.0, 90.0, 87.29166666666667)"
