,Hello Gorgeous Nz,Abbee Bee,Fleet Of Foot,Justfollowmehome,Ee Jay Why,Krafty Louise,Debrenika,Carmela Domenica,Bettor Be Bucks,My Precious Mama
11-01-2023 20:09:08.230460,"(1.85, 99999, 99990)","(7.0, 9.6, 9.266666666666667)","(91.0, 170.0, 148.57142857142856)","(4.0, 4.6, 4.5)","(8.0, 10.0, 9.3)","(91.0, 140.0, 127.5)","(19.0, 29.0, 26.5)","(10.0, 13.0, 12.55)","(21.0, 30.0, 28.0)","(101.0, 180.0, 167.5)"
11-01-2023 20:09:10.049307,"(1.85, 99999, 99990)","(7.0, 9.6, 9.36)","(91.0, 170.0, 148.57142857142856)","(4.0, 4.6, 4.5875)","(8.0, 9.6, 9.2)","(91.0, 140.0, 127.5)","(19.0, 29.0, 26.0)","(10.0, 13.0, 12.55)","(21.0, 32.0, 27.714285714285715)","(101.0, 180.0, 167.5)"
11-01-2023 20:09:11.676106,"(1.85, 99999, 99990)","(7.0, 9.6, 9.36)","(91.0, 170.0, 148.57142857142856)","(4.0, 4.7, 4.5875)","(8.0, 9.6, 9.2)","(91.0, 140.0, 127.5)","(19.0, 32.0, 26.0)","(10.0, 13.0, 12.55)","(21.0, 32.0, 28.0)","(101.0, 180.0, 167.5)"
11-01-2023 20:09:13.239312,"(1.85, 99999, 99990)","(7.0, 9.6, 9.36)","(91.0, 170.0, 148.57142857142856)","(4.0, 4.7, 4.5875)","(8.0, 9.6, 9.066666666666666)","(91.0, 140.0, 110.0)","(19.0, 30.0, 25.333333333333332)","(10.0, 13.0, 12.55)","(21.0, 30.0, 28.571428571428573)","(101.0, 180.0, 167.5)"
11-01-2023 20:09:14.812324,"(1.85, 99999, 99990)","(7.0, 9.6, 9.36)","(91.0, 170.0, 148.57142857142856)","(4.0, 4.7, 4.5875)","(8.0, 9.6, 9.066666666666666)","(91.0, 140.0, 110.0)","(19.0, 28.0, 25.333333333333332)","(10.0, 13.0, 12.55)","(21.0, 30.0, 28.571428571428573)","(101.0, 180.0, 162.85714285714286)"
11-01-2023 20:09:16.314372,"(1.85, 99999, 99990)","(7.0, 9.6, 9.36)","(91.0, 170.0, 123.33333333333333)","(4.0, 4.7, 4.5875)","(8.0, 9.6, 9.066666666666666)","(91.0, 140.0, 110.0)","(19.0, 28.0, 25.333333333333332)","(10.0, 13.0, 12.55)","(21.0, 30.0, 28.571428571428573)","(101.0, 180.0, 162.85714285714286)"
11-01-2023 20:09:17.928706,"(1.85, 99999, 99990)","(7.0, 9.6, 9.36)","(91.0, 170.0, 114.0)","(4.0, 4.7, 4.5875)","(8.0, 9.6, 9.066666666666666)","(91.0, 140.0, 110.0)","(19.0, 28.0, 25.333333333333332)","(10.0, 13.0, 12.55)","(21.0, 30.0, 28.571428571428573)","(101.0, 180.0, 162.85714285714286)"
11-01-2023 20:09:19.363999,"(1.85, 99999, 99990)","(7.0, 9.6, 9.36)","(91.0, 170.0, 114.0)","(4.0, 4.7, 4.5875)","(8.0, 9.6, 9.305263157894736)","(91.0, 140.0, 110.0)","(19.0, 28.0, 27.5)","(10.0, 13.0, 12.55)","(21.0, 30.0, 28.0)","(101.0, 180.0, 162.85714285714286)"
11-01-2023 20:09:20.829889,"(1.85, 99999, 99990)","(7.0, 9.6, 9.36)","(91.0, 170.0, 114.0)","(4.0, 4.7, 4.5875)","(8.0, 9.6, 8.879999999999999)","(91.0, 140.0, 110.0)","(19.0, 32.0, 26.11111111111111)","(10.0, 13.0, 12.554054054054054)","(21.0, 30.0, 28.0)","(101.0, 180.0, 162.85714285714286)"
11-01-2023 20:09:22.250820,"(1.85, 99999, 99990)","(7.0, 9.6, 9.36)","(91.0, 170.0, 114.0)","(4.0, 4.7, 4.5875)","(8.0, 9.2, 8.879999999999999)","(91.0, 140.0, 110.0)","(19.0, 30.0, 27.8)","(10.0, 13.0, 12.554054054054054)","(21.0, 30.0, 28.0)","(101.0, 180.0, 162.85714285714286)"
11-01-2023 20:09:23.672461,"(1.85, 99999, 99990)","(7.0, 9.6, 9.36)","(91.0, 170.0, 114.0)","(4.0, 4.7, 4.5875)","(8.0, 9.2, 8.879999999999999)","(91.0, 140.0, 110.0)","(19.0, 29.0, 27.333333333333332)","(10.0, 13.0, 12.554054054054054)","(21.0, 30.0, 28.0)","(101.0, 180.0, 162.85714285714286)"
11-01-2023 20:09:25.135003,"(1.85, 99999, 99990)","(7.0, 9.6, 9.57777777777778)","(91.0, 170.0, 143.75)","(4.0, 4.7, 4.5875)","(8.0, 9.2, 8.879999999999999)","(91.0, 140.0, 110.0)","(19.0, 30.0, 29.529411764705884)","(10.0, 13.0, 12.554054054054054)","(21.0, 30.0, 28.0)","(101.0, 180.0, 167.5)"
11-01-2023 20:09:26.801048,"(1.85, 99999, 99990)","(7.0, 9.8, 9.383333333333335)","(91.0, 170.0, 140.0)","(4.0, 4.7, 4.5875)","(8.0, 9.2, 9.24)","(91.0, 140.0, 110.0)","(19.0, 30.0, 27.857142857142858)","(10.0, 13.0, 12.554054054054054)","(21.0, 30.0, 28.5)","(101.0, 180.0, 167.5)"
11-01-2023 20:09:28.313707,"(1.85, 99999, 99990)","(7.0, 9.8, 9.383333333333335)","(91.0, 170.0, 140.0)","(4.0, 4.7, 4.5875)","(8.0, 9.8, 9.12)","(91.0, 140.0, 110.0)","(19.0, 30.0, 27.857142857142858)","(10.0, 13.0, 12.554054054054054)","(21.0, 30.0, 28.5)","(101.0, 180.0, 167.5)"
11-01-2023 20:09:30.084876,"(1.85, 99999, 99990)","(7.0, 9.8, 9.266666666666667)","(91.0, 170.0, 140.0)","(4.0, 4.7, 4.5875)","(8.0, 9.6, 8.8)","(91.0, 140.0, 106.25)","(19.0, 30.0, 27.857142857142858)","(10.0, 13.0, 12.55)","(21.0, 30.0, 28.5)","(101.0, 180.0, 167.5)"
11-01-2023 20:09:31.673804,"(1.85, 99999, 99990)","(7.0, 9.6, 9.422222222222222)","(91.0, 170.0, 123.33333333333333)","(4.0, 4.7, 4.5875)","(8.0, 9.6, 9.133333333333333)","(91.0, 140.0, 106.25)","(19.0, 30.0, 28.875)","(10.0, 13.0, 12.55)","(21.0, 30.0, 29.5)","(101.0, 180.0, 167.5)"
11-01-2023 20:09:33.213989,"(1.85, 99999, 99990)","(7.0, 9.6, 9.261538461538462)","(91.0, 170.0, 123.33333333333333)","(4.0, 4.7, 4.5875)","(8.0, 9.4, 9.222222222222221)","(91.0, 140.0, 106.25)","(19.0, 30.0, 29.36842105263158)","(10.0, 13.0, 12.55)","(21.0, 32.0, 27.333333333333332)","(101.0, 180.0, 167.5)"
11-01-2023 20:09:34.786791,"(1.85, 99999, 99990)","(7.0, 10.0, 9.111111111111112)","(91.0, 170.0, 152.5)","(4.0, 4.7, 4.630769230769231)","(8.0, 9.4, 9.222222222222221)","(91.0, 140.0, 106.25)","(19.0, 30.0, 27.855072463768117)","(10.0, 13.0, 11.19718309859155)","(21.0, 32.0, 27.333333333333332)","(101.0, 180.0, 167.5)"
11-01-2023 20:09:36.236627,"(1.85, 99999, 99990)","(7.0, 10.0, 9.111111111111112)","(91.0, 170.0, 146.0)","(4.0, 4.7, 4.630769230769231)","(8.0, 9.4, 9.222222222222221)","(91.0, 140.0, 106.25)","(19.0, 34.0, 27.564516129032256)","(10.0, 13.0, 11.19718309859155)","(21.0, 32.0, 27.333333333333332)","(101.0, 180.0, 167.5)"
11-01-2023 20:09:37.636738,"(1.85, 99999, 99990)","(7.0, 10.0, 9.111111111111112)","(91.0, 170.0, 146.0)","(4.0, 4.7, 4.5875)","(8.0, 9.4, 8.786666666666667)","(91.0, 140.0, 106.25)","(19.0, 34.0, 29.181818181818183)","(10.0, 13.0, 11.215384615384615)","(21.0, 32.0, 26.75)","(101.0, 180.0, 167.5)"
11-01-2023 20:09:39.176314,"(1.85, 99999, 99990)","(7.0, 10.0, 9.111111111111112)","(91.0, 170.0, 146.0)","(4.0, 4.7, 4.666666666666667)","(8.0, 10.0, 8.92)","(91.0, 140.0, 106.25)","(19.0, 34.0, 30.145454545454545)","(10.0, 13.0, 11.215384615384615)","(21.0, 32.0, 28.4)","(101.0, 180.0, 167.5)"
11-01-2023 20:09:40.783539,"(1.85, 99999, 99990)","(7.0, 10.0, 9.111111111111112)","(91.0, 170.0, 182.0)","(4.0, 4.8, 4.7)","(8.0, 9.4, 8.714285714285714)","(91.0, 140.0, 106.25)","(19.0, 34.0, 30.145454545454545)","(10.0, 13.0, 11.215384615384615)","(21.0, 32.0, 29.0)","(101.0, 180.0, 167.5)"
11-01-2023 20:09:42.345950,"(1.85, 99999, 99990)","(7.0, 10.0, 9.111111111111112)","(91.0, 230.0, 176.0)","(4.0, 4.8, 4.6923076923076925)","(8.0, 9.4, 9.0)","(91.0, 140.0, 106.25)","(19.0, 34.0, 30.145454545454545)","(10.0, 13.0, 11.215384615384615)","(21.0, 32.0, 29.0)","(101.0, 180.0, 162.85714285714286)"
11-01-2023 20:09:43.894534,"(1.85, 99999, 99990)","(7.0, 10.0, 9.111111111111112)","(91.0, 220.0, 140.0)","(4.0, 4.8, 4.7384615384615385)","(8.0, 9.4, 9.553846153846154)","(91.0, 140.0, 106.25)","(19.0, 34.0, 30.145454545454545)","(8.5, 13.0, 11.215384615384615)","(21.0, 32.0, 29.0)","(101.0, 180.0, 162.85714285714286)"
11-01-2023 20:09:45.415687,"(1.85, 99999, 99990)","(7.0, 10.0, 9.446153846153846)","(91.0, 220.0, 140.0)","(4.0, 4.8, 4.730434782608696)","(8.0, 9.8, 9.246153846153847)","(91.0, 140.0, 110.0)","(19.0, 34.0, 28.517241379310345)","(8.5, 13.0, 12.166666666666666)","(21.0, 32.0, 27.5)","(101.0, 180.0, 162.85714285714286)"
11-01-2023 20:09:46.958267,"(1.85, 99999, 99990)","(7.0, 9.8, 9.338461538461539)","(91.0, 220.0, 140.0)","(4.0, 4.8, 4.730434782608696)","(8.0, 9.4, 9.246153846153847)","(91.0, 140.0, 110.0)","(19.0, 34.0, 28.517241379310345)","(8.5, 12.5, 12.166666666666666)","(21.0, 30.0, 27.5)","(101.0, 180.0, 162.85714285714286)"
11-01-2023 20:09:48.430138,"(1.85, 99999, 99990)","(7.5, 9.8, 9.338461538461539)","(91.0, 220.0, 140.0)","(4.0, 4.8, 4.7384615384615385)","(7.5, 9.4, 9.246153846153847)","(91.0, 140.0, 110.0)","(19.0, 34.0, 28.517241379310345)","(8.5, 12.5, 12.166666666666666)","(21.0, 30.0, 28.88888888888889)","(101.0, 180.0, 162.85714285714286)"
11-01-2023 20:09:49.915030,"(1.85, 99999, 99990)","(7.5, 9.8, 9.2)","(91.0, 220.0, 188.0)","(4.0, 4.8, 4.666666666666667)","(7.5, 9.4, 9.222222222222221)","(91.0, 140.0, 110.0)","(19.0, 34.0, 29.43103448275862)","(8.5, 12.5, 12.166666666666666)","(21.0, 30.0, 29.166666666666668)","(101.0, 180.0, 193.33333333333334)"
11-01-2023 20:09:51.436183,"(1.85, 99999, 99990)","(7.5, 9.8, 9.2)","(91.0, 210.0, 188.0)","(4.0, 4.8, 4.666666666666667)","(7.5, 9.4, 9.222222222222221)","(91.0, 140.0, 110.0)","(19.0, 34.0, 30.344827586206897)","(8.5, 12.5, 11.205882352941176)","(21.0, 30.0, 29.5)","(101.0, 220.0, 193.33333333333334)"
11-01-2023 20:09:53.050896,"(1.85, 99999, 99990)","(7.5, 9.6, 9.3)","(91.0, 210.0, 196.0)","(4.0, 4.8, 4.685714285714285)","(7.5, 10.0, 9.4)","(91.0, 140.0, 110.0)","(19.0, 34.0, 30.344827586206897)","(8.5, 13.0, 11.205882352941176)","(21.0, 32.0, 29.5)","(101.0, 220.0, 193.33333333333334)"
11-01-2023 20:09:54.693606,"(1.85, 99999, 99990)","(7.5, 9.6, 9.208333333333334)","(91.0, 220.0, 196.0)","(4.0, 4.8, 4.685714285714285)","(7.5, 9.8, 9.2)","(91.0, 140.0, 110.0)","(19.0, 34.0, 30.344827586206897)","(8.5, 13.0, 11.215384615384615)","(21.0, 32.0, 29.5)","(101.0, 220.0, 193.33333333333334)"
11-01-2023 20:09:56.298256,"(1.85, 99999, 99990)","(7.5, 10.0, 9.355555555555556)","(91.0, 220.0, 196.0)","(4.0, 4.8, 4.685714285714285)","(7.5, 9.8, 9.2)","(91.0, 140.0, 110.0)","(19.0, 34.0, 30.344827586206897)","(8.5, 13.0, 12.166666666666666)","(21.0, 32.0, 28.5)","(101.0, 220.0, 193.33333333333334)"
11-01-2023 20:09:58.127849,"(1.85, 99999, 99990)","(7.5, 9.8, 9.355555555555556)","(91.0, 220.0, 196.0)","(4.0, 4.8, 4.685714285714285)","(7.5, 9.8, 9.133333333333333)","(91.0, 140.0, 110.0)","(19.0, 34.0, 29.09259259259259)","(8.5, 12.5, 11.7)","(21.0, 30.0, 28.333333333333332)","(101.0, 220.0, 193.33333333333334)"
11-01-2023 20:09:59.958230,"(1.85, 99999, 99990)","(7.5, 9.8, 9.457142857142857)","(91.0, 220.0, 200.0)","(4.0, 4.8, 4.685714285714285)","(7.5, 9.4, 8.92)","(91.0, 140.0, 110.0)","(19.0, 34.0, 29.09259259259259)","(8.5, 12.5, 11.807692307692308)","(21.0, 30.0, 28.5)","(101.0, 220.0, 193.33333333333334)"
11-01-2023 20:10:01.524055,"(1.85, 99999, 99990)","(7.5, 9.8, 9.457142857142857)","(91.0, 220.0, 200.0)","(4.0, 4.8, 4.685714285714285)","(7.5, 9.4, 8.92)","(91.0, 140.0, 110.0)","(19.0, 34.0, 29.09259259259259)","(8.5, 12.5, 11.807692307692308)","(21.0, 32.0, 27.8)","(101.0, 220.0, 206.0)"
11-01-2023 20:10:03.107708,"(1.85, 99999, 99990)","(7.5, 9.8, 9.5)","(91.0, 220.0, 200.0)","(4.0, 4.8, 4.685714285714285)","(7.5, 9.4, 8.92)","(91.0, 140.0, 110.0)","(19.0, 34.0, 29.09259259259259)","(8.5, 12.5, 11.807692307692308)","(21.0, 32.0, 25.321428571428573)","(101.0, 220.0, 206.0)"
11-01-2023 20:10:04.651734,"(1.85, 99999, 99990)","(7.5, 9.8, 9.326315789473684)","(91.0, 220.0, 200.0)","(4.0, 4.8, 4.685714285714285)","(7.5, 9.4, 9.0)","(91.0, 140.0, 112.5)","(19.0, 34.0, 30.344827586206897)","(8.5, 12.5, 11.807692307692308)","(21.0, 34.0, 26.285714285714285)","(101.0, 220.0, 207.27272727272725)"
11-01-2023 20:10:06.226160,"(1.85, 99999, 99990)","(7.5, 10.0, 9.326315789473684)","(91.0, 220.0, 192.85714285714286)","(4.0, 4.8, 4.685714285714285)","(7.5, 9.4, 9.0)","(91.0, 140.0, 112.5)","(19.0, 34.0, 30.344827586206897)","(8.5, 12.5, 11.807692307692308)","(21.0, 34.0, 29.0)","(101.0, 220.0, 207.27272727272725)"
11-01-2023 20:10:07.761006,"(1.85, 99999, 99990)","(7.5, 10.0, 9.326315789473684)","(91.0, 230.0, 208.33333333333334)","(4.0, 4.8, 4.685714285714285)","(7.5, 9.4, 9.0)","(91.0, 140.0, 112.5)","(19.0, 34.0, 30.344827586206897)","(8.5, 12.5, 11.807692307692308)","(21.0, 32.0, 29.0)","(101.0, 220.0, 207.27272727272725)"
11-01-2023 20:10:09.291684,"(1.85, 99999, 99990)","(7.5, 10.0, 9.326315789473684)","(91.0, 230.0, 208.33333333333334)","(4.0, 4.8, 4.685714285714285)","(7.5, 9.4, 9.0)","(91.0, 140.0, 112.5)","(19.0, 34.0, 30.344827586206897)","(8.5, 12.5, 11.807692307692308)","(21.0, 32.0, 29.0)","(101.0, 220.0, 207.27272727272725)"
11-01-2023 20:10:10.829689,"(1.85, 99999, 99990)","(7.5, 10.0, 9.326315789473684)","(91.0, 230.0, 208.33333333333334)","(4.0, 4.8, 4.685714285714285)","(7.5, 9.4, 9.0)","(91.0, 140.0, 112.5)","(19.0, 34.0, 30.214285714285715)","(8.5, 12.5, 11.807692307692308)","(21.0, 32.0, 29.2)","(101.0, 220.0, 207.27272727272725)"
11-01-2023 20:10:12.374820,"(1.85, 99999, 99990)","(7.5, 10.0, 9.326315789473684)","(91.0, 230.0, 218.1818181818182)","(4.0, 4.8, 4.685714285714285)","(7.5, 9.4, 9.0)","(91.0, 140.0, 112.5)","(19.0, 34.0, 29.350877192982455)","(8.5, 12.5, 11.807692307692308)","(21.0, 32.0, 29.2)","(101.0, 220.0, 207.27272727272725)"
11-01-2023 20:10:13.884338,"(1.85, 99999, 99990)","(7.5, 10.0, 9.65)","(91.0, 230.0, 218.1818181818182)","(4.0, 4.8, 4.685714285714285)","(7.5, 9.4, 9.0)","(91.0, 140.0, 112.5)","(19.0, 34.0, 30.153846153846153)","(8.5, 12.5, 11.807692307692308)","(21.0, 32.0, 29.0)","(101.0, 220.0, 207.27272727272725)"
11-01-2023 20:10:15.335429,"(1.85, 99999, 99990)","(7.5, 9.8, 9.700000000000001)","(91.0, 230.0, 218.1818181818182)","(4.0, 4.8, 4.795833333333333)","(7.5, 9.4, 9.0)","(91.0, 140.0, 112.5)","(19.0, 34.0, 30.153846153846153)","(8.5, 12.5, 11.807692307692308)","(21.0, 32.0, 29.0)","(101.0, 220.0, 207.27272727272725)"
11-01-2023 20:10:16.823831,"(1.85, 99999, 99990)","(7.5, 10.0, 9.494736842105263)","(91.0, 230.0, 204.0)","(4.0, 4.8, 4.723232323232323)","(7.5, 9.4, 9.0)","(91.0, 140.0, 112.5)","(19.0, 34.0, 30.153846153846153)","(8.5, 12.5, 11.807692307692308)","(21.0, 32.0, 29.0)","(101.0, 220.0, 207.27272727272725)"
11-01-2023 20:10:18.338696,"(1.85, 99999, 99990)","(7.5, 10.0, 9.494736842105263)","(91.0, 230.0, 206.0)","(4.0, 4.9, 4.854285714285715)","(7.5, 9.4, 9.066666666666666)","(91.0, 140.0, 112.5)","(19.0, 34.0, 30.153846153846153)","(8.5, 12.5, 11.825)","(21.0, 32.0, 29.0)","(101.0, 220.0, 207.27272727272725)"
11-01-2023 20:10:19.914792,"(1.85, 99999, 99990)","(7.5, 9.8, 9.600000000000001)","(91.0, 230.0, 206.0)","(4.0, 4.9, 5.024324324324324)","(7.5, 9.4, 9.066666666666666)","(91.0, 140.0, 112.5)","(19.0, 34.0, 30.153846153846153)","(8.5, 12.5, 11.825)","(21.0, 32.0, 28.4)","(101.0, 220.0, 202.85714285714286)"
11-01-2023 20:10:21.443239,"(1.85, 99999, 99990)","(7.5, 9.8, 9.600000000000001)","(91.0, 230.0, 208.33333333333334)","(4.0, 5.1, 4.936842105263158)","(7.5, 9.4, 9.066666666666666)","(91.0, 140.0, 112.5)","(19.0, 34.0, 30.153846153846153)","(8.5, 12.5, 12.178571428571429)","(21.0, 32.0, 28.4)","(101.0, 220.0, 202.85714285714286)"
11-01-2023 20:10:22.928179,"(1.85, 99999, 99990)","(7.5, 9.8, 9.600000000000001)","(91.0, 230.0, 208.33333333333334)","(4.0, 5.0, 5.074999999999999)","(7.5, 9.4, 9.066666666666666)","(91.0, 140.0, 112.5)","(19.0, 34.0, 30.153846153846153)","(8.5, 12.5, 12.178571428571429)","(21.0, 32.0, 28.4)","(101.0, 220.0, 202.85714285714286)"
11-01-2023 20:10:24.470245,"(1.85, 99999, 99990)","(7.5, 9.8, 9.644444444444444)","(91.0, 230.0, 208.33333333333334)","(4.0, 5.1, 5.0636363636363635)","(7.5, 9.4, 9.066666666666666)","(91.0, 140.0, 112.5)","(19.0, 34.0, 30.153846153846153)","(8.5, 12.5, 12.178571428571429)","(21.0, 32.0, 28.666666666666668)","(101.0, 220.0, 200.0)"
11-01-2023 20:10:25.975564,"(1.85, 99999, 99990)","(7.5, 10.0, 9.647058823529411)","(91.0, 230.0, 208.33333333333334)","(4.0, 5.1, 5.022368421052632)","(7.5, 9.4, 8.755555555555555)","(91.0, 140.0, 112.5)","(19.0, 34.0, 29.098039215686274)","(8.5, 12.5, 12.178571428571429)","(21.0, 30.0, 30.0)","(101.0, 220.0, 215.0)"
11-01-2023 20:10:27.501386,"(1.85, 99999, 99990)","(7.5, 10.0, 9.647058823529411)","(91.0, 230.0, 208.33333333333334)","(4.0, 5.2, 5.010126582278481)","(7.5, 9.2, 8.755555555555555)","(91.0, 140.0, 112.5)","(19.0, 34.0, 29.098039215686274)","(8.5, 12.5, 12.178571428571429)","(21.0, 32.0, 27.0)","(101.0, 230.0, 215.0)"
11-01-2023 20:10:28.938267,"(1.9, 99999, 99990)","(7.5, 10.0, 9.647058823529411)","(81.0, 230.0, 208.33333333333334)","(4.0, 5.2, 5.010126582278481)","(7.5, 9.2, 8.755555555555555)","(81.0, 140.0, 112.5)","(20.0, 34.0, 29.098039215686274)","(8.5, 12.5, 12.178571428571429)","(21.0, 32.0, 27.0)","(101.0, 230.0, 215.0)"
11-01-2023 20:10:30.425047,"(1.9, 99999, 99990)","(7.5, 10.0, 9.647058823529411)","(81.0, 230.0, 208.33333333333334)","(4.0, 5.2, 5.026666666666667)","(7.5, 9.2, 8.755555555555555)","(81.0, 140.0, 112.5)","(20.0, 34.0, 29.098039215686274)","(8.5, 12.5, 11.825)","(21.0, 32.0, 27.0)","(101.0, 230.0, 216.66666666666669)"
11-01-2023 20:10:31.994932,"(1.9, 99999, 99990)","(7.5, 10.0, 9.647058823529411)","(81.0, 230.0, 208.33333333333334)","(4.0, 5.2, 5.026666666666667)","(7.5, 9.2, 8.755555555555555)","(81.0, 140.0, 112.5)","(20.0, 34.0, 29.098039215686274)","(8.5, 12.5, 11.825)","(21.0, 32.0, 27.0)","(101.0, 230.0, 216.66666666666669)"
11-01-2023 20:10:33.506058,"(1.9, 99999, 99990)","(7.5, 10.0, 9.647058823529411)","(81.0, 230.0, 208.33333333333334)","(4.0, 5.2, 5.026666666666667)","(7.5, 9.2, 8.755555555555555)","(81.0, 140.0, 112.5)","(20.0, 34.0, 29.09259259259259)","(8.5, 12.5, 11.6875)","(21.0, 32.0, 27.0)","(101.0, 230.0, 215.0)"
11-01-2023 20:10:35.029572,"(1.9, 99999, 99990)","(7.5, 10.0, 9.647058823529411)","(81.0, 230.0, 192.85714285714286)","(4.0, 5.2, 5.026666666666667)","(7.5, 9.2, 8.755555555555555)","(81.0, 140.0, 112.5)","(20.0, 34.0, 29.666666666666668)","(8.5, 12.5, 11.65625)","(21.0, 32.0, 25.6)","(101.0, 230.0, 215.0)"
11-01-2023 20:10:36.503720,"(1.9, 99999, 99990)","(7.5, 10.0, 9.823529411764707)","(81.0, 230.0, 192.85714285714286)","(4.0, 5.2, 5.035443037974684)","(7.5, 9.2, 8.755555555555555)","(81.0, 140.0, 112.5)","(20.0, 30.0, 29.6)","(8.5, 12.5, 11.65625)","(21.0, 28.0, 25.6)","(101.0, 230.0, 197.14285714285714)"
11-01-2023 20:10:37.947261,"(1.9, 99999, 99990)","(7.5, 10.0, 9.8125)","(81.0, 230.0, 192.85714285714286)","(4.0, 5.2, 4.864516129032258)","(7.5, 9.2, 8.933333333333334)","(81.0, 140.0, 112.5)","(20.0, 30.0, 29.6)","(8.5, 12.5, 11.65625)","(21.0, 28.0, 25.6)","(101.0, 220.0, 197.14285714285714)"
11-01-2023 20:10:39.598538,"(1.9, 99999, 99990)","(7.5, 10.0, 9.81)","(81.0, 230.0, 192.85714285714286)","(4.0, 5.2, 4.9399999999999995)","(7.5, 9.2, 8.933333333333334)","(81.0, 140.0, 112.5)","(20.0, 30.0, 28.436363636363637)","(8.5, 12.5, 11.65625)","(21.0, 28.0, 25.53846153846154)","(101.0, 220.0, 196.66666666666666)"
11-01-2023 20:10:41.241276,"(1.9, 99999, 99990)","(7.5, 10.0, 9.808695652173913)","(81.0, 230.0, 192.85714285714286)","(4.0, 5.2, 5.129411764705883)","(7.5, 9.2, 9.022222222222222)","(81.0, 140.0, 112.5)","(20.0, 34.0, 29.857142857142858)","(8.5, 12.5, 11.65625)","(21.0, 28.0, 25.6)","(101.0, 220.0, 196.66666666666666)"
11-01-2023 20:10:43.170032,"(1.9, 99999, 99990)","(7.5, 10.0, 9.808695652173913)","(81.0, 230.0, 192.85714285714286)","(4.0, 5.2, 5.166666666666667)","(7.5, 9.8, 9.022222222222222)","(81.0, 140.0, 112.5)","(20.0, 32.0, 29.857142857142858)","(8.5, 12.5, 11.65625)","(21.0, 28.0, 25.6)","(101.0, 220.0, 196.66666666666666)"
11-01-2023 20:10:45.132477,"(1.9, 99999, 99990)","(7.5, 10.0, 9.808695652173913)","(81.0, 230.0, 192.85714285714286)","(4.0, 5.2, 5.1625000000000005)","(7.5, 9.4, 8.844444444444445)","(81.0, 140.0, 112.5)","(20.0, 32.0, 29.857142857142858)","(8.5, 12.5, 11.65625)","(21.0, 28.0, 25.53846153846154)","(101.0, 220.0, 196.66666666666666)"
11-01-2023 20:10:46.953788,"(1.9, 99999, 99990)","(7.5, 10.0, 9.81)","(81.0, 230.0, 192.85714285714286)","(4.0, 5.2, 4.982857142857143)","(7.5, 9.4, 8.72)","(81.0, 140.0, 112.5)","(20.0, 32.0, 30.666666666666668)","(8.5, 12.5, 11.65625)","(21.0, 28.0, 25.6)","(101.0, 220.0, 196.66666666666666)"
11-01-2023 20:10:48.400544,"(1.9, 99999, 99990)","(7.5, 10.0, 9.81)","(81.0, 230.0, 192.85714285714286)","(4.0, 5.0, 4.957142857142857)","(7.5, 9.2, 8.8)","(81.0, 140.0, 112.5)","(20.0, 32.0, 29.178571428571427)","(8.5, 12.5, 11.65625)","(21.0, 28.0, 25.6)","(101.0, 220.0, 196.66666666666666)"
11-01-2023 20:10:49.886935,"(1.9, 99999, 99990)","(7.5, 10.0, 9.239999999999998)","(81.0, 230.0, 192.85714285714286)","(4.0, 5.0, 5.083333333333334)","(7.5, 9.2, 8.8)","(81.0, 140.0, 112.5)","(20.0, 34.0, 29.178571428571427)","(8.5, 12.5, 11.65625)","(21.0, 28.0, 25.6)","(101.0, 220.0, 196.66666666666666)"
11-01-2023 20:12:43.239898,"(2.05, 99999, 99990)","(7.5, 10.0, 9.239999999999998)","(81.0, 230.0, 192.85714285714286)","(4.2, 5.2, 5.083333333333334)","(7.0, 9.2, 7.947368421052631)","(71.0, 140.0, 122.5)","(19.0, 34.0, 24.90909090909091)","(7.5, 12.5, 9.16)","(21.0, 28.0, 27.75)","(101.0, 220.0, 163.33333333333334)"
11-01-2023 20:12:44.703341,"(2.05, 99999, 99990)","(7.5, 10.0, 9.833333333333334)","(81.0, 150.0, 142.0)","(4.2, 5.4, 5.204347826086957)","(7.0, 8.2, 7.75)","(71.0, 150.0, 127.5)","(19.0, 26.0, 24.90909090909091)","(7.5, 9.4, 9.16)","(21.0, 30.0, 28.875)","(101.0, 190.0, 163.33333333333334)"
11-01-2023 20:12:46.409364,"(2.05, 99999, 99990)","(7.5, 10.0, 9.833333333333334)","(81.0, 190.0, 158.33333333333331)","(4.2, 5.4, 5.1125)","(7.0, 8.2, 7.863157894736842)","(71.0, 160.0, 113.33333333333333)","(19.0, 26.0, 24.90909090909091)","(7.5, 9.4, 9.1)","(21.0, 30.0, 27.614035087719298)","(101.0, 190.0, 175.0)"
11-01-2023 20:12:47.923612,"(2.05, 99999, 99990)","(7.5, 10.0, 9.833333333333334)","(81.0, 170.0, 143.33333333333334)","(4.2, 5.4, 5.1125)","(7.0, 8.4, 7.96)","(71.0, 150.0, 125.0)","(19.0, 26.0, 24.90909090909091)","(7.5, 9.6, 9.04)","(21.0, 34.0, 27.583333333333332)","(101.0, 200.0, 166.66666666666666)"
