,Bonnies Cam,Three Rivers Nz,King Of Trumps Nz,Arnold Street,Yep Got Chooks,Williewa Lightning,Shadow Minister Nz,Might As Well Nz,Be Rock Hard Nz
06-01-2023 16:20:19.831893,"(2.7, 3.9, 4.0)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 65.0, 47.285714285714285)","(6.5, 12.0, 11.214285714285715)","(71.0, 210.0, 150.0)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:20:21.242545,"(2.7, 4.2, 4.0)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 65.0, 47.285714285714285)","(6.5, 12.0, 11.214285714285715)","(71.0, 210.0, 150.0)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:20:22.681410,"(2.7, 4.2, 3.933333333333333)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 65.0, 47.285714285714285)","(6.5, 12.0, 11.214285714285715)","(71.0, 210.0, 150.0)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:20:24.034144,"(2.7, 4.6, 4.422222222222222)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 65.0, 47.285714285714285)","(6.5, 12.0, 11.214285714285715)","(71.0, 210.0, 150.0)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:20:25.388973,"(2.7, 4.5, 4.11)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 65.0, 47.285714285714285)","(6.5, 12.0, 11.214285714285715)","(71.0, 210.0, 150.0)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:20:26.674229,"(2.7, 4.5, 4.2)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 65.0, 47.285714285714285)","(6.5, 12.0, 11.214285714285715)","(71.0, 210.0, 150.0)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:20:28.015381,"(2.7, 4.4, 4.233333333333333)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 65.0, 45.625)","(6.5, 12.0, 11.214285714285715)","(71.0, 210.0, 150.0)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:20:29.424459,"(2.7, 4.4, 4.233333333333333)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 65.0, 45.625)","(6.5, 12.0, 11.214285714285715)","(71.0, 210.0, 150.0)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:20:30.784009,"(2.7, 4.4, 3.802739726027397)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 65.0, 47.285714285714285)","(6.5, 12.0, 11.190909090909091)","(71.0, 210.0, 150.0)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:20:32.144687,"(2.7, 3.85, 3.802739726027397)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 65.0, 51.22222222222222)","(6.5, 11.5, 11.190909090909091)","(71.0, 210.0, 150.0)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:20:33.484106,"(2.7, 3.85, 3.8047619047619046)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 65.0, 51.22222222222222)","(6.5, 11.5, 11.190909090909091)","(71.0, 210.0, 130.0)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:20:34.772434,"(2.7, 3.85, 3.823611111111111)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 65.0, 51.22222222222222)","(6.5, 11.5, 11.190909090909091)","(71.0, 210.0, 130.0)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:20:36.089831,"(2.7, 3.85, 3.8419753086419752)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 65.0, 51.22222222222222)","(6.5, 11.5, 11.190909090909091)","(71.0, 210.0, 130.0)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:20:37.453966,"(2.7, 3.85, 3.8419753086419752)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 65.0, 51.22222222222222)","(6.5, 11.5, 11.190909090909091)","(71.0, 210.0, 130.0)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:20:38.777519,"(2.7, 3.85, 3.8419753086419752)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 65.0, 51.22222222222222)","(6.5, 11.5, 11.190909090909091)","(71.0, 210.0, 130.0)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:20:40.301200,"(2.7, 3.85, 3.6514925373134326)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 65.0, 53.375)","(6.5, 11.5, 11.190909090909091)","(71.0, 210.0, 130.0)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:20:41.837962,"(2.7, 3.75, 3.6666666666666665)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 65.0, 53.375)","(6.5, 11.5, 10.5)","(71.0, 210.0, 130.0)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:20:43.363197,"(2.7, 3.7, 3.6666666666666665)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 65.0, 65.33333333333333)","(6.5, 11.5, 10.5)","(71.0, 210.0, 130.0)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:20:44.942352,"(2.7, 3.85, 3.4382352941176473)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 65.33333333333333)","(6.5, 12.0, 10.8)","(71.0, 210.0, 130.0)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:20:46.944672,"(2.7, 3.95, 3.6)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 65.33333333333333)","(6.5, 12.0, 10.8)","(71.0, 210.0, 147.5)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:20:48.786063,"(2.7, 3.9, 3.775)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 68.0)","(6.5, 12.0, 10.8)","(71.0, 210.0, 152.5)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:20:50.261512,"(2.7, 4.1, 3.825)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 68.0)","(6.5, 12.0, 10.8)","(71.0, 210.0, 152.5)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:20:51.738138,"(2.7, 4.2, 4.153333333333333)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.5)","(6.5, 12.0, 10.8)","(71.0, 210.0, 152.5)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:20:53.126267,"(2.7, 4.2, 4.153333333333333)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.5)","(6.5, 12.0, 11.0)","(71.0, 210.0, 152.5)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:20:54.451132,"(2.7, 4.4, 4.0)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.5)","(6.5, 11.5, 11.0)","(71.0, 210.0, 152.5)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:20:56.140530,"(2.7, 4.6, 4.033333333333333)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 53.333333333333336)","(6.5, 11.5, 11.0)","(71.0, 210.0, 152.5)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:20:57.530976,"(2.7, 4.6, 4.033333333333333)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 61.0)","(6.5, 11.5, 11.0)","(71.0, 210.0, 152.5)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:20:58.929247,"(2.7, 4.5, 3.9375)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 67.33333333333333)","(6.5, 11.5, 11.0)","(71.0, 210.0, 152.5)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:00.395270,"(2.7, 4.5, 3.7506493506493506)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 64.0)","(6.5, 11.5, 11.0)","(71.0, 210.0, 152.5)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:01.832074,"(2.7, 3.8, 3.8963414634146343)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 59.5)","(6.5, 11.5, 11.0)","(71.0, 210.0, 136.66666666666666)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:03.179342,"(2.7, 3.9, 3.8459302325581395)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 66.14285714285714)","(6.5, 11.5, 11.333333333333334)","(71.0, 210.0, 136.66666666666666)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:04.528301,"(2.7, 3.95, 3.8375)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 60.5)","(6.5, 12.0, 11.333333333333334)","(71.0, 210.0, 136.66666666666666)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:05.831349,"(2.7, 4.1, 3.8375)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 60.5)","(6.5, 12.0, 11.333333333333334)","(71.0, 210.0, 133.33333333333334)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:07.112002,"(2.7, 4.1, 3.8375)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 60.5)","(6.5, 12.0, 11.333333333333334)","(71.0, 210.0, 178.57142857142856)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:08.373642,"(2.7, 4.1, 3.765909090909091)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 60.5)","(6.5, 12.0, 10.666666666666666)","(71.0, 210.0, 178.57142857142856)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:09.641174,"(2.7, 4.0, 3.8823529411764706)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 60.5)","(6.5, 12.0, 10.666666666666666)","(71.0, 210.0, 143.33333333333334)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:10.917804,"(2.7, 4.0, 3.8823529411764706)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 60.5)","(6.5, 12.0, 10.8)","(71.0, 210.0, 143.33333333333334)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:12.191487,"(2.7, 3.65, 3.551829268292683)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 60.5)","(6.5, 12.0, 11.59090909090909)","(71.0, 210.0, 143.33333333333334)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:13.501746,"(2.7, 3.65, 3.551840490797546)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 60.5)","(6.5, 12.0, 11.0)","(71.0, 210.0, 143.33333333333334)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:14.793655,"(2.7, 3.5, 3.2128342245989305)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 60.5)","(6.5, 11.5, 11.0)","(71.0, 210.0, 143.33333333333334)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:16.050420,"(2.7, 3.5, 3.2125654450261782)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 60.5)","(6.5, 11.5, 10.5)","(71.0, 210.0, 143.33333333333334)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:17.318122,"(2.7, 3.4, 3.314285714285714)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 60.5)","(6.5, 12.0, 10.5)","(71.0, 210.0, 143.33333333333334)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:18.552948,"(2.7, 3.4, 3.314285714285714)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 60.5)","(6.5, 12.0, 10.5)","(71.0, 210.0, 143.33333333333334)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:19.775338,"(2.7, 3.4, 3.314285714285714)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 60.5)","(6.5, 12.0, 10.5)","(71.0, 210.0, 143.33333333333334)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:20.922121,"(2.8, 3.4, 3.314285714285714)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(41.0, 75.0, 60.5)","(6.5, 12.0, 10.5)","(71.0, 210.0, 143.33333333333334)","(5.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:22.026387,"(2.8, 3.45, 3.335714285714286)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(41.0, 75.0, 60.5)","(6.5, 11.5, 10.6)","(71.0, 210.0, 143.33333333333334)","(5.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:23.370471,"(2.8, 3.45, 3.335714285714286)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(41.0, 75.0, 60.5)","(6.5, 11.5, 10.555555555555555)","(71.0, 210.0, 143.33333333333334)","(5.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:24.550958,"(2.8, 3.45, 3.335714285714286)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(41.0, 75.0, 60.5)","(6.5, 12.5, 10.555555555555555)","(71.0, 210.0, 143.33333333333334)","(5.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:25.797501,"(2.8, 3.45, 3.335714285714286)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(41.0, 75.0, 60.5)","(6.5, 12.5, 11.0)","(71.0, 210.0, 143.33333333333334)","(5.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:27.004655,"(2.8, 3.45, 3.392857142857143)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(41.0, 75.0, 60.5)","(6.5, 12.0, 11.0)","(71.0, 210.0, 143.33333333333334)","(5.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:28.183433,"(2.8, 3.45, 3.392857142857143)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(41.0, 75.0, 60.5)","(6.5, 12.0, 11.0)","(71.0, 210.0, 143.33333333333334)","(5.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:29.237702,"(2.8, 3.45, 3.392857142857143)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(41.0, 75.0, 60.5)","(6.5, 12.0, 11.0)","(71.0, 210.0, 143.33333333333334)","(5.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:30.441495,"(2.8, 3.65, 3.5646666666666667)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(41.0, 75.0, 56.25)","(6.5, 12.0, 8.97)","(71.0, 210.0, 178.57142857142856)","(5.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:31.664150,"(2.8, 3.65, 3.5646666666666667)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(41.0, 70.0, 57.77777777777778)","(6.5, 10.5, 8.954545454545455)","(71.0, 210.0, 150.0)","(5.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:32.767382,"(2.8, 3.65, 3.505421686746988)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(41.0, 70.0, 57.77777777777778)","(6.5, 10.5, 9.6)","(71.0, 190.0, 150.0)","(5.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:33.895370,"(2.8, 3.7, 3.6333333333333333)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(41.0, 70.0, 57.77777777777778)","(6.5, 10.0, 9.625)","(71.0, 190.0, 157.14285714285714)","(5.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:35.019373,"(2.8, 3.7, 3.6333333333333333)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(41.0, 70.0, 51.666666666666664)","(6.5, 10.5, 9.8)","(71.0, 180.0, 138.88888888888889)","(5.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:36.183477,"(2.8, 3.95, 3.916666666666667)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(41.0, 70.0, 51.666666666666664)","(6.5, 10.0, 9.466666666666667)","(71.0, 170.0, 138.88888888888889)","(5.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:37.327515,"(2.8, 3.95, 3.9426829268292685)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(41.0, 70.0, 51.666666666666664)","(6.5, 10.0, 8.933333333333334)","(71.0, 170.0, 138.88888888888889)","(5.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:38.471180,"(2.8, 3.95, 3.9426829268292685)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(41.0, 70.0, 52.5)","(6.5, 10.0, 8.933333333333334)","(71.0, 170.0, 138.88888888888889)","(5.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:39.643961,"(2.8, 3.95, 3.9426829268292685)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(41.0, 75.0, 59.0)","(6.5, 10.0, 8.933333333333334)","(71.0, 170.0, 138.88888888888889)","(5.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:40.925443,"(2.8, 3.95, 3.9434306569343067)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(41.0, 70.0, 59.0)","(6.5, 10.0, 8.933333333333334)","(71.0, 170.0, 138.88888888888889)","(5.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:42.122518,"(2.8, 3.95, 3.945588235294118)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(41.0, 70.0, 59.0)","(6.5, 10.0, 8.933333333333334)","(71.0, 170.0, 138.88888888888889)","(5.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:43.299882,"(2.8, 3.95, 3.945588235294118)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(41.0, 70.0, 59.0)","(6.5, 10.0, 9.100000000000001)","(71.0, 170.0, 110.0)","(5.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:44.556534,"(2.8, 3.95, 3.9355172413793107)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(41.0, 70.0, 59.0)","(6.5, 9.8, 9.2)","(71.0, 170.0, 127.5)","(5.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:45.749323,"(2.8, 3.95, 3.9355172413793107)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(41.0, 70.0, 59.0)","(6.5, 9.6, 9.2)","(71.0, 160.0, 106.0)","(5.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:46.924899,"(2.8, 3.95, 3.9355172413793107)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(41.0, 70.0, 59.0)","(6.5, 9.6, 9.0)","(71.0, 150.0, 106.0)","(5.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:48.296621,"(2.8, 3.95, 3.8973684210526316)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(41.0, 70.0, 55.333333333333336)","(6.5, 9.6, 9.0)","(71.0, 150.0, 110.0)","(5.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:49.507257,"(2.8, 3.95, 3.8973684210526316)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(41.0, 70.0, 55.333333333333336)","(6.5, 9.6, 9.0)","(71.0, 140.0, 106.66666666666667)","(5.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:50.743327,"(2.8, 3.95, 3.8973684210526316)","(3.0, 99999, 99990)","(81.0, 99999, 99990)","(41.0, 70.0, 55.333333333333336)","(6.5, 9.6, 9.0)","(71.0, 130.0, 106.66666666666667)","(5.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:51.929058,"(3.0, 3.95, 3.8973684210526316)","(2.9, 99999, 99990)","(71.0, 99999, 99990)","(31.0, 70.0, 55.333333333333336)","(6.0, 9.6, 9.0)","(71.0, 130.0, 106.66666666666667)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:53.213614,"(3.0, 3.95, 3.9385714285714286)","(2.9, 99999, 99990)","(71.0, 99999, 99990)","(31.0, 70.0, 55.333333333333336)","(6.0, 9.6, 9.0)","(71.0, 130.0, 106.66666666666667)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:54.411308,"(3.0, 3.95, 3.9385714285714286)","(2.9, 99999, 99990)","(71.0, 99999, 99990)","(31.0, 70.0, 55.333333333333336)","(6.0, 9.6, 9.0)","(71.0, 130.0, 106.66666666666667)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:55.611644,"(3.0, 3.95, 3.8590909090909093)","(2.9, 99999, 99990)","(71.0, 99999, 99990)","(31.0, 70.0, 62.666666666666664)","(6.0, 9.6, 9.0)","(71.0, 130.0, 106.66666666666667)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:56.845030,"(3.0, 3.95, 3.8590909090909093)","(2.9, 99999, 99990)","(71.0, 99999, 99990)","(31.0, 70.0, 60.0)","(6.0, 9.6, 9.0)","(71.0, 130.0, 106.66666666666667)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:57.989495,"(3.0, 3.95, 3.8)","(2.9, 99999, 99990)","(71.0, 99999, 99990)","(31.0, 75.0, 61.5)","(6.0, 9.6, 9.0)","(71.0, 130.0, 99.375)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:21:59.251795,"(3.0, 3.9, 3.8)","(2.9, 99999, 99990)","(71.0, 99999, 99990)","(31.0, 75.0, 61.5)","(6.0, 9.6, 8.64)","(71.0, 130.0, 99.375)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:22:00.452548,"(3.0, 3.9, 3.8)","(2.9, 99999, 99990)","(71.0, 99999, 99990)","(31.0, 75.0, 61.5)","(6.0, 9.6, 8.64)","(71.0, 130.0, 99.375)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:22:01.620167,"(3.0, 3.9, 3.8)","(2.9, 99999, 99990)","(71.0, 99999, 99990)","(31.0, 80.0, 64.0)","(6.0, 9.6, 8.64)","(71.0, 130.0, 99.375)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:22:02.841342,"(3.0, 3.9, 3.8)","(2.9, 99999, 99990)","(71.0, 99999, 99990)","(31.0, 80.0, 64.0)","(6.0, 9.6, 8.64)","(71.0, 130.0, 99.375)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:22:04.013538,"(3.0, 3.9, 3.8)","(2.9, 99999, 99990)","(71.0, 99999, 99990)","(31.0, 80.0, 67.28571428571428)","(6.0, 9.6, 8.64)","(71.0, 130.0, 95.0)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:22:05.155966,"(3.0, 3.9, 3.7875)","(2.9, 99999, 99990)","(71.0, 99999, 99990)","(31.0, 75.0, 67.28571428571428)","(6.0, 9.6, 8.64)","(71.0, 130.0, 95.0)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:22:06.480246,"(3.0, 3.9, 3.7875)","(2.9, 99999, 99990)","(71.0, 99999, 99990)","(31.0, 75.0, 56.25)","(6.0, 9.4, 8.440000000000001)","(71.0, 130.0, 95.0)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:22:07.743978,"(3.0, 3.8, 3.7045454545454546)","(2.9, 99999, 99990)","(71.0, 99999, 99990)","(31.0, 75.0, 62.5)","(6.0, 9.2, 8.266666666666666)","(71.0, 130.0, 95.0)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:22:09.010343,"(3.0, 3.8, 3.7045454545454546)","(2.9, 99999, 99990)","(71.0, 99999, 99990)","(31.0, 75.0, 62.5)","(6.0, 9.2, 8.266666666666666)","(71.0, 130.0, 95.0)","(5.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)"
06-01-2023 16:22:10.237971,"(3.1, 3.75, 3.7333333333333334)","(2.8, 99999, 99990)","(71.0, 99999, 99990)","(31.0, 75.0, 70.83333333333334)","(6.5, 9.2, 8.36)","(71.0, 130.0, 95.0)","(5.0, 99999, 99990)","(7.0, 99999, 99990)","(41.0, 99999, 99990)"
