,A Lot Of Booty,Gold Flash,Granite Prince,Red Deception,Time To Star,Zephalong,Sightseer,Worthy Essgee,Alcamo Beach,Serigala,Better Off Single
08-01-2023 13:09:34.673297,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.78, 2.6138461538461537)","(20.0, 48.0, 40.57142857142857)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:09:35.940894,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.78, 2.6138461538461537)","(20.0, 48.0, 40.57142857142857)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:09:37.221099,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.78, 2.6138461538461537)","(20.0, 48.0, 40.57142857142857)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:09:38.602817,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.78, 2.6138461538461537)","(20.0, 48.0, 40.57142857142857)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:09:39.970846,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.78, 2.6138461538461537)","(20.0, 48.0, 40.57142857142857)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:09:41.308094,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.78, 2.6138461538461537)","(20.0, 48.0, 40.57142857142857)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:09:42.670652,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.78, 2.612)","(20.0, 48.0, 40.57142857142857)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:09:44.026730,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.78, 2.612)","(20.0, 48.0, 40.57142857142857)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:09:45.354901,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.78, 2.612)","(20.0, 48.0, 40.57142857142857)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:09:46.779534,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.78, 2.6123076923076924)","(20.0, 48.0, 40.57142857142857)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:09:48.107656,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.76, 2.6123076923076924)","(20.0, 48.0, 40.57142857142857)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:09:49.539599,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.76, 2.6123076923076924)","(20.0, 48.0, 40.57142857142857)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:09:50.969325,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.76, 2.6123076923076924)","(20.0, 48.0, 40.57142857142857)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:09:52.411094,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.76, 2.6123076923076924)","(20.0, 48.0, 40.57142857142857)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:09:53.706885,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.76, 2.6123076923076924)","(20.0, 48.0, 40.57142857142857)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:09:55.080582,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.76, 2.6123076923076924)","(20.0, 48.0, 40.57142857142857)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:09:56.379549,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.76, 2.6123076923076924)","(20.0, 48.0, 40.57142857142857)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:09:57.738570,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.76, 2.6123076923076924)","(20.0, 48.0, 40.57142857142857)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:09:59.235727,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.76, 2.6123076923076924)","(20.0, 48.0, 40.57142857142857)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:00.599895,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.76, 2.6123076923076924)","(20.0, 48.0, 40.57142857142857)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:01.913006,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.76, 2.6123076923076924)","(20.0, 48.0, 40.57142857142857)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:03.251921,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.76, 2.6123076923076924)","(20.0, 48.0, 40.57142857142857)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:04.648435,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.76, 2.6123076923076924)","(20.0, 48.0, 40.57142857142857)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:06.023469,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.76, 2.6123076923076924)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:07.460699,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.76, 2.6123076923076924)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:08.806546,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.76, 2.6123076923076924)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:10.210834,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.76, 2.6123076923076924)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:11.605694,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.76, 2.6123076923076924)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:12.965791,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.76, 2.6123076923076924)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:14.337989,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.76, 2.610666666666667)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:15.737538,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.76, 2.610666666666667)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:17.003981,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.76, 2.6533333333333333)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:18.291463,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.76, 2.6107692307692307)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:19.512492,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.74, 2.6107692307692307)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:20.761512,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.74, 2.6107692307692307)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:22.107981,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.74, 2.6107692307692307)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:23.462835,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.74, 2.6107692307692307)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:24.858967,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.74, 2.6107692307692307)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:26.311114,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.74, 2.6107692307692307)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:27.707873,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.74, 2.6107692307692307)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:29.048986,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.74, 2.6107692307692307)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:30.563101,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.74, 2.6107692307692307)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:31.934907,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.74, 2.6107692307692307)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:33.179984,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.74, 2.6107692307692307)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:34.550650,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.74, 2.6107692307692307)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:35.902356,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.74, 2.6107692307692307)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:37.253788,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.74, 2.6107692307692307)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:38.525630,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.74, 2.6107692307692307)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:39.820053,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.74, 2.6107692307692307)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:41.151699,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.74, 2.6107692307692307)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:42.345148,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.74, 2.6107692307692307)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:43.929970,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.74, 2.6107692307692307)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:45.254940,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 95.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.74, 2.6093333333333333)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:46.642435,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 110.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.74, 2.6093333333333333)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:48.188246,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 110.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.74, 2.646666666666667)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:49.596179,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 110.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.74, 2.646666666666667)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:51.001678,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 110.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.74, 2.6092307692307695)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:52.359230,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 110.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.72, 2.6092307692307695)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:53.672237,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 110.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.72, 2.6092307692307695)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:54.956195,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 110.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.72, 2.6092307692307695)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:56.286704,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 110.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.72, 2.6092307692307695)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:57.625211,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 110.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.72, 2.6092307692307695)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:10:59.009832,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 110.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.72, 2.6092307692307695)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
08-01-2023 13:11:00.421967,"(4.2, 5.0, 4.527777777777778)","(16.0, 36.0, 23.333333333333332)","(51.0, 140.0, 110.0)","(12.0, 24.0, 18.5)","(21.0, 44.0, 35.2)","(31.0, 85.0, 55.0)","(2.25, 2.72, 2.6092307692307695)","(20.0, 48.0, 41.5)","(31.0, 110.0, 96.66666666666667)","(4.2, 5.3, 5.0)","(21.0, 40.0, 34.57142857142857)"
