,A Lot Of Booty,Gold Flash,Granite Prince,Red Deception,Time To Star,Zephalong,Sightseer,Worthy Essgee,Alcamo Beach,Serigala,Better Off Single
08-01-2023 13:15:08.430222,"(3.9, 5.0, 4.527777777777778)","(16.0, 36.0, 27.0)","(51.0, 140.0, 97.5)","(13.0, 18.5, 16.357142857142858)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.72, 2.6075)","(20.0, 48.0, 40.0)","(31.0, 110.0, 88.85714285714286)","(4.2, 6.2, 5.375)","(21.0, 40.0, 28.0)"
08-01-2023 13:15:09.831213,"(3.9, 5.0, 4.527777777777778)","(16.0, 36.0, 27.0)","(51.0, 140.0, 97.5)","(13.0, 18.5, 16.357142857142858)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.72, 2.6075)","(20.0, 48.0, 40.0)","(31.0, 110.0, 88.85714285714286)","(4.2, 6.2, 5.375)","(21.0, 40.0, 28.0)"
08-01-2023 13:15:11.238018,"(3.9, 5.0, 4.527777777777778)","(16.0, 36.0, 27.0)","(51.0, 140.0, 97.5)","(13.0, 18.5, 16.357142857142858)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.72, 2.63)","(20.0, 48.0, 40.0)","(31.0, 110.0, 88.85714285714286)","(4.2, 6.2, 5.375)","(21.0, 40.0, 28.0)"
08-01-2023 13:15:12.622597,"(3.9, 5.0, 4.527777777777778)","(16.0, 36.0, 27.0)","(51.0, 140.0, 97.5)","(13.0, 18.5, 16.357142857142858)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.72, 2.6076923076923078)","(20.0, 48.0, 40.0)","(31.0, 110.0, 88.85714285714286)","(4.2, 6.2, 5.375)","(21.0, 40.0, 28.0)"
08-01-2023 13:15:13.969584,"(3.9, 5.0, 4.527777777777778)","(16.0, 36.0, 27.0)","(51.0, 140.0, 97.5)","(13.0, 18.5, 16.357142857142858)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.7, 2.6076923076923078)","(20.0, 48.0, 40.0)","(31.0, 110.0, 88.85714285714286)","(4.2, 6.2, 5.375)","(21.0, 40.0, 28.0)"
08-01-2023 13:15:15.250620,"(3.9, 5.0, 4.527777777777778)","(16.0, 36.0, 27.0)","(51.0, 140.0, 97.5)","(13.0, 18.5, 16.357142857142858)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.7, 2.6076923076923078)","(20.0, 48.0, 40.0)","(31.0, 110.0, 88.85714285714286)","(4.2, 6.2, 5.375)","(21.0, 40.0, 28.0)"
08-01-2023 13:15:16.534176,"(3.9, 5.0, 4.527777777777778)","(16.0, 36.0, 27.0)","(51.0, 140.0, 97.5)","(13.0, 18.5, 16.357142857142858)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.7, 2.6076923076923078)","(20.0, 48.0, 40.0)","(31.0, 110.0, 88.85714285714286)","(4.2, 6.2, 5.375)","(21.0, 40.0, 28.0)"
08-01-2023 13:15:17.793570,"(3.9, 5.0, 4.527777777777778)","(16.0, 36.0, 27.0)","(51.0, 140.0, 97.5)","(13.0, 18.5, 17.0)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.7, 2.6076923076923078)","(20.0, 48.0, 40.0)","(31.0, 110.0, 88.85714285714286)","(4.2, 6.2, 5.375)","(21.0, 40.0, 28.0)"
08-01-2023 13:15:19.097146,"(3.9, 5.0, 4.527777777777778)","(16.0, 36.0, 27.0)","(51.0, 140.0, 97.5)","(13.0, 18.5, 17.0)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.7, 2.6076923076923078)","(20.0, 48.0, 40.0)","(31.0, 110.0, 88.85714285714286)","(4.2, 6.2, 5.375)","(21.0, 40.0, 28.0)"
08-01-2023 13:15:20.418086,"(3.9, 5.0, 4.527777777777778)","(16.0, 36.0, 27.0)","(51.0, 140.0, 97.5)","(13.0, 18.5, 17.0)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.7, 2.6076923076923078)","(20.0, 48.0, 38.666666666666664)","(31.0, 110.0, 81.71428571428571)","(4.2, 6.2, 5.375)","(21.0, 40.0, 27.333333333333332)"
08-01-2023 13:15:21.813661,"(3.9, 5.0, 4.527777777777778)","(16.0, 34.0, 26.0)","(51.0, 130.0, 80.0)","(13.0, 18.5, 17.0)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.7, 2.6076923076923078)","(20.0, 46.0, 38.666666666666664)","(31.0, 100.0, 84.0)","(4.2, 6.2, 5.375)","(21.0, 38.0, 27.333333333333332)"
08-01-2023 13:15:23.184023,"(3.9, 5.0, 4.527777777777778)","(16.0, 34.0, 26.0)","(51.0, 130.0, 80.0)","(13.0, 18.5, 17.0)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.7, 2.6076923076923078)","(20.0, 46.0, 38.666666666666664)","(31.0, 100.0, 84.0)","(4.2, 6.2, 5.375)","(21.0, 38.0, 27.333333333333332)"
08-01-2023 13:15:24.486830,"(3.9, 5.0, 4.527777777777778)","(16.0, 34.0, 26.0)","(51.0, 130.0, 80.0)","(13.0, 18.5, 17.0)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.7, 2.6076923076923078)","(20.0, 46.0, 38.666666666666664)","(31.0, 100.0, 84.0)","(4.2, 6.2, 5.375)","(21.0, 38.0, 27.333333333333332)"
08-01-2023 13:15:25.793007,"(3.9, 5.0, 4.527777777777778)","(16.0, 34.0, 26.0)","(51.0, 130.0, 80.0)","(13.0, 18.5, 17.0)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.7, 2.6076923076923078)","(20.0, 46.0, 38.666666666666664)","(31.0, 100.0, 84.0)","(4.2, 6.2, 5.414285714285714)","(21.0, 38.0, 27.333333333333332)"
08-01-2023 13:15:27.083673,"(3.9, 5.0, 4.527777777777778)","(16.0, 34.0, 26.0)","(51.0, 130.0, 80.0)","(13.0, 18.5, 17.0)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.7, 2.6076923076923078)","(20.0, 46.0, 35.5)","(31.0, 100.0, 84.0)","(4.2, 6.2, 5.7)","(21.0, 38.0, 27.333333333333332)"
08-01-2023 13:15:28.435271,"(3.9, 5.0, 4.527777777777778)","(16.0, 34.0, 26.0)","(51.0, 130.0, 80.0)","(13.0, 18.5, 17.0)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.7, 2.6076923076923078)","(20.0, 46.0, 35.5)","(31.0, 100.0, 84.0)","(4.2, 6.2, 5.678260869565218)","(21.0, 38.0, 27.333333333333332)"
08-01-2023 13:15:29.770738,"(3.9, 5.0, 4.527777777777778)","(16.0, 34.0, 26.0)","(51.0, 130.0, 80.0)","(13.0, 18.5, 17.0)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.7, 2.6076923076923078)","(20.0, 46.0, 35.5)","(31.0, 100.0, 84.0)","(4.2, 6.2, 5.722222222222222)","(21.0, 38.0, 27.333333333333332)"
08-01-2023 13:15:31.200007,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 25.0)","(51.0, 130.0, 76.66666666666667)","(13.0, 18.5, 17.0)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.7, 2.60625)","(20.0, 46.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 6.0, 5.357142857142857)","(21.0, 38.0, 26.666666666666668)"
08-01-2023 13:15:32.523422,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 25.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 17.0)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.7, 2.60625)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 6.0, 5.357142857142857)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:15:33.852568,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 25.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 17.0)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.7, 2.60625)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 6.0, 5.357142857142857)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:15:35.103316,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 25.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 17.0)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.7, 2.60625)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 6.0, 5.357142857142857)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:15:36.418456,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 25.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 17.0)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.7, 2.60625)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 6.0, 5.357142857142857)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:15:37.743458,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 25.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 17.0)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.7, 2.60625)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 6.0, 5.357142857142857)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:15:39.026409,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 25.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 17.0)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.7, 2.60625)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 6.0, 5.357142857142857)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:15:40.291813,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 25.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 17.0)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.7, 2.60625)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 6.0, 5.357142857142857)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:15:41.594251,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 25.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 17.0)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.7, 2.60625)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 6.0, 5.357142857142857)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:15:42.917130,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 25.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 17.0)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.7, 2.606153846153846)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 6.0, 5.357142857142857)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:15:44.318600,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 25.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 17.0)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.68, 2.606153846153846)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 6.0, 5.357142857142857)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:15:45.697851,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 25.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 17.0)","(21.0, 44.0, 32.0)","(41.0, 85.0, 57.666666666666664)","(2.2, 2.68, 2.606153846153846)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 6.0, 5.357142857142857)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:15:47.083225,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 32.0)","(41.0, 85.0, 74.75)","(2.2, 2.68, 2.606153846153846)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 6.0, 5.357142857142857)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:15:48.433540,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 39.5)","(41.0, 85.0, 74.75)","(2.2, 2.68, 2.606153846153846)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 6.0, 5.357142857142857)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:15:49.745556,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 39.5)","(41.0, 85.0, 74.75)","(2.2, 2.68, 2.606153846153846)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 6.0, 5.357142857142857)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:15:51.017378,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 39.5)","(41.0, 85.0, 74.75)","(2.2, 2.68, 2.606153846153846)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 6.0, 5.357142857142857)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:15:52.273948,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 39.5)","(41.0, 85.0, 74.75)","(2.2, 2.68, 2.606153846153846)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 6.0, 5.357142857142857)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:15:53.588776,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 39.5)","(41.0, 85.0, 74.75)","(2.2, 2.68, 2.606153846153846)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 6.0, 5.357142857142857)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:15:54.869993,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 39.5)","(41.0, 85.0, 74.75)","(2.2, 2.68, 2.606153846153846)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 6.0, 5.357142857142857)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:15:56.190294,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 39.5)","(41.0, 85.0, 74.75)","(2.2, 2.68, 2.606153846153846)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 6.0, 5.357142857142857)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:15:57.540859,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 39.5)","(41.0, 85.0, 74.75)","(2.2, 2.68, 2.606153846153846)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 6.0, 5.311764705882353)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:15:58.857853,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 39.5)","(41.0, 85.0, 74.75)","(2.2, 2.68, 2.606153846153846)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 6.0, 5.311764705882353)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:16:00.227012,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 39.5)","(41.0, 85.0, 74.75)","(2.2, 2.68, 2.606153846153846)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 6.0, 5.3999999999999995)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:16:01.496883,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 39.5)","(41.0, 85.0, 74.75)","(2.2, 2.68, 2.606153846153846)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 6.0, 5.12)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:16:02.763230,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 39.5)","(41.0, 85.0, 74.75)","(2.2, 2.68, 2.606153846153846)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 6.0, 5.12)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:16:04.036373,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 39.5)","(41.0, 85.0, 74.75)","(2.2, 2.68, 2.605)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 6.0, 5.12)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:16:05.400312,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 39.5)","(41.0, 85.0, 74.75)","(2.2, 2.68, 2.605)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 6.0, 5.4)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:16:06.640098,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 39.5)","(41.0, 85.0, 74.75)","(2.2, 2.68, 2.605)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 5.9, 5.4)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:16:07.931410,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 39.5)","(41.0, 85.0, 74.75)","(2.2, 2.68, 2.605)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 5.9, 5.4)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:16:09.335560,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 39.5)","(41.0, 85.0, 74.75)","(2.2, 2.68, 2.605)","(20.0, 44.0, 34.5)","(31.0, 100.0, 84.0)","(4.2, 5.9, 5.4)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:16:10.708539,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 35.5)","(41.0, 85.0, 74.75)","(2.2, 2.68, 2.605)","(20.0, 44.0, 38.285714285714285)","(31.0, 100.0, 84.0)","(4.2, 5.9, 5.4)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:16:11.986873,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 35.5)","(41.0, 85.0, 74.75)","(2.2, 2.68, 2.605)","(20.0, 44.0, 38.285714285714285)","(31.0, 100.0, 84.0)","(4.2, 5.9, 5.4)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:16:13.345182,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 35.5)","(41.0, 85.0, 74.75)","(2.2, 2.68, 2.62)","(20.0, 44.0, 38.285714285714285)","(31.0, 100.0, 84.0)","(4.2, 5.9, 5.4)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:16:14.628115,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 35.5)","(41.0, 85.0, 74.75)","(2.2, 2.68, 2.62)","(20.0, 44.0, 38.285714285714285)","(31.0, 100.0, 84.0)","(4.2, 5.9, 5.4)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:16:15.998905,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 35.5)","(41.0, 85.0, 74.75)","(2.2, 2.68, 2.6046153846153848)","(20.0, 44.0, 38.285714285714285)","(31.0, 100.0, 84.0)","(4.2, 5.9, 5.4)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:16:17.398127,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 35.5)","(41.0, 85.0, 74.75)","(2.2, 2.66, 2.6046153846153848)","(20.0, 44.0, 38.285714285714285)","(31.0, 100.0, 84.0)","(4.2, 5.9, 5.4)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:16:18.645389,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 35.5)","(41.0, 85.0, 74.75)","(2.2, 2.66, 2.6046153846153848)","(20.0, 44.0, 38.285714285714285)","(31.0, 100.0, 84.0)","(4.2, 5.9, 5.4)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:16:19.964762,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 35.5)","(41.0, 85.0, 74.75)","(2.2, 2.66, 2.6046153846153848)","(20.0, 44.0, 38.285714285714285)","(31.0, 100.0, 84.0)","(4.2, 5.9, 5.4)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:16:21.199475,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 35.5)","(41.0, 85.0, 74.75)","(2.2, 2.66, 2.6046153846153848)","(20.0, 44.0, 38.285714285714285)","(31.0, 100.0, 84.0)","(4.2, 5.9, 5.4)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:16:22.405151,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 35.5)","(41.0, 85.0, 74.75)","(2.2, 2.66, 2.6046153846153848)","(20.0, 44.0, 38.285714285714285)","(31.0, 100.0, 84.0)","(4.2, 5.9, 5.4)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:16:23.651364,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 35.5)","(41.0, 85.0, 74.75)","(2.2, 2.66, 2.6046153846153848)","(20.0, 44.0, 38.285714285714285)","(31.0, 100.0, 84.0)","(4.2, 5.9, 5.4)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:16:24.922069,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 35.5)","(41.0, 85.0, 74.75)","(2.2, 2.66, 2.6046153846153848)","(20.0, 44.0, 38.285714285714285)","(31.0, 100.0, 84.0)","(4.2, 5.9, 5.4)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:16:26.270390,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 35.5)","(41.0, 85.0, 74.75)","(2.2, 2.66, 2.6046153846153848)","(20.0, 44.0, 38.285714285714285)","(31.0, 100.0, 84.0)","(4.2, 5.9, 5.4)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:16:27.845019,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 35.5)","(41.0, 85.0, 74.75)","(2.2, 2.66, 2.6046153846153848)","(20.0, 44.0, 38.285714285714285)","(31.0, 100.0, 84.0)","(4.2, 5.9, 5.4)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:16:29.226051,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 35.5)","(41.0, 85.0, 74.75)","(2.2, 2.66, 2.6046153846153848)","(20.0, 44.0, 38.285714285714285)","(31.0, 100.0, 84.0)","(4.2, 5.9, 5.3)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:16:30.543822,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 35.5)","(41.0, 85.0, 74.75)","(2.2, 2.66, 2.6046153846153848)","(20.0, 44.0, 38.285714285714285)","(31.0, 100.0, 84.0)","(4.2, 5.9, 5.3)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:16:31.854303,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 35.5)","(41.0, 85.0, 74.75)","(2.2, 2.66, 2.6046153846153848)","(20.0, 44.0, 38.285714285714285)","(31.0, 100.0, 84.0)","(4.2, 5.9, 5.3)","(21.0, 36.0, 26.666666666666668)"
08-01-2023 13:16:33.092065,"(3.9, 5.0, 4.527777777777778)","(16.0, 32.0, 28.0)","(51.0, 120.0, 76.66666666666667)","(13.0, 18.5, 16.25)","(21.0, 44.0, 35.5)","(41.0, 85.0, 74.75)","(2.2, 2.66, 2.6046153846153848)","(20.0, 44.0, 38.285714285714285)","(31.0, 100.0, 84.0)","(4.2, 5.9, 5.3)","(21.0, 36.0, 26.666666666666668)"
