,Jaziah,The Casual Goose,Mon Bel Ange,Recipe For Dreaming Nz,Purple Shades,Roclea Ruler,True Grit Shadow,Whata Terror,Bettor Getta Lover
05-01-2023 16:52:57.936784,"(1.55, 1.67, 1.6659090909090908)","(6.5, 12.5, 10.175)","(41.0, 90.0, 69.0)","(16.0, 99999, 99990)","(10.0, 18.5, 15.9)","(26.0, 75.0, 40.833333333333336)","(21.0, 46.0, 43.285714285714285)","(4.4, 7.8, 6.925)","(31.0, 80.0, 68.0)"
05-01-2023 16:52:59.035482,"(1.55, 1.67, 1.6659090909090908)","(6.5, 12.5, 10.175)","(41.0, 90.0, 69.0)","(16.0, 99999, 99990)","(10.0, 18.5, 15.9)","(26.0, 75.0, 40.833333333333336)","(21.0, 46.0, 38.0)","(4.4, 7.8, 4.957894736842105)","(31.0, 80.0, 54.166666666666664)"
05-01-2023 16:53:00.358412,"(1.55, 1.83, 1.78)","(6.5, 12.5, 10.024999999999999)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 42.8)","(21.0, 48.0, 38.0)","(4.4, 5.8, 4.957894736842105)","(31.0, 95.0, 54.166666666666664)"
05-01-2023 16:53:01.633579,"(1.55, 1.82, 1.7070967741935483)","(6.5, 12.5, 10.024999999999999)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 42.8)","(21.0, 48.0, 38.0)","(4.4, 5.8, 4.957894736842105)","(31.0, 95.0, 69.42857142857143)"
05-01-2023 16:53:02.896589,"(1.55, 1.79, 1.786857142857143)","(6.5, 12.5, 10.024999999999999)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 42.8)","(21.0, 48.0, 38.0)","(4.4, 5.8, 5.475)","(31.0, 210.0, 84.5)"
05-01-2023 16:53:04.140140,"(1.55, 1.79, 1.7757142857142858)","(6.5, 12.5, 10.024999999999999)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 14.0)","(26.0, 70.0, 42.8)","(21.0, 48.0, 33.0)","(4.4, 5.7, 5.3999999999999995)","(31.0, 200.0, 90.66666666666666)"
05-01-2023 16:53:05.361593,"(1.55, 1.79, 1.7757142857142858)","(6.5, 12.5, 10.433333333333334)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 42.8)","(21.0, 48.0, 33.0)","(4.4, 5.6, 5.3999999999999995)","(31.0, 180.0, 87.33333333333334)"
05-01-2023 16:53:06.545920,"(1.55, 1.79, 1.7757142857142858)","(6.5, 12.5, 10.433333333333334)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 42.8)","(21.0, 48.0, 33.0)","(4.4, 5.6, 5.3999999999999995)","(31.0, 170.0, 87.33333333333334)"
05-01-2023 16:53:07.700747,"(1.55, 1.79, 1.7757142857142858)","(6.5, 12.5, 10.918181818181818)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 42.8)","(21.0, 48.0, 33.0)","(4.4, 5.6, 5.3999999999999995)","(31.0, 170.0, 87.33333333333334)"
05-01-2023 16:53:08.938057,"(1.55, 1.79, 1.7757142857142858)","(6.5, 12.5, 10.918181818181818)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 42.8)","(21.0, 48.0, 33.0)","(4.4, 5.6, 6.545454545454545)","(31.0, 170.0, 87.33333333333334)"
05-01-2023 16:53:10.087307,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 10.918181818181818)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 42.8)","(21.0, 48.0, 33.0)","(4.4, 8.0, 6.977777777777778)","(31.0, 170.0, 87.33333333333334)"
05-01-2023 16:53:11.264593,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 10.918181818181818)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 42.8)","(21.0, 48.0, 33.0)","(4.4, 7.6, 6.372727272727273)","(31.0, 170.0, 87.33333333333334)"
05-01-2023 16:53:12.430137,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 10.918181818181818)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 42.8)","(21.0, 48.0, 33.0)","(4.4, 7.6, 6.633333333333334)","(31.0, 170.0, 87.33333333333334)"
05-01-2023 16:53:13.616278,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 10.918181818181818)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 42.8)","(21.0, 48.0, 33.0)","(4.4, 7.4, 6.426315789473684)","(31.0, 170.0, 87.33333333333334)"
05-01-2023 16:53:14.770629,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 10.918181818181818)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 33.0)","(4.4, 7.2, 6.683333333333334)","(31.0, 170.0, 87.33333333333334)"
05-01-2023 16:53:15.924382,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.533333333333333)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 33.0)","(4.4, 7.0, 6.7153846153846155)","(31.0, 170.0, 87.33333333333334)"
05-01-2023 16:53:17.057244,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.533333333333333)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 33.0)","(4.4, 7.2, 7.009090909090909)","(31.0, 170.0, 87.33333333333334)"
05-01-2023 16:53:18.189150,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.533333333333333)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 33.0)","(4.4, 7.2, 7.009090909090909)","(31.0, 170.0, 87.33333333333334)"
05-01-2023 16:53:19.311905,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.533333333333333)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 33.0)","(4.4, 7.2, 7.009090909090909)","(31.0, 170.0, 87.33333333333334)"
05-01-2023 16:53:20.438914,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 11.2)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.81818181818182)","(4.4, 7.2, 7.009090909090909)","(31.0, 170.0, 87.33333333333334)"
05-01-2023 16:53:21.509987,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 11.5)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.81818181818182)","(4.4, 7.2, 6.800000000000001)","(31.0, 170.0, 87.33333333333334)"
05-01-2023 16:53:22.584907,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 11.5)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.81818181818182)","(4.4, 7.2, 6.800000000000001)","(31.0, 170.0, 87.33333333333334)"
05-01-2023 16:53:23.720098,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 11.5)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.81818181818182)","(4.4, 7.2, 6.800000000000001)","(31.0, 170.0, 108.0)"
05-01-2023 16:53:25.029357,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 11.5)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.81818181818182)","(4.4, 7.2, 6.928571428571429)","(31.0, 170.0, 108.0)"
05-01-2023 16:53:26.206815,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 11.5)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.81818181818182)","(4.4, 7.2, 6.928571428571429)","(31.0, 170.0, 108.0)"
05-01-2023 16:53:27.464127,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 11.5)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.81818181818182)","(4.4, 7.2, 6.928571428571429)","(31.0, 170.0, 108.0)"
05-01-2023 16:53:28.839679,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 11.5)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.81818181818182)","(4.4, 7.2, 6.928571428571429)","(31.0, 170.0, 108.0)"
05-01-2023 16:53:30.253835,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 11.5)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.81818181818182)","(4.4, 7.2, 6.928571428571429)","(31.0, 170.0, 108.0)"
05-01-2023 16:53:31.635589,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 11.5)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.81818181818182)","(4.4, 7.2, 6.928571428571429)","(31.0, 170.0, 108.0)"
05-01-2023 16:53:32.893626,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 11.5)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.81818181818182)","(4.4, 7.2, 6.928571428571429)","(31.0, 170.0, 108.0)"
05-01-2023 16:53:34.098870,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 11.5)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.81818181818182)","(4.4, 7.2, 6.928571428571429)","(31.0, 170.0, 108.0)"
05-01-2023 16:53:35.256292,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 11.5)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.81818181818182)","(4.4, 7.2, 6.928571428571429)","(31.0, 170.0, 108.0)"
05-01-2023 16:53:36.376397,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 11.5)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.81818181818182)","(4.4, 7.2, 6.928571428571429)","(31.0, 170.0, 108.0)"
05-01-2023 16:53:37.672458,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 11.5)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.81818181818182)","(4.4, 7.2, 6.928571428571429)","(31.0, 170.0, 108.0)"
05-01-2023 16:53:38.908889,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 11.5)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 37.2)","(4.4, 7.2, 6.05)","(31.0, 170.0, 84.0)"
05-01-2023 16:53:40.117678,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 11.5)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 37.2)","(4.4, 6.8, 6.2749999999999995)","(31.0, 160.0, 84.0)"
05-01-2023 16:53:41.373497,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 11.5)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 37.2)","(4.4, 6.6, 5.6)","(31.0, 160.0, 84.0)"
05-01-2023 16:53:42.618819,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 11.5)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 37.2)","(4.4, 6.8, 5.6)","(31.0, 160.0, 84.0)"
05-01-2023 16:53:43.844658,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 11.5)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 37.2)","(4.4, 6.8, 5.225)","(31.0, 160.0, 84.0)"
05-01-2023 16:53:45.132626,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 11.5)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 41.14285714285714)","(4.4, 6.8, 5.225)","(31.0, 160.0, 84.0)"
05-01-2023 16:53:46.257732,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 10.95)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 41.14285714285714)","(4.4, 6.8, 5.225)","(31.0, 160.0, 84.0)"
05-01-2023 16:53:47.431577,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 10.95)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 41.14285714285714)","(4.4, 6.8, 5.225)","(31.0, 160.0, 84.0)"
05-01-2023 16:53:48.618744,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 10.95)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 41.14285714285714)","(4.4, 6.8, 5.225)","(31.0, 160.0, 84.0)"
05-01-2023 16:53:49.791396,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 11.26)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.0)","(4.4, 6.8, 5.225)","(31.0, 160.0, 84.0)"
05-01-2023 16:53:50.951977,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 11.26)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.0)","(4.4, 6.8, 5.225)","(31.0, 160.0, 84.0)"
05-01-2023 16:53:52.106938,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 11.26)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.0)","(4.4, 6.8, 5.225)","(31.0, 160.0, 84.0)"
05-01-2023 16:53:53.277810,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 11.26)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.0)","(4.4, 6.8, 5.225)","(31.0, 160.0, 84.0)"
05-01-2023 16:53:54.365671,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 11.26)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.0)","(4.4, 6.8, 5.533333333333333)","(31.0, 160.0, 84.0)"
05-01-2023 16:53:55.496450,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 11.26)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.0)","(4.4, 6.6, 5.533333333333333)","(31.0, 160.0, 84.0)"
05-01-2023 16:53:56.900108,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.5, 11.26)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.0)","(4.4, 6.6, 5.533333333333333)","(31.0, 160.0, 108.0)"
05-01-2023 16:53:58.087093,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.96)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.0)","(4.4, 6.6, 5.533333333333333)","(31.0, 170.0, 108.0)"
05-01-2023 16:53:59.195465,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.96)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.0)","(4.4, 6.6, 6.244444444444444)","(31.0, 170.0, 108.0)"
05-01-2023 16:54:00.344617,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.96)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.0)","(4.4, 6.6, 6.244444444444444)","(31.0, 170.0, 108.0)"
05-01-2023 16:54:01.466351,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.96)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.0)","(4.4, 6.6, 6.244444444444444)","(31.0, 170.0, 108.0)"
05-01-2023 16:54:02.700099,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.96)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.0)","(4.4, 6.6, 6.244444444444444)","(31.0, 170.0, 108.0)"
05-01-2023 16:54:03.918380,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.96)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.0)","(4.4, 6.6, 6.066666666666666)","(31.0, 170.0, 108.0)"
05-01-2023 16:54:05.131364,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.96)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.0)","(4.4, 6.6, 6.225)","(31.0, 170.0, 108.0)"
05-01-2023 16:54:06.403366,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.96)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.0)","(4.4, 6.6, 6.225)","(31.0, 170.0, 108.0)"
05-01-2023 16:54:07.617201,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.96)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.0)","(4.4, 6.6, 6.225)","(31.0, 170.0, 108.0)"
05-01-2023 16:54:08.757080,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.96)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.0)","(4.4, 6.6, 6.3)","(31.0, 170.0, 108.0)"
05-01-2023 16:54:09.895358,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.96)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.0)","(4.4, 6.6, 6.3)","(31.0, 170.0, 108.0)"
05-01-2023 16:54:10.986848,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.96)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.0)","(4.4, 6.6, 6.133333333333333)","(31.0, 170.0, 108.0)"
05-01-2023 16:54:12.099877,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.96)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 44.285714285714285)","(21.0, 48.0, 42.0)","(4.4, 6.8, 6.48)","(31.0, 170.0, 108.0)"
05-01-2023 16:54:13.182530,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.96)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.0)","(4.4, 6.8, 5.781818181818182)","(31.0, 170.0, 108.0)"
05-01-2023 16:54:14.237632,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.96)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 46.0)","(21.0, 48.0, 42.0)","(4.4, 6.8, 5.781818181818182)","(31.0, 170.0, 108.0)"
05-01-2023 16:54:15.318369,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.96)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 51.333333333333336)","(21.0, 48.0, 42.0)","(4.4, 6.8, 5.781818181818182)","(31.0, 160.0, 74.5)"
05-01-2023 16:54:16.525946,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.96)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 49.2)","(21.0, 48.0, 42.0)","(4.4, 6.8, 5.781818181818182)","(31.0, 160.0, 74.5)"
05-01-2023 16:54:17.666847,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.96)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 52.666666666666664)","(21.0, 48.0, 42.0)","(4.4, 6.8, 5.781818181818182)","(31.0, 160.0, 74.5)"
05-01-2023 16:54:18.791990,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.96)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 49.2)","(21.0, 48.0, 42.0)","(4.4, 6.8, 5.781818181818182)","(31.0, 160.0, 74.5)"
05-01-2023 16:54:19.868385,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.96)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 49.2)","(21.0, 48.0, 42.0)","(4.4, 6.8, 5.781818181818182)","(31.0, 160.0, 74.5)"
05-01-2023 16:54:20.967162,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.96)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 49.2)","(21.0, 48.0, 42.0)","(4.4, 6.8, 5.781818181818182)","(31.0, 160.0, 74.5)"
05-01-2023 16:54:22.165392,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.96)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 49.2)","(21.0, 48.0, 42.0)","(4.4, 6.8, 5.781818181818182)","(31.0, 160.0, 74.5)"
05-01-2023 16:54:23.324678,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.96)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 49.2)","(21.0, 48.0, 42.0)","(4.4, 6.8, 5.781818181818182)","(31.0, 160.0, 74.5)"
05-01-2023 16:54:24.515141,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.96)","(41.0, 95.0, 65.0)","(16.0, 99999, 99990)","(10.0, 19.0, 13.285714285714285)","(26.0, 70.0, 49.2)","(21.0, 48.0, 42.0)","(4.4, 6.8, 5.781818181818182)","(31.0, 160.0, 74.5)"
05-01-2023 16:54:25.745098,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.375)","(41.0, 95.0, 80.0)","(16.0, 99999, 99990)","(10.0, 19.0, 14.2)","(26.0, 70.0, 49.2)","(21.0, 48.0, 44.0)","(4.4, 6.8, 5.822222222222222)","(31.0, 160.0, 111.14285714285714)"
05-01-2023 16:54:26.887613,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.375)","(41.0, 95.0, 86.0)","(16.0, 99999, 99990)","(10.0, 19.0, 15.363636363636363)","(26.0, 70.0, 49.2)","(21.0, 48.0, 44.0)","(4.4, 6.8, 5.822222222222222)","(31.0, 160.0, 111.14285714285714)"
05-01-2023 16:54:28.123950,"(1.55, 1.79, 1.7886250000000001)","(6.5, 12.0, 10.375)","(41.0, 95.0, 68.33333333333333)","(16.0, 99999, 99990)","(10.0, 19.0, 15.363636363636363)","(26.0, 70.0, 49.2)","(21.0, 48.0, 44.0)","(4.4, 6.8, 5.822222222222222)","(31.0, 160.0, 64.0)"
05-01-2023 16:54:29.297809,"(1.55, 1.79, 1.7886250000000001)","(6.5, 11.5, 10.45)","(41.0, 95.0, 68.33333333333333)","(16.0, 99999, 99990)","(10.0, 19.0, 15.363636363636363)","(26.0, 70.0, 49.2)","(21.0, 48.0, 43.8)","(4.4, 6.6, 6.023529411764706)","(31.0, 160.0, 64.0)"
