,Almighty Virtue,Katzenjammer,Puma,Rockierro,Gotchagood,Kreglinger,Gee Gees Flyby
11-01-2023 11:13:15.503168,"(21.0, 60.0, 58.2)","(2.1, 2.42, 2.3329824561403507)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 15.25)"
11-01-2023 11:13:16.525803,"(21.0, 60.0, 58.2)","(2.1, 2.42, 2.3329824561403507)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 15.25)"
11-01-2023 11:13:17.522334,"(21.0, 60.0, 58.2)","(2.1, 2.42, 2.3329824561403507)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 15.25)"
11-01-2023 11:13:18.569013,"(21.0, 60.0, 58.2)","(2.1, 2.42, 2.328148148148148)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 15.25)"
11-01-2023 11:13:19.586025,"(21.0, 60.0, 58.2)","(2.1, 2.42, 2.328148148148148)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 15.25)"
11-01-2023 11:13:20.640352,"(21.0, 60.0, 58.2)","(2.1, 2.42, 2.324561403508772)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 15.25)"
11-01-2023 11:13:21.707111,"(21.0, 60.0, 58.2)","(2.1, 2.42, 2.329333333333333)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 15.25)"
11-01-2023 11:13:22.699727,"(21.0, 60.0, 58.2)","(2.1, 2.42, 2.329333333333333)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 15.25)"
11-01-2023 11:13:23.690729,"(21.0, 60.0, 58.2)","(2.1, 2.42, 2.324561403508772)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 15.25)"
11-01-2023 11:13:24.650605,"(21.0, 60.0, 58.2)","(2.1, 2.42, 2.330819672131147)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 15.25)"
11-01-2023 11:13:25.556322,"(21.0, 60.0, 58.2)","(2.1, 2.42, 2.330819672131147)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 15.25)"
11-01-2023 11:13:26.551625,"(21.0, 60.0, 58.2)","(2.1, 2.42, 2.330819672131147)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 15.25)"
11-01-2023 11:13:27.515714,"(21.0, 60.0, 58.2)","(2.1, 2.42, 2.324561403508772)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 15.25)"
11-01-2023 11:13:28.520253,"(21.0, 60.0, 58.2)","(2.1, 2.42, 2.324561403508772)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 15.25)"
11-01-2023 11:13:29.540800,"(21.0, 60.0, 58.2)","(2.1, 2.42, 2.329333333333333)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 15.25)"
11-01-2023 11:13:30.616250,"(21.0, 60.0, 58.2)","(2.1, 2.42, 2.329333333333333)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 15.25)"
11-01-2023 11:13:31.675180,"(21.0, 60.0, 58.2)","(2.1, 2.42, 2.329333333333333)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 15.25)"
11-01-2023 11:13:32.744943,"(21.0, 60.0, 58.2)","(2.1, 2.42, 2.329333333333333)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 15.25)"
11-01-2023 11:13:33.790012,"(21.0, 60.0, 58.2)","(2.1, 2.42, 2.329333333333333)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 15.25)"
11-01-2023 11:13:34.808126,"(21.0, 55.0, 53.7)","(2.1, 2.42, 2.329333333333333)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:13:35.838745,"(21.0, 55.0, 53.7)","(2.1, 2.42, 2.324561403508772)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:13:36.848171,"(21.0, 55.0, 53.7)","(2.1, 2.42, 2.329333333333333)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:13:37.872453,"(21.0, 55.0, 53.7)","(2.1, 2.42, 2.329333333333333)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:13:38.907004,"(21.0, 55.0, 53.7)","(2.1, 2.42, 2.324561403508772)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:13:39.947193,"(21.0, 55.0, 53.7)","(2.1, 2.4, 2.3710344827586205)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:13:40.948490,"(21.0, 55.0, 52.4)","(2.1, 2.4, 2.3575757575757574)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:13:41.945663,"(21.0, 55.0, 52.4)","(2.1, 2.4, 2.3575757575757574)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:13:42.911875,"(21.0, 55.0, 52.4)","(2.1, 2.4, 2.3575757575757574)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:13:43.852979,"(21.0, 55.0, 52.4)","(2.1, 2.4, 2.3575757575757574)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:13:44.830422,"(21.0, 55.0, 52.4)","(2.1, 2.4, 2.3575757575757574)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:13:45.817734,"(21.0, 55.0, 52.4)","(2.1, 2.4, 2.3575757575757574)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:13:46.842740,"(21.0, 55.0, 52.4)","(2.1, 2.4, 2.3575757575757574)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:13:47.887166,"(21.0, 55.0, 52.4)","(2.1, 2.4, 2.3575757575757574)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:13:48.977034,"(21.0, 55.0, 52.4)","(2.1, 2.4, 2.3575757575757574)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:13:50.015459,"(21.0, 55.0, 52.4)","(2.1, 2.4, 2.3675675675675674)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:13:51.083068,"(21.0, 55.0, 52.4)","(2.1, 2.4, 2.3692307692307693)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:13:52.179961,"(21.0, 55.0, 52.4)","(2.1, 2.4, 2.3692307692307693)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:13:53.248512,"(21.0, 55.0, 52.4)","(2.1, 2.4, 2.3609302325581396)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:13:54.308392,"(21.0, 55.0, 52.4)","(2.1, 2.38, 2.3337037037037036)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:13:55.367601,"(21.0, 55.0, 52.4)","(2.1, 2.38, 2.3337037037037036)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:13:56.454135,"(21.0, 55.0, 52.4)","(2.1, 2.38, 2.3337037037037036)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:13:57.490214,"(21.0, 55.0, 52.4)","(2.1, 2.36, 2.3229629629629627)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.78)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:13:58.540348,"(21.0, 55.0, 52.4)","(2.1, 2.36, 2.3229629629629627)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 62.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:13:59.530248,"(21.0, 55.0, 52.4)","(2.1, 2.36, 2.3229629629629627)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:14:00.499212,"(21.0, 55.0, 52.4)","(2.1, 2.36, 2.3229629629629627)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:14:01.460528,"(21.0, 55.0, 52.4)","(2.1, 2.36, 2.3229629629629627)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:14:02.425437,"(21.0, 55.0, 52.4)","(2.1, 2.36, 2.3229629629629627)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:14:03.397058,"(21.0, 55.0, 52.4)","(2.1, 2.36, 2.3229629629629627)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:14:04.452555,"(21.0, 55.0, 52.4)","(2.1, 2.34, 2.3361290322580643)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:14:05.484772,"(21.0, 55.0, 52.4)","(2.1, 2.34, 2.3361290322580643)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:14:06.536120,"(21.0, 55.0, 52.4)","(2.1, 2.36, 2.3407407407407406)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:14:07.610096,"(21.0, 55.0, 52.4)","(2.1, 2.36, 2.3407407407407406)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:14:08.713813,"(21.0, 55.0, 52.4)","(2.1, 2.36, 2.3407407407407406)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:14:09.716227,"(21.0, 55.0, 52.4)","(2.1, 2.36, 2.3407407407407406)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:14:10.709231,"(21.0, 55.0, 52.4)","(2.1, 2.36, 2.340384615384615)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:14:11.683531,"(21.0, 55.0, 52.4)","(2.1, 2.36, 2.3096296296296295)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:14:12.668082,"(21.0, 55.0, 52.4)","(2.1, 2.36, 2.3096296296296295)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:14:13.656853,"(21.0, 55.0, 52.4)","(2.1, 2.36, 2.3096296296296295)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:14:14.607282,"(21.0, 55.0, 52.4)","(2.1, 2.36, 2.283018867924528)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:14:15.613038,"(21.0, 55.0, 52.4)","(2.1, 2.36, 2.283018867924528)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:14:16.561658,"(21.0, 55.0, 52.4)","(2.1, 2.36, 2.283018867924528)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:14:17.545277,"(21.0, 55.0, 52.4)","(2.1, 2.36, 2.283018867924528)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:14:18.500317,"(21.0, 55.0, 52.4)","(2.1, 2.36, 2.283018867924528)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:14:19.500695,"(21.0, 55.0, 52.4)","(2.1, 2.36, 2.283018867924528)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.314285714285714)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:14:20.493211,"(21.0, 55.0, 52.4)","(2.1, 2.36, 2.283018867924528)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.292307692307692)","(13.0, 17.0, 16.423076923076923)"
11-01-2023 11:14:21.516473,"(21.0, 55.0, 52.4)","(2.1, 2.36, 2.283018867924528)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.292307692307692)","(13.0, 17.0, 17.227272727272727)"
11-01-2023 11:14:22.531495,"(21.0, 55.0, 52.4)","(2.1, 2.36, 2.283018867924528)","(6.5, 9.6, 8.742857142857144)","(4.4, 5.9, 5.766666666666667)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.292307692307692)","(13.0, 17.5, 17.326923076923077)"
11-01-2023 11:14:23.549946,"(21.0, 65.0, 60.4)","(2.1, 2.36, 2.2829629629629626)","(6.5, 9.6, 8.85)","(4.4, 5.9, 5.76)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.285714285714286)","(13.0, 17.5, 16.0)"
11-01-2023 11:14:24.566765,"(21.0, 65.0, 55.14285714285714)","(2.1, 2.36, 2.2829629629629626)","(6.5, 9.6, 8.85)","(4.4, 5.9, 5.76)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.285714285714286)","(13.0, 17.5, 14.5)"
11-01-2023 11:14:25.562999,"(21.0, 65.0, 55.14285714285714)","(2.1, 2.36, 2.2829629629629626)","(6.5, 9.6, 8.85)","(4.4, 5.9, 5.76)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.285714285714286)","(13.0, 17.5, 16.625)"
11-01-2023 11:14:26.544307,"(21.0, 65.0, 55.14285714285714)","(2.1, 2.34, 2.3133333333333335)","(6.5, 9.6, 9.12)","(4.4, 5.9, 5.76)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.285714285714286)","(13.0, 17.5, 16.5)"
11-01-2023 11:14:27.534922,"(21.0, 65.0, 53.6)","(2.1, 2.34, 2.2963636363636364)","(6.5, 9.6, 9.12)","(4.4, 5.9, 5.76)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.285714285714286)","(13.0, 17.5, 16.5)"
11-01-2023 11:14:28.495386,"(21.0, 65.0, 53.6)","(2.1, 2.36, 2.3064705882352943)","(6.5, 9.6, 9.0)","(4.4, 5.9, 5.76)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.285714285714286)","(13.0, 17.5, 16.5)"
11-01-2023 11:14:29.466023,"(21.0, 60.0, 53.0)","(2.1, 2.36, 2.308421052631579)","(6.5, 9.6, 9.0)","(4.4, 5.9, 5.76)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.285714285714286)","(13.0, 17.5, 16.5)"
11-01-2023 11:14:30.466441,"(21.0, 60.0, 53.0)","(2.1, 2.36, 2.301951219512195)","(6.5, 9.6, 9.0)","(4.4, 5.9, 5.76)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.285714285714286)","(13.0, 17.5, 16.5)"
11-01-2023 11:14:31.452664,"(21.0, 60.0, 53.0)","(2.1, 2.36, 2.3146666666666667)","(6.5, 9.6, 9.0)","(4.4, 5.9, 5.76)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.285714285714286)","(13.0, 17.5, 16.5)"
11-01-2023 11:14:32.495260,"(21.0, 60.0, 53.0)","(2.1, 2.36, 2.3175)","(6.5, 9.6, 9.0)","(4.4, 5.8, 5.733333333333333)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.285714285714286)","(13.0, 17.5, 15.5)"
11-01-2023 11:14:33.548186,"(21.0, 60.0, 53.0)","(2.1, 2.36, 2.3)","(6.5, 9.6, 9.0)","(4.4, 5.8, 5.733333333333333)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.285714285714286)","(13.0, 17.5, 16.333333333333332)"
11-01-2023 11:14:34.584934,"(21.0, 60.0, 54.0)","(2.1, 2.36, 2.3)","(6.5, 9.6, 9.0)","(4.4, 5.8, 5.733333333333333)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.285714285714286)","(13.0, 17.5, 16.333333333333332)"
11-01-2023 11:14:35.667281,"(21.0, 55.0, 50.666666666666664)","(2.1, 2.36, 2.3)","(6.5, 9.6, 9.0)","(4.4, 5.8, 5.733333333333333)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.285714285714286)","(13.0, 17.5, 16.333333333333332)"
11-01-2023 11:14:36.704415,"(21.0, 55.0, 50.666666666666664)","(2.1, 2.36, 2.2631249999999996)","(6.5, 9.6, 9.0)","(4.4, 5.8, 5.731578947368421)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.285714285714286)","(13.0, 17.5, 16.333333333333332)"
11-01-2023 11:14:37.693280,"(21.0, 55.0, 50.666666666666664)","(2.1, 2.36, 2.2631249999999996)","(6.5, 9.6, 9.0)","(4.4, 5.9, 5.731578947368421)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.285714285714286)","(13.0, 17.5, 16.333333333333332)"
11-01-2023 11:14:38.633919,"(21.0, 55.0, 50.666666666666664)","(2.1, 2.36, 2.2631249999999996)","(6.5, 9.6, 9.0)","(4.4, 5.9, 5.731578947368421)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.285714285714286)","(13.0, 17.5, 16.5)"
11-01-2023 11:14:39.590105,"(21.0, 55.0, 49.5)","(2.1, 2.36, 2.2631249999999996)","(6.5, 9.6, 9.0)","(4.4, 5.9, 5.731578947368421)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.285714285714286)","(13.0, 17.5, 16.5)"
11-01-2023 11:14:40.561412,"(21.0, 55.0, 50.5)","(2.1, 2.36, 2.2631249999999996)","(6.5, 9.6, 9.0)","(4.4, 5.9, 5.731578947368421)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.285714285714286)","(13.0, 17.5, 16.5)"
11-01-2023 11:14:41.560822,"(21.0, 65.0, 58.666666666666664)","(2.1, 2.34, 2.273333333333333)","(6.5, 9.6, 9.0)","(4.4, 5.9, 5.731578947368421)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.285714285714286)","(13.0, 17.5, 16.5)"
11-01-2023 11:14:42.548558,"(21.0, 65.0, 53.6)","(2.1, 2.34, 2.326842105263158)","(6.5, 9.6, 8.8)","(4.4, 5.9, 5.731578947368421)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.285714285714286)","(13.0, 17.5, 16.5)"
11-01-2023 11:14:43.573481,"(21.0, 65.0, 53.6)","(2.1, 2.34, 2.326842105263158)","(6.5, 9.6, 8.8)","(4.4, 5.9, 5.731578947368421)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.285714285714286)","(13.0, 17.5, 16.5)"
11-01-2023 11:14:44.690690,"(21.0, 65.0, 53.6)","(2.1, 2.34, 2.326842105263158)","(6.5, 9.6, 8.8)","(4.4, 5.9, 5.731578947368421)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.285714285714286)","(13.0, 17.5, 16.5)"
11-01-2023 11:14:45.733156,"(21.0, 65.0, 53.6)","(2.1, 2.34, 2.3248484848484847)","(6.5, 9.6, 8.8)","(4.4, 5.9, 5.731578947368421)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.285714285714286)","(13.0, 17.5, 16.5)"
11-01-2023 11:14:46.782613,"(21.0, 65.0, 53.6)","(2.1, 2.34, 2.3248484848484847)","(6.5, 9.6, 8.8)","(4.4, 5.9, 5.746153846153846)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.285714285714286)","(13.0, 17.5, 16.5)"
11-01-2023 11:14:47.872547,"(21.0, 65.0, 53.6)","(2.1, 2.34, 2.333333333333333)","(6.5, 9.6, 8.8)","(4.4, 5.9, 5.746153846153846)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.285714285714286)","(13.0, 17.5, 16.5)"
11-01-2023 11:14:48.931273,"(21.0, 65.0, 53.6)","(2.1, 2.36, 2.352)","(6.5, 9.6, 8.8)","(4.4, 5.9, 5.746153846153846)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.285714285714286)","(13.0, 17.5, 16.5)"
11-01-2023 11:14:49.987619,"(21.0, 65.0, 53.6)","(2.1, 2.4, 2.3783783783783785)","(6.5, 9.6, 8.8)","(4.4, 5.9, 5.75)","(31.0, 65.0, 57.5)","(3.9, 5.6, 5.288235294117647)","(13.0, 17.5, 16.5)"
11-01-2023 11:14:51.048714,"(21.0, 65.0, 53.6)","(2.1, 2.4, 2.389247311827957)","(6.5, 9.6, 8.85)","(4.4, 5.9, 5.75)","(31.0, 65.0, 62.5)","(3.9, 5.7, 5.366666666666667)","(13.0, 17.5, 17.0)"
