,Lycallegro,Move Like Jagger,Flying Billie,Angeli,Depasser,Gee Gees Choris,Bellasario,Elmajay,Royal Molly
11-01-2023 12:21:53.054315,"(10.0, 14.0, 11.777777777777779)","(3.0, 3.75, 3.7305555555555556)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 52.0)","(21.0, 44.0, 42.5)","(11.0, 13.5, 13.038461538461538)","(8.0, 12.5, 11.416666666666666)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.075)"
11-01-2023 12:21:54.253619,"(10.0, 14.0, 11.777777777777779)","(3.0, 3.75, 3.7305555555555556)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 52.0)","(21.0, 44.0, 42.5)","(11.0, 13.5, 13.038461538461538)","(8.0, 12.5, 11.416666666666666)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.075)"
11-01-2023 12:21:55.559368,"(10.0, 14.0, 11.777777777777779)","(3.0, 3.75, 3.7305555555555556)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 52.0)","(21.0, 44.0, 42.5)","(11.0, 13.5, 13.038461538461538)","(8.0, 12.5, 11.416666666666666)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.075)"
11-01-2023 12:21:56.882231,"(10.0, 14.0, 11.777777777777779)","(3.0, 3.75, 3.7305555555555556)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 52.0)","(21.0, 44.0, 42.5)","(11.0, 13.5, 13.038461538461538)","(8.0, 12.5, 11.416666666666666)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.075)"
11-01-2023 12:21:58.131624,"(10.0, 14.0, 11.777777777777779)","(3.0, 3.75, 3.7305555555555556)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 52.0)","(21.0, 44.0, 42.5)","(11.0, 13.5, 13.038461538461538)","(8.0, 12.5, 11.416666666666666)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.075)"
11-01-2023 12:21:59.424313,"(10.0, 14.0, 11.777777777777779)","(3.0, 3.75, 3.7305555555555556)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 52.0)","(21.0, 44.0, 42.5)","(11.0, 13.5, 13.038461538461538)","(8.0, 12.5, 11.416666666666666)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.075)"
11-01-2023 12:22:00.745352,"(10.0, 14.0, 11.777777777777779)","(3.0, 3.75, 3.7305555555555556)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 52.0)","(21.0, 44.0, 40.5)","(11.0, 13.5, 13.423076923076923)","(8.0, 12.5, 11.416666666666666)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.075)"
11-01-2023 12:22:02.038210,"(10.0, 14.0, 11.777777777777779)","(3.0, 3.75, 3.7305555555555556)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 52.0)","(21.0, 44.0, 40.5)","(11.0, 14.0, 13.0)","(8.0, 12.5, 11.416666666666666)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.075)"
11-01-2023 12:22:03.310163,"(10.0, 14.0, 11.777777777777779)","(3.0, 3.75, 3.7305555555555556)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 49.0)","(21.0, 44.0, 42.72727272727273)","(11.0, 14.0, 13.0)","(8.0, 12.5, 11.416666666666666)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.075)"
11-01-2023 12:22:04.542611,"(10.0, 14.0, 11.777777777777779)","(3.0, 3.75, 3.7305555555555556)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 49.0)","(21.0, 44.0, 42.72727272727273)","(11.0, 14.0, 13.0)","(8.0, 12.5, 11.416666666666666)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.075)"
11-01-2023 12:22:05.742539,"(10.0, 14.0, 11.777777777777779)","(3.0, 3.75, 3.7305555555555556)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 49.0)","(21.0, 44.0, 42.72727272727273)","(11.0, 14.0, 13.0)","(8.0, 12.5, 11.416666666666666)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.075)"
11-01-2023 12:22:06.992397,"(10.0, 14.0, 11.777777777777779)","(3.0, 3.75, 3.7305555555555556)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 49.0)","(21.0, 44.0, 42.72727272727273)","(11.0, 14.0, 13.0)","(8.0, 12.5, 11.416666666666666)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.075)"
11-01-2023 12:22:08.202245,"(10.0, 14.0, 11.777777777777779)","(3.0, 3.75, 3.7305555555555556)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 49.0)","(21.0, 44.0, 42.72727272727273)","(11.0, 14.0, 13.0)","(8.0, 12.5, 11.416666666666666)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.075)"
11-01-2023 12:22:09.456336,"(10.0, 14.0, 11.777777777777779)","(3.0, 3.75, 3.7305555555555556)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 46.333333333333336)","(21.0, 44.0, 38.0)","(11.0, 14.0, 11.777777777777779)","(8.0, 12.5, 10.178571428571429)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:10.685035,"(10.0, 14.0, 12.461538461538462)","(3.0, 3.75, 3.7305555555555556)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 46.333333333333336)","(21.0, 44.0, 38.0)","(11.0, 14.0, 11.777777777777779)","(8.0, 12.5, 10.178571428571429)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:11.963625,"(10.0, 14.0, 13.23076923076923)","(3.0, 3.75, 3.7305555555555556)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 46.333333333333336)","(21.0, 44.0, 38.0)","(11.0, 14.0, 12.333333333333334)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:13.258919,"(10.0, 14.0, 13.23076923076923)","(3.0, 3.75, 3.7305555555555556)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 46.333333333333336)","(21.0, 44.0, 38.0)","(11.0, 14.0, 12.333333333333334)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:14.576300,"(10.0, 14.0, 13.23076923076923)","(3.0, 3.75, 3.7305555555555556)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 46.333333333333336)","(21.0, 44.0, 38.0)","(11.0, 14.0, 12.333333333333334)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:16.044296,"(10.0, 14.0, 13.23076923076923)","(3.0, 3.75, 3.7305555555555556)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 46.333333333333336)","(21.0, 44.0, 38.0)","(11.0, 14.0, 12.666666666666666)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:17.417901,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.675)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 44.0, 41.0)","(11.0, 14.0, 12.666666666666666)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:18.701816,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.675)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 44.0, 41.0)","(11.0, 14.0, 13.0)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:20.444080,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.675)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 44.0, 41.0)","(11.0, 14.0, 13.0)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:21.835310,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.675)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 44.0, 41.0)","(11.0, 14.0, 13.0)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:23.193789,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.5318181818181817)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 44.0, 41.0)","(11.0, 14.0, 13.0)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:24.830481,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.5318181818181817)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 44.0, 41.0)","(11.0, 14.0, 13.0)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:26.080805,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.5318181818181817)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 44.0, 41.0)","(11.0, 14.0, 13.0)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:27.274063,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.5318181818181817)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 44.0, 41.0)","(11.0, 14.0, 12.923076923076923)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:28.571741,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.5318181818181817)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 44.0, 41.0)","(11.0, 13.5, 12.923076923076923)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:29.812064,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.5318181818181817)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 44.0, 41.0)","(11.0, 13.5, 12.923076923076923)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:31.149531,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.5785714285714287)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 44.0, 41.0)","(11.0, 13.5, 12.923076923076923)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.722222222222222)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:32.525682,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.5785714285714287)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 44.0, 49.25)","(11.0, 13.5, 12.923076923076923)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:33.857031,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.5785714285714287)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 55.0, 49.25)","(11.0, 13.5, 12.923076923076923)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:35.156698,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.5785714285714287)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 55.0, 49.25)","(11.0, 13.5, 12.923076923076923)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:36.549675,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.5785714285714287)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 55.0, 52.7)","(11.0, 13.5, 12.923076923076923)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:37.865153,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.5785714285714287)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 55.0, 52.90909090909091)","(11.0, 13.5, 12.923076923076923)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:39.311199,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.5785714285714287)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 55.0, 52.90909090909091)","(11.0, 13.5, 12.923076923076923)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:41.139453,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.5785714285714287)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 55.0, 52.90909090909091)","(11.0, 13.5, 12.923076923076923)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:42.786923,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.5785714285714287)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 55.0, 52.90909090909091)","(11.0, 13.5, 12.923076923076923)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:44.270298,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.5785714285714287)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 55.0, 52.90909090909091)","(11.0, 13.5, 12.923076923076923)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:45.812770,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.5785714285714287)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 55.0, 52.90909090909091)","(11.0, 13.5, 12.923076923076923)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:47.489298,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.5785714285714287)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 55.0, 52.90909090909091)","(11.0, 13.5, 12.923076923076923)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:49.043056,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.5785714285714287)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 55.0, 52.90909090909091)","(11.0, 13.5, 12.923076923076923)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:50.557680,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.640909090909091)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 55.0, 52.90909090909091)","(11.0, 13.5, 12.923076923076923)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:52.029319,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.640909090909091)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 55.0, 52.90909090909091)","(11.0, 13.5, 12.923076923076923)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:53.553570,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.640909090909091)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 55.0, 52.90909090909091)","(11.0, 13.5, 12.5)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:55.032269,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.640909090909091)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 55.0, 52.90909090909091)","(11.0, 13.5, 12.5)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:56.462771,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.640909090909091)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 55.0, 52.90909090909091)","(11.0, 13.5, 12.5)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:57.824441,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.640909090909091)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 55.0, 52.90909090909091)","(11.0, 13.5, 12.5)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:22:59.153447,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.640909090909091)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 55.0, 52.90909090909091)","(11.0, 13.5, 12.5)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:23:00.439414,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.640909090909091)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 55.0, 52.90909090909091)","(11.0, 13.5, 12.5)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:23:01.761443,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.640909090909091)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.5)","(21.0, 55.0, 52.90909090909091)","(11.0, 13.5, 12.630434782608695)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.2379310344827585)"
11-01-2023 12:23:03.023489,"(10.0, 14.0, 13.375)","(3.0, 3.75, 3.640909090909091)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.42857142857143)","(21.0, 55.0, 52.44444444444444)","(11.0, 13.5, 12.26923076923077)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.0473684210526315)"
11-01-2023 12:23:04.257125,"(10.0, 14.0, 13.09090909090909)","(3.0, 3.75, 3.640909090909091)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.42857142857143)","(21.0, 55.0, 52.44444444444444)","(11.0, 13.5, 12.26923076923077)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.0473684210526315)"
11-01-2023 12:23:05.504514,"(10.0, 14.0, 13.09090909090909)","(3.0, 3.75, 3.640909090909091)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.42857142857143)","(21.0, 55.0, 52.44444444444444)","(11.0, 13.5, 12.26923076923077)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.0473684210526315)"
11-01-2023 12:23:06.760062,"(10.0, 14.0, 13.09090909090909)","(3.0, 3.75, 3.640909090909091)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.42857142857143)","(21.0, 55.0, 52.44444444444444)","(11.0, 13.5, 12.26923076923077)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.0473684210526315)"
11-01-2023 12:23:08.059240,"(10.0, 14.0, 13.09090909090909)","(3.0, 3.75, 3.640909090909091)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.42857142857143)","(21.0, 55.0, 52.44444444444444)","(11.0, 13.5, 12.26923076923077)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.0473684210526315)"
11-01-2023 12:23:09.393248,"(10.0, 14.0, 13.09090909090909)","(3.0, 3.75, 3.640909090909091)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.42857142857143)","(21.0, 55.0, 52.44444444444444)","(11.0, 13.5, 12.26923076923077)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.0473684210526315)"
11-01-2023 12:23:10.693009,"(10.0, 14.0, 13.09090909090909)","(3.0, 3.75, 3.640909090909091)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.42857142857143)","(21.0, 55.0, 52.44444444444444)","(11.0, 13.5, 12.26923076923077)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.0473684210526315)"
11-01-2023 12:23:11.984763,"(10.0, 14.0, 13.09090909090909)","(3.0, 3.75, 3.640909090909091)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.42857142857143)","(21.0, 55.0, 52.44444444444444)","(11.0, 13.5, 12.26923076923077)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.0473684210526315)"
11-01-2023 12:23:13.329969,"(10.0, 14.0, 13.09090909090909)","(3.0, 3.75, 3.640909090909091)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.42857142857143)","(21.0, 55.0, 52.44444444444444)","(11.0, 13.5, 12.26923076923077)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.0473684210526315)"
11-01-2023 12:23:14.687919,"(10.0, 14.0, 13.09090909090909)","(3.0, 3.75, 3.640909090909091)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 48.42857142857143)","(21.0, 55.0, 52.44444444444444)","(11.0, 13.5, 12.26923076923077)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.0473684210526315)"
11-01-2023 12:23:16.015136,"(10.0, 14.0, 13.09090909090909)","(3.0, 3.75, 3.640909090909091)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 51.714285714285715)","(21.0, 55.0, 52.44444444444444)","(11.0, 13.5, 12.26923076923077)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.0473684210526315)"
11-01-2023 12:23:17.323453,"(10.0, 14.0, 13.09090909090909)","(3.0, 3.75, 3.640909090909091)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 51.714285714285715)","(21.0, 55.0, 52.44444444444444)","(11.0, 13.5, 12.26923076923077)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.0473684210526315)"
11-01-2023 12:23:18.651918,"(10.0, 14.0, 13.09090909090909)","(3.0, 3.75, 3.640909090909091)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 51.714285714285715)","(21.0, 55.0, 52.44444444444444)","(11.0, 13.5, 12.26923076923077)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.0473684210526315)"
11-01-2023 12:23:19.954799,"(10.0, 14.0, 13.09090909090909)","(3.0, 3.75, 3.640909090909091)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 51.714285714285715)","(21.0, 55.0, 52.44444444444444)","(11.0, 13.5, 12.26923076923077)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.0473684210526315)"
11-01-2023 12:23:21.284813,"(10.0, 14.0, 13.09090909090909)","(3.0, 3.75, 3.640909090909091)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 51.714285714285715)","(21.0, 55.0, 52.44444444444444)","(11.0, 13.5, 12.26923076923077)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.0473684210526315)"
11-01-2023 12:23:22.676325,"(10.0, 14.0, 13.09090909090909)","(3.0, 3.75, 3.425)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 51.714285714285715)","(21.0, 55.0, 52.44444444444444)","(11.0, 13.5, 12.26923076923077)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.0473684210526315)"
11-01-2023 12:23:24.007578,"(10.0, 14.0, 13.09090909090909)","(3.0, 3.45, 3.5944444444444446)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 51.714285714285715)","(21.0, 55.0, 52.44444444444444)","(11.0, 13.5, 12.26923076923077)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.0473684210526315)"
11-01-2023 12:23:25.285718,"(10.0, 14.0, 13.09090909090909)","(3.0, 3.75, 3.5944444444444446)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 51.714285714285715)","(21.0, 55.0, 52.44444444444444)","(11.0, 13.5, 12.26923076923077)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.0473684210526315)"
11-01-2023 12:23:26.576257,"(10.0, 14.0, 13.09090909090909)","(3.0, 3.75, 3.5944444444444446)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 51.714285714285715)","(21.0, 55.0, 52.44444444444444)","(11.0, 13.5, 12.26923076923077)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.0473684210526315)"
11-01-2023 12:23:27.788467,"(10.0, 14.0, 13.09090909090909)","(3.0, 3.75, 3.5944444444444446)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 51.714285714285715)","(21.0, 55.0, 52.44444444444444)","(11.0, 13.5, 12.26923076923077)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.0473684210526315)"
11-01-2023 12:23:29.020116,"(10.0, 14.0, 13.09090909090909)","(3.0, 3.75, 3.5944444444444446)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 51.714285714285715)","(21.0, 55.0, 52.44444444444444)","(11.0, 13.5, 12.26923076923077)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.0473684210526315)"
11-01-2023 12:23:30.295899,"(10.0, 14.0, 13.09090909090909)","(3.0, 3.75, 3.5944444444444446)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 51.714285714285715)","(21.0, 55.0, 52.44444444444444)","(11.0, 13.5, 12.26923076923077)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.0473684210526315)"
11-01-2023 12:23:31.577873,"(10.0, 14.0, 13.09090909090909)","(3.0, 3.75, 3.5944444444444446)","(11.0, 17.5, 17.11904761904762)","(21.0, 55.0, 51.714285714285715)","(21.0, 55.0, 52.44444444444444)","(11.0, 13.5, 12.26923076923077)","(8.0, 12.0, 10.5)","(4.0, 4.9, 4.875)","(4.4, 6.6, 6.0473684210526315)"
