,Hopes Girl,Weblec Breeze,Nova Cascade,Beautiful Bounty,Follow You,Shrinking
07-12-2022 13:43:57.803877,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.841304347826087)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:43:58.683457,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.841304347826087)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:43:59.687987,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.841304347826087)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:44:00.684011,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.841304347826087)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:44:01.576108,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.841304347826087)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:44:02.489377,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.841304347826087)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:44:03.560669,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.841304347826087)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:44:04.577563,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.841304347826087)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:44:05.503644,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.841304347826087)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:44:06.447086,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.841304347826087)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:44:07.500776,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.841304347826087)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:44:08.454802,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.841304347826087)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:44:09.408971,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.670645161290323)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:44:10.484129,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.670645161290323)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:44:11.453974,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.670645161290323)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:44:12.437939,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.670645161290323)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:44:13.340004,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.670645161290323)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:44:14.323186,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.670645161290323)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:44:15.484347,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.670645161290323)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:44:16.494625,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.670645161290323)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:44:17.521716,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.670645161290323)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:44:18.476791,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.670645161290323)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:44:19.746624,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.670645161290323)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:44:20.729892,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.670645161290323)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:44:21.660684,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.670645161290323)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:44:22.745618,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.670645161290323)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:44:23.784089,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.670645161290323)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:44:24.715476,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.120000000000001)","(2.2, 3.35, 2.670645161290323)","(2.9, 4.7, 4.140000000000001)","(4.0, 7.0, 5.366666666666667)"
07-12-2022 13:44:25.743354,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.280000000000001)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:26.793891,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.280000000000001)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:27.910321,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.280000000000001)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:28.934309,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.280000000000001)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:29.898370,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.280000000000001)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:30.973564,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.280000000000001)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:32.063820,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 12.2)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:32.984252,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 12.25)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:34.083553,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 12.25)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:35.194525,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 12.25)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:36.360957,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 12.25)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:37.305470,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.280000000000001)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:38.380840,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 12.25)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:39.397479,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 12.25)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:40.431247,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 12.25)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:41.431255,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 12.25)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:42.465194,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.280000000000001)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:43.485467,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.280000000000001)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:44.635370,"(26.0, 130.0, 77.0)","(20.0, 65.0, 31.181818181818183)","(7.5, 14.0, 11.280000000000001)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:45.794162,"(26.0, 130.0, 77.0)","(20.0, 65.0, 47.11538461538461)","(7.5, 14.0, 12.2)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:46.701800,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 14.0, 12.2)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:47.759357,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 14.0, 12.2)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:48.871171,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 14.0, 12.2)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:49.815351,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 14.0, 12.2)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:50.863319,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 14.0, 12.2)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:52.000818,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 14.0, 12.2)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:53.032266,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 14.0, 12.2)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:54.088616,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 14.0, 12.2)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:55.023664,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 14.0, 12.2)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:55.963368,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 14.0, 12.2)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:56.971797,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:57.941204,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:58.829883,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:44:59.733562,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:45:00.670796,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:45:01.533293,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.7192592592592595)","(2.9, 4.7, 4.140000000000001)","(4.0, 6.8, 6.246874999999999)"
07-12-2022 13:45:02.443887,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:03.407469,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:04.367175,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:05.336944,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:06.298288,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:07.239414,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:08.441078,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:09.498469,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:10.957299,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:12.095863,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:13.127464,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:14.103043,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:15.092398,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:16.180038,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:17.194134,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:18.257025,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:19.175103,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:20.173886,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:21.224072,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:22.402786,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:23.462656,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:24.463656,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:25.503393,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:26.623123,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.542857142857143)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:27.646623,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.83)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:28.738878,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.83)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:29.902337,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.83)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:31.036622,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.83)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:32.143523,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.83)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:33.190566,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.83)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:34.267010,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.83)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:35.399060,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.83)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:36.468988,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.83)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:37.495690,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.83)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:38.477506,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.83)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:39.516883,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.83)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:40.606088,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.83)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:41.620008,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.83)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:42.525439,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.83)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:43.576488,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.83)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
07-12-2022 13:45:44.640517,"(26.0, 130.0, 77.0)","(20.0, 65.0, 46.92307692307692)","(7.5, 13.5, 12.83)","(2.2, 3.3, 2.3941176470588235)","(2.9, 4.7, 3.482)","(4.0, 6.8, 4.866666666666666)"
