,Screaming Izzy,Echo Chamber,Blue Ability,Wood Carrier,Blazin Fury,Dr Cinny,Tinker Dan,Mekong Tash
07-01-2023 09:38:20.023538,"(21.0, 70.0, 41.66666666666667)","(71.0, 440.0, 111.66666666666667)","(19.0, 44.0, 29.25)","(2.7, 5.2, 4.1)","(61.0, 390.0, 137.14285714285714)","(3.8, 5.9, 4.123076923076923)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:21.212873,"(21.0, 70.0, 41.66666666666667)","(71.0, 440.0, 111.66666666666667)","(19.0, 44.0, 29.25)","(2.7, 5.2, 4.1)","(61.0, 390.0, 137.14285714285714)","(3.8, 5.9, 4.123076923076923)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:22.416256,"(21.0, 70.0, 41.66666666666667)","(71.0, 440.0, 111.66666666666667)","(19.0, 44.0, 29.25)","(2.7, 5.2, 4.728571428571429)","(61.0, 390.0, 137.14285714285714)","(3.8, 5.9, 4.123076923076923)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:23.602478,"(21.0, 70.0, 41.66666666666667)","(71.0, 440.0, 111.66666666666667)","(19.0, 44.0, 28.25)","(2.7, 5.2, 4.4)","(61.0, 390.0, 137.14285714285714)","(3.8, 5.9, 4.123076923076923)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:24.753887,"(21.0, 70.0, 41.66666666666667)","(71.0, 440.0, 111.66666666666667)","(19.0, 42.0, 28.25)","(2.7, 5.2, 4.4)","(61.0, 390.0, 137.14285714285714)","(3.8, 5.9, 4.123076923076923)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:25.891067,"(21.0, 70.0, 41.66666666666667)","(71.0, 440.0, 111.66666666666667)","(19.0, 42.0, 28.25)","(2.7, 5.2, 4.4)","(61.0, 390.0, 137.14285714285714)","(3.8, 5.9, 4.75)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:27.017601,"(21.0, 70.0, 41.66666666666667)","(71.0, 440.0, 111.66666666666667)","(19.0, 42.0, 28.25)","(2.7, 5.2, 4.4)","(61.0, 390.0, 137.14285714285714)","(3.8, 5.7, 4.433333333333334)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:28.236189,"(21.0, 70.0, 41.66666666666667)","(71.0, 440.0, 111.66666666666667)","(19.0, 42.0, 28.25)","(2.7, 5.2, 4.4)","(61.0, 390.0, 137.14285714285714)","(3.8, 5.7, 4.433333333333334)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:29.373035,"(21.0, 70.0, 41.66666666666667)","(71.0, 440.0, 111.66666666666667)","(19.0, 42.0, 28.25)","(2.7, 5.2, 4.4)","(61.0, 390.0, 137.14285714285714)","(3.8, 5.7, 4.433333333333334)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:30.584066,"(21.0, 70.0, 41.66666666666667)","(71.0, 440.0, 111.66666666666667)","(19.0, 42.0, 28.25)","(2.7, 5.2, 4.4)","(61.0, 390.0, 137.14285714285714)","(3.8, 5.7, 4.433333333333334)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:31.769032,"(21.0, 70.0, 41.66666666666667)","(71.0, 440.0, 111.66666666666667)","(18.0, 42.0, 28.25)","(2.7, 5.2, 4.4)","(61.0, 390.0, 137.14285714285714)","(3.8, 5.7, 4.433333333333334)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:32.938474,"(21.0, 70.0, 41.66666666666667)","(71.0, 440.0, 111.66666666666667)","(18.0, 42.0, 28.25)","(2.7, 5.2, 4.4)","(61.0, 390.0, 137.14285714285714)","(3.8, 5.7, 4.433333333333334)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:34.071396,"(21.0, 70.0, 41.66666666666667)","(71.0, 440.0, 111.66666666666667)","(18.0, 42.0, 28.25)","(2.7, 5.2, 4.4)","(61.0, 390.0, 137.14285714285714)","(3.8, 5.7, 4.433333333333334)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:35.234551,"(21.0, 70.0, 41.66666666666667)","(71.0, 440.0, 111.66666666666667)","(18.0, 42.0, 28.25)","(2.7, 5.2, 4.4)","(61.0, 390.0, 137.14285714285714)","(3.8, 5.7, 4.433333333333334)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:36.504870,"(21.0, 70.0, 41.66666666666667)","(71.0, 440.0, 111.66666666666667)","(18.0, 42.0, 28.25)","(2.7, 5.2, 4.4)","(61.0, 390.0, 137.14285714285714)","(3.8, 5.7, 4.433333333333334)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:37.596484,"(21.0, 70.0, 41.66666666666667)","(71.0, 440.0, 111.66666666666667)","(18.0, 42.0, 28.25)","(2.7, 5.2, 4.4)","(61.0, 390.0, 137.14285714285714)","(3.8, 5.7, 4.433333333333334)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:38.930093,"(21.0, 70.0, 41.66666666666667)","(71.0, 440.0, 111.66666666666667)","(18.0, 42.0, 28.25)","(2.7, 5.2, 4.728571428571429)","(61.0, 390.0, 137.14285714285714)","(3.8, 5.7, 4.433333333333334)","(2.6, 2.96, 2.9425)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:40.321006,"(21.0, 70.0, 41.66666666666667)","(71.0, 440.0, 111.66666666666667)","(18.0, 42.0, 28.25)","(2.7, 5.2, 4.728571428571429)","(61.0, 390.0, 137.14285714285714)","(3.8, 5.7, 4.433333333333334)","(2.6, 2.98, 2.9425)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:41.567606,"(21.0, 70.0, 41.66666666666667)","(71.0, 440.0, 111.66666666666667)","(18.0, 42.0, 23.5625)","(2.7, 5.2, 4.728571428571429)","(61.0, 390.0, 212.0)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.98, 2.9425)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:42.990060,"(21.0, 70.0, 49.23076923076923)","(71.0, 440.0, 240.0)","(18.0, 42.0, 29.708333333333336)","(2.7, 5.2, 4.728571428571429)","(61.0, 390.0, 212.0)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.98, 2.9425)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:44.536075,"(21.0, 70.0, 40.27777777777778)","(71.0, 440.0, 315.0)","(18.0, 42.0, 25.88888888888889)","(2.7, 5.2, 4.728571428571429)","(61.0, 390.0, 212.0)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.98, 2.9425)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:45.801286,"(21.0, 70.0, 40.27777777777778)","(71.0, 590.0, 315.0)","(18.0, 42.0, 25.88888888888889)","(2.7, 5.2, 4.728571428571429)","(61.0, 390.0, 212.0)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.98, 2.9425)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:46.937094,"(21.0, 70.0, 40.27777777777778)","(71.0, 590.0, 498.33333333333337)","(18.0, 42.0, 28.25)","(2.7, 5.2, 4.728571428571429)","(61.0, 390.0, 103.33333333333334)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.98, 2.9425)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:48.069047,"(21.0, 70.0, 41.66666666666667)","(71.0, 570.0, 310.0)","(18.0, 42.0, 28.25)","(2.7, 5.2, 4.728571428571429)","(61.0, 390.0, 103.33333333333334)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.98, 2.9425)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:49.217901,"(21.0, 70.0, 41.66666666666667)","(71.0, 570.0, 310.0)","(18.0, 42.0, 28.25)","(2.7, 5.2, 4.728571428571429)","(61.0, 390.0, 103.33333333333334)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.98, 2.9425)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:50.292419,"(21.0, 70.0, 41.66666666666667)","(71.0, 570.0, 310.0)","(18.0, 42.0, 28.25)","(2.7, 5.2, 4.728571428571429)","(61.0, 390.0, 100.88888888888889)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.98, 2.9425)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:51.729151,"(21.0, 70.0, 41.66666666666667)","(71.0, 570.0, 310.0)","(18.0, 42.0, 28.25)","(2.7, 5.2, 4.728571428571429)","(61.0, 540.0, 100.88888888888889)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.98, 2.9425)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:52.977458,"(21.0, 70.0, 41.66666666666667)","(71.0, 570.0, 310.0)","(18.0, 42.0, 28.25)","(2.7, 5.2, 4.425)","(61.0, 540.0, 100.88888888888889)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.98, 2.9425)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:54.447167,"(21.0, 70.0, 41.66666666666667)","(71.0, 570.0, 310.0)","(18.0, 42.0, 28.25)","(2.7, 5.2, 4.875)","(61.0, 540.0, 100.88888888888889)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.98, 2.9425)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:55.654965,"(21.0, 70.0, 41.66666666666667)","(71.0, 570.0, 310.0)","(18.0, 42.0, 28.25)","(2.7, 5.3, 4.875)","(61.0, 540.0, 100.88888888888889)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.98, 2.9425)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:57.043437,"(21.0, 70.0, 41.66666666666667)","(71.0, 570.0, 310.0)","(18.0, 42.0, 28.25)","(2.7, 5.3, 4.875)","(61.0, 540.0, 100.88888888888889)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.98, 2.9425)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:58.308414,"(21.0, 70.0, 41.66666666666667)","(71.0, 570.0, 310.0)","(18.0, 42.0, 28.25)","(2.7, 5.3, 4.875)","(61.0, 540.0, 100.88888888888889)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.98, 2.9425)","(5.5, 11.0, 6.875)"
07-01-2023 09:38:59.553136,"(21.0, 70.0, 41.66666666666667)","(71.0, 570.0, 310.0)","(18.0, 42.0, 28.25)","(2.7, 5.3, 4.875)","(61.0, 540.0, 100.88888888888889)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.98, 2.9425)","(5.5, 11.0, 6.875)"
07-01-2023 09:39:00.713595,"(21.0, 70.0, 41.66666666666667)","(71.0, 570.0, 310.0)","(18.0, 42.0, 28.25)","(2.7, 5.3, 4.875)","(61.0, 540.0, 100.88888888888889)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.98, 2.9425)","(5.5, 11.0, 6.875)"
07-01-2023 09:39:01.905472,"(21.0, 70.0, 41.66666666666667)","(71.0, 570.0, 310.0)","(18.0, 42.0, 28.25)","(2.7, 5.3, 4.875)","(61.0, 540.0, 100.88888888888889)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.98, 2.9425)","(5.5, 11.0, 6.875)"
07-01-2023 09:39:03.039547,"(21.0, 70.0, 41.66666666666667)","(71.0, 570.0, 310.0)","(18.0, 42.0, 28.25)","(2.7, 5.3, 4.875)","(61.0, 540.0, 100.88888888888889)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.98, 2.9425)","(5.5, 11.0, 6.875)"
07-01-2023 09:39:04.211430,"(21.0, 70.0, 41.66666666666667)","(71.0, 570.0, 310.0)","(18.0, 42.0, 28.25)","(2.7, 5.3, 4.875)","(61.0, 540.0, 100.88888888888889)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.98, 2.9425)","(5.5, 11.0, 6.875)"
07-01-2023 09:39:05.419357,"(21.0, 70.0, 41.66666666666667)","(71.0, 570.0, 310.0)","(18.0, 42.0, 28.25)","(2.7, 5.3, 4.875)","(61.0, 540.0, 100.88888888888889)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.98, 2.9425)","(5.5, 11.0, 6.875)"
07-01-2023 09:39:06.588388,"(21.0, 70.0, 41.66666666666667)","(71.0, 570.0, 310.0)","(18.0, 42.0, 28.25)","(2.7, 5.3, 4.875)","(61.0, 540.0, 100.88888888888889)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.98, 2.9425)","(5.5, 11.0, 6.875)"
07-01-2023 09:39:07.745184,"(21.0, 70.0, 41.66666666666667)","(71.0, 570.0, 310.0)","(18.0, 42.0, 28.25)","(2.7, 5.3, 4.875)","(61.0, 540.0, 287.0)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.98, 2.9425)","(5.5, 11.0, 6.875)"
07-01-2023 09:39:08.956064,"(21.0, 70.0, 41.66666666666667)","(71.0, 590.0, 315.0)","(18.0, 42.0, 28.25)","(2.7, 5.3, 4.875)","(61.0, 540.0, 287.0)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.98, 2.941818181818182)","(5.5, 11.0, 6.875)"
07-01-2023 09:39:10.160356,"(21.0, 70.0, 41.66666666666667)","(71.0, 590.0, 315.0)","(18.0, 42.0, 28.25)","(2.7, 5.3, 4.875)","(61.0, 540.0, 402.0)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 6.875)"
07-01-2023 09:39:11.260180,"(21.0, 70.0, 41.66666666666667)","(71.0, 590.0, 315.0)","(18.0, 42.0, 28.25)","(2.7, 5.3, 4.875)","(61.0, 770.0, 310.0)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 6.875)"
07-01-2023 09:39:12.834130,"(21.0, 70.0, 41.66666666666667)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 6.875)"
07-01-2023 09:39:13.973462,"(21.0, 70.0, 41.66666666666667)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 6.14)"
07-01-2023 09:39:15.328499,"(21.0, 70.0, 41.66666666666667)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 7.2615384615384615)"
07-01-2023 09:39:16.643571,"(21.0, 70.0, 41.66666666666667)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 7.2615384615384615)"
07-01-2023 09:39:17.921353,"(21.0, 70.0, 41.66666666666667)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 7.2615384615384615)"
07-01-2023 09:39:19.337436,"(21.0, 70.0, 41.66666666666667)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 7.2615384615384615)"
07-01-2023 09:39:20.786139,"(21.0, 70.0, 41.66666666666667)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 7.2615384615384615)"
07-01-2023 09:39:22.215833,"(21.0, 70.0, 41.66666666666667)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 7.2615384615384615)"
07-01-2023 09:39:23.534757,"(21.0, 70.0, 41.66666666666667)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 7.2615384615384615)"
07-01-2023 09:39:24.728293,"(21.0, 70.0, 41.66666666666667)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.833333333333334)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 7.2615384615384615)"
07-01-2023 09:39:25.842325,"(21.0, 70.0, 41.66666666666667)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 7.2615384615384615)"
07-01-2023 09:39:27.087020,"(21.0, 70.0, 41.66666666666667)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 7.2615384615384615)"
07-01-2023 09:39:28.339481,"(21.0, 70.0, 41.66666666666667)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 7.2615384615384615)"
07-01-2023 09:39:29.603759,"(21.0, 70.0, 41.66666666666667)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 407.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 7.2615384615384615)"
07-01-2023 09:39:30.951331,"(21.0, 70.0, 45.22727272727273)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 770.0, 407.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 7.2615384615384615)"
07-01-2023 09:39:32.245214,"(21.0, 70.0, 45.22727272727273)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 770.0, 407.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 7.2615384615384615)"
07-01-2023 09:39:33.513191,"(21.0, 70.0, 45.22727272727273)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 770.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 7.2615384615384615)"
07-01-2023 09:39:34.765883,"(21.0, 70.0, 38.75)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.0, 7.569230769230769)"
07-01-2023 09:39:36.070545,"(21.0, 70.0, 38.75)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 12.0, 9.533333333333333)"
07-01-2023 09:39:37.226775,"(21.0, 70.0, 38.75)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.5, 9.533333333333333)"
07-01-2023 09:39:38.409407,"(21.0, 70.0, 38.75)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.9425)","(5.5, 11.5, 9.533333333333333)"
07-01-2023 09:39:39.642193,"(21.0, 70.0, 38.75)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.98, 2.941818181818182)","(5.5, 11.5, 9.533333333333333)"
07-01-2023 09:39:40.790908,"(21.0, 70.0, 38.75)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.5, 9.533333333333333)"
07-01-2023 09:39:42.088959,"(21.0, 70.0, 38.75)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.5, 9.533333333333333)"
07-01-2023 09:39:43.352223,"(21.0, 70.0, 38.75)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.5, 9.533333333333333)"
07-01-2023 09:39:44.556998,"(21.0, 70.0, 38.75)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.5, 9.533333333333333)"
07-01-2023 09:39:45.707384,"(21.0, 70.0, 38.75)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.5, 9.533333333333333)"
07-01-2023 09:39:46.950036,"(21.0, 70.0, 38.75)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.5, 9.533333333333333)"
07-01-2023 09:39:48.200733,"(21.0, 70.0, 38.75)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.5, 9.533333333333333)"
07-01-2023 09:39:49.467271,"(21.0, 70.0, 38.75)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.5, 9.533333333333333)"
07-01-2023 09:39:50.782437,"(21.0, 70.0, 38.75)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.5, 9.533333333333333)"
07-01-2023 09:39:52.017620,"(21.0, 70.0, 38.75)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.5, 9.533333333333333)"
07-01-2023 09:39:53.201871,"(21.0, 70.0, 38.75)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.5, 9.533333333333333)"
07-01-2023 09:39:54.472569,"(21.0, 70.0, 38.75)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.5, 9.533333333333333)"
07-01-2023 09:39:55.662087,"(21.0, 70.0, 38.75)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.875)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.5, 11.13125)"
07-01-2023 09:39:56.863262,"(21.0, 70.0, 38.75)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.2375)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.5, 9.18)"
07-01-2023 09:39:58.026234,"(21.0, 70.0, 38.75)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.2375)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.5, 9.18)"
07-01-2023 09:39:59.322890,"(21.0, 70.0, 38.75)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.2375)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.5, 10.233333333333334)"
07-01-2023 09:40:00.510271,"(21.0, 70.0, 38.75)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.2375)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.5, 10.36)"
07-01-2023 09:40:01.708475,"(21.0, 70.0, 38.75)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.2375)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.5, 10.36)"
07-01-2023 09:40:02.954840,"(21.0, 70.0, 38.75)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.2375)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.5, 10.36)"
07-01-2023 09:40:04.046008,"(21.0, 70.0, 38.75)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.2375)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.5, 10.36)"
07-01-2023 09:40:05.342915,"(21.0, 70.0, 38.75)","(71.0, 580.0, 317.5)","(18.0, 42.0, 27.0)","(2.7, 5.3, 4.2375)","(61.0, 570.0, 310.0)","(3.8, 5.7, 4.323529411764706)","(2.6, 2.96, 2.941818181818182)","(5.5, 11.5, 10.36)"
