,Whose Me Mum,Aldebaran Leroy,Krakuer,Arrjays Trapper,Majestic Speed,Buslin Brody,So Vogue
11-01-2023 21:19:53.504972,"(9.0, 15.0, 13.75)","(31.0, 65.0, 56.42857142857143)","(12.0, 19.0, 18.166666666666668)","(11.0, 14.5, 13.0)","(2.2, 2.94, 2.8266666666666667)","(20.0, 36.0, 31.0)","(2.05, 2.64, 2.856235294117647)"
11-01-2023 21:19:54.801735,"(9.0, 14.5, 11.75)","(31.0, 65.0, 52.333333333333336)","(12.0, 19.0, 15.875)","(11.0, 14.0, 12.666666666666666)","(2.2, 2.88, 2.7763636363636364)","(20.0, 36.0, 31.0)","(2.05, 2.86, 2.890515463917526)"
11-01-2023 21:19:56.028168,"(9.0, 14.5, 12.0)","(31.0, 65.0, 49.8)","(12.0, 18.5, 15.875)","(11.0, 14.0, 12.333333333333334)","(2.2, 2.94, 2.7763636363636364)","(20.0, 36.0, 31.0)","(2.05, 2.92, 2.8584615384615386)"
11-01-2023 21:19:57.197677,"(9.0, 14.5, 12.0)","(31.0, 65.0, 75.0)","(12.0, 18.5, 15.875)","(11.0, 14.0, 12.2)","(2.2, 2.94, 2.77)","(20.0, 36.0, 28.22222222222222)","(2.05, 2.92, 2.8584615384615386)"
11-01-2023 21:19:58.428840,"(9.0, 14.5, 12.0)","(31.0, 85.0, 66.25)","(12.0, 18.5, 16.4)","(11.0, 14.0, 12.2)","(2.2, 2.92, 2.7640000000000002)","(20.0, 36.0, 28.22222222222222)","(2.05, 2.92, 2.8584615384615386)"
11-01-2023 21:19:59.522518,"(9.0, 14.5, 12.0)","(31.0, 85.0, 66.25)","(12.0, 18.5, 16.4)","(11.0, 14.0, 12.2)","(2.2, 2.92, 2.7640000000000002)","(20.0, 36.0, 28.22222222222222)","(2.05, 2.92, 2.8584615384615386)"
11-01-2023 21:20:00.670461,"(9.0, 14.5, 12.0)","(31.0, 85.0, 66.25)","(12.0, 18.5, 16.4)","(11.0, 14.0, 12.2)","(2.2, 2.92, 2.7640000000000002)","(20.0, 36.0, 28.22222222222222)","(2.05, 2.92, 2.8584615384615386)"
11-01-2023 21:20:01.773197,"(9.0, 14.5, 12.0)","(31.0, 85.0, 66.25)","(12.0, 18.5, 16.4)","(11.0, 14.0, 12.181818181818182)","(2.2, 2.92, 2.8466666666666667)","(20.0, 36.0, 28.22222222222222)","(2.05, 2.92, 2.8905263157894736)"
11-01-2023 21:20:02.867847,"(9.0, 14.5, 12.0)","(31.0, 85.0, 66.25)","(12.0, 18.5, 16.4)","(11.0, 14.0, 12.75)","(2.2, 2.9, 2.8200000000000003)","(20.0, 36.0, 28.22222222222222)","(2.05, 2.9, 2.8466666666666667)"
11-01-2023 21:20:04.112492,"(9.0, 14.5, 12.0)","(31.0, 85.0, 66.25)","(12.0, 18.5, 15.777777777777779)","(11.0, 13.5, 12.25)","(2.2, 2.9, 2.8200000000000003)","(20.0, 36.0, 27.25)","(2.05, 2.9, 2.8466666666666667)"
11-01-2023 21:20:05.315556,"(9.0, 14.5, 12.0)","(31.0, 85.0, 66.25)","(12.0, 18.0, 15.083333333333334)","(11.0, 13.5, 12.3)","(2.2, 2.9, 2.8200000000000003)","(20.0, 36.0, 27.25)","(2.05, 2.9, 2.8466666666666667)"
11-01-2023 21:20:06.611492,"(9.0, 14.5, 11.75)","(31.0, 85.0, 66.25)","(12.0, 18.0, 15.666666666666666)","(11.0, 13.5, 12.3)","(2.2, 2.9, 2.8200000000000003)","(20.0, 36.0, 27.666666666666668)","(2.05, 2.9, 2.8466666666666667)"
11-01-2023 21:20:07.815144,"(9.0, 14.5, 11.75)","(31.0, 85.0, 66.25)","(12.0, 18.0, 16.235294117647058)","(11.0, 13.5, 12.3)","(2.2, 2.9, 2.8200000000000003)","(20.0, 36.0, 34.0)","(2.05, 2.9, 2.8466666666666667)"
11-01-2023 21:20:08.792240,"(9.0, 14.5, 11.75)","(31.0, 85.0, 66.25)","(12.0, 18.0, 16.235294117647058)","(11.0, 13.5, 12.3)","(2.2, 2.9, 2.8200000000000003)","(20.0, 42.0, 30.0)","(2.05, 2.9, 2.8466666666666667)"
11-01-2023 21:20:09.858032,"(9.0, 14.5, 11.75)","(31.0, 85.0, 66.25)","(12.0, 18.0, 16.235294117647058)","(11.0, 13.5, 12.166666666666666)","(2.2, 2.9, 2.8200000000000003)","(20.0, 42.0, 32.4)","(2.05, 2.9, 2.8466666666666667)"
11-01-2023 21:20:10.981300,"(9.0, 14.0, 12.125)","(31.0, 80.0, 61.81818181818182)","(12.0, 17.5, 16.25)","(11.0, 13.5, 12.166666666666666)","(2.2, 2.9, 2.8200000000000003)","(20.0, 42.0, 32.4)","(2.05, 2.9, 2.8466666666666667)"
11-01-2023 21:20:12.153318,"(9.0, 14.0, 11.8125)","(31.0, 80.0, 61.81818181818182)","(12.0, 17.5, 16.25)","(11.0, 13.5, 12.166666666666666)","(2.2, 2.9, 2.8200000000000003)","(20.0, 42.0, 32.4)","(2.05, 2.9, 2.8466666666666667)"
11-01-2023 21:20:13.347843,"(9.0, 14.0, 11.8125)","(31.0, 80.0, 61.81818181818182)","(12.0, 17.5, 16.25)","(11.0, 13.5, 12.166666666666666)","(2.2, 2.9, 2.8200000000000003)","(20.0, 42.0, 32.4)","(2.05, 2.9, 2.8466666666666667)"
11-01-2023 21:20:14.688892,"(9.0, 14.0, 11.8125)","(31.0, 80.0, 61.81818181818182)","(12.0, 17.5, 16.25)","(11.0, 13.5, 12.166666666666666)","(2.2, 2.9, 2.8200000000000003)","(20.0, 42.0, 32.4)","(2.05, 2.9, 2.8466666666666667)"
11-01-2023 21:20:15.886402,"(9.0, 14.0, 11.8125)","(31.0, 80.0, 61.81818181818182)","(12.0, 17.5, 16.25)","(11.0, 13.5, 12.166666666666666)","(2.2, 2.9, 2.8200000000000003)","(20.0, 42.0, 32.4)","(2.05, 2.9, 2.8466666666666667)"
11-01-2023 21:20:17.038239,"(9.0, 14.0, 11.8125)","(31.0, 80.0, 61.81818181818182)","(12.0, 17.5, 16.25)","(11.0, 13.5, 12.166666666666666)","(2.2, 2.9, 2.8466666666666667)","(20.0, 42.0, 32.4)","(2.05, 2.9, 2.77)"
11-01-2023 21:20:18.209865,"(9.0, 14.0, 11.8125)","(31.0, 80.0, 61.81818181818182)","(12.0, 17.5, 16.25)","(11.0, 13.5, 12.125)","(2.2, 2.9, 2.762857142857143)","(20.0, 42.0, 32.4)","(2.05, 2.92, 2.77)"
11-01-2023 21:20:19.169318,"(9.0, 14.0, 11.8125)","(31.0, 80.0, 61.81818181818182)","(12.0, 17.5, 16.25)","(11.0, 13.5, 12.125)","(2.2, 2.9, 2.762857142857143)","(20.0, 42.0, 32.4)","(2.05, 2.92, 2.77)"
11-01-2023 21:20:20.292328,"(9.0, 14.0, 11.8125)","(31.0, 75.0, 67.0)","(12.0, 17.0, 16.555555555555557)","(11.0, 13.5, 12.125)","(2.2, 2.9, 2.769090909090909)","(20.0, 42.0, 32.4)","(2.05, 2.92, 2.77)"
11-01-2023 21:20:21.391202,"(9.0, 14.0, 11.8125)","(31.0, 75.0, 62.5)","(12.0, 17.0, 16.555555555555557)","(11.0, 13.5, 12.125)","(2.2, 2.9, 2.769090909090909)","(20.0, 42.0, 32.4)","(2.05, 2.92, 2.77)"
11-01-2023 21:20:22.576424,"(9.0, 14.0, 11.8125)","(31.0, 75.0, 62.5)","(12.0, 17.0, 16.555555555555557)","(11.0, 13.5, 12.125)","(2.2, 2.9, 2.769090909090909)","(20.0, 42.0, 32.4)","(2.05, 2.92, 2.77)"
11-01-2023 21:20:23.710051,"(9.0, 14.0, 11.8125)","(31.0, 75.0, 62.5)","(12.0, 17.0, 16.555555555555557)","(11.0, 13.5, 12.125)","(2.2, 2.9, 2.769090909090909)","(20.0, 42.0, 29.11111111111111)","(2.05, 2.92, 2.77)"
11-01-2023 21:20:24.855096,"(9.0, 14.0, 11.8125)","(31.0, 75.0, 62.5)","(12.0, 17.0, 16.555555555555557)","(11.0, 13.5, 12.125)","(2.2, 2.9, 2.769090909090909)","(20.0, 40.0, 29.11111111111111)","(2.05, 2.92, 2.77)"
11-01-2023 21:20:26.002262,"(9.0, 14.0, 11.8125)","(31.0, 75.0, 62.5)","(12.0, 17.0, 16.555555555555557)","(11.0, 13.5, 12.125)","(2.2, 2.9, 2.769090909090909)","(20.0, 40.0, 30.8)","(2.05, 2.92, 2.77)"
11-01-2023 21:20:27.076059,"(9.0, 14.0, 11.8125)","(31.0, 75.0, 62.5)","(12.0, 17.0, 16.555555555555557)","(11.0, 13.5, 12.125)","(2.2, 2.9, 2.769090909090909)","(20.0, 38.0, 30.8)","(2.05, 2.92, 2.77)"
11-01-2023 21:20:28.157687,"(9.0, 14.0, 11.8125)","(31.0, 70.0, 64.0)","(12.0, 17.0, 16.555555555555557)","(11.0, 13.5, 12.125)","(2.2, 2.9, 2.762857142857143)","(20.0, 38.0, 30.8)","(2.05, 2.92, 2.77)"
11-01-2023 21:20:29.221796,"(9.0, 14.0, 11.8125)","(31.0, 70.0, 60.625)","(12.0, 17.0, 16.555555555555557)","(11.0, 13.5, 12.125)","(2.2, 2.9, 2.762857142857143)","(20.0, 38.0, 30.8)","(2.05, 2.92, 2.77)"
11-01-2023 21:20:30.292407,"(9.0, 14.0, 11.8125)","(31.0, 70.0, 60.625)","(12.0, 17.0, 16.555555555555557)","(11.0, 13.5, 12.125)","(2.2, 2.9, 2.762857142857143)","(20.0, 38.0, 30.8)","(2.05, 2.92, 2.77)"
11-01-2023 21:20:31.376590,"(9.0, 14.0, 11.8125)","(31.0, 70.0, 60.625)","(12.0, 17.0, 16.555555555555557)","(11.0, 13.5, 12.1875)","(2.2, 2.9, 2.762857142857143)","(20.0, 38.0, 30.8)","(2.05, 2.92, 2.77)"
11-01-2023 21:20:32.510305,"(9.0, 14.0, 11.8125)","(31.0, 70.0, 60.625)","(12.0, 17.0, 16.555555555555557)","(11.0, 13.5, 12.1875)","(2.2, 2.9, 2.7800000000000002)","(20.0, 38.0, 30.8)","(2.05, 2.92, 2.8644444444444446)"
11-01-2023 21:20:33.555496,"(9.0, 14.0, 11.8125)","(31.0, 70.0, 60.625)","(12.0, 17.0, 16.555555555555557)","(11.0, 13.5, 12.1875)","(2.2, 2.88, 2.761818181818182)","(20.0, 38.0, 30.8)","(2.05, 2.92, 2.8644444444444446)"
11-01-2023 21:20:34.882151,"(9.0, 14.0, 11.8125)","(31.0, 70.0, 58.46153846153846)","(12.0, 17.0, 16.555555555555557)","(11.0, 13.5, 12.375)","(2.2, 2.86, 2.761818181818182)","(20.0, 38.0, 30.8)","(2.05, 2.92, 2.8644444444444446)"
11-01-2023 21:20:36.018167,"(9.0, 14.0, 11.8125)","(31.0, 70.0, 58.46153846153846)","(12.0, 17.0, 16.555555555555557)","(11.0, 13.5, 12.375)","(2.2, 2.86, 2.761818181818182)","(20.0, 38.0, 28.4)","(2.05, 2.92, 2.8644444444444446)"
11-01-2023 21:20:37.135392,"(9.0, 14.0, 11.8125)","(31.0, 70.0, 58.46153846153846)","(12.0, 17.0, 16.555555555555557)","(11.0, 13.5, 12.375)","(2.2, 2.86, 2.761818181818182)","(20.0, 38.0, 28.4)","(2.05, 2.92, 2.8644444444444446)"
11-01-2023 21:20:38.259062,"(10.0, 14.0, 11.8125)","(31.0, 70.0, 58.46153846153846)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.5, 12.375)","(2.2, 2.86, 2.761818181818182)","(20.0, 38.0, 27.333333333333332)","(2.1, 2.92, 2.8644444444444446)"
11-01-2023 21:20:39.529405,"(10.0, 14.0, 11.8125)","(31.0, 70.0, 58.46153846153846)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.5, 12.375)","(2.2, 2.86, 2.761818181818182)","(20.0, 38.0, 27.333333333333332)","(2.1, 2.92, 2.8644444444444446)"
11-01-2023 21:20:40.714004,"(10.0, 14.0, 11.8125)","(31.0, 70.0, 58.46153846153846)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.5, 12.375)","(2.2, 2.86, 2.761818181818182)","(20.0, 38.0, 27.333333333333332)","(2.1, 2.92, 2.8644444444444446)"
11-01-2023 21:20:41.790740,"(10.0, 14.0, 11.8125)","(31.0, 70.0, 58.46153846153846)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.5, 12.375)","(2.2, 2.86, 2.761818181818182)","(20.0, 38.0, 28.0)","(2.1, 2.92, 2.8644444444444446)"
11-01-2023 21:20:42.879472,"(10.0, 14.0, 11.8125)","(31.0, 70.0, 58.46153846153846)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.5, 12.375)","(2.2, 2.86, 2.7560000000000002)","(20.0, 38.0, 34.0)","(2.1, 2.92, 2.8644444444444446)"
11-01-2023 21:20:44.060454,"(10.0, 14.0, 11.8125)","(31.0, 70.0, 58.46153846153846)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.5, 12.375)","(2.2, 2.86, 2.761818181818182)","(20.0, 42.0, 34.0)","(2.1, 2.92, 2.8644444444444446)"
11-01-2023 21:20:45.209492,"(10.0, 14.0, 11.8125)","(31.0, 70.0, 58.46153846153846)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.5, 12.375)","(2.2, 2.86, 2.761818181818182)","(20.0, 42.0, 34.0)","(2.1, 2.92, 2.8644444444444446)"
11-01-2023 21:20:46.363431,"(10.0, 14.0, 11.8125)","(31.0, 70.0, 58.46153846153846)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.5, 12.375)","(2.2, 2.86, 2.761818181818182)","(20.0, 42.0, 34.0)","(2.1, 2.92, 2.8644444444444446)"
11-01-2023 21:20:47.448831,"(10.0, 14.0, 11.8125)","(31.0, 70.0, 58.46153846153846)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.5, 12.375)","(2.2, 2.86, 2.761818181818182)","(20.0, 42.0, 34.0)","(2.1, 2.92, 2.8644444444444446)"
11-01-2023 21:20:48.493928,"(10.0, 14.0, 11.8125)","(31.0, 70.0, 58.46153846153846)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.5, 12.375)","(2.2, 2.86, 2.761818181818182)","(20.0, 42.0, 34.0)","(2.1, 2.92, 2.8644444444444446)"
11-01-2023 21:20:49.553897,"(10.0, 14.0, 11.8125)","(31.0, 70.0, 58.46153846153846)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.5, 12.375)","(2.2, 2.86, 2.761818181818182)","(20.0, 42.0, 34.0)","(2.1, 2.92, 2.8644444444444446)"
11-01-2023 21:20:50.674876,"(10.0, 14.0, 11.8125)","(31.0, 65.0, 58.75)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.5, 12.375)","(2.2, 2.86, 2.761818181818182)","(20.0, 42.0, 34.0)","(2.1, 2.92, 2.8644444444444446)"
11-01-2023 21:20:51.874528,"(10.0, 14.0, 11.8125)","(31.0, 65.0, 77.5)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.5, 12.375)","(2.2, 2.86, 2.761818181818182)","(20.0, 42.0, 34.0)","(2.1, 2.92, 2.8644444444444446)"
11-01-2023 21:20:53.035414,"(10.0, 13.5, 12.166666666666666)","(31.0, 85.0, 77.5)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.5, 12.375)","(2.2, 2.86, 2.761818181818182)","(20.0, 42.0, 34.0)","(2.1, 2.92, 2.8644444444444446)"
11-01-2023 21:20:54.186303,"(10.0, 13.5, 11.833333333333334)","(31.0, 85.0, 77.5)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.5, 12.375)","(2.2, 2.86, 2.761818181818182)","(20.0, 42.0, 34.0)","(2.1, 2.92, 2.8644444444444446)"
11-01-2023 21:20:55.219768,"(10.0, 13.5, 11.833333333333334)","(31.0, 85.0, 77.5)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.5, 12.375)","(2.2, 2.86, 2.761818181818182)","(20.0, 42.0, 34.0)","(2.1, 2.92, 2.8644444444444446)"
11-01-2023 21:20:56.256912,"(10.0, 13.5, 11.833333333333334)","(31.0, 85.0, 77.5)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.5, 12.375)","(2.2, 2.86, 2.757142857142857)","(20.0, 42.0, 28.285714285714285)","(2.1, 2.92, 2.8644444444444446)"
11-01-2023 21:20:57.420081,"(10.0, 13.5, 11.833333333333334)","(31.0, 85.0, 77.5)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.5, 12.375)","(2.2, 2.86, 2.757142857142857)","(20.0, 42.0, 30.666666666666668)","(2.1, 2.92, 2.8644444444444446)"
11-01-2023 21:20:58.572615,"(10.0, 13.5, 11.833333333333334)","(31.0, 85.0, 77.5)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.5, 12.375)","(2.2, 2.86, 2.757142857142857)","(20.0, 40.0, 29.0)","(2.1, 2.92, 2.871219512195122)"
11-01-2023 21:20:59.726687,"(10.0, 13.5, 11.833333333333334)","(31.0, 85.0, 77.5)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.5, 12.166666666666666)","(2.2, 2.86, 2.757142857142857)","(20.0, 38.0, 29.0)","(2.1, 2.92, 2.871219512195122)"
11-01-2023 21:21:00.831683,"(10.0, 13.5, 11.833333333333334)","(31.0, 85.0, 77.5)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.5, 12.166666666666666)","(2.2, 2.86, 2.757142857142857)","(20.0, 38.0, 29.0)","(2.1, 2.92, 2.87030303030303)"
11-01-2023 21:21:01.976607,"(10.0, 13.0, 12.5)","(31.0, 85.0, 77.5)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.5, 12.166666666666666)","(2.2, 2.86, 2.757142857142857)","(20.0, 38.0, 29.0)","(2.1, 2.88, 2.87030303030303)"
11-01-2023 21:21:03.143235,"(10.0, 13.0, 12.5)","(31.0, 85.0, 77.5)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.5, 12.166666666666666)","(2.2, 2.86, 2.79)","(20.0, 38.0, 29.0)","(2.1, 2.88, 2.87030303030303)"
11-01-2023 21:21:04.234562,"(10.0, 13.0, 12.5)","(31.0, 85.0, 77.5)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.5, 12.166666666666666)","(2.2, 2.84, 2.79)","(20.0, 38.0, 29.0)","(2.1, 2.88, 2.87030303030303)"
11-01-2023 21:21:05.514494,"(10.0, 13.0, 12.5)","(31.0, 85.0, 77.5)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.5, 12.166666666666666)","(2.2, 2.84, 2.79)","(20.0, 38.0, 29.0)","(2.1, 2.88, 2.87030303030303)"
11-01-2023 21:21:06.887448,"(10.0, 13.0, 12.5)","(31.0, 85.0, 77.5)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.5, 12.166666666666666)","(2.2, 2.84, 2.79)","(20.0, 38.0, 29.333333333333332)","(2.1, 2.88, 2.869090909090909)"
11-01-2023 21:21:08.104647,"(10.0, 13.0, 12.5)","(31.0, 85.0, 77.5)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.5, 12.142857142857142)","(2.2, 2.84, 2.79)","(20.0, 36.0, 29.333333333333332)","(2.1, 2.88, 2.869090909090909)"
11-01-2023 21:21:09.373312,"(10.0, 13.0, 12.5)","(31.0, 85.0, 77.5)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.0, 12.1)","(2.2, 2.84, 2.79)","(20.0, 36.0, 28.666666666666668)","(2.1, 2.88, 2.869090909090909)"
11-01-2023 21:21:10.664099,"(10.0, 13.0, 12.5)","(31.0, 85.0, 77.5)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.0, 12.1)","(2.2, 2.84, 2.79)","(20.0, 34.0, 28.666666666666668)","(2.1, 2.88, 2.869090909090909)"
11-01-2023 21:21:11.920949,"(10.0, 13.0, 12.5)","(31.0, 85.0, 77.5)","(12.0, 17.0, 16.555555555555557)","(10.0, 13.0, 12.1)","(2.2, 2.84, 2.79)","(20.0, 34.0, 28.666666666666668)","(2.1, 2.88, 2.869090909090909)"
11-01-2023 21:21:13.100821,"(10.0, 13.0, 12.5)","(31.0, 85.0, 73.33333333333333)","(12.0, 17.0, 15.0)","(10.0, 13.0, 10.646153846153846)","(2.2, 2.84, 2.752)","(20.0, 34.0, 23.666666666666668)","(2.1, 2.88, 3.1396039603960397)"
11-01-2023 21:21:14.287527,"(10.0, 13.0, 12.4375)","(31.0, 85.0, 70.0)","(12.0, 17.0, 14.5)","(10.0, 13.0, 11.466666666666667)","(2.2, 2.84, 2.7844444444444445)","(20.0, 32.0, 26.0)","(2.1, 3.15, 3.1666666666666665)"
11-01-2023 21:21:15.457845,"(10.0, 13.0, 12.125)","(31.0, 80.0, 58.57142857142857)","(12.0, 17.0, 15.071428571428571)","(10.0, 12.0, 11.0)","(2.2, 2.84, 2.7025)","(20.0, 30.0, 23.0)","(2.1, 3.4, 3.3)"
11-01-2023 21:21:16.675780,"(10.0, 13.0, 12.125)","(31.0, 80.0, 58.57142857142857)","(12.0, 16.5, 15.071428571428571)","(10.0, 12.0, 11.0)","(2.2, 2.84, 2.6933333333333334)","(20.0, 29.0, 24.0)","(2.1, 3.4, 3.3)"
11-01-2023 21:21:17.900181,"(10.0, 13.0, 12.3)","(31.0, 80.0, 58.57142857142857)","(12.0, 16.5, 15.071428571428571)","(10.0, 12.0, 11.2)","(2.2, 2.84, 2.7866666666666666)","(20.0, 28.0, 23.666666666666668)","(2.1, 3.35, 3.2444444444444445)"
11-01-2023 21:21:19.088707,"(10.0, 13.0, 12.125)","(31.0, 80.0, 58.57142857142857)","(12.0, 16.5, 15.071428571428571)","(10.0, 12.0, 11.2)","(2.2, 2.82, 2.745)","(20.0, 27.0, 22.714285714285715)","(2.1, 3.4, 3.216666666666667)"
11-01-2023 21:21:20.222387,"(10.0, 13.0, 12.125)","(31.0, 80.0, 58.57142857142857)","(12.0, 16.5, 15.071428571428571)","(10.0, 11.5, 10.954545454545455)","(2.2, 2.76, 2.7075)","(20.0, 27.0, 23.333333333333332)","(2.1, 3.35, 3.216666666666667)"
11-01-2023 21:21:21.345091,"(10.0, 13.0, 12.125)","(31.0, 80.0, 58.57142857142857)","(12.0, 16.5, 15.071428571428571)","(10.0, 11.5, 10.954545454545455)","(2.2, 2.76, 2.7075)","(20.0, 26.0, 23.0)","(2.1, 3.35, 3.216666666666667)"
11-01-2023 21:21:22.438612,"(10.0, 13.0, 12.125)","(31.0, 70.0, 63.333333333333336)","(12.0, 16.5, 15.071428571428571)","(10.0, 11.5, 10.954545454545455)","(2.2, 2.76, 2.7075)","(20.0, 26.0, 23.0)","(2.1, 3.35, 3.216666666666667)"
11-01-2023 21:21:23.589231,"(10.0, 13.0, 12.125)","(31.0, 70.0, 59.714285714285715)","(12.0, 16.5, 15.071428571428571)","(10.0, 11.5, 10.954545454545455)","(2.2, 2.76, 2.7075)","(20.0, 26.0, 23.0)","(2.1, 3.35, 3.216666666666667)"
11-01-2023 21:21:24.761067,"(10.0, 13.0, 12.125)","(31.0, 70.0, 54.44444444444444)","(12.0, 16.5, 15.071428571428571)","(10.0, 11.5, 10.954545454545455)","(2.2, 2.76, 2.7075)","(20.0, 26.0, 23.0)","(2.1, 3.35, 3.216666666666667)"
11-01-2023 21:21:25.964928,"(10.0, 13.0, 12.125)","(31.0, 65.0, 54.44444444444444)","(12.0, 16.5, 15.071428571428571)","(10.0, 11.5, 10.954545454545455)","(2.2, 2.76, 2.7075)","(20.0, 26.0, 23.0)","(2.1, 3.35, 3.216666666666667)"
11-01-2023 21:21:27.186208,"(10.0, 13.0, 12.125)","(31.0, 65.0, 54.44444444444444)","(12.0, 16.5, 15.071428571428571)","(10.0, 11.5, 11.1)","(2.2, 2.76, 2.7075)","(20.0, 26.0, 23.0)","(2.1, 3.35, 3.216666666666667)"
11-01-2023 21:21:28.353915,"(10.0, 13.0, 12.125)","(31.0, 65.0, 54.44444444444444)","(12.0, 16.5, 15.071428571428571)","(10.0, 11.5, 11.1)","(2.2, 2.76, 2.7075)","(20.0, 26.0, 23.0)","(2.1, 3.35, 3.216666666666667)"
11-01-2023 21:21:29.536987,"(10.0, 13.0, 12.125)","(31.0, 65.0, 50.833333333333336)","(12.0, 16.5, 15.071428571428571)","(10.0, 11.5, 11.1)","(2.2, 2.76, 2.7075)","(20.0, 26.0, 23.0)","(2.1, 3.35, 3.216666666666667)"
11-01-2023 21:21:30.693215,"(10.0, 13.0, 12.125)","(31.0, 65.0, 50.833333333333336)","(12.0, 16.5, 15.071428571428571)","(10.0, 11.5, 11.1)","(2.2, 2.76, 2.7075)","(20.0, 26.0, 23.0)","(2.1, 3.35, 3.216666666666667)"
11-01-2023 21:21:31.903552,"(10.0, 13.0, 12.0)","(31.0, 65.0, 50.833333333333336)","(12.0, 16.5, 14.416666666666666)","(10.0, 11.5, 11.233333333333333)","(2.2, 2.76, 2.6950000000000003)","(20.0, 26.0, 23.0)","(2.1, 3.35, 3.216666666666667)"
11-01-2023 21:21:33.150607,"(10.0, 13.0, 11.636363636363637)","(31.0, 65.0, 50.833333333333336)","(12.0, 16.5, 14.416666666666666)","(10.0, 11.5, 11.233333333333333)","(2.2, 2.74, 2.6950000000000003)","(20.0, 26.0, 26.0)","(2.1, 3.35, 3.216666666666667)"
11-01-2023 21:21:34.474696,"(10.0, 13.0, 11.636363636363637)","(31.0, 65.0, 50.833333333333336)","(12.0, 15.5, 14.25)","(10.0, 11.5, 11.233333333333333)","(2.2, 2.74, 2.6950000000000003)","(20.0, 30.0, 28.4)","(2.1, 3.35, 3.216666666666667)"
11-01-2023 21:21:35.839090,"(10.0, 13.0, 11.61111111111111)","(31.0, 65.0, 50.833333333333336)","(12.0, 15.5, 14.375)","(10.0, 11.5, 11.233333333333333)","(2.2, 2.74, 2.6950000000000003)","(20.0, 30.0, 29.11111111111111)","(2.1, 3.35, 3.216666666666667)"
11-01-2023 21:21:37.171957,"(10.0, 12.5, 11.61111111111111)","(31.0, 65.0, 50.833333333333336)","(12.0, 15.5, 14.375)","(10.0, 11.5, 11.233333333333333)","(2.2, 2.74, 2.6950000000000003)","(20.0, 30.0, 27.81818181818182)","(2.1, 3.35, 3.216666666666667)"
11-01-2023 21:21:38.389796,"(10.0, 12.5, 11.61111111111111)","(31.0, 65.0, 50.833333333333336)","(12.0, 15.5, 14.375)","(10.0, 11.5, 11.233333333333333)","(2.2, 2.74, 2.6950000000000003)","(20.0, 30.0, 24.8)","(2.1, 3.35, 3.216666666666667)"
11-01-2023 21:21:39.775591,"(10.0, 12.5, 11.61111111111111)","(31.0, 65.0, 50.833333333333336)","(12.0, 15.5, 14.375)","(10.0, 11.5, 11.233333333333333)","(2.2, 2.74, 2.6950000000000003)","(20.0, 29.0, 24.8)","(2.1, 3.35, 3.216666666666667)"
11-01-2023 21:21:41.103452,"(10.0, 12.5, 11.61111111111111)","(31.0, 65.0, 50.833333333333336)","(12.0, 15.5, 14.25)","(10.0, 11.5, 10.928571428571429)","(2.2, 2.74, 2.68)","(20.0, 29.0, 23.666666666666668)","(2.1, 3.35, 3.325)"
11-01-2023 21:21:42.455977,"(10.0, 12.5, 11.433333333333334)","(31.0, 65.0, 50.833333333333336)","(12.0, 15.5, 14.25)","(10.0, 11.5, 10.772727272727273)","(2.2, 2.74, 2.64)","(20.0, 29.0, 24.11111111111111)","(2.1, 3.55, 3.3588235294117648)"
11-01-2023 21:21:43.690412,"(10.0, 12.5, 11.433333333333334)","(31.0, 65.0, 50.833333333333336)","(13.0, 15.5, 14.25)","(9.0, 11.5, 10.772727272727273)","(2.25, 2.74, 2.630909090909091)","(20.0, 28.0, 24.428571428571427)","(2.1, 3.5, 3.3200000000000003)"
