,Whose Me Mum,Aldebaran Leroy,Krakuer,Arrjays Trapper,Majestic Speed,Buslin Brody,So Vogue
11-01-2023 21:25:41.206994,"(10.0, 13.0, 12.2)","(41.0, 85.0, 70.0)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.205882352941176)","(2.2, 2.76, 2.7436363636363637)","(19.0, 34.0, 33.16666666666667)","(2.2, 2.94, 2.8507142857142855)"
11-01-2023 21:25:42.742054,"(10.0, 13.0, 12.2)","(41.0, 85.0, 70.0)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.205882352941176)","(2.2, 2.76, 2.7436363636363637)","(19.0, 34.0, 33.16666666666667)","(2.2, 2.94, 2.8507142857142855)"
11-01-2023 21:25:44.180584,"(10.0, 13.0, 12.2)","(41.0, 85.0, 70.0)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.153846153846153)","(2.2, 2.76, 2.742)","(19.0, 34.0, 33.16666666666667)","(2.2, 2.92, 2.876)"
11-01-2023 21:25:45.471371,"(10.0, 13.0, 12.2)","(41.0, 85.0, 70.0)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.153846153846153)","(2.2, 2.76, 2.742)","(19.0, 34.0, 33.16666666666667)","(2.2, 2.92, 2.876)"
11-01-2023 21:25:46.720963,"(10.0, 13.0, 12.2)","(41.0, 85.0, 70.0)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.153846153846153)","(2.2, 2.76, 2.7494117647058824)","(19.0, 34.0, 32.5)","(2.2, 2.92, 2.876)"
11-01-2023 21:25:47.878597,"(10.0, 13.0, 12.2)","(41.0, 85.0, 70.0)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.153846153846153)","(2.2, 2.76, 2.7494117647058824)","(19.0, 34.0, 32.0)","(2.2, 2.92, 2.876)"
11-01-2023 21:25:49.073331,"(10.0, 13.0, 12.2)","(41.0, 85.0, 75.0)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.153846153846153)","(2.2, 2.76, 2.7494117647058824)","(19.0, 34.0, 32.0)","(2.2, 2.92, 2.876)"
11-01-2023 21:25:50.299817,"(10.0, 13.0, 12.2)","(41.0, 85.0, 75.0)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.153846153846153)","(2.2, 2.76, 2.7494117647058824)","(19.0, 34.0, 33.111111111111114)","(2.2, 2.92, 2.876)"
11-01-2023 21:25:51.608512,"(10.0, 13.0, 12.2)","(41.0, 85.0, 75.0)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.153846153846153)","(2.2, 2.76, 2.7494117647058824)","(19.0, 34.0, 33.111111111111114)","(2.2, 2.92, 2.876)"
11-01-2023 21:25:52.949989,"(10.0, 13.0, 12.2)","(41.0, 85.0, 75.0)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.153846153846153)","(2.2, 2.76, 2.7494117647058824)","(19.0, 34.0, 33.111111111111114)","(2.2, 2.92, 2.8478260869565215)"
11-01-2023 21:25:54.123964,"(10.0, 13.0, 12.2)","(41.0, 85.0, 75.0)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.153846153846153)","(2.2, 2.76, 2.7494117647058824)","(19.0, 34.0, 33.111111111111114)","(2.2, 2.9, 2.8478260869565215)"
11-01-2023 21:25:55.192240,"(10.0, 13.0, 12.2)","(41.0, 85.0, 75.0)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.153846153846153)","(2.2, 2.76, 2.7494117647058824)","(19.0, 34.0, 33.111111111111114)","(2.2, 2.9, 2.8478260869565215)"
11-01-2023 21:25:56.290381,"(10.0, 13.0, 12.2)","(41.0, 85.0, 75.0)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.21875)","(2.2, 2.76, 2.7494117647058824)","(18.0, 34.0, 33.111111111111114)","(2.2, 2.9, 2.8478260869565215)"
11-01-2023 21:25:57.374459,"(10.0, 13.0, 12.2)","(41.0, 85.0, 75.0)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.21875)","(2.2, 2.76, 2.7494117647058824)","(18.0, 34.0, 33.111111111111114)","(2.2, 2.9, 2.8478260869565215)"
11-01-2023 21:25:58.452807,"(10.0, 13.0, 12.2)","(41.0, 85.0, 75.0)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.21875)","(2.2, 2.76, 2.7494117647058824)","(18.0, 34.0, 33.111111111111114)","(2.2, 2.9, 2.8478260869565215)"
11-01-2023 21:25:59.385764,"(10.0, 13.0, 12.36)","(41.0, 85.0, 75.0)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.21875)","(2.2, 2.76, 2.747272727272727)","(18.0, 34.0, 33.111111111111114)","(2.2, 2.9, 2.8478260869565215)"
11-01-2023 21:26:00.519383,"(10.0, 13.0, 12.36)","(41.0, 85.0, 75.0)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.21875)","(2.2, 2.76, 2.747272727272727)","(18.0, 34.0, 33.111111111111114)","(2.2, 2.9, 2.8478260869565215)"
11-01-2023 21:26:01.561541,"(10.0, 13.0, 12.36)","(41.0, 85.0, 75.0)","(13.0, 18.0, 16.615384615384617)","(9.0, 11.5, 11.21875)","(2.2, 2.76, 2.747272727272727)","(18.0, 34.0, 33.111111111111114)","(2.2, 2.9, 2.8636363636363633)"
11-01-2023 21:26:02.706958,"(10.0, 13.0, 12.36)","(41.0, 85.0, 65.9090909090909)","(13.0, 18.0, 16.615384615384617)","(9.0, 11.5, 11.21875)","(2.2, 2.76, 2.747272727272727)","(18.0, 34.0, 33.38461538461539)","(2.2, 2.9, 2.8636363636363633)"
11-01-2023 21:26:03.872695,"(10.0, 13.0, 12.36)","(41.0, 85.0, 70.41666666666667)","(13.0, 18.0, 16.615384615384617)","(9.0, 11.5, 11.21875)","(2.2, 2.76, 2.747272727272727)","(18.0, 34.0, 34.0)","(2.2, 2.9, 2.8636363636363633)"
11-01-2023 21:26:05.009112,"(10.0, 13.0, 12.36)","(41.0, 85.0, 74.0625)","(13.0, 18.0, 16.615384615384617)","(9.0, 11.5, 11.21875)","(2.2, 2.76, 2.747272727272727)","(18.0, 44.0, 35.2)","(2.2, 2.9, 2.8866666666666667)"
11-01-2023 21:26:06.148819,"(10.0, 13.0, 12.36)","(41.0, 85.0, 80.45454545454545)","(13.0, 18.0, 16.615384615384617)","(9.0, 11.5, 11.21875)","(2.2, 2.76, 2.747272727272727)","(18.0, 40.0, 36.4)","(2.2, 2.9, 2.87)"
11-01-2023 21:26:07.350981,"(10.0, 13.0, 12.36)","(41.0, 85.0, 80.45454545454545)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.21875)","(2.2, 2.76, 2.747272727272727)","(18.0, 42.0, 36.0)","(2.2, 2.9, 2.87)"
11-01-2023 21:26:08.484101,"(10.0, 13.0, 12.36)","(41.0, 85.0, 80.45454545454545)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.21875)","(2.2, 2.76, 2.747272727272727)","(18.0, 40.0, 34.666666666666664)","(2.2, 2.9, 2.87)"
11-01-2023 21:26:09.612143,"(10.0, 13.0, 12.36)","(41.0, 85.0, 80.45454545454545)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.21875)","(2.2, 2.76, 2.752222222222222)","(18.0, 38.0, 34.333333333333336)","(2.2, 2.9, 2.87)"
11-01-2023 21:26:10.757621,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 80.45454545454545)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.21875)","(2.2, 2.76, 2.752222222222222)","(18.0, 38.0, 34.333333333333336)","(2.2, 2.9, 2.87)"
11-01-2023 21:26:11.747411,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 80.45454545454545)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.21875)","(2.2, 2.76, 2.752222222222222)","(18.0, 38.0, 33.6)","(2.2, 2.9, 2.87)"
11-01-2023 21:26:12.792036,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 80.45454545454545)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.21875)","(2.2, 2.76, 2.752222222222222)","(18.0, 38.0, 33.6)","(2.2, 2.9, 2.86)"
11-01-2023 21:26:13.763395,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 80.45454545454545)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.21875)","(2.2, 2.76, 2.752222222222222)","(18.0, 38.0, 33.6)","(2.2, 2.9, 2.8485714285714283)"
11-01-2023 21:26:14.786269,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 80.45454545454545)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.21875)","(2.2, 2.76, 2.752222222222222)","(18.0, 38.0, 30.3)","(2.2, 2.88, 2.8457142857142856)"
11-01-2023 21:26:15.836793,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 80.45454545454545)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.21875)","(2.2, 2.76, 2.747272727272727)","(18.0, 38.0, 33.0)","(2.2, 2.88, 2.8452173913043475)"
11-01-2023 21:26:16.893734,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 80.45454545454545)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.21875)","(2.2, 2.76, 2.747272727272727)","(18.0, 36.0, 33.0)","(2.2, 2.88, 2.8452173913043475)"
11-01-2023 21:26:17.935348,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 80.45454545454545)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.21875)","(2.2, 2.76, 2.747272727272727)","(18.0, 36.0, 33.0)","(2.2, 2.88, 2.8452173913043475)"
11-01-2023 21:26:19.158286,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 80.45454545454545)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.21875)","(2.2, 2.76, 2.7425)","(18.0, 36.0, 33.0)","(2.2, 2.88, 2.8527272727272726)"
11-01-2023 21:26:20.439520,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 80.45454545454545)","(13.0, 18.0, 16.5)","(9.0, 11.5, 11.21875)","(2.2, 2.76, 2.732727272727273)","(18.0, 36.0, 33.0)","(2.2, 2.88, 2.8775999999999997)"
11-01-2023 21:26:21.542334,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 80.45454545454545)","(13.0, 18.0, 16.81578947368421)","(9.0, 11.5, 11.21875)","(2.2, 2.74, 2.7333333333333334)","(18.0, 36.0, 33.0)","(2.2, 2.88, 2.8775999999999997)"
11-01-2023 21:26:22.669031,"(10.0, 13.0, 12.5)","(41.0, 85.0, 80.45454545454545)","(13.0, 18.0, 16.81578947368421)","(9.0, 11.5, 11.21875)","(2.2, 2.76, 2.7333333333333334)","(18.0, 36.0, 37.333333333333336)","(2.2, 2.88, 2.8775999999999997)"
11-01-2023 21:26:24.108890,"(10.0, 13.0, 12.5)","(41.0, 85.0, 80.45454545454545)","(13.0, 18.0, 16.81578947368421)","(9.0, 11.5, 11.21875)","(2.2, 2.76, 2.7333333333333334)","(18.0, 42.0, 34.0)","(2.2, 2.88, 2.8775999999999997)"
11-01-2023 21:26:25.538010,"(10.0, 13.0, 12.5)","(41.0, 85.0, 80.45454545454545)","(13.0, 18.0, 16.928571428571427)","(9.0, 11.5, 11.178571428571429)","(2.2, 2.76, 2.7333333333333334)","(18.0, 40.0, 34.0)","(2.2, 2.88, 2.8775999999999997)"
11-01-2023 21:26:26.652242,"(10.0, 13.0, 12.5)","(41.0, 85.0, 80.45454545454545)","(13.0, 18.0, 16.928571428571427)","(9.0, 11.5, 11.178571428571429)","(2.2, 2.76, 2.743333333333333)","(18.0, 40.0, 34.0)","(2.2, 2.88, 2.8775999999999997)"
11-01-2023 21:26:27.823485,"(10.0, 13.0, 12.5)","(41.0, 85.0, 80.45454545454545)","(13.0, 19.5, 18.166666666666668)","(9.0, 11.5, 11.178571428571429)","(2.2, 2.74, 2.7350000000000003)","(18.0, 40.0, 37.55555555555556)","(2.2, 2.88, 2.8775999999999997)"
11-01-2023 21:26:28.936971,"(10.0, 13.0, 12.5)","(41.0, 85.0, 80.45454545454545)","(13.0, 19.5, 18.166666666666668)","(9.0, 11.5, 11.090909090909092)","(2.2, 2.74, 2.7350000000000003)","(18.0, 40.0, 37.55555555555556)","(2.2, 2.88, 2.8775999999999997)"
11-01-2023 21:26:30.032012,"(10.0, 13.0, 12.5)","(41.0, 85.0, 80.45454545454545)","(13.0, 19.5, 18.166666666666668)","(9.0, 11.5, 11.090909090909092)","(2.2, 2.74, 2.7350000000000003)","(18.0, 40.0, 37.55555555555556)","(2.2, 2.88, 2.8779310344827587)"
11-01-2023 21:26:31.112061,"(10.0, 13.0, 12.5)","(41.0, 85.0, 80.45454545454545)","(13.0, 19.5, 17.846153846153847)","(9.0, 11.5, 10.970588235294118)","(2.2, 2.74, 2.7350000000000003)","(18.0, 40.0, 37.55555555555556)","(2.2, 2.88, 2.8779310344827587)"
11-01-2023 21:26:32.232462,"(10.0, 13.0, 12.5)","(41.0, 85.0, 80.45454545454545)","(13.0, 20.0, 17.846153846153847)","(9.0, 11.5, 10.970588235294118)","(2.2, 2.74, 2.7350000000000003)","(18.0, 40.0, 37.55555555555556)","(2.2, 2.88, 2.8779310344827587)"
11-01-2023 21:26:33.470257,"(10.0, 13.0, 12.5)","(41.0, 85.0, 80.45454545454545)","(13.0, 20.0, 17.846153846153847)","(9.0, 11.5, 10.970588235294118)","(2.2, 2.74, 2.7350000000000003)","(18.0, 40.0, 37.55555555555556)","(2.2, 2.88, 2.8505454545454545)"
11-01-2023 21:26:34.639814,"(10.0, 13.0, 12.5)","(41.0, 85.0, 80.45454545454545)","(13.0, 20.0, 17.846153846153847)","(9.0, 11.5, 10.970588235294118)","(2.2, 2.74, 2.7350000000000003)","(18.0, 40.0, 37.55555555555556)","(2.2, 2.88, 2.853939393939394)"
11-01-2023 21:26:35.814463,"(10.0, 13.0, 12.5)","(41.0, 85.0, 80.45454545454545)","(13.0, 20.0, 17.846153846153847)","(9.0, 11.5, 10.970588235294118)","(2.2, 2.74, 2.7350000000000003)","(18.0, 40.0, 37.55555555555556)","(2.2, 2.86, 2.853939393939394)"
11-01-2023 21:26:36.944321,"(10.0, 13.0, 12.5)","(41.0, 85.0, 80.45454545454545)","(13.0, 20.0, 17.846153846153847)","(9.0, 11.5, 10.970588235294118)","(2.2, 2.74, 2.7350000000000003)","(18.0, 40.0, 37.55555555555556)","(2.2, 2.86, 2.853939393939394)"
11-01-2023 21:26:37.996779,"(10.0, 13.0, 12.5)","(41.0, 85.0, 80.45454545454545)","(13.0, 20.0, 17.846153846153847)","(9.0, 11.5, 10.970588235294118)","(2.2, 2.74, 2.7350000000000003)","(18.0, 40.0, 37.55555555555556)","(2.2, 2.86, 2.853939393939394)"
11-01-2023 21:26:39.076387,"(10.0, 13.0, 12.5)","(41.0, 85.0, 80.45454545454545)","(13.0, 20.0, 17.846153846153847)","(9.0, 11.5, 10.970588235294118)","(2.2, 2.74, 2.7371014492753627)","(18.0, 40.0, 37.55555555555556)","(2.2, 2.86, 2.853939393939394)"
11-01-2023 21:26:40.158211,"(10.0, 13.0, 12.5)","(41.0, 85.0, 80.45454545454545)","(13.0, 20.0, 17.818181818181817)","(9.0, 11.5, 10.970588235294118)","(2.2, 2.74, 2.738787878787879)","(18.0, 40.0, 37.55555555555556)","(2.2, 2.86, 2.853939393939394)"
11-01-2023 21:26:41.137764,"(10.0, 13.0, 12.5)","(41.0, 85.0, 80.45454545454545)","(13.0, 20.0, 18.46153846153846)","(9.0, 11.5, 10.970588235294118)","(2.2, 2.74, 2.738787878787879)","(18.0, 40.0, 37.55555555555556)","(2.2, 2.86, 2.83)"
11-01-2023 21:26:42.098217,"(10.0, 13.0, 12.5)","(41.0, 85.0, 80.45454545454545)","(13.0, 20.0, 18.46153846153846)","(9.0, 11.5, 10.970588235294118)","(2.2, 2.74, 2.7341333333333337)","(18.0, 40.0, 37.55555555555556)","(2.2, 2.84, 2.8099999999999996)"
11-01-2023 21:26:43.104278,"(10.0, 13.0, 12.5)","(41.0, 85.0, 76.66666666666667)","(13.0, 20.0, 18.46153846153846)","(9.0, 11.5, 10.970588235294118)","(2.2, 2.74, 2.73304347826087)","(18.0, 40.0, 37.55555555555556)","(2.2, 2.84, 2.8099999999999996)"
11-01-2023 21:26:44.222317,"(10.0, 13.0, 12.5)","(41.0, 85.0, 76.66666666666667)","(13.0, 20.0, 18.46153846153846)","(9.0, 11.5, 10.970588235294118)","(2.2, 2.76, 2.7425)","(18.0, 40.0, 37.55555555555556)","(2.2, 2.84, 2.8099999999999996)"
11-01-2023 21:26:45.342864,"(10.0, 13.0, 12.5)","(41.0, 85.0, 76.66666666666667)","(13.0, 20.0, 18.46153846153846)","(9.0, 11.5, 10.970588235294118)","(2.2, 2.76, 2.748)","(18.0, 40.0, 37.55555555555556)","(2.2, 2.84, 2.8)"
11-01-2023 21:26:46.714780,"(10.0, 13.0, 12.5)","(41.0, 85.0, 76.66666666666667)","(13.0, 20.0, 18.75)","(9.0, 11.5, 10.970588235294118)","(2.2, 2.76, 2.7560000000000002)","(18.0, 40.0, 37.55555555555556)","(2.2, 2.82, 2.8)"
11-01-2023 21:26:47.901432,"(10.0, 13.0, 12.5)","(41.0, 85.0, 76.66666666666667)","(13.0, 20.0, 18.75)","(9.0, 11.5, 10.970588235294118)","(2.2, 2.78, 2.7560000000000002)","(18.0, 40.0, 37.55555555555556)","(2.2, 2.82, 2.8)"
11-01-2023 21:26:49.167108,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 80.0)","(13.0, 20.0, 17.916666666666668)","(9.0, 11.5, 10.880952380952381)","(2.2, 2.78, 2.795)","(18.0, 40.0, 38.625)","(2.2, 2.82, 2.8005882352941174)"
11-01-2023 21:26:50.846678,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 70.0)","(13.0, 20.0, 17.75)","(9.0, 11.5, 10.880952380952381)","(2.2, 2.8, 2.8499999999999996)","(18.0, 40.0, 38.0)","(2.2, 2.82, 2.774)"
11-01-2023 21:26:52.236438,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 70.0)","(13.0, 20.0, 18.25)","(9.0, 11.5, 10.880952380952381)","(2.2, 2.88, 2.844)","(18.0, 42.0, 39.2)","(2.2, 2.78, 2.749387755102041)"
11-01-2023 21:26:53.614012,"(10.0, 13.0, 12.25)","(41.0, 85.0, 70.0)","(13.0, 19.5, 17.625)","(9.0, 11.5, 10.880952380952381)","(2.2, 2.86, 2.844)","(18.0, 40.0, 42.8)","(2.2, 2.76, 2.749387755102041)"
11-01-2023 21:26:55.346627,"(10.0, 13.0, 12.25)","(41.0, 85.0, 70.0)","(13.0, 19.5, 18.0)","(9.0, 11.5, 10.880952380952381)","(2.2, 2.86, 2.844)","(18.0, 44.0, 41.0)","(2.2, 2.76, 2.7353191489361706)"
11-01-2023 21:26:56.659381,"(10.0, 13.0, 12.25)","(41.0, 85.0, 70.0)","(13.0, 19.0, 18.428571428571427)","(9.0, 11.5, 10.880952380952381)","(2.25, 2.86, 2.844)","(18.0, 44.0, 41.0)","(2.25, 2.74, 2.7380000000000004)"
11-01-2023 21:26:57.886307,"(10.0, 13.0, 12.25)","(41.0, 85.0, 80.0)","(13.0, 19.0, 18.428571428571427)","(9.0, 11.5, 10.880952380952381)","(2.25, 2.86, 2.844)","(18.0, 44.0, 41.0)","(2.25, 2.74, 2.7380000000000004)"
11-01-2023 21:26:58.923195,"(10.0, 13.0, 12.25)","(41.0, 85.0, 80.0)","(13.0, 19.0, 18.428571428571427)","(9.0, 11.5, 10.880952380952381)","(2.25, 2.86, 2.844)","(18.0, 44.0, 41.0)","(2.25, 2.74, 2.7380000000000004)"
11-01-2023 21:27:00.056385,"(10.0, 13.0, 12.25)","(41.0, 85.0, 80.0)","(13.0, 20.0, 18.785714285714285)","(9.0, 11.5, 10.880952380952381)","(2.25, 2.86, 2.844)","(18.0, 44.0, 41.0)","(2.25, 2.74, 2.7353191489361706)"
11-01-2023 21:27:01.223556,"(10.0, 13.0, 12.25)","(41.0, 85.0, 80.0)","(13.0, 19.5, 18.136363636363637)","(9.0, 11.5, 10.880952380952381)","(2.25, 2.86, 2.844)","(18.0, 44.0, 41.0)","(2.25, 2.74, 2.7380000000000004)"
11-01-2023 21:27:02.442142,"(10.0, 13.0, 12.25)","(41.0, 85.0, 80.0)","(13.0, 19.5, 18.136363636363637)","(9.0, 11.5, 10.880952380952381)","(2.25, 2.86, 2.844)","(18.0, 44.0, 41.0)","(2.25, 2.74, 2.7382608695652175)"
11-01-2023 21:27:03.633358,"(10.0, 13.0, 12.25)","(41.0, 85.0, 80.0)","(13.0, 19.5, 18.136363636363637)","(9.0, 11.5, 10.880952380952381)","(2.25, 2.86, 2.844)","(18.0, 44.0, 41.0)","(2.25, 2.74, 2.7382608695652175)"
11-01-2023 21:27:04.853937,"(10.0, 13.0, 12.25)","(41.0, 85.0, 80.0)","(13.0, 19.5, 18.041666666666668)","(9.0, 11.5, 10.847826086956522)","(2.25, 2.86, 2.8270588235294114)","(18.0, 44.0, 41.27272727272727)","(2.25, 2.74, 2.7353191489361706)"
11-01-2023 21:27:06.126981,"(10.0, 13.0, 12.25)","(41.0, 85.0, 80.0)","(13.0, 19.5, 18.041666666666668)","(9.0, 11.5, 10.833333333333334)","(2.25, 2.86, 2.832)","(18.0, 44.0, 38.0)","(2.25, 2.74, 2.7344000000000004)"
11-01-2023 21:27:07.350032,"(10.0, 13.0, 12.23076923076923)","(41.0, 85.0, 80.0)","(13.0, 19.0, 18.25)","(9.0, 11.5, 10.916666666666666)","(2.25, 2.84, 2.832)","(18.0, 44.0, 41.0)","(2.25, 2.74, 2.7372)"
11-01-2023 21:27:08.567206,"(10.0, 13.0, 12.23076923076923)","(41.0, 85.0, 80.0)","(13.0, 19.0, 18.25)","(9.0, 11.0, 10.608695652173912)","(2.25, 2.84, 2.844)","(18.0, 44.0, 42.666666666666664)","(2.25, 2.74, 2.73625)"
11-01-2023 21:27:09.844027,"(10.0, 13.0, 12.25)","(41.0, 85.0, 80.0)","(13.0, 19.0, 18.428571428571427)","(9.0, 11.5, 11.227272727272727)","(2.25, 2.86, 2.844)","(18.0, 44.0, 42.666666666666664)","(2.25, 2.74, 2.718709677419355)"
11-01-2023 21:27:11.112915,"(10.0, 13.0, 12.25)","(41.0, 85.0, 80.0)","(13.0, 18.5, 18.071428571428573)","(9.0, 11.5, 11.227272727272727)","(2.25, 2.86, 2.844)","(18.0, 44.0, 42.666666666666664)","(2.25, 2.72, 2.7187628865979385)"
11-01-2023 21:27:12.343700,"(10.0, 13.0, 12.25)","(41.0, 85.0, 80.0)","(13.0, 18.5, 18.071428571428573)","(9.0, 11.5, 11.25)","(2.25, 2.86, 2.841818181818182)","(18.0, 44.0, 41.45454545454545)","(2.25, 2.72, 2.672258064516129)"
11-01-2023 21:27:13.620959,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 80.0)","(13.0, 18.5, 18.227272727272727)","(9.0, 11.5, 11.3)","(2.25, 2.9, 2.841818181818182)","(18.0, 48.0, 42.0)","(2.25, 2.68, 2.652727272727273)"
11-01-2023 21:27:14.935303,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 80.0)","(13.0, 18.5, 18.928571428571427)","(9.0, 11.5, 10.9)","(2.25, 2.9, 2.841818181818182)","(18.0, 48.0, 42.0)","(2.25, 2.66, 2.6535135135135137)"
11-01-2023 21:27:16.320358,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 83.0)","(13.0, 20.0, 18.058823529411764)","(9.0, 11.0, 10.9)","(2.25, 2.9, 2.841818181818182)","(18.0, 48.0, 42.0)","(2.25, 2.66, 2.6285714285714286)"
11-01-2023 21:27:17.642136,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 83.0)","(13.0, 21.0, 18.2)","(9.0, 11.0, 10.9)","(2.25, 2.9, 2.841818181818182)","(18.0, 48.0, 42.0)","(2.25, 2.64, 2.6285714285714286)"
11-01-2023 21:27:18.934849,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 83.0)","(13.0, 21.0, 18.2)","(9.0, 11.0, 10.604166666666666)","(2.25, 2.9, 2.841818181818182)","(18.0, 48.0, 42.0)","(2.25, 2.64, 2.6285714285714286)"
11-01-2023 21:27:20.223309,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 83.0)","(13.0, 21.0, 18.2)","(9.0, 11.0, 10.604166666666666)","(2.25, 2.9, 2.841818181818182)","(18.0, 48.0, 42.0)","(2.25, 2.64, 2.6285714285714286)"
11-01-2023 21:27:21.561603,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 83.0)","(13.0, 21.0, 18.2)","(9.0, 11.0, 10.604166666666666)","(2.25, 2.9, 2.841818181818182)","(18.0, 48.0, 42.0)","(2.25, 2.64, 2.6285714285714286)"
11-01-2023 21:27:22.828518,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 83.0)","(13.0, 21.0, 18.2)","(9.0, 11.0, 10.604166666666666)","(2.25, 2.9, 2.841818181818182)","(18.0, 48.0, 42.0)","(2.25, 2.64, 2.6285714285714286)"
11-01-2023 21:27:24.076414,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 83.0)","(13.0, 21.0, 18.2)","(9.0, 11.0, 10.604166666666666)","(2.25, 2.9, 2.841818181818182)","(18.0, 48.0, 42.0)","(2.25, 2.64, 2.6285714285714286)"
11-01-2023 21:27:25.312120,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 83.0)","(13.0, 21.0, 18.2)","(9.0, 11.0, 10.586206896551724)","(2.25, 2.9, 2.841818181818182)","(18.0, 48.0, 42.0)","(2.25, 2.64, 2.6285714285714286)"
11-01-2023 21:27:26.575093,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 83.0)","(13.0, 21.0, 20.0)","(9.0, 11.0, 10.586206896551724)","(2.25, 2.9, 2.841818181818182)","(18.0, 48.0, 42.0)","(2.25, 2.64, 2.6285714285714286)"
11-01-2023 21:27:27.832386,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 83.0)","(13.0, 20.0, 19.25)","(9.0, 11.0, 10.586206896551724)","(2.25, 2.9, 2.841818181818182)","(18.0, 48.0, 42.0)","(2.25, 2.64, 2.633846153846154)"
11-01-2023 21:27:29.042722,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 83.0)","(13.0, 20.0, 19.25)","(9.0, 11.0, 10.586206896551724)","(2.25, 2.9, 2.841818181818182)","(18.0, 48.0, 43.0)","(2.25, 2.64, 2.633846153846154)"
11-01-2023 21:27:30.316067,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 83.0)","(13.0, 20.0, 19.25)","(9.0, 11.0, 10.586206896551724)","(2.25, 2.9, 2.841818181818182)","(18.0, 48.0, 42.44444444444444)","(2.25, 2.64, 2.633846153846154)"
11-01-2023 21:27:31.524925,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 83.0)","(13.0, 20.0, 19.25)","(9.0, 11.0, 10.586206896551724)","(2.25, 2.9, 2.841818181818182)","(18.0, 48.0, 41.333333333333336)","(2.25, 2.64, 2.64)"
11-01-2023 21:27:32.718150,"(10.0, 13.0, 12.272727272727273)","(41.0, 85.0, 83.0)","(13.0, 20.0, 19.25)","(9.0, 11.0, 10.586206896551724)","(2.25, 2.9, 2.841818181818182)","(18.0, 48.0, 41.333333333333336)","(2.25, 2.68, 2.6507692307692308)"
