,Determination,Udella Bale,Laquita Star,Goolagong,Ocean Girl,Sir Les
12-01-2023 15:03:09.761179,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.625)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:10.847813,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.625)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:11.942083,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:12.999106,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:14.115189,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:15.263875,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:16.383301,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:17.482144,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:18.672262,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:19.878529,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:21.094117,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:22.327466,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:23.722822,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:25.038183,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:26.092735,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:27.226019,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:28.339731,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:29.517429,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:30.752372,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:32.100525,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:33.335587,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:34.531555,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:35.647325,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:36.808810,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:37.947010,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:39.164141,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:40.396412,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:41.554698,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:42.751990,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:43.905328,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:45.004114,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:46.222708,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:47.435191,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:48.512120,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:49.653563,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:50.816083,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:51.916254,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:53.051619,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:54.144617,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:55.285834,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:56.424611,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:57.547185,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:58.677840,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:03:59.762496,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:00.874983,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:02.070188,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:03.256357,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:04.413962,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:05.552855,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:06.652200,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:07.748145,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:08.889896,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:09.923506,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:11.053532,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:12.223538,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:13.329839,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:14.447804,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:15.603850,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:16.696886,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 477.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:17.797845,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:19.011470,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:20.140525,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:21.256818,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:22.394888,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:23.609884,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:24.732055,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 22.75)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:25.997065,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:27.238857,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:28.697608,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:29.849686,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:31.009060,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:32.113002,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:33.169036,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:34.313829,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:35.419900,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:36.515167,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:37.629765,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 75.6)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:38.753595,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:39.868259,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:40.962031,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:42.048934,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:43.183298,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:44.329000,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:45.499820,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:46.641445,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 522.5)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:47.834491,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 340.0)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:49.012007,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 340.0)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:50.198143,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 340.0)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:51.357109,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 340.0)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:52.448169,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 340.0)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:53.662698,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 340.0)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:54.872142,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 340.0)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:55.982670,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 340.0)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:57.079035,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 340.0)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:58.154024,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 340.0)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:04:59.289894,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 340.0)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:05:00.515811,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 340.0)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:05:01.657317,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 340.0)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:05:02.770668,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 340.0)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:05:03.943721,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 340.0)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:05:05.003530,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 340.0)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:05:06.132285,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 340.0)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:05:07.166198,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 340.0)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:05:08.321619,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 340.0)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:05:09.508865,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 340.0)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:05:10.605469,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 340.0)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:05:11.667557,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 340.0)","(2.0, 3.2, 2.2222222222222223)"
12-01-2023 15:05:12.820392,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.35, 2.727142857142857)","(12.0, 26.0, 23.4)","(26.0, 270.0, 96.42857142857143)","(91.0, 610.0, 340.0)","(2.0, 3.2, 2.2222222222222223)"
