,Determination,Udella Bale,Laquita Star,Goolagong,Ocean Girl,Sir Les
12-01-2023 14:57:59.159394,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:00.129299,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:01.048727,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:02.007973,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:02.925452,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:03.836280,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:04.775631,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:05.691011,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:06.680339,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:07.705227,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:08.693153,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:09.582095,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:10.488703,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:11.456080,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:12.300161,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:13.194471,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:14.105923,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:14.948857,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:16.132684,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:17.101523,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:18.123907,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:19.063040,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:20.008661,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:21.013705,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:21.914351,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:23.006175,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:24.088693,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:25.025852,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:25.906775,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:26.898414,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:27.789907,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:28.724215,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:29.665222,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:30.646245,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:31.490945,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:32.345402,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:33.233802,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:34.126911,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:35.042050,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:35.951968,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:37.166973,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:38.170722,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:39.126459,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:40.200859,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:41.379372,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:42.466390,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:43.492562,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:44.468982,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:45.445871,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:46.419249,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:47.404418,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:48.367423,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:49.435122,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:50.487277,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:51.501142,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:52.549837,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:53.584808,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:54.538494,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:55.470383,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:56.438675,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:57.393956,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:58.481893,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:58:59.578600,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:00.451908,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:01.468439,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:02.463763,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:03.399496,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:04.452344,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:05.496422,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:06.440156,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:07.402828,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:08.483757,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:09.607024,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:10.598932,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:11.509188,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:12.448965,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:13.442741,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:14.387124,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:15.342193,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:16.333509,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:17.369864,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:18.330969,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:19.332342,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:20.410235,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:21.355426,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:22.269452,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:23.307832,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:24.336980,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:25.298938,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:26.290336,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:27.353314,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:28.330904,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:29.247227,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:30.340063,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:31.259003,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:32.152017,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:33.238496,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:34.262984,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:35.300857,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:36.334914,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:37.344451,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:38.277812,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:39.227757,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:40.206817,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:41.245374,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:42.280151,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:43.312184,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:44.505313,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:45.676766,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:46.734050,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:47.782115,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:48.856785,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
12-01-2023 14:59:49.929972,"(4.4, 7.4, 4.839130434782609)","(2.35, 3.4, 2.4025)","(12.0, 26.0, 23.1)","(26.0, 270.0, 95.0)","(91.0, 610.0, 340.0)","(2.0, 3.25, 2.124468085106383)"
